geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
31055005000,31055005000,Census Tract 50; Douglas County; Nebraska,2587,960,442,Omaha city,Nebraska,51613,0.5433850941163917,0.23967920482011237,31055,2587,960,442,0.010699,0.007989355967,0.00345486942399999,0.8344364945100952,0.7600688049198423,0.8736708415396877,-0.1984135480401161,-0.3156703623765497,-0.14459582768915571,-5.4917522860948695,-8.737223094681566,-4.002168577274518,-212.28265504812015,-337.7357207066705,-154.70307604462766,0.8194691694263903,0.7395000355846735,0.8619510949277204,-0.2203021630453495,-0.35226497887774477,-0.16015862835449596,-6.097592223346217,-9.750100344316609,-4.432920645246414,-235.70128424221943,-376.88830090129915,-212.28265504812015,-0.6058399372513472,-1.0128772496350429,-0.4307520679718957,-23.418629194099235,-39.15258019462864,-16.650640431847535,0.893558933842459,0.8599919940519346,0.9280715071510452,-0.11912036478649024,-0.16280152247511545,-0.07750317976010052,-0.39508349383350855,-0.5399596820927282,-0.25705283137530904,-41.154530607657144,-56.24580021799251,-26.77633660159469,0.8835589316482785,0.8471178813030941,0.921169571043028,-0.1317864198763752,-0.18047325180024804,-0.08557645783687062,-0.437092677628142,-0.5985710587147487,-0.2838292680910363,-45.53048725293146,-62.351151949452984,-29.56554875948295,-0.04200918379463342,-0.05861137662202054,-0.02677643671572727,-4.375956645274314,-6.105351731460472,-2.789212157888257,0.8599919940519346,0.8273542242237454,0.9280715071510452,-0.16280152247511545,-0.20867213911699953,-0.07750317976010052,-0.5749002572402758,-0.7368829519120661,-0.2736866173216021,-130.06793150232485,-166.71559998010545,-61.92004916778328,0.8471178813030941,-0.18047325180024804,-0.6373043526101587,0.8118216657005967,-0.23179762532822612,-0.8185458735452023,0.921169571043028,-0.08557645783687062,-0.302195746551747,-144.18650511542052,-185.1913741052494,-68.37007840537264,-0.06240409536988289,-0.08166292163313615,-0.02850912923014492,-14.11857361309568,-18.475774125143925,-6.45002923758935,0.566
31055005400,31055005400,Census Tract 54; Douglas County; Nebraska,2635,1627,320,Omaha city,Nebraska,59751,0.6606510784492894,0.1912476162978908,31055,2635,1627,320,0.010699,0.007989355967,0.00345486942399999,0.7954327661328987,0.7068723943726783,0.8430155498939359,-0.25717727830301973,-0.41468249143816255,-0.1862177395491876,-7.250307110986161,-11.690672816488334,-5.249825373975857,-275.1539700564008,-443.66879758969,-199.23435954367577,0.7774345272692481,0.6827710894927693,0.828741608705848,-0.2862819503431586,-0.4646197171923317,-0.20664871836420384,-8.070822096011032,-13.098496343424394,-5.825812770546655,-306.29305867214543,-497.09663542407566,-275.1539700564008,-0.8205149850248707,-1.4078235269360595,-0.575987396570798,-31.13908861574462,-53.42783783438557,-21.85910423418588,0.8673538713382954,0.826360527182129,0.9099288096278116,-0.1529319612732418,-0.210125565181553,-0.09898707395475292,-0.8596416499662326,-1.1811310470937009,-0.5564135244937967,-52.83599569552751,-72.59563903464665,-34.19874151775026,0.8550981234916185,0.8107491843717891,0.9013804972005268,-0.16945643140544417,-0.23342708111985624,-0.10940940380423334,-0.952526895476712,-1.3121105587742472,-0.6149981967474395,-58.54498435628223,-80.64600852945588,-37.7995203901315,-0.09288524551047928,-0.1309795116805463,-0.05858467225364283,-5.708988660754719,-8.05036949480924,-3.6007788723812433,0.826360527182129,0.7869055843694168,0.9099288096278116,-0.210125565181553,-0.2708004872037417,-0.09898707395475292,-0.5372057401607961,-0.6923268762584708,-0.2530697503860082,-167.8767938002488,-216.35214883077217,-79.08429699562755,0.8107491843717891,-0.23342708111985624,-0.5967782538893812,0.7682717959421446,-0.30162268780631635,-0.771126726594551,0.9013804972005268,-0.10940940380423334,-0.2797154154013645,-186.4932043404316,-240.97710206079716,-87.4110673129264,-0.05957251372858507,-0.07879985033608017,-0.02664566501535631,-18.616410540182834,-24.624953230025053,-8.326770317298848,0.9169
31055005700,31055005700,Census Tract 57; Douglas County; Nebraska,3280,1812,602,Omaha city,Nebraska,78263,0.6767360946625514,0.18027750775507723,31055,3280,1812,602,0.010699,0.007989355967,0.00345486942399999,0.7902268862580355,0.6998720215851797,0.8388954073852419,-0.2654593476758352,-0.428832656769224,-0.19204371748428797,-9.315690559370736,-15.048904350858482,-6.739336405435222,-284.0149560783761,-458.8080594773928,-205.46757333643973,0.771839467174331,0.6753369242152814,0.824287280802296,-0.29560620119745135,-0.48074237338935105,-0.2131692715513931,-10.373625648885826,-16.870557501487948,-7.480689559157003,-316.26907466115324,-514.3462652892666,-284.0149560783761,-1.057935089515091,-1.8216531506294655,-0.7413531537217812,-32.25411858277717,-55.53820581187395,-22.60223029639577,0.8638198521043179,0.821851151848267,0.9074680491607396,-0.15764878239825,-0.2167653446139156,-0.1019671722049469,-0.9869165959658404,-1.3569994818564652,-0.638337277090736,-54.46559580385433,-74.88959612894399,-35.228326550261365,0.8512664134914,0.8058839101834928,0.8986994528882978,-0.1747203744343458,-0.24087351461367265,-0.1127190483827892,-1.093788575842091,-1.507922011730633,-0.7056464238932559,-60.36360793830525,-83.21865406901946,-38.9429593760075,-0.10687197987625063,-0.15092252987416743,-0.06730914680251998,-5.898012134450918,-8.329057940075465,-3.714632825746136,0.821851151848267,0.7815138144828161,0.9074680491607396,-0.2167653446139156,-0.27956791225983885,-0.1019671722049469,-1.0425529306568588,-1.3446076759329155,-0.49042052548761295,-173.1815499429998,-223.35675679948764,-81.46520356937091,0.8058839101834928,-0.24087351461367265,-1.1585033992651466,0.7624832807433152,-0.3115041670489339,-1.4982080408061746,0.8986994528882978,-0.1127190483827892,-0.5421326662785425,-192.44242512710076,-248.87176757577657,-90.05526017915989,-0.11595046860828773,-0.15360036487325912,-0.05171214079092956,-19.26087518410095,-25.51501077628889,-8.590056609788963,0.5985
31055006000,31055006000,Census Tract 60; Douglas County; Nebraska,2418,1488,665,Omaha city,Nebraska,74556,0.6715629359450309,0.1903824954846763,31055,2418,1488,665,0.010699,0.007989355967,0.00345486942399999,0.7918974400879885,0.7021158401444412,0.8402182994878139,-0.2627897873857113,-0.42426639996368304,-0.1901668894971544,-6.798419627409655,-10.975848983545273,-4.919652041665273,-281.1587935239725,-453.9226213211445,-203.4595550730055,0.7736345075168185,0.6777189794638293,0.8257172349639907,-0.2926000459955703,-0.4755378413500241,-0.2110683387196219,-7.569616443113776,-12.302250503612248,-5.460376337114266,-313.0527892106607,-508.7779364603908,-281.1587935239725,-0.7711968157041209,-1.326401520066975,-0.5407242954489933,-31.893995686688207,-54.85531513924628,-22.362460523118003,0.8649548668435646,0.8232987370738748,0.9082587361752728,-0.15612968760930693,-0.21462593706161576,-0.101007851805593,-0.8026386336432983,-1.1033588262766687,-0.5192657809151547,-53.94076839000661,-74.15045875515246,-34.896893878706635,0.8524968664769439,0.8074454547004865,0.8995608419266249,-0.1730248395312376,-0.23847374974813584,-0.11165354625514892,-0.8894940028012011,-1.2259567516500156,-0.5739936534806684,-59.77782276889792,-82.38956664314621,-38.57484230380836,-0.0868553691579027,-0.1225979253733469,-0.0547278725655137,-5.8370543788913105,-8.239107887993743,-3.677948425101727,0.8232987370738748,0.7832438382195874,0.9082587361752728,-0.21462593706161576,-0.2767416112370916,-0.101007851805593,-1.140290802272564,-1.4703065166310778,-0.536646809552016,-171.47230109361865,-221.09872430542524,-80.69876835368662,0.8074454547004865,-0.23847374974813584,-1.266992364222884,0.7643401719000922,-0.30831799343226357,-1.6380693633734122,0.8995608419266249,-0.11165354625514892,-0.5932065507968393,-190.52516755231335,-246.3262200561522,-89.20399260102846,-0.12670156195032,-0.16776284674233444,-0.05655974124482321,-19.052866458694737,-25.227495750726984,-8.505224247341836,0.9539
31055007439,31055007439,Census Tract 74.39; Douglas County; Nebraska,3303,2097,596,Omaha city,Nebraska,101295,0.66884579925036,0.21023169403972977,31055,3303,2097,596,0.010699,0.007989355967,0.00345486942399999,0.7927762916448742,0.7032972577321824,0.840913967365409,-0.26138989086716047,-0.4218738790828654,-0.1891822930864247,-9.237204291206735,-14.908515372511928,-6.6854746513756655,-279.661044238775,-451.3628632307576,-202.4061353731658,0.7745790015005796,0.6789734876874154,0.826469293808629,-0.29102389564229847,-0.4728115576441745,-0.2099663078729607,-10.28443437025237,-16.708591654841282,-7.41995673076206,-311.36646594769513,-505.8610855235023,-279.661044238775,-1.047230079045633,-1.8000762823293552,-0.7344820793863942,-31.705421708920163,-54.49822229274463,-22.23681742011487,0.8655516163364764,0.8240600840739325,0.908674310525463,-0.15533260076688238,-0.2135037472707908,-0.10050431537095586,-1.125363129614972,-1.546805010841019,-0.7281398130673885,-53.66538529399008,-73.76275683552784,-34.72292861551686,0.8531438587090976,0.8082668479807243,0.9000136063686869,-0.17213526158778455,-0.23721516291096,-0.11109431337902918,-1.2470960747527893,-1.7185909255857834,-0.8048628785548918,-59.470485205187856,-81.95474132502544,-38.3816346473482,-0.1217329451378173,-0.17178591474476446,-0.0767230654875033,-5.805099911197773,-8.191984489497589,-3.6587060318313447,0.8240600840739325,0.7841540449576004,0.908674310525463,-0.2135037472707908,-0.27525963352528576,-0.10050431537095586,-1.0166314325919126,-1.3106917285653674,-0.4785669920240449,-170.57574372347526,-219.91471955794756,-80.29647517181961,0.8082668479807243,-0.23721516291096,-1.1295370408502712,0.765317291343196,-0.3066475974231761,-1.4601504200944837,0.9000136063686869,-0.11109431337902918,-0.5289929212347309,-189.51963772655557,-244.99168122390665,-88.75720154945148,-0.1129056082583586,-0.14945869152911606,-0.05042592921068595,-18.943894003080302,-25.07696166595907,-8.460726377631872,0.1257
31055006603,31055006603,Census Tract 66.03; Douglas County; Nebraska,1969,1133,525,Omaha city,Nebraska,68491,0.6225857752488315,0.23718594370278037,31055,1969,1133,525,0.010699,0.007989355967,0.00345486942399999,0.8078895409626022,0.7237190182909355,0.8528466835513738,-0.2377929770058636,-0.3817517223210504,-0.17254369312413695,-5.009425563080911,-8.042108142235337,-3.6348625513154937,-254.41470609857345,-408.43616771129183,-184.60449727351417,0.790837372111197,0.7006917174780549,0.8393789262521894,-0.2644824780225401,-0.4271611538369856,-0.1913570483178326,-5.571675425723056,-8.99871825707186,-4.0311909190464545,-282.96980323631567,-457.01971849019094,-254.41470609857345,-0.5622498626421448,-0.956610114836522,-0.3963283677309613,-28.555097137742248,-48.58355077889904,-20.128408721734953,0.8757748532012086,0.8371308009940052,0.915778829890288,-0.14184598512358831,-0.1945564526028725,-0.09196671440832711,-0.5552372513910897,-0.7615653688717319,-0.3599914772565338,-49.005935692064405,-67.21671393395691,-31.773298963506956,0.8642347361049207,0.8223802153144872,0.9077571109654434,-0.15709304222944,-0.2159825605940544,-0.10161626708321989,-0.6149198294484102,-0.845435020160538,-0.3977633683657029,-54.2735948321633,-74.61915447136258,-35.1070934126834,-0.05968257805732047,-0.08386965128880608,-0.03777189110916912,-5.267659140098894,-7.402440537405655,-3.333794449176445,0.8371308009940052,0.7998138892857435,0.915778829890288,-0.1945564526028725,-0.2502908656575449,-0.09196671440832711,-0.8160498966485837,-1.0498229810390185,-0.3857462797248654,-155.4380755521112,-199.9662821026702,-73.47548185235532,0.8223802153144872,-0.2159825605940544,-0.9059198186062752,0.7821460130206107,-0.2785336540143541,-1.168284868122694,0.9077571109654434,-0.10161626708321989,-0.426220478126934,-172.5561559250048,-222.53045107098936,-81.18485297655884,-0.08986992195769139,-0.11846188708367555,-0.04047419840206856,-17.118080372893598,-22.56416896831915,-7.709371124203536,0.8547
31055006604,31055006604,Census Tract 66.04; Douglas County; Nebraska,2584,1632,679,Omaha city,Nebraska,84910,0.6203218992882441,0.22936330178505832,31055,2584,1632,679,0.010699,0.007989355967,0.00345486942399999,0.8086365047154729,0.7247335015165102,0.8534349741884873,-0.2366495875076285,-0.3798175438385181,-0.17173543415053752,-6.542465612546798,-10.50051785754914,-4.747834907379537,-253.1913936744117,-406.3667901528305,-183.7397409976601,0.7916417265867004,0.7017722179953788,0.8400158489023816,-0.26319768958070483,-0.42496379075323415,-0.1904537293036363,-7.276420176849115,-11.748640751342714,-5.265324938333858,-281.5952080823961,-454.6687597268853,-253.1913936744117,-0.7339545643023166,-1.2481228937935729,-0.5174900309543213,-28.403814407984388,-48.30196957405468,-20.02670398430036,0.8762782462771957,0.837775751170994,0.9161279334836576,-0.14119003210273345,-0.19363683969398543,-0.09155060494380032,-0.7960783798128296,-1.0917916748081833,-0.5161940695750715,-48.779312488531225,-66.89899968187397,-31.62953857690389,0.864781187638533,0.8230771866370081,0.9081377684216536,-0.15636188008519297,-0.21495288198410245,-0.10115451066197052,-0.8816225218515159,-1.211978915774251,-0.5703442216087015,-54.02098785854877,-74.26341395675558,-34.9475625985724,-0.08554414203868632,-0.12018724096606805,-0.05415015203362994,-5.241675370017544,-7.36441427488162,-3.3180240216685015,0.837775751170994,0.8005882281599399,0.9161279334836576,-0.19363683969398543,-0.24908156880895585,-0.09155060494380032,-1.050435841994672,-1.351210894944782,-0.4966412225134531,-154.7033640640165,-199.0001318033553,-73.14303718902107,0.8230771866370081,-0.21495288198410245,-1.1660705263161009,0.7829790104449037,-0.2771734448306358,-1.5036029371237265,0.9081377684216536,-0.10115451066197052,-0.5487402280820557,-171.7335090303536,-221.44373153515852,-80.81593933461792,-0.11563468432142888,-0.15239204217894442,-0.05209900556860258,-17.030144966337094,-22.443599731803303,-7.672902145596846,0.4845
31055007429,31055007429,Census Tract 74.29; Douglas County; Nebraska,2062,1623,663,Omaha city,Nebraska,103244,0.6412947934227986,0.2184237912168288,31055,2062,1623,663,0.010699,0.007989355967,0.00345486942399999,0.8017428720728226,0.7153893502212791,0.8480004570362181,-0.24728268230761352,-0.3978402106359105,-0.17924464745576196,-5.455386835934882,-8.776887356830017,-3.9543767522124047,-264.5677418009157,-425.6492413593606,-191.7738483129197,0.7842212718103291,0.6918257422671275,0.8341337526050722,-0.27515031273196444,-0.4454506950304842,-0.1988485022658694,-6.070184049985571,-9.827238345402431,-4.38686401928111,-294.38331959192874,-476.58769861311504,-264.5677418009157,-0.6147972140506885,-1.050350988572415,-0.43248726706870544,-29.815577791013023,-50.938457253754365,-20.97416426133392,0.8716257901985718,0.8318198047688843,0.9128988720010252,-0.14728133477117775,-0.20218344678369793,-0.09541158464579295,-0.8258437173081776,-1.1336937537227207,-0.5349969014102479,-50.88377802268501,-69.85174083319289,-32.963456648813796,0.8597319747764088,0.816642883592614,0.9046174010543768,-0.16315320278749756,-0.22452545670973417,-0.10543971278294018,-0.9148412980510936,-1.258971057585564,-0.5912271537452849,-56.36730117381969,-77.5706135296096,-36.42804397691219,-0.08899758074291586,-0.1252773038628432,-0.05623025233503698,-5.48352315113468,-7.718872696416709,-3.4645873280983968,0.8318198047688843,0.7934432369738423,0.9128988720010252,-0.20218344678369793,-0.2603296031786169,-0.09541158464579295,-1.070954194394346,-1.3789510708432302,-0.5053897259924549,-161.5315526989964,-207.98658685418255,-76.22771131107916,0.816642883592614,-0.22452545670973417,-1.18929854761475,0.7752958316264842,-0.28983022893611016,-1.535214204125577,0.9046174010543768,-0.10543971278294018,-0.558508149193002,-179.3813797307315,-231.55568689676875,-84.23953984811493,-0.11834435322040382,-0.15626313328234676,-0.05311842320054705,-17.849827031735117,-23.569100042586236,-8.011828537035754,0.014
31055007447,31055007447,Census Tract 74.47; Douglas County; Nebraska,1874,1199,460,Omaha city,Nebraska,60653,0.6443861672174169,0.21247510948336945,31055,1874,1199,460,0.010699,0.007989355967,0.00345486942399999,0.8007317424213806,0.7140222613614553,0.8472023488687591,-0.24885769730576715,-0.4005165582558438,-0.18035555653884391,-4.989578415511031,-8.030327354804358,-3.616115562292637,-266.2528503474403,-428.5126656779274,-192.9624099409091,0.7831334052053106,0.690371615882876,0.8332702302093803,-0.27692165007037906,-0.4484952408148448,-0.2000908753799168,-5.552258591708995,-8.992296389689818,-4.011807244642554,-296.27847341029855,-479.8450581478025,-266.2528503474403,-0.5626801761979641,-0.9619690348854596,-0.3956916823499173,-30.025623062858273,-51.33239246987512,-21.11481762806389,0.8709421169798354,0.8309454948366134,0.9124238764869994,-0.14818192909041814,-0.2034483684114893,-0.0959818410826609,-0.6138271099885823,-0.8427621693176627,-0.3975940688908389,-51.19492160038217,-70.288754738754193,-33.160472801571224,0.8589902253425508,0.8156987396935941,0.9040996593371304,-0.16415760097993773,-0.22594280380479212,-0.1060727538966026,-0.6800045485349924,-0.9359428584411704,-0.4393945494740622,-56.71430763427793,-78.06028844380072,-36.64675141568492,-0.06617743854641012,-0.09318068912350784,-0.04180048058322327,-5.519386033895756,-7.771533705046527,-3.4862786141137008,0.8309454948366134,0.7923954817701078,0.9124238764869994,-0.2034483684114893,-0.2619960903438406,-0.0959818410826609,-0.7476938606265834,-0.9628628127508476,-0.35274322359760524,-162.54214361447467,-209.3180027719234,-76.68330947774027,0.8156987396935941,-0.22594280380479212,-0.8303632443781221,0.7741697356392024,-0.2917063971434354,-1.0720512725297895,0.9040996593371304,-0.1060727538966026,-0.3898283750687745,-180.51374877785264,-233.05462446299777,-84.74529892799445,-0.08266938375153876,-0.10918845977894208,-0.03708515147116925,-17.97160516337799,-23.73662169107437,-8.061989450254186,0.064
31055001900,31055001900,Census Tract 19; Douglas County; Nebraska,1676,623,197,Omaha city,Nebraska,39372,0.4262859999822601,0.25835520230168385,31055,1676,623,197,0.010699,0.007989355967,0.00345486942399999,0.8752931212286911,0.8171841761163569,0.9053948521385096,-0.14247441885096948,-0.22371434644325816,-0.10449048571243408,-2.5547834610122115,-4.011539172391598,-1.873673652324169,-152.43338072865225,-239.3519792596419,-111.79437066373325,0.8637118278992596,0.8008514075966178,0.8964412302874545,-0.15779356921882584,-0.24867108993543996,-0.11552209583146704,-2.829479173493037,-4.4590516172835,-2.0714872339322508,-168.82333970722178,-266.0531991219272,-152.43338072865225,-0.27469571248082536,-0.44751244489190256,-0.1978135816080817,-16.38995897856953,-26.70121986228536,-11.802719666353324,0.92051672582309,0.894941394198027,0.9465493489607708,-0.0863463660650371,-0.11739160405706556,-0.0564689533598153,-0.18585050665477168,-0.2526717693549367,-0.12154285200933124,-29.831541999160784,-40.55726634910701,-19.509286036810796,0.912924479279432,0.8850627357675542,0.941364003014712,-0.09538085865470113,-0.12986340921106407,-0.06228833564647307,-0.20529620080121844,-0.27951587886875634,-0.13406839530293696,-32.952841220099266,-44.86611217797052,-21.519806629684904,-0.01944569414644675,-0.02684410951381966,-0.01252554329360571,-3.1212992209384844,-4.308845828863508,-2.0105205928741103,0.894941394198027,0.8698199592875447,0.9465493489607708,-0.11739160405706556,-0.14966320250811857,-0.0564689533598153,-0.1847630125327566,-0.2355553821997176,-0.08887666218667058,-93.78833123490182,-119.57125999985664,-45.11505694754852,0.8850627357675542,-0.12986340921106407,-0.20439242564524937,0.8577728695813364,-0.16580977956097184,-0.2609685302893138,0.941364003014712,-0.06228833564647307,-0.09803580615611476,-103.75250032753776,-132.47133517224052,-49.76436860716485,-0.01962941311249277,-0.02541314808959621,-0.00915914396944417,-9.964169092635927,-12.900075172383866,-4.649311659616331,0.5515
31055003600,31055003600,Census Tract 36; Douglas County; Nebraska,2832,1673,730,Omaha city,Nebraska,77379,0.6161164017746715,0.22461327814790297,31055,2832,1673,730,0.010699,0.007989355967,0.00345486942399999,0.8100259382879935,0.726621836068939,0.8545288917720187,-0.2345283684538801,-0.3762316935175671,-0.17023544742451113,-7.106108247897395,-11.399657781490683,-5.1580605152494,-250.92190140880632,-402.530288894445,-182.13490519948448,0.7931381107325544,0.7037838382039915,0.8412003136890207,-0.2608144615272426,-0.4208908271493304,-0.1887774929785454,-7.902565512428071,-12.752810237787385,-5.719876485372959,-279.04539238799686,-450.3110959670686,-250.92190140880632,-0.7964572645306758,-1.3531524562966997,-0.5618159701235586,-28.123490979190528,-47.780807072623574,-19.838134538261247,0.8772141444135371,0.838975164406578,0.9167768003316562,-0.13997249858362876,-0.19193039606520135,-0.09077803849119732,-0.8090405583976344,-1.1093570263968353,-0.5246967489637293,-48.35867055574623,-66.30944569018742,-31.362626955393264,0.8657972226061016,0.8243734861995272,0.9088453218828004,-0.15500486013334625,-0.21304240946677536,-0.1002972408202091,-0.895927556238516,-1.2313843909444704,-0.5797177055494435,-53.55215518460945,-73.60337064820504,-34.65138706213051,-0.08688699784088161,-0.12202736454763508,-0.05502095658571415,-5.193484628863216,-7.293924958017638,-3.2887601067372474,0.838975164406578,0.80202867200852,0.9167768003316562,-0.19193039606520135,-0.2468382177605951,-0.09077803849119732,-1.1193821861880988,-1.439617223202957,-0.5294383863493082,-153.34002550521902,-197.2078387949256,-72.5258063492203,0.8243734861995272,-0.21304240946677536,-1.2425123010671308,0.7845287866388201,-0.27465048705775297,-1.60182477055845,0.9088453218828004,-0.1002972408202091,-0.5849565623770188,-170.20716452974395,-219.4280507614315,-80.13103594205737,-0.12313011487903204,-0.16220754735549314,-0.05551817602771058,-16.867139024524935,-22.22021196650591,-7.605229592837067,0.0329
