geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06001441523,06001441523,Census Tract 4415.23; Alameda County; California,2688,1847,257,Fremont city,California,32835,0.5640929282012234,0.22246943963246013,06001,2688,1847,257,0.008356,0.009493868073,0.003212018401,0.8274124402474817,0.7503921270985262,0.8681775557521213,-0.20858709799057015,-0.3326365827778739,-0.15183811580302606,-4.685059789695142,-7.471326335939867,-3.4104249867074308,-174.29537908092047,-277.9511285691915,-126.8759295650086,0.8118845013200586,0.7291503620783357,0.8559914161824306,-0.23170229062641393,-0.371459238050225,-0.16823601393086637,-5.204248467194959,-8.343319200780966,-3.778736995908187,-193.6104340474315,-310.39133931476806,-174.29537908092047,-0.5191886774998169,-0.8719928648410997,-0.3683120092007562,-19.315054966511045,-32.44021074557663,-13.702083675623369,0.8888745296456041,0.8539551039186483,0.9248416179467864,-0.12501817371086316,-0.17102174975145373,-0.08126621963668801,-0.7416825656513517,-1.0146032882483216,-0.4821198109990282,-40.1560674418707,-54.93250071728867,-26.102859285274945,0.8784650912347269,0.840579012583065,0.9176437294519444,-0.1383491614839807,-0.18965615965956703,-0.08974754352350027,-0.8207699568741645,-1.1251537509515497,-0.5324360960140317,-44.438005244946645,-60.91790746895233,-28.827076124203124,-0.07908739122281283,-0.11055046270322788,-0.05031628501500357,-4.281937803075952,-5.985406751663664,-2.7242168389281844,0.8539551039186483,0.8200632617327552,0.9248416179467864,-0.17102174975145373,-0.2194181188985919,-0.08126621963668801,-0.417280087946758,-0.5353635551278083,-0.1982834073816946,-162.36579297539222,-208.31266736490596,-77.153076802215793,0.840579012583065,-0.18965615965956703,-0.4627466336732168,0.8039556503590647,-0.24384970682571544,-0.594974775184469,0.9176437294519444,-0.08974754352350027,-0.21897719388859985,-180.05705590397542,-231.50769462430696,-85.20513380879372,-0.04546654572645881,-0.05961122005666064,-0.02069378650690526,-17.691262928583193,-23.195027259401023,-8.052057006577922,0.0974
06085504422,06085504422,Census Tract 5044.22; Santa Clara County; California,2012,1522,590,Fremont city,California,46013,0.453463949738341,0.21118774428821072,06085,2012,1522,590,0.007389,0.009493868073,0.003212018401,0.8656357817841716,0.8035569283091318,0.897930760444717,-0.15522026820435825,-0.2444669005645057,-0.11367161484113912,-2.30760819426515,-3.6344082476815185,-1.6899181588670875,-114.69225617620027,-180.63659282711325,-83.99195620611769,0.8532351139743198,0.7861733447387107,0.8883152838558278,-0.17200989929031144,-0.27198410718485483,-0.12572643764429303,-2.5572140654624955,-4.043497422793651,-1.8691332072804063,-127.0981145856111,-200.96905679888923,-114.69225617620027,-0.24960587119734567,-0.4090891751121326,-0.1792150484133188,-12.40585840941082,-20.332463971775976,-8.907308569250437,0.9141884033451864,0.8867053593212532,0.9422282413142822,-0.09386642440531182,-0.12777033485561717,-0.06131397484449623,-0.4588840386522762,-0.6246298146537408,-0.2997451386981169,-30.150068242593704,-41.0400666658174,-19.6941615438973,0.9060231168162792,0.8761072348338802,0.9366379039674204,-0.10372459757312932,-0.14141278628935333,-0.06764844318619809,-0.5070776110147236,-0.6913235579244831,-0.3307124034444946,-33.31653160412113,-45.42204716980835,-21.728804431307136,-0.04819357236244737,-0.06669374327074229,-0.03096726474637767,-3.166463361527422,-4.381980503990952,-2.0346428874098343,0.8867053593212532,0.859773680212988,0.9422282413142822,-0.12777033485561717,-0.1630967811811527,-0.06131397484449623,-0.7156904746297349,-0.9135674009622394,-0.3434430050408838,-121.30347027622624,-154.84193236648125,-58.21067882048879,0.8761072348338802,-0.14141278628935333,-0.7921070587512136,0.8468813340660509,-0.18080297649116311,-1.0127465675475655,0.9366379039674204,-0.06764844318619809,-0.3789247830226242,-134.25543368664637,-171.6519606012823,-64.22453949536003,-0.07641658412147867,-0.0991791665853261,-0.0354817779817404,-12.951963410420117,-16.810028234801035,-6.013860674871255,0.7132
06001441401,06001441401,Census Tract 4414.01; Alameda County; California,5063,3565,1076,Fremont city,California,73093,0.5039078982350781,0.1996281661465437,06001,5063,3565,1076,0.008356,0.009493868073,0.003212018401,0.8479926929052283,0.7788633679279775,0.8842396597523735,-0.17925544449444927,-0.2839222399948219,-0.13091511896225572,-7.583657556112415,-12.011735803939654,-5.5385510544881065,-149.78584941956183,-237.2454237396732,-109.39267340486089,0.8341253517218301,0.7596392670888008,0.8734277559428179,-0.19886057645384564,-0.3164143078494932,-0.14491438266757883,-8.413080659783116,-13.38635913320442,-6.130809896490373,-166.1678976848334,-264.3957956390366,-149.78584941956183,-0.8294231036707007,-1.3746233292647665,-0.5922588420022663,-16.382048265271592,-27.15037189936335,-11.697784752168008,0.9025577330865316,0.87161913982679,0.934260216256396,-0.10796236444647048,-0.14729008841949268,-0.0703656032866572,-1.2362603658404994,-1.6865960608378876,-0.8057456587557552,-34.67771012175314,-47.30984742883275,-22.601561255420904,0.8933517464086072,0.859724759192998,0.92792877244726,-0.11937991280605094,-0.16316296501530897,-0.07766892211205373,-1.367000949231622,-1.868353919957529,-0.8893748349897673,-38.345047664281125,-52.40824459908917,-24.94740070097524,-0.1307405833911226,-0.18175785911964135,-0.08362917623401211,-3.6673375425279833,-5.09839717025642,-2.345839445554337,0.87161913982679,0.8414337002135165,0.934260216256396,-0.14729008841949268,-0.1884477645074672,-0.0703656032866572,-1.504627470676721,-1.9250696792169757,-0.7188129278211025,-139.83526679151683,-178.9098214885665,-66.80417544805786,0.859724759192998,-0.16316296501530897,-1.6667752867382266,0.8270311969058466,-0.20914423027967716,-2.1364923980227197,0.92792877244726,-0.07766892211205373,-0.7934192658966508,-154.90476642548575,-198.55877305043865,-73.73784999039506,-0.16214781606150552,-0.21142271880574404,-0.07460633807554828,-15.069499633968915,-19.64895156187212,-6.933674542337201,0.3882
06001441602,06001441602,Census Tract 4416.02; Alameda County; California,4447,3155,1323,Fremont city,California,68336,0.4594701094162361,0.19347199266312928,06001,4447,3155,1323,0.008356,0.009493868073,0.003212018401,0.8635159861472672,0.8005761832860631,0.8962895618820382,-0.1580561518747104,-0.24910036156131632,-0.11571086234697356,-5.873229410924411,-9.25635321650468,-4.29971520778502,-132.071720506508,-208.14826212063593,-96.6879965771311,0.8509370242489943,0.7829660525177158,0.8865294609660404,-0.17517509698507147,-0.27719458178855527,-0.12799409836906286,-6.5093545519810725,-10.300310054365722,-4.756149596516992,-146.3763110407257,-231.6237925425168,-132.071720506508,-0.6361251410566613,-1.0439568378610424,-0.4564343887319718,-14.304590534217706,-23.475530421880872,-10.26387202005783,0.912795763133411,0.8848954968163779,0.9412759676748236,-0.09553532168821371,-0.1300769453542683,-0.06238768899012573,-0.96814712136123,-1.3181891050850298,-0.63223172787643,-30.686121120799687,-41.780954202378126,-20.0390405032149,0.904505010835554,0.8741403820729657,0.9355966705308586,-0.10557707035390622,-0.14398101324248003,-0.06883663815584004,-1.06990937946982,-1.4590917896974798,-0.697584850263639,-33.91154927004184,-46.24696639294706,-22.110454841953693,-0.10176225810858996,-0.14090268461244992,-0.06535312238720903,-3.225428149242154,-4.466012190568936,-2.0714143387387964,0.8848954968163779,0.8575692162433899,0.9412759676748236,-0.1300769453542683,-0.16608663307730756,-0.06238768899012573,-1.6338168333381713,-2.086112463473999,-0.7836135464860777,-123.49333585322536,-157.6804583124716,-59.230048865160825,0.8741403820729657,-0.14398101324248003,-1.8084573132923056,0.8444930917910897,-0.18414230941675905,-2.3128987541603188,0.9355966705308586,-0.06883663815584004,-0.8646148467210272,-136.69367447409715,-174.82227922602561,-65.35259612403834,-0.17464047995413412,-0.2267862906863196,-0.08100130023494945,-13.200338620871817,-17.141820913554014,-6.122547258877509,0.5151
06001443001,06001443001,Census Tract 4430.01; Alameda County; California,1815,1526,463,Fremont city,California,45076,0.4282103502068049,0.2038938038500051,06001,1815,1526,463,0.008356,0.009493868073,0.003212018401,0.8746057975912964,0.816211734408451,0.9048643178445132,-0.14337225153782976,-0.22517229028169936,-0.10513806355201467,-2.1744036389379415,-3.4149944785328925,-1.5945385911587522,-119.80185338501056,-188.15396575938803,-87.85336590406348,0.8629658048243799,0.7998031635439014,0.8958634307061588,-0.1587944671846037,-0.25030763265430594,-0.11624156732433669,-2.4082991205471056,-3.796200599903776,-1.7629358838603155,-132.68865677945485,-209.15705784593808,-119.80185338501056,-0.23389548160916407,-0.3812061213708833,-0.16839729270156334,-12.886803394444302,-21.003092086550044,-9.278087752152253,0.9200672078192086,0.8943557288332643,0.9462427396396612,-0.08687712321608798,-0.11812332359580724,-0.05681127908131701,-0.4258317014723249,-0.5789862049789178,-0.27846276140893694,-27.905091839601894,-37.94142889770104,-18.247887379353667,0.9124340997433372,0.8844256359618723,0.9410285858139787,-0.09596956128809148,-0.1306773111709192,-0.06266697428220158,-0.4703986511064951,-0.6405200782412223,-0.30716468613190295,-30.82559967932471,-41.97379280741954,-20.128747452942527,-0.04456694963417018,-0.06153387326230442,-0.02870192472296601,-2.920507839722817,-4.032363909718507,-1.8808600735888603,0.8943557288332643,0.8691047811527708,0.9462427396396612,-0.11812332359580724,-0.1506092495241037,-0.05681127908131701,-0.5192300770106142,-0.6620271919921402,-0.24972311914791703,-112.14472505628817,-142.98643455553784,-53.93587886564084,0.8844256359618723,-0.1306773111709192,-0.5744131495570682,0.8569971013488369,-0.1668650902390327,-0.7334823557087194,0.9410285858139787,-0.06266697428220158,-0.27546276968898853,-124.06331523910762,-158.41951527186166,-59.495198636930574,-0.05518307254645405,-0.07145516371657923,-0.02573965054107146,-11.918590182819448,-15.433080716323808,-5.559319771289734,0.3849
06001443322,06001443322,Census Tract 4433.22; Alameda County; California,2103,1798,657,Fremont city,California,54331,0.5448103566253409,0.2544891212676598,06001,2103,1798,657,0.008356,0.009493868073,0.003212018401,0.8339511433894581,0.7593988056490004,0.8732916426676848,-0.19911101258961464,-0.31683114664023737,-0.14509283169738496,-3.4989117193811183,-5.567568551968207,-2.5496681605980225,-166.377162119882,-264.7441061325823,-121.23957016633489,0.8189448747860941,0.7387830124653162,0.8615395804869952,-0.22108340962655992,-0.3535774146498086,-0.1607127782042683,-3.885025357675542,-6.213298519939422,-2.824152294741243,-184.73729708395348,-295.44928768138004,-166.377162119882,-0.386113638294423,-0.6457299679712154,-0.2744841341432207,-18.36013496407147,-30.70518154879769,-13.05202730115172,0.8932357297428151,0.8595751275827105,0.9278488418607612,-0.11952530189082902,-0.16336544405628753,-0.07776175911858953,-0.6902836093670444,-0.9434695966886044,-0.4490904177271043,-38.39174690584229,-52.47328123963316,-24.977220118303908,0.8832073922452026,0.8466662036934867,0.9209264636634932,-0.13223690016667403,-0.18110300805395535,-0.08586302973849651,-0.7636957472145496,-1.0459077374336692,-0.49587694941121846,-42.474735662655704,-58.17061943457559,-27.5793631485661,-0.07341213784750522,-0.10243814074506484,-0.04678653168411417,-4.082988756813416,-5.697338194942429,-2.60214303026219,0.8595751275827105,0.8268503369228176,0.9278488418607612,-0.16336544405628753,-0.2094087107971331,-0.07776175911858953,-1.0189872726272484,-1.3061808285847598,-0.4850367426029649,-155.09699735574557,-198.8098673644992,-73.82598821962937,0.8466662036934867,-0.18110300805395535,-1.1296248194196246,0.8112778120855202,-0.23262338141522576,-1.4509816708603127,0.9209264636634932,-0.08586302973849651,-0.5355681857822825,-171.9368066087709,-220.84956938513133,-81.51722766853614,-0.11063754679237614,-0.1448008422755529,-0.05053144317931757,-16.839809253025287,-22.039702020632102,-7.691239448906783,0.18
06001440336,06001440336,Census Tract 4403.36; Alameda County; California,3167,1982,757,Fremont city,California,56433,0.5487739545930553,0.21298314962623657,06001,3167,1982,757,0.008356,0.009493868073,0.003212018401,0.8326028850214082,0.7575386678868945,0.8722379708382095,-0.2010527683606184,-0.32006462823796944,-0.14647611481418632,-5.320550284978343,-8.470014926273349,-3.8762636335317087,-167.99969324213274,-267.4460033556473,-122.39544153873408,0.8174885952541096,0.7367926528411765,0.8603962079029482,-0.22325865560137667,-0.3572339465436563,-0.1622552387083497,-5.908194716091563,-9.453643397128614,-4.293833721306955,-186.55493262051036,-298.5046857318792,-167.99969324213274,-0.5876444311132198,-0.9836284708552654,-0.4175700877752462,-18.55523937837764,-31.058682376231932,-13.185035925962936,0.8923375265580931,0.8584169006649466,0.9272298994246816,-0.12065218623851956,-0.16493512560782572,-0.07848118424618326,-0.7680984178762655,-1.0500133729955403,-0.4996285217192657,-38.75370423190038,-52.97746584235825,-25.2083007931012,0.8822305103927306,0.8454113720815271,0.9202507290281255,-0.13349061069634008,-0.182856101802668,-0.08666037250097856,-0.8498306584722308,-1.1641022585035423,-0.5516990374213233,-42.87742979173717,-58.7337163725299,-27.83547111106576,-0.08173224059596529,-0.114088885508002,-0.05207051570205762,-4.123725559836796,-5.756250530171645,-2.627170317964562,0.8584169006649466,0.8254506593324701,0.9272298994246816,-0.16493512560782572,-0.21145944787140328,-0.07848118424618326,-1.1853653486051563,-1.519729052366556,-0.5640331371506748,-156.5872323124381,-200.7568100880523,-74.50900094460698,0.8454113720815271,-0.182856101802668,-1.3141608620911938,0.8097672916443998,-0.23492268744183703,-1.688356026459053,0.9202507290281255,-0.08666037250097856,-0.6228158027667648,-173.60117068575877,-223.03250019274148,-82.27421436813273,-0.12879551348603724,-0.16862697409249683,-0.05878266561609002,-17.01393837332064,-22.275690104689147,-7.765213423525763,0.5702
06001442601,06001442601,Census Tract 4426.01; Alameda County; California,2637,1978,671,Fremont city,California,54975,0.4908800986165578,0.18878888506051997,06001,2637,1978,671,0.008356,0.009493868073,0.003212018401,0.8525145074453843,0.7851671616653308,0.8877554391764778,-0.17300056628545327,-0.273614140814309,-0.12643635383146212,-3.81202803397085,-6.029025208819194,-2.785996229187594,-144.55927318812476,-228.63197606443663,-105.65021726156976,0.8390193096671826,0.7664050194348796,0.8772485843296179,-0.191867682278581,-0.30479312457708746,-0.13992774438523273,-4.227760633176973,-6.716047007223719,-3.0832759440028834,-160.3246353119823,-254.6851348966143,-144.55927318812476,-0.4157325992061231,-0.6870217984045253,-0.29727971481528925,-15.765362123857534,-26.053158832177676,-11.273405946730726,0.9055472545515292,0.8754905886221768,0.9363115844112812,-0.10430460141502888,-0.14221673310477587,-0.06802053573732478,-0.6626859755288977,-0.9035558665247136,-0.43215979419477896,-33.50282990540434,-45.68027636626459,-21.848321243416528,0.8966072164886062,0.8639261704175332,0.9301702310656376,-0.1153155825761834,-0.15750631737050252,-0.07507203155100195,-0.7326428393040239,-1.0006962891629083,-0.4769605730562117,-37.0395773156736,-50.59131896678001,-24.11327467422708,-0.06995686377512611,-0.09714042263819488,-0.04480077886143274,-3.5367474102692675,-4.911042600515414,-2.2649534308105532,0.8754905886221768,0.8461324259769397,0.9363115844112812,-0.14221673310477587,-0.1818481000127204,-0.06802053573732478,-0.9059754111546316,-1.1584424953379862,-0.4333170329976569,-135.01869018697937,-172.6441870846477,-64.57779925449432,0.8639261704175332,-0.15750631737050252,-1.0033759567101244,0.8321127423476029,-0.20176022924338857,-1.2852904342048432,0.9301702310656376,-0.07507203155100195,-0.4782377795201124,-149.53441977796192,-191.54849988149675,-71.2723963517306,-0.09740054555549282,-0.12684793886685708,-0.04492074652245548,-14.515729590982538,-18.904312796849045,-6.694597097236286,0.554
06001441525,06001441525,Census Tract 4415.25; Alameda County; California,1742,822,191,Fremont city,California,127156,0.3912360087436466,0.24587390690643396,06001,1742,822,191,0.008356,0.009493868073,0.003212018401,0.887906932229521,0.8351002878092286,0.915112582608458,-0.12624416332578348,-0.19746096917696343,-0.0927617202569512,-1.8376292304829296,-2.8742718814071946,-1.3502536998416608,-105.48962287502466,-164.99838584427064,-77.51169344670843,0.877413255830071,0.8201862734308499,0.9070306849424,-0.1397138045902402,-0.21923523033004064,-0.1024985335126824,-2.0336953761138346,-3.191221336439082,-1.491984233587699,-116.74485511560474,-183.192958463782,-105.48962287502466,-0.19606614563090471,-0.31694945503188743,-0.14173053374603817,-11.255232240580066,-18.194572619511337,-8.136081156488988,0.9287427552881784,0.9056760270353884,0.9521513281256584,-0.07672441513658017,-0.10414758716024396,-0.05025322179462106,-0.20257387171066923,-0.27497870036308997,-0.13268253249959053,-24.644023322465845,-33.452396637845496,-16.14142731138571,0.921902479316907,0.8967474687774772,0.947494233008261,-0.08471342949523261,-0.11514114599429584,-0.05541539479880005,-0.2236670995561137,-0.30400476426893447,-0.1463121101253737,-27.210109435050327,-36.98354796459057,-17.799526779242544,-0.02109322784544445,-0.0290260639058445,-0.0136295776257832,-2.566086112584484,-3.531151326745073,-1.6580994678568377,0.9056760270353884,0.8829496341793025,0.9521513281256584,-0.10414758716024396,-0.13256743226299114,-0.05025322179462106,-0.18885381945053936,-0.24038834312210952,-0.09112561447061604,-98.8763452620625,-125.85777126812016,-47.709745796134065,0.8967474687774772,-0.11514114599429584,-0.2087887563201805,0.8720261810504238,-0.14675456050576563,-0.2661142713815915,0.947494233008261,-0.05541539479880005,-0.10048633145970644,-109.31348498438771,-139.3268436552835,-52.610644743301805,-0.01993493686964115,-0.02572592825948197,-0.00936071698909039,-10.43713972232521,-13.469072387163337,-4.9008989471677475,0.5089
06001442502,06001442502,Census Tract 4425.02; Alameda County; California,2946,1791,1032,Fremont city,California,52702,0.454945806956969,0.1933854177290251,06001,2946,1791,1032,0.008356,0.009493868073,0.003212018401,0.8651122965581987,0.8028204805120327,0.8975255601052742,-0.15591929970068005,-0.2456084819388361,-0.11417439730931586,-3.838230474808507,-6.046088983588374,-2.8106055634984313,-130.28616682988823,-205.2304475080915,-95.40412639166432,0.8526675464989154,0.7853808134618824,0.8878743464220791,-0.1727900330041141,-0.27326767201263436,-0.12628549752536544,-4.253533537494884,-6.72696906997649,-3.108741804630476,-144.38335157823775,-228.34246673375728,-130.28616682988823,-0.41530306268637673,-0.6808800863881155,-0.2981362411320445,-14.097184748349516,-23.112019225665833,-10.12003534053104,0.913844609777318,0.8862584810816753,0.9419932041002236,-0.0942779432092684,-0.1283389906514673,-0.06157878384609307,-0.5423550767183163,-0.7382989143730595,-0.35424580660331084,-30.282248839660316,-41.222719953828005,-19.77921868248525,0.90564832867928,0.8756215563317002,0.936380900187732,-0.10418135641934492,-0.14204589045222535,-0.06794147531150313,-0.5993266890433949,-0.8171509389288898,-0.3908486205849188,-33.463243386007534,-45.62540139189781,-21.82292688916353,-0.05697161232507863,-0.07885202455583029,-0.03660281398160797,-3.180994546347216,-4.40268143806981,-2.0437082066782786,0.8862584810816753,0.8592292624118413,0.9419932041002236,-0.1283389906514673,-0.1638337330283861,-0.06157878384609307,-1.2574233161347552,-1.605189154391515,-0.60332871712837,-121.8433445867011,-155.54158472786,-58.46208499305911,0.8756215563317002,-0.14204589045222535,-1.391719022481725,0.8462914730913921,-0.18162599033064905,-1.7795118529336245,0.936380900187732,-0.06794147531150313,-0.6656682801977539,-134.85649442652374,-172.43331908271554,-64.50274032923973,-0.13429570634696986,-0.17432269854210913,-0.06233956306938393,-13.01314983982266,-16.891734354855537,-6.040655336180613,0.4283
06001442200,06001442200,Census Tract 4422; Alameda County; California,4947,3866,1722,Fremont city,California,132337,0.5441004742981134,0.22647103810938793,06001,4947,3866,1722,0.008356,0.009493868073,0.003212018401,0.8341928475472158,0.7597324391889979,0.8734804901594954,-0.1987635748020477,-0.3162528653738727,-0.14484526130332057,-8.21631612838412,-13.072986441338006,-5.987487686069855,-166.08684310459108,-264.2608943064081,-121.03270034505466,0.819205968947442,0.7391400541462276,0.861744519448938,-0.220694230640008,-0.3529235689372683,-0.16043673899948044,-9.122866543604456,-14.58884815507096,-6.631994657671071,-184.4120991227907,-294.90293420398143,-166.08684310459108,-0.9065504152203356,-1.5158617137329546,-0.6445069716012162,-18.325256018199628,-30.64203989757337,-13.02823876291118,0.893396693808112,0.8597827315357509,0.9279597383691908,-0.1193235960360345,-0.16308453673382328,-0.07763296040991367,-1.4817202200220088,-2.025128840220785,-0.9640199507966488,-38.32695861412335,-52.38305329076008,-24.93584973607472,0.8833824664404327,0.8468911412287481,0.921047540447262,-0.1320125064622062,-0.18078930256503495,-0.08572028704880798,-1.63928683528584,-2.244980658254654,-1.0644456486875633,-42.40265999187377,-58.06985665428489,-27.53351393397732,-0.1575666152638313,-0.21985181803386888,-0.10042569789091448,-4.075701377750422,-5.6868033635248025,-2.597664197902599,0.8597827315357509,0.8271012703458588,0.9279597383691908,-0.16308453673382328,-0.20904178950401356,-0.07763296040991367,-2.666177897728248,-3.417507324969888,-1.2691778590753184,-154.83030764972403,-198.46151712949407,-73.70370842481523,0.8468911412287481,-0.18078930256503495,-2.955623214181975,0.8115486443969429,-0.23221202685033657,-3.796304579051132,0.921047540447262,-0.08572028704880798,-1.4013930400370884,-171.63897875621225,-220.45903478810288,-81.38170964210734,-0.28944531645372695,-0.3787972540812441,-0.13221518096176998,-16.80867110648821,-21.99751765860883,-7.678001217292102,0.173
