geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
12011041700,12011041700,Census Tract 417; Broward County; Florida,3238,2207,1035,Fort Lauderdale city,Florida,62848,0.4899939374355438,0.24565984544948863,12011,3238,2207,1035,0.010462,0.008241179256,0.003436880739,0.8528229592211921,0.7855977992841834,0.887995092400478,-0.17257631163355602,-0.2729159894683697,-0.12613234978218635,-5.846187539540632,-9.245290050926956,-4.272853931397955,-180.54933723102633,-285.5247081818084,-131.95966434212338,0.8393532416326347,0.7668674140534418,0.8775090863864233,-0.1913935044259669,-0.30400637929611063,-0.1395893393172639,-6.48363793461986,-10.298506728754356,-4.7287223167807015,-200.23588433044657,-318.051474019591,-180.54933723102633,-0.6374503950792274,-1.0532166778274004,-0.4558683853827468,-19.68654709942024,-32.52676583778259,-14.078702451598108,0.9057509634672148,0.8757545513693671,0.9364512835861492,-0.10405623657522796,-0.14187245551434183,-0.06786120914959966,-0.7892869276949097,-1.0761303524223895,-0.5147405580118818,-35.76288752582282,-48.759870975187575,-23.323088265150965,0.8968290865576849,0.864212698385213,0.93032289336717,-0.11503966027497822,-0.1571225484981955,-0.07489561648928561,-0.8725983469127286,-1.1918052935354635,-0.5680979149568572,-39.53775926201761,-54.00114605960415,-25.740730174755655,-0.08331141921781893,-0.11567494111307396,-0.05335735694497545,-3.7748717361947857,-5.241275084416582,-2.4176419096046873,0.8757545513693671,0.8464529884366712,0.9364512835861492,-0.14187245551434183,-0.18140051917935512,-0.06786120914959966,-1.210118209190967,-1.5472775925376303,-0.5788303627503347,-116.91963373825767,-149.49541956885318,-55.925638913075815,0.864212698385213,-0.1571225484981955,-1.3401957153898445,0.8324595250340209,-0.20125960473469515,-1.716668056396691,0.93032289336717,-0.07489561648928561,-0.6388311880110213,-129.4875087333183,-165.86164796103296,-61.722820097683226,-0.13007750619887726,-0.16939046385906065,-0.06000082526068662,-12.567874995060604,-16.36622839217977,-5.797181184607402,0.9086
12011040802,12011040802,Census Tract 408.02; Broward County; Florida,3541,2476,919,Fort Lauderdale city,Florida,52733,0.5688510226134209,0.24061635370193543,12011,3541,2476,919,0.010462,0.008241179256,0.003436880739,0.8258068762759025,0.7481861539311782,0.8669202365737755,-0.2109368772873955,-0.3365657660807031,-0.153508659518873,-7.8143553216499715,-12.468395849411296,-5.6868728970339175,-220.68216101807317,-352.1151044736316,-160.60075958864493,0.8101516937335843,0.726792828753447,0.8546278770135702,-0.23433673932285412,-0.3759079072301004,-0.17009990768663105,-8.681225253423573,-13.925862528587682,-6.301511314364289,-245.16309667956995,-393.2748525441311,-220.68216101807317,-0.8668699317736017,-1.4574666791763864,-0.6146384173303714,-24.480935661496797,-41.159748070499475,-17.357763833108482,0.8878016558422387,0.8525739895756647,0.9241010672221318,-0.12637771445844073,-0.1729187287284132,-0.0821327184547271,-1.0754385484687763,-1.4714893952913262,-0.6989261666525332,-43.434513266105675,-59.43010481790494,-28.228035809876136,0.8772988211056386,0.8390837044810032,0.9168354959642726,-0.1398624686850987,-0.1917762133380102,-0.09070820709036788,-1.1901899868384285,-1.631961247177731,-0.771901145589637,-48.06906247328063,-65.91119738197621,-31.175328981810864,-0.11475143836965196,-0.16047185188640478,-0.07297497893710381,-4.634549207174958,-6.481092564071276,-2.9472931719347257,0.8525739895756647,0.8183970960119976,0.9241010672221318,-0.1729187287284132,-0.2219007189455375,-0.0821327184547271,-1.309624846716681,-1.6805969901143487,-0.6220439486669785,-142.50542401704902,-182.87236018654505,-67.68704555679854,0.8390837044810032,-0.1917762133380102,-1.4524447169118495,0.8021590500591623,-0.24663556426402736,-1.867929896428188,0.9168354959642726,-0.09070820709036788,-0.6869916444577026,-158.04621511554404,-203.25678960045573,-74.7542594622092,-0.14281987019516906,-0.18733290631383936,-0.06494769579072401,-15.540791098495,-20.384429413910706,-7.067213905410665,0.7369
12011050502,12011050502,Census Tract 505.02; Broward County; Florida,3474,2350,720,Fort Lauderdale city,Florida,60592,0.47410946696256945,0.2253623339442116,12011,3474,2350,720,0.010462,0.008241179256,0.003436880739,0.8583709364092187,0.7933571796685982,0.8923018750044209,-0.16499750583733797,-0.26046631407271165,-0.1206969614347672,-5.996832369687978,-9.466645059376935,-4.386729614983078,-172.62039060702298,-272.49985778287095,-126.27316105305349,0.8453615775580523,0.7752033341980591,0.8821917379472309,-0.1829257758421466,-0.28998413175620696,-0.13354042776108596,-6.648435127873507,-10.53946978886976,-4.853525244491537,-191.37694668605377,-303.38139864334374,-172.62039060702298,-0.651602758185529,-1.072824729492824,-0.466795629508459,-18.756556079030773,-30.881540860472775,-13.436834470594675,0.909410235617878,0.8804996148927435,0.938958934571098,-0.09961375057602326,-0.1357188385844021,-0.065009302517351,-0.8045473646315686,-1.096156236287927,-0.5250586662426135,-34.23605806942845,-46.64494622501816,-22.34292196777079,0.9008154408035228,0.8693648710083935,0.9330636242466382,-0.11010530537532214,-0.15026501915137216,-0.07173827594812372,-0.8892841877694709,-1.2136409326570203,-0.5794063623096575,-37.84188033061579,-51.64429500668171,-24.655589885517337,-0.08473682313790232,-0.11748469636909364,-0.05434769606704393,-3.605822261187333,-4.999348781663559,-2.31266791774655,0.8804996148927435,0.8522197253054301,0.938958934571098,-0.1357188385844021,-0.17340630626873413,-0.065009302517351,-0.8053079595769346,-1.0289321669386615,-0.3857423870541756,-111.8483277190187,-142.90724540814742,-53.57533153530216,0.8693648710083935,-0.15026501915137216,-0.8916198902875663,0.8387001878319447,-0.19232118283533273,-1.1411664065797875,0.9330636242466382,-0.07173827594812372,-0.42566975395551426,-123.8360958732731,-158.49533424719274,-59.1207991604881,-0.0863119307106317,-0.11223423964112622,-0.03992736690133869,-11.987768154254404,-15.588088839045309,-5.545467625185929,0.704
12011040206,12011040206,Census Tract 402.06; Broward County; Florida,2405,1771,895,Fort Lauderdale city,Florida,45378,0.4896420765431064,0.22608420090115347,12011,2405,1771,895,0.010462,0.008241179256,0.003436880739,0.8529454646385708,0.7857688546022323,0.8880902675214559,-0.17240789881419025,-0.27263888628700433,-0.12601166409679226,-4.337974106932711,-6.859897008144808,-3.1705933416224408,-180.37314373940583,-285.23480283346396,-131.83340297806407,0.8394858701720469,0.7670510907329194,0.8776125432972729,-0.19120527876789256,-0.3036941242655652,-0.13945499940429967,-4.810937051659609,-7.641281266999555,-3.508842580061519,-200.0389626469692,-317.7247928066343,-180.37314373940583,-0.4729629447268984,-0.7813842588547475,-0.33824923843907806,-19.66581890756334,-32.489989973170374,-14.064417398714264,0.905831861237504,0.8758593830067434,0.9365067585948008,-0.10395763583966672,-0.14173578476386642,-0.06779795321548848,-0.6327605834283976,-0.8627054389557904,-0.41266687228293575,-35.72899962893267,-48.71289886819822,-23.30134795499355,0.8969171979485471,0.8643264940962637,0.9303835167084584,-0.1149301209601362,-0.15697020377189289,-0.07482557680926377,-0.699546981853192,-0.9554330176646676,-0.45544201976869336,-39.50011190588322,-53.948786994052384,-25.716658372032377,-0.06678639842479439,-0.09272757870887728,-0.04277514748575761,-3.7711122769505585,-5.235888125854165,-2.415310417038826,0.8758593830067434,0.8465803052761594,0.9365067585948008,-0.14173578476386642,-0.18122284887526915,-0.06779795321548848,-1.0454226582598267,-1.3366735346633616,-0.5000679016466743,-116.80700092288566,-149.3489982864091,-55.87350856387422,0.8643264940962637,-0.15697020377189289,-1.15778953048584,0.8325972593271752,-0.2010608836355089,-1.4829960111519371,0.9303835167084584,-0.07482557680926377,-0.5519026373197716,-129.36195871350165,-165.69787834099856,-61.66509914187392,-0.11236687222601316,-0.14632247648857555,-0.05183473567309737,-12.554957790615996,-16.348880054589447,-5.791590577999707,0.327
12011042802,12011042802,Census Tract 428.02; Broward County; Florida,1512,978,308,Fort Lauderdale city,Florida,27910,0.5021784669003209,0.2448887380238911,12011,1512,978,308,0.010462,0.008241179256,0.003436880739,0.8485915772575929,0.7796972699669376,0.8847055743360362,-0.17842319768446926,-0.2825490591270176,-0.13031954246528987,-2.8223952031924755,-4.46951472395933,-2.0614654165470565,-186.66634941749177,-295.60282565868584,-136.3403053271863,0.8347733743846395,0.7605339663728733,0.8739340087314288,-0.1979299180896357,-0.3148656657232344,-0.1442511562761633,-3.1309631182172986,-4.980716387332275,-2.2818432626053657,-207.07428030537687,-329.4124594796478,-186.66634941749177,-0.30856791502482306,-0.5112016633729448,-0.22037784605830923,-20.40793088788512,-33.809633820961956,-14.575254368935797,0.9029540211527228,0.8721320848434777,0.934532275027059,-0.10747610240816804,-0.14661530905547507,-0.07005400104672185,-0.36125613025149694,-0.49281354643711806,-0.23547036745584216,-36.93825462694243,-50.38993317352946,-24.076724688736416,0.8937832264497657,0.8602813152999893,0.9282260133179616,-0.11883952440251362,-0.16241046064250425,-0.0773238259348937,-0.3994516524569993,-0.545905305546465,-0.2599062071249535,-40.843727245091955,-55.81853839943405,-26.575276802142483,-0.03819552220550237,-0.05309175910934694,-0.02443583966911133,-3.9054726181495263,-5.428605225904595,-2.4985521134060673,0.8721320848434777,0.8420559476345753,0.934532275027059,-0.14661530905547507,-0.18756954666623565,-0.07005400104672185,-0.3721511774288032,-0.4761046311692764,-0.1778168947096223,-120.82830436000104,-154.57942570431052,-57.73275802260464,0.8602813152999893,-0.16241046064250425,-0.41224374551495846,0.8277039780870723,-0.2081614036833862,-0.5283725961160923,0.9282260133179616,-0.0773238259348937,-0.19626976916907385,-133.84537192044104,-171.54954419353646,-63.72395102892008,-0.0400925680861553,-0.0522679649468159,-0.01845287445945154,-13.017067560440031,-16.970118489225943,-5.991193006315435,0.8898
12011030803,12011030803,Census Tract 308.03; Broward County; Florida,3015,2061,773,Fort Lauderdale city,Florida,88059,0.5031798771409847,0.27600132487564033,12011,3015,2061,773,0.010462,0.008241179256,0.003436880739,0.8482447476221768,0.779214298422153,0.8844357611574143,-0.17890503042102848,-0.2833440069373991,-0.13066436695340417,-5.6431888512183725,-8.937500176745894,-4.1215369803055415,-187.17044282648,-296.434500057907,-136.70106070665145,0.8343980818893119,0.7600157711832364,0.8736408322713273,-0.19846871859498863,-0.31576216957069503,-0.14463514417035542,-6.260284897831426,-9.960064011416565,-4.562216228105429,-207.6379733940771,-330.3503818048612,-187.17044282648,-0.6170960466130531,-1.0225638346706702,-0.44067924779988754,-20.467530567597116,-33.915881746954234,-14.61622712437438,0.9027245332359444,0.871835032286946,0.9343747324119936,-0.1077576416532716,-0.14700598503923296,-0.07023442020804811,-0.7632916861041562,-1.0413038413465665,-0.4974992789434461,-37.035016307819326,-50.524203849906186,-24.13873260278729,0.8935333567741072,0.8599590030521297,0.928053887306672,-0.11915239920115092,-0.16284613156074046,-0.07752363701866996,-0.8440054393751737,-1.1535061126754256,-0.5491317989614767,-40.95125858200746,-55.96827329817688,-26.643949488669417,-0.08071375327101749,-0.11220227132885909,-0.05163252001803059,-3.916242274188136,-5.444069448270697,-2.505216885882125,0.871835032286946,0.8416955853120784,0.9343747324119936,-0.14700598503923296,-0.18807799096299935,-0.07023442020804811,-0.9364915673213828,-1.1981379702914112,-0.4474235674349573,-121.1502674413173,-154.9984437634426,-57.88144468757533,0.8599590030521297,-0.16284613156074046,-1.037400136714445,0.827314344072764,-0.20873040237296775,-1.3297027438285272,0.928053887306672,-0.07752363701866996,-0.49385902428865497,-134.20441613382212,-172.01846621326354,-63.888618924793654,-0.10090856939306224,-0.13156477353711593,-0.04643545685369765,-13.054148692504818,-17.02002244982095,-6.007174237218325,0.9999
12011041300,12011041300,Census Tract 413; Broward County; Florida,4565,2868,1399,Fort Lauderdale city,Florida,84347,0.5646374460947461,0.24822184598242175,12011,4565,2868,1399,0.010462,0.008241179256,0.003436880739,0.8272285409141402,0.7501393455846256,0.8680335753790243,-0.20885577629482696,-0.3330856538669412,-0.15202917071883193,-9.97474928573793,-15.907847735600862,-7.260765725235816,-218.504913159648,-348.4742110755939,-159.05291840604198,0.8116860105950574,0.7288801781531229,0.8558352621391735,-0.2320034926644691,-0.37196761549182966,-0.1684491680098393,-11.08026176626716,-17.764812507302757,-8.044968868456957,-242.72205402556756,-389.15251932755217,-218.504913159648,-1.1055124805292298,-1.856964771701895,-0.7842031432211405,-24.2171408659196,-40.67830825195826,-17.178601165851926,0.888751683945826,0.8537969354370255,0.9247568390149694,-0.12517367681404598,-0.17123868509569998,-0.08136534687883784,-1.233833672764912,-1.687895259839116,-0.8020161053864837,-43.02069988720056,-58.85269385770977,-27.96429935099316,0.8783315443724106,0.8404077540923424,0.9175511988534254,-0.13852224300394964,-0.1898985880729058,-0.08985743929014844,-1.3654101420948137,-1.8718254375713348,-0.8857224391460322,-47.608442890335205,-65.26587997110651,-30.8829302352173,-0.13157646932990175,-0.18393017773221865,-0.0837063337595485,-4.5877430031346496,-6.413186113396745,-2.9186308842241457,0.8537969354370255,0.8198724134226049,0.9247568390149694,-0.17123868509569998,-0.2197019726830936,-0.08136534687883784,-1.9742809705101232,-2.533034072349687,-0.9380944259883168,-141.1208699435399,-181.06033397781897,-67.05464088551227,0.8404077540923424,-0.1898985880729058,-2.1894186383733985,0.8037498431014362,-0.24416820554675536,-2.8151152967868036,0.9175511988534254,-0.08985743929014844,-1.0360032392806755,-156.49883047701204,-201.22339505266643,-74.05312646752508,-0.2151376678632753,-0.2820812244371167,-0.097908813292359,-15.37796053347214,-20.163061074847512,-6.998485582012796,0.9108
12011050206,12011050206,Census Tract 502.06; Broward County; Florida,2541,1798,748,Fort Lauderdale city,Florida,98504,0.6404064264647907,0.2780723606907036,12011,2541,1798,748,0.010462,0.008241179256,0.003436880739,0.8020336761392953,0.7157826939952459,0.8482299481330822,-0.24683043835970092,-0.39707205607103135,-0.17892559936248092,-6.5617260571888645,-10.555740508413043,-4.75654775576743,-258.2340046119191,-415.416785061513,-187.1919620530275,0.7845341710778155,0.6922441802981852,0.8343820682092588,-0.27464173883741905,-0.4445769693134126,-0.19849171992177225,-7.301060056033095,-11.818608366763542,-5.276692369880638,-287.3301871717078,-465.1164252956923,-258.2340046119191,-0.7393339988442307,-1.2628678583504964,-0.5201446141132076,-29.096182559788694,-49.69964023417931,-20.47007532913056,0.8718223563740793,0.8320712250180609,0.9130354170227464,-0.14702266200079242,-0.20182019271041865,-0.09524776515332832,-0.9085282406982012,-1.2471502156557353,-0.5885846666599086,-50.52993552270307,-69.36319330677058,-32.73552094882695,0.859945249494668,0.8169144039683486,0.9047662391384328,-0.16286472957160095,-0.22411845738338224,-0.10525786301692032,-1.006424480524488,-1.3849426001647391,-0.6504421822120147,-55.9746652127079,-77.02684094353388,-36.17587220311539,-0.0978962398262868,-0.13779238450900388,-0.06185751555210606,-5.444729690004828,-7.663647636763286,-3.440351254288435,0.8320712250180609,0.7937445861900037,0.9130354170227464,-0.20182019271041865,-0.2598511125600593,-0.09524776515332832,-1.2441008164340543,-1.6018267396619046,-0.5871455219587529,-166.32363856070245,-214.1479598478482,-78.49539063619692,0.8169144039683486,-0.22411845738338224,-1.381556285642238,0.7756197403046676,-0.28929157941131645,-1.7833096148586534,0.9047662391384328,-0.10525786301692032,-0.6488517900849982,-184.700038187465,-238.41037631800177,-86.74489172259334,-0.13745546920818374,-0.18148287519674877,-0.06170626812624524,-18.37639962676253,-24.26241647015358,-8.249501086396423,0.8543
12011050402,12011050402,Census Tract 504.02; Broward County; Florida,3431,2571,1499,Fort Lauderdale city,Florida,69880,0.543313356508721,0.2765677420571601,12011,3431,2571,1499,0.010462,0.008241179256,0.003436880739,0.8344609311088985,0.7601025435528557,0.8736899320736253,-0.19837845334606607,-0.31561196378296613,-0.14457081773460403,-7.12081878502835,-11.32892994464915,-5.189387140223375,-207.5435378906543,-330.19323650973917,-151.24998951394272,0.8194955675713133,0.7395361438331359,0.861971812841388,-0.22026285384756408,-0.3521989538156142,-0.160130743375028,-7.906362010926483,-12.642224415483838,-5.747912569397322,-230.43899769532155,-368.4705454818956,-207.5435378906543,-0.7855432258981327,-1.3132944708346876,-0.5585254291739465,-22.895459804667233,-38.27730897215645,-16.278794205011557,0.8935752047357968,0.8600129814969402,0.9280827159551164,-0.1190999869962482,-0.16277314588833086,-0.07749016634888153,-1.0523937323502912,-1.4382993890101363,-0.6847201871391749,-40.93324513225559,-55.943188993004135,-26.632446018637687,0.88357662934705,0.8471406219192164,0.9211818090407826,-0.1317637506313235,-0.18044156321352792,-0.08556203583882098,-1.1642935386696538,-1.59442141826084,-0.7560450048306279,-45.28562966431948,-62.015613312362504,-29.40665129640715,-0.11189980631936258,-0.15612202925070373,-0.07132481769145294,-4.352384532063889,-6.072424319358372,-2.774205277769465,0.8600129814969402,0.8273795944525457,0.9280827159551164,-0.16277314588833086,-0.20863507718204297,-0.07749016634888153,-2.010822567319832,-2.5773792061497707,-0.9572769168361293,-134.1442673328774,-171.93990701466117,-63.861035145839175,0.8471406219192164,-0.18044156321352792,-2.229089850245633,0.8118490490699162,-0.23175607724814903,-2.8630051210277996,0.9211818090407826,-0.08556203583882098,-1.056992980209174,-148.7051267675539,-190.99433762693792,-70.513207485602,-0.218267282925801,-0.2856259148780289,-0.09971606337304471,-14.560859434676518,-19.05443061227678,-6.652172339762824,0.6681
12011041602,12011041602,Census Tract 416.02; Broward County; Florida,2080,1434,476,Fort Lauderdale city,Florida,35464,0.5747493429144329,0.2474673086117093,12011,2080,1434,476,0.010462,0.008241179256,0.003436880739,0.8238208804894535,0.7454605433693383,0.865364141856091,-0.213856098677511,-0.34145262132881277,-0.15558289468192313,-4.65371400907737,-7.430336834631442,-3.385633147857542,-223.736250436412,-357.2277324342039,-162.77082441622798,0.808008770593987,0.7238809166897364,0.8529405951914,-0.23761032849293892,-0.38144268890653926,-0.17241459210368557,-5.170628853921705,-8.300559095587644,-3.7519070421846177,-248.5879256693127,-399.06534113402137,-223.736250436412,-0.5169148448443348,-0.8702222609562025,-0.3662738943270756,-24.85167523290071,-41.83760869981743,-17.609321842647866,0.8864734768862459,0.850865006466117,0.9231838746319058,-0.12806533536966958,-0.17527456459078375,-0.08320782834158856,-0.6311683379236601,-0.8638384094628215,-0.4100886985927953,-44.01452844655928,-60.239777507867615,-28.59753825612241,0.8758552161195658,0.8372337539806795,0.9158345661847538,-0.14174121657966668,-0.1944095603473205,-0.09190025898003427,-0.6985697404034104,-0.958144986906025,-0.4529292298165464,-48.71476571850839,-66.8162473435164,-31.58502299975916,-0.06740140247975024,-0.09430657744320348,-0.04284053122375109,-4.70023727194911,-6.576469835648778,-2.9874847436367564,0.850865006466117,0.8163363502168598,0.9231838746319058,-0.17527456459078375,-0.22498526463307672,-0.08320782834158856,-0.6875672943655596,-0.8825724944006964,-0.32640777933998205,-144.44691058099994,-185.41438957997823,-68.57306288655086,0.8372337539806795,-0.1944095603473205,-0.7626300810895508,0.799937486246997,-0.2500976853724162,-0.9810835317724312,0.9158345661847538,-0.09190025898003427,-0.36050645777338824,-160.21640359024175,-206.10998566647712,-75.736650792728625,-0.07506278672399114,-0.09851103737173472,-0.03409867843340619,-15.769493009241836,-20.69559608649889,-7.163587906177772,0.9195
12011030904,12011030904,Census Tract 309.04; Broward County; Florida,2619,2169,854,Fort Lauderdale city,Florida,72931,0.4722802285391291,0.2190710717490531,12011,2619,2169,854,0.010462,0.008241179256,0.003436880739,0.859012148496536,0.7942556482982265,0.8927991787313441,-0.16412789010053516,-0.25904046404026426,-0.12007271492004158,-4.497100577941081,-7.097703015813032,-3.289989747209411,-171.7105986231799,-271.00813347892444,-125.62007434934748,0.8460562468534076,0.7761690894122082,0.8827325890003495,-0.181954513921656,-0.2883790576577826,-0.13284590651903996,-4.985549678454068,-7.901579835483975,-3.639974916011752,-190.3608124648365,-301.7021701215722,-171.7105986231799,-0.4884491005129865,-0.8038768196709434,-0.34998516880234076,-18.650213841656605,-30.694036642647703,-13.36331305087212,0.9098325815678094,0.8810476994835396,0.9392481437784316,-0.0991033078600191,-0.13501232746670694,-0.06468136948045931,-0.7387749561530174,-1.006462129853614,-0.4821733697258472,-34.06062499552869,-46.402126779788574,-22.230215293953304,0.9012756413033468,0.8699601584332961,0.9333797618436616,-0.1095384743272177,-0.14947792758796166,-0.0713752760449258,-0.8165648888578185,-1.114297310394731,-0.5320737275992818,-37.64706725946605,-51.37378102327021,-24.53083114796135,-0.07778993270480117,-0.10783518054111683,-0.04990035787343466,-3.586442263937352,-4.971654243481644,-2.300615854008053,0.8810476994835396,0.8528863341050565,0.9392481437784316,-0.13501232746670694,-0.17248918174930253,-0.06468136948045931,-0.9502123167291604,-1.213973183605318,-0.455225349391876,-111.26607924229044,-142.1514266516766,-53.30507604120328,0.8699601584332961,-0.14947792758796166,-1.052020734241884,0.8394218532036587,-0.1912961238541668,-1.346335823101782,0.9333797618436616,-0.0713752760449258,-0.5023368434601397,-123.18743960677796,-157.6505647660166,-58.82164443327163,-0.10180841751272364,-0.13236263949646387,-0.0471114940682637,-11.921360364487544,-15.499138114340033,-5.516568392068349,0.1518
