geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06111004717,06111004717,Census Tract 47.17; Ventura County; California,2579,1592,501,Oxnard city,California,48360,0.5521952173095643,0.25784678232396796,06111,2579,1592,501,0.01049299999999999,0.009493868073,0.003212018401,0.8314408604335932,0.7559367152417428,0.8713294942382631,-0.2027313638140226,-0.32286205953127656,-0.14767146827070704,-5.48620405709089,-8.737114512316484,-3.99620361201992,-212.7260200500539,-338.77915906616846,-154.9516716564529,0.8162336595547661,0.7350789445878302,0.8594105021189753,-0.22513938048753537,-0.36039810058865857,-0.16358829399266725,-6.092597412676271,-9.752894097980652,-4.426935947702983,-236.2387519455708,-378.1657269476794,-212.7260200500539,-0.6063933555853813,-1.015779585664168,-0.430732335683063,-23.51273189551692,-39.38656788151097,-16.70152523005285,0.8915629499515969,0.8574184078260503,0.9266959782932986,-0.1216257921600378,-0.1662917321024861,-0.07910255728281654,-0.6219375376671546,-0.8503383086881776,-0.4044935603372327,-39.06642824542429,-53.41321034473478,-25.407886955856327,0.8813881632191908,0.8443297334303067,0.919667853219061,-0.13457389346776588,-0.18437141368602855,-0.08734908641174854,-0.688148084803383,-0.942789362417628,-0.4466624616012,-43.22538221126778,-59.2204373377907,-28.056687286507536,-0.06621054713622831,-0.09245105372945028,-0.04216890126396727,-4.158953965843487,-5.807226993055922,-2.6488003306512105,0.8574184078260503,0.8242444036467833,0.9266959782932986,-0.1662917321024861,-0.21323238056043137,-0.07910255728281654,-0.7909546348720428,-1.014224445056165,-0.3762456107830728,-157.8751766211662,-202.44000899324652,-75.09892430799856,0.8443297334303067,-0.18437141368602855,-0.8769493368617985,0.8084657159710239,-0.23691083028663748,-1.1268492840709208,0.919667853219061,-0.08734908641174854,-0.415469632047799,-175.03978779676618,-224.92001678062292,-82.92807026902176,-0.0859947019897559,-0.11262483901475571,-0.03922402126472624,-17.16461117559998,-22.48000778737639,-7.829145961023201,0.6405
06111004505,06111004505,Census Tract 45.05; Ventura County; California,1315,798,190,Oxnard city,California,34563,0.42803658441125586,0.20709475608307024,06111,1315,798,190,0.01049299999999999,0.009493868073,0.003212018401,0.8746678396597167,0.8162994968143354,0.9049122114848138,-0.1432911496883695,-0.2250405689364851,-0.10507957270149176,-1.9771735542892803,-3.105176157153457,-1.44991894260913,-150.3554033680061,-236.13506898505375,-110.2599956356753,0.8630331430593942,0.7998977619510204,0.8959155897989322,-0.1587040521469055,-0.25015976736941087,-0.1161765811268305,-2.189845329218385,-3.4517782672945048,-1.6030387384794396,-166.5281619177479,-262.4926439007228,-150.3554033680061,-0.2126717749291045,-0.3466021101410477,-0.15311979587030944,-16.172758549741786,-26.357574915669023,-11.644090940707942,0.9201077895696776,0.8944085977481044,0.9462704218989316,-0.0868291860323092,-0.11805723079781222,-0.05678036305229347,-0.2225597607371442,-0.30260319415955406,-0.14553889760966288,-27.889694327962932,-37.92019976936768,-18.23795709394272,0.912478369422476,0.8844831462302779,0.9410588685498316,-0.09591638937470698,-0.13060379303106237,-0.06263277826709863,-0.2458519956879737,-0.334762425592022,-0.16053975376713964,-30.80852076290397,-41.950178645616795,-20.117763629967374,-0.02329223495082949,-0.03215923143246796,-0.01500085615747676,-2.9188264349410393,-4.0299788762491175,-1.8798065360246567,0.8944085977481044,0.8691693364534047,0.9462704218989316,-0.11805723079781222,-0.15052379100307692,-0.05678036305229347,-0.21295575710904693,-0.27152007258989697,-0.1024224024315484,-112.08197742581416,-142.90530136310366,-53.90652759555178,0.8844831462302779,-0.13060379303106237,-0.2355876843653575,0.8570671231729019,-0.1667697581234408,-0.30082511561611275,0.9410588685498316,-0.06263277826709863,-0.11297919344352624,-123.99351808703028,-158.3290082190067,-59.4627333913296,-0.0226319272563106,-0.02930504302621578,-0.01055679101197784,-11.91154066121611,-15.423706855903044,-5.556205795777813,0.889
06111003013,06111003013,Census Tract 30.13; Ventura County; California,2861,1657,858,Oxnard city,California,55153,0.4765058916628208,0.23286245694240937,06111,2861,1657,858,0.01049299999999999,0.009493868073,0.003212018401,0.857531629881587,0.7921816634008854,0.8916507929891768,-0.16613774367493106,-0.26233671669063574,-0.12151529260417351,-4.987533648274188,-7.875472320319878,-3.6479465607106905,-174.32833443810514,-275.26991682348404,-127.50599652955928,0.8444523773064756,0.7739399483313077,0.8814836882905829,-0.18419940173496815,-0.29208991234539633,-0.13445094138866015,-5.529753166400764,-8.768677327137336,-4.036280855782854,-193.28043224050205,-306.48994502402434,-174.32833443810514,-0.5422195181265757,-0.8932050068174577,-0.3883342950721635,-18.952097802396914,-31.22002820054029,-13.573376269561816,0.9088572308196,0.8797821033036151,0.9385801859097423,-0.10028282340693728,-0.13664508091828895,-0.06543906957797627,-0.5337367241626828,-0.7272680942210789,-0.348287308256887,-32.21102740873161,-43.890651431567825,-21.01914956287791,0.9002129029147736,0.8685856209877065,0.9326496248660454,-0.11084833016959496,-0.15129697733524122,-0.07221401621603396,-0.5899696739045972,-0.8052500948336988,-0.3843457049206944,-35.60468762248625,-48.59686752164748,-23.195274889601347,-0.05623294974191439,-0.07798200061261995,-0.03605839666380739,-3.3936602137546408,-4.706216090079659,-2.1761253267234393,0.8797821033036151,0.8513472115080287,0.9385801859097423,-0.13664508091828895,-0.17460888634221997,-0.06543906957797627,-1.1130751383717497,-1.4223183814609666,-0.5330495685313437,-129.7290371062645,-165.77137313064878,-62.12698933931745,0.8685856209877065,-0.15129697733524122,-1.2324256596060992,0.8377556966501629,-0.19366541343566468,-1.5775478737257114,0.9326496248660454,-0.07221401621603396,-0.5882365142738448,-143.63935426644514,-183.8633885461202,-68.55903429765091,-0.11935052123434951,-0.1552294922647448,-0.05518694574250116,-13.910317160180597,-18.092015415471423,-6.432044958333468,0.6939
06111003614,06111003614,Census Tract 36.14; Ventura County; California,2468,1956,768,Oxnard city,California,51537,0.4805484216759362,0.21730273534823097,06111,2468,1956,768,0.01049299999999999,0.009493868073,0.003212018401,0.8561176627153775,0.7902026303826684,0.8905535588758181,-0.16806374117812967,-0.26549819192038615,-0.12289709027982616,-4.352300319697458,-6.875533398661269,-3.18263202737974,-176.34928361821144,-278.58725278206117,-128.95591683062156,0.8429208624975195,0.7718134065898801,0.8802905666179021,-0.18635099033741465,-0.29564994785245013,-0.13598854505737182,-4.825880163894693,-7.6563651001492925,-3.5216578185123213,-195.53809416104912,-310.2254902815759,-176.34928361821144,-0.4735798441972347,-0.7808317014880233,-0.33902579113258113,-19.18881054283771,-31.638237499514723,-13.736863498078652,0.9079251287403548,0.8785730574742356,0.93794162080501,-0.10141240543412287,-0.1382092718331796,-0.06616443690997206,-0.6371445301450109,-0.8683284967640206,-0.4156918365840158,-32.57385123440751,-44.39307243169839,-21.252138884663385,0.8991973946762236,0.8672726863504613,0.931951665356761,-0.1121028663123214,-0.15303988669130547,-0.07301702134647657,-0.7043095741464378,-0.9615049192647216,-0.45874462359153706,-36.00764694000193,-49.156693213942816,-23.453201615109258,-0.06716504400142687,-0.09317642250070102,-0.04305278700752124,-3.4337957055944206,-4.763620782244428,-2.2010627304458716,0.8785730574742356,0.8498773915128044,0.93794162080501,-0.1382092718331796,-0.17664031304559516,-0.06616443690997206,-1.0077239756156944,-1.2879358682329354,-0.4824241421933618,-131.2140593249602,-167.6999828428301,-62.81564351476066,0.8672726863504613,-0.15303988669130547,-1.115858299510366,0.8361648438475972,-0.19593643210173536,-1.4286294812683755,0.931951665356761,-0.07301702134647657,-0.5323883272295987,-145.29404941541225,-186.01946370681975,-69.32139677468733,-0.1081343238946717,-0.14069361303544017,-0.0499641850362369,-14.079990090452045,-18.319480863989604,-6.50575325992668,0.4882
06111003901,06111003901,Census Tract 39.01; Ventura County; California,2004,1133,500,Oxnard city,California,39126,0.34366903026093965,0.19222861371602423,06111,2004,1133,500,0.01049299999999999,0.009493868073,0.003212018401,0.9053166036440105,0.860044457580298,0.9284677283949954,-0.10458594924126806,-0.16273059047838237,-0.0770433580159642,-2.1992304122388058,-3.421894300122891,-1.6200655751456703,-109.74203653886256,-170.7532085889666,-80.84159556615123,0.8963560085074448,0.847174727438575,0.9216021823394378,-0.11562815500633128,-0.1803940410539521,-0.0850668750171072,-2.4314256058847934,-3.793320844249355,-1.7887838659872295,-121.32862304814338,-189.28746727791193,-109.74203653886256,-0.2321951936459876,-0.3714265441264639,-0.1687182908415592,-11.58658650928082,-18.534258688945307,-8.419076389299361,0.9400241496610734,0.9204504291804688,0.9598069413487174,-0.06380245694810177,-0.0864246115788754,-0.04187619084605024,-0.23219097629057284,-0.31451790256847867,-0.1523965392709542,-20.493466574631316,-27.759744269062544,-13.450709556130116,0.9342280700515554,0.9128521547152824,0.9558775792995688,-0.07040243389905314,-0.0954676448256826,-0.04615907063408948,-0.2562097236090845,-0.34742746152029486,-0.1679828675549715,-22.61339131589448,-30.66438318802249,-14.826378424975417,-0.02401874731851167,-0.03290955895181619,-0.01558632828401726,-2.1199247412631657,-2.9046389189599457,-1.3756688688453014,0.9204504291804688,0.9010857136731176,0.9598069413487174,-0.0864246115788754,-0.10977233888624816,-0.04187619084605024,-0.4102519302950556,-0.5210820517253439,-0.1987835156460856,-82.05038605901113,-104.21641034506878,-39.75670312921712,0.9128521547152824,-0.0954676448256826,-0.4531786126075258,0.8917491716883105,-0.12139156586682652,-0.5762377557572704,0.9558775792995688,-0.04615907063408948,-0.21911406348616705,-90.63572252150516,-115.24755115145408,-43.8228126972334,-0.04292668231247015,-0.05515570403192649,-0.02033054784008139,-8.585336462494032,-11.0311408063853,-4.066109568016279,0.8131
06111003615,06111003615,Census Tract 36.15; Ventura County; California,1317,1092,763,Oxnard city,California,39185,0.4112933020583864,0.2576824270653622,06111,1317,1092,763,0.01049299999999999,0.009493868073,0.003212018401,0.8806666207485143,0.824800296007077,0.9095389349494668,-0.13550346571561825,-0.21241469582525427,-0.09945815574740516,-1.8725604691979945,-2.935418370138715,-1.3744402020151567,-142.18378657539822,-222.88674032943925,-104.3614428257522,0.8695462560294679,0.8090655120649454,0.9009556730958134,-0.15002507694784575,-0.23599385351099716,-0.1099325192812828,-2.0732386953889024,-3.261265375941306,-1.519188374985965,-157.42131324137452,-247.6283504890893,-142.18378657539822,-0.20067822619090792,-0.32584700580259085,-0.14474817297080822,-15.237526665976304,-24.74161015965003,-10.990749656097814,0.9240264699365422,0.8995174924479978,0.9489415605864092,-0.08222007976532886,-0.11170711897835736,-0.0538056731144105,-0.28838891077861306,-0.39181541127584874,-0.18872469483687185,-26.40924091379241,-35.880532168118016,-17.282481212167752,0.9167540844366052,0.8900421508998074,0.9439813508495724,-0.09080506645853002,-0.12354229402397213,-0.05934296170153309,-0.3185009584507584,-0.4333275729037719,-0.2081468679710375,-29.16675443688263,-39.68201217067509,-19.06106849551626,-0.03011204767214531,-0.04151216162792315,-0.01942217313416569,-2.75751352309023,-3.801480002557065,-1.7785872833485068,0.8995174924479978,0.8754121354894157,0.9489415605864092,-0.11170711897835736,-0.14231909686850658,-0.0538056731144105,-0.8091864122517202,-1.030934110942777,-0.3897586831030355,-106.05326503954392,-135.11587299381088,-51.08239621271763,0.8900421508998074,-0.12354229402397213,-0.8949183058062175,0.8638410122754466,-0.1576204252746654,-1.1417742001770528,0.9439813508495724,-0.05934296170153309,-0.4298698123345059,-117.28942408993676,-149.6427523167828,-56.33942494554468,-0.08573189355449728,-0.1108400892342758,-0.04011112923147036,-11.236159050392828,-14.526879322971926,-5.257028732827047,0.261
06111004503,06111004503,Census Tract 45.03; Ventura County; California,2885,1819,488,Oxnard city,California,36720,0.4481637911698608,0.2543047653581522,06111,2885,1819,488,0.01049299999999999,0.009493868073,0.003212018401,0.8675107253229571,0.806196514734408,0.8993815383014446,-0.15272350048204847,-0.24039236305733508,-0.11187516911741544,-4.623292387260218,-7.277230934142379,-3.3867192414489806,-160.25276905581345,-252.24370655606165,-117.390614954904,0.8552682264237644,0.7890145426751461,0.8898941777827636,-0.16922384008280056,-0.2674037624319442,-0.12372911854707616,-5.122795700257763,-8.094928254487355,-3.7455656140382456,-177.56657539888258,-280.58676791983896,-160.25276905581345,-0.499503312997545,-0.8176973203449762,-0.358846372589265,-17.31380634306915,-28.34306136377734,-12.43834913654298,0.9154191086984784,0.8883055537392145,0.94306937898568,-0.09239581138062183,-0.12573876836705714,-0.06036737305112347,-0.5398374472740565,-0.7346490574018829,-0.35270612465657675,-29.67770463298826,-40.38752377140642,-19.39011130602401,0.9073648914145702,0.8778465670222314,0.9375577068368256,-0.10209245416252864,-0.139151233901989,-0.06660101315133446,-0.5964916484580164,-0.8130135530195646,-0.389127173496772,-32.792284137329105,-44.695632381504375,-21.39236797673293,-0.05665420118395992,-0.07836449561768166,-0.03642104884019526,-3.114579504340842,-4.308108610097947,-2.00225667070892,0.8883055537392145,0.8617237241684882,0.94306937898568,-0.12573876836705714,-0.16046474287909404,-0.06036737305112347,-0.5825486719267128,-0.7434343764398486,-0.2796824993225395,-119.3747278538346,-152.34310992619848,-57.31198756609416,0.8778465670222314,-0.139151233901989,-0.6446887269479964,0.8489944567653406,-0.17786399196290265,-0.8240452300208697,0.9375577068368256,-0.06660101315133446,-0.30856300140481074,-132.10834568606484,-168.86172746329297,-63.23012323869073,-0.06214005502128361,-0.08061085358102116,-0.02888050208227122,-12.733617832230248,-16.5186175370945,-5.918135672596562,0.9713
06111005002,06111005002,Census Tract 50.02; Ventura County; California,1861,1181,319,Oxnard city,California,179380,0.6802153136842439,0.28453133168023587,06111,1861,1181,319,0.01049299999999999,0.009493868073,0.003212018401,0.7891053342529766,0.6983669711266555,0.8380068651310372,-0.26725793958378363,-0.4319119336166895,-0.19330764652343552,-5.218872199257965,-8.434148622077695,-3.77480984817993,-280.4337560052641,-453.20519194399225,-202.83771349704085,0.7706345520715747,0.6737395786537212,0.8233269551180192,-0.2976319285345544,-0.48425301360240447,-0.2145843079517003,-5.811999448396439,-9.456237648289584,-4.1902892797505125,-312.3051826113078,-508.12668717300295,-280.4337560052641,-0.5931272491384743,-1.022089026211891,-0.4154794315705823,-31.87142660604375,-54.92149522901078,-22.325600836678255,0.8630573333139205,0.8208790071161118,0.9069366580917722,-0.1586715753404869,-0.21820632679250845,-0.10261283528227486,-0.6019037592766854,-0.8277425122460168,-0.3892508861395351,-50.96560197093017,-70.08827368721565,-32.95943151054489,0.8504398687260324,0.8048353889408759,0.8981205878071613,-0.17586208828380803,-0.242490096410834,-0.1134362284708182,-0.6671141433185419,-0.91986041169533,-0.4303082780153919,-56.487226360587805,-77.88826517318628,-36.43592531883082,-0.06521038404185653,-0.09211789944931326,-0.04105739187585683,-5.521624389657623,-7.799991485970639,-3.47649380828593,0.8208790071161118,0.7803524330457299,0.9069366580917722,-0.21820632679250845,-0.28147226516226986,-0.10261283528227486,-0.6608474432845781,-0.8524511159792414,-0.31076747792448073,-207.16220792620007,-267.2260551659064,-97.41927207663971,0.8048353889408759,-0.242490096410834,-0.7343919060023892,0.7612369625171818,-0.3136513979737671,-0.9499070328547136,0.8981205878071613,-0.1134362284708182,-0.34354659950840244,-230.21689843335088,-297.7764993274964,-107.69485878006348,-0.07354446271781112,-0.09745591687547228,-0.03277912158392171,-23.054690507150823,-30.55044416159006,-10.275586703423734,0.9514
06111004710,06111004710,Census Tract 47.10; Ventura County; California,3588,1977,705,Oxnard city,California,71273,0.48077083597342807,0.23784728008684453,06111,3588,1977,705,0.01049299999999999,0.009493868073,0.003212018401,0.8560399359377303,0.7900938903811291,0.8904932298053703,-0.16816979911640662,-0.26567236144253115,-0.12297316423007952,-6.331405259236894,-10.002267917955926,-4.629802395211212,-176.46057021284545,-278.7700088616479,-129.0357412266224,0.8428366813730425,0.7716965769928377,0.8802249696368876,-0.18646948109914607,-0.2958461004152948,-0.1360732023002282,-7.020367863441942,-11.138275516387784,-5.123004208909824,-195.66242651733396,-310.43131316576876,-176.46057021284545,-0.6889626042050478,-1.136007598431858,-0.4932018136986125,-19.201856304488512,-31.661304304120904,-13.745869947007035,0.90787387355219,0.878506585722029,0.9379065004655768,-0.10147458708923192,-0.13829539385651585,-0.06620435992670913,-0.6443799023867968,-0.8781979306350072,-0.4204083033088801,-32.593824096449005,-44.42073498406713,-21.264962231101677,0.8991415561052675,0.8672005081654184,0.9319132797723068,-0.11217193022599488,-0.15313585564602797,-0.07306121900562322,-0.7123097469320511,-0.9724372430935212,-0.46395045815465774,-36.029830396158374,-49.18751861879217,-23.467397984555273,-0.0679298445452543,-0.09423931245851393,-0.04354215484577761,-3.436006299709373,-4.766783634725034,-2.202435753453597,0.878506585722029,0.8497965977786355,0.9379065004655768,-0.13829539385651585,-0.17675218118546904,-0.06620435992670913,-0.925635548186022,-1.183033632301834,-0.443117498596117,-131.29582243773362,-167.80618897898356,-62.85354590015844,0.8672005081654184,-0.15313585564602797,-1.0249653855783,0.8360774050998061,-0.1960615056695926,-1.3122743586597017,0.9319132797723068,-0.07306121900562322,-0.48901167001682266,-145.38516107493615,-186.13820690208536,-69.3633574491947,-0.09932983739227796,-0.12924072635786765,-0.04589417142070567,-14.089338637202548,-18.332017923101795,-6.509811549036267,0.9213
06111003801,06111003801,Census Tract 38.01; Ventura County; California,3155,2028,717,Oxnard city,California,45063,0.391480028433296,0.1945496288728027,06111,3155,2028,717,0.01049299999999999,0.009493868073,0.003212018401,0.8878184889360503,0.8349742070651639,0.9150445680540928,-0.1263563582668643,-0.1976417852652986,-0.0928429443896606,-4.183079678313223,-6.543013322548594,-3.0736042038416356,-132.58572672942068,-207.3855252788778,-97.42010154807086,0.8773171184741838,0.8200500624773576,0.9069565299523832,-0.13983869565794446,-0.21943774625053583,-0.10258867649643764,-4.629418052814948,-7.264577656288681,-3.3962407097153138,-146.7327433538811,-230.2560271406872,-132.58572672942068,-0.44633837450172553,-0.721564333740087,-0.3226365058736782,-14.1470166244604,-22.870501861809412,-10.226196699641148,0.9286852319325164,0.9056008487024432,0.9521122125025226,-0.0767911081336822,-0.10423924782404208,-0.05029636934454348,-0.500215229383176,-0.679011678933727,-0.3276292078638006,-24.665445235856804,-33.48183821172224,-16.1552863838166,0.9218396698514902,0.8966655882067783,0.9474514163622824,-0.08478733635004176,-0.1152429770388288,-0.05546309048697907,-0.5523024466230078,-0.7506896774288498,-0.36128509152318383,-27.233848452811035,-37.01625628347386,-17.814846722050483,-0.05208721723983178,-0.0716779984951228,-0.03365588365938321,-2.5684032169542297,-3.534418071751617,-1.659560338233886,0.9056008487024432,0.8828575431135047,0.9521122125025226,-0.10423924782404208,-0.13268557062261496,-0.05029636934454348,-0.7095673391459391,-0.9032044000228728,-0.34237258719241975,-98.9633666870208,-125.96993026818308,-47.75070951079773,0.8966655882067783,-0.1152429770388288,-0.7844708617883751,0.8719261346396743,-0.14688614123632454,-0.9998691526478424,0.9474514163622824,-0.05546309048697907,-0.37754299229104055,-109.41016203464088,-139.45176466497102,-52.655926400424065,-0.07490352264243605,-0.09666475262496954,-0.03517040509862079,-10.44679534762009,-13.481834396787942,-4.905216889626331,0.9569
06111004716,06111004716,Census Tract 47.16; Ventura County; California,2770,1718,619,Oxnard city,California,112017,0.5928999626049768,0.29137995537020817,06111,2770,1718,619,0.01049299999999999,0.009493868073,0.003212018401,0.8177393830887679,0.7371352850835117,0.8605931464461891,-0.2228835013703225,-0.3566030825490979,-0.16198926766903746,-6.478244926264258,-10.364886122169883,-4.708316878253851,-233.87165798787936,-374.1836145187684,-169.97533856512098,0.8014499491983377,0.7149932149118411,0.847769272496468,-0.2477385531064853,-0.3986146709424373,-0.17956622449319332,-7.200672166557389,-11.585978565891214,-5.219201850291604,-259.95206377463495,-418.2663742198994,-233.87165798787936,-0.7224272402931309,-1.2210924437213304,-0.5108849720377533,-26.08040578675563,-44.08275970113107,-18.44350079558676,0.8823987873990413,0.8456274948395314,0.9203671485741102,-0.13327444946700348,-0.18255379124086168,-0.0865229181085635,-0.7354414126342527,-1.0073770227440155,-0.47745488631528016,-42.80799840711599,-58.63661366379602,-27.79132050729221,0.8714277645726253,0.8315665372975145,0.9127613026844908,-0.1475420461160432,-0.2025495918220481,-0.0955766825992015,-0.814173543784893,-1.1177188015695323,-0.5274158006036651,-47.39077670459214,-65.05930160474577,-30.699406321517177,-0.07873213115064037,-0.11034177882551656,-0.04996091428838495,-4.582778297476157,-6.42268794094974,-2.908085814224968,0.8456274948395314,0.8100274113522935,0.9203671485741102,-0.18255379124086168,-0.23452612341915485,-0.0865229181085635,-1.0728146567551018,-1.3782406866810009,-0.5084696081146707,-173.31416102667234,-222.65600754135716,-82.14371698136844,0.8315665372975145,-0.2025495918220481,-1.1903240647560864,0.7931396973211258,-0.26081193940683667,-1.53271465550231,0.9127613026844908,-0.0955766825992015,-0.5616759051646727,-192.2979102998524,-247.61141445917772,-90.73924154518136,-0.11750940800098464,-0.15447396882130904,-0.05320629705000201,-18.983749273180074,-24.955406917820525,-8.595524563812926,0.898
