geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
51087200501,51087200501,Census Tract 2005.01; Henrico County; Virginia,1800,1069,416,Richmond city,Virginia,95789,0.6431601948800522,0.2464186719879325,51087,1800,1069,416,0.012606,0.00741752448699999,0.003469242894,0.8011325820171504,0.7145641065254964,0.8475187714808661,-0.24823284241183471,-0.3994545637933172,-0.17991486873229262,-5.63260178059846,-9.0639436161214,-4.082412303430705,-312.9223211443589,-503.5524231178556,-226.8006835239281,0.7835646490145738,0.6909479250615144,0.8336125775991383,-0.2762188815659557,-0.4472870729164879,-0.19959802295698192,-6.267627397836788,-10.149301514133445,-4.5290388193122855,-348.2015221020437,-563.8500841185247,-312.9223211443589,-0.6350256172383277,-1.0853578980120435,-0.4466265158815803,-35.27920095768487,-60.29766100066909,-24.812584215643348,0.8712131828826638,0.8312921173348594,0.9126122199096725,-0.14782468820226907,-0.20294656853720897,-0.09575565413640531,-0.5482256917916283,-0.7526518356717945,-0.3551213966374861,-51.28397491034877,-70.40709407593961,-33.219962267304595,0.8592843106065945,0.8160730361744467,0.9043049490984362,-0.16375917453219888,-0.2253805182533153,-0.10582166004617004,-0.6073206569006832,-0.8358508449326996,-0.3924523940545649,-56.81203525731367,-78.18997613963514,-36.71210421464592,-0.05909496510905487,-0.08319900926090507,-0.03733099741707879,-5.528060346964909,-7.782882063695516,-3.492141947341328,0.8312921173348594,0.7928108332921341,0.9126122199096725,-0.20294656853720897,-0.26133493389276263,-0.09575565413640531,-0.6262302349377863,-0.8063986409265667,-0.29547228227940353,-150.5361141677371,-193.8458271458093,-71.02699093254893,0.8160730361744467,-0.2253805182533153,-0.6954544534232739,0.7746161252422128,-0.29096202288238254,-0.8978186586791247,0.9043049490984362,-0.10582166004617004,-0.32653285793334164,-167.17655130367163,-215.82179295171264,-78.49347546474559,-0.06922421848548765,-0.09142001775255804,-0.0310605756539381,-16.640437135934533,-21.975965805903375,-7.46648453219666,0.5415
51760030100,51760030100,Census Tract 301; Richmond city; Virginia,1250,731,355,Richmond city,Virginia,39849,0.5850435522634991,0.2459521155329744,51760,1250,731,355,0.010877,0.00741752448699999,0.003469242894,0.8203662005920531,0.7407273603273282,0.8626550121655822,-0.21896782105150883,-0.35002438624394666,-0.15921195135658145,-2.977141236971577,-4.75901906146926,-2.1646854936319206,-238.17129895772615,-380.7215249175408,-173.17483949055364,0.8042823438090453,0.7188267414991447,0.8500037955348269,-0.24334446441288843,-0.39115581303285424,-0.17646533492335142,-3.3085721742737344,-5.318252222947945,-2.3992668099516172,-264.6857739418988,-425.4601778358356,-238.17129895772615,-0.33143093730215734,-0.5592331614786845,-0.2345813163196966,-26.514474984172587,-44.73865291829476,-18.766505305575727,0.8841601935731209,0.8478905581778666,0.9215852987711974,-0.13101676287725683,-0.1793974945882397,-0.08508675359009892,-0.3322606797065754,-0.4549550162935091,-0.21578141575943113,-45.45289736068063,-62.23734833016541,-29.518661526597967,0.8733414123601057,0.8340148414328438,0.9140902824357832,-0.14502757552468964,-0.19901943025617205,-0.09398384296930996,-0.36779233253666993,-0.5047165699986161,-0.23834458172099815,-50.313588582307794,-69.04467441841534,-32.605277937209046,-0.03553165283009452,-0.04976155370510699,-0.02256316596156701,-4.860691221627157,-6.807326088249931,-3.0866164106110827,0.8478905581778666,0.8127521988895638,0.9215852987711974,-0.1793974945882397,-0.23038732022659128,-0.08508675359009892,-0.4723932847002249,-0.6066607741926431,-0.2240522427872323,-133.0685309014718,-170.8903589275051,-63.11330782738938,0.8340148414328438,-0.19901943025617205,-0.5240621815464503,0.7960749687391456,-0.25616309929181513,-0.674534101890312,0.9140902824357832,-0.09398384296930996,-0.24748024709556288,-147.62314973139448,-190.00960616628507,-69.71274566072194,-0.0516688968462255,-0.06787332769766896,-0.02342800430833058,-14.554618829922674,-19.119247238779987,-6.599437833332559,0.8396
51760070700,51760070700,Census Tract 707; Richmond city; Virginia,4637,2875,1028,Richmond city,Virginia,125069,0.751139286665304,0.1994287800836533,51760,4637,2875,1028,0.010877,0.00741752448699999,0.003469242894,0.7665862642716069,0.6683822340769963,0.8200976451681877,-0.3044846308982298,-0.4961498810346926,-0.21936699354247924,-15.357184454508571,-25.02413740113855,-11.064136055487293,-331.1879330280046,-539.6622256014351,-238.60547887615468,0.7464782127367694,0.6419887051762458,0.803992729323673,-0.339623826841186,-0.5576598029485097,-0.24379234230290897,-17.129487746425678,-28.12649174272315,-12.296068797619672,-369.408836455158,-606.566567667094,-331.1879330280046,-1.7723032919171064,-3.1023543415846007,-1.2319327421323791,-38.22090342715347,-66.90434206565885,-26.56745184671941,0.8476592470261248,0.8013105507304663,0.8961718057239404,-0.17971933121515282,-0.2479556135738017,-0.11585746573692496,-1.792533786606229,-2.4731274699526744,-1.155570857958442,-62.34900127326014,-86.02182504183216,-40.193768972467545,0.8337645665241262,0.7837561238075861,0.8864013405636605,-0.1993793453815041,-0.2759070961281603,-0.12815713857574088,-1.98862420937857,-2.751917606359536,-1.2782486966678794,-69.16953771751548,-95.71887326467952,-44.46082423192624,-0.196090422772341,-0.2787901364068617,-0.12267783870943738,-6.82053644425534,-9.697048222847362,-4.267055259458691,0.8013105507304663,0.7570502409003358,0.8961718057239404,-0.2479556135738017,-0.32091629587321946,-0.11585746573692496,-1.8907149067632212,-2.4470558084386167,-0.8834381056003557,-183.9216835372783,-238.04044829169425,-85.93755891054045,0.7837561238075861,-0.2759070961281603,-2.103850975634387,0.7362701137161791,-0.3581971906379521,-2.7313306528481016,0.8864013405636605,-0.12815713857574088,-0.9772257575493536,-204.6547641667692,-265.6936432731616,-95.06087135694102,-0.21313606887116587,-0.2842748444094849,-0.09378765194899796,-20.733080629490843,-27.653194981467408,-9.12331244640058,0.92490000000000006
51760020700,51760020700,Census Tract 207; Richmond city; Virginia,1154,725,363,Richmond city,Virginia,35929,0.5861839559018892,0.1950420357779629,51760,1154,725,363,0.010877,0.00741752448699999,0.003469242894,0.8199843798762868,0.740204865723075,0.8623554141600581,-0.2195354259685686,-0.35097733925747987,-0.1596146827396091,-2.7556213998121795,-4.405487919045565,-2.0034927553991726,-238.7886828260121,-381.7580519103609,-173.61289041587284,0.803870585055717,0.7182690102053416,0.8496790764788749,-0.2439813305654033,-0.39223603662660594,-0.17691494080808107,-3.0624678121741153,-4.923369481427282,-2.2206465980896004,-265.3784932559892,-426.6351370387593,-238.7886828260121,-0.3068464123619359,-0.5178815623817172,-0.2171538426904278,-26.58981042997711,-44.87708512839837,-18.81749070107693,0.8839042972470122,0.8475616860042889,0.9214083772078502,-0.13134419994854277,-0.1798551261966078,-0.08529510338326479,-0.330357075946208,-0.4523718109176148,-0.21453433769640545,-45.566493233959726,-62.39611185070549,-29.590943130538676,0.873063374750254,0.8336590091309078,0.9138972533124218,-0.14539222342943564,-0.19953121005973792,-0.09421490914377816,-0.36569068003218674,-0.5018611186574512,-0.23696944294053332,-50.440093797543,-69.22222326309672,-32.6854404055908,-0.03533360408597874,-0.0494893077398364,-0.02243510524412789,-4.873600563583275,-6.826111412391227,-3.0944972750521234,0.8475616860042889,0.8123561121998087,0.9214083772078502,-0.1798551261966078,-0.23098722959326737,-0.08529510338326479,-0.4842709683713203,-0.6219472957043236,-0.2296623020218624,-133.40798026758134,-171.33534316923516,-63.26785179665631,0.8336590091309078,-0.19953121005973792,-0.5372500320636013,0.7956482240109026,-0.25683684048077154,-0.6915489598950303,0.9138972533124218,-0.09421490914377816,-0.25367942660804704,-148.00276365388467,-190.50935534298355,-69.88413956144547,-0.05297906369228106,-0.06960166419070668,-0.02401712458618463,-14.594783386303323,-19.1740121737484,-6.6162877647891545,0.6619
51760030502,51760030502,Census Tract 305.02; Richmond city; Virginia,1935,898,279,Richmond city,Virginia,73123,0.47994010226372,0.2571925364748095,51760,1935,898,279,0.010877,0.00741752448699999,0.003469242894,0.8563302872018198,0.790500118709409,0.8907185841846004,-0.16777371412103298,-0.2650219479190288,-0.1226890487700335,-3.531132522236811,-5.57791561274206,-2.5822357960176516,-182.4874688494476,-288.2643727515276,-133.44887834716545,0.8431511469941834,0.7721330344558364,0.8804700041415968,-0.18602696985585515,-0.2951136078574254,-0.13575703351182014,-3.9153087044213346,-6.211254629007194,-2.8572776055381115,-202.34153511221368,-320.9950712665217,-182.4874688494476,-0.38417618218452354,-0.6333390162651344,-0.27504180952045987,-19.854066262766075,-32.730698514994025,-14.214047003641337,0.9080653302192364,0.8787548882818921,0.938037684226031,-0.10124235197765724,-0.13797375506514875,-0.06605525216728768,-0.31540841053296015,-0.42984069344780096,-0.20578721934508132,-35.123431017033425,-47.86644693182639,-22.91617141927409,0.8993501349752497,0.8674701296658207,0.932056660821115,-0.11191399334978712,-0.15277744535738003,-0.07289614680617038,-0.34865462989878526,-0.4759598158692685,-0.22709920649794407,-38.825682616791234,-53.0022066669564,-25.289443930728737,-0.03324621936582511,-0.04611912242146748,-0.02131198715286275,-3.702251599757808,-5.1357597351300095,-2.37327251145465,0.8787548882818921,0.8500984075375677,0.938037684226031,-0.13797375506514875,-0.1763343997980702,-0.06605525216728768,-0.2855352141857836,-0.3649221592243347,-0.1367006396743827,-102.3423706759081,-130.79647284026333,-48.99664504458162,0.8674701296658207,-0.15277744535738003,-0.3161712933179081,0.8364040419459788,-0.19559441352459103,-0.4047805521630971,0.932056660821115,-0.07289614680617038,-0.15085779815001762,-113.32304419996706,-145.08263518390578,-54.07089539427155,-0.03063607913212451,-0.03985839293876242,-0.01415715847563492,-10.980673524058966,-14.286162343642443,-5.074250349689937,0.1503
51760030501,51760030501,Census Tract 305.01; Richmond city; Virginia,2233,438,21,Richmond city,Virginia,37732,0.4537546062281421,0.22737753459643537,51760,2233,438,21,0.010877,0.00741752448699999,0.003469242894,0.8655330786540748,0.8034124257070173,0.8978512686597918,-0.15535734527330206,-0.24469073168737973,-0.11377021440609418,-3.773372178852699,-5.943131930762585,-2.7632897631383284,-168.98218445377066,-266.150108856363,-123.74786220950864,0.8531237595931961,0.786017831948817,0.8882287796354231,-0.17216287643523193,-0.27223576788410164,-0.12583607165988675,-4.181550650399778,-6.61215516276591,-3.0563494185757656,-187.26156069860176,-296.11084472753737,-168.98218445377066,-0.4081784715470791,-0.6690232320033243,-0.29305965543743717,-18.279376244831127,-29.960735871174396,-13.124032934950163,0.9141209603164732,0.886617689350596,0.9421821356969036,-0.09394712889396507,-0.12788185032993302,-0.06136591017015005,-0.1427553292852656,-0.19432010183156695,-0.09324724253273632,-32.59254093270904,-44.365320052869166,-21.28932477916354,0.9059495923773312,0.8760119509760033,0.9365874888159752,-0.10381417290101996,-0.14153693780759066,-0.06770591315947459,-0.15774858275540765,-0.21506939488864668,-0.10288105705230628,-36.015658163335075,-49.10260157275038,-23.488825811028832,-0.01499325347014204,-0.02074929305707973,-0.00963381451956997,-3.4231172306260382,-4.7372815198812175,-2.199501031865291,0.886617689350596,0.8596668690756091,0.9421821356969036,-0.12788185032993302,-0.16324129261290446,-0.06136591017015005,-0.01991990188156809,-0.02542777199016076,-0.00955884596843673,-94.85667562651471,-121.08462852457508,-45.51831413541304,0.8760119509760033,-0.14153693780759066,-0.02204692774205879,0.8467656043355765,-0.18096436000687643,-0.02818845900413107,0.9365874888159752,-0.06770591315947459,-0.01054641564427706,-104.98537020027996,-134.23075716252893,-50.22102687750983,-0.0021270258604907,-0.0027606870139703,-9.87569675840327e-4,-10.128694573765255,-13.146128637953852,-4.702712742096796,0.8164
51087200700,51087200700,Census Tract 2007; Henrico County; Virginia,2366,1390,443,Richmond city,Virginia,96260,0.7289420114554204,0.1883501490844905,51087,2366,1390,443,0.012606,0.00741752448699999,0.003469242894,0.7735641532827344,0.6776255642320997,0.8256612056702229,-0.2927176055875281,-0.47574125414412616,-0.21115052170612655,-8.730535589862072,-14.18936159488686,-6.2977323857005025,-368.99981360363785,-599.7194249740854,-266.1763476627431,0.7539559452005843,0.6517615859718883,0.8099944951494984,-0.3263374423474538,-0.5343033733858809,-0.23457629155298496,-9.733273982616918,-15.93602341671911,-6.996424618295853,-411.3809798232003,-673.5428324902413,-368.99981360363785,-1.0027383927548463,-1.7466618218322498,-0.6986922325953504,-42.381166219562395,-73.82340751615595,-29.53052546894972,0.8524486608428562,0.807384263405268,0.8995271030468754,-0.17309117362123935,-0.2385676131243199,-0.11169524143608688,-0.8346885004984509,-1.1504321052324225,-0.5386221124776048,-60.04953240996049,-82.76489965700881,-38.74979226457589,0.8389480252575123,0.7902933152285297,0.8900526112043725,-0.19196895384914137,-0.2653529781038692,-0.12352908964207458,-0.9257218313235492,-1.2795977678271346,-0.5956878588558483,-66.59869290097477,-92.0573933688586,-42.85524164430563,-0.09103333082509846,-0.12916566259471218,-0.05706574637824346,-6.549160491014277,-9.292493711849795,-4.1054493797297456,0.807384263405268,0.7642673896816153,0.8995271030468754,-0.2385676131243199,-0.30844258632647936,-0.11169524143608688,-0.7839244326845699,-1.0135310335512504,-0.3670264694760633,-176.95811121547854,-228.7880436910272,-82.85021884335515,0.7902933152285297,-0.2653529781038692,-0.8719401602632343,0.7439947348358831,-0.34409553344566185,-1.1306853110238322,0.8900526112043725,-0.12352908964207458,-0.40591206094366944,-196.8262212783825,-255.23370452005244,-91.6280047276906,-0.08801572757866438,-0.11715427747258178,-0.03888559146760612,-19.868110062903924,-26.44566082902523,-8.777785884335467,0.8723
51760020300,51760020300,Census Tract 203; Richmond city; Virginia,1370,901,442,Richmond city,Virginia,47251,0.6465072315728291,0.1796463005851294,51760,1370,901,442,0.010877,0.00741752448699999,0.003469242894,0.8000387202880087,0.7130857809731508,0.8466551826035706,-0.24993950247808824,-0.4023558268618066,-0.18111838272208391,-3.724470996782208,-5.995701330422944,-2.6989337689493067,-271.8591968454166,-437.6424328775871,-197.0024648868107,0.78238786735743715,0.6893756738655744,0.8326782643141591,-0.27813842944364814,-0.4505878839510606,-0.20094404148240436,-4.144677024970229,-6.71443084681789,-2.9943656247096344,-302.53116970585614,-490.1044413735686,-271.8591968454166,-0.4202060281880215,-0.7187295163949461,-0.2954318557603277,-30.67197286043953,-52.462008495981465,-21.564369033600563,0.87047334290166,0.8303461418359811,0.912098113848692,-0.14880025695740692,-0.20431703071311524,-0.09637327916444982,-0.4651180349014471,-0.6386516916391141,-0.301242424835384,-51.622423407485805,-70.8825406924655,-33.43423139127459,0.8584816638029874,0.8150515718103633,0.9037445959683856,-0.16484724387717334,-0.22691622786376076,-0.10650730799499204,-0.5152775116041481,-0.70929198745572275,-0.3329192490000467,-57.18951294163687,-78.72275110496368,-36.949972142069555,-0.05015947670270104,-0.07064029581660869,-0.03167682416466272,-5.56708953415106,-7.840210412498189,-3.5157407507949743,0.8303461418359811,0.7916773926865547,0.912098113848692,-0.20431703071311524,-0.26314078087603743,-0.09637327916444982,-0.6698627476641432,-0.8627191080689285,-0.3159642118778987,-151.55265784256633,-195.1853185676309,-71.48511580947934,0.8150515718103633,-0.22691622786376076,-0.7439552510912857,0.7733980409266807,-0.2929952586921557,-0.9605983816183924,0.9037445959683856,-0.10650730799499204,-0.3491890897730085,-168.3156676677117,-217.3299505923964,-79.00205650973044,-0.07409250342714246,-0.0978792735494638,-0.0332248778951098,-16.763009825145353,-22.144632024765567,-7.516940700251087,0.6616
51760020900,51760020900,Census Tract 209; Richmond city; Virginia,2560,1497,744,Richmond city,Virginia,89866,0.734917796639755,0.18089736491786856,51760,2560,1497,744,0.010877,0.00741752448699999,0.003469242894,0.771679393852597,0.6751246422650269,0.8241597231886187,-0.2958749552809957,-0.4812079687167456,-0.21335703731197517,-8.23867363479396,-13.399293633874027,-5.940952306796427,-321.82318885913907,-523.4099075732042,-232.0684494842354,0.7519355082861887,0.6491160628266931,0.8083743510982089,-0.32990128671965474,-0.5405565464599958,-0.23705062962655857,-9.186140916863192,-15.05186190296416,-6.600703228027079,-358.8336295649685,-587.9633555845376,-321.82318885913907,-0.9474672820692334,-1.6525682690901338,-0.6597509212306525,-37.01044070582943,-64.55344801133336,-25.771520360572364,0.8511566349032657,0.8057446295541498,0.8986225810932785,-0.17487188490711872,-0.2410880114129204,-0.11281423485194872,-0.908189546979388,-1.2520801270230288,-0.585895833955449,-60.667304407440746,-83.6392870422865,-39.13799826021703,0.837549411445099,0.7885280764401047,0.8890681663798807,-0.19395940864504993,-0.2681856612063938,-0.12477314767866782,-1.0073197733489236,-1.3928105955212209,-0.6480039288515077,-67.28923001662817,-93.04011994129732,-43.28683559462309,-0.0991302263695356,-0.14073046849819204,-0.06210809489605873,-6.621925609187416,-9.400832899010824,-4.1488373344060605,0.8057446295541498,0.7623177017238166,0.8986225810932785,-0.2410880114129204,-0.3117890319727802,-0.11281423485194872,-1.3304775137640392,-1.7206508679004753,-0.6225809480253949,-178.8276228177472,-231.27027794361223,-83.68023494964984,0.7885280764401047,-0.2681856612063938,-1.4800196395411696,0.7419072329047088,-0.34787741060942157,-1.919809573482136,0.8890681663798807,-0.12477314767866782,-0.6885778614005797,-198.9273709060712,-258.03892116695374,-92.55078782265856,-0.14954212577713033,-0.1991587055816608,-0.06599691337518487,-20.099748088323967,-26.768643223341503,-8.87055287300872,0.695
51760050200,51760050200,Census Tract 502; Richmond city; Virginia,2379,1574,477,Richmond city,Virginia,71929,0.6604963376939742,0.2283114156041219,51760,2379,1574,477,0.010877,0.00741752448699999,0.003469242894,0.79548301382580755,0.7069400781472966,0.843055284520153,-0.2570978671066595,-0.4145470470718481,-0.1861618310941212,-6.652762877735024,-10.726978161550171,-4.81719484137279,-279.6453500519136,-450.9028231000492,-202.48822368107568,0.777488549253345,0.6828430034913324,0.8287845768304893,-0.2861925760325887,-0.4644654699353501,-0.2065861599696844,-7.405628709175886,-12.018686390322104,-5.345702597874823,-311.29166495064675,-505.19909164868034,-279.6453500519136,-0.7528658314408618,-1.2917082287719328,-0.5285077565020329,-31.64631489873316,-54.296268548631055,-22.215542517950094,0.8673879393600478,0.8264040281260928,0.9099525149635784,-0.15288667806217413,-0.21006186558352533,-0.0989584440458697,-0.8348512077693253,-1.1470613686652689,-0.5403713232428949,-53.04010214544633,-72.87556344760286,-34.331087880743006,0.8551350688672137,0.8107961315469702,0.9014063281341574,-0.16940590604556424,-0.2333556625289215,-0.10937761228049504,-0.9250559110708232,-1.274259204080916,-0.5972661115585347,-58.771023575020536,-80.95674740031232,-37.94575041667946,-0.090204703301498,-0.1271978354156471,-0.05689478831563976,-5.730921429574205,-8.081183952709473,-3.6146625359364526,0.8264040281260928,0.7869576344072725,0.9099525149635784,-0.21006186558352533,-0.27071643539386786,-0.0989584440458697,-0.7432323181450846,-0.9578378411466346,-0.35013072726899874,-155.81390317507015,-200.8045788567368,-73.40266819056578,0.8107961315469702,-0.2333556625289215,-0.825649479651459,0.768327695379151,-0.3015279886618227,-1.0668540212009203,0.9014063281341574,-0.10937761228049504,-0.38699540300941815,-173.09213409883836,-223.65912394149277,-81.13111174201639,-0.08241716150637435,-0.10901618005428591,-0.0368646757404194,-17.27823092376821,-22.85454508475596,-7.728443551450609,0.0027
51760041600,51760041600,Census Tract 416; Richmond city; Virginia,991,757,332,Richmond city,Virginia,103535,0.6818796977440359,0.22721325966877529,51760,991,757,332,0.010877,0.00741752448699999,0.003469242894,0.7885693707486799,0.6976481320524476,0.8375821383524916,-0.2681192512595113,-0.43338733962928794,-0.19391275698283308,-2.8900860980861576,-4.671528506309436,-2.0902063561829554,-291.6333095949705,-471.3954093147766,-210.9189057702276,0.7700588117459345,0.672976779202839,0.8228679515315447,-0.2986021129122927,-0.4859353708823797,-0.215261814655404,-3.218664125507685,-5.237949357825856,-2.320330133184768,-324.7895182147008,-528.5519029087644,-291.6333095949705,-0.32857802742152753,-0.56642085151642,-0.23012377700181252,-33.15620861973032,-57.15649359398789,-23.22137003045535,0.8626927986650086,0.8204143605530053,0.9066825620001404,-0.15916117712755945,-0.21889626520669855,-0.10292184046641564,-0.41799176854209896,-0.5748690646317492,-0.2702950738023642,-55.21687827504609,-75.94043125914786,-35.706086367551414,0.8500447512026255,0.804334281287615,0.8978438029785721,-0.17640865211533982,-0.24326417916584933,-0.11377947554187876,-0.4632873783329845,-0.6388644913764504,-0.2988095782140793,-61.20044627912608,-84.39425249358658,-39.47286370067098,-0.04529560979088548,-0.06399542674470116,-0.02851450441171504,-5.983568004079985,-8.453821234438726,-3.766777333119557,0.8204143605530053,0.7797974634285311,0.9066825620001404,-0.21889626520669855,-0.2823842688629759,-0.10292184046641564,-0.5390579112181328,-0.6954046200395255,-0.25345719027303953,-162.36684072835325,-209.45922290347153,-76.34252719067456,0.804334281287615,-0.24326417916584933,-0.5990667779165173,0.760641471074497,-0.3146798301535946,-0.7749362547821238,0.8978438029785721,-0.11377947554187876,-0.2801953992553679,-180.44180057726425,-233.4145345729289,-84.39620459499034,-0.06000886669838445,-0.07953163474259828,-0.02673820898232837,-18.07495984891098,-23.955311669457313,-8.053677404315774,0.0648
