geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06073003208,06073003208,Census Tract 32.08; San Diego County; California,4239,2675,850,San Diego city,California,1044,0.6180833395841706,0.17949459215300967,06073,4239,2675,850,0.009244,0.009493868073,0.003212018401,0.8093757944819425,0.7257380383694784,0.8540170851633144,-0.2355200227356322,-0.37790765693735473,-0.17093676153887383,-9.228926515222932,-14.808430955909838,-6.698211016917417,-217.7147090168184,-349.33783807289075,-158.01394236653496,0.792437890631389,0.7028422739245649,0.8406461242549774,-0.2619285521584943,-0.4227943268354525,-0.1895611853159377,-10.263753085753082,-16.567329300054485,-7.428014947939579,-242.12675361531217,-390.8310757266923,-217.7147090168184,-1.03482657053015,-1.7588983441446473,-0.729803931022162,-24.41204459849375,-41.49323765380154,-17.216417339517857,0.8767762945699666,0.8384139776439625,0.916473264012031,-0.14054178493782274,-0.19272820666720317,-0.09113930462337252,-1.207555988206871,-1.6559495111031566,-0.7830825053748504,-45.14227993296714,-61.904654620678755,-29.274112350461696,0.8653218681097424,0.8237669447485422,0.9085143260544052,-0.1556393486096174,-0.21393557531645507,-0.10069810824327752,-1.3372765081737676,-1.838166387157809,-0.8652131724673201,-49.991645165374486,-68.71650045449752,-32.344417662329725,-0.1297205199668967,-0.1822168760546521,-0.08213066709246974,-4.8493652324073535,-6.81184583381877,-3.0703053118680277,0.8384139776439625,0.801354644975498,0.916473264012031,-0.19272820666720317,-0.24788694527449293,-0.09113930462337252,-1.5552757428376598,-2.000395062136755,-0.735474854205369,-182.97361680443055,-235.34059554550063,-86.52645343592576,0.8237669447485422,-0.21393557531645507,-1.7264147089494126,0.7838035650306957,-0.27582986938932524,-2.2258885319888133,0.9085143260544052,-0.10069810824327752,-0.8126123716329979,-203.10761281757797,-261.86923905750746,-95.60145548623504,-0.17113896611175283,-0.22549346985205787,-0.07713751742762898,-20.133996013147392,-26.52864351200681,-9.07500205030929,0.8846
06073014002,06073014002,Census Tract 140.02; San Diego County; California,2474,1716,885,San Diego city,California,141,0.4293631603743168,0.16761632483263111,06073,2474,1716,885,0.009244,0.009493868073,0.003212018401,0.8741943048443652,0.8156297333228081,0.9045466424236038,-0.14391044926566096,-0.22604652472155803,-0.10552618637845196,-3.2911824695111194,-5.169606260377528,-2.413347581467083,-133.03081930117702,-208.9574074526083,-97.54840668824102,0.8625191974530751,0.7991758548939841,0.8955174698038921,-0.1593944841493275,-0.2512890546882907,-0.11667279949210632,-3.645297020792573,-5.746894237286397,-2.6682667889414464,-147.34426114763835,-232.291602153856,-133.03081930117702,-0.3541145512814534,-0.5772879769088686,-0.2549192074743636,-14.313441846461334,-23.33419470124772,-10.303929162262069,0.9197980226275596,0.8940050610158259,0.9460591084107016,-0.08719520525096333,-0.1185619003808948,-0.05701640744193519,-0.4806045880265334,-0.6534922777485325,-0.3142643787638941,-28.007260374506608,-38.0823005680963,-18.313774986240915,0.9121404568791088,0.8840441916793946,0.940827706476368,-0.0963223837494315,-0.13116517184545637,-0.06289386793810187,-0.5309119856578092,-0.7229592865430929,-0.34665990409435604,-30.938926903135737,-42.1304945537933,-20.20162611272471,-0.05030739763127584,-0.06946700879456047,-0.03239552533046191,-2.9316665286291284,-4.048193985696996,-1.8878511264837945,0.8940050610158259,0.8686766249038584,0.9460591084107016,-0.1185619003808948,-0.1511763656707994,-0.05701640744193519,-0.9961657710198392,-1.2701948972192452,-0.479056031471381,-112.56110407003833,-143.52484714341753,-54.13062502501481,0.8840441916793946,-0.13116517184545637,-1.1020593809867258,0.8565327021234119,-0.1674977470456427,-1.4073283389838105,0.940827706476368,-0.06289386793810187,-0.5284388850524459,-124.52648372731365,-159.0201512976057,-59.71060848050236,-0.10589360996688656,-0.13713344176456532,-0.04938285358106487,-11.965379657275315,-15.495304154188172,-5.579983455487556,0.7754
06073003114,06073003114,Census Tract 31.14; San Diego County; California,2263,1560,643,San Diego city,California,0,NA,NA,06073,2263,1560,643,0.009244,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5575
06073003214,06073003214,Census Tract 32.14; San Diego County; California,2850,1826,727,San Diego city,California,42427,0.4859772984685762,0.2223143814009105,06073,2850,1826,727,0.009244,0.009493868073,0.003212018401,0.8542224563115668,0.7875526828304967,0.8890821627618836,-0.17065524631357,-0.26975632462574933,-0.12475544092972964,-4.495980726229527,-7.106838274795217,-3.286731993470099,-157.7537096922641,-249.3627464840427,-115.32392959544208,0.840868498247677,0.7689667773185542,0.8786908155922022,-0.18924659692204457,-0.30044629949693824,-0.1380567342405193,-4.985777294550033,-7.915377938766637,-3.6371598862601777,-174.93955419473798,-277.7325592549698,-157.7537096922641,-0.48979656832050633,-0.8085396639714206,-0.3504278927900786,-17.185844502473905,-28.369812770927037,-12.295715536493988,0.9066748749444034,0.8769519945543882,0.9370847493691422,-0.1029311913615333,-0.14031327394167914,-0.067139338969301507,-0.6037064241401175,-0.822957781312345,-0.3937819985578808,-33.061688069009726,-45.06888178052273,-21.565279220037283,0.8978354296514648,0.8655126150759314,0.931015169009172,-0.1137898627905506,-0.15538466173860457,-0.07409635555588702,-0.667394113096318,-0.9113536651387818,-0.4345859137813921,-36.54951331305137,-49.90983927375585,-23.79988574925477,-0.06368768895620047,-0.08839588382643682,-0.04080391522351129,-3.4878252440416473,-4.840957493233122,-2.2346065292174857,0.8769519945543882,0.847907502276424,0.9370847493691422,-0.14031327394167914,-0.1793739261832746,-0.067139338969301507,-0.9684481224008183,-1.238046388198876,-0.4633985433985237,-133.21157116930104,-170.29523909200495,-63.74120266829762,0.8655126150759314,-0.15538466173860457,-1.0724714753159086,0.8340331749406543,-0.19899307371215183,-1.37345857019488,0.931015169009172,-0.07409635555588702,-0.511416164693502,-147.5201479114042,-188.9213989263934,-70.3461024337692,-0.10402335291509011,-0.13541218199600413,-0.04801762129497833,-14.308576742103185,-18.626159834388464,-6.604899765471572,0.8466
06073010019,06073010019,Census Tract 100.19; San Diego County; California,2589,1926,650,San Diego city,California,27732,0.5956382579872052,0.27289558248136037,06073,2589,1926,650,0.009244,0.009493868073,0.003212018401,0.8168258028057795,0.7358873911523133,0.8598756567401357,-0.22425123761396973,-0.35890356598462353,-0.162958844295102,-5.3669411824636555,-8.589537116097256,-3.900047740202897,-207.2978440503537,-331.77045639618603,-150.6391556663923,0.8004650843747414,0.7136618770078177,0.8469918268441344,-0.2492737278867312,-0.40122378988873136,-0.18064893698675857,-5.965797335774418,-9.60237501585068,-4.323419704605989,-230.4286340584943,-370.89127137314335,-207.2978440503537,-0.5988561533107628,-1.0128378997534249,-0.4233719644030925,-23.130790008140703,-39.12081497695731,-16.35272168416734,0.8817856869561046,0.8448401407247358,0.9199429495882002,-0.13406240857908155,-0.18365587972910735,-0.08702392952479956,-0.8293566381571396,-1.136159081462983,-0.538360263662854,-43.06109232383902,-58.99060651417357,-27.952246296098338,0.8707617622951941,0.8307148886290832,0.9122985505697488,-0.1484197438391803,-0.20378244532282985,-0.09613240027124874,-0.9181761023933536,-1.2606690090062616,-0.5947084283504341,-47.67269482831535,-65.45529641777058,-30.87790386035484,-0.08881946423621412,-0.1245099275432786,-0.05634816468758008,-4.6116025044763305,-6.46468990359702,-2.9256575642564946,0.8448401407247358,0.8090798546285547,0.9199429495882002,-0.18365587972910735,-0.2359719430402775,-0.08702392952479956,-1.1333430504362851,-1.4561862225000122,-0.5370259089666228,-174.36046929789,-224.02864961538648,-82.61937061024967,0.8307148886290832,-0.20378244532282985,-1.2575443734673837,0.792119175105655,-0.2624362992685,-1.6194981418339651,0.9122985505697488,-0.09613240027124874,-0.5932344117154422,-193.46836514882824,-249.1535602821485,-91.2668325716065,-0.12420132303109832,-0.16331191933395317,-0.05620850274881939,-19.107895850938203,-25.124910666762027,-8.647461961356829,0.164
06073003213,06073003213,Census Tract 32.13; San Diego County; California,2634,1740,796,San Diego city,California,18958,0.5108017706155922,0.2090225866260605,06073,2634,1740,796,0.009244,0.009493868073,0.003212018401,0.8456096129506967,0.775548115308708,0.8823848646580806,-0.182578798401509,-0.2894106506879313,-0.13329233087819858,-4.445555658323629,-7.04677195276263,-3.24549444368467,-168.77584124235494,-267.5312054959237,-123.21543066380676,0.8315471943111267,0.7560832578354781,0.8714126399838373,-0.2025775648589899,-0.3226056649671213,-0.14756196331802998,-4.9324995431718275,-7.8550272641622865,-3.5929413859938633,-187.26270095565025,-298.21667669560696,-168.77584124235494,-0.4869438848481984,-0.8082553113996562,-0.34744694230919304,-18.486859713295303,-30.685471199683228,-13.190848227380146,0.9009797742680972,0.8695774309266289,0.9331765203839404,-0.109902828631576,-0.14998384782639973,-0.07160861654402338,-0.6142372397226349,-0.8382465295838528,-0.4002142575766277,-35.30099078865718,-48.17508790711798,-23.000819400955617,0.8916338464735527,0.8575097869975175,0.9267448542593408,-0.12153660827820718,-0.16616744807239742,-0.07904564606318214,-0.679257410601431,-0.9286952474890092,-0.4417791612325412,-39.03778221847304,-53.37329008557525,-25.389606967387422,-0.06502017087879608,-0.09044871790515652,-0.04156490365591348,-3.736791429815866,-5.198202178457271,-2.3887875664318092,0.8695774309266289,0.8389578591138829,0.9331765203839404,-0.14998384782639973,-0.19195498216824827,-0.07160861654402338,-1.1334457840184184,-1.4506266402216916,-0.5411548356537665,-142.39268643447468,-182.23952766604168,-67.98427583590032,0.8575097869975175,-0.16616744807239742,-1.2557471767010298,0.824354781699803,-0.2130699332367795,-1.6101948378324302,0.9267448542593408,-0.07904564606318214,-0.5973573526332467,-157.75718300264194,-202.2857836472902,-75.0448935468903,-0.12230139268261132,-0.1595681976107386,-0.0562025169794802,-15.36449656816725,-20.046255981248567,-7.060617710989975,0.3021
06073021302,06073021302,Census Tract 213.02; San Diego County; California,4761,3219,1368,San Diego city,California,939739,0.767199249772192,0.1685738824373796,06073,4761,3219,1368,0.009244,0.009493868073,0.003212018401,0.761576965241354,0.6617732996180584,0.8160957388938382,-0.3130649240199729,-0.5110914879417902,-0.22534642976500693,-13.778201442527038,-22.49348597089594,-9.917650510915916,-289.39721576406293,-472.4529714533908,-208.31023967477245,0.7411142772256039,0.6350094156902888,0.7996781344515472,-0.3493195728782166,-0.5747797989939206,-0.25050311733963054,-15.373793336958162,-25.29645210310496,-11.024813538249402,-322.9110131686234,-531.3264461899803,-289.39721576406293,-1.5955918944311236,-2.802966132209022,-1.1071630273334865,-33.513797404560464,-58.873474736589415,-23.254841993982073,0.8442108416630613,0.7969446629229526,0.8937520186204749,-0.18453821089295705,-0.25479226667043814,-0.11887859178603152,-1.9080304754949895,-2.6344213882600096,-1.2291436820271746,-59.274012907579674,-81.83974489779465,-38.184022430170074,0.8300342586961125,0.7790601375081104,0.8837689502363181,-0.20476954959772864,-0.2835979558633103,-0.13151746249130156,-2.1172121437358125,-2.9322574439022637,-1.3598231243215644,-65.77235612723865,-91.09218527189388,-42.2436509574888,-0.20918166824082296,-0.2978360556422541,-0.13067944229438977,-6.498343219658992,-9.252440374099226,-4.059628527318726,0.7969446629229526,0.7518710873570991,0.8937520186204749,-0.25479226667043814,-0.330015233748512,-0.11887859178603152,-3.3091429788004114,-4.286109652882845,-1.5439489686209869,-241.89641657897744,-313.31210912886297,-112.86176671206044,0.7790601375081104,-0.2835979558633103,-3.6832600797146022,0.7307313217316398,-0.3684920438749836,-4.785831515482935,0.8837689502363181,-0.13151746249130156,-1.7080977114413791,-269.2441578738745,-349.8414850499222,-124.86094381881428,-0.37411710091419126,-0.4997218626000901,-0.1641487428203925,-27.34774129489702,-36.52937592105922,-11.999177106753836,0.6689
06073003107,06073003107,Census Tract 31.07; San Diego County; California,3534,2704,1131,San Diego city,California,12373,0.4592018102033078,0.19657132198461,06073,3534,2704,1131,0.009244,0.009493868073,0.003212018401,0.863610567992814,0.800709098948332,0.896362811283852,-0.15792932261607165,-0.24889301409640635,-0.11561968815697458,-5.159281858301323,-8.130910656833576,-3.777098196139741,-145.98986582629664,-230.07670223071804,-106.87883973230733,0.851039549274436,0.7831090448389658,0.8866091582233722,-0.17503352323938645,-0.2769613715873176,-0.12789270303032463,-5.718046947107156,-9.047856067580485,-4.178036678834743,-161.80098888248887,-256.02309189531644,-145.98986582629664,-0.5587650888058331,-0.9169454107469068,-0.40093848269500176,-15.81112305619222,-25.946389664598385,-11.34517494892478,0.9128579280214196,0.8849762657180215,0.9413184858389294,-0.09546071661715992,-0.12997380691182103,-0.06233970228341153,-0.8291047478501911,-1.1288612135495286,-0.5414388763707736,-30.662157834696416,-41.74782594487902,-20.02362708471796,0.9045727713479064,0.8742281484240255,0.9356431584242948,-0.10549425283926826,-0.1438661656029995,-0.06878353247843724,-0.9162489974878636,-1.2495204853197914,-0.5974054603056344,-33.88494813194762,-46.21007711981477,-22.09339720065216,-0.08714424963767253,-0.1206592717702628,-0.05596658393486076,-3.222790297251203,-4.462251174935755,-2.0697701159341997,0.8849762657180215,0.8576675704256808,0.9413184858389294,-0.12997380691182103,-0.16595291052415131,-0.06233970228341153,-1.395602172791803,-1.781930128935579,-0.6693765922925394,-123.39541757664044,-157.55350388466658,-59.184490918880584,0.8742281484240255,-0.1438661656029995,-1.544772274332073,0.8445996323389854,-0.18399293784992285,-1.9756360911695776,0.9356431584242948,-0.06878353247843724,-0.7385676365110142,-136.58463964032478,-174.68046783108556,-65.30217829451938,-0.14917010154026977,-0.19370596223399897,-0.06919104421847477,-13.189222063684332,-17.126963946419007,-6.117687375638795,0.6794
06073014101,06073014101,Census Tract 141.01; San Diego County; California,2794,2023,861,San Diego city,California,0,NA,NA,06073,2794,2023,861,0.009244,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4535
06073014300,06073014300,Census Tract 143; San Diego County; California,2830,1725,647,San Diego city,California,0,NA,NA,06073,2830,1725,647,0.009244,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7017
06073010018,06073010018,Census Tract 100.18; San Diego County; California,4492,2454,422,San Diego city,California,5775,0.5826912852063839,0.2909756702152241,06073,4492,2454,422,0.009244,0.009493868073,0.003212018401,0.8211543292799762,0.741806255249808,0.8632733103440585,-0.2177978783560009,-0.34806088911078753,-0.15838169443863487,-9.043849555152743,-14.45289706635902,-6.576649082191207,-201.33235875228723,-321.747485894012,-146.40803833907407,0.805132329181813,0.7199785208449446,0.8506739731648836,-0.24203185458496537,-0.3889303236802547,-0.17553849247268907,-10.050142347315122,-16.149961429154434,-7.28906878728358,-223.734246378342,-359.52719121002747,-201.33235875228723,-1.0062927921623783,-1.6970643627954145,-0.7124197050923726,-22.40188762605473,-37.77970531601546,-15.85974410267971,0.884688255183936,0.8485693133826435,0.9219503354360008,-0.13034167023285448,-0.17845411592096092,-0.08465712475400167,-1.0273912552250763,-1.4066276565934577,-0.667292275059677,-41.86598432050026,-57.31979040723135,-27.192024248560596,0.8739151896352103,0.8347492829456606,0.9144885650295936,-0.1442757968509736,-0.19796449117177217,-0.09350738570212631,-1.1372241261026663,-1.5604141539049723,-0.737052626360372,-46.34165143042651,-63.586558838833426,-30.03474435046341,-0.1098328708775902,-0.15378649731151484,-0.06976035130069502,-4.475667109926251,-6.266768431602072,-2.8427201019028128,0.8485693133826435,0.8135698018935533,0.9219503354360008,-0.17845411592096092,-0.22915083336738576,-0.08465712475400167,-0.7149607697950046,-0.9180727235009618,-0.33917134816638556,-169.42198336374517,-217.55277808079663,-80.37235738539941,0.8347492829456606,-0.19796449117177217,-0.7931273777004654,0.7969559218958743,-0.25477453962711666,-1.0207318561184038,0.9144885650295936,-0.09350738570212631,-0.3746291427244019,-187.94487623233775,-241.8795867579156,-88.77467837071137,-0.07816660790546082,-0.10265913261744196,-0.0354577945580164,-18.52289286859261,-24.32680867711895,-8.402320985311942,0.4798
