geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
36029004401,36029004401,Census Tract 44.01; Erie County; New York,2965,1529,560,Buffalo city,New York,54812,0.6150439140140642,0.1782731154809226,36029,2965,1529,560,0.013718,0.00825263846,0.002817342485,0.8103806541124601,0.7271041868025346,0.8548080874123842,-0.23398799678308413,-0.375318720687793,-0.16985322755559165,-9.51719736271558,-15.265664853821605,-6.908588096676553,-320.9847339870348,-514.8622210395145,-233.00465756076065,0.793520171680528,0.7042977645532111,0.8415026435794972,-0.26020740957622557,-0.41985400256718824,-0.1883503963175957,-10.583642350140154,-17.077087119397483,-7.660939534270367,-356.95252445666625,-575.955720721669,-320.9847339870348,-1.066444987424573,-1.81142226557588,-0.7523514375938136,-35.96779046963147,-61.09349968215446,-25.374416107717153,0.877452977470847,0.8392813139742711,0.9169423481622656,-0.13966221059774628,-0.191495608623375,-0.09058110578511114,-0.6016252313035871,-0.8249088235004516,-0.3901977384323429,-39.34762794660478,-53.95087138655668,-25.519799766667287,0.8660565232513157,0.8247043956490319,0.9090258506687492,-0.1546590472476773,-0.2125556808909849,-0.100078726324805,-0.6662273543812699,-0.9156296476592776,-0.4311107966574088,-43.57275045005035,-59.88421502022744,-28.195604751956104,-0.06460212307768276,-0.09072082415882587,-0.04091305822506597,-4.2251225034455695,-5.9333436336707575,-2.675804985288814,0.8392813139742711,0.802396429168065,0.9169423481622656,-0.191495608623375,-0.24626676247402168,-0.09058110578511114,-0.8849926538019683,-1.1381163110311658,-0.4186185457168605,-158.0344024646372,-203.2350555412796,-74.75331173515367,0.8247043956490319,-0.2125556808909849,-0.98232130472696,0.7849245018697536,-0.27400787925197795,-1.2663212590884292,0.9090258506687492,-0.100078726324805,-0.462511585701704,-175.41451870124286,-226.12879626579095,-82.59135458959001,-0.09732865092499166,-0.12820494805726337,-0.04389303998484351,-17.380116236605655,-22.89374072451131,-7.838042854436341,0.6693
36029006301,36029006301,Census Tract 63.01; Erie County; New York,3486,2030,636,Buffalo city,New York,44487,0.6238152194434659,0.19376697577145513,36029,3486,2030,636,0.013718,0.00825263846,0.002817342485,0.8074841761491348,0.7231686775388122,0.8525273702056498,-0.23841436097109264,-0.3828032533202883,-0.17298286829052334,-11.40120075845185,-18.306014471260333,-8.272204749411964,-327.05682038014487,-525.1295029047715,-237.29789872093988,0.7904008934317196,0.7001056267646848,0.839033234736509,-0.26518075613282066,-0.4283558962683696,-0.19184790136953417,-12.681195149628296,-20.484385040943096,-9.17434851530162,-363.7749612630034,-587.6186185009494,-327.05682038014487,-1.2799943911764462,-2.1783705696827624,-0.9021437658896564,-36.71814088285847,-62.489115596177925,-25.87905237778704,0.8755015964616317,0.836780755654091,0.9155892977787158,-0.1422023718078101,-0.19505616404660797,-0.0921927576327842,-0.8132845506306765,-1.1155662363971657,-0.5272693029629463,-40.06327835619096,-54.954001792963815,-25.97385728881509,0.8639381191047673,0.8220019580857421,0.907550453998156,-0.1574903084913341,-0.21654211424115755,-0.10186711448885648,-0.9007193982894354,-1.2384487954339731,-0.5825989354318432,-44.37041370883918,-61.00732982433367,-28.699454947381437,-0.08743484765875886,-0.12288255903680788,-0.05532963246889688,-4.30713535264822,-6.053328031369847,-2.7255976585663486,0.836780755654091,0.799393682559928,0.9155892977787158,-0.19505616404660797,-0.2509480895541517,-0.0921927576327842,-1.0237870088084235,-1.317145731982322,-0.4838901043297198,-160.97280012711062,-207.0983855318117,-76.08334973737733,0.8220019580857421,-0.21654211424115755,-1.1365598442048406,0.7816940080941075,-0.2792729503430079,-1.465813807373208,0.907550453998156,-0.10186711448885648,-0.5346676889102147,-178.70437801962902,-230.4738690838377,-84.06724668399602,-0.11277283539641704,-0.14866807539088578,-0.05077758458049486,-17.7315778925184,-23.37548355202607,-7.983896946618688,0.2251
36029011400,36029011400,Census Tract 114; Erie County; New York,1750,1175,514,Buffalo city,New York,50129,0.7074891338745951,0.20878942348417967,36029,1750,1175,514,0.013718,0.00825263846,0.002817342485,0.7803683860836356,0.6866803669969036,0.8310740523736843,-0.2814460680789618,-0.45628162397208777,-0.20326220887757887,-6.756535033337595,-10.953724805885924,-4.879614217419597,-386.08771619071973,-625.92713176491,-278.8350981382627,0.7612540810131573,0.6613480747923313,0.8158375593105814,-0.31362185759200717,-0.5120630695326485,-0.2257342023393038,-7.52896312428252,-12.292842078735523,-5.419088128458497,-430.2264642447154,-702.4481187848871,-386.08771619071973,-0.7724280909449242,-1.3391172728496006,-0.5394739110388995,-44.13874805399567,-76.52098701997717,-30.82708063079426,0.857103172389271,0.8132980342765106,0.902781815642542,-0.16672068452668082,-0.22956156028284855,-0.10768735332607964,-0.5519083894832275,-0.7599354056316154,-0.35648578285675503,-46.970926764530006,-64.67535367077578,-30.339215562277023,0.8439882740772481,0.7966630871412043,0.8935957260702908,-0.18485058467586313,-0.2552357654582223,-0.11907428697945605,-0.611925201561669,-0.8449267147174105,-0.39418083090450695,-52.07874055843992,-71.90865657169452,-33.54730475783038,-0.06001681207844145,-0.08499130908579511,-0.03769504804775192,-5.107813793909911,-7.233302900918733,-3.2080891955533555,0.8132980342765106,0.7713078810807872,0.902781815642542,-0.22956156028284855,-0.2964991341703398,-0.10768735332607964,-0.973767120522512,-1.257706681217575,-0.4567942639692087,-189.44885613278444,-244.69001580108463,-88.87047937144138,0.7966630871412043,-0.2552357654582223,-1.0826734061154653,0.7515373097418124,-0.3306059287243449,-1.4023827980821977,0.8935957260702908,-0.11907428697945605,-0.5050959987264003,-210.63684943880648,-272.83712024945476,-98.2677040323736,-0.10890628559295323,-0.14467611686462245,-0.04830173475719163,-21.18799330602203,-28.14710444837013,-9.397224660932224,0.3107
36029000800,36029000800,Census Tract 8; Erie County; New York,3400,2433,1317,Buffalo city,New York,60461,0.6337126999885448,0.1986916855209467,36029,3400,2433,1317,0.013718,0.00825263846,0.002817342485,0.8042282402809962,0.7187534493311851,0.8499611310993482,-0.24342810897886585,-0.391297670891904,-0.1765243884818474,-11.353779116505075,-18.25059292760347,-8.23330930805954,-333.9346798972082,-536.7821449295138,-242.15615611939825,0.7868958431201712,0.6954052035686697,0.8362554716114953,-0.2708162188719104,-0.4380105223087422,-0.19580682452571935,-12.631193427648546,-20.429336373106505,-9.13266526406898,-371.50568904848666,-600.8628345031325,-333.9346798972082,-1.2774143111434686,-2.1787434455030343,-0.8993559560094404,-37.57100915127849,-64.08068957361866,-26.451645764983542,0.8733048823524459,0.8339680881599093,0.9140649224601154,-0.1450754715881949,-0.1990866487546642,-0.09401419464669844,-0.994433495686412,-1.3646582009918726,-0.6444291595483371,-40.87272896368319,-56.08952737327878,-26.487018477120312,0.8615539481650979,0.8189631786541753,0.905888501939972,-0.16069342161307346,-0.2210561183511662,-0.10388861085937942,-1.1014882063736973,-1.5152500013152266,-0.712114276299927,-45.27284037705291,-62.27907937999287,-29.268979708176204,-0.10705471068728524,-0.15059180032335395,-0.06768511675158984,-4.400111413369718,-6.189552006714095,-2.781961231055891,0.8339680881599093,0.7960188955239708,0.9140649224601154,-0.1990866487546642,-0.2562515860151296,-0.09401419464669844,-2.163818006985378,-2.7851279812409295,-1.0218144137804142,-164.2990134385253,-211.4751694184457,-77.58651585272698,0.8189631786541753,-0.2210561183511662,-2.402598127170183,0.7780647042414783,-0.2852401536127802,-3.1001967463081788,0.905888501939972,-0.10388861085937942,-1.1291367266683945,-182.4296224123146,-235.39838620411385,-85.73551455340883,-0.238780120184805,-0.31506876506724923,-0.10732231288798012,-18.130608973789293,-23.923216785668128,-8.14899870068186,0.3701
36029016600,36029016600,Census Tract 166; Erie County; New York,1208,827,300,Buffalo city,New York,60163,0.6447835523285487,0.2112889264962094,36029,1208,827,300,0.013718,0.00825263846,0.002817342485,0.8006018578303643,0.7138467165501684,0.8470998094010926,-0.2490603040942296,-0.40086096470784993,-0.18049843584194547,-4.127263975890087,-6.642804942345641,-2.991101671798808,-341.66092515646415,-549.9010713862285,-247.6077542879808,0.7829936733265541,0.6901849149368628,0.8331592923375286,-0.2771495275964274,-0.4488870712155142,-0.2002506713864761,-4.5927401612378915,-7.438662074264784,-3.318422761776252,-380.1937219567791,-615.7832842934424,-341.66092515646415,-0.4654761853478045,-0.795857131919143,-0.3273210899774437,-38.532796800314934,-65.88221290721383,-27.09611671998706,0.8708542721240065,0.830833172081264,0.9123628354319688,-0.14829774855557426,-0.20361106610003027,-0.0960551670504402,-0.345525187729131,-0.4744020224391803,-0.22380299060992623,-41.78055474354667,-57.364210693975856,-27.062030303497732,0.8588949225210107,0.8155774525545411,0.9040331269772658,-0.1642867756917465,-0.2261251176915363,-0.10615415537217092,-0.3827786973517787,-0.5268584621253379,-0.24733305003245784,-46.285211288002266,-63.70719009979902,-29.907261188930818,-0.03725350962264773,-0.05245643968615765,-0.02353005942253161,-4.50465654445559,-6.342979405823175,-2.845230885433085,0.830833172081264,0.7922608969603717,0.9123628354319688,-0.20361106610003027,-0.26221047111709117,-0.0960551670504402,-0.5040985544936135,-0.6491784655666877,-0.23781256976465623,-168.03285149787115,-216.39282185556257,-79.27085658821875,0.8155774525545411,-0.2261251176915363,-0.5598386529099596,0.7740250986939977,-0.2919477697652011,-0.7228018179226571,0.9040331269772658,-0.10615415537217092,-0.262815559593958,-186.61288430331987,-240.93393930755235,-87.60518653131935,-0.05574009841634608,-0.0736233523559694,-0.02500298982930177,-18.580032805448695,-24.5411174519898,-8.33432994310059,0.9669
36029008003,36029008003,Census Tract 80.03; Erie County; New York,3643,2180,1272,Buffalo city,New York,74512,0.6448805431003622,0.16290200995405654,36029,3643,2180,1272,0.013718,0.00825263846,0.002817342485,0.8005701597741455,0.7138038774445249,0.8470747842226156,-0.2491097598268178,-0.40094503770430634,-0.1805333113743058,-12.449179037563516,-20.037097551190417,-9.022093382071423,-341.7287685304287,-550.0164027227675,-247.6555965432727,0.782959572404967,0.6901393540390013,0.8331322176978494,-0.27720515240443855,-0.4489827223263778,-0.2002896764252469,-13.853237122532132,-22.437765179893255,-10.0094112849172,-380.2700280684088,-615.9144984873252,-341.7287685304287,-1.4040580849686162,-2.4006676287028377,-0.987317902845774,-38.54125953798013,-65.89809576455772,-27.101781576880978,0.8708328329569036,0.830805759492396,0.9123479376099408,-0.14832601867399814,-0.20365077946857033,-0.09607306464645451,-0.910989723009725,-1.250783704958368,-0.5900621841898851,-41.788519404115824,-57.37539931001688,-27.06707266926078,0.8588716633298238,0.8155478524391488,0.9040168890021688,-0.16431830586076762,-0.22616961961114823,-0.10617402414215382,-1.009211258279188,-1.389090066359974,-0.6521003240616502,-46.29409441647651,-63.719727814677704,-29.912858901910557,-0.09822153526946288,-0.1383063614016058,-0.0620381398717651,-4.505575012360682,-6.344328504660816,-2.845786232649775,0.830805759492396,0.7922280519819247,0.9123479376099408,-0.20365077946857033,-0.2622628010940665,-0.09607306464645451,-2.1377947564252557,-2.753066020406876,-1.008513173241217,-168.06562550513016,-216.43600789362236,-79.2856268271397,0.8155478524391488,-0.22616961961114823,-2.374183040836469,0.773989800898043,-0.2920066890283598,-3.065298204479837,0.9040168890021688,-0.10617402414215382,-1.114546542232581,-186.6496101286532,-240.98256324527023,-87.62158350885072,-0.23638828441121307,-0.3122321840729607,-0.10603336899136416,-18.58398462352304,-24.546555351647857,-8.33595668171102,0.3152
36029002704,36029002704,Census Tract 27.04; Erie County; New York,1011,791,469,Buffalo city,New York,39048,0.6246963724227997,0.2194864983723363,36029,1011,791,469,0.013718,0.00825263846,0.002817342485,0.8071937729153984,0.7227745011740488,0.8522985891999598,-0.23885990397105,-0.3835573866754237,-0.17329773001112828,-3.3127236444642874,-5.31951827294801,-2.403448541155877,-327.6680162674864,-526.1640230413462,-237.7298260292658,0.7900882137041575,0.6996858722385513,0.8387855623121961,-0.26568145512729086,-0.4292127934506293,-0.19219982428333668,-3.684709001651974,-5.952708452661845,-2.6655997586035194,-364.4618201436176,-588.7941100555732,-327.6680162674864,-0.37198535718768655,-0.6331901797138348,-0.26215121744764236,-36.793803876131214,-62.63008701422699,-25.929892922615466,0.875305803514625,0.836529965268778,0.9154534826545914,-0.14245786556502776,-0.19541444002989053,-0.0923547934956175,-0.31746990421020804,-0.4354845786262479,-0.2058143109762064,-40.135259697877125,-55.05494040786953,-26.019508340860487,0.8637255938398792,0.8217309649892063,0.907402370157519,-0.15777511646295367,-0.2169433094359969,-0.10204693407006052,-0.3516046721013397,-0.4834620495858335,-0.22741341979028415,-44.45065386869023,-61.12036025105354,-28.750116281957546,-0.03413476789113168,-0.0479774709595856,-0.02159910881407775,-4.315394170813108,-6.06541984318402,-2.730607941097061,0.836529965268778,0.7990926526918057,0.9154534826545914,-0.19541444002989053,-0.25141933996192084,-0.0923547934956175,-0.7563491352886879,-0.9731153969274968,-0.35745806803985936,-161.26847234300382,-207.48729145575624,-76.21707207672907,0.8217309649892063,-0.2169433094359969,-0.8396763538737675,0.7813702130729666,-0.27980307320291603,-1.082974279872932,0.907402370157519,-0.10204693407006052,-0.3949713763780512,-179.03546990911886,-230.911360314058,-84.21564528316657,-0.08332721858507963,-0.10985888294543512,-0.03751330833819183,-17.76699756611506,-23.42406885830173,-7.99857320643749,0.81
36029006903,36029006903,Census Tract 69.03; Erie County; New York,1366,822,277,Buffalo city,New York,30125,0.5870245312125851,0.19190627331841453,36029,1366,822,277,0.013718,0.00825263846,0.002817342485,0.819703059027131,0.7398199783393214,0.8621346513427041,-0.2199539686808725,-0.35168017798695606,-0.15991161988742936,-4.121670788869509,-6.590060299099836,-2.9965499438071226,-301.7328542364209,-482.4348681625063,-219.36676016157557,0.8035672184921766,0.717858191451128,0.8494398100966308,-0.24445096438405275,-0.39303279102872835,-0.17724644891112615,-4.580714797988315,-7.364958148135642,-3.3213836298984236,-335.3378329420436,-539.1623827332095,-301.7328542364209,-0.4590440091188057,-0.7748978490358063,-0.32483368609130103,-33.60497870562267,-56.727514570703235,-23.77991845470725,0.8837157271178633,0.847319360665638,0.921277992582656,-0.13158560984467757,-0.1801925536251397,-0.08544870066488773,-0.30473326126269645,-0.4172999204567898,-0.19788684533975592,-37.07217290300443,-50.76641368087468,-24.07382546712359,0.8728584938492742,0.8333968273940909,0.913755000385555,-0.1456610745574995,-0.19990857551840296,-0.09438525598005404,-0.3373300039520318,-0.4629593786433862,-0.21858261632002976,-41.03771337615959,-56.32109229238275,-26.59155916302065,-0.03259674268933532,-0.04565945818659639,-0.02069577098027383,-3.9655404731551487,-5.554678611508076,-2.51773369589706,0.847319360665638,0.812064285911847,0.921277992582656,-0.1801925536251397,-0.2314296015088567,-0.08544870066488773,-0.4119167275159259,-0.5290436379638667,-0.19533409366955015,-148.706399825244,-190.99048301944643,-70.517723346408,0.8333968273940909,-0.19990857551840296,-0.4569871760695353,0.7953338229956661,-0.2573336768621861,-0.5882598582471267,0.913755000385555,-0.09438525598005404,-0.21576288801554908,-164.97731988069867,-212.36817987260892,-77.89273935579389,-0.04507044855360936,-0.05921622028326001,-0.02042879434599889,-16.270920055454646,-21.377696853162465,-7.375016009385883,0.5825
36029004901,36029004901,Census Tract 49.01; Erie County; New York,1101,477,202,Buffalo city,New York,33012,0.539014410553438,0.20992126976700057,36029,1101,477,202,0.013718,0.00825263846,0.002817342485,0.8359266252247578,0.7621271003002242,0.8748347127363215,-0.19627724470569097,-0.31211709911125146,-0.14307306905116346,-2.9644768984028076,-4.71406622453457,-2.16090667372949,-269.2531242872668,-428.16223656081473,-196.26763612438603,0.8210790554727898,0.7417031874166509,0.8632142634793932,-0.21790952203035405,-0.3482482170300439,-0.15846093178448983,-3.291200388356849,-5.259773214381174,-2.3933175355038143,-298.9282823212397,-477.7269041218142,-269.2531242872668,-0.3267234899540412,-0.5457069898466038,-0.23241086177432413,-29.675158033972863,-49.56466756099944,-21.109070097577124,0.8945507949103977,0.8612716100139033,0.9287546616357693,-0.117879505210394,-0.16107391486392691,-0.07671061186250187,-0.15841500949279044,-0.2164627829635646,-0.1030892714107226,-33.21069381400219,-45.38003835714143,-21.612006585057152,0.8846378285453804,0.8485044904776968,0.9219154798471084,-0.13040610262429184,-0.1785441458736573,-0.08469813324518786,-0.17524915758912987,-0.23994054363373457,-0.1138234806645166,-36.739865322668734,-50.302000761789216,-23.862364919185868,-0.01683414809633943,-0.02347776067016993,-0.01073420925379399,-3.529171508666547,-4.921962404647784,-2.2503583341287197,0.8612716100139033,0.8289013511444643,0.9287546616357693,-0.16107391486392691,-0.20641617801599643,-0.07671061186250187,-0.2685155265111794,-0.3441025740711257,-0.12787911904081625,-132.9284784708809,-170.34780894610185,-63.306494574661514,0.8485044904776968,-0.1785441458736573,-0.29763897757904845,0.8134917114112687,-0.22926882471263457,-0.3821986895415022,0.9219154798471084,-0.08469813324518786,-0.14119458052570727,-147.34602850447942,-189.20727205024863,-69.8983071909442,-0.02912345106786906,-0.0380961154703765,-0.01331546148489101,-14.417550033598546,-18.859463104146784,-6.591812616282681,0.4855
36029006801,36029006801,Census Tract 68.01; Erie County; New York,1131,544,153,Buffalo city,New York,35427,0.45695438162159024,0.24283510150367107,36029,1131,544,153,0.013718,0.00825263846,0.002817342485,0.8644032469034375,0.8018233439898932,0.896976625560474,-0.15686747311779822,-0.24715750357675392,-0.11485625322192994,-2.43380794373608,-3.834663003128545,-1.7820014304009295,-215.1907996229956,-339.050663406591,-157.55980816984348,0.8518988431354327,0.7843078568226243,0.8872770297370246,-0.1738482896859886,-0.2750095403241074,-0.12704371519274513,-2.697266297678915,-4.266788968681865,-1.9710906097509215,-238.48508379123913,-377.2580874166106,-215.1907996229956,-0.26345835394283457,-0.43212596555332095,-0.18908917934999203,-23.29428416824355,-38.20742401001954,-16.718760331564283,0.9133788231834128,0.8856531220950904,0.9416747178785574,-0.09483598110440652,-0.1291102295607698,-0.06193782312945616,-0.14534887863762333,-0.19787876783437489,-0.09492803292888166,-26.71854386721017,-36.374773498965965,-17.450006053103245,0.9051405717773644,0.8749636760284181,0.9360326584925244,-0.10480076927318188,-0.1429045883814734,-0.06833879237770901,-0.1606212548953057,-0.21902047547281792,-0.10473837802778668,-29.52596597340178,-40.26111681485624,-19.253378313931375,-0.01527237625768238,-0.02114170763844308,-0.00981034509890502,-2.807422106191614,-3.886343315890273,-1.8033722608281288,0.8856531220950904,0.8584918847659909,0.9416747178785574,-0.1291102295607698,-0.16483337553340016,-0.06193782312945616,-0.1630215070460536,-0.2081274689260399,-0.0782060205768846,-106.5500046052638,-136.03102544185612,-51.11504612868275,0.8749636760284181,-0.1429045883814734,-0.18043900503467475,0.8454926052881655,-0.18274245539873696,-0.23074043460186305,0.9360326584925244,-0.06833879237770901,-0.08628822798179414,-117.93399021874168,-150.8107415698451,-56.397534628623625,-0.01741749798862116,-0.02261296567582318,-0.00808220740490954,-11.383985613477885,-14.779716127989012,-5.282488499940879,0.1776
36029009401,36029009401,Census Tract 94.01; Erie County; New York,3511,1835,644,Buffalo city,New York,111867,0.6978191634978953,0.187619892683115,36029,3511,1835,644,0.013718,0.00825263846,0.002817342485,0.7834549586803728,0.6908013206666214,0.8335255033214947,-0.27639756302566376,-0.4475942214977278,-0.19972333901617328,-13.31238403301664,-21.557882429605968,-9.619454528594389,-379.1621769586055,-614.009753050583,-273.9804764623865,0.7645668025068684,0.6657152030076253,0.8184851073957642,-0.30793018572241326,-0.502143852930073,-0.22176932843869993,-14.831118056255368,-24.185205313851036,-10.681275314450042,-422.4186287740065,-688.840937449474,-379.1621769586055,-1.5187340232387283,-2.627322884245068,-1.0618207858556534,-43.256451815400986,-74.83118439889114,-30.242688289822084,0.859209513458656,0.8159778341081567,0.9042527382919692,-0.16386048377724183,-0.22552348630030483,-0.10588550927574356,-0.8471297731944376,-1.1659166102506664,-0.5474093899251395,-46.16511025582766,-63.537689931916425,-29.831574382841392,0.8462700763729288,0.7995510492178133,0.8951974075812653,-0.1816558660397753,-0.2507018794838458,-0.1170720463790226,-0.939128757894506,-1.2960844580154112,-0.6052418118775522,-51.17867890433276,-70.63130561391887,-32.983205006951074,-0.09199898470006852,-0.13016784776474477,-0.05783242195241267,-5.013568648505096,-7.09361568200244,-3.151630624109682,0.8159778341081567,0.7745025813560623,0.9042527382919692,-0.22552348630030483,-0.2911512809281002,-0.10588550927574356,-1.198589485058815,-1.5473814705805848,-0.5627496280764631,-186.11637966751783,-240.2766258665505,-87.3834826205688,0.7995510492178133,-0.2507018794838458,-1.332405070369,0.7549621112114019,-0.32456978323774904,-1.7249907570095018,0.8951974075812653,-0.1170720463790226,-0.622202707514746,-206.89519726226703,-267.85570761017107,-96.61532725384257,-0.133815585310185,-0.1776092864289169,-0.05945307943828293,-20.778817594749224,-27.579081743620645,-9.231844633273749,0.5127
