geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06075032700,06075032700,Census Tract 327; San Francisco County; California,4574,3657,1597,San Francisco city,California,44513,0.4594579661989394,0.2992101672381646,06075,4574,3657,1597,0.009311,0.009493868073,0.003212018401,0.8635202666959935,0.8005821985696908,0.8962928770192452,-0.15805041128473582,-0.24909097627524857,-0.11570673564387592,-6.731132153705729,-10.608414530372093,-4.927777930863508,-147.1607379472175,-231.92860800988393,-107.73454155801286,0.8509416642628357,0.7829725237833104,0.88653306790761,-0.17516868899149793,-0.27718402577911216,-0.12798950902101597,-7.460174163476055,-11.804855762470078,-5.450882996794665,-163.09956631998372,-258.0860464029313,-147.1607379472175,-0.7290420097703265,-1.1964412320979871,-0.5231050659311567,-15.93882837276621,-26.15743839304738,-11.436490291455108,0.9127985766235976,0.8848991522560646,0.9412778920046314,-0.09553194495433665,-0.1300722771069267,-0.06238551706585674,-1.1221517850853031,-1.5278746603077735,-0.7328021990171246,-30.68503650766484,-41.77945475274196,-20.03834287714314,0.9045080775653892,0.8741443541859751,0.93559877452213,-0.10557332190071826,-0.14397581499136347,-0.06883423453687602,-1.240101326157481,-1.6911905005063523,-0.808551099817522,-33.91034525998034,-46.24529670512312,-22.109682795119554,-0.1179495410721778,-0.1633158401985786,-0.07574890080039742,-3.2253087523154993,-4.465841952381148,-2.071339917976413,0.8848991522560646,0.8575736675081191,0.9412778920046314,-0.1300722771069267,-0.16608058046573873,-0.06238551706585674,-1.9721177949761528,-2.518065151325088,-0.9458709502965468,-123.488903880786,-157.67471204289845,-59.22798686891339,0.8741443541859751,-0.14397581499136347,-2.1829191669893646,0.8444979135238895,-0.18413554845533864,-2.7918092915214205,0.93559877452213,-0.06883423453687602,-1.0436445171336688,-136.68873932306602,-174.81586045844836,-65.35031415990413,-0.21080137201321203,-0.27374414019633253,-0.09777356683712202,-13.199835442280028,-17.14114841554994,-6.122327290990734,0.5455
06075035300,06075035300,Census Tract 353; San Francisco County; California,4656,3643,1318,San Francisco city,California,55747,0.3758537298711628,0.24573374219848565,06075,4656,3643,1318,0.009311,0.009493868073,0.003212018401,0.8934999552273672,0.8430865906216445,0.9194102381959048,-0.1191942362722692,-0.18611778567448975,-0.08765375721966168,-5.167310437983194,-8.06858122244505,-3.799967085446888,-110.98175339310984,-173.2942702415174,-81.61441334722699,0.8834947814294125,0.8288184306820688,0.9117174541730242,-0.13186859845634047,-0.20653687584753488,-0.09683103621949712,-5.716769590176847,-8.953789946332346,-4.197820631484219,-122.7828520226986,-192.30648510163977,-110.98175339310984,-0.5494591521936529,-0.8852087238872954,-0.3978535460373305,-11.801098629588768,-19.012214860122324,-8.544964476746788,0.9323760580227712,0.9104276646238526,0.954620307439362,-0.072528612672266915,-0.0983849006973603,-0.04753690258524125,-0.8486850778639632,-1.1512394079048052,-0.5562475054399264,-23.296323850232312,-31.601411142047905,-15.26894058303394,0.9258704518424136,0.9019240974600738,0.9501971766732038,-0.08006470884784597,-0.10874074971066816,-0.05241314597583214,-0.9368678258018291,-1.2724171638605213,-0.613306297124352,-25.716931808998876,-34.92772890092016,-16.835198932867197,-0.08818274793786596,-0.12117775595571612,-0.05705879168442562,-2.4206079587665648,-3.3263177588722512,-1.5662583498332592,0.9104276646238526,0.888774212616991,0.954620307439362,-0.0983849006973603,-0.1251451558832983,-0.04753690258524125,-1.2310822066914546,-1.565931088709129,-0.5948253697377129,-93.40532675959444,-118.81115999310538,-45.1309081743333,0.9019240974600738,-0.10874074971066816,-1.3606640974602746,0.8783560353914107,-0.13849049782458958,-1.7329202597067646,0.9501971766732038,-0.05241314597583214,-0.6558414040184115,-103.23703319121962,-131.4810515710747,-49.760349318544115,-0.12958189076882,-0.16698917099763566,-0.06101603428069857,-9.831706431625188,-12.669891577969322,-4.629441144210817,0.4283
06075047702,06075047702,Census Tract 477.02; San Francisco County; California,2358,1655,742,San Francisco city,California,30774,0.5146286122739008,0.31157408743915643,06075,2358,1655,742,0.009311,0.009493868073,0.003212018401,0.8442896387505036,0.7737138877700429,0.8813569334426445,-0.18442765859348711,-0.292467429894721,-0.13461409566942076,-4.049171580968615,-6.421221277329905,-2.955497969986469,-171.72059291639587,-272.3164239749748,-125.33918447779767,0.8301194803522062,0.7541164796939003,0.870296040973267,-0.2046458656478177,-0.32605509483880407,-0.14903429743479343,-4.4930691506004266,-7.158649813807999,-3.272098373773423,-190.54576550468303,-303.5898988044105,-171.72059291639587,-0.4438975696318117,-0.7374285364780944,-0.31660040378695387,-18.82517258828718,-31.273474829435724,-13.4266498637385,0.9001050282422558,0.8684461275876785,0.9325754951200408,-0.11098146174432692,-0.15148190340573522,-0.07229924572624598,-0.589965293019345,-0.8052612042160368,-0.3843348701626081,-35.64744972926556,-48.65626611577261,-23.22265076511227,0.8906816532678213,0.8562827029289303,0.9260883042608464,-0.12273559956141528,-0.1678386081833513,-0.07981063511880303,-0.6524490020321504,-0.8922116549966193,-0.4242645933281875,-39.42290042490335,-53.91006978831536,-25.635322859709213,-0.06248370901280542,-0.0869504507805825,-0.03992972316557941,-3.77545069563779,-5.253803672542749,-2.4126720945969433,0.8684461275876785,0.8375866463908559,0.9325754951200408,-0.15148190340573522,-0.19390633113479064,-0.07229924572624598,-1.0671067111346868,-1.3659634757243606,-0.5093084295211722,-143.81492063809796,-184.09211263131544,-68.63995007023884,0.8562827029289303,-0.1678386081833513,-1.182330701907317,0.8228728232608175,-0.21525461982967975,-1.516350430372928,0.9260883042608464,-0.07981063511880303,-0.5622220373550704,-159.3437603648675,-204.35989627667493,-75.77116406402565,-0.11522399077263024,-0.15038695464856744,-0.0529136078338982,-15.528839726769574,-20.267783645359497,-7.131213993786821,0.4563
06075060502,06075060502,Census Tract 605.02; San Francisco County; California,1948,1317,548,San Francisco city,California,32671,0.551543301182904,0.28405665586379175,06075,1948,1317,548,0.009311,0.009493868073,0.003212018401,0.8316621572151964,0.7562417032783257,0.8715025299955881,-0.20241132931727873,-0.32232855668363203,-0.1474435995097598,-3.671301876408158,-5.846339920615968,-2.6743066476089075,-188.4651887273182,-300.1201191281298,-137.28473550353735,0.8164726368814049,0.7354051812709905,0.8595982396476944,-0.22478078851435285,-0.359794607744963,-0.1633341645858292,-4.077035279777707,-6.525892710605607,-2.962526983781461,-209.2933921857139,-335.00475927133505,-188.4651887273182,-0.40573340336954855,-0.6795527899896392,-0.2882203361725537,-20.828203458395716,-34.884640143205296,-14.795705142328218,0.8917104924124863,0.8576085794256136,0.9267976923935592,-0.1214402079026129,-0.166033111130667,-0.07898412804350814,-0.5137197962266715,-0.702357954503233,-0.33412088849676047,-39.006818240445824,-53.330140812698026,-25.36984726626883,0.8815486090744478,0.844535731163203,0.9197788907914088,-0.1343673958602422,-0.18408252380591597,-0.08721781942567328,-0.5684047517127723,-0.7787110896113005,-0.3689512822526012,-43.15905479975492,-59.127645376712266,-28.014524089035778,-0.05468495548610075,-0.07635313510806752,-0.03483039375584074,-4.152236559309093,-5.797504564014238,-2.6446768227669506,0.8576085794256136,0.8244741177132224,0.9267976923935592,-0.166033111130667,-0.21289435109693872,-0.07898412804350814,-0.8638104561477165,-1.1076126037751008,-0.4109259605452912,-157.62964528243,-202.1190882801279,-74.98648915060058,0.844535731163203,-0.18408252380591597,-0.9577150471659198,0.80871356768525,-0.2365317461685004,-1.2305894538736362,0.9197788907914088,-0.08721781942567328,-0.4537628902406591,-174.7655195558248,-224.5601193200066,-82.80344712420786,-0.09390459101820336,-0.12297685009853532,-0.0428369296953679,-17.135874273394776,-22.44103103987871,-7.81695797360728,0.9134
06075012700,06075012700,Census Tract 127; San Francisco County; California,3160,1525,629,San Francisco city,California,27524,0.43488216522888007,0.2689201226047411,06075,3160,1525,629,0.009311,0.009493868073,0.003212018401,0.8722269901533015,0.8128491843758772,0.9030273360557656,-0.14649054809028697,-0.2302405159793833,-0.10738618873686688,-4.310156238728972,-6.77431144393756,-3.1595980585195376,-136.3973493268662,-214.37694442840376,-99.98728033289676,0.8603842931418092,0.7961794642995463,0.8938630540872511,-0.1622713338342861,-0.2559982326092379,-0.11873960493996294,-4.77447051028608,-7.53217455848578,-3.493646898643344,-151.09083893310378,-238.35995438246135,-136.3973493268662,-0.46431427155710825,-0.7578631145482202,-0.33404884012380665,-14.693489606237604,-23.9830099540576,-10.571165826702742,0.9185104064006464,0.892328165114869,0.9451804792250352,-0.08871929270642188,-0.12066394303632728,-0.05799899805369653,-0.4345762010625166,-0.591051578189096,-0.2840981197067556,-28.49680006967322,-38.7574805369899,-18.629384898803647,0.910735969110408,0.8822203294456326,0.9398666034065092,-0.09801307285225984,-0.13350369133794224,-0.06398077809716808,-0.4801001851485186,-0.6539448775978146,-0.31339884075156255,-31.481979354001226,-42.88163131788948,-20.550743655840165,-0.045523984086002,-0.06289329940871857,-0.02930072104480696,-2.9851792843280003,-4.124150780899579,-1.9213587570365225,0.892328165114869,0.8666297745399655,0.9451804792250352,-0.12066394303632728,-0.1538952726737685,-0.05799899805369653,-0.7205619929472183,-0.9190076305527426,-0.34634931177353856,-114.5567556354878,-146.106141582312,-55.063483588797865,0.8822203294456326,-0.13350369133794224,-0.797236386244369,0.854312904470533,-0.17053130623112583,-1.0183520841913682,0.9398666034065092,-0.06398077809716808,-0.3820703668048507,-126.74664328209364,-161.90017236746712,-60.74250664624017,-0.07667439329715064,-0.09934445363862564,-0.03572105503131212,-12.189887646605824,-15.79403078515511,-5.679023057442309,0.0315
06075020300,06075020300,Census Tract 203; San Francisco County; California,2923,1886,442,San Francisco city,California,29818,0.4106669590389422,0.22060606662197169,06075,2923,1886,442,0.009311,0.009493868073,0.003212018401,0.880891823410747,0.8251200111848623,0.9097124725401016,-0.13521317081599768,-0.21194491279397296,-0.09924842209516732,-3.679968823226246,-5.768303979681146,-2.701150315908445,-125.89698334677544,-197.34190830246823,-92.41020581281028,0.8697908540349516,0.8094104962894867,0.9011447648196126,-0.1497016729493181,-0.2354670523599792,-0.10969961657622884,-4.074288665177308,-6.408483776782969,-2.9855905788183223,-139.3872276831101,-219.24337245237663,-125.89698334677544,-0.39431984195106207,-0.6401797971018226,-0.28444026290987745,-13.490244336334658,-21.9014641499084,-9.731107181316368,0.9241733857453118,0.899709174344474,0.949041630363758,-0.08204803927948737,-0.11147027118912922,-0.05369455670423033,-0.49703608530315646,-0.675272044354357,-0.32527446725995357,-26.353981193168423,-35.80445622239433,-17.246790416752575,0.9169144211986878,0.8902507821550517,0.9440908528001124,-0.0906143222098022,-0.12327899064494578,-0.05922009204311713,-0.5489294854462041,-0.7468076927660025,-0.3587474238127516,-29.105487033202763,-39.59743864082728,-19.021602535140595,-0.05189340014304766,-0.0715356484116455,-0.03347295655279803,-2.7515058400343406,-3.792982418432954,-1.7748121183880186,0.899709174344474,0.8756465380161782,0.949041630363758,-0.11147027118912922,-0.1420133085497613,-0.05369455670423033,-0.4677615495391575,-0.5959289822639011,-0.22531791461397577,-105.82840487311258,-134.82556159816767,-50.97690375881804,0.8902507821550517,-0.12327899064494578,-0.5173143572232266,0.8640954503170674,-0.1572795570594249,-0.6599905834635087,0.9440908528001124,-0.05922009204311713,-0.2485046615786958,-117.03944733557164,-149.31913653020558,-56.2227741128271,-0.04955280768406905,-0.06406160119960758,-0.02318674696472006,-11.211042462459062,-14.493574932037914,-5.245870354009064,0.2189
06075022902,06075022902,Census Tract 229.02; San Francisco County; California,1507,1007,281,San Francisco city,California,23773,0.4115033616224369,0.20727355388259475,06075,1507,1007,281,0.009311,0.009493868073,0.003212018401,0.8805911063799144,0.8246930993875199,0.9094807422558332,-0.13560083988466817,-0.21257228991327368,-0.09952850405567368,-1.9027071861903808,-2.9827457112134144,-1.396551821202403,-126.25794201661452,-197.92605913824912,-92.67099012623775,0.8694642394652433,0.8089498460338269,0.9008922654125412,-0.1501335588166819,-0.23617057955183063,-0.11001063988719537,-2.1066256041761826,-3.3138692891740926,-1.5436337654604415,-139.78935661421252,-219.89842662070953,-126.25794201661452,-0.203918417985802,-0.33112357796067826,-0.1470819442580387,-13.53141459759801,-21.9723674824604,-9.75991667272984,0.9239772033302162,0.8994532163461637,0.9489080020837924,-0.08227778390611916,-0.1117865630213499,-0.05384294136418931,-0.2661277001912561,-0.3615739208909859,-0.1741551300547203,-26.42777558999564,-35.9060497409122,-17.294451842574013,0.916700317831424,0.889972192216836,0.9439446295165348,-0.09086904471205202,-0.12363061311960231,-0.05938417226037441,-0.2939161550022777,-0.39988353089694423,-0.1920782554066757,-29.187304369640287,-39.710380426707474,-19.074305402847635,-0.0277884548110216,-0.03830961000595834,-0.01792312535195539,-2.7595287796446475,-3.804330685795267,-1.7798535602736238,0.8994532163461637,0.8753335368781865,0.9489080020837924,-0.1117865630213499,-0.14242166884914223,-0.05384294136418931,-0.2982216137461217,-0.37994924227606025,-0.1436409567346625,-106.1286881658796,-135.213253479025,-51.11777819738879,0.889972192216836,-0.12363061311960231,-0.32981889733839165,0.8637556969868473,-0.15773476631000138,-0.4208011703862113,0.9439446295165348,-0.05938417226037441,-0.15842372467506852,-117.37327307416072,-149.75130618726382,-56.37854970643008,-0.03159728359226993,-0.04085192811015104,-0.014782767940406,-11.244584908281114,-14.538052708238803,-5.260771509041283,0.6217
06075026002,06075026002,Census Tract 260.02; San Francisco County; California,2375,1941,778,San Francisco city,California,31890,0.4335276352594422,0.2622806006756343,06075,2375,1941,778,0.009311,0.009493868073,0.003212018401,0.872709418075384,0.8135307358266993,0.9033999831236912,-0.14585677579294862,-0.22920985767527643,-0.10692939858410724,-3.2254220435943433,-5.068660838934434,-2.3645966217644783,-135.80724394081446,-213.41729848144988,-99.56196302166224,0.8609077731271629,0.7969138268668411,0.894268814284536,-0.16156460798071112,-0.25484082003146524,-0.1182319947051433,-3.5727791541574527,-5.6354543288683105,-2.6145379939115245,-150.43280649084014,-237.28228753129727,-135.80724394081446,-0.3473571105631095,-0.5667934899338762,-0.24994137214704623,-14.625562550025665,-23.86498904984742,-10.523847248296684,0.9188262591877666,0.8927394343811133,0.9453960456940044,-0.08834503803144479,-0.1201476729805764,-0.05775775618556929,-0.5507895882082423,-0.7490639972512784,-0.3600923317725976,-28.376588779404543,-38.5916536450942,-18.551897566852016,0.911080472320548,0.8826676114323494,0.940102396087001,-0.09759788556654224,-0.13292930095990427,-0.06371391474195952,-0.608476722620885,-0.8287514111483575,-0.3972261673753341,-31.34862043384261,-42.69713607152795,-20.46502665509192,-0.05768713441264273,-0.07968741389707912,-0.03713383560273653,-2.972031654438059,-4.105482426433752,-1.9131290882399037,0.8927394343811133,0.8671316862203815,0.9453960456940044,-0.1201476729805764,-0.1532273769844111,-0.05775775618556929,-0.8874382698002093,-1.1317725507597085,-0.4266120345514331,-114.0666156555539,-145.4720502261836,-54.83445174182945,0.8826676114323494,-0.13292930095990427,-0.9818463056598667,0.8548571763821878,-0.16978605038103114,-1.2540787103776214,0.940102396087001,-0.06371391474195952,-0.470605587758187,-126.20132463494431,-161.1926362953241,-60.48915009745334,-0.09440803585965751,-0.12230615961791312,-0.04399355320675391,-12.134708979390426,-15.720586069140506,-5.654698355623896,0.6419
06075030201,06075030201,Census Tract 302.01; San Francisco County; California,2679,1703,547,San Francisco city,California,30040,0.497794518193798,0.3048385570536542,06075,2679,1703,547,0.009311,0.009493868073,0.003212018401,0.8501115894411877,0.7818151369847877,0.8858877249702201,-0.1763161594554192,-0.2790747488679766,-0.12881121592876335,-4.398060078886925,-6.961287699395367,-3.213088739222565,-164.16797606894082,-259.846498670973,-119.93612315127156,0.8364183084667847,0.7628066705206185,0.8752186278579149,-0.19557402065130833,-0.3109481584862075,-0.14257165943495248,-4.878431423135725,-7.756343415518743,-3.556331567555899,-182.09897062843316,-289.52383036650775,-164.16797606894082,-0.4803713442488,-0.7950557161233762,-0.34324282833333397,-17.930994559492348,-29.67733169553476,-12.81234894861269,0.903959354548982,0.8734337059554298,0.9352222738872557,-0.10624442898645176,-0.14490658327196354,-0.0692645245108368,-0.5811641807267002,-0.7926487680581824,-0.3788816131328456,-34.12590609082209,-46.54426118955857,-22.24789272653233,0.8948779224379972,0.8616937484055907,0.9289799181344084,-0.11747085823238228,-0.16050511199636786,-0.07644953403106412,-0.6425735046549171,-0.8779737705372896,-0.4181840990247782,-37.731855822367415,-51.55453731868994,-24.555731005565367,-0.06140932392821696,-0.08532500247910724,-0.03930248589193258,-3.60594973154533,-5.010276129131371,-2.3078382790330347,0.8734337059554298,0.8436353498149918,0.9352222738872557,-0.14490658327196354,-0.1853462520498919,-0.0692645245108368,-0.752521019517786,-0.9625301170383138,-0.35970077704119274,-137.57239844932104,-175.96528647866796,-65.75882578449593,0.8616937484055907,-0.16050511199636786,-0.8335264540095765,0.8294118693530206,-0.20567360674503732,-1.0680930344289006,0.9289799181344084,-0.07644953403106412,-0.3970135793122858,-152.3814358335606,-195.26380885354672,-72.58017903332465,-0.08100543449179043,-0.10556291739058676,-0.03731280227109312,-14.809037384239565,-19.29852237487875,-6.821353248828725,0.707
06075011902,06075011902,Census Tract 119.02; San Francisco County; California,2174,1109,516,San Francisco city,California,19676,0.2549996645329738,0.18171343967863637,06075,2174,1109,516,0.009311,0.009493868073,0.003212018401,0.9386862810721494,0.9085488086151796,0.9538854678355564,-0.06531864816200286,-0.10065633295387973,-0.04834388793979766,-1.3221875224211526,-2.0374969664743903,-0.9785824908806096,-60.818193303640875,-93.72111161335742,-45.01299406074561,0.93276559278392,0.8998768710059061,0.9493926293637508,-0.07208071109850123,-0.11126314301441446,-0.05330499634294017,-1.4590659712569272,-2.252201224896081,-1.079005812743378,-67.1143501038145,-103.5971124607213,-60.818193303640875,-0.1368784488357746,-0.21470425842169097,-0.1004233218627686,-6.296156800173624,-9.876000847363889,-4.619288034165988,0.9614208296024084,0.9486377266388474,0.9742424277908494,-0.0401272462689892,-0.05414319072375094,-0.02643856546830691,-0.14293840381777417,-0.1928649977069365,-0.09417756508729172,-12.888945339745192,-17.390892489354055,-8.492115878024501,0.9576457371241944,0.943648885816837,0.9717034459283986,-0.04422748541960319,-0.05971618790646329,-0.02912056573450336,-0.15754398217047666,-0.21271672928198537,-0.10373119442231116,-14.205949699772468,-19.180949439313377,-9.35357929867549,-0.01460557835270248,-0.01985173157504888,-0.00955362933501945,-1.3170043600272756,-1.790056949959322,-0.8614634206509875,0.9486377266388474,0.9358934025163872,0.9742424277908494,-0.05414319072375094,-0.06849775552562495,-0.02643856546830691,-0.26523860784780545,-0.33555926559655525,-0.1295181943392673,-51.402830978256866,-65.030865425689,-25.10042525954793,0.943648885816837,-0.05971618790646329,-0.29253980666012325,0.9297132583703028,-0.07560045099593732,-0.3703542053356008,0.9717034459283986,-0.02912056573450336,-0.1426568735959616,-56.69376098064403,-71.77407080147303,-27.64668092944992,-0.02730119881231779,-0.03479493973904557,-0.01313867925669429,-5.29093000238717,-6.743205375784026,-2.5462556699019947,0.6694
06075025701,06075025701,Census Tract 257.01; San Francisco County; California,3548,2749,1101,San Francisco city,California,43389,0.3430463895537817,0.22528054472035283,06075,3548,2749,1101,0.009311,0.009493868073,0.003212018401,0.9055467411544232,0.8603758633910223,0.928643830321101,-0.10430522749732886,-0.16228272148253128,-0.0768391145766035,-3.4457678330116273,-5.361079161180215,-2.538413037179135,-97.11859732276288,-151.10144197238486,-71.54489958227552,0.896606657327184,0.8475338256653546,0.9217944638790536,-0.1153162781336413,-0.17989391068250538,-0.08484053570016604,-3.809522603511881,-5.942872333990336,-2.8027434086042646,-107.3709865702334,-167.49922023648074,-97.11859732276288,-0.3637547705002539,-0.5817931728101211,-0.2643303714251295,-10.252389247470518,-16.39777826409586,-7.450123208149083,0.940172725500941,0.9206454122416748,0.9599075586085865,-0.0636343438565312,-0.08619451821858884,-0.0417669816555343,-0.561880984674131,-0.7610836827258686,-0.36879570617383367,-20.439468340273955,-27.68583785834371,-13.415631363180564,0.9343904970474728,0.9130648678019646,0.9559878057534892,-0.07021636367219386,-0.09521243809031411,-0.04603844733335416,-0.6199991572054188,-0.840710459559796,-0.4065120586275699,-22.55362521663946,-30.582410315016222,-14.787633998820295,-0.05811817253128781,-0.07962677683392738,-0.03771635245373622,-2.114156876365508,-2.896572456672513,-1.3720026356397317,0.9206454122416748,0.9013255642435828,0.9599075586085865,-0.08619451821858884,-0.10947701881642222,-0.0417669816555343,-0.900969642425968,-1.1443357714089646,-0.4365797652232042,-81.83193845830773,-103.9360373668451,-39.65302136450538,0.9130648678019646,-0.09521243809031411,-0.9952316930780724,0.8920102770745654,-0.12106331698284628,-1.26544443506633,0.9559878057534892,-0.04603844733335416,-0.48122832274075394,-90.39343261381222,-114.93591599149228,-43.708294526862304,-0.09426205065210436,-0.12110866365736528,-0.04464855751754976,-8.561494155504482,-10.999878624647163,-4.055273162356927,0.5519
