geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
17197880304,17197880304,Census Tract 8803.04; Will County; Illinois,2962,2327,930,Naperville city,Illinois,92207,0.7800682222657841,0.13088539303133728,17197,2962,2327,930,0.009716,0.007676560355,0.00345826479,0.7575866092981332,0.6565247026912859,0.8129030787606153,-0.3199810922297729,-0.523171932298524,-0.23015895268183775,-9.20866929721345,-15.056256219857303,-6.623696626168452,-310.89362921044733,-508.31384942124595,-223.6224384256736,0.736843944335747,0.6294716552627704,0.7962375325365426,-0.35713946987985906,-0.5886338830976496,-0.2559066348132815,-10.27804251866273,-16.940172085819576,-7.3646838147113884,-346.9967089352711,-571.9166808176765,-310.89362921044733,-1.069373221449279,-1.8839158659622708,-0.7409871885429364,-36.103079724823736,-63.60283139643048,-25.01644795891075,0.8414577350157054,0.7934634167846965,0.8918177407855907,-0.1884138185280755,-0.26029754976258285,-0.12130534555088904,-1.516238003112972,-2.094713859898805,-0.9761904744667228,-65.15848745650933,-90.01778512672132,-41.950600535742275,0.8270571826912579,0.7753175217444976,0.8816652385700341,-0.2091062394815111,-0.28979414492008015,-0.13421733811564593,-1.682757822471843,-2.332084233736705,-1.080098213164133,-72.31447453682179,-100.21848877252708,-46.41590946128633,-0.16651981935887084,-0.23737037383790005,-0.1039077386974102,-7.155987080312455,-10.20070364580576,-4.465308925544057,0.7934634167846965,0.7477465743678934,0.8918177407855907,-0.26029754976258285,-0.3373514961875268,-0.12130534555088904,-1.8583165614403077,-2.408420182839785,-0.8660232600501434,-199.8189851011084,-258.96991213331023,-93.12078065055306,0.7753175217444976,-0.28979414492008015,-2.06889868692429,0.7263231311063523,-0.3767976774700494,-2.690034404832072,0.8816652385700341,-0.13421733811564593,-0.9582045719609442,-222.46222440046125,-289.2510112722658,-103.0327496732198,-0.2105821254839817,-0.28161422199228703,-0.0921813119108008,-22.64323929935287,-30.281099138955593,-9.9119690226667565,0.016
17043846524,17043846524,Census Tract 8465.24; DuPage County; Illinois,3183,2384,688,Naperville city,Illinois,267328,0.7642545205979526,0.17639898862030154,17043,3183,2384,688,0.009571,0.007676560355,0.00345826479,0.7624930052394976,0.6629801914873236,0.816828057134027,-0.3114874407089176,-0.5083406907778185,-0.2242478588561972,-9.489306957064734,-15.486341415816016,-6.831597326389606,-298.124629502505,-486.5328751434501,-214.62762571126632,0.7420949059515137,0.6362834219120875,0.8004675144674526,-0.34753653741606066,-0.5716266769844675,-0.24926993528937336,-10.587524411355815,-17.41431689960657,-7.593882198733567,-332.62721996091165,-547.1038925418337,-298.124629502505,-1.098217454291083,-1.9279754837905525,-0.7622848723439608,-34.50259045840663,-60.571017398383674,-23.948629354192924,0.8448420837609674,0.7977434003675253,0.8941952172193431,-0.18365315746147387,-0.25353591084463223,-0.1183240311994459,-1.5141290552828766,-2.0902776433233767,-0.975522860884446,-63.51212480213409,-87.67943134745708,-40.919583090790525,0.8307169902340591,0.7799190744918412,0.8842510351420326,-0.20377939991120744,-0.2821843095087183,-0.13090057037860886,-1.6800599267583745,-2.3264694594848794,-1.0792101791385238,-70.47231236402577,-97.58680618644628,-45.268883353126,-0.1659308714754979,-0.23619181616150264,-0.10368731825407772,-6.960187561891691,-9.907374838989206,-4.3493002623354755,0.7977434003675253,0.7528180687469372,0.8941952172193431,-0.25353591084463223,-0.3283421871960328,-0.1183240311994459,-1.3390432005699984,-1.7341305685669015,-0.6249252380612214,-194.62837217587185,-252.05386171030543,-90.83215669494496,0.7799190744918412,-0.2821843095087183,-1.4903489596262416,0.7317437769110031,-0.36659857118487393,-1.936180647737125,0.8842510351420326,-0.13090057037860886,-0.6913478967625376,-216.62048831776767,-281.4216057757449,-100.48661290153164,-0.15130575905624322,-0.20205007917022355,-0.06642265870131625,-21.992116141895817,-29.36774406543947,-9.654456206586664,0.1002
17043846202,17043846202,Census Tract 8462.02; DuPage County; Illinois,4114,2749,982,Naperville city,Illinois,111149,0.7429397645730267,0.16944124622536685,17043,4114,2749,982,0.009571,0.007676560355,0.00345826479,0.7691564874367516,0.6717818796555175,0.8221484066163949,-0.30012554835563404,-0.48857840659945934,-0.21632541272635303,-11.817471678304637,-19.23782068622393,-8.517833460688946,-287.2501623311773,-467.6183929563425,-207.0450525203925,0.7492317588141464,0.6455815551702195,0.8062045435276687,-0.334700495855594,-0.5489909709956498,-0.24038001029410017,-13.178863486160624,-21.61657108810498,-9.464985501051162,-320.341844583389,-525.4392583399363,-287.2501623311773,-1.3613918078559897,-2.3787504018810495,-0.9471520403622158,-33.091682252211704,-57.82086538359382,-23.022655332090807,0.849425281656337,0.8035487987752933,0.8974097694963232,-0.17726658435460008,-0.24447949088359336,-0.1143181565331701,-1.6852326297848483,-2.3242102669844065,-1.0867964104344228,-61.30347871170784,-84.54748151998568,-39.53424555963706,0.8356755601628182,0.7861645957113725,0.8877483471883124,-0.1966366466492879,-0.27199826277490324,-0.12644535263536386,-1.8693793551184543,-2.585824899497847,-1.2020868734036565,-68.00215915309039,-94.06420150956156,-43.72815108780126,-0.1841467253336062,-0.2616146325134405,-0.11529046296923372,-6.698680441382547,-9.516719989575863,-4.193905528164195,0.8035487987752933,0.7597082341736672,0.8974097694963232,-0.24447949088359336,-0.31629480242200825,-0.1143181565331701,-1.8429798591156803,-2.3843511302315705,-0.8617739641898319,-187.67615673275768,-242.80561407653468,-87.75702282992178,0.7861645957113725,-0.27199826277490324,-2.050426881195054,0.73911415034956085,-0.35297098496498047,-2.660830214393816,0.8877483471883124,-0.12644535263536386,-0.9531934042545656,-208.80110806466945,-270.960306964747,-97.0665381114629,-0.2074470220793736,-0.2764790841622453,-0.0914194400647338,-21.124951331911777,-28.154692888212352,-9.30951528154112,0.1491
17043846523,17043846523,Census Tract 8465.23; DuPage County; Illinois,1439,1202,514,Naperville city,Illinois,89298,0.7376038655752166,0.18907054942796991,17043,1439,1202,514,0.009571,0.007676560355,0.00345826479,0.7708337057982526,0.6740035062400439,0.8234857082966396,-0.29729667044648694,-0.4836718069591965,-0.21435015802335655,-4.094568636861546,-6.661451701880909,-2.952173776553384,-284.5426432843326,-462.922286440647,-205.15453624415457,0.7510291022985186,0.6479304215530042,0.8076471650256122,-0.33150632504054495,-0.5433755951806233,-0.23816444024574507,-4.565726886189837,-7.483732215100719,-3.280160003074925,-317.28470369630554,-520.0647821473746,-284.5426432843326,-0.4711582493282904,-0.8222805132198099,-0.3279862265215412,-32.74206041197293,-57.14249570672757,-22.792649515048033,0.8505765174194149,0.8050087120323438,0.8982163018692892,-0.17567318109595212,-0.2422225810145292,-0.11331758054144354,-0.7302443008311728,-1.0068791275650937,-0.47104240304710504,-60.752437673142495,-83.7669823265469,-39.188219887446344,0.8369215052247229,0.7877359003471722,0.8886260208758696,-0.19485518505285476,-0.26946099518795374,-0.12533279074402434,-0.8099807123919008,-1.1201047012681058,-0.5209876406695219,-67.3860825617222,-93.18674719368602,-43.34339772624974,-0.07973641156072808,-0.11322557370301212,-0.04994523762241681,-6.633644888579707,-9.419764867139111,-4.155177838803396,0.8050087120323438,0.7614429532097164,0.8982163018692892,-0.2422225810145292,-0.31329602012165475,-0.11331758054144354,-0.955750238925982,-1.236188405026821,-0.447123072602808,-185.94362625019104,-240.5035807445177,-86.98892463089649,0.7877359003471722,-0.26946099518795374,-1.0632262667396477,0.7409708260753181,-0.3495807996877224,-1.3793591473845106,0.8886260208758696,-0.12533279074402434,-0.49453211256004337,-206.85335928786915,-268.3578107751966,-96.21247326070882,-0.1074760278136655,-0.14317074235768956,-0.04740903995723539,-20.909733037678112,-27.854230030678902,-9.223548629812331,0.0215
17043841607,17043841607,Census Tract 8416.07; DuPage County; Illinois,3471,2336,1117,Naperville city,Illinois,31839,0.6929771991171011,0.23571795153876213,17043,3471,2336,1117,0.009571,0.007676560355,0.00345826479,0.7850050565700656,0.6928740544564809,0.834755713668174,-0.27387714465090846,-0.44326374117795686,-0.1979552623913068,-9.098456463696294,-14.725638593112174,-6.576260092541122,-262.12781514538443,-424.2477266814225,-189.46298163471977,0.7662309666084449,0.6679127421505309,0.8198140186623116,-0.30508951423130676,-0.49720156076109856,-0.21978885117346172,-10.1353607519969,-16.51750371515237,-7.301592457291352,-292.00117407078363,-475.8716138044474,-262.12781514538443,-1.0369042883006063,-1.7918651220401944,-0.7253323647502299,-29.8733589253992,-51.6238871230249,-20.896927823400457,0.8602661482981394,0.8173229839039653,0.904990161452619,-0.16243095462758292,-0.2235065203029933,-0.10498438833288384,-1.3121995307907202,-1.805598888110276,-0.8481170687361543,-56.17292511946576,-77.29447294992619,-36.306381367129894,0.8474149411989291,0.8010010457019061,0.896000482654177,-0.18005943886851036,-0.248437820856668,-0.11607082737026043,-1.4546113561877525,-2.007006562919194,-0.9376789391095688,-62.26932175461268,-85.91637683729427,-40.140365544074,-0.14241182539703212,-0.2014076748089182,-0.08956187037341434,-6.096396635146923,-8.621903887368074,-3.833984176944107,0.8173229839039653,0.7761072054443261,0.904990161452619,-0.2235065203029933,-0.288481788321362,-0.10498438833288384,-1.9165053641044707,-2.4736499589132404,-0.900211515594447,-171.57612928419613,-221.454785936727,-80.59189933701406,0.8010010457019061,-0.248437820856668,-2.1302842336445837,0.7566828432228775,-0.3215576498877411,-2.7572661416913027,0.896000482654177,-0.11607082737026043,-0.9952746030388134,-190.71479262708897,-246.8456706975204,-89.10247117625904,-0.21377886954011305,-0.28361618277806233,-0.09506308744436642,-19.13866334289284,-25.390884760793405,-8.51057183924498,0.2603
17043846519,17043846519,Census Tract 8465.19; DuPage County; Illinois,2249,1455,566,Naperville city,Illinois,145596,0.5246102187168246,0.25983368756327696,17043,2249,1455,566,0.009571,0.007676560355,0.00345826479,0.8408564189021632,0.7689500338621864,0.878681397204167,-0.18926368107603603,-0.30047461598684716,-0.13806893281438598,-4.073934613360588,-6.467769894073146,-2.9719584931686316,-181.14426915787405,-287.58425496101137,-132.1457755966488,0.8264070780950584,0.749010545769315,0.8673903279442182,-0.21005739968380796,-0.3350946867816014,-0.15288350328977832,-4.521523128468509,-7.212973114922904,-3.2908447744595666,-201.04593723737256,-320.71912471867074,-181.14426915787405,-0.4475885151079213,-0.7452032208497581,-0.318886281290935,-19.901668079498503,-33.13486975765932,-14.179025401998,0.8978274099837659,0.8655022539250683,0.9310096532154384,-0.11379981150061076,-0.15539849314658857,-0.07410271907094507,-0.572615077176845,-0.7819302947247998,-0.3728682292201823,-39.354988122119934,-53.74091372679036,-25.626682420631084,0.8882028163954074,0.8530903385850667,0.9243780033917564,-0.12586898120667864,-0.1722087975566542,-0.08180852024904202,-0.6333444268266325,-0.8665159687272943,-0.4116420890194292,-43.52882658602285,-59.55436211184153,-28.291552509926404,-0.06072934964978749,-0.0845856740024945,-0.03877385979924691,-4.1738384639029205,-5.813448385051169,-2.66487008929532,0.8655022539250683,0.8340206295662466,0.9310096532154384,-0.15539849314658857,-0.1990111090178611,-0.07410271907094507,-0.6751960660311661,-0.8646899669651601,-0.3219713614064292,-119.2925911715841,-152.77207896910954,-56.88539954177194,0.8530903385850667,-0.1722087975566542,-0.748235715107788,0.8190199345116591,-0.2209715024778369,-0.9601064087364792,0.9243780033917564,-0.08180852024904202,-0.35545255247667606,-132.19712281056323,-169.6301075506147,-62.80080432450107,-0.07303964907662186,-0.09541644177131914,-0.03348119107024688,-12.904531638979126,-16.85802858150515,-5.915404782729132,0.2704
17043846514,17043846514,Census Tract 8465.14; DuPage County; Illinois,2757,2126,690,Naperville city,Illinois,112225,0.6544012343293975,0.2219382534003929,17043,2757,2126,690,0.009571,0.007676560355,0.00345826479,0.7974647535318116,0.709611244430127,0.8446218874339078,-0.2539739161777375,-0.4092223141180319,-0.18396174060579348,-6.701672457739256,-10.798250280544096,-4.854243887915002,-243.07843517371256,-391.6666768423683,-176.06978193380496,0.7796194167260898,0.6856816663663805,0.8304788270381455,-0.28267713520959975,-0.45840270937865457,-0.20412461756122305,-7.459071388028104,-12.095985517843774,-5.38628670236853,-270.5502861091079,-438.73723314631025,-243.07843517371256,-0.7573989302888489,-1.297735237299678,-0.5320428144535274,-27.471850935395313,-47.07055630394189,-19.29788953404162,0.8687309139615359,0.8281193151283275,0.9108867388661877,-0.1511044259261576,-0.20755545937850448,-0.09783132999030672,-1.110960680177181,-1.5260039731616757,-0.7192824448556056,-52.255911579359406,-71.77817371409574,-33.83266438643488,0.8565915854258529,0.8126475038623723,0.902424375112824,-0.16741749161924335,-0.23054583352212848,-0.10812609630028736,-1.2308987590725144,-1.6950354329589552,-0.7949723560670107,-57.89740164969494,-79.72885385507786,-37.3928671715433,-0.11993807889533348,-0.16903145979727974,-0.07568991121140511,-5.641490070335535,-7.950680140982113,-3.560202785108425,0.8281193151283275,0.789010580923048,0.9108867388661877,-0.20755545937850448,-0.26741012627501093,-0.09783132999030672,-1.0993852875409,-1.416425081982922,-0.5181955954035526,-159.33120109288407,-205.27899738882925,-75.10081092805112,0.8126475038623723,-0.23054583352212848,-1.221161313882217,0.770532763725688,-0.29780334734215536,-1.5774127051572284,0.902424375112824,-0.10812609630028736,-0.5727251878977917,-176.97990056264015,-228.61053697930848,-83.0036504199698,-0.121776026341317,-0.16098762317430637,-0.05452959249423905,-17.64869946975609,-23.33153959047918,-7.902839491918703,0.0712
17043846510,17043846510,Census Tract 8465.10; DuPage County; Illinois,2481,1271,298,Naperville city,Illinois,82477,0.5920662406921366,0.25271837259607344,17043,2481,1271,298,0.009571,0.007676560355,0.00345826479,0.8180177414410332,0.7375156482783815,0.8608117175992345,-0.2224673736762529,-0.35590343382455475,-0.16169422366711672,-5.282632614202888,-8.451158729299472,-3.8395346039152938,-212.92352334554167,-340.6351765134813,-154.75754147179742,0.8017500490802231,0.7153990570101879,0.8480061211016096,-0.24727151703602832,-0.39782124424265086,-0.17923677095743307,-5.871623145778083,-9.446524426171749,-4.256093809522142,-236.6635689551827,-380.75471286464114,-212.92352334554167,-0.5889905315751953,-0.995365696872275,-0.4165592056068479,-23.740045609641086,-40.119536351159816,-16.789972011561787,0.8825855411897472,0.8458673642534,0.9204963422129288,-0.13303465027534353,-0.18221844494809689,-0.08637042228319945,-0.5847477586063213,-0.8009328925929996,-0.3796372654451429,-46.00690468971844,-63.015963225255675,-29.86917902794201,0.8716306417513076,0.8318260099715842,0.9129022422650208,-0.1472749489287902,-0.20217447881217465,-0.09540754059150872,-0.6473403440887734,-0.8886487324026984,-0.4193595082150283,-50.93157703294833,-69.91728815127446,-32.99445383281104,-0.06259258548245206,-0.08771583980969877,-0.03972224276988539,-4.9246723432299015,-6.901324926018786,-3.125274804869032,0.8458673642534,0.8103161318821188,0.9204963422129288,-0.18221844494809689,-0.23408625430830685,-0.08637042228319945,-0.4168456453506166,-0.5354992233231318,-0.19758227234405765,-139.88108904383105,-179.69772594735966,-66.30277595438177,0.8318260099715842,-0.20217447881217465,-0.4624973674750136,0.7934506741722538,-0.2603177898150043,-0.5955068770485353,0.9129022422650208,-0.09540754059150872,-0.21825571961450313,-155.20045888423277,-199.8345224995085,-73.24017436728293,-0.04565172212439705,-0.06000765372540351,-0.02067344727044548,-15.319369840401697,-20.13679655214883,-6.937398412901168,0.3422
17043846209,17043846209,Census Tract 8462.09; DuPage County; Illinois,2472,1809,702,Naperville city,Illinois,84001,0.7243544691839104,0.195398130728475,17043,2472,1809,702,0.009571,0.007676560355,0.00345826479,0.7750141845142687,0.6795517778011553,0.8268157324717565,-0.29029896482054524,-0.4715582133207392,-0.20945932778820137,-6.868331841759268,-11.156837206760589,-4.955705479316884,-277.84513922974384,-451.3283659692795,-200.47352262608757,0.755510694444427,0.6537998374709715,0.8112404641645246,-0.32360800098979525,-0.5295201110300057,-0.2326801289798506,-7.656407382714073,-12.528187421155751,-5.505098303760323,-309.72521774733303,-506.8036982668185,-277.84513922974384,-0.7880755409548046,-1.3713502143951644,-0.549392824443439,-31.88007851758918,-55.47533229753901,-22.224628820527467,0.8534418650368497,0.808645255194272,0.9002221119703533,-0.1717259733406941,-0.23663620552594009,-0.11083696645848735,-1.0743178618228757,-1.4803963396156978,-0.6933961735676404,-59.387388713260115,-81.83506576095621,-38.33035785337979,0.8400233096542647,0.7916511498227747,0.8908090978479701,-0.1904431561685808,-0.2631826533996292,-0.12257497416204537,-1.1914125764069623,-1.6464709441955974,-0.7668291615590881,-65.86028614742744,-91.01553035907116,-42.38967172797612,-0.11709471458408682,-0.16607460457989953,-0.0734329879914477,-6.47289743416732,-9.180464598114954,-4.059313874596335,0.808645255194272,0.7657675256800823,0.9002221119703533,-0.23663620552594009,-0.30587935171564573,-0.11083696645848735,-1.2752195839564404,-1.648367115964986,-0.5972943571337496,-181.6552113898063,-234.81013047934275,-85.08466625836888,0.7916511498227747,-0.2631826533996292,-1.4182769412943323,0.7456012707784487,-0.3411994308378056,-1.83870509279048,0.8908090978479701,-0.12257497416204537,-0.6605498393915897,-202.03375232112995,-261.92380239180625,-94.09541871675069,-0.14305735733789193,-0.19033797682549403,-0.06325548225784017,-20.37854093132364,-27.113671912463538,-9.010752458381791,0.0376
17197880303,17197880303,Census Tract 8803.03; Will County; Illinois,2944,1991,893,Naperville city,Illinois,92983,0.769092279133102,0.14539921321388374,17197,2944,1991,893,0.009716,0.007676560355,0.00345826479,0.7609886669659228,0.6609986054040334,0.8156253123075718,-0.31408001644363537,-0.5128624959635928,-0.22605317038383008,-8.983914638672168,-14.669869599742997,-6.46600318455472,-305.16014397663616,-498.2972010782268,-219.6332603449293,0.7404845610312615,0.6341917637118535,0.7991710898832423,-0.35046704904598597,-0.5768101341258546,-0.2512965154258753,-10.024725826074675,-16.49902170276307,-7.188061402776256,-340.51378485308004,-560.4287263166804,-305.16014397663616,-1.0408111874025074,-1.829152103020073,-0.7220582182215365,-35.35364087644387,-62.13152523845357,-24.526434042851104,0.8438052945697695,0.7964316141418168,0.8934672228677809,-0.1851075199876168,-0.2556005842102781,-0.11923523818845704,-1.2745402801061565,-1.759913590849569,-0.8209829286752193,-64.01508187373965,-88.39345006778348,-41.234702595440446,0.8295956586857546,0.7785084664763123,0.8834591790801207,-0.2054065007815976,-0.28450754623928937,-0.1319142114084144,-1.414306987956602,-1.9589497374304252,-0.9082827967751428,-71.03500692901065,-98.39024296486312,-45.619427261433586,-0.13976670785044565,-0.1990361465808561,-0.0872998680999234,-7.019925055271002,-9.996792897079663,-4.384724665993139,0.7964316141418168,0.7512629462144544,0.8934672228677809,-0.2556005842102781,-0.33109187008211827,-0.11923523818845704,-1.7521850471368696,-2.2696905242955334,-0.8173776366400669,-196.21333114634595,-254.16467237352,-91.53165023964915,0.7785084664763123,-0.28450754623928937,-1.9503471396918604,0.7300812012609487,-0.3697106544763311,-2.5344287946058772,0.8834591790801207,-0.1319142114084144,-0.904294133164118,-218.40393501588585,-283.81061529741066,-101.26474055589226,-0.19816209255499073,-0.2647382703103438,-0.08691649652405098,-22.190603869539835,-29.645942923890683,-9.73309031624311,0.061
17043846203,17043846203,Census Tract 8462.03; DuPage County; Illinois,2427,2088,1047,Naperville city,Illinois,113567,0.7598935660495948,0.16228973776176958,17043,2427,2088,1047,0.009571,0.007676560355,0.00345826479,0.7638516260841772,0.6647715653424379,0.8179137807331907,-0.30915477018281423,-0.5042761335390133,-0.22262275505809967,-7.181299581253648,-11.713738023445304,-5.171263237280422,-295.8920305419715,-482.6426874101897,-213.0722388661072,0.7435495382094445,0.6381748402426395,0.8016379671954419,-0.3449003040310114,-0.5669687003326417,-0.24744590566054964,-8.011626045580726,-13.170012184754771,-5.747875659988171,-330.104080988081,-542.6457430883714,-295.8920305419715,-0.8303264643270785,-1.4562741613094694,-0.5766124227077496,-34.21205044610954,-60.00305567818168,-23.758237441604845,0.8457777799073695,0.7989277500209137,0.8948519696164745,-0.1823436649157668,-0.25167763915300584,-0.11750326752769064,-1.3166775076085917,-1.8173282126026895,-0.8484742779284106,-63.05926760577546,-87.03679179131656,-40.63574128009629,0.831729103509166,0.7811928449347497,0.8849654550217335,-0.2023145466244703,-0.28009364971017686,-0.12998761061858782,-1.4608843862249052,-2.022516157979783,-0.9386219326475722,-69.9657273096219,-96.86380066952984,-44.95315769384924,-0.14420687861631354,-0.20518794537709328,-0.09014765471916164,-6.9064597038464335,-9.82700887821328,-4.317416413752952,0.7989277500209137,0.7542226788277164,0.8948519696164745,-0.25167763915300584,-0.32586837822789116,-0.11750326752769064,-2.0228234605491724,-2.619121042095236,-0.9444159085650722,-193.20185869619604,-250.15482732523745,-90.20209250860287,0.7811928449347497,-0.28009364971017686,-2.251213129983864,0.733245735505764,-0.36379927161831965,-2.923985237770174,0.8849654550217335,-0.12998761061858782,-1.0447570520166722,-215.0155807052401,-279.27270656830694,-99.78577383158284,-0.22838966943469163,-0.30486419567493783,-0.10034114345160006,-21.813722009044092,-29.117879243069517,-9.583681322979947,0.1164
