geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06037574000,06037574000,Census Tract 5740; Los Angeles County; California,3160,2710,1196,Long Beach city,California,66822,0.5349806454121022,0.2408535487797112,06037,3160,2710,1196,0.009245,0.009493868073,0.003212018401,0.8373042489209892,0.7640316756163215,0.8759102415282423,-0.19430899973178484,-0.3088462584922673,-0.14166949144840735,-5.6765819799643085,-9.022696364844796,-4.138760857072062,-179.63867025203507,-285.52836597610116,-130.97344484405258,0.8225676481303391,0.7437423309607706,0.8643817019819873,-0.21570548303590223,-0.3445516792195952,-0.15689630831731655,-6.301663122507455,-10.065801667057096,-4.58360013044375,-199.41971906669164,-318.5380274385157,-179.63867025203507,-0.6250811425431468,-1.0431053022123002,-0.44483927337168794,-19.781048814656547,-33.00966146241456,-14.07719219530658,0.8954671743128096,0.8624542749535234,0.9293856006981988,-0.11673551938674902,-0.15948175925487612,-0.07597965715065116,-1.0161324844286366,-1.3882201158998937,-0.6613702341165152,-37.49566363205301,-51.22583453505142,-24.40480568695628,0.8856347265848069,0.849786225422992,0.9226044254780096,-0.12913368229835517,-0.17676654443561635,-0.08388814575855866,-1.124053159711565,-1.5386767361367206,-0.7302102257441261,-41.47797637312048,-56.7777393408384,-26.94502678022605,-0.10792067528292848,-0.15045662023682715,-0.0688399916276109,-3.982312741067472,-5.55190480578698,-2.540221093269775,0.8624542749535234,0.830331783300054,0.9293856006981988,-0.15948175925487612,-0.2043378563995468,-0.07597965715065116,-1.8108621437692256,-2.3201881545683913,-0.8627236460991836,-151.40987824157403,-193.9956650976916,-72.13408412200532,0.849786225422992,-0.17676654443561635,-2.0071251100998335,0.8150360683591819,-0.22693956601599816,-2.5768230231585134,0.9226044254780096,-0.08388814575855866,-0.952521894509539,-167.8198252591834,-215.45343002997603,-79.64229887203503,-0.1962629663306079,-0.2566348685901221,-0.08979824841035533,-16.40994701760936,-21.457764932284455,-7.50821475002971,0.028
06037571400,06037571400,Census Tract 5714; Los Angeles County; California,3213,2373,820,Long Beach city,California,76767,0.4350183013666371,0.2617166141159488,06037,3213,2373,820,0.009245,0.009493868073,0.003212018401,0.8721785188051423,0.8127807170834255,0.9029898919108226,-0.14655426433795823,-0.23034414938926012,-0.10743210855206112,-4.353274980433614,-6.84218522712622,-3.1911832273705056,-135.4894173804424,-212.953166110371,-99.3209843563805,0.860331698738821,0.7961056951108024,0.8938222836102897,-0.16234238662358,-0.2561146166161008,-0.11879063471190458,-4.822248285608345,-7.607675953168732,-3.5285789897498354,-150.0855364334997,-236.77796306158515,-135.4894173804424,-0.4689733051747309,-0.7654907260425121,-0.3373957623793298,-14.596119053057295,-23.824796951214196,-10.500957434775282,0.9184786678305984,0.8922868412489129,0.9451588165782682,-0.08875691404129274,-0.12071584357371395,-0.05802324695046682,-0.6765158199697098,-0.9201106052494394,-0.4422601316415518,-28.50888411166076,-38.77415108510069,-18.637173689066657,0.9107013522482266,0.882175388202253,0.939842908490153,-0.09805480965996592,-0.13356143616504265,-0.06400760272425605,-0.7473854930132438,-1.0180212491557443,-0.4878736074707361,-31.49538529343631,-42.90017906261039,-20.55935977542082,-0.07086967304353398,-0.0979106439063051,-0.04561347582918423,-2.9865011817755573,-4.126027977509697,-1.9221860863541609,0.8922868412489129,0.8665793463079343,0.9451588165782682,-0.12071584357371395,-0.15396242047598416,-0.05802324695046682,-0.939769440431991,-1.1985931047229728,-0.45170934240616184,-114.60602932097451,-146.16989081987472,-55.086505171483154,0.882175388202253,-0.13356143616504265,-1.0397720167648872,0.854258221950011,-0.1706062339292503,-1.3281647234316565,0.939842908490153,-0.06400760272425605,-0.4982973834651275,-126.8014654591326,-161.97130773556785,-60.76797359330823,-0.10000257633289622,-0.12957161870868372,-0.04658804105896563,-12.195436138158076,-15.801416915693135,-5.681468421825077,0.4367
06037571300,06037571300,Census Tract 5713; Los Angeles County; California,2996,2078,848,Long Beach city,California,70001,0.4613607494978408,0.2450287240366217,06037,2996,2078,848,0.009245,0.009493868073,0.003212018401,0.8628497842272893,0.7996401838885133,0.8957735606302124,-0.15895028112631826,-0.2505624656544537,-0.11635355624524142,-4.402608065642386,-6.940084184946373,-3.2227631279518216,-146.94953490128125,-231.6449994975425,-107.56886274872568,0.8502149051256465,0.7819591599773194,0.8859680566197045,-0.17617321687887605,-0.27883916601092684,-0.1287088654362659,-4.8796492845754464,-7.723292796953972,-3.564980729031001,-162.8721390045209,-257.7868089771019,-146.94953490128125,-0.4770412189330608,-0.7832086120075994,-0.34221760107917953,-15.92260410323968,-26.14180947955939,-11.42248334710212,0.9123578221131408,0.8843265467323423,0.9409764068338408,-0.09606118976858052,-0.1308040041261685,-0.0627259012420506,-0.6411675424316406,-0.8730610360733295,-0.4186686844402351,-30.855030915863363,-42.01448681777332,-20.14767490087753,0.9040276626758244,0.8735221634477659,0.9352691469964556,-0.10616084140623296,-0.14479064395232957,-0.0692109359230147,-0.7085784170577981,-0.9664159019231108,-0.4619535298496524,-34.0990576062463,-46.5070212667522,-22.23067997351551,-0.06741087462615747,-0.09335486584978114,-0.04328484540941729,-3.2440266903829387,-4.492534448978881,-2.0830050726379836,0.8843265467323423,0.8568764576582105,0.9409764068338408,-0.1308040041261685,-0.16702937869589407,-0.0627259012420506,-1.0530768928877046,-1.3447201430345708,-0.5049936936169428,-124.18359585939912,-158.5754885653975,-59.55114311520552,0.8735221634477659,-0.14479064395232957,-1.165680534561136,0.8437427070849967,-0.18519542936833036,-1.4909713860753993,0.9352691469964556,-0.0692109359230147,-0.5572034116429403,-137.46232718881322,-175.8220974145518,-65.70794948619579,-0.11260364167343152,-0.14625124304082848,-0.0522097180259975,-13.278731329414097,-17.246608849154303,-6.156806370990272,0.3676
06037553902,06037553902,Census Tract 5539.02; Los Angeles County; California,3902,2225,587,Long Beach city,California,48904,0.3527721628592344,0.21659461426263735,06037,3902,2225,587,0.009245,0.009493868073,0.003212018401,0.9019586175937548,0.8552137885137623,0.9258968926656072,-0.10869831552560576,-0.16929826603691128,-0.08003386545671828,-3.9211819472875473,-6.107263956032877,-2.887140862147001,-100.49159270342253,-156.5162469511245,-73.99130861473606,0.8926994630219907,0.8419419788177029,0.9187955630000296,-0.12019782852201193,-0.18773030108826505,-0.08838139872467786,-4.3360152641247725,-6.772181004155063,-3.188269693780042,-111.1228924686,-173.55666335610104,-100.49159270342253,-0.41483331683722513,-0.6649170481221853,-0.30112883163304094,-10.631299765177475,-17.040416404976558,-7.717294506228625,0.9378546200340322,0.9176044483285444,0.9583371004372176,-0.06626334043512279,-0.08979419380708403,-0.04347415908637451,-0.4735669280562854,-0.641735841255174,-0.31069855267139573,-21.283906878934175,-28.842060281131417,-13.963979895343629,0.9318565761218806,0.9097478989875678,0.9542674967804908,-0.07312651498550647,-0.09920561631730192,-0.0479241966993548,-0.5226162586091492,-0.7089968398335262,-0.34250181867452323,-23.488371173444907,-31.86502650937197,-15.393340165147112,-0.04904933055286376,-0.06726099857835222,-0.03180326600312749,-2.2044642945107307,-3.022966228240549,-1.4293602698034829,0.9176044483285444,0.8975863292307041,0.9583371004372176,-0.08979419380708403,-0.11409896456095953,-0.04347415908637451,-0.5004141128490736,-0.6358621833660918,-0.2422771654680338,-85.24942297258494,-108.3240516807652,-41.273793095065386,0.9097478989875678,-0.09920561631730192,-0.5528630346158497,0.8879404738794294,-0.12620161983492012,-0.7033090777059278,0.9542674967804908,-0.0479241966993548,-0.2670767825683196,-94.18450334171204,-119.81415293116316,-45.498600096817654,-0.05244892176677618,-0.06744689433983597,-0.02479961710028583,-8.935080369127117,-11.49010125039795,-4.224807001752271,0.8548
06037575901,06037575901,Census Tract 5759.01; Los Angeles County; California,2432,1411,568,Long Beach city,California,33483,0.35683750310494833,0.26736397712971494,06037,2432,1411,568,0.009245,0.009493868073,0.003212018401,0.9004630108515672,0.8530652480770937,0.9247510914833398,-0.11053978669740218,-0.17224327477190515,-0.08137206780254543,-2.485358877738519,-3.872690231047552,-1.829556552941583,-102.1940328017483,-159.23890752662632,-75.22847668345325,0.8910713193170496,0.8396155536462864,0.91754492583338,-0.12224462657650947,-0.19102129022883785,-0.08986489036678863,-2.748528624805987,-4.294892126098753,-2.020507816624417,-113.015157269983,-176.59918281656056,-102.1940328017483,-0.2631697470674679,-0.42220189505120054,-0.19095126368283388,-10.821124468234698,-17.360275289934233,-7.85161446064284,0.9368873544811414,0.916336314429028,0.9576814159412294,-0.06736417693865783,-0.09130237910859525,-0.04418858229297376,-0.3053050909881114,-0.413796804591911,-0.2002696351486188,-21.637497589518883,-29.326492175188587,-14.19345394391345,0.9307994433031072,0.908364990872827,0.9535493312284364,-0.07434529231272677,-0.1008790629844982,-0.048713440668793,-0.3369446086269814,-0.45719984868698504,-0.2207770080717049,-23.879844693620228,-32.40254065818463,-15.646846780418487,-0.03163951763886996,-0.04340304409507406,-0.02050737292308607,-2.242347104101344,-3.0760484829960357,-1.4533928365050373,0.916336314429028,0.8960279426761011,0.9576814159412294,-0.09130237910859525,-0.11603662382824044,-0.04418858229297376,-0.49234963746056354,-0.625729474212613,-0.2382876841135213,-86.68127420080344,-110.16363982616429,-41.95205706223967,0.908364990872827,-0.1008790629844982,-0.5439920686919242,0.8862448177725426,-0.12835638634634364,-0.6921640038339484,0.9535493312284364,-0.048713440668793,-0.26268806012393425,-95.77325153026834,-121.85985982992048,-46.247897909143354,-0.05164243123136064,-0.06643452962133534,-0.02440037601041295,-9.091977329464902,-11.69622000375622,-4.295840846903689,0.9216
06037576401,06037576401,Census Tract 5764.01; Los Angeles County; California,2602,1625,793,Long Beach city,California,28292,0.31258631068855003,0.17852993975698422,06037,2602,1625,793,0.009245,0.009493868073,0.003212018401,0.916876978604447,0.8767453988052092,0.9372997860828426,-0.09065885973282076,-0.14058197666364358,-0.06689451427188921,-2.1808432937142723,-3.3817683338125115,-1.609180319122288,-83.81411582299279,-129.96803742553848,-61.84397844436157,0.9089545652200788,0.8652883268206684,0.93125017999759,-0.10016500083024175,-0.1556841448148309,-0.07382529580030586,-2.409518175821872,-3.745058388751715,-1.7759036648712996,-92.60254326755847,-143.92999188131114,-83.81411582299279,-0.22867488210759968,-0.363290054939204,-0.1667233457490116,-8.788427444565707,-13.961954455772634,-6.4075075230211995,0.9474699212797912,0.9302347455804468,0.9648427363327796,-0.05544247636827783,-0.07499747214454025,-0.03643833584823126,-0.2893836632243636,-0.39145154840471585,-0.19019098352529729,-17.808225429191605,-24.08932605567482,-11.704060524633675,0.9423711341798814,0.9235317119193452,0.9613957210317612,-0.06115304653327626,-0.08279985093498658,-0.04015441105438773,-0.3191901549559005,-0.4321762978052552,-0.2095871491805182,-19.642471074209254,-26.595464480323397,-12.89767071880112,-0.02980649173153687,-0.04072474940053933,-0.01939616565522095,-1.834245645017654,-2.506138424648574,-1.1936101941674433,0.9302347455804468,0.9131375354687042,0.9648427363327796,-0.07499747214454025,-0.09512528086660038,-0.03643833584823126,-0.5646287723345647,-0.716163745494978,-0.2743310174008199,-71.20161063487575,-90.31068669545748,-34.59407533427741,0.9235317119193452,-0.08279985093498658,-0.6233700529639769,0.9048775526986376,-0.10512189966219922,-0.7914246634520176,0.9613957210317612,-0.04015441105438773,-0.30230800011180037,-78.60908612408284,-99.80134469760624,-38.12206810993699,-0.05874128062941219,-0.0752609179570396,-0.02797698271098048,-7.407475489207086,-9.49065800214875,-3.5279927756595817,0.952
06037575002,06037575002,Census Tract 5750.02; Los Angeles County; California,3387,2144,952,Long Beach city,California,48386,0.41113396779909034,0.24956966541607936,06037,3387,2144,952,0.009245,0.009493868073,0.003212018401,0.8807239041826314,0.8248816160179342,0.9095830777211348,-0.1354296110857404,-0.21229517130887116,-0.09940479819105195,-4.240682357449738,-6.647559424587991,-3.112644055868745,-125.204675448767,-196.26688587505143,-91.89973592762756,0.8696084723462206,0.8091532580259506,0.9010037720315428,-0.14994279816752532,-0.2358598202269473,-0.10987326695119704,-4.695131099602059,-7.385434916699658,-3.440441281488447,-138.62211690587716,-218.0524037998127,-125.204675448767,-0.4544487421523211,-0.7378754921116668,-0.3277972256197019,-13.41744145711016,-21.785517924761347,-9.678099368754117,0.924063841366308,0.8995662501830536,0.9489670161539702,-0.08217631210568072,-0.11164686291477594,-0.05377740530209294,-0.5659127162513373,-0.7688636522382203,-0.3703417289926385,-26.395182660976555,-35.86117780961848,-17.273401538835753,0.9167948695541336,0.8900952195872915,0.9440092056466524,-0.09075654021311408,-0.12347530690443184,-0.05931170376139879,-0.625001035864527,-0.8503210296221615,-0.4084540486307311,-29.151167717561897,-39.66049578461574,-19.051028387627387,-0.05908831961318972,-0.08145737738394121,-0.03811231963809264,-2.7559850565853417,-3.799317974997258,-1.7776268487916345,0.8995662501830536,0.8754717587695663,0.9489670161539702,-0.11164686291477594,-0.14224130017106687,-0.05377740530209294,-1.0090824790878934,-1.2855999717150082,-0.4860489228664977,-105.99605872771988,-135.0420138356101,-51.05555912463211,0.8900952195872915,-0.12347530690443184,-1.1159898768707164,0.8639057311990082,-0.15753370291004742,-1.4238151912401664,0.9440092056466524,-0.05931170376139879,-0.5360688111421902,-117.22582740238616,-149.56041924791666,-56.30974906955779,-0.106907397782823,-0.13821521952515825,-0.05001988827569254,-11.22976867466628,-14.51840541230654,-5.254189944925686,0.6385
06059099510,06059099510,Census Tract 995.10; Orange County; California,1210,1207,1161,Long Beach city,California,61543,0.3967835128978879,0.2691321895251993,06059,1210,1207,1161,0.009319,0.009493868073,0.003212018401,0.885898451618205,0.8322386862645959,0.913567598934192,-0.12879754804105836,-0.2015783650822348,-0.0946097488206058,-1.4523198637354937,-2.272995628883628,-1.0668185816036626,-120.02643501946228,-187.85087842013456,-88.16682492592253,0.8752302850739538,0.8170952576795564,0.9053463542933636,-0.1425564414918567,-0.22384751422969845,-0.10454965136576386,-1.607465008697761,-2.5241023319789373,-1.1789008233038394,-132.84834782626126,-208.603498510656,-120.02643501946228,-0.1551451449622676,-0.25110670309530914,-0.11208224170017678,-12.821912806798975,-20.752620090521415,-9.26299518183279,0.9274359084297176,0.9039684757612716,0.9512624767482276,-0.07824162393403981,-0.1062332667716716,-0.05123456926249804,-0.3033354377109113,-0.4118564116564239,-0.19863161974081245,-25.13135358002579,-34.12232076689511,-16.456637923845275,0.92047563576093006,0.8948878549788121,0.9465213241549488,-0.08639486060196422,-0.11745845519791598,-0.05650023351855981,-0.3349447715804442,-0.4553754143746295,-0.2190461061949502,-27.750188200533906,-37.727871944874025,-18.14797897224111,-0.03160933386953291,-0.04351900271820552,-0.02041448645413773,-2.6188346205081117,-3.6055511779789167,-1.6913410483958355,0.9039684757612716,0.8808584219692251,0.9512624767482276,-0.1062332667716716,-0.1352562171846242,-0.05123456926249804,-1.1709435234648091,-1.4908455358064785,-0.5647269342133144,-100.85646196940648,-128.41046820038574,-48.64142413551373,0.8948878549788121,-0.11745845519791598,-1.294671825218286,0.8697545755342955,-0.14974962837728562,-1.6505974335376776,0.9465213241549488,-0.05650023351855981,-0.6227670909810422,-111.51350777073954,-142.17032157947267,-53.640576311889944,-0.12372830175347692,-0.15975189773119913,-0.05804015676772778,-10.65704580133307,-13.75985337908692,-4.999152176376208,0.5261
06037573003,06037573003,Census Tract 5730.03; Los Angeles County; California,1225,849,285,Long Beach city,California,31923,0.4285907884627063,0.24008311183703016,06037,1225,849,285,0.009245,0.009493868073,0.003212018401,0.8744699796851318,0.8160196226501801,0.9047594696197652,-0.14354983387773634,-0.2254607269765258,-0.10526613268857032,-1.6257198123945988,-2.5533709156000266,-1.192152110964645,-132.71182141996724,-208.4384420897981,-97.31853967058326,0.8628183946095992,0.7995960913408421,0.8957492455640426,-0.15899244411968244,-0.2506314260780099,-0.11638385960382472,-1.8006093037109183,-2.838432229261722,-1.3180617579957654,-146.9885145886464,-231.70875340912016,-132.71182141996724,-0.1748894913163197,-0.2850613136616955,-0.1259096470311205,-14.276693168679158,-23.270311319322083,-10.278338533152697,0.919978365452628,0.8942399899342779,0.9461821356576864,-0.08698208300583402,-0.11826803906800784,-0.0568789689787421,-0.237200455445069,-0.3225173709583973,-0.15510915444619405,-27.938805117204826,-37.987911773662816,-18.269629498962782,0.9123371843724108,0.8842997375502609,0.9409622889919558,-0.09608598348196416,-0.13083828654100785,-0.06274184597906764,-0.262026825021891,-0.35679648135234865,-0.17109724126405468,-30.86299470222509,-42.02549839250278,-20.15279637974731,-0.02482636957682202,-0.03427911039395137,-0.01598808681786065,-2.9241895850202617,-4.037586618839973,-1.883166880784529,0.8942399899342779,0.8689634622173847,0.9461821356576864,-0.11826803906800784,-0.15079637232184848,-0.0568789689787421,-0.32000403064676175,-0.40801764644252614,-0.15390040686954456,-112.28211601640764,-143.1640864710618,-54.0001427612437,0.8842997375502609,-0.13083828654100785,-0.3540160079255445,0.8568438173840933,-0.1670738350577778,-0.4520604303192808,0.9409622889919558,-0.06274184597906764,-0.1697639003887998,-124.21614313177,-158.61769484887046,-59.566280838175366,-0.03401197727878274,-0.04404278387675464,-0.01586349351925523,-11.934027115362364,-15.453608377808647,-5.566138076931659,0.6767
06037576903,06037576903,Census Tract 5769.03; Los Angeles County; California,3009,1574,436,Long Beach city,California,28320,0.3256569996280175,0.180074468126059,06037,3009,1574,436,0.009245,0.009493868073,0.003212018401,0.9119978120098212,0.8696832800464267,0.9335756000193706,-0.09649385868179142,-0.14984388333488088,-0.0711505313327075,-2.6842859420511034,-4.1683878646058,-1.9792800664721804,-89.20857235131616,-138.53067014309738,-65.77866621708807,0.9036352750307146,0.8576246059036735,0.9271808255762428,-0.10664117219860628,-0.16601132140595062,-0.0785382661235471,-2.9665659896611305,-4.618136971191623,-2.184793587369388,-98.58976369761152,-153.47746663980135,-89.20857235131616,-0.2822800476100271,-0.44974910658582257,-0.20551352089720787,-9.381191346295353,-14.946796496703971,-6.829960814131202,0.9443317182596797,0.9261077040606656,0.9627219076602672,-0.05894992264255626,-0.07978801560049872,-0.03872155816037352,-0.29803412388176675,-0.4033856239294332,-0.19576523843192903,-18.934823626541725,-25.6280574288077,-12.437435732651146,0.938938257017789,0.9190256796133426,0.9590713997478528,-0.06503275644146443,-0.08810887680605983,-0.04267523800929471,-0.328787209903075,-0.44545354307460494,-0.21575392471107915,-20.888641035773503,-28.300733359250632,-13.707364975290924,-0.03075308602130821,-0.04206791914517177,-0.01998868627915009,-1.95381740923178,-2.6726759304429333,-1.2699292426397777,0.9261077040606656,0.9080500710215008,0.9627219076602672,-0.07978801560049872,-0.10126085764748743,-0.03872155816037352,-0.3302686457480739,-0.4191517494303385,-0.16028117103343412,-75.74968939176007,-96.1357223464079,-36.76173647555828,0.9190256796133426,-0.08810887680605983,-0.36471140687122655,0.8993335109675803,-0.11193454686695044,-0.46333363385391624,0.9590713997478528,-0.04267523800929471,-0.17664674272483596,-83.64940524569415,-106.2691820765863,-40.515307964411925,-0.03444276112315264,-0.04418188442357779,-0.01636557169140184,-7.899715853934092,-10.133459730178393,-3.753571488853635,0.9044
06037543305,06037543305,Census Tract 5433.05; Los Angeles County; California,2354,1796,826,Long Beach city,California,181101,0.3032664601117693,0.24072660883691355,06037,2354,1796,826,0.009245,0.009493868073,0.003212018401,0.9203719260307852,0.8818159283094872,0.939964328509527,-0.08651727819710935,-0.13402351658251546,-0.06387015939814407,-1.8828521657385773,-2.9167176050358066,-1.3899890340387715,-79.98522369322758,-123.90474108053552,-59.04796236358418,0.9127665144595836,0.8707946119611402,0.934162672728238,-0.09557042700242392,-0.1483764211033333,-0.0704773688714012,-2.079873398838461,-3.2290759908381443,-1.5337799498587088,-88.35485976374092,-137.17400131003163,-79.98522369322758,-0.19702123309988373,-0.31235838580233777,-0.14379091581993708,-8.369636070513328,-13.269260229496082,-6.108365158026214,0.9497139350880142,0.9331886954341428,0.9663578128503212,-0.05294864385382068,-0.07159463556807753,-0.03481338558276835,-0.3054493449861758,-0.4130140631961672,-0.20083093822695625,-17.00720183664676,-22.996328685755415,-11.182123509296003,0.9448265561843326,0.9267581545186844,0.9630564814527348,-0.05839531441462066,-0.07903016026803018,-0.03836069769400975,-0.33687001667976807,-0.4559080069107461,-0.22129461929557023,-18.756682443194215,-25.384632901489205,-12.321526686835758,-0.03142067169359225,-0.04289394371457888,-0.02046368106861398,-1.7494806065474526,-2.388304215733791,-1.1394031775397542,0.9331886954341428,0.91678247083676,0.9663578128503212,-0.07159463556807753,-0.09077129178450172,-0.03481338558276835,-0.561440480499537,-0.7118225726087425,-0.27300430785515567,-67.97100248178414,-86.1770669017848,-33.05136898972829,0.9267581545186844,-0.07903016026803018,-0.6197493820978707,0.9088515054762236,-0.10028975467891868,-0.7864657401960256,0.9630564814527348,-0.03836069769400975,-0.30082209895660533,-75.03019153727247,-95.21376999951885,-36.419140309516386,-0.05830890159833368,-0.07464316758728307,-0.02781779110144966,-7.059189055488339,-9.036703097734028,-3.367771319788095,0.9081
