geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
41047001802,41047001802,Census Tract 18.02; Marion County; Oregon,5569,3282,1102,Salem city,Oregon,191636,0.7397950565598619,0.19973477822560984,41047,5569,3282,1102,0.012619,0.007941291117,0.00365738419599999,0.7701445126868899,0.673090305915797,0.8229362813218913,-0.298457605717643,-0.4856847457332109,-0.2151609094129248,-20.974171216362173,-34.131597985882756,-15.12047830794518,-376.6236526550938,-612.885580640739,-271.5115515881699,0.75029050066771,0.6469648254068803,0.8070544392980106,-0.33281708766146545,-0.5456790859860019,-0.23907378648436245,-23.388791059814984,-38.34771290595344,-16.80096078975752,-419.9818829200034,-688.592438605736,-376.6236526550938,-2.4146198434528117,-4.21611492007068,-1.6804824818123425,-43.35823026490953,-75.70685796499694,-30.175659576447163,0.8501035728900437,0.8044088768514301,0.8978850110596694,-0.1763272522198241,-0.24314888706119345,-0.1137283590688479,-2.116550331355866,-2.9186461593389454,-1.3651423307591604,-64.48965055928903,-88.92888968125976,-41.59483030954176,0.8364096323050004,0.7870902632250973,0.8882654985562857,-0.1955864224616505,-0.2705023130415899,-0.12578953209971397,-2.347728454100944,-3.246983963584597,-1.509919042547277,-71.53346904634198,-98.93308846997552,-46.00606467237285,-0.231178122745078,-0.32833780424565173,-0.14477671178811669,-7.043818487052955,-10.004198788715776,-4.4112343628311,0.8044088768514301,0.7607301107097928,0.8978850110596694,-0.24314888706119345,-0.3145266447609895,-0.1137283590688479,-2.127869538814096,-2.752517910410487,-0.99527130840212,-193.0916096927492,-249.77476501002604,-90.3150007624428,0.7870902632250973,-0.2705023130415899,-2.3672476524850143,0.7402078170553958,-0.35097195268496034,-3.0714618360908883,0.8882654985562857,-0.12578953209971397,-1.1008222858502994,-214.8137615685131,-278.717045017322,-99.89312938750447,-0.23937811367091832,-0.3189439256804012,-0.10555097744817954,-21.722151875763913,-28.942280007295935,-9.578128625061664,0.7715
41053005100,41053005100,Census Tract 51; Polk County; Oregon,1636,1036,347,Salem city,Oregon,61891,0.5960818403643878,0.26918564255036287,41053,1636,1036,347,0.013871,0.007941291117,0.00365738419599999,0.8166779060552604,0.7356854410429959,0.8597594853466913,-0.22447294408909255,-0.35927659324381905,-0.16311598422988932,-5.093954643404237,-8.153047922311883,-3.701583853025572,-311.36642074598024,-498.3525624885014,-226.25818172527943,0.8003056579414469,0.713446444144247,0.8468659538637663,-0.2495225918709716,-0.4016469045542214,-0.1808244214300627,-5.662405198333916,-9.114555532585143,-4.10344063923787,-346.1127871842247,-557.1244213071604,-311.36642074598024,-0.5684505549296794,-0.9615076102732624,-0.4018567862122975,-34.746366438244465,-58.77185881865907,-24.56337324036048,0.8816864095930187,0.8447126645475144,0.9198742510827456,-0.13419010332890827,-0.1838345060632755,-0.08710511118551463,-0.5084530146490472,-0.6965581401728804,-0.33004562389419007,-49.0784763174756,-67.235341715529,-31.8576857040724,0.8706539230652245,0.830577010337406,0.9122236104397567,-0.1485619871548958,-0.20398227684362355,-0.09622244870194575,-0.562908801448751,-0.7728990515932762,-0.3645916718575022,-54.33482639466709,-74.60415555919654,-35.19224631829171,-0.05445578679970375,-0.07634091142039579,-0.03454604796331206,-5.256350077191482,-7.368813843667547,-3.334560614219311,0.8447126645475144,0.8089264622269928,0.9198742510827456,-0.1838345060632755,-0.2362063137939355,-0.08710511118551463,-0.5065795155094351,-0.6508967362243497,-0.24002928485888017,-145.9883329998372,-187.57831015110943,-69.17270457028246,0.830577010337406,-0.20398227684362355,-0.5620992771639247,0.7919539821385629,-0.2626996297179255,-0.7239024598635982,0.9122236104397567,-0.09622244870194575,-0.26515327556506424,-161.98826431237023,-208.61742359181503,-76.413047713275,-0.05551976165448957,-0.07300572363924851,-0.02512399070618409,-15.999931312533018,-21.03911344070562,-7.2403431429925345,0.8038
41047002201,41047002201,Census Tract 22.01; Marion County; Oregon,1424,1138,403,Salem city,Oregon,6843,0.6145073821234386,0.21843828785585387,41047,1424,1138,403,0.012619,0.007941291117,0.00365738419599999,0.8105581655686933,0.7273456118484443,0.8549477944390972,-0.23371775460233993,-0.3748622164071958,-0.16966206182924506,-4.199780907745545,-6.736070103791583,-3.0487349549098988,-294.92843453269273,-473.0386308842404,-214.09655582232435,0.7937113738143154,0.7045550065556953,0.8416539304872515,-0.2599038302731248,-0.4193355957948895,-0.188136790879214,-4.670330442324384,-7.535232537870052,-3.3807157856852377,-327.9726434216562,-529.159588333571,-294.92843453269273,-0.4705495345788391,-0.7991624340784691,-0.3319808307753389,-33.04420888896342,-56.1209574493307,-23.31326058815582,0.8775724825376193,0.8394345128940242,0.9170251777523976,-0.1395070149742674,-0.19127815766403533,-0.09048259988997397,-0.5806425955461478,-0.7961194349819397,-0.3765979199079624,-51.02307517980209,-69.95777108804391,-33.09296308505821,0.8661862723490721,0.8248699890809641,0.9091161769981332,-0.15448608679519818,-0.2123122591890614,-0.09996942668203512,-0.6429870385304787,-0.8836655365648968,-0.41608307219980367,-56.50149723466421,-77.6507501375129,-36.56266012300559,-0.06234444298433084,-0.08754610158295706,-0.03948515229184124,-5.478422054862112,-7.692979049468986,-3.4696970379473853,0.8394345128940242,0.8025804697832234,0.9170251777523976,-0.19127815766403533,-0.24598097966438123,-0.09048259988997397,-0.6121552003364122,-0.7872228472101623,-0.2895751126999741,-151.8995534333529,-195.3406568759708,-71.85486667493154,0.8248699890809641,-0.2123122591890614,-0.6794714835451028,0.7851225406488793,-0.2736865243653954,-0.875890019008564,0.9091161769981332,-0.09996942668203512,-0.31993618699289617,-168.60334579282946,-217.3424364785519,-79.38863200816283,-0.06731628320869054,-0.08866717179840167,-0.03036107429292206,-16.703792359476562,-22.00177960258106,-7.5337653332312815,0.2875
41047002101,41047002101,Census Tract 21.01; Marion County; Oregon,1443,746,364,Salem city,Oregon,6987,0.6104304893442161,0.23355719442336,41047,1443,746,364,0.012619,0.007941291117,0.00365738419599999,0.8119082755147328,0.7291827255993084,0.8560101188579153,-0.23166622407687745,-0.3713983681910586,-0.16821048953743126,-4.2184605457864865,-6.762873479836884,-3.0629813056633157,-292.3396081626117,-468.66760082029685,-212.26481674728456,0.7951657487787183,0.7065127582881913,0.8428043885182883,-0.2575994395330574,-0.41540260705680465,-0.1865149418100125,-4.690684093535822,-7.564156214263088,-3.39629104916089,-325.06473274676523,-524.1965498449819,-292.3396081626117,-0.4722235477493353,-0.8012827344262039,-0.3333097434975745,-32.72512458415352,-55.528949024684955,-23.098388322770234,0.8784810859605513,0.8405995245732624,0.917654811398076,-0.13832843527482114,-0.1896271301219908,-0.08973438332053026,-0.37741649384152864,-0.5173802945553895,-0.24483206408415775,-50.592023303153965,-69.35392688410046,-32.81931153943134,0.8671728194584526,0.8261293545170645,0.9098028241841072,-0.1531726751127851,-0.21046419005965009,-0.0991392567909204,-0.41791764562754086,-0.5742323083008859,-0.2704924018387623,-56.02113212165427,-76.97484025481045,-36.259035099029795,-0.04050115178601221,-0.05685201374549642,-0.02566033775460452,-5.429108818500296,-7.620913370709975,-3.4397235595984617,0.8405995245732624,0.8039803010491706,0.917654811398076,-0.1896271301219908,-0.24381156938177395,-0.08973438332053026,-0.5481418648087086,-0.704769028655805,-0.2593888974596192,-150.58842439799687,-193.61786501533103,-71.26068611528,0.8261293545170645,-0.21046419005965009,-0.6083740946800968,0.7866289919121351,-0.27124732279343455,-0.7840756396234702,0.9098028241841072,-0.0991392567909204,-0.28657490654509743,-167.13574029672992,-215.40539550095332,-78.72936992997182,-0.06023222987138821,-0.07930661096766511,-0.02718600908547824,-16.547315898733025,-21.787530485622284,-7.468683814691826,0.5138
41047000300,41047000300,Census Tract 3; Marion County; Oregon,3207,1647,777,Salem city,Oregon,97027,0.5623423308725352,0.26879309263385487,41047,3207,1647,777,0.012619,0.007941291117,0.00365738419599999,0.828003944289463,0.751205384095871,0.868640607157763,-0.20772371544453497,-0.3311938667792843,-0.15122409862008604,-8.40639866757904,-13.40312864347514,-6.11990815986138,-262.1265565194587,-417.933540488779,-190.82969004868664,0.8125229678367856,0.7300196684169812,0.856493636556549,-0.2307344402366157,-0.3698261064232153,-0.16755099783391816,-9.337622749616154,-14.966541887713255,-6.780643615623547,-291.1637901345854,-466.68356369545546,-262.1265565194587,-0.9312240820371134,-1.5634132442381148,-0.6607354557621674,-29.037233615126706,-48.75002320667648,-20.60291411793475,0.8892695873802817,0.8544638060963657,0.925114230564014,-0.12451838474080888,-0.1703245858575557,-0.08094759215878718,-0.7500628598457078,-1.0259862126888373,-0.48760496370577544,-45.5411572462482,-62.294244850566926,-29.60564442658017,0.8788945751959909,0.8411298364107516,0.9179412738472276,-0.1377928914591411,-0.188877099244482,-0.08939430929916933,-0.8300246622166484,-1.1377412059558123,-0.5384855531690149,-50.39615435438059,-69.07961177630919,-32.694933404311776,-0.07996180237094064,-0.11175499326697524,-0.05088058946323948,-4.854997108132401,-6.785366925742273,-3.0892889777316017,0.8544638060963657,0.8206771303936123,0.925114230564014,-0.1703245858575557,-0.2185059909252997,-0.08094759215878718,-1.0509679627662705,-1.3482656950479257,-0.49947766256777065,-135.25971206773107,-173.5219684746365,-64.28283945531153,0.8411298364107516,-0.188877099244482,-1.1654440796479424,0.8046176673471531,-0.24282630195907565,-1.4983313336186577,0.9179412738472276,-0.08939430929916933,-0.5515971440882746,-149.99280304349324,-192.83543547215672,-70.99062343478438,-0.11447611688167192,-0.15006563857073196,-0.05211948152050399,-14.733090975762153,-19.3134669975202,-6.707783979472843,0.8577
41047001605,41047001605,Census Tract 16.05; Marion County; Oregon,2694,1418,269,Salem city,Oregon,62794,0.6012724323092185,0.23474595598964473,41047,2694,1418,269,0.012619,0.007941291117,0.00365738419599999,0.8149492767058538,0.7333264305615123,0.8584012682396718,-0.2270702344103534,-0.36364919948991103,-0.16495634034966597,-7.719385681937329,-12.362467635090429,-5.60778745460234,-286.539928802425,-458.8889248363187,-208.1584058872435,0.798442482917323,0.7109303779079348,0.8453944369537792,-0.2524383676908482,-0.4066074978294142,-0.18287979703688728,-8.581790238533852,-13.822860160704664,-6.217105867830047,-318.55197618908136,-513.0980015109377,-286.539928802425,-0.8624045565965233,-1.4603925256142372,-0.6093184132277072,-32.0120473866564,-54.20907667461905,-22.617609993604574,0.8805255429669366,0.8432224270187997,0.9190707546870932,-0.13568539605392185,-0.18592671157417515,-0.08805551139581205,-0.7036876376346611,-0.9642476806333552,-0.4566709210931325,-49.62536231556143,-68.00054165256384,-32.20528357497408,0.8693930312581554,0.8289653231596152,0.9113471536869904,-0.15022776126101997,-0.20632307777179776,-0.09727670290552988,-0.7791068272881788,-1.0700267192281403,-0.5044935951491631,-54.94406398365154,-75.46027639126518,-35.57782758456722,-0.07541918965351768,-0.1057790385947851,-0.04782267405603063,-5.318701668090104,-7.459734738701347,-3.372544009593134,0.8432224270187997,0.8071336963173675,0.9190707546870932,-0.18592671157417515,-0.23895211482633583,-0.08805551139581205,-0.3971780004769579,-0.5104512545450023,-0.18810482717117227,-147.64981430370182,-189.75883068587444,-69.92744504504546,0.8289653231596152,-0.20632307777179776,-0.44074886705540367,0.7900235301044144,-0.2657850834744553,-0.5677720383328079,0.9113471536869904,-0.09727670290552988,-0.20780320388550305,-163.84716247412777,-211.06767224267952,-77.25026166747324,-0.04357086657844578,-0.05732078378780558,-0.01969837671433075,-16.19734817042594,-21.30884155680505,-7.322816622427788,0.9898
41047000501,41047000501,Census Tract 5.01; Marion County; Oregon,2190,1721,766,Salem city,Oregon,93671,0.5693552128941909,0.2364691301914695,41047,2190,1721,766,0.012619,0.007941291117,0.00365738419599999,0.8256369257582037,0.7479527788723965,0.8667871118062772,-0.21118613860647548,-0.3369827992451428,-0.15368582017344903,-5.8362577639345,-9.312725216647062,-4.24720138884357,-266.4957883075114,-425.2385943674457,-193.93613647687536,0.8099682940604448,0.7265434604111835,0.8544835172617233,-0.23461622798456588,-0.37638015409849707,-0.17029758889276014,-6.483762576252549,-10.401495150405967,-4.706277750580652,-296.0622180937237,-474.95411645689353,-266.4957883075114,-0.6475048123180489,-1.088769933758906,-0.45907636173708166,-29.56642978621228,-49.71552208944775,-20.962390946898704,0.8876880449465014,0.8524277710910381,0.9240226297054752,-0.12652187408952578,-0.17311992160940687,-0.08222457746380298,-0.7963739958212769,-1.089678798393353,-0.517550943509031,-46.273910274333346,-63.31660653070034,-30.072687013889077,0.8771753283489788,0.8389254104832695,0.9167498934295412,-0.14002294373942553,-0.19200108556008835,-0.09081005317494165,-0.8813545642986619,-1.208523607556717,-0.571591002963636,-51.2117701509972,-70.22217359423108,-33.21272533199512,-0.084980568477385,-0.11884480916336404,-0.05404005945460499,-4.937859876663858,-6.90556706353074,-3.1400383181060425,0.8524277710910381,0.8182207396630835,0.9240226297054752,-0.17311992160940687,-0.22216408302210383,-0.08222457746380298,-1.0530935028698296,-1.3514305588092308,-0.5001744888650808,-137.47956956525192,-176.42696590198835,-65.2969306612377,0.8389254104832695,-0.19200108556008835,-1.1679481706529178,0.801968909173457,-0.24693113231863592,-1.5020892378160349,0.9167498934295412,-0.09081005317494165,-0.5524001865571456,-152.47365152126864,-196.09520075927347,-72.11490686124617,-0.11485466778308816,-0.15065867900680407,-0.05222569769206486,-14.994081956016734,-19.668234857285128,-6.817976200008468,0.9525
41047000703,41047000703,Census Tract 7.03; Marion County; Oregon,1657,1011,389,Salem city,Oregon,58840,0.6040917085617892,0.22307236948695433,41047,1657,1011,389,0.012619,0.007941291117,0.00365738419599999,0.8140119034804563,0.7320483027884293,0.8576644504112242,-0.22848326384948148,-0.3660300777843781,-0.16595715203134537,-4.777512617898018,-7.65357289493669,-3.470111440558238,-288.3230306516607,-461.8933551561068,-209.4213301483547,0.7974323156279854,0.7095674941293116,0.844596252615953,-0.25402492525336223,-0.40930920352695854,-0.1839976756973735,-5.3115806611464995,-8.558525694731186,-3.847333071568884,-320.55405317721784,-516.507283930669,-288.3230306516607,-0.5340680432484817,-0.9049527997944962,-0.377221631010646,-32.23102252555713,-54.61392877456223,-22.76533681416089,0.8798956575375466,0.8424141048064626,0.9186346288228718,-0.13649839209182407,-0.1870646446853373,-0.08857207057542436,-0.5047185596982252,-0.6916931151286354,-0.3275054541319788,-49.92270620160486,-68.41672751025078,-32.394209112955366,0.8687089417872724,0.8280912443519091,0.910871458105994,-0.15113354070306995,-0.20759639329677043,-0.09784974718533172,-0.558833710908713,-0.7676116254381008,-0.3618107342465482,-55.275342325293074,-75.92597679902084,-35.78741189382277,-0.05411515121048782,-0.07591851030946539,-0.0343052801145694,-5.352636123688212,-7.509249288770069,-3.393202780867399,0.8424141048064626,0.8061616190101714,0.9186346288228718,-0.1870646446853373,-0.24044605500796357,-0.08857207057542436,-0.5778730376451833,-0.742776874972697,-0.27361349633994175,-148.553480114443,-190.94521207524343,-70.33765972749146,0.8280912443519091,-0.20759639329677043,-0.6412989402694549,0.7889769755420852,-0.26746410985304914,-0.8262400299203169,0.910871458105994,-0.09784974718533172,-0.30227374464006895,-164.85833940088816,-212.4010359692331,-77.70533281235706,-0.06342590262427161,-0.08346315494761991,-0.0286602483001272,-16.304859286445144,-21.455823893989695,-7.367673084865604,0.9709
41047000702,41047000702,Census Tract 7.02; Marion County; Oregon,4061,2564,537,Salem city,Oregon,96752,0.616208538641412,0.2323235982413887,41047,4061,2564,537,0.012619,0.007941291117,0.00365738419599999,0.8099954720789322,0.7265804124965167,0.8545049104734883,-0.23457480253982496,-0.3763101548031259,-0.17026828955949666,-12.02096379842846,-19.284299502293685,-8.725527732108183,-296.00994332500517,-474.8657843460647,-214.86155459512884,0.793105296656606,0.7037397045544528,0.8411743457521759,-0.26086662668320826,-0.42097993551907614,-0.1888141917901724,-13.36830828215066,-21.57343631944612,-9.675926568258957,-329.18759621154055,-531.2345806315222,-296.00994332500517,-1.3473444837222015,-2.2891368171524356,-0.9503988361507716,-33.17765288653538,-56.368796285457655,-23.40307402488972,0.8771936294221064,0.8389488684658529,0.9167625795976986,-0.1399991592036506,-0.19196775582837824,-0.09079495853640576,-1.312846746400581,-1.8001839802944746,-0.8514327270401758,-51.20307123247196,-70.20998363082974,-33.207204642752565,0.8657749498439253,0.8243450641346041,0.9088298144209486,-0.15503457356934577,-0.2130842331782482,-0.10031601531155704,-1.453841841964503,-1.9982044451452052,-0.9407167518918526,-56.70209992061244,-77.93309068429038,-36.68942090061827,-0.14099509556392187,-0.19802046485073063,-0.08928402485167675,-5.499028688140479,-7.723107053460635,-3.482216257865708,0.8389488684658529,0.8019970860450498,0.9167625795976986,-0.19196775582837824,-0.2468873234083396,-0.09079495853640576,-0.8186413749172445,-1.0528444061477311,-0.3871926791614322,-152.4471834110325,-196.06041082825533,-72.10291976935422,0.8243450641346041,-0.2130842331782482,-0.908692029395703,0.7844948002557496,-0.27470570827747304,-1.1714751665010692,0.9088298144209486,-0.10031601531155704,-0.4277949718508526,-169.21639281111788,-218.151800093309,-79.66386812865039,-0.0900506544784585,-0.11863076035333808,-0.04060229268942045,-16.769209400085384,-22.09138926505365,-7.560948359296174,0.9365
41047000900,41047000900,Census Tract 9; Marion County; Oregon,4356,2607,913,Salem city,Oregon,85359,0.6001531980163387,0.23271895316082652,41047,4356,2607,913,0.012619,0.007941291117,0.00365738419599999,0.8153217070205543,0.7338344575469764,0.8586939556135079,-0.22650972173219713,-0.3627051574312113,-0.16455926289306844,-12.450868833714123,-19.93730911835613,-9.04555346227788,-285.83261785385963,-457.6976381624456,-207.6573338447631,0.7988438675019167,0.7114721594945922,0.8457115200653689,-0.2518090714361034,-0.4055363750429378,-0.18243629922731272,-13.841532697201735,-22.291671078600725,-10.028224902739844,-317.75786724521896,-511.7463516666833,-285.83261785385963,-1.390663863487612,-2.354361960244596,-0.9826714404619654,-31.92524939135932,-54.04871350423773,-22.559032150182865,0.8807757283954117,0.8435435407016343,0.919243951221956,-0.13536280322096275,-0.1854752620928493,-0.08785050874764463,-1.2906573372297645,-1.7684696400973885,-0.8376370834270369,-49.507377722660706,-67.8354292327345,-32.13030623041952,0.869664759677098,0.829312582535089,0.9115360706131116,-0.1498683703951564,-0.2058179521925788,-0.09704929101421776,-1.428965027810695,-1.962433133844991,-0.9253456380921712,-54.81262093635194,-75.27553256022213,-35.49465431884048,-0.1383076905809304,-0.1939634937476027,-0.08770855466513439,-5.305243213691232,-7.440103327487637,-3.3643480884209587,0.8435435407016343,0.807519929625276,0.919243951221956,-0.1854752620928493,-0.23835952936052376,-0.08785050874764463,-1.344769615819727,-1.7282016432178442,-0.6369512223090817,-147.2913051281191,-189.28824131630276,-69.7646464741601,0.829312582535089,-0.2058179521925788,-1.4922622315005096,0.7904393902929222,-0.2651191378878759,-1.922219476500642,0.9115360706131116,-0.09704929101421776,-0.7036460621224704,-163.44602754660565,-210.5388254655687,-77.06966726423553,-0.1474926156807823,-0.19401783328279776,-0.06669483981338864,-16.154722418486564,-21.250584149265908,-7.305020790075425,0.6829
41047001601,41047001601,Census Tract 16.01; Marion County; Oregon,4373,2670,1093,Salem city,Oregon,132332,0.6320727736438408,0.21515095849914512,41047,4373,2670,1093,0.012619,0.007941291117,0.00365738419599999,0.8047668116465856,0.7194831465492096,0.8503858000207921,-0.2425959738001116,-0.3898866218009516,-0.17593685122158648,-13.38714620886652,-21.515069393653658,-9.70870338009662,-306.13185933836087,-491.9979280506209,-222.01471255652,0.7874755232515505,0.6961818357955665,0.8367150863201015,-0.2698807397478447,-0.4364063360791987,-0.19514995767320337,-14.892798364981726,-24.08216152994245,-10.768938062335168,-340.5625054878053,-550.701155498341,-306.13185933836087,-1.5056521561152056,-2.567092136288796,-1.060234682238546,-34.43064614944444,-58.70322744772001,-24.24501903129536,0.8736684774143412,0.8344334683537041,0.9143173226432412,-0.14459892493722826,-0.19841789420665307,-0.09371218857481002,-1.4120397069401036,-1.937593556168284,-0.9151197448344386,-52.88538228240088,-72.56904704750127,-34.274147746608186,0.8619485292747716,0.8194659003632869,0.9061636624150884,-0.16016208165165324,-0.22030703114879877,-0.10355341035726466,-1.5640172908373522,-2.151345702156761,-1.0112213993084416,-58.5774266231218,-80.57474539912961,-37.87346064825624,-0.15197758389724858,-0.21375214598847656,-0.09610165447400298,-5.692044340720921,-8.005698351628338,-3.5993129016480516,0.8344334683537041,0.7965770819753294,0.9143173226432412,-0.19841789420665307,-0.255371291275702,-0.09371218857481002,-1.7222338269638338,-2.216579699270395,-0.8134059773573581,-157.569426071714,-202.7977766944552,-74.41957706837677,0.8194659003632869,-0.22030703114879877,-1.9122278405357356,0.7786648815022498,-0.28424951960172706,-2.4672378462320106,0.9061636624150884,-0.10355341035726466,-0.8988261211410854,-174.9522269474598,-225.7308185024713,-82.23477778052016,-0.18999401357190185,-0.25065814696161537,-0.08542014378372731,-17.38280087574582,-22.933041808016043,-7.815200712143396,0.846
