geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
15003002003,15003002003,Census Tract 20.03; Honolulu County; Hawaii,1388,943,303,Urban Honolulu CDP,Hawaii,17405,0.5241382345533669,0.2819316365579242,15003,1388,943,303,0.01100299999999999,0.008491433381,0.003553763071,0.841018445133277,0.76917463244449,0.8788077278383141,-0.1890345637324626,-0.30009487809280844,-0.13790533278512918,-2.886966858990621,-4.5830981937933775,-2.106112858769069,-207.99473047482857,-330.1943943655171,-151.7372376634776,0.8265822459386223,0.7492512013015349,0.8675275069422439,-0.20980096646577964,-0.334665861413216,-0.15270120197649886,-3.2041147672238868,-5.111071920703906,-2.3320777995822146,-230.84400340229735,-368.2328473129615,-207.99473047482857,-0.3171479082332662,-0.5279737269105285,-0.22596494081314544,-22.849272927468743,-38.03845294744441,-16.27989487126408,0.897934978122763,0.8656412310970417,0.9310836354069584,-0.11366638382950146,-0.15521299595755525,-0.07401737284633915,-0.3809186236231524,-0.5201495710223579,-0.248046914478434,-40.39433972673939,-55.159021317323216,-26.304020623375823,0.8883198736213277,0.8532410223497752,0.9244588044448452,-0.12572062124806094,-0.17200178355942067,-0.08171396625998775,-0.4213147668944283,-0.5764121321257066,-0.2738397273659425,-44.67813010545369,-61.125358655960405,-29.03920756796845,-0.04039614327127588,-0.05626256110334871,-0.02579281288750845,-4.283790378714304,-5.9663373386371905,-2.735186944592625,0.8656412310970417,0.8341889075797713,0.9310836354069584,-0.15521299595755525,-0.1987692366963926,-0.07401737284633915,-0.3993481869568178,-0.5114142266746904,-0.19043961794008216,-131.79808150390025,-168.78357315996382,-62.85135905613273,0.8532410223497752,-0.17200178355942067,-0.44254413101192447,0.8192017128470633,-0.2207005726643175,-0.5678414556080633,0.9244588044448452,-0.08171396625998775,-0.21024221634057225,-146.05416865080016,-187.40642099276016,-69.38687007939677,-0.04319594405510668,-0.05642722893337293,-0.01980259840049006,-14.256087146899896,-18.622847832796342,-6.535511023264046,0.7674
15003006100,15003006100,Census Tract 61; Honolulu County; Hawaii,2725,1948,724,Urban Honolulu CDP,Hawaii,29150,0.46395163506780646,0.23219457367439447,15003,2725,1948,724,0.01100299999999999,0.008491433381,0.003553763071,0.8619376725804375,0.7983592909796368,0.895066927951306,-0.16017669468632983,-0.25256887631750047,-0.11723488911479768,-4.802605867701796,-7.572816818180971,-3.515074196434573,-176.24241716336869,-277.9015346121458,-128.99354849301184,0.8492263264376549,0.780581442505621,0.8851992996026142,-0.17754239225579865,-0.28109630276381947,-0.12968909989978797,-5.323284616924255,-8.428159637620581,-3.888490977887825,-195.3498941990552,-309.2902619310305,-176.24241716336869,-0.5206787492224585,-0.8553428194396098,-0.3734167814532516,-19.10747703568655,-31.38872731888476,-13.703368126724833,0.9117580200030844,0.8835474659453663,0.9405660510315762,-0.09678223614267412,-0.13180110695018904,-0.0631895536770001,-0.6699973343551765,-0.9124235380499884,-0.4374442481394151,-34.39411367326368,-46.83899065965033,-22.456070233029525,0.903373925901742,0.8726756822619113,0.9348205032009114,-0.1069613272287069,-0.1459010722151366,-0.06972407705640606,-0.7404644382950634,-1.0100337971071256,-0.4826809921946925,-38.01152147305253,-51.84978424574567,-24.778285020261425,-0.07046710393988687,-0.09761025905713729,-0.04523674405527739,-3.6174077997888534,-5.0107935860953425,-2.322214787231899,0.8835474659453663,0.8559280275533425,0.9405660510315762,-0.13180110695018904,-0.1683225315783677,-0.0631895536770001,-0.8102865511077406,-1.0348128839153403,-0.3884765970465199,-111.91803192095864,-142.92995634189782,-53.65698854233701,0.8726756822619113,-0.1459010722151366,-0.8969702860902631,0.8427154815809574,-0.186640119775624,-1.147425711746718,0.9348205032009114,-0.06972407705640606,-0.4286495252923562,-123.89092349313026,-158.4842143296572,-59.20573553761826,-0.08668373498252246,-0.11261282783137784,-0.04017292824583635,-11.97289157217161,-15.55425798775937,-5.548746995281263,0.6556
15003002500,15003002500,Census Tract 25; Honolulu County; Hawaii,2589,1857,559,Urban Honolulu CDP,Hawaii,28174,0.4586573996635151,0.25551531522750964,15003,2589,1857,559,0.01100299999999999,0.008491433381,0.003553763071,0.8638025174782881,0.8009788682224053,0.8965114613005742,-0.1576720138757124,-0.2484723875665758,-0.11543470793925416,-4.491565921698185,-7.078175010542741,-3.2883616287785835,-173.4865168674463,-273.3941680395033,-127.01280914556136,0.8512476225281034,0.7833992732739623,0.8867708953157994,-0.17474630593401236,-0.2764882916227704,-0.12768698801721168,-4.977957301252927,-7.876257541685911,-3.6373894765781007,-192.27336041919375,-304.2200672725342,-173.4865168674463,-0.48639137955474165,-0.7980825311431703,-0.34902784779951723,-18.786843551747456,-30.825899233030913,-13.481183769776642,0.912984080874362,0.8851401779402313,0.9414047660782214,-0.09530934979972816,-0.12976455585493105,-0.06224233829395111,-0.6289786160661712,-0.8563601674712997,-0.4107582297341774,-33.870684763929525,-46.115248652197074,-22.11945232817326,0.9047102809678004,0.874406263716101,0.9357374949059986,-0.1053262254633218,-0.14363316171837984,-0.06867578294536232,-0.6950833645030554,-0.9478837854698362,-0.4532147056401171,-37.43044504593729,-51.04382258857491,-24.405746130324022,-0.06610474843688419,-0.09152361799853648,-0.0424564759059397,-3.5597602820077645,-4.928573936377839,-2.286293802150765,0.8851401779402313,0.8578671772535995,0.9414047660782214,-0.12976455585493105,-0.16568161892080843,-0.06224233829395111,-0.6159548784227751,-0.7864428061029511,-0.29544640802731986,-110.18870812572004,-140.6874429522274,-52.852666910075115,0.874406263716101,-0.14363316171837984,-0.6817851460350183,0.8448158569031798,-0.18368990334257543,-0.8719229325406571,0.9357374949059986,-0.06867578294536232,-0.32598411219462514,-121.96514240340218,-155.97905769958086,-58.31558357685602,-0.0658302676122432,-0.08548012643770597,-0.03053770416730528,-11.776434277682146,-15.291614747353483,-5.462916666780909,0.768
15003000401,15003000401,Census Tract 4.01; Honolulu County; Hawaii,1794,1483,852,Urban Honolulu CDP,Hawaii,153414,0.8385640171683939,0.1725389249037647,15003,1794,1483,852,0.01100299999999999,0.008491433381,0.003553763071,0.7397103690180739,0.6331870091714582,0.7985475640134442,-0.35188046819925856,-0.5793122498020391,-0.25227355897758924,-6.945902980124017,-11.435265796121874,-4.979724149158163,-387.1740791596442,-637.4172684571836,-277.5765969430414,0.7177412012300356,0.6049022440596737,0.7807839335241321,-0.39325985227856614,-0.6531596796346978,-0.28076405912506197,-7.762706449390187,-12.89296842330692,-5.542109014940184,-432.70381546210626,-718.6715955020579,-387.1740791596442,-0.8168034692661701,-1.4577026271850464,-0.562384865782021,-45.5297363024621,-81.25432704487437,-31.34809731226427,0.8290562372740429,0.7778301183573666,0.8830781249035569,-0.20619079266326296,-0.2856277693538213,-0.1324026400373268,-1.0866730320030848,-1.5053242200532844,-0.6977924495859885,-73.27532245469217,-101.50534187817156,-47.0527612667558,0.8136589203747101,0.7585308193366304,0.8721657732707812,-0.22901620686402013,-0.3183379956460377,-0.146571019692526,-1.2069682291643418,-1.6777146567131795,-0.7724630780831131,-81.38693386138516,-113.12978130230476,-52.08786770621126,-0.12029519716125692,-0.17239043665989515,-0.07467062849712458,-8.111611406692981,-11.624439424133188,-5.035106439455467,0.7778301183573666,0.7292819593003047,0.8830781249035569,-0.2856277693538213,-0.37121176144194,-0.1324026400373268,-2.066431577297329,-2.6856061910337687,-0.9578935441383524,-242.5389175231607,-315.21199425278974,-112.42881973454838,0.7585308193366304,-0.3183379956460377,-2.3030802920343265,0.7066185224340255,-0.4151907546314943,-3.0037810676231045,0.8721657732707812,-0.146571019692526,-1.060397538007284,-270.3145882669397,-352.55646333604517,-124.45980493043238,-0.2366487147369973,-0.31817487658933574,-0.1025039938689316,-27.77567074377903,-37.34446908325537,-12.030985195883993,0.2328
15003002401,15003002401,Census Tract 24.01; Honolulu County; Hawaii,2071,1355,604,Urban Honolulu CDP,Hawaii,20234,0.4353697649586651,0.23144126385826735,15003,2071,1355,604,0.01100299999999999,0.008491433381,0.003553763071,0.8720533924497885,0.8126039812718916,0.9028932292856992,-0.1467187773798821,-0.23061174083197977,-0.10755066885497,-3.3433120312549547,-5.254998858639119,-2.4507799994906674,-161.43467075108424,-253.7420984374273,-118.33800094112348,0.8601959302753266,0.7959152762947196,0.8937170347904401,-0.1625258441759027,-0.25641513586140774,-0.11892238938299,-3.703511029241104,-5.842986317297836,-2.7099098173391316,-178.82718634674572,-282.13357398830686,-161.43467075108424,-0.3601989979861493,-0.5879874586587164,-0.25912981784846423,-17.392515595661482,-28.39147555087959,-12.512304096980406,0.9183967332190976,0.8921801639911033,0.9451028922713518,-0.0888540473079348,-0.1208498466571734,-0.058085853061686,-0.42786324440312373,-0.5819341835624036,-0.279703652201296,-31.576623203182564,-42.94717221862757,-20.6423359558152,0.9106119877432032,0.8820593736732524,0.9397817379254494,-0.09816256919517354,-0.13371052997894586,-0.06407685917315364,-0.4726870256031928,-0.643862861636287,-0.3085524372567245,-34.884651336028995,-47.51755436430163,-22.771397583522106,-0.04482378120006908,-0.06192867807388347,-0.02884878505542848,-3.3080281328464265,-4.570382145674056,-2.129061627706899,0.8921801639911033,0.8664491689650798,0.9451028922713518,-0.1208498466571734,-0.15413579447994438,-0.058085853061686,-0.619817806884046,-0.790535633594189,-0.2979122195977244,-102.61884219934537,-130.88338304539553,-49.32321516518616,0.8820593736732524,-0.13371052997894586,-0.6857780108232711,0.854117063897164,-0.17079969745271398,-0.8760018884584645,0.9397817379254494,-0.06407685917315364,-0.328639046083262,-113.53940576544224,-145.03342524146765,-54.410438093255294,-0.06596020393922508,-0.0854662548642755,-0.03072682648553759,-10.920563566096869,-14.150042196072103,-5.087222928069138,0.8204
15003005100,15003005100,Census Tract 51; Honolulu County; Hawaii,2028,1679,718,Urban Honolulu CDP,Hawaii,21158,0.5095819034557767,0.26818978072355937,15003,2028,1679,718,0.01100299999999999,0.008491433381,0.003553763071,0.8460308095047833,0.7761337182436985,0.8827127861455751,-0.18199005138517504,-0.2884377736646788,-0.13287132088180958,-4.060941293773112,-6.436224710326631,-2.9649018153476527,-200.24365353910812,-317.36808236324606,-146.19831436625506,0.8320028169552476,0.7567112774340151,0.8717688748590278,-0.20191900750954883,-0.3215079909882796,-0.14709302986036094,-4.505637694764703,-7.174156317583713,-3.2822462241186017,-222.17148396275655,-353.755242484404,-200.24365353910812,-0.4446964009915906,-0.7379316072570825,-0.31734440877094894,-21.92783042364845,-36.38716012115791,-15.648146389100049,0.9012587922369504,0.8699383616798618,0.9333681882314172,-0.10955921718996046,-0.14950672834910686,-0.07138856092239361,-0.6537144527306105,-0.8920719918327094,-0.4259589948848668,-38.93475001373499,-53.13114900730848,-25.369803149783607,0.891937587241212,0.8579013092141068,0.9269542379211748,-0.12115467977196488,-0.16563524179263092,-0.07880190746270355,-0.722901890085246,-0.988307092899658,-0.4701927152490642,-43.05550268524395,-58.86284055388076,-28.00433086653152,-0.0691874373546355,-0.09623510106694866,-0.04423372036419737,-4.120752671508964,-5.731691546572285,-2.634527716747908,0.8699383616798618,0.8393954268223868,0.9333681882314172,-0.14950672834910686,-0.19133362899723852,-0.07138856092239361,-0.9115199722795724,-1.166532276677665,-0.4352452882328591,-126.9526423787705,-162.46967641750206,-60.61912092379652,0.8579013092141068,-0.16563524179263092,-1.00985308604167,0.8248277404753604,-0.21237435518801195,-1.2948144106386976,0.9269542379211748,-0.07880190746270355,-0.48044334391596666,-140.64806212279524,-180.33626889118352,-66.91411475152739,-0.09833311376209763,-0.12828213396103272,-0.04519805568310758,-13.69541974402474,-17.86659247368144,-6.2949938277308615,0.8233
15003002802,15003002802,Census Tract 28.02; Honolulu County; Hawaii,1475,1099,433,Urban Honolulu CDP,Hawaii,67882,0.7466597912097114,0.24404304589192669,15003,1475,1099,433,0.01100299999999999,0.008491433381,0.003553763071,0.7679893412340109,0.6702373628050651,0.8212173655355226,-0.30210140467990443,-0.4920087352558479,-0.21770440076835415,-4.902932089647158,-7.985018868179639,-3.5332172444399457,-332.40217556929883,-541.3572114020094,-239.54015216542004,0.7479812508835185,0.6439490363299014,0.8052003163947675,-0.33693190680755153,-0.5529179229762682,-0.24192698343368207,-5.468211111640147,-8.973539962099121,-3.9263358331131855,-370.72617706034896,-608.3755906507879,-332.40217556929883,-0.5652790219929891,-0.9885210939194824,-0.3931185886732398,-38.324001491050105,-67.01837924877847,-26.652107706660324,0.8486235970172827,0.8025325582467704,0.8968479081195126,-0.17837873412284386,-0.2460553652609698,-0.1150162596652246,-0.6966734180172617,-0.96099029506395,-0.44920584924294144,-63.39157579774901,-87.44224704858509,-40.87405361628221,0.8348080226458128,0.7850709845146377,0.8871369726535444,-0.19788019864810744,-0.2737701682074519,-0.12722164764350571,-0.7728380573391296,-1.069232830775094,-0.4968750369567641,-70.32193424377886,-97.2914313717101,-45.21155932272649,-0.0761646393218679,-0.10824253571114396,-0.04766918771382261,-6.930358446029836,-9.849184323125018,-4.337505706444278,0.8025325582467704,0.758501179368006,0.8968479081195126,-0.2460553652609698,-0.31838951237124546,-0.1150162596652246,-0.9046940673514464,-1.1706515834096165,-0.42289070859202954,-208.93627421511465,-270.35833335095066,-97.6652906679052,0.7850709845146377,-0.2737701682074519,-1.0065955958017754,0.7378224855066856,-0.3553395561173077,-1.3065091589190314,0.8871369726535444,-0.12722164764350571,-0.467767365038688,-232.4701145038742,-301.73421684042296,-108.02941455858846,-0.10190152845032883,-0.13585757550941513,-0.04487665644665845,-23.53384028875955,-31.375883489472315,-10.364123890683246,0.1356
15003002102,15003002102,Census Tract 21.02; Honolulu County; Hawaii,1082,735,446,Urban Honolulu CDP,Hawaii,27865,0.5422835924393096,0.26401231273401277,15003,1082,735,446,0.01100299999999999,0.008491433381,0.003553763071,0.8348117873836928,0.7605870129322727,0.8739640148699453,-0.1978747965861964,-0.31477396142319625,-0.14421187026654647,-2.3557481305586276,-3.747461445137661,-1.716877791643321,-217.72163868379184,-346.34578975394277,-158.67632085428104,0.8198745958933199,0.7400546573403765,0.862269264918642,-0.2196987258891939,-0.3512515461950073,-0.1597305397338422,-2.6155673775974217,-4.1817360653319255,-1.9016313692441655,-241.73450809588,-386.4820762783665,-217.72163868379184,-0.2598192470387941,-0.43427462019426466,-0.18475357760084443,-24.01286941208818,-40.13628652442372,-17.075192014865475,0.8938087994204694,0.8603143041522594,0.9282436286809608,-0.11880751302558576,-0.1623658878779015,-0.07730338146355557,-0.3103271079755434,-0.4241022738030006,-0.20191765819682816,-42.22137523476781,-57.7009896330613,-27.47179023086097,0.8838307116567059,0.8474671214631901,0.9213574984207528,-0.13143839290845566,-0.17998678022275952,-0.08535503505864317,-0.34331916651979866,-0.47012832402551946,-0.2229487050637576,-46.710090682965806,-63.9630372823836,-30.33315715153164,-0.03299205854425524,-0.04602605022251893,-0.02103104686692941,-4.4887154481979925,-6.262047649322303,-2.861366920670669,0.8603143041522594,0.8277438594752919,0.9282436286809608,-0.1623658878779015,-0.20810319346120124,-0.07730338146355557,-0.6149087276369037,-0.7881241040275188,-0.29276176516542035,-137.87191202621162,-176.7094403649145,-65.64165138238124,0.8474671214631901,-0.17998678022275952,-0.6816422061601238,0.8122422279635008,-0.23115982593918571,-0.8754437049974635,0.9213574984207528,-0.08535503505864317,-0.32325482089429103,-152.8345753722251,-196.28782623261512,-72.4786593933388,-0.06673347852322009,-0.08731960096994473,-0.03049305572887067,-14.962663346013471,-19.57838586770061,-6.83700801095755,0.7043
15003001906,15003001906,Census Tract 19.06; Honolulu County; Hawaii,2058,1687,568,Urban Honolulu CDP,Hawaii,17234,0.5186392975768129,0.2628115197017043,15003,2058,1687,568,0.01100299999999999,0.008491433381,0.003553763071,0.8429084634852886,0.7717961984161552,0.8802809049629484,-0.18636844131943295,-0.2956788360089803,-0.1360010132698387,-4.220159413346029,-6.695403010704815,-3.0796306086585363,-205.06119598377205,-325.33542326068095,-149.64191490080353,0.8286258088979018,0.7520607068863788,0.869127335407512,-0.2068173465777408,-0.3296798926513785,-0.15057939068401885,-4.683207982124666,-7.465328853499134,-3.4097459234629013,-227.56112643948816,-362.7467858843116,-205.06119598377205,-0.4630485687786372,-0.7699258427943194,-0.33011531480436496,-22.499930455716093,-37.41136262363068,-16.040588668822398,0.8991891703625348,0.8672620553229775,0.931946011697154,-0.11211303801270243,-0.153054020826023,-0.07302353081474522,-0.6721398949887011,-0.9175892055832608,-0.4377905478572975,-39.84231742671613,-54.39177270795855,-25.95083271234721,0.8896848074568965,0.85499855350251,0.9254007124078708,-0.12399356673115727,-0.16959262200326558,-0.08061295673527603,-0.7433660205739139,-1.016741399258294,-0.48329066123993675,-44.0643758490761,-60.26919971892674,-28.647934868994472,-0.0712261255852128,-0.09915219367503336,-0.04550011338263926,-4.222058422359976,-5.87742701096819,-2.6971021566472593,0.8672620553229775,0.8361519649951934,0.931946011697154,-0.153054020826023,-0.19595485254375797,-0.07302353081474522,-0.7382000762337889,-0.9451165432015116,-0.3522022859862039,-129.96480215383608,-166.39375760589994,-62.00744471588097,0.85499855350251,-0.16959262200326558,-0.8179679685371117,0.8213225298152487,-0.217548482719625,-1.0492655185499529,0.9254007124078708,-0.08061295673527603,-0.388807105401402,-144.0084451649845,-184.72984481513257,-68.45195517630317,-0.07976789230332282,-0.10414897534844124,-0.03660481941519811,-14.043643011148385,-18.336087209232616,-6.444510460422203,0.5023
15003003801,15003003801,Census Tract 38.01; Honolulu County; Hawaii,3688,2606,908,Urban Honolulu CDP,Hawaii,38028,0.3691623086620922,0.2814012877364198,15003,3688,2606,908,0.01100299999999999,0.008491433381,0.003553763071,0.8959439507838097,0.8465844953010776,0.9212860486766096,-0.11614124870775414,-0.18121700261515183,-0.08543920906699931,-4.7129031643518715,-7.353616347008414,-3.467043132839145,-127.79021595314184,-199.3930679774516,-94.00876173641932,0.8861534358752527,0.832601792227971,0.9137637897296536,-0.12847274469155687,-0.20105434474754816,-0.09437472926768124,-5.213303729094346,-8.15859712298882,-3.8296381789359097,-141.35856098412,-221.22009552572723,-127.79021595314184,-0.5004005647424741,-0.8049807759804057,-0.3625950460967644,-13.568345030978149,-21.827027548275645,-9.831752876810317,0.933961008522766,0.9125024404373347,0.9556963315716432,-0.07070851017826434,-0.09588748006057957,-0.04635747461277732,-0.6548390476737146,-0.8880241709010582,-0.4293215123817033,-25.128129227694345,-34.076138561053654,-16.47434813437081,0.9276018796660344,0.904185291621852,0.9513753853883026,-0.07804869947011223,-0.10596800154344851,-0.0511098093964785,-0.7228173228983003,-0.9813809545647804,-0.473333391236735,-27.73665859164621,-37.658517059277834,-18.16321531990541,-0.06797827522458566,-0.09335678366372224,-0.04401187885503171,-2.608529363951867,-3.5823784982241844,-1.6888671855346018,0.9125024404373347,0.8913199312151068,0.9556963315716432,-0.09588748006057957,-0.121931603881822,-0.04635747461277732,-0.7393137112977906,-0.9401196749920828,-0.35742639790630404,-81.42221490063773,-103.53740914009724,-39.364140738579735,0.904185291621852,-0.10596800154344851,-0.8170367648664996,0.8811238969548907,-0.13491417433568392,-1.0402181689598646,0.9513753853883026,-0.0511098093964785,-0.39406795177807097,-89.98202256238982,-114.561472352408,-43.3995541605805,-0.07772305356870901,-0.1000984939677817,-0.03664155387176693,-8.559807661752094,-11.02406321231076,-4.035413422000763,0.7237
15003004301,15003004301,Census Tract 43.01; Honolulu County; Hawaii,1427,674,339,Urban Honolulu CDP,Hawaii,38917,0.6088177966802587,0.24526584156533923,15003,1427,674,339,0.01100299999999999,0.008491433381,0.003553763071,0.8124429577581617,0.7299107110977153,0.8564307057932895,-0.23085564401884823,-0.3700305870235778,-0.1676367898016057,-3.6247293371759057,-5.809954225452148,-2.632112342612945,-254.0104651139387,-407.1446549020426,-184.45075981870673,0.795741789838531,0.7072886850348961,0.843259908068136,-0.25668905764383226,-0.4138498482421816,-0.185873999738642,-4.030347023691008,-6.497972759057849,-2.9184599004903444,-282.43497012550864,-455.3589880208724,-254.0104651139387,-0.4056176865151029,-0.6880185336057014,-0.2863475578773995,-28.424505011569927,-48.21433311882981,-20.06640209372106,0.8788407609752876,0.8410608133192217,0.917903994300831,-0.13786256214408707,-0.188974666473319,-0.08943855371465252,-0.3302134146170209,-0.4526389827794431,-0.2142264713581631,-48.99308822210993,-67.1571191067423,-31.784342931478207,0.8675633770520614,0.8266280510771175,0.910074583697601,-0.1526535426125891,-0.2097339289381415,-0.09881104023038996,-0.3656413080935183,-0.5023623220009752,-0.2366757913742744,-54.24945223939441,-74.53446913961056,-35.11510257778552,-0.03542789347649738,-0.0497233392215321,-0.02244932001611127,-5.256364017284478,-7.377350032868264,-3.3307596463073104,0.8410608133192217,0.8045347046743211,0.917903994300831,-0.188974666473319,-0.24295446074610796,-0.08943855371465252,-0.5439817031676052,-0.6993677185163585,-0.25745745547016613,-160.46657910548825,-206.30316180423551,-75.94615205609621,0.8266280510771175,-0.2097339289381415,-0.603739231321316,0.7872256949623727,-0.27028373997344857,-0.7780376700917501,0.910074583697601,-0.09881104023038996,-0.28443705687862314,-178.09416853136165,-229.5096371952065,-83.9047365423667,-0.05975752815371082,-0.07866995157539158,-0.02697960140845701,-17.6275894258734,-23.20647539097097,-7.958584486270504,0.5529
