geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06085503510,06085503510,Census Tract 5035.10; Santa Clara County; California,2984,1991,504,San Jose city,California,50381,0.4203808333478731,0.1809286064772251,06085,2984,1991,504,0.007389,0.009493868073,0.003212018401,0.8774056539985635,0.8201755025951806,0.9070248213890052,-0.13972367905625235,-0.2192512417596269,-0.10250566072559517,-3.080736101407199,-4.834221517279859,-2.2601243520706453,-103.24182645466487,-162.00474253618833,-75.74143271014226,0.8660051436769753,0.8040766910482259,0.8982166251898434,-0.15472755248784698,-0.24366246545010628,-0.11331717979350932,-3.411553145832781,-5.372459120317132,-2.4985051142188133,-114.32818853327014,-180.04219572108352,-103.24182645466487,-0.33081704442558113,-0.5382376030372731,-0.23838076214816795,-11.086362078605266,-18.03745318489521,-7.988631439281767,0.9218975129034086,0.8967409943216085,0.9474908474847452,-0.08471927302484712,-0.11514919729582317,-0.05541916595252409,-0.5417906489754274,-0.7363939290839557,-0.3544126951878919,-27.21198638751519,-36.98613405745634,-17.800738080758006,0.9144309306777534,0.8870206415806078,0.9423940291553462,-0.09357630680627237,-0.12736948062231226,-0.0611272663689149,-0.5984325193445024,-0.8145442129299977,-0.3909167316201482,-30.056881935936836,-40.911311548467985,-19.63419043797831,-0.05664187036907497,-0.07815028384604195,-0.03650403643225625,-2.844895548421646,-3.9251774910116497,-1.8334523572203036,0.8967409943216085,0.8720182701009548,0.9474908474847452,-0.11514919729582317,-0.14676496386277388,-0.05541916595252409,-0.5509784890705502,-0.7022570711445009,-0.2651756941355543,-109.32112878383931,-139.33672046517876,-52.614225026895696,0.8870206415806078,-0.12736948062231226,-0.6094514389596003,0.8601578210895313,-0.1625773497395345,-0.7779179066829012,0.9423940291553462,-0.0611272663689149,-0.2924884380950823,-120.92290455547624,-154.34879100851214,-58.033420256960774,-0.05847294988905005,-0.0756608355384003,-0.02731274395952798,-11.601775771636914,-15.012070543333394,-5.4191952300650765,0.8326
06085503709,06085503709,Census Tract 5037.09; Santa Clara County; California,3981,2532,1311,San Jose city,California,27872,0.49590600922876293,0.23846611116710784,06085,3981,2532,1311,0.007389,0.009493868073,0.003212018401,0.8507672161284864,0.7827292395701733,0.8863974562073451,-0.17540965500600092,-0.27758099409846815,-0.12816208236734955,-5.1597818264814155,-8.165213988231846,-3.7699657035437486,-129.61019408393406,-205.1045965393581,-94.69896266123456,0.8371279085288312,0.7637877934131818,0.8757725953679936,-0.19456058006404328,-0.30926418126066574,-0.1418489289217904,-5.723117949977092,-9.097194233668873,-4.172572630232178,-143.76081260932156,-228.51530353350591,-129.61019408393406,-0.5633361234956764,-0.9319802454370248,-0.4026069266884296,-14.150618525387502,-23.41070699414782,-10.113210919076352,0.9043927750022804,0.8739950142806345,0.935519667242435,-0.10571427331170188,-0.1441712866326558,-0.06892461485885075,-0.859756275929841,-1.1725206503177574,-0.5605522162198375,-33.95561911255297,-46.30808255599358,-22.138713120846663,0.8953499065585048,0.8623029080373741,0.929304872468938,-0.11688178294868352,-0.1596852923481708,-0.07607312694190664,-0.9505797399344804,-1.298693430594997,-0.618689853971421,-37.54264375728595,-51.291209739138914,-24.4348283559013,-0.09082346400463924,-0.12617278027723988,-0.05813763775158342,-3.587024644732988,-4.983127183145335,-2.2961152350546374,0.8739950142806345,0.8443166342502852,0.935519667242435,-0.1441712866326558,-0.18438978865784697,-0.06892461485885075,-1.7944223026938897,-2.2950003213865213,-0.8578675337929188,-136.87431752051026,-175.05723275259507,-65.43612004522645,0.8623029080373741,-0.1596852923481708,-1.9875167704638328,0.8301486770609574,-0.20460349770161773,-2.5465894635485613,0.929304872468938,-0.07607312694190664,-0.946841210955114,-151.603109875197,-194.24786144535173,-72.22282310870436,-0.1930944677699431,-0.25158914216204,-0.08897367716219529,-14.728792354686735,-19.190628692756675,-6.7867030634779,0.9844
06085503504,06085503504,Census Tract 5035.04; Santa Clara County; California,3956,2444,711,San Jose city,California,45675,0.44896625892753134,0.21139947812591925,06085,3956,2444,711,0.007389,0.009493868073,0.003212018401,0.8672265898001186,0.8057963132103997,0.8991617335457848,-0.1531011753577384,-0.24100840821158265,-0.11214697277715124,-4.47528269714571,-7.04488882345742,-3.278155152200066,-113.12645847183292,-178.08111282753842,-82.86539818503704,0.854960093155477,0.7885837138686155,0.889654946009662,-0.16964523608255364,-0.2680961861287034,-0.12403129380133814,-4.95888021708174,-7.836688517570538,-3.625544361476834,-125.3508649413989,-198.09627193049897,-113.12645847183292,-0.48359751993602984,-0.7917996941131182,-0.34738920927676853,-12.224406469565972,-20.01515910296052,-8.781324804771701,0.9152326680136804,0.8880630917485629,0.942941978751747,-0.09261834170570989,-0.1260461213752702,-0.06051063854828648,-0.7270700027736994,-0.9894838552511238,-0.47501897925288233,-29.74918178288459,-40.48624612320474,-19.43612844733561,0.9071616131477978,0.8775830026752205,0.9374183865559338,-0.10233941285286365,-0.13949335498933324,-0.0667595327140856,-0.8033820927524026,-1.095046965117003,-0.5240738793384021,-32.8716077230934,-44.80552230429635,-21.44328475198045,-0.0763120899787032,-0.10556310986587912,-0.04905490008551977,-3.1224259402088053,-4.319276181091618,-2.0071563046448353,0.8880630917485629,0.8614281948943073,0.942941978751747,-0.1260461213752702,-0.1608628623105315,-0.06051063854828648,-0.8508289909370642,-1.0858468735537798,-0.4084552937865886,-119.66652474501606,-152.721079262135,-57.448001939042,0.8775830026752205,-0.13949335498933324,-0.941599703132838,0.8486741821270601,-0.17830849701786258,-1.2036073537045582,0.9374183865559338,-0.0667595327140856,-0.45063620550008865,-132.4331509328886,-169.2837346982501,-63.380619620265634,-0.0907707121957737,-0.11776048015077832,-0.04218091171350002,-12.766626187872532,-16.562655436115097,-5.932617681223632,0.3842
06085504411,06085504411,Census Tract 5044.11; Santa Clara County; California,4024,2529,1001,San Jose city,California,39818,0.585443593648284,0.2052027745350095,06085,4024,2529,1001,0.007389,0.009493868073,0.003212018401,0.8202322417328931,0.7405440328318684,0.862549904543173,-0.21916690069060693,-0.3503585953909616,-0.15935320928430663,-6.516563098312448,-10.417329837247513,-4.738102514328609,-161.94242292028946,-258.8799661343815,-117.74608634017416,0.8041378792370227,0.7186310460373624,0.8498898734388897,-0.2435678331044596,-0.3915346484321093,-0.17662303229208182,-7.24208422048682,-11.641631257473778,-5.251591964479318,-179.9722718808852,-289.30495172648557,-161.94242292028946,-0.7255211221743725,-1.2243014202262668,-0.5134894501507095,-18.02984896059574,-30.424985592104047,-12.760672220445068,0.8840704194474137,0.8477751788128647,0.9215232327133824,-0.1311316135031956,-0.1795580066407405,-0.08515983591162046,-1.0652076063229383,-1.4585846184622782,-0.6917699137749176,-42.11971555250843,-57.67436213769387,-27.35349599742656,0.873243869662885,0.8338900019805852,0.9140225652442427,-0.14515547688419397,-0.1991989322631095,-0.0940648929523776,-1.1791261767148835,-1.618131678162422,-0.764107424472313,-46.62420627579612,-63.98306358886603,-30.213816705113206,-0.11391857039194542,-0.15954705970014382,-0.07233751069739536,-4.504490723287679,-6.308701451172157,-2.860320707686649,0.8477751788128647,0.8126132339344143,0.9215232327133824,-0.1795580066407405,-0.23059772871076523,-0.08515983591162046,-1.706404726524546,-2.191453678727763,-0.8093047435105155,-170.4700026498048,-218.92644143134495,-80.84962472632522,0.8338900019805852,-0.1991989322631095,-1.893059551571613,0.7959252452018276,-0.2563993993511588,-2.4366562935077796,0.9140225652442427,-0.0940648929523776,-0.893932723674731,-189.11683831884247,-243.42220714363432,-89.30396839907402,-0.186654825047067,-0.2452026147800166,-0.08462798016421547,-18.64683566903766,-24.495765712289373,-8.454343672748797,0.4338
06085504410,06085504410,Census Tract 5044.10; Santa Clara County; California,2922,1992,847,San Jose city,California,5588,0.5438256606408951,0.19770585085297196,06085,2922,1992,847,0.007389,0.009493868073,0.003212018401,0.8342864362342227,0.7598616366421016,0.8735536088317981,-0.1986290997535214,-0.31602906605351455,-0.14474943482552655,-4.2885329616261645,-6.823275483220842,-3.1252355430112337,-146.76704180787695,-233.51387690694187,-106.95535739258158,0.8193070675428542,0.7392783204640022,0.8618238696662701,-0.22054360277771504,-0.35267053330112247,-0.16032989476984058,-4.761681501661496,-7.614388871182145,-3.461627925151616,-162.95966809245363,-260.5882570561993,-146.76704180787695,-0.4731485400353312,-0.7911133879613033,-0.3363923821403825,-16.1926262845767,-27.074380149257472,-11.512401852853609,0.8934590149142643,0.8598631138127937,0.9280026728107318,-0.11924552028383678,-0.16297580851655932,-0.07758310325896252,-0.762973460333897,-1.0427747413790978,-0.4964031237067456,-38.301880538850256,-52.3481295873041,-24.91983552744707,0.883450251469577,0.84697823636274,0.9210944166497416,-0.1319256498445137,-0.18066788149645513,-0.08566503273058429,-0.8441052488100058,-1.1559746511939122,-0.5481140616141849,-42.37476148644608,-58.03085598363013,-27.515766145290407,-0.0811317884761088,-0.11319990981481444,-0.05171093790743925,-4.072880947595824,-5.682726396326026,-2.5959306178433357,0.8598631138127937,0.8271984335559643,0.9280026728107318,-0.16297580851655932,-0.20889977475077595,-0.07758310325896252,-1.3105383888992752,-1.6798270659629009,-0.623869493738244,-154.72708251467242,-198.32669019632831,-73.65637470345266,0.84697823636274,-0.18066788149645513,-1.452805766066514,0.8116535148053888,-0.23205281780831225,-1.866007775989298,0.9210944166497416,-0.08566503273058429,-0.6888587637737449,-171.52370319557429,-220.30788382400215,-81.32925192133942,-0.14226737716723892,-0.18618071002639724,-0.06498927003550092,-16.79662068090188,-21.98119362767382,-7.672877217886768,0.6238
06085504319,06085504319,Census Tract 5043.19; Santa Clara County; California,4569,2931,1109,San Jose city,California,40542,0.4835259991915832,0.2216975715561925,06085,4569,2931,1109,0.007389,0.009493868073,0.003212018401,0.8550776782876401,0.7887481107591522,0.8897462405830966,-0.16948439351449113,-0.2678318798602543,-0.12391595984114352,-5.721850919227409,-9.042095594753215,-4.18344505957931,-125.23201836785748,-197.9009760287419,-91.56150272662092,0.8417945822217191,0.7702508126953449,0.8794127904372353,-0.1879382703565695,-0.298278409471185,-0.1371224194985951,-6.344860094187977,-10.069980816684836,-4.629299641017619,-138.8675879664692,-220.3979167582586,-125.23201836785748,-0.6230091749605684,-1.0278852219316177,-0.4458545814383088,-13.635569598611696,-22.496940729516687,-9.75825304089098,0.90723918837765,0.8776835819610906,0.9374715553235736,-0.1022451552034778,-0.13936277327371935,-0.06669903136937774,-0.9625794407050746,-1.312020506849032,-0.6279330906519278,-32.841331992667165,-44.763579216957766,-21.42385160873176,0.8984501417266703,0.8663068968526507,0.9314379083688016,-0.11302781707860604,-0.15432533624407818,-0.07360886970047119,-1.0640920122926212,-1.4528844477062763,-0.6929852518312986,-36.304742828134465,-49.56958197564914,-23.643304395472484,-0.10151257158754656,-0.1408639408572443,-0.06505216117937074,-3.4634108354673,-4.8060027586913785,-2.219452786740728,0.8776835819610906,0.8487963998229322,0.9374715553235736,-0.13936277327371935,-0.17813883306834294,-0.06669903136937774,-1.467308788176645,-1.8755702770303808,-0.7022540710992967,-132.3091783748102,-169.12265798290176,-63.323180441776074,0.8663068968526507,-0.15432533624407818,-1.6248451203285117,0.8349950130870489,-0.19761194297785484,-2.080596803355576,0.9314379083688016,-0.07360886970047119,-0.7750056838142628,-146.51443826226435,-187.61017162809523,-69.88328979389205,-0.1575363321518668,-0.2050265263251956,-0.07275161271496611,-14.205259887454174,-18.48751364519347,-6.56010935211597,0.4104
06085501502,06085501502,Census Tract 5015.02; Santa Clara County; California,2986,1734,510,San Jose city,California,0,NA,NA,06085,2986,1734,510,0.007389,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8711
06085503110,06085503110,Census Tract 5031.10; Santa Clara County; California,2367,1549,390,San Jose city,California,2538,0.4787614246928687,0.2275588664416012,06085,2367,1549,390,0.007389,0.009493868073,0.003212018401,0.8567424179626497,0.7910768498238372,0.8910384236817229,-0.16721196363548757,-0.26409968920552707,-0.12228605795477786,-2.924497614749296,-4.619040972578326,-2.1387541718333294,-123.55291993026178,-195.1432603539639,-90.35716822278536,0.8435975244942373,0.7727527210484947,0.8808177857621986,-0.18539940073855812,-0.2940750291285538,-0.1353085918158083,-3.2425915792594067,-5.143302563676503,-2.3665152027222267,-136.99161720572062,-217.2920390230884,-123.55291993026178,-0.3180939645101106,-0.5242615910981767,-0.22776103088889732,-13.438697275458834,-22.148778669124493,-9.622350269915392,0.908337045732743,0.8791073101256696,0.938223844376858,-0.10091293171172357,-0.13751755727869977,-0.06584372801159392,-0.5020838658196576,-0.6842071239571809,-0.3275999709777386,-32.41341935569126,-44.170892443975525,-21.14912659636789,0.8996461578873198,0.8678528230787217,0.932260133332311,-0.11154812504101132,-0.15226910993097204,-0.07266197946870981,-0.554998382224376,-0.7576022424703677,-0.3615236118000926,-35.82946302287773,-48.90911830021741,-23.339161510658013,-0.05291451640471845,-0.07339511851318681,-0.03392364082235405,-3.4160436671864716,-4.738225856241886,-2.190034914290126,0.8791073101256696,0.8505268110043094,0.938223844376858,-0.13751755727869977,-0.17574188968739432,-0.06584372801159392,-0.5091736831448266,-0.6507034230808179,-0.24379355019886123,-130.55735465251965,-166.84703155918407,-62.51116671765673,0.8678528230787217,-0.15226910993097204,-0.5637929080983352,0.8368677061015678,-0.194931997864228,-0.7217568816624262,0.932260133332311,-0.07266197946870981,-0.26903886632959656,-144.56228412777824,-185.0658670929298,-68.98432469989655,-0.05461922495350857,-0.07105345858160839,-0.02524531613073533,-14.004929475258608,-18.218835533745743,-6.473157982239828,0.9107
06085503118,06085503118,Census Tract 5031.18; Santa Clara County; California,3557,2316,676,San Jose city,California,0,NA,NA,06085,3557,2316,676,0.007389,0.009493868073,0.003212018401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.727
06085503329,06085503329,Census Tract 5033.29; Santa Clara County; California,2160,1852,698,San Jose city,California,42494,0.47844117994534763,0.18074671230317207,06085,2160,1852,698,0.007389,0.009493868073,0.003212018401,0.8568544274715776,0.7912336193932437,0.891125343383689,-0.16705938364678713,-0.26384922921607973,-0.12217659100896336,-2.6663078572547976,-4.211097022103644,-1.9499677148848975,-123.440178576611,-194.9581954677613,-90.27628309652304,0.8437188453441692,0.7729211747743611,0.8809123011836189,-0.18522894862219264,-0.293792992916684,-0.13518678154042296,-2.9562984749578636,-4.689006677268576,-2.15761347821272,-136.86567013693812,-217.08364246613775,-123.440178576611,-0.289990617703066,-0.4779096551649325,-0.2076457633278226,-13.425491560327131,-22.125446998376503,-9.61322978369549,0.908410884433575,0.8792030869730322,0.9382744301643384,-0.10082344579516345,-0.13739364069211124,-0.06578626449923637,-0.599764205346931,-0.8173077906585378,-0.3913399937777197,-32.384676314629104,-44.131090208344375,-21.130669210460027,0.8997266036548826,0.8679568294100353,0.9323154241506312,-0.1114487400258983,-0.1521310347655386,-0.072598365420192,-0.6629704477106465,-0.9049755089717096,-0.4318628529537552,-35.797540373145054,-48.86476830300808,-23.318728561217885,-0.06320624236371553,-0.08766771831317177,-0.04052285917603548,-3.4128640585159573,-4.733678094663702,-2.1880593507578556,0.8792030869730322,0.8506432448108046,0.9382744301643384,-0.13739364069211124,-0.17558095723479772,-0.06578626449923637,-0.9104691749624476,-1.1635258259945205,-0.43594714908752097,-130.43970988000683,-166.6942444118224,-62.45661161712334,0.8679568294100353,-0.1521310347655386,-1.008129757763354,0.8369937272851966,-0.1947520840371373,-1.2905675137676926,0.9323154241506312,-0.072598365420192,-0.4810890339230941,-144.4311973873,-184.89505927903903,-68.92393036147479,-0.09766058280090616,-0.12704168777317215,-0.04514188483557313,-13.991487507293147,-18.20081486721664,-6.467318744351451,0.1586
06085503903,06085503903,Census Tract 5039.03; Santa Clara County; California,2076,1525,644,San Jose city,California,47045,0.4210874738222178,0.2009974433426488,06085,2076,1525,644,0.007389,0.009493868073,0.003212018401,0.8771525899102556,0.8198169701964825,0.9068296170158414,-0.1400524965699678,-0.21978445964632048,-0.1027429863735152,-2.148344234494801,-3.37139778495015,-1.576032615027664,-103.48478971554918,-162.3987372326662,-75.91679263139036,0.8657303941304476,0.8036900550585918,0.8980039878787988,-0.15509401862275468,-0.2442607616030492,-0.1135808008627322,-2.3790746246809373,-3.746853585298716,-1.742279964005136,-114.59897036035343,-180.48427674849304,-103.48478971554918,-0.23073039018613617,-0.37545580034856574,-0.16624734897747184,-11.114180644804248,-18.085539515826863,-8.008061126082458,0.921732172284996,0.8965254551008135,0.9473781339614836,-0.084913850322677,-0.11541729720050269,-0.05554473356744769,-0.41593589584770246,-0.5653517856625931,-0.27207632710335866,-27.274484973619835,-37.07224824017004,-17.84107062972844,0.914250530644846,0.8867861212615752,0.9422707119626104,-0.09379209142451642,-0.12766762585025856,-0.06126613859954118,-0.4594244333738271,-0.6253579142505961,-0.3001016459234126,-30.126192352382105,-41.00707634430138,-19.678796453994263,-0.04348853752612464,-0.06000612858800291,-0.02802531882005393,-2.8517073787622715,-3.934828104131338,-1.8377258242658316,0.8965254551008135,0.8717549173540065,0.9473781339614836,-0.11541729720050269,-0.1471113957524316,-0.05554473356744769,-0.7056672458686901,-0.8994465820506599,-0.3396033359796983,-109.57565929638046,-139.6656183308478,-52.7334372639283,0.8867861212615752,-0.12766762585025856,-0.7805663804779687,0.859872077472603,-0.16296368517892912,-0.996368288689456,0.9422707119626104,-0.06126613859954118,-0.37458429836077795,-121.20595970154793,-154.71557277786584,-58.165263720617695,-0.07489913460927855,-0.09692170663879618,-0.03498096238107967,-11.630300405167477,-15.04995444701804,-5.43182645668939,0.7283
