geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06037402703,06037402703,Census Tract 4027.03; Los Angeles County; California,3034,1773,647,Pomona city,California,56943,0.4174153615612935,0.17446288416696878,06037,3034,1773,647,0.009245,0.009493868073,0.003212018401,0.8784684535013927,0.8216818222379034,0.9078444700293828,-0.13834480454500991,-0.217016091796257,-0.10151026195889548,-3.8804790764684824,-6.087155974103505,-2.847294836071505,-127.89977180186166,-200.6313768656396,-93.84623718099886,0.8671591026360003,0.805701268274946,0.8991095233792139,-0.15319091613083277,-0.24115480436199263,-0.11221155376221492,-4.2969025595560515,-6.764230688634971,-3.1474589012891077,-141.6250019629549,-222.9476166326622,-127.89977180186166,-0.41642348308756905,-0.6770747145314662,-0.3001640652176025,-13.725230161093243,-22.316239767022616,-9.893344272168838,0.9225917011456156,0.89764608662508,0.9479640048037956,-0.08390309468236444,-0.11402479763460507,-0.05489237453375078,-0.47782045756852354,-0.6493608035101135,-0.3126070571775056,-26.949828402059985,-36.62497481726529,-17.631531707699132,0.915188381689829,0.8880055008326869,0.9429117153599884,-0.0926712139347448,-0.12611915023307324,-0.06054467635733673,-0.5277540955236963,-0.7182370364365944,-0.3447963995835958,-29.7661644401408,-40.50970312671148,-19.447061454235524,-0.0499336379551728,-0.06887623292648093,-0.03218934240609023,-2.8163360380808125,-3.884728309446189,-1.815529746536392,0.89764608662508,0.8731243181828842,0.9479640048037956,-0.11402479763460507,-0.14531227589808182,-0.05489237453375078,-0.7004010416083706,-0.8925853981661568,-0.33717820243802615,-108.2536385793463,-137.95755767637664,-52.11409620371347,0.8880055008326869,-0.12611915023307324,-0.7746909972432069,0.8613580021847305,-0.1609574618957749,-0.988686463866407,0.9429117153599884,-0.06054467635733673,-0.37189765089879695,-119.73585737916645,-152.81089086034112,-57.480316985903706,-0.07428995563483631,-0.09610106570025025,-0.03471944846077079,-11.482218799820142,-14.853333183964487,-5.366220782190232,0.8825
06037402803,06037402803,Census Tract 4028.03; Los Angeles County; California,2246,1504,491,Pomona city,California,36639,0.4257519292106556,0.21114105277545336,06037,2246,1504,491,0.009245,0.009493868073,0.003212018401,0.8754839719867008,0.8174542661536589,0.9055421480714584,-0.14222536562347332,-0.22331002651104584,-0.10431082874464694,-2.9532058926545184,-4.636869684182514,-2.16593821197761,-131.48735051890108,-206.4501195094619,-96.43536117442608,0.8639189882607993,0.8011425734362843,0.896601654817335,-0.15751594025401916,-0.2482172751234161,-0.11532250094243958,-3.2707035127383226,-5.154050519326895,-2.39458754664407,-145.62348676484072,-229.4768708515982,-131.48735051890108,-0.3174976200838042,-0.517180835144381,-0.2286493346664602,-14.136136245939635,-23.026751342136286,-10.180290946859314,0.92064152085176,0.8951040036676505,0.9466344607896372,-0.08619910937192898,-0.1171886126109844,-0.05637396632048204,-0.41641718068048095,-0.5661236180615905,-0.2723356226067488,-27.687312545244744,-37.64119800941426,-18.107421715874256,0.9130606225195989,0.8852396333604552,0.9414571135635104,-0.09521753028894324,-0.12963762840565934,-0.06218327483330482,-0.45998405091633426,-0.6262632656430711,-0.300399669790519,-30.584045938586055,-41.63984479009781,-19.97338229990153,-0.04356687023585332,-0.0601396475814806,-0.0280640471837702,-2.896733393341311,-3.9986467806835506,-1.865960584027274,0.8951040036676505,0.8700185491611095,0.9466344607896372,-0.1171886126109844,-0.14940078112612812,-0.05637396632048204,-0.5462734548432157,-0.6964301312531729,-0.2627866365082152,-111.257322778659,-141.83913060146088,-53.52069989984017,0.8852396333604552,-0.12963762840565934,-0.6043044078175441,0.8579882953636336,-0.1655170652137845,-0.7715560158561755,0.9414571135635104,-0.06218327483330482,-0.28986666553871804,-123.0762541379927,-157.13971809698074,-59.0359807614497,-0.05803095297432847,-0.07512588460300262,-0.02708002903050282,-11.818931359333702,-15.30058749551988,-5.515280861609537,0.7866
06037401707,06037401707,Census Tract 4017.07; Los Angeles County; California,5657,3994,1439,Pomona city,California,76202,0.4113381757584965,0.207134454096548,06037,5657,3994,1439,0.009245,0.009493868073,0.003212018401,0.8806504885462153,0.8247773950988843,0.9095265032985286,-0.1355242664440098,-0.21244835993608668,-0.09947318343484912,-7.087778867405943,-11.110829340604798,-5.202344538897753,-125.29218432748706,-196.40850876091213,-91.962958085518,0.8695287346982112,0.8090408016710247,0.9009421273374192,-0.15004825038596523,-0.23603160425847583,-0.10994920723191118,-7.847368195246832,-12.34420861000788,-5.750229740799469,-138.71960748182485,-218.2112181369609,-125.29218432748706,-0.7595893278408896,-1.2333792694030803,-0.5478852019017157,-13.427423154337804,-21.8027093760488,-9.685084000383874,0.9240159452014496,0.8995037611638682,0.9489343915954188,-0.08223240647863994,-0.11172408963148713,-0.05381363438490834,-1.0549432190550052,-1.433286167934852,-0.6903644331728337,-26.413200276790313,-35.88598317313099,-17.285038386901192,0.9167425983509,0.8900272056056032,0.94397350618276,-0.09081873341423131,-0.12356116049235567,-0.05935176511870557,-1.1650955028708063,-1.5851416002745409,-0.7614120130022903,-29.171144288202463,-39.68807211503607,-19.063896169311224,-0.11015228381580112,-0.1518554323396888,-0.07104757982945664,-2.757944011412146,-3.802088941905077,-1.7788577824100311,0.8995037611638682,0.875395344370937,0.9489343915954188,-0.11172408963148713,-0.14234100790038406,-0.05381363438490834,-1.5263383314862693,-1.9446167538027157,-0.7351844458003468,-106.06937675373658,-135.1366750384097,-51.089954537897626,0.8900272056056032,-0.12356116049235567,-1.6880525602354732,0.8638227862005347,-0.15764485028049735,-2.1536928923583147,0.94397350618276,-0.05935176511870557,-0.8108445944008736,-117.30733566612044,-149.66594109508787,-56.34778279366738,-0.16171422874920394,-0.20907613855559928,-0.07566014860052683,-11.237958912383872,-14.529266056678198,-5.257828255769759,0.9642
06037403316,06037403316,Census Tract 4033.16; Los Angeles County; California,4374,3374,1573,Pomona city,California,96842,0.5390445895610395,0.24188941193971775,06037,4374,3374,1573,0.009245,0.009493868073,0.003212018401,0.8359163269456615,0.7621128689420188,0.8748266710419259,-0.1962919825407414,-0.3121416010048763,-0.14308357655464665,-7.93758256194896,-12.622266569042816,-5.7859607277934755,-181.47193785891545,-288.5749101290081,-132.2807665247708,0.8210679285803203,0.74168795245483,0.8632055351193789,-0.21792602681371911,-0.34827591130503316,-0.15847264563902824,-8.812412039663254,-14.083452439265749,-6.408258209472137,-201.47261178928335,-321.98108000150313,-181.47193785891545,-0.874829477714294,-1.4611858702229306,-0.622297481678662,-20.000673930367945,-33.406169872494985,-14.227194368510787,0.894543942463949,0.8612627679055811,0.9287499428182422,-0.11788806846713516,-0.16108583496741666,-0.07671608244254993,-1.277594268819728,-1.7457435872722409,-0.8313990425776409,-37.8658645174786,-51.74106660557915,-24.641346845810336,0.8846303743860803,0.8484949083422287,0.9219103273725106,-0.1304156277631598,-0.17855745528724348,-0.08470419552631418,-1.4133598146210171,-1.9350896532299493,-0.9179690205847554,-41.88973961532357,-57.35298320183608,-27.207143467242304,-0.1357655458012894,-0.18934606595770864,-0.08656997800711452,-4.023875097844974,-5.611916596256925,-2.565796621431966,0.8612627679055811,0.8288906585191697,0.9287499428182422,-0.16108583496741666,-0.206431740691252,-0.07671608244254993,-2.405632418004064,-3.08282157529452,-1.145666811382889,-152.93276656097038,-195.9835712202492,-72.83323657869606,0.8484949083422287,-0.17855745528724348,-2.6665510533697097,0.8134801681895442,-0.22928626794377607,-3.424127759466146,0.9219103273725106,-0.08470419552631418,-1.2649601297362545,-169.52009239476857,-217.68135788087383,-80.41704575564235,-0.26091863536564563,-0.34130618417162584,-0.11929331835336532,-16.587325833798197,-21.697786660624654,-7.583809176946302,0.4609
06037401602,06037401602,Census Tract 4016.02; Los Angeles County; California,3930,2870,1128,Pomona city,California,69652,0.4383142975453341,0.21957025381417516,06037,3930,2870,1128,0.009245,0.009493868073,0.003212018401,0.8710057992456918,0.8111248123045751,0.9020838042747918,-0.14809798151288975,-0.23285588707216465,-0.10854445591551828,-5.380821747610597,-8.460318016609897,-3.943729435110138,-136.91658390866658,-215.2752675982162,-100.34934949389664,0.8590593147884484,0.7943217515334452,0.8928357556876353,-0.16406397414625504,-0.2589356870430542,-0.12002682870807524,-5.960911763059762,-9.407871476982232,-4.360916763426191,-151.67714409821278,-239.3860426713036,-136.91658390866658,-0.5800900154491657,-0.947553460372335,-0.4171873283160532,-14.760560189546204,-24.110775073087403,-10.615453646718912,0.9177105789615472,0.8912869317136088,0.9446344930748204,-0.08966816219070817,-0.12197314289953394,-0.05861050737726392,-0.8266053085189684,-1.124408540938573,-0.5403005408987506,-28.80157869404071,-39.17799794211056,-18.825802818771795,0.90986364379112,0.8810880128082847,0.9392694124259822,-0.0990657851030399,-0.13496039608200777,-0.06465726102712158,-0.9132372277755656,-1.2441314410341564,-0.5960424959490653,-31.820112466047583,-43.349527562165726,-20.76803121773747,-0.08663191925659719,-0.1197229000955835,-0.05574195505031476,-3.0185337720068706,-4.171529620055175,-1.9422283989656712,0.8912869317136088,0.8653593219885577,0.9446344930748204,-0.12197314289953394,-0.1555893310330834,-0.05861050737726392,-1.306220533810933,-1.666219088940904,-0.627664799096948,-115.79969271373518,-147.71445823944185,-55.64404247313369,0.8810880128082847,-0.13496039608200777,-1.445302108504156,0.8529353694543111,-0.17242177521583787,-1.8464791339235136,0.9392694124259822,-0.06465726102712158,-0.6924199869406028,-128.12961954824078,-163.69495868116255,-61.38475061530167,-0.13908157469322302,-0.18026004498260972,-0.06475518784365486,-12.329926834505589,-15.98050044172072,-5.740708142167984,0.7083
06037402501,06037402501,Census Tract 4025.01; Los Angeles County; California,2907,1677,691,Pomona city,California,50192,0.37030605710443215,0.21211673767934483,06037,2907,1677,691,0.009245,0.009493868073,0.003212018401,0.8955257313642495,0.8459855802797049,0.920965149973001,-0.11666249776719842,-0.1820532445356502,-0.08581741668435111,-3.1353297099304775,-4.892720088343174,-2.3063615241365234,-107.85447918577492,-168.3082245732086,-79.3382017246826,0.8856984322819209,0.831953889876201,0.913413689389458,-0.12905246701587986,-0.20198969217970136,-0.09479418977004586,-3.4683127973321795,-5.428516405113293,-2.547614230820783,-119.30900575618092,-186.73947042013393,-107.85447918577492,-0.3329830874017019,-0.535796316770119,-0.2412527066842598,-11.454526570405982,-18.43124584692532,-8.299026717724795,0.93368990599001,0.9121474693029304,0.9555123234685988,-0.0710193968946041,-0.0963139554223696,-0.04655897725097532,-0.3825498773887361,-0.5188004045195022,-0.25079248511696123,-22.811560965339066,-30.93621970897449,-14.954829166187311,0.9273057016423262,0.9037983898854632,0.951173893557006,-0.0783930242517941,-0.10644144887968664,-0.05133247114300413,-0.4222683256542068,-0.5733527036062074,-0.27650517183297935,-25.17998364068019,-34.189189243065435,-16.48808418801308,-0.03971844826547072,-0.05455229908670522,-0.02571268671601812,-2.368422675341128,-3.25296953409095,-1.5332550218257672,0.9121474693029304,0.8908842816103583,0.9555123234685988,-0.0963139554223696,-0.12248023749212936,-0.04655897725097532,-0.6318448625808268,-0.8035025504632892,-0.30543912825548636,-91.43919863687798,-116.28112162999844,-44.20247876345678,0.9037983898854632,-0.10644144887968664,-0.6982838815554385,0.8806501758253467,-0.13552466967124432,-0.8890774541365272,0.951173893557006,-0.05133247114300413,-0.33675450284489766,-101.05410731627184,-128.6653334495698,-48.73437088927607,-0.06643901897461169,-0.08557490367323795,-0.0313153745894113,-9.614908679393876,-12.384211819571338,-4.531892125819292,0.9859
06037402601,06037402601,Census Tract 4026.01; Los Angeles County; California,1832,1316,420,Pomona city,California,55108,0.39870557134076406,0.1999500612514079,06037,1832,1316,420,0.009245,0.009493868073,0.003212018401,0.8852036283013288,0.831249508578907,0.9130329130052952,-0.1296835756524868,-0.20300822999533144,-0.09525076889993812,-2.196429971454065,-3.4383179101141295,-1.6132470327352275,-119.89246569072408,-187.68110863068392,-88.05933584799277,0.8744752129658977,0.816027024737916,0.904763509665831,-0.14354299032486978,-0.22544961096254224,-0.1052611973369086,-2.4311646602538675,-3.818403988934824,-1.7827920575036469,-132.7054945553421,-208.42816533487033,-119.89246569072408,-0.23473468879980253,-0.3800860788206948,-0.16954502476841915,-12.813028864618042,-20.7470567041864,-9.254641089979213,0.9269835508063172,0.9033776072120416,0.950954707647042,-0.07876779380839181,-0.10695681630425802,-0.05157479316161258,-0.3329527417042466,-0.45210819689945614,-0.2180074870163351,-25.300360311872844,-34.35472620816536,-16.565918466286863,0.91998178878751935,0.8942444495943331,0.9461844709283144,-0.08697803824784384,-0.11826246218653302,-0.0568763605038735,-0.36765757808480243,-0.4998973453729754,-0.2404172981407824,-27.93750593349563,-37.986120469071075,-18.268791652035137,-0.03470483638055582,-0.04778914847351928,-0.02240981112444728,-2.6371456216227833,-3.63139426090572,-1.7028731857482742,0.9033776072120416,0.8801350300434846,0.950954707647042,-0.10695681630425802,-0.136189295806796,-0.05157479316161258,-0.4264822394703029,-0.5430445470846872,-0.2056505985108172,-101.54339035007212,-129.29632073444935,-48.96442821686123,0.8942444495943331,-0.11826246218653302,-0.4715626498745802,0.8689689074424439,-0.15078916107966142,-0.6012604088940338,0.9461844709283144,-0.0568763605038735,-0.2267901985003884,-112.27682139870956,-143.1572402128652,-53.99766630961629,-0.04508041040427729,-0.05821586180934657,-0.02113959998957118,-10.733431048637453,-13.860919478415848,-5.033238092755044,0.9428
06037402602,06037402602,Census Tract 4026.02; Los Angeles County; California,3307,2757,921,Pomona city,California,53360,0.4145519673133062,0.20128457680402945,06037,3307,2757,921,0.009245,0.009493868073,0.003212018401,0.8794958909368144,0.8231389165325746,0.9086366075823756,-0.13701497676677948,-0.21486176867015655,-0.1005499796675774,-4.188988342910753,-6.56901504883296,-3.074136146622472,-126.6703460208876,-198.63970513555972,-92.9584562026753,0.8682747991473884,0.8072730389996717,0.8999725285038399,-0.15170911442087295,-0.23873826040213716,-0.11114502757373144,-4.638235372648949,-7.298996164000525,-3.3980608241926196,-140.25507628209704,-220.71352174177576,-126.6703460208876,-0.4492470297381957,-0.7299811151675648,-0.3239246775701474,-13.584730261209424,-22.073816606216052,-9.795121789239412,0.923262490062966,0.8985208907049711,0.9484210993142012,-0.083115593629067,-0.11294017795780946,-0.0543839658597802,-0.7360330261161805,-1.00014566849361,-0.4815990985110938,-26.696881614660153,-36.27659298126986,-17.468229906096983,0.9159203550958294,0.8889574969006722,0.9434118516224652,-0.09179798705900984,-0.12491317468661292,-0.05998244380777625,-0.8129202626880817,-1.1061729568663476,-0.5311766144234288,-29.485682360829948,-40.12234156207282,-19.266471324752583,-0.07688723657190122,-0.10602728837273756,-0.049577515912335,-2.7888007461697937,-3.845748580802958,-1.798241418655604,0.8985208907049711,0.8741936251147351,0.9484210993142012,-0.11294017795780946,-0.14391133871372402,-0.0543839658597802,-0.9875322568484513,-1.258339518104317,-0.47552537558370545,-107.22391496725857,-136.62752639569135,-51.63141971592893,0.8889574969006722,-0.12491317468661292,-1.0922223741710162,0.8625184597362863,-0.15939547578581506,-1.3937305286786503,0.9434118516224652,-0.05998244380777625,-0.5244776409587976,-118.59092010543064,-151.32796185435944,-56.94654082071635,-0.10469011732256496,-0.135391010574333,-0.04895226537509212,-11.36700513817209,-14.70043545866808,-5.315121104787417,0.773
06037402903,06037402903,Census Tract 4029.03; Los Angeles County; California,2230,1377,487,Pomona city,California,60450,0.38998896214908346,0.23521564508910583,06037,2230,1377,487,0.009245,0.009493868073,0.003212018401,0.8883590534540667,0.8357449124828791,0.9154602454622784,-0.12567097291557658,-0.19653734658000185,-0.09234672390938373,-2.590876762468047,-4.051882725164622,-1.9038523814692232,-116.18281446045054,-181.69877691321173,-85.37454625422527,0.8779047239823787,0.820882723892684,0.9074097438243603,-0.13907577061867132,-0.2182008110219803,-0.10203797876955746,-2.867234763594245,-4.4985042903130035,-2.1036506836057662,-128.57554993696164,-201.72664978982075,-116.18281446045054,-0.27635800112619746,-0.4466215651483818,-0.19979830213654304,-12.392735476511096,-20.02787287660905,-8.959565118230628,0.9290367802547372,0.9060603184211142,0.9523512510403128,-0.07638364944583237,-0.10367928014172775,-0.05003274674930859,-0.3378410117639883,-0.45856820348552263,-0.22129230412203188,-24.534568755554705,-33.30197556176635,-16.070610321135213,0.92222352978846,0.897166030813066,0.9477130748780443,-0.08433581197974897,-0.11462089028687326,-0.05517168276768159,-0.37301302378045065,-0.5069623908355847,-0.2440215577834287,-27.088817994222996,-36.81644087404391,-17.72124602639279,-0.03517201201646236,-0.04839418735006207,-0.02272925366139683,-2.5542492386682905,-3.514465312277565,-1.6506357052575766,0.9060603184211142,0.8834204095269049,0.9523512510403128,-0.10367928014172775,-0.13196388629455202,-0.05003274674930859,-0.4793625774861868,-0.6101368429909737,-0.2313270926232968,-98.4317407569172,-125.28477268808494,-47.50042969677553,0.897166030813066,-0.11462089028687326,-0.5299512624563769,0.8725376409239662,-0.14608236149108547,-0.6754138072130778,0.9477130748780443,-0.05517168276768159,-0.25508703397258514,-108.81956107933816,-138.68866677886606,-52.37926775617765,-0.05058868497019014,-0.06527696422210405,-0.02375994134928832,-10.387820322420977,-13.40389409078112,-4.878838059402121,0.817
06037408800,06037408800,Census Tract 4088; Los Angeles County; California,3647,1501,507,Pomona city,California,67051,0.37125844156447735,0.20687098457599076,06037,3647,1501,507,0.009245,0.009493868073,0.003212018401,0.8951776344533109,0.845487194835517,0.9206980270823524,-0.11709672082089564,-0.1827500240196331,-0.08613244580196601,-3.94809334400854,-6.16169392610832,-2.904085900868674,-108.255918398918,-168.9523972061508,-79.62944614391759,0.8853197349724099,0.831414774726548,0.9131222677402048,-0.12953542149510988,-0.2027690996096378,-0.09514359175009526,-4.367482981871195,-6.836667388524847,-3.2079103383959633,-119.7554971722291,-187.46003258911017,-108.255918398918,-0.419389637862655,-0.6749734624165269,-0.30382443752728916,-11.499578773311075,-18.507635382959332,-8.330804429045495,0.9334642224813176,0.9118519948199336,0.9553591293464436,-0.07127833709771786,-0.09666920254692568,-0.04672679548694435,-0.3436499428561766,-0.4660653893434727,-0.22528107771266737,-22.894733035055072,-31.050325739072132,-15.0087326923829,0.9270591502113072,0.903476348165485,0.95100614649011606,-0.07867982293477957,-0.10683583696519217,-0.0515179146745854,-0.37933427961995464,-0.5150811700018683,-0.2483802113637903,-25.272103905393383,-34.31586742184332,-16.547648991591622,-0.03568433676377802,-0.04901578065839557,-0.0230991336511229,-2.3773708703383094,-3.2655416827711905,-1.5389162992087209,0.9118519948199336,0.8905216843250091,0.9553591293464436,-0.09666920254692568,-0.1229372822717646,-0.04672679548694435,-0.4653066804412323,-0.5917452219446364,-0.22491434213634048,-91.77646557026276,-116.71503391412948,-44.36180318271015,0.903476348165485,-0.10683583696519217,-0.5142426681993479,0.880255908738555,-0.1360332717709825,-0.6547813414162573,0.95100614649011606,-0.0515179146745854,-0.24797587265550833,-101.42853416160708,-129.14819357322628,-48.91042853165845,-0.04893598775811564,-0.06303611947162091,-0.02306153051916787,-9.6520685913443085,-12.433159659096829,-4.548625348948298,0.9397
06037402301,06037402301,Census Tract 4023.01; Los Angeles County; California,3548,2495,920,Pomona city,California,56931,0.44463631817725346,0.22313145973863388,06037,3548,2495,920,0.009245,0.009493868073,0.003212018401,0.8687608274568412,0.807958071729505,0.9003483894061587,-0.15106479067126047,-0.2376879877682421,-0.1106811671641556,-4.955115475653589,-7.796465485662929,-3.6304817412549304,-139.6593989755803,-219.74254469173985,-102.32473904326184,0.856624030526263,0.790911165136841,0.8909465515537972,-0.16737327504769464,-0.2643645001862922,-0.12240178522046608,-5.490054311890944,-8.671488705380618,-4.014932781480665,-154.73659278159369,-244.4049804222271,-139.6593989755803,-0.5349388362373553,-0.875023219717689,-0.3844510402257346,-15.077193806013394,-24.66243573048729,-10.835711393059036,0.9162391117438824,0.8893721489977565,0.9436296067535748,-0.09141815404135606,-0.12438870626532578,-0.05973783870597254,-0.732623798450889,-0.996849339435022,-0.4787381977130869,-29.363679296628817,-39.95388134008104,-19.187903715955382,0.9082589986174284,0.8790060773853386,0.9381703739623578,-0.1010075336685038,-0.13764856208339962,-0.06590447508644415,-0.8094729516732388,-1.1031136371362609,-0.5281575347813322,-32.443805678286125,-44.21297142830705,-21.168638668590468,-0.07684915322234986,-0.10626429770123892,-0.04941933706824536,-3.0801263816573092,-4.259090088226008,-1.9807349526350848,0.8893721489977565,0.8630240091589283,0.9436296067535748,-0.12438870626532578,-0.15871631540652445,-0.05973783870597254,-1.0864555696898193,-1.3862852187420245,-0.5217717068694038,-118.09299670541516,-150.68317595022003,-56.71431596406563,0.8790060773853386,-0.13764856208339962,-1.2022719057493103,0.8504037481259191,-0.17591203261245528,-1.5364787796698498,0.9381703739623578,-0.06590447508644415,-0.5756333205397347,-130.6817288857946,-167.00856300759236,-62.568839189101595,-0.11581633605949104,-0.15019356092782554,-0.05386161367033093,-12.58873218037946,-16.325387057372343,-5.854523225035971,0.9084
