geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06065041810,06065041810,Census Tract 418.10; Riverside County; California,3816,2637,1120,Corona city,California,105262,0.466328370210896,0.21458869193729707,06065,3816,2637,1120,0.010586,0.009493868073,0.003212018401,0.8611017997580453,0.7971860751435113,0.8944191924409387,-0.16130287996260445,-0.25441227735943295,-0.1180439870380276,-6.516019528276242,-10.277283132772467,-4.768525676129881,-170.75522872841304,-269.3208368126957,-124.961364678456,0.848320469924009,0.7793197355006918,0.8844946710703874,-0.178799799667192,-0.283170378532153,-0.13058906142400128,-7.222828176120629,-11.439000449171472,-5.275298708958766,-189.27746792768943,-299.76416271413717,-170.75522872841304,-0.7068086478443867,-1.161717316399006,-0.5067730328288844,-18.522239199276378,-30.443325901441455,-13.280215744991729,0.9112081415029074,0.8828333839381995,0.9401897706920124,-0.0974441013560778,-0.1327165671274642,-0.06361506067436269,-0.8253605543491518,-1.1241216029625594,-0.5388254497959105,-31.299224662463093,-42.62880557309668,-20.433274546678444,0.9027746396906812,0.8718998886315269,0.9344091314605112,-0.10769615808285377,-0.14692066490515338,-0.07019502092939546,-0.9121964233804688,-1.2444316253515324,-0.5945583219565762,-34.59220414791312,-47.191187916250755,-22.54676988837983,-0.08683586903131713,-0.12031002238897304,-0.05573287216066569,-3.2929794854500236,-4.562382343154078,-2.1134953417013915,0.8828333839381995,0.8550589134512674,0.9401897706920124,-0.1327165671274642,-0.16951005862708113,-0.06361506067436269,-1.4111928089387449,-1.802422869690244,-0.6764273527180845,-125.99935794095936,-160.93061336520034,-60.395299349828974,0.8718998886315269,-0.14692066490515338,-1.562226858983803,0.8417742615739817,-0.187966947492742,-1.9986774097702835,0.9344091314605112,-0.07019502092939546,-0.7463929402553727,-139.4845409806967,-178.45334015806102,-66.64222680851542,-0.1510340500450582,-0.1962545400800395,-0.06996558753728821,-13.485183039737342,-17.52272679286067,-6.246927458686447,0.1646
06065041804,06065041804,Census Tract 418.04; Riverside County; California,3545,2381,1033,Corona city,California,83232,0.5675714919882364,0.21382945579030413,06065,3545,2381,1033,0.010586,0.009493868073,0.003212018401,0.8262383325883867,0.7487787384855414,0.8672581714832773,-0.2103045338834181,-0.33550800604003733,-0.15305918454442863,-7.892176055720568,-12.590733080626714,-5.743908650297054,-222.6283795689864,-355.16877519398344,-162.02845275873213,0.8106173106016936,0.7274260583038865,0.8549943416910766,-0.23362773891139096,-0.37471016962420134,-0.16959838356604742,-8.767434600391166,-14.061887178250164,-6.36458129148498,-247.31832441159847,-396.6681855641795,-222.6283795689864,-0.875258544670598,-1.4711540976234492,-0.6206726411879266,-24.689944842612075,-41.49941037019603,-17.50839608428566,0.8880900420696648,0.8529451744412188,0.9243001553033204,-0.12601194994770204,-0.17240829770227584,-0.08189963429340506,-0.9637161834094036,-1.3185469054221193,-0.6263533182100843,-40.475270197791,-55.377862470479606,-26.30631323855877,0.8776122982261839,0.8394855559922536,0.9170527733719598,-0.13945531759432286,-0.19120572457976576,-0.09044978548295228,-1.0665285830742588,-1.4623061639353816,-0.6917432996791718,-44.79330462302641,-61.41563057267457,-29.05263753377454,-0.10281239966485524,-0.14375925851326232,-0.06538998146908748,-4.318034425235415,-6.037768102194974,-2.7463242952157696,0.8529451744412188,0.818844822595494,0.9243001553033204,-0.17240829770227584,-0.22123261014253975,-0.08189963429340506,-1.690836746967421,-2.1696648702052914,-0.8032032858744158,-163.6821633075916,-210.03532141387137,-77.75443232085341,0.8394855559922536,-0.19120572457976576,-1.8751862274534377,0.8026417906879368,-0.2458857881582633,-2.4114426725155833,0.9170527733719598,-0.09044978548295228,-0.8870560355163074,-181.52819239626697,-233.44072338001772,-85.87183306062995,-0.18434948048601665,-0.2417778023102919,-0.0838527496418916,-17.846029088675376,-23.40540196614636,-8.117400739776535,0.126
06065041812,06065041812,Census Tract 418.12; Riverside County; California,2228,1506,580,Corona city,California,54508,0.46866280435688507,0.19622039270473648,06065,2228,1506,580,0.010586,0.009493868073,0.003212018401,0.8602815928413544,0.7960354184764319,0.8937834416009748,-0.16241008562926584,-0.2562255105607551,-0.11883925507589016,-3.8305406148982977,-6.04323445168583,-2.802896085231956,-171.92731664714083,-271.24032547961536,-125.80323542333734,0.847431676418954,0.7780824695652515,0.883803129486269,-0.18003613486076384,-0.28521080877036525,-0.1314737034041428,-4.24626170266111,-6.726870333020797,-3.100887230798378,-190.5862523636046,-301.92416216430865,-171.92731664714083,-0.4157210877628126,-0.6836358813349666,-0.29799114556642214,-18.65893571646376,-30.68383668469329,-13.374827000288246,0.9106683725392868,0.8821325729290401,0.9398203339076742,-0.09809457553864842,-0.13361645481425985,-0.06403316029788918,-0.4745128619926454,-0.6463428383789204,-0.3097475878614101,-31.50815816684233,-42.91785115397877,-20.56756891510027,0.9021864065509536,0.8711385739000638,0.9340052575131684,-0.10841838531239506,-0.14792299406858672,-0.07065778479935496,-0.5244522240369623,-0.7155478565922476,-0.34179288205383596,-34.82418486301211,-47.51313788793145,-22.695410494942625,-0.04993936204431692,-0.06920501821332725,-0.03204529419242585,-3.316026696169782,-4.595286733952673,-2.1278415798423542,0.8821325729290401,0.8542061268807738,0.9398203339076742,-0.13361645481425985,-0.17067762514372067,-0.06403316029788918,-0.7357514567453582,-0.9398266965539104,-0.3525949781759443,-126.85369943885487,-162.03908561274318,-60.79223761654212,0.8711385739000638,-0.14792299406858672,-0.8145296065771879,0.8408508166943592,-0.1892716046008074,-1.0422133935461495,0.9340052575131684,-0.07065778479935496,-0.3890730985849905,-140.4361390650324,-179.69196440450855,-67.08156872155008,-0.07877814983182962,-0.10238669699223912,-0.03647812040904613,-13.58243962617752,-17.652878791765367,-6.289331105007954,0.3072
06065041806,06065041806,Census Tract 418.06; Riverside County; California,3134,2344,922,Corona city,California,59684,0.4565003414233067,0.1820224444223082,06065,3134,2344,922,0.010586,0.009493868073,0.003212018401,0.8645634773941561,0.8020486392489435,0.8971006833563887,-0.1566530696092523,-0.2468071773507684,-0.11470208255624834,-5.197204323565028,-8.188204242750023,-3.8054163947773545,-165.83293948835444,-261.2700779435234,-121.4236245940445,0.8520725486122912,0.7845502713867385,0.88741201857594465,-0.17360898626370197,-0.274615581016168,-0.12687227473516585,-5.759742699393379,-9.110790414356842,-4.209181067685823,-183.78247285875491,-290.7080540637154,-165.83293948835444,-0.5625383758283506,-0.9225861716068184,-0.40376467290846874,-17.949533370400466,-29.43797612019204,-12.883365440602066,0.9134840939103752,0.8857899278846589,0.9417467025688174,-0.09470981122317522,-0.1289358441770549,-0.06185665133977547,-0.7130674346111522,-0.9707542486818764,-0.4657169422558947,-30.420965640407513,-41.41443040451691,-19.868470232760014,0.9052553257960922,0.8751123472404441,0.9361113675254548,-0.1046607200245833,-0.14271042244275645,-0.06824896555142847,-0.7879875397135612,-1.0744626507990465,-0.5138444914217455,-33.61721585808708,-45.83885029006171,-21.921693320040337,-0.07492010510240898,-0.10370840211717014,-0.04812754916585077,-3.196250217679564,-4.424419885544801,-2.053223087280323,0.8857899278846589,0.858658514303874,0.9417467025688174,-0.1289358441770549,-0.1646073303200324,-0.06185665133977547,-1.1286201027270124,-1.440864976230365,-0.5414526940513108,-122.40998944978443,-156.27602779071202,-58.725888725738706,0.8751123472404441,-0.14271042244275645,-1.249193757295165,0.8456731241176959,-0.18248998517401832,-1.597398048062759,0.9361113675254548,-0.06824896555142847,-0.5974068344089928,-135.4873923313628,-173.25358438858558,-64.79466750639835,-0.1205736545681526,-0.15653307183239407,-0.05595414035768198,-13.077402881578374,-16.977556597873544,-6.068778780659651,0.1008
06065041411,06065041411,Census Tract 414.11; Riverside County; California,1981,1182,607,Corona city,California,43436,0.4250072800549496,0.2473851034659252,06065,1981,1182,607,0.010586,0.009493868073,0.003212018401,0.8757501426159683,0.8178309988094264,0.9057475612121773,-0.1418782039964993,-0.22274651053306815,-0.10406038373615172,-2.975308804331251,-4.671187224356561,-2.1822363632394173,-150.19226675069416,-235.7994560503059,-110.15832222309022,0.8642079126725074,0.8015487195526005,0.8968253809422227,-0.1571289562803982,-0.24758480128091123,-0.11504426753553731,-3.295130286876089,-5.192067691298618,-2.4125779185559035,-166.33671311842951,-262.09327063597266,-150.19226675069416,-0.31982148254483755,-0.5208804669420575,-0.23034155531648623,-16.144446367735362,-26.293814585666706,-11.627539390029597,0.9208155494637436,0.8953307776273908,0.9467531440753012,-0.0859938242597784,-0.11690564536380692,-0.05624154116404364,-0.3264846476476163,-0.4438446453935859,-0.21352695857125745,-27.621374589476847,-37.55030840893282,-18.06488651195071,0.9132504794704664,0.885486338796739,0.9415869519767986,-0.09498984394712168,-0.1293228999544705,-0.06203680701030009,-0.3606389877195351,-0.4909880655714895,-0.23552929820582896,-30.510912666627338,-41.538753432444125,-19.92633656563697,-0.03415434007191881,-0.04714342017790357,-0.02200233963457151,-2.8895380771504917,-3.988445023511301,-1.8614500536862535,0.8953307776273908,0.8702955165772933,0.9467531440753012,-0.11690564536380692,-0.14903498978463056,-0.05624154116404364,-0.6737012718622546,-0.8588555484846444,-0.3241075116244129,-110.98867740729072,-141.49185312761853,-53.39497720336292,0.885486338796739,-0.1293228999544705,-0.7452591524482108,0.8582887515343992,-0.16510905940717222,-0.9514868419949692,0.9415869519767986,-0.06203680701030009,-0.35750434168555195,-122.77745509855202,-156.75236276688128,-58.89692614259505,-0.07155788058595625,-0.09263129351032484,-0.03339683006113903,-11.788777691261323,-15.26050963926274,-5.501948939232129,0.7975
06065040808,06065040808,Census Tract 408.08; Riverside County; California,4211,2665,491,Corona city,California,70205,0.4286553244930474,0.24516747594461571,06065,4211,2665,491,0.010586,0.009493868073,0.003212018401,0.8744469421689998,0.8159870380628741,0.904741684789848,-0.1435799609746194,-0.2255096629647041,-0.10528785929906448,-6.400456673020399,-10.05268992521989,-4.693484919931504,-151.99374668773208,-238.72452921443573,-111.45772785398964,0.8627933910261029,0.7995609697561458,0.8957298770952462,-0.15902603149372768,-0.25068636142280076,-0.11640799929872872,-7.089006136712244,-11.17500787653367,-5.1891945843069776,-168.34495693926013,-265.3765822021769,-151.99374668773208,-0.688549463691845,-1.1223179513137804,-0.4957096643754735,-16.351210251528023,-26.652052987741165,-11.771780203644584,0.9199632954385262,0.8942203579344187,0.9461718554246624,-0.0869998889720074,-0.11829258988234656,-0.05689045205342569,-0.7447215759610143,-1.012588004451776,-0.4869839216001028,-27.944524426304476,-37.995797540404354,-18.273317883681155,0.9123207450561852,0.8842783824232168,0.9409510431265184,-0.09610573410606274,-0.13086559603511683,-0.06275454743881086,-0.8226678747301144,-1.1202133022228034,-0.5371807483845012,-30.86933863902868,-42.034270252262786,-20.15687611198879,-0.07794629876910009,-0.10762529777102724,-0.05019682678439846,-2.924814212724206,-4.038472711858433,-1.8835582283076344,0.8942203579344187,0.8689394917158465,0.9461718554246624,-0.11829258988234656,-0.15082811810676897,-0.05689045205342569,-0.5514196329970379,-0.7030836472072227,-0.2651942291866007,-112.30542423564926,-143.1942255004527,-54.011044640855545,0.8842783824232168,-0.13086559603511683,-0.6100285656894883,0.8568178176229208,-0.1671092494018287,-0.7789779652911167,0.9409510431265184,-0.06275454743881086,-0.2925296466331611,-124.24207040519109,-158.65131675990156,-59.578339436489024,-0.05860893269245038,-0.07589431808389402,-0.02733541744656042,-11.936646169541827,-15.457091259448884,-5.567294795633488,0.692
06065041702,06065041702,Census Tract 417.02; Riverside County; California,2979,2080,800,Corona city,California,58751,0.4556711951460892,0.1915814099090595,06065,2979,2080,800,0.010586,0.009493868073,0.003212018401,0.864856159223781,0.8024602259337698,0.8973272759883286,-0.15626163881114316,-0.2461676824373025,-0.11442059854759928,-4.927819225486735,-7.763068706031945,-3.608332983093935,-165.41857084547615,-260.59310862812845,-121.1256456224886,0.8523898525672107,0.7849931505151929,0.8876585816705008,-0.1731721077957698,-0.27389646564902836,-0.12655926574616314,-5.461102600782411,-8.63751512838927,-3.991134277435682,-183.31999331260192,-289.9467985360614,-165.41857084547615,-0.5332833752956763,-0.8744464223573241,-0.3828012943417467,-17.901422467125755,-29.353689907933,-12.849993096399688,0.9136763655365492,0.8860398105428637,0.941878171732956,-0.09447944339980582,-0.12861745951044176,-0.06170843534902825,-0.6312169982901418,-0.8592930250058157,-0.412273950063035,-30.34697107164143,-41.312164663741136,-19.82086298379976,0.905464921585496,0.875383908616938,0.9362551192385876,-0.10440501466249012,-0.14235593110221667,-0.06808494762971548,-0.6975297227653935,-0.951079729998961,-0.4548754176049563,-33.5350828252593,-45.724987019180816,-21.869010461776742,-0.06631272447525172,-0.09178670499314524,-0.04260146754192129,-3.188111753617871,-4.412822355439674,-2.048147477976985,0.8860398105428637,0.8589628885796129,0.941878171732956,-0.12861745951044176,-0.1641946506601782,-0.06170843534902825,-0.9768617539812424,-1.247073881328043,-0.4686813953559391,-122.10771924765533,-155.8842351660054,-58.58517441949239,0.875383908616938,-0.14235593110221667,-1.081206743434818,0.8460028783473782,-0.182029075306986,-1.3825280211317654,0.9362551192385876,-0.06808494762971548,-0.5171116084429063,-135.15084292935225,-172.81600264147067,-64.63895105536328,-0.10434498945357552,-0.13545413980372234,-0.04843021308696715,-13.043123681696938,-16.931767475465293,-6.053776635870894,0.6071
06065041807,06065041807,Census Tract 418.07; Riverside County; California,1858,1191,437,Corona city,California,48885,0.45591255241601675,0.17589274955761472,06065,1858,1191,437,0.010586,0.009493868073,0.003212018401,0.8647709518670841,0.802340394841618,0.8972613109392946,-0.15637556724234272,-0.2463537999945771,-0.11450252875960268,-3.0757178804693837,-4.845480665087738,-2.252125963636528,-165.539175482744,-260.7901326742593,-121.21237694491538,0.8522974759558981,0.7848642064638195,0.8875868022305767,-0.17329926253559,-0.27410575200704834,-0.12665037096869838,-3.408586455368862,-5.391327925807208,-2.491059296704683,-183.45459932017556,-290.16834907466136,-165.539175482744,-0.3328685748994782,-0.5458472607194702,-0.23893333306815512,-17.915423837431547,-29.378216400402057,-12.859705762548714,0.9136203927632002,0.8859670646019665,0.9418399003091562,-0.09454649646725696,-0.12871012925211214,-0.06175157760013449,-0.36168893790586687,-0.49238239053147126,-0.236231519419012,-30.36850864029109,-41.34193035528726,-19.834720354241146,0.9054039050675572,0.8753048507684217,0.9362132720876476,-0.10447944216165528,-0.14245910910022908,-0.06813268922167207,-0.39968755988259735,-0.5449793042656228,-0.26064255072414344,-33.5589890749452,-45.75812798200023,-21.884345148962502,-0.03799862197673048,-0.05259691373415154,-0.02441103130513142,-3.1904804346541127,-4.416197626712976,-2.0496247947213617,0.8859670646019665,0.8588742767445898,0.9418399003091562,-0.12871012925211214,-0.164314763029488,-0.06175157760013449,-0.5339952032221305,-0.6817124323172706,-0.2561962016624255,-122.19569867783306,-155.99826826482166,-58.626133103529874,0.8753048507684217,-0.14245910910022908,-0.5910372505788788,0.8459068764944814,-0.18216322362113332,-0.7557624887985979,0.9362132720876476,-0.06813268922167207,-0.28267028740008815,-135.24879875946883,-172.9433612811437,-64.68427629292636,-0.05704204735674834,-0.07405005648132723,-0.02647408573766263,-13.053100081635774,-16.94509301632202,-6.058143189396484,0.2014
06065047901,06065047901,Census Tract 479.01; Riverside County; California,2802,2158,763,Corona city,California,68551,0.4843177257613791,0.1988899201080807,06065,2802,2158,763,0.010586,0.009493868073,0.003212018401,0.8548013630535971,0.7883618102996006,0.8895317009092953,-0.1698624302934093,-0.2684531225833614,-0.12418702894768334,-5.0384546512150585,-7.962849005380233,-3.6836321754093726,-179.81636870860308,-284.18447556674636,-131.46438884401758,0.8414953619218845,0.7698358575956121,0.8791795404219271,-0.1883606793935359,-0.29897820442301487,-0.13742410284034806,-5.587149198072039,-8.868283128205743,-4.076269890575524,-199.39861520599712,-316.49832720220354,-179.81636870860308,-0.5486945468569804,-0.9054341228255094,-0.39263771516615176,-19.582246497394017,-32.31385163545715,-14.012766422774869,0.9070568866699276,0.8774472253878218,0.9373466063475012,-0.10246668615382416,-0.13966968162445464,-0.06684122311664026,-0.710251494094811,-0.9681253856945704,-0.4633123248901574,-32.91248814155751,-44.86215874395599,-21.46952385959951,0.8982515545330221,0.8660502781415793,0.9313013500057128,-0.11327388742441344,-0.15466737352230606,-0.07376629486671075,-0.7851619956201199,-1.0720824226424766,-0.5113137070156374,-36.383781076001846,-49.67944497879873,-23.69386964854668,-0.07491050152530887,-0.10395703694790626,-0.04800138212548,-3.47129293444434,-4.8172862348427365,-2.224345788947173,0.8774472253878218,0.848509199706849,0.9373466063475012,-0.13966968162445464,-0.17853760494935053,-0.06684122311664026,-1.0117422202601898,-1.293294512670855,-0.4841858783839008,-132.60055311404847,-169.50124674585254,-63.45817541073404,0.8660502781415793,-0.15466737352230606,-1.1203828208760769,0.8346842350631217,-0.19805784989383024,-1.4346956795558286,0.9313013500057128,-0.07376629486671075,-0.5343498609060081,-146.8391639418187,-188.0335097714061,-70.03274716985689,-0.10864060061588687,-0.1414011668849735,-0.05016398252210735,-14.238610827770232,-18.53226302555354,-6.5745717591228505,0.3731
06065041703,06065041703,Census Tract 417.03; Riverside County; California,3483,2191,527,Corona city,California,47016,0.32593288814066373,0.21285915221400503,06065,3483,2191,527,0.010586,0.009493868073,0.003212018401,0.9118951056874202,0.8695348315797675,0.9334971517328566,-0.09661735627604132,-0.15004018664002666,-0.07124054759427355,-3.562382214713458,-5.532137423131515,-2.6267129374892684,-102.27913335381736,-158.83254157713222,-75.41524368329797,0.9035233346452628,0.8574635781233166,0.9270951239088132,-0.1067782775002876,-0.16623029305646425,-0.07863796735744391,-3.9370259272876487,-6.1290834520360296,-2.899463482679074,-113.03548456180444,-175.97138822957305,-102.27913335381736,-0.3746437125741906,-0.5969460289045143,-0.27275054518980557,-10.756351207987098,-17.138846652440836,-7.83090856129215,0.9442655910280208,0.926020790466624,0.9626771927140472,-0.05902408125589036,-0.07988936133507078,-0.03876980525603773,-0.4153838792954215,-0.5622239621473761,-0.27284375739730515,-18.9586435096039,-25.66060986523853,-12.45293278855797,0.9388659327635654,0.918930806204314,0.959022399928966,-0.06511479978455022,-0.08822121671004375,-0.04272851194515301,-0.45824750777212486,-0.6208596636059108,-0.3007032836538589,-20.914993508540615,-28.33681714312692,-13.724476661517976,-0.04286362847670338,-0.05863570145853469,-0.02785952625655374,-1.956349998936713,-2.676207277888393,-1.2715438729600066,0.926020790466624,0.9079429937849384,0.9626771927140472,-0.07988936133507078,-0.10139073360906058,-0.03876980525603773,-0.3997079230133821,-0.5072850610697001,-0.19397574439891363,-75.84590569513891,-96.25902487091082,-36.807541631672414,0.918930806204314,-0.08822121671004375,-0.4413944323448361,0.8992168573373235,-0.11207879594373496,-0.5607603064019574,0.959022399928966,-0.04272851194515301,-0.21378221677624157,-83.75605926846984,-106.40613024705074,-40.565885536288725,-0.04168650933145401,-0.05347524533225734,-0.01980647237732794,-7.910153573330932,-10.147105376139912,-3.7583439046163063,0.9329
06065040821,06065040821,Census Tract 408.21; Riverside County; California,3791,2530,803,Corona city,California,63931,0.4159929238779271,0.21966903533411172,06065,3791,2530,803,0.010586,0.009493868073,0.003212018401,0.8789786996507215,0.8224053348530578,0.9082378908919564,-0.137683996662682,-0.21594541963747563,-0.1010331214192422,-5.525468891852336,-8.666219222762264,-4.054613339097476,-145.75227886711517,-228.59982122823172,-106.9536623344098,0.8677131637213323,0.8064816880687563,0.8995381317272296,-0.15245456887081618,-0.2399537581499871,-0.11168161162870392,-6.11823449445795,-9.62971048399392,-4.481953500799234,-161.38840660664602,-254.01504837757636,-145.75227886711517,-0.5927656026056143,-0.9634912612316562,-0.4273401617017578,-15.636127739530842,-25.415227149344663,-11.27249173573616,0.922924865515729,0.8980805532743708,0.9481910463965496,-0.08351181917847827,-0.11348586310441136,-0.05463978361780797,-0.67865099475271,-0.9222322617781828,-0.44402509572985566,-26.824149990225692,-36.45186805447363,-17.55039904070576,0.9155519282420568,0.8884782928686029,0.9431601330362686,-0.09223733701275807,-0.12551990074099653,-0.06026534092439815,-0.7495581000728699,-1.020025744105589,-0.48974066149901424,-29.626802374421736,-40.31722308717744,-19.357338399170523,-0.07090710532015998,-0.09779348232740637,-0.04571556576915858,-2.8026523841960467,-3.8653550327038086,-1.8069393584647664,0.8980805532743708,0.873655350211105,0.9481910463965496,-0.11348586310441136,-0.1446161232325377,-0.05463978361780797,-0.8651681094084471,-1.1024920153443338,-0.4165505464554026,-107.74198124638195,-137.29663951984233,-51.87428972047355,0.8884782928686029,-0.12551990074099653,-0.956910510671374,0.8619342830682915,-0.16018125702138888,-1.221153996708482,0.9431601330362686,-0.06026534092439815,-0.45943741047681497,-119.1669378171076,-152.0739721928371,-57.21511961106039,-0.09174240126292688,-0.11866198136414809,-0.04288686402141234,-11.42495657072564,-14.777332672994778,-5.340829890586842,0.6527
