geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
32003002905,32003002905,Census Tract 29.05; Clark County; Nevada,3719,2177,1113,Spring Valley CDP,Nevada,85813,0.24180905417795096,0.1519899386787057,32003,3719,2177,1113,0.01109,0.007296424454,0.004052580321,0.9437544300608114,0.9159944944229096,0.9577256556042736,-0.05959767514475603,-0.09170961844046374,-0.04414034869834783,-2.458029230344526,-3.782444907169139,-1.8205117410135352,-66.09382173553445,-101.7059668504743,-48.951646706467734,0.938306886141232,0.907992266707067,0.9535977850019204,-0.06574939901856605,-0.10133096576539036,-0.04866015392221815,-2.711749145796023,-4.179264966047688,-2.0069252769233277,-72.91608351158975,-112.37604103381793,-66.09382173553445,-0.2537199154514971,-0.3968200588785491,-0.18641353590979248,-6.8222617760553135,-10.670074183343615,-5.012463993272183,0.964645185794048,0.9529040425501192,0.9764083485735784,-0.03665058896950753,-0.04942360966781579,-0.02416166500510399,-0.32334862486489857,-0.4360381830492171,-0.213165500842201,-14.852945561088587,-20.02931479325756,-9.791708812227885,0.9611791940060452,0.9483182016493888,0.9740800136735386,-0.04038872900708095,-0.05449837223489135,-0.02660970963638769,-0.3563282433290771,-0.4808101101509877,-0.23476329469462867,-16.367856836429816,-22.085903084565352,-10.783798561994884,-0.03297961846417852,-0.04477192710177052,-0.02159779385242766,-1.5149112753412273,-2.0565882913077873,-0.9920897497670031,0.9529040425501192,0.9411851063549316,0.9764083485735784,-0.04942360966781579,-0.06249025111845378,-0.02416166500510399,-0.4013652008481298,-0.5074783561901804,-0.19621495865596028,-36.0615634185202,-45.595539639728706,-17.629376339259682,0.9483182016493888,-0.05449837223489135,-0.4425769437920537,0.9354973266029588,-0.06895014187936568,-0.5599386149640105,0.9740800136735386,-0.02660970963638769,-0.21609533428461863,-39.76432558778559,-50.30895013153734,-19.415573610477868,-0.04121174294392382,-0.05246025877383009,-0.01988037562865838,-3.702762169265393,-4.7134104918086335,-1.7861972712181835,0.8893
32003002938,32003002938,Census Tract 29.38; Clark County; Nevada,1043,860,403,Spring Valley CDP,Nevada,75663,0.2585049922896872,0.1491967743256409,32003,1043,860,403,0.01109,0.007296424454,0.004052580321,0.9373440334788916,0.906580360158719,0.9528675525473088,-0.06684415143558864,-0.10304617654073776,-0.04946379727874206,-0.7731776099157671,-1.1919217280437633,-0.5721413128295632,-74.1301639420678,-114.27820978367816,-54.85535118212495,0.9312985381032308,0.8977324775221277,0.9482782558913208,-0.07376953692710915,-0.11391759242145896,-0.05454279246344629,-0.853282643596071,-1.3176699822520008,-0.630889389861663,-81.81041645216403,-126.33460999539795,-74.1301639420678,-0.08010503368030386,-0.12574825420823754,-0.05874807703209983,-7.680252510096246,-12.056400211719804,-5.632605659836993,0.960565789822044,0.947507194050426,0.9736676554573652,-0.04105310702899554,-0.05540095766996392,-0.02704448935429148,-0.14307907174898812,-0.19308447450335084,-0.09425597019987828,-16.63710136616141,-22.45168308178498,-10.959996534869566,0.9567089281533876,0.9424119136669978,0.9710728626778442,-0.04524999252402893,-0.06110712895056945,-0.02978884328245556,-0.15770613713631804,-0.21297173150178297,-0.10382064486177592,-18.337922922827676,-24.764154825788715,-12.072168007183247,-0.01462706538732991,-0.0198872569984321,-0.00956467466189764,-1.700821556666269,-2.3124717440037337,-1.1121714723136795,0.947507194050426,0.9344921737430084,0.9736676554573652,-0.05540095766996392,-0.07009991961153296,-0.02704448935429148,-0.16290424763421188,-0.2061259433738404,-0.07952321360864982,-40.42289023181437,-51.14787676770233,-19.73280734705951,0.9424119136669978,-0.06110712895056945,-0.17968301064543252,0.9281821996651116,-0.0773746796273407,-0.22751707733499776,0.9710728626778442,-0.02978884328245556,-0.08759287396674041,-44.586354998866625,-56.45585045533443,-21.73520445824824,-0.01677876301122063,-0.02139113396115735,-0.00806966035809059,-4.163464767052267,-5.3079736876320975,-2.002397111188732,0.7604
32003005806,32003005806,Census Tract 58.06; Clark County; Nevada,3133,2095,1085,Spring Valley CDP,Nevada,56545,0.3169318368976798,0.16752711523412112,32003,3133,2095,1085,0.01109,0.007296424454,0.004052580321,0.9152519443689876,0.8743911618248369,0.9360599847364842,-0.0925953297913409,-0.1436529137749059,-0.0683076045404461,-3.2172219557402455,-4.991216179521692,-2.373345670529663,-102.68822073859704,-159.31108137637065,-75.75313343535471,0.907182630171624,0.8627328505494689,0.929895290409538,-0.10231387456218884,-0.1591073637257542,-0.07538989638240569,-3.554892502247014,-5.528180579430417,-2.6194196881097938,-113.4660868894674,-176.4500663718614,-102.68822073859704,-0.3376705465067684,-0.536964399908725,-0.2460740175801308,-10.77786615087036,-17.138984995490745,-7.854261652733189,0.946425427964814,0.9288606183662956,0.9641371204021778,-0.05660728299575855,-0.07658778962857343,-0.03719686633667049,-0.4806046504916976,-0.6502422642176655,-0.315807189447008,-22.940556109388908,-31.037816907764466,-15.074328851885822,0.9412284375511422,0.9220311746397364,0.9606223447813176,-0.06244133740982986,-0.08456202729883644,-0.04099181684936417,-0.530136681252375,-0.717944784205096,-0.34802691044868705,-25.304853520399764,-34.26944077351293,-16.612263028576947,-0.04953203076067741,-0.06770251998743049,-0.03221972100167908,-2.3642974110108548,-3.231623865748472,-1.5379341766911256,0.9288606183662956,0.9114429845079388,0.9641371204021778,-0.07658778962857343,-0.0971613331796839,-0.03719686633667049,-0.6063164679192479,-0.7691894052241035,-0.2944734757888914,-55.88170211237308,-70.89303273954872,-27.140412515105194,0.9220311746397364,-0.08456202729883644,-0.6694454815914046,0.9030305793981588,-0.10738221142684684,-0.8501042198166961,0.9606223447813176,-0.04099181684936417,-0.3245166589378451,-61.700044386304576,-78.35061933794434,-29.90936948735899,-0.06312901367215673,-0.08091481459259264,-0.03004318314895371,-5.818342273931496,-7.457586598395634,-2.7689569722537986,0.4195
32003002941,32003002941,Census Tract 29.41; Clark County; Nevada,3908,2397,935,Spring Valley CDP,Nevada,60893,0.29357899576102536,0.2059252519555266,32003,3908,2397,935,0.01109,0.007296424454,0.004052580321,0.9240188500681074,0.8871175455167835,0.9427420006851764,-0.08222900423112824,-0.1272463328604979,-0.06073559815220809,-3.563782019255913,-5.514820437200779,-2.632263817949216,-91.19196569232122,-141.1161831422922,-67.35577835079877,0.9167457685526524,0.8765552308519644,0.937199701582694,-0.09081496125014953,-0.14082942500731407,-0.06700844901172298,-3.9358949923923303,-6.10350784757799,-2.904127417802351,-100.71379202641585,-156.1798323331113,-91.19196569232122,-0.3721129731364172,-0.5886874103772106,-0.2718635998531349,-9.521826334094609,-15.063649190819104,-6.956591603202019,0.9520520957088684,0.9362691043285044,0.9679351720688282,-0.05036268971755278,-0.06806899360115434,-0.03312704079410367,-0.4892249320929743,-0.6612245882601363,-0.3217972346955115,-20.409884526198343,-27.585506393831302,-13.424999361514873,0.9473856118102564,0.9301238095737157,0.9647857901082146,-0.05553640200341284,-0.0751256872548067,-0.0364995113452444,-0.5394825544700474,-0.729773557603721,-0.3545575317650373,-22.506572985817584,-30.445288177043007,-14.791720140385369,-0.05025762237707315,-0.06854896934358468,-0.03276029706952577,-2.0966884596192386,-2.8597817832117096,-1.3667207788704951,0.9362691043285044,0.920586599959482,0.9679351720688282,-0.06806899360115434,-0.08626391047188091,-0.03312704079410367,-0.464377351955041,-0.5885059289834932,-0.2259978687537346,-49.66602694706321,-62.941810586469856,-24.170895053875356,0.9301238095737157,-0.0751256872548067,-0.5125192230049085,0.9130007071793506,-0.09528940354211492,-0.6500792584879971,0.9647857901082146,-0.0364995113452444,-0.24900539187448972,-54.81489016095277,-69.52719342117615,-26.63159271384917,-0.0481418710498675,-0.06157332950450389,-0.02300752312075513,-5.148863213889572,-6.585382834706299,-2.460697659973811,0.6217
32003002967,32003002967,Census Tract 29.67; Clark County; Nevada,3033,2063,723,Spring Valley CDP,Nevada,37287,0.2661320928511651,0.15500454627686186,32003,3033,2063,723,0.01109,0.007296424454,0.004052580321,0.9344301190642323,0.9023120158509472,0.9506564634593015,-0.07017098400191903,-0.1082640843000697,-0.05190469789806556,-2.3602691127590285,-3.641567491594615,-1.7458648613583965,-77.81962125812821,-120.06486948877728,-57.562309968954715,0.9281144006567482,0.8930842180082583,0.9458580531186732,-0.07745338213951256,-0.1197152293544986,-0.05724109098908701,-2.60521963804318,-4.026737863111035,-1.925359619276201,-85.89580079271943,-132.76418935413895,-77.81962125812821,-0.2449505252841515,-0.3851703715164194,-0.17949475791780456,-8.076179534591214,-12.69931986536167,-5.918059937942782,0.9587079698810292,0.94505196693628,0.972418202987064,-0.04307049843769944,-0.05814286937241499,-0.02836413070858874,-0.3600897479947737,-0.4861019012884279,-0.23713755469350664,-17.454665438428197,-23.56286482251226,-11.494791793189853,0.954673728630544,0.9397260356008847,0.9697022156691354,-0.04747828499949957,-0.06413993240122856,-0.0312444210617358,-0.3969409294258224,-0.536240186032866,-0.2612181450056141,-19.240956346380145,-25.993222783948912,-12.662052593582844,-0.03685118143104865,-0.0501382847444381,-0.02408059031210743,-1.7862909079519462,-2.4303579614366506,-1.1672608003929923,0.94505196693628,0.9314505412016036,0.972418202987064,-0.05814286937241499,-0.07359430884002202,-0.02836413070858874,-0.30672194398026764,-0.38823315252489354,-0.14962972079214726,-42.42350539146164,-53.6975314695565,-20.695673691859923,0.9397260356008847,-0.06413993240122856,-0.338358339813917,0.9248595370512848,-0.08124527016100659,-0.42859438262963945,0.9697022156691354,-0.0312444210617358,-0.16482415935152142,-46.7992171250231,-59.2799975974605,-22.797255788592174,-0.03163639583364935,-0.0403612301047459,-0.01519443855937416,-4.37571173356146,-5.582466127903998,-2.1015820967322494,0.7756
32003002936,32003002936,Census Tract 29.36; Clark County; Nevada,2170,1635,842,Spring Valley CDP,Nevada,47843,0.2579742881991104,0.14732167477880034,32003,2170,1635,842,0.01109,0.007296424454,0.004052580321,0.9375471254333138,0.906878107638968,0.9530215943792252,-0.06661305109097518,-0.10268402288756572,-0.04929416699248616,-1.6030630584196448,-2.4711218159961352,-1.1862789169242771,-73.87387365989146,-113.8765813823104,-54.66723119466715,0.9315205008091526,0.8980568085822702,0.9484468871664492,-0.07351367912071029,-0.11351530375752487,-0.05435529762511996,-1.769128742143629,-2.7317798395159634,-1.3080765439377993,-81.5266701448677,-125.88847186709508,-73.87387365989146,-0.16606568372398425,-0.26065802351982814,-0.12179762701352216,-7.652796484976232,-12.011890484784708,-5.612793871590882,0.9606951933614684,0.9476782692789668,0.9737546537853708,-0.04091287945451687,-0.05521043630222905,-0.02695272994342382,-0.27108746379986115,-0.3658226297441083,-0.17858794834932307,-16.580273015282028,-22.37447276722375,-10.922810296594683,0.9568507014627752,0.9425990861432624,0.971168306232536,-0.04509512139277414,-0.06089642425986127,-0.02968763867440337,-0.29879886850067133,-0.40349780868976654,-0.19670936833956265,-18.27516015294626,-24.67876505747808,-12.031154026884565,-0.02771140470081018,-0.03767517894565825,-0.01812141999023955,-1.6948871376642314,-2.304292290254327,-1.108343730289881,0.9476782692789668,0.9347041839210688,0.9737546537853708,-0.05521043630222905,-0.06985719888940298,-0.02695272994342382,-0.33919025069844166,-0.4291739459307776,-0.1655865057191772,-40.28387775515934,-50.97077742645815,-19.66585578612556,0.9425990861432624,-0.06089642425986127,-0.3741226259881425,0.9284138387757918,-0.07710587480966666,-0.4737068344080007,0.971168306232536,-0.02968763867440337,-0.18238866198217452,-44.43261591308106,-56.25971905083144,-21.661361280543293,-0.03493237528970083,-0.04453288847722309,-0.0168021562629973,-4.148738157921714,-5.2889416243732885,-1.995505494417732,0.8266
32003002935,32003002935,Census Tract 29.35; Clark County; Nevada,1412,1077,534,Spring Valley CDP,Nevada,46156,0.2664737099737564,0.15482054795485525,32003,1412,1077,534,0.01109,0.007296424454,0.004052580321,0.9342998172696938,0.902121308023969,0.9505575491232736,-0.0703202350208116,-0.1084983705688398,-0.0520141583456243,-1.1011501858096904,-1.6989846646071078,-0.8144938666667985,-77.98514063808005,-120.32469296084332,-57.68370160529734,0.9279720384416664,0.8928765869645655,0.945749797106156,-0.07761867661367199,-0.11997560984280324,-0.05736210894238738,-1.2154370665876186,-1.8787076725772431,-0.8982378528975594,-86.07911236456222,-133.0529513156688,-77.98514063808005,-0.11428688077792826,-0.17972300797013552,-0.08374398623076096,-8.09397172648217,-12.72825835482546,-5.930877211810267,0.9586248424245412,0.9449421465265349,0.9723622776580746,-0.0431609486259644,-0.05826584587834242,-0.02842327697912202,-0.18838152828714552,-0.25430880096324965,-0.12405705914060426,-17.491321103727532,-23.61270203929895,-11.518761294392226,0.9545826736033688,0.9396059146419704,0.9696408698045164,-0.04757820108465754,-0.06427597401942964,-0.03130966437254668,-0.20766119649393233,-0.2805407805759149,-0.1366550692796814,-19.2814481424264,-26.048354742424785,-12.68849296932975,-0.01927966820678681,-0.02623197961266526,-0.01259801013907714,-1.790127038698868,-2.4356527031258373,-1.169731674937525,0.9449421465265349,0.931314538646096,0.9723622776580746,-0.05826584587834242,-0.07375108892185432,-0.02842327697912202,-0.2270206710016573,-0.28735567881570373,-0.11074534857589216,-42.513234269973275,-53.81192487185463,-20.73882932132812,0.9396059146419704,-0.06427597401942964,-0.25043787713377874,0.92471099392388,-0.08141895854037787,-0.31723192758046226,0.9696408698045164,-0.03130966437254668,-0.12199155281352007,-46.89847886400351,-59.40672801132253,-22.84486007743822,-0.02341720613212145,-0.02987624876475853,-0.01124620423762794,-4.385244594030234,-5.5948031394678885,-2.1060307561101013,0.9036
32003005807,32003005807,Census Tract 58.07; Clark County; Nevada,2963,1867,761,Spring Valley CDP,Nevada,56661,0.3191669351922108,0.16814586284144883,32003,2963,1867,761,0.01109,0.007296424454,0.004052580321,0.9144172386390086,0.8731827355568201,0.9354229383118432,-0.09359268148571898,-0.1452356526063353,-0.0690351487474736,-3.075424628035835,-4.772395616878817,-2.2684722062428957,-103.79428376766232,-161.06633874042583,-76.55997996094823,0.9062725904762986,0.8614213955455196,0.9291991780346928,-0.1034207704267457,-0.1608720252028586,-0.07619552797609536,-3.3983723873686222,-5.286201660397616,-2.503759904770261,-114.69363440326096,-178.40707594997016,-103.79428376766232,-0.3229477593327874,-0.513806043518799,-0.2352876985273653,-10.89935063559863,-17.340737209544347,-7.940860564541522,0.9458886468935632,0.9281546340463336,0.9637743915938694,-0.0572068956363376,-0.0774066769892136,-0.0375872286316111,-0.4328369522116292,-0.5856718805688759,-0.2843912661580283,-23.183553948132253,-31.369677588049058,-15.23252630733949,0.9406412373444992,0.9212603310110818,0.9602248051376522,-0.06310457196526384,-0.08546950990769513,-0.04142279458886284,-0.4774597589370761,-0.6466766246265201,-0.31341180049181216,-25.573634651155658,-34.63720538974398,-16.786920219165086,-0.04462280672544688,-0.06100474405764422,-0.02902053433378387,-2.3900807030234,-3.267527801694923,-1.5543939118255958,0.9281546340463336,0.91057262628012,0.9637743915938694,-0.0774066769892136,-0.09821003963759543,-0.0375872286316111,-0.4298066898449896,-0.5453190046132861,-0.20870605672493567,-56.47919708869772,-71.65821348400605,-27.425237414577616,0.9212603310110818,-0.08546950990769513,-0.47457620666520745,0.9020820671732064,-0.10854659059306246,-0.6027135204791775,0.9602248051376522,-0.04142279458886284,-0.2300033397487015,-62.3621822161902,-79.20019980015472,-30.223829139119776,-0.04476951682021785,-0.05739451586589139,-0.02129728302376582,-5.882985127492489,-7.541986316148672,-2.7985917245421583,0.4882
32003002948,32003002948,Census Tract 29.48; Clark County; Nevada,2386,1676,775,Spring Valley CDP,Nevada,56626,0.2529128469439829,0.14698351080733035,32003,2386,1676,775,0.01109,0.007296424454,0.004052580321,0.9394862703679332,0.9097227089159526,0.9544919769790934,-0.0644115103548749,-0.0992360531393395,-0.04767774283963771,-1.7043762285076522,-2.625859400746246,-1.2615883570665152,-71.43236498355625,-110.05278293152747,-52.87461680915822,0.9336400678064364,0.901155918792076,0.9500566681773468,-0.07107656845691561,-0.1096858813737983,-0.05256879246841955,-1.880738598030645,-2.9023695887029195,-1.391009149620808,-78.8239144187194,-121.64164244354232,-71.43236498355625,-0.17636236952299278,-0.27651018795667337,-0.12942079255429273,-7.39154943516315,-11.58885951201481,-5.424174038319059,0.9619302195786638,0.9493114040988092,0.974584766608006,-0.0395764470711932,-0.05339511953857764,-0.0260780121573728,-0.26880816044506706,-0.3626663058988125,-0.17712510836249082,-16.038673057581565,-21.63880106794824,-10.56832388797678,0.9582038807068004,0.9443860600699991,0.9720790438360604,-0.04361923400098266,-0.058888988604807103,-0.02872292777113757,-0.2962672730762025,-0.3999813492315963,-0.1950897048152645,-17.677044932947645,-23.865235634343453,-11.640197184681652,-0.02745911263113543,-0.03731504333278379,-0.01796459645277368,-1.638371875366076,-2.2264345663952145,-1.0718732967048734,0.9493114040988092,0.9367285899105986,0.974584766608006,-0.05339511953857764,-0.06754508271754578,-0.0260780121573728,-0.30193492834228663,-0.3819491347980092,-0.14746409035299227,-38.95934559255311,-49.283759328775375,-19.027624561676426,0.9443860600699991,-0.058888988604807103,-0.33300126880876746,0.9306259385662936,-0.07454559190622066,-0.421535116784901,0.9720790438360604,-0.02872292777113757,-0.16242037124934802,-42.967905652744186,-54.391627972245296,-20.95746725798039,-0.03106634046648082,-0.03958598198689184,-0.01495628089635575,-4.0085600601910745,-5.1078686434699145,-1.9298426963039683,0.9596
32003005809,32003005809,Census Tract 58.09; Clark County; Nevada,2937,1498,665,Spring Valley CDP,Nevada,59313,0.3479535063529298,0.2105241759940784,32003,2937,1498,665,0.01109,0.007296424454,0.004052580321,0.903734581011473,0.8577674675314194,0.9272568520753012,-0.10651957002772358,-0.16581712160046536,-0.07844983594555453,-3.4694840668310936,-5.400884187298884,-2.555215495028518,-118.13020316074544,-183.89118785491604,-87.00086806361998,0.8946331585426778,0.8447078454839657,0.9202801538295587,-0.11777658859521892,-0.18384125984654665,-0.08662562790113772,-3.836140133409111,-5.987954342077619,-2.8215119128251636,-130.61423675209775,-203.8799571698202,-118.13020316074544,-0.3666560665780176,-0.5870701547787345,-0.2662964177966449,-12.484033591352322,-19.988769314904136,-9.06695327874174,0.93900241539515406,0.919109843280929,0.959114866105962,-0.06495998690181935,-0.08800923775369318,-0.04262798475852326,-0.3943568357269549,-0.5342834284702672,-0.25878449157010647,-26.325556457073088,-35.66645049868272,-17.275333215627935,0.93311115296647,0.9113897898928928,0.955119440494684,-0.0716836861513042,-0.0972253706260204,-0.04698947336059974,-0.43517483595860645,-0.5902324083040107,-0.28526206532290976,-29.050389583351567,-39.40136237009417,-19.042861503532027,-0.04081800023165161,-0.05594897983374347,-0.02647757375280329,-2.724833126278478,-3.734911871411447,-1.7675282879040917,0.919109843280929,0.8994369987917643,0.959114866105962,-0.08800923775369318,-0.11180660940491044,-0.04262798475852326,-0.4270315817584247,-0.542499338522242,-0.2068361938271909,-64.21527545239469,-81.5788478980815,-31.103187041682844,0.9113897898928928,-0.0972253706260204,-0.47174938523696414,0.8899545409648489,-0.12365289907487262,-0.5999789843508999,0.955119440494684,-0.04698947336059974,-0.2279986697683929,-70.93975717849085,-90.22240366178946,-34.285514250886145,-0.04471780347853943,-0.05747964582865794,-0.02116247594120199,-6.724481726096155,-8.643555763707962,-3.182327209203307,0.8072
32003005805,32003005805,Census Tract 58.05; Clark County; Nevada,2274,1610,758,Spring Valley CDP,Nevada,75864,0.3409799130618595,0.204715591476861,32003,2274,1610,758,0.01109,0.007296424454,0.004052580321,0.9063109617796304,0.8614766785868232,0.9292285327969788,-0.10337405390794575,-0.1607975292382983,-0.07616153045795837,-2.6069551183261552,-4.055098218700704,-1.9206917416988964,-114.64182578391184,-178.3244599252728,-84.46313727787583,0.8974390358148355,0.848726724720326,0.922432912870447,-0.11428181758557404,-0.17823555082411469,-0.08408967855253342,-2.882034301872612,-4.494861756146068,-2.1206290129256327,-126.7385357024016,-197.6632258639432,-114.64182578391184,-0.275079183546457,-0.4397635374453639,-0.1999372712267362,-12.096709918489754,-19.338765938670356,-8.792316236883739,0.9406660008073816,0.921292835796118,0.9602415719046898,-0.06307658525097261,-0.08543121268914305,-0.04140461031743004,-0.4115529142473924,-0.5574091306625305,-0.2701507694434558,-25.562292810397047,-34.62168513431867,-16.779550897109054,0.9349297769256496,0.9137711946056642,0.9563537264185178,-0.06959904869895378,-0.094365860845009,-0.04563821144393367,-0.45410973353949824,-0.6157046213218798,-0.2977735533091494,-28.20557351177008,-38.24252306347079,-18.495251758332262,-0.04255681929210581,-0.05829549065934925,-0.02762278386569361,-2.6432807013730315,-3.620837929152127,-1.7157008612232056,0.921292835796118,0.902122059743328,0.9602415719046898,-0.08543121268914305,-0.10849744688043692,-0.04140461031743004,-0.4724935311651534,-0.6000657158581595,-0.22899605331115547,-62.33423893999385,-79.16434246149862,-30.21056112284373,0.9137711946056642,-0.094365860845009,-0.5219082980167519,0.8928774053821125,-0.1199745832654862,-0.6635421962631387,0.9563537264185178,-0.04563821144393367,-0.252410787608386,-68.85333746922848,-87.53854831967529,-33.29957620163403,-0.04941476685159846,-0.06347648040497922,-0.02341473429723051,-6.5190985292346255,-8.374205858176678,-3.089015078790305,0.4448
