geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06037910404,06037910404,Census Tract 9104.04; Los Angeles County; California,2747,1668,500,Palmdale city,California,79879,0.403463717752782,0.21577205693688797,06037,2747,1668,500,0.009245,0.009493868073,0.003212018401,0.8834859038614554,0.8288058074049284,0.9117106185954056,-0.1318799718584031,-0.2065552522262088,-0.09683925974298103,-3.349225743515583,-5.245680283865583,-2.4593312930216427,-121.92303398309366,-190.96033068313005,-89.52789563238598,0.8726087974556835,0.8133885677122821,0.9033222639565276,-0.14598890466811523,-0.229424705110593,-0.10702463550497082,-3.707536412785024,-5.826473252359197,-2.717999248653771,-134.96674236567253,-212.10313987474325,-121.92303398309366,-0.3583106692694411,-0.580792968493614,-0.2586679556321285,-13.043708382578853,-21.142809191613175,-9.416379891959538,0.9258646670976776,0.901916545161954,0.9501932390048016,-0.08007145702483252,-0.10875003387418004,-0.05241750725080314,-0.42899457692221615,-0.5826442593352836,-0.2808344843706499,-25.719099335864275,-34.930710991323956,-16.836599782413064,0.9187603868121724,0.8926536585428921,0.9453510904950478,-0.08842306912001842,-0.12025530890931745,-0.05780805676791932,-0.47373956384410526,-0.6442854580778243,-0.30971514416376855,-28.4016525086394,-38.62622650346668,-18.568054206460943,-0.04474498692188911,-0.0616411987425407,-0.02888065979311865,-2.6825531727751266,-3.695515512142728,-1.7314544240478813,0.901916545161954,0.8783467938241016,0.9501932390048016,-0.10875003387418004,-0.1385024765061768,-0.05241750725080314,-0.5162292372678732,-0.6574621198667123,-0.24882244927732297,-103.24584745357464,-131.49242397334243,-49.76448985546459,0.8926536585428921,-0.12025530890931745,-0.5708440189314606,0.8670270007691997,-0.15336661847074054,-0.7280212212816678,0.9453510904950478,-0.05780805676791932,-0.2744110322555604,-114.16880378629212,-145.60424425633357,-54.88220645111208,-0.05461478166358746,-0.07055910141495547,-0.02558858297823743,-10.922956332717492,-14.111820282991092,-5.117716595647487,0.817
06037910502,06037910502,Census Tract 9105.02; Los Angeles County; California,2727,1600,424,Palmdale city,California,69289,0.405525183948904,0.21193796964011621,06037,2727,1600,424,0.009245,0.009493868073,0.003212018401,0.882742735283422,0.8277493059534106,0.9111383294760632,-0.1328328855393302,-0.2080952443061118,-0.097528188255493,-3.348865153113891,-5.246313135154479,-2.4587943698508834,-122.80400268111076,-192.38405336100035,-90.16481004220329,0.8718014105240766,0.8122481068921319,0.9026985574967442,-0.14705022030058185,-0.23115091499105447,-0.10778951810123694,-3.707300014773303,-5.827572300194698,-2.717493936644866,-135.94792866788794,-213.69902090922983,-122.80400268111076,-0.35843486165941263,-0.581259165040219,-0.2586995667939824,-13.14392598677714,-21.31496754822952,-9.48659944239026,0.9253803303030652,0.9012842741452156,0.9498635221725532,-0.08063675793983711,-0.10952784674780572,-0.05278282264463971,-0.4144108004795835,-0.5628887346813761,-0.2712630361460836,-25.90067502997397,-35.180545917586,-16.953939759130225,0.9182317181857432,0.8919653274802115,0.9449902564876445,-0.08904972480782489,-0.12111981171396516,-0.05821196899618499,-0.4576469674987516,-0.6224625023214584,-0.2991646649187003,-28.602935468671976,-38.90390639509115,-18.697791557418768,-0.0432361670191681,-0.05957376764008226,-0.0279016287726167,-2.7022604386980067,-3.7233604775051417,-1.743851798288544,0.9012842741452156,0.8775731692486699,0.9498635221725532,-0.10952784674780572,-0.13950612329698417,-0.05278282264463971,-0.44089340119361414,-0.5615679575018695,-0.2124719775965169,-103.98429273434294,-132.44527299572394,-50.111315470876626,0.8919653274802115,-0.12111981171396516,-0.4875556976981297,0.8661870179304253,-0.154485093056801,-0.6218643033159922,0.9449902564876445,-0.05821196899618499,-0.2343264636618029,-114.98955134389853,-146.66610927263966,-55.26567539193464,-0.04666229650451553,-0.06029634581412269,-0.021854486065286,-11.00525860955555,-14.220836276915728,-5.1543599210580195,0.9432
06037910605,06037910605,Census Tract 9106.05; Los Angeles County; California,3031,2012,739,Palmdale city,California,56414,0.3897230304579121,0.18368897201445503,06037,3031,2012,739,0.009245,0.009493868073,0.003212018401,0.888455497722161,0.8358824425369833,0.9155344013730826,-0.12554877826049685,-0.19634047697533183,-0.09225824665926172,-3.5180770171604467,-5.501773327909573,-2.585223223295935,-116.06984550182932,-181.51677096369423,-85.29274903648746,0.8780095647802526,0.8210313178833459,0.9074905983188934,-0.13893975659624966,-0.21798033548591425,-0.1019397907289378,-3.8933135887386863,-6.108156678950417,-2.8565155301910496,-128.4498049732328,-201.5228201567277,-116.06984550182932,-0.37523657157823953,-0.6063833510408436,-0.2712923068951145,-12.37995947140348,-20.00604919303344,-8.950587492415524,0.9290994928847252,0.9061422893439666,0.952393889872364,-0.07631099538666035,-0.10357943974117466,-0.04998573660947786,-0.49316599061772526,-0.6693905216248145,-0.3230368728236907,-24.511232138057917,-33.269906641392375,-16.055510577718227,0.9222920080073618,0.8972553141030664,0.9477597492704524,-0.0842553023532412,-0.11450997757493528,-0.05511971865207411,-0.5445067180593439,-0.7400300079984045,-0.3562156477436308,-27.062958154042946,-36.780815506878945,-17.704555056840498,-0.05134072744161866,-0.07063948637358997,-0.03317877491994009,-2.551726015985023,-3.510908865486579,-1.649044479122271,0.9061422893439666,0.8835208344608162,0.952393889872364,-0.10357943974117466,-0.13183522221099317,-0.04998573660947786,-0.7267100870877164,-0.9249517670068524,-0.35069835379865866,-98.33695359779654,-125.16262070458085,-47.455798890210914,0.8972553141030664,-0.11450997757493528,-0.8033983962824431,0.8726467481340898,-0.14593906656756514,-1.0239038948253398,0.9477597492704524,-0.05511971865207411,-0.3867182101196114,-108.7142620138624,-138.55262446892286,-52.329933710366895,-0.07668830919472669,-0.0989521278184874,-0.03601985632095272,-10.377308416065858,-13.390003764342,-4.874134820155985,0.9868
06037910607,06037910607,Census Tract 9106.07; Los Angeles County; California,2611,1804,804,Palmdale city,California,53643,0.3910280567537499,0.18444211068660335,06037,2611,1804,804,0.009245,0.009493868073,0.003212018401,0.8879823099814824,0.8352077480230361,0.91517054815845,-0.12614856034784472,-0.19730690042930335,-0.09269250634458012,-3.0450616229257172,-4.762731090858323,-2.2374761394373843,-116.62434404158242,-182.41022944689095,-85.69422211556432,0.877495191772679,0.8203023693737052,0.90709388412688,-0.13960738403573691,-0.21906267412526512,-0.10242172006544434,-3.3699400629865224,-5.287887076594167,-2.4723266620351407,-129.0670265410388,-202.5234422288076,-116.62434404158242,-0.32487844006080513,-0.5251559857358439,-0.2348505225977564,-12.442682499456344,-20.113212781916655,-8.994658084938965,0.928791779129134,0.9057400984463868,0.9521846634731364,-0.07666758305896416,-0.10406948054447052,-0.05021645313258361,-0.4442488683322422,-0.6030286480303969,-0.29097829337664205,-24.62576875455888,-33.42730864913508,-16.129617149481266,0.9219560085116164,0.8968172527674063,0.9475307226021232,-0.08465045052895318,-0.11505437357966908,-0.05537475054506408,-0.49050544377249583,-0.6666804041563794,-0.3208679507335612,-27.189880475193775,-36.95567650534254,-17.78647177015306,-0.04625657544025363,-0.0636517561259825,-0.02988965735691917,-2.564111720634902,-3.528367856207456,-1.6568546206717945,0.9057400984463868,0.8830281211668427,0.9521846634731364,-0.10406948054447052,-0.13246676524705625,-0.05021645313258361,-0.7943696226467339,-1.011128082623341,-0.383305698432328,-98.80219187148433,-125.76219933126134,-47.67483811347364,0.8968172527674063,-0.11505437357966908,-0.8782180793655762,0.8721114490096641,-0.14664244017844416,-1.1193320006893823,0.9475307226021232,-0.05537475054506408,-0.42267934330509904,-109.23110439870352,-139.22039809569435,-52.57205762501232,-0.08384845671884222,-0.10820391806604146,-0.03937364487277101,-10.428912527219182,-13.458198764433016,-4.897219511538682,0.7168
06037910719,06037910719,Census Tract 9107.19; Los Angeles County; California,2931,1987,637,Palmdale city,California,74174,0.34089737585652713,0.13479566226887263,06037,2931,1987,637,0.009245,0.009493868073,0.003212018401,0.9063414989315104,0.8615206755215487,0.9292518940619282,-0.10333687818433132,-0.16073824855638957,-0.07613447590493361,-2.800129205164253,-4.355539591266101,-2.063023126371197,-95.53494388141428,-148.60251079038218,-70.38632297411112,0.897472297915164,0.8487744051946171,0.922458422364186,-0.11424052009517031,-0.1781693626479089,-0.08405969933808104,-3.095586225868239,-4.827872145759839,-2.277773658635419,-105.61536082798496,-164.71757576799178,-95.53494388141428,-0.2954570207039864,-0.4723325544937378,-0.21475053226422203,-10.080416946570672,-16.115064977609613,-7.326869063944798,0.9406857081065548,0.9213187040148696,0.9602549151542056,-0.06305431387156403,-0.08540073662051764,-0.04139013945001438,-0.4024303218223539,-0.5450514613808217,-0.26416348250287025,-20.25316164178933,-27.430873748405723,-13.294588953340224,0.9349513227837064,0.9137994173725836,0.9563683445762816,-0.06957439989776046,-0.09433206126927282,-0.04562222878994335,-0.4440433401350465,-0.6020536810865124,-0.29117386403707696,-22.347425271013915,-30.299631660116372,-14.653943836793005,-0.04161301831269259,-0.05700221970569064,-0.0270103815342067,-2.0942636292245895,-2.868757911710651,-1.3593548834527784,0.9213187040148696,0.9021538872099036,0.9602549151542056,-0.08540073662051764,-0.10845833973259868,-0.04139013945001438,-0.5164689791793805,-0.6559120005497461,-0.25031075744498144,-81.07833268122143,-102.9689168837906,-39.29525234615093,0.9137994173725836,-0.09433206126927282,-0.5704820042023288,0.8929120568831581,-0.1199311200821369,-0.7252947177247135,0.9563683445762816,-0.04562222878994335,-0.2759047153859007,-89.55761447446291,-113.86102319069288,-43.31314213279446,-0.05401302502294825,-0.06938271717496747,-0.02559395794091928,-8.479281793241483,-10.89210630690227,-4.01788978664353,0.4293
06037910602,06037910602,Census Tract 9106.02; Los Angeles County; California,2552,1392,530,Palmdale city,California,74009,0.3857361508441458,0.19408150135804125,06037,2552,1392,530,0.009245,0.009493868073,0.003212018401,0.8899026574939485,0.8379470246525734,0.9166468759967338,-0.12371841074853764,-0.19339286444106224,-0.09093264395040956,-2.918918157208828,-4.5627642650454465,-2.1453956925565607,-114.37767073702302,-178.79170317576202,-84.06722933215363,0.8795828522574397,0.823262283913556,0.9087036425602868,-0.1369025640205593,-0.21467971937968883,-0.10046879220433644,-3.2299750495524204,-5.06499014245765,-2.370384326987039,-126.56642043700708,-198.47140056652233,-114.37767073702302,-0.3110568923435926,-0.5022258774122035,-0.22498863443047812,-12.188749699984037,-19.679697390760325,-8.816169060755412,0.930040195745587,0.907372096565382,0.9530333652237576,-0.07522234477008614,-0.1020837027998069,-0.04928120723791802,-0.33632885335049295,-0.4564294667145915,-0.2203426651045884,-24.161555556788286,-32.789473183519505,-15.82921444716871,0.9233192513868554,0.8985949254638538,0.9484597729505676,-0.08304900877780635,-0.1128484834073607,-0.05434097314332643,-0.3713228825757414,-0.504560196079305,-0.242965534285139,-26.675494437912455,-36.24714052293858,-17.454420566461135,-0.03499402922524847,-0.04813072936471352,-0.02262286918055059,-2.5139388811241714,-3.4576673394190744,-1.6252061192924276,0.907372096565382,0.8850277862980613,0.9530333652237576,-0.1020837027998069,-0.12990802716245803,-0.04928120723791802,-0.513659679595895,-0.6536647258971608,-0.2479707183973322,-96.91692067847076,-123.3329671504077,-46.78692799949664,0.8985949254638538,-0.1128484834073607,-0.5678253652650344,0.8742841329306811,-0.14379291849653927,-0.7235300289600263,0.9484597729505676,-0.05434097314332643,-0.273430195890024,-107.1368613707612,-136.51509980377853,-51.59060299811774,-0.05416568566913937,-0.06986530306286542,-0.02545947749269178,-10.219940692290448,-13.182132653370834,-4.803674998621091,0.9401
06037910401,06037910401,Census Tract 9104.01; Los Angeles County; California,3814,2669,1052,Palmdale city,California,200189,0.4018372411331866,0.174183079078655,06037,3814,2669,1052,0.009245,0.009493868073,0.003212018401,0.8840726981182679,0.8296403282875865,0.9121624027748906,-0.1311286980453996,-0.205341599128918,-0.09629600711221876,-4.623654278420949,-7.240433082173274,-3.3954386180598917,-121.2284813429719,-189.8383083946847,-89.02565857524624,0.8732463455054466,0.814289510119862,0.9038146663597804,-0.14515223012034106,-0.22806445075388704,-0.10642152337228312,-5.118130049502177,-8.041650601295881,-3.752468675361753,-134.1932367462553,-210.84558472196855,-121.2284813429719,-0.49447577108122864,-0.8012175191226074,-0.35703005730186144,-12.964755403283394,-21.007276327283886,-9.361039782429508,0.9262469829796722,0.902415713816414,0.9504534631249808,-0.07962564885563182,-0.10813673198452133,-0.05212936645221515,-0.6826209026240144,-0.92704291462567,-0.4468986525352788,-25.5759049315854,-34.73371729582878,-16.74404842769872,0.9191777159819156,0.8931971198666058,0.9456358822251754,-0.08792889841954632,-0.11957369516523372,-0.05748948278792092,-0.7538036407679546,-1.0250905945114626,-0.49285027118875,-28.24292397032426,-38.40729091462955,-18.465727657877483,-0.07118273814394016,-0.09804767988579244,-0.045951618653471193,-2.6670190387388595,-3.6735736188007655,-1.7216792301787631,0.902415713816414,0.8789576573122847,0.9504534631249808,-0.10813673198452133,-0.13771123293679913,-0.05212936645221515,-1.080020932406338,-1.3753977161110946,-0.5206446128733756,-102.66358673064047,-130.7412277672143,-49.49093278264026,0.8931971198666058,-0.11957369516523372,-1.1942481650186387,0.8676903138372227,-0.15248491777862389,-1.5229506205231575,0.9456358822251754,-0.05748948278792092,-0.5741790385625488,-113.52168868998466,-144.76716925125072,-54.57975651735255,-0.11422723261230085,-0.14755290441206292,-0.05353442568917321,-10.858101959344186,-14.0259414840364,-5.088823734712283,0.5476
06037910504,06037910504,Census Tract 9105.04; Los Angeles County; California,2544,1468,698,Palmdale city,California,63368,0.3681333650686554,0.1959267989371613,06037,2544,1468,698,0.009245,0.009493868073,0.003212018401,0.8963203579141739,0.847123655941305,0.9215748324047496,-0.11567252843291312,-0.18046520479801997,-0.08509907696872357,-2.7205345845216446,-4.244411681901974,-2.001469018968961,-106.93925253622815,-166.84008183576944,-78.67409665758494,0.8865629677718948,0.8331850918876449,0.9140788630714698,-0.12795146690279036,-0.200213505662257,-0.09399750984266247,-3.009326376497459,-4.708877499452208,-2.2107537532923347,-118.29113115162968,-185.09738598475656,-106.93925253622815,-0.2887917919758145,-0.4644658175502334,-0.2092847343233739,-11.351878615401512,-18.257304148987163,-8.226601191956522,0.934204966138628,0.9128218990389292,0.9558618999629764,-0.07042890612466361,-0.09550395433419911,-0.04617623114670964,-0.3320894074941706,-0.4503243533564962,-0.21773215126586512,-22.621894243472113,-30.676045868971126,-14.831890413206072,0.9278684093668084,0.9045334992461412,0.9515566887546696,-0.0777390305619042,-0.1055422500475912,-0.0509095378318759,-0.3665584206686029,-0.4976573570781633,-0.24005084253991005,-24.969919664073764,-33.900364923580604,-16.352237230239105,-0.03446901317443229,-0.0473330037216671,-0.02231869127404492,-2.348025420601655,-3.2243190546094755,-1.5203468170330332,0.9128218990389292,0.891712034103007,0.9558618999629764,-0.09550395433419911,-0.1214382690325832,-0.04617623114670964,-0.6328779561432947,-0.8047373958357605,-0.30599695053741993,-90.6701942898703,-115.2918905208826,-43.839104661521475,0.9045334992461412,-0.1055422500475912,-0.6993989302594272,0.8815502856082438,-0.1343652385184464,-0.890400801967733,0.9515566887546696,-0.0509095378318759,-0.3373632482115961,-100.20041980794088,-127.5645848091308,-48.33284358332322,-0.06652097411613256,-0.08566340613197243,-0.03136629767417615,-9.530225518070568,-12.2726942882482,-4.49373892180174,0.7584
06037910712,06037910712,Census Tract 9107.12; Los Angeles County; California,2176,1502,541,Palmdale city,California,70950,0.4341658384135023,0.19866493645374775,06037,2176,1502,541,0.009245,0.009493868073,0.003212018401,0.8724820830996672,0.8132095434635321,0.9032243868026516,-0.1461553416057552,-0.2296953571657689,-0.10714459730203588,-2.9402245457239697,-4.620809063546632,-2.155440721276732,-135.12061331452065,-212.35335769975333,-99.05518020573216,0.8606610895418101,0.79656773872584,0.8940776125249766,-0.16189753684852853,-0.2553860160085854,-0.11847113269717884,-3.2569121764862703,-5.137631130366634,-2.3832979930050704,-149.67427281646462,-236.1043717999372,-135.12061331452065,-0.31668763076230055,-0.5168220668200014,-0.22785727172833825,-14.55365950194396,-23.751014100183887,-10.471381972809665,0.9186774278031996,0.892545636289511,0.9452944728243268,-0.08852135661073579,-0.12039089021509092,-0.05787141335146637,-0.4270670039253799,-0.5808200275348318,-0.2791978349543342,-28.433222631516635,-38.6697754683643,-18.58840445767871,0.9109181392402844,0.8824568408774395,0.9399912921489452,-0.09779348650803112,-0.13319989565233092,-0.06383964229484171,-0.47179994619893534,-0.6426164548015434,-0.30799126685796274,-31.411447816174125,-42.78405158465668,-20.505410576428943,-0.04473294227355545,-0.06179642726671164,-0.02879343190362854,-2.9782251846574868,-4.114276116292386,-1.917006118750236,0.892545636289511,0.866895168266117,0.9452944728243268,-0.12039089021509092,-0.15354201592806993,-0.05787141335146637,-0.618349598831167,-0.7886198348000062,-0.297238147884268,-114.29752288931,-145.77076428835602,-54.942356355687245,0.8824568408774395,-0.13319989565233092,-0.6841389900333824,0.8546006929118013,-0.17013712754291505,-0.873855358777481,0.9399912921489452,-0.06383964229484171,-0.3278920617001333,-126.4582236660596,-161.525944321161,-60.6085141774738,-0.06578939120221539,-0.0852355239774748,-0.03065391381586529,-12.160700776749607,-15.755180032804954,-5.666157821786562,0.6177
06037910713,06037910713,Census Tract 9107.13; Los Angeles County; California,4231,2685,1037,Palmdale city,California,68785,0.3662436020034887,0.1585949120203114,06037,4231,2685,1037,0.009245,0.009493868073,0.003212018401,0.8970120811490994,0.8481147757279677,0.9221054498927044,-0.11481218705434829,-0.17908569526060164,-0.08447466622863958,-4.49094700988213,-7.005043526107113,-3.304276831959643,-106.14386693174498,-165.5647252684262,-78.09682892837729,0.887315609215804,0.8342574476967499,0.914657811401304,-0.12699471260714634,-0.1986707493721974,-0.09330504537860712,-4.96747374548253,-7.771124570789377,-3.6496823664862177,-117.40661180530678,-183.67110779459648,-106.14386693174498,-0.47652673560039993,-0.7660810446822639,-0.3454055345265745,-11.262744873561804,-18.106382526170265,-8.16368552414499,0.9346531859465356,0.9134089096949776,0.9561660584377686,-0.06991557407177398,-0.09479991861907572,-0.04584344024284807,-0.6029707465180194,-0.8175800379027225,-0.3953661791835866,-22.457011043501655,-30.44990830177737,-14.72499736251719,0.9283581186809752,0.9051733684911536,0.951889761449622,-0.07717052275130074,-0.10476073955524608,-0.05054181744439774,-0.6655393784619317,-0.903484841168004,-0.43588624994397773,-24.787313909196712,-33.649342315381894,-16.234124765138837,-0.06256863194391227,-0.08590480326528138,-0.04052007076039116,-2.3303028656950566,-3.199434013604521,-1.5091274026216446,0.9134089096949776,0.8924326216422754,0.9561660584377686,-0.09479991861907572,-0.1205327727260536,-0.04584344024284807,-0.933318583766565,-1.186662165715205,-0.4513351419041468,-90.00179207006411,-114.43222427340451,-43.523157367805865,0.9051733684911536,-0.10476073955524608,-1.0313842722684134,0.8823339307377154,-0.1333577517118769,-1.3129258946112337,0.951889761449622,-0.05054181744439774,-0.4975913288252724,-99.45846405674187,-126.6080901264449,-47.983734698676216,-0.09806568850184848,-0.12626372889602866,-0.0462561869211256,-9.456671986677772,-12.175865853040372,-4.460577330870357,0.8103
06037910717,06037910717,Census Tract 9107.17; Los Angeles County; California,1607,1119,554,Palmdale city,California,65602,0.3280371761194014,0.13955133687566876,06037,1607,1119,554,0.009245,0.009493868073,0.003212018401,0.9111121129023868,0.8684034020737722,0.9328990189617032,-0.09755976881314544,-0.15153855640359234,-0.07192737871348481,-1.44941768072279,-2.2513651439995965,-1.0686045662433106,-90.19400626775294,-140.0973953951211,-66.49686162061671,0.9026699864320992,0.8562363632308071,0.9264417110663132,-0.10782458155345163,-0.16790181186271338,-0.07939872315228874,-1.601919078133888,-2.4944693668279516,-1.1796042012374557,-99.68382564616604,-155.2252250670785,-90.19400626775294,-0.15250139741109825,-0.2431042228283551,-0.11099963499414488,-9.489819378413085,-15.12782967195738,-6.907257933674231,0.9437613702789984,0.9253581416124688,0.962336206157828,-0.05958988309129055,-0.08066266997712375,-0.03913787468575699,-0.21418085332198103,-0.2899216878889089,-0.1406712509330189,-19.1403801002664,-25.908998024031177,-12.571157366668356,0.938314476317631,0.918207499204816,0.9586487453421422,-0.06574077800062386,-0.08907844998654182,-0.04313493848375042,-0.23628869868151295,-0.3201700933275609,-0.15503769185597074,-21.116058863405986,-28.612162048933055,-13.855021613580943,-0.02210784535953192,-0.03024840543865203,-0.01436644092295183,-1.9756787631395816,-2.70316402490188,-1.2838642469125856,0.9253581416124688,0.9071266975353082,0.962336206157828,-0.08066266997712375,-0.10238184226859548,-0.03913787468575699,-0.4242536139370279,-0.5384878357770821,-0.2058496796839975,-76.58007471787506,-97.19997035687403,-37.15698189241832,0.918207499204816,-0.08907844998654182,-0.4685172749850344,0.8983276013131497,-0.11317964463991588,-0.5952799885772521,0.9586487453421422,-0.04313493848375042,-0.22687264807714025,-84.56990523195567,-107.45126147603828,-40.95174153016971,-0.0442636610480065,-0.05679215280016991,-0.02102296839314271,-7.989830514080595,-10.251291119164245,-3.794759637751393,0.6493
