geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06001406201,06001406201,Census Tract 4062.01; Alameda County; California,3530,1939,581,Oakland city,California,32916,0.3591322610191035,0.1902088582690316,06001,3530,1939,581,0.008356,0.009493868073,0.003212018401,0.8996198827323072,0.8518548481657666,0.924104948609888,-0.11158058997409034,-0.17390891435697398,-0.08212817332520428,-3.291256956676951,-5.129735595935068,-2.4225084475580867,-93.2367409823499,-145.3182888366875,-68.6263016305407,0.8901535944316135,0.8383051986514235,0.9168397319233428,-0.1234016311966098,-0.1928829758048667,-0.09070316782869324,-3.6399384268844166,-5.689407414763896,-2.67544231642926,-103.11440302788716,-161.17301458254664,-93.2367409823499,-0.3486814702074654,-0.5596718188288285,-0.2529338688711733,-9.877662045537264,-15.854725745859165,-7.165265407115391,0.9363418037641252,0.915621266347232,0.9573115005741512,-0.06798606660512933,-0.09215462413775882,-0.04459206789038483,-0.42342427158078955,-0.5739485536789093,-0.27772402210635866,-21.8372496947287,-29.600234846772008,-14.323054260255734,0.9302032543744064,0.9075853107331032,0.9531441878215924,-0.0750338652303836,-0.10182479616406384,-0.04915920673607242,-0.4673186921313856,-0.6341753876577146,-0.30616863635615105,-24.101015581814625,-32.70631189570473,-15.790027661482776,-0.04389442055059606,-0.06022683397880535,-0.02844461424979238,-2.2637658870859236,-3.1060770489327156,-1.466973401227044,0.915621266347232,0.8951494769969651,0.9573115005741512,-0.09215462413775882,-0.11713185975909404,-0.04459206789038483,-0.5083191332947352,-0.6460920001685241,-0.2459670528087259,-87.49038438807835,-111.2034423697976,-42.335120965357305,0.9075853107331032,-0.10182479616406384,-0.56165919635955,0.885289102902543,-0.1295745047819536,-0.7147248505880456,0.9531441878215924,-0.04915920673607242,-0.2711591045521762,-96.67111813417384,-123.01632540241748,-46.67110233256045,-0.05334006306481476,-0.0686328504195215,-0.02519205174345026,-9.180733746095484,-11.81288303261988,-4.335981367203144,0.9638
06001406400,06001406400,Census Tract 4064; Alameda County; California,1329,990,420,Oakland city,California,36563,0.45639548469129537,0.2063378525778478,06001,1329,990,420,0.008356,0.009493868073,0.003212018401,0.8646004854881566,0.8021006782748836,0.8971293358906444,-0.15660356058601602,-0.24672628646911,-0.11466648117935924,-1.7391019591492205,-2.7399260052989884,-1.2733854921404508,-130.857935225675,-206.1644849735883,-95.8153116734726,0.8521126694527124,0.7846062656227607,0.8874431960221013,-0.1735537281029649,-0.27452461675956175,-0.12683268572278908,-1.92733567124571,-3.0486299101674112,-1.4084927022046023,-145.02149520283746,-229.39276976428977,-130.857935225675,-0.18823371209648945,-0.3087039048684228,-0.1351072100641515,-14.163559977162484,-23.22828479070149,-10.166080516489954,0.9135084070162094,0.8858215250247569,0.941763327604494,-0.09468067542618236,-0.12889557518039776,-0.06183790628547723,-0.3010749109711262,-0.4098748096940474,-0.1966382479395838,-30.41160716880063,-41.40149592869165,-19.86244928682665,0.90528182933105,0.8751466851861258,0.9361295456496088,-0.10462837936219388,-0.14266558615521743,-0.06822822188148066,-0.3327075969803936,-0.4536620430408092,-0.21695880110931848,-33.60682797781754,-45.82444879200093,-21.915030415082676,-0.03163268600926738,-0.04378723334676182,-0.02032055316973469,-3.195220809016907,-4.422952863309275,-2.0525811282560293,0.8858215250247569,0.8586970005788713,0.941763327604494,-0.12889557518039776,-0.1645551333309333,-0.06183790628547723,-0.5139613861015828,-0.6561511851630984,-0.24657398815764048,-122.37175859561496,-156.22647265788058,-58.70809241848583,0.8751466851861258,-0.14266558615521743,-0.5688682664762368,0.8457148188879569,-0.18243168697802295,-0.7274325947717565,0.9361295456496088,-0.06822822188148066,-0.27205488970722264,-135.44482535148495,-173.1982368504182,-64.77497373981491,-0.05490688037465396,-0.07128140960865803,-0.02548090154958215,-13.073066755869991,-16.971764192537627,-6.0668813213290855,0.8948
06001409700,06001409700,Census Tract 4097; Alameda County; California,2912,1959,607,Oakland city,California,44782,0.45528694058960906,0.21035981530814585,06001,2912,1959,607,0.008356,0.009493868073,0.003212018401,0.8649918315248902,0.8026510408043553,0.8974323061199798,-0.15608028140231622,-0.2458714300026032,-0.11429017339866931,-3.797850293030261,-5.982708860424303,-2.7809853021329465,-130.42068313977546,-205.45016691017528,-95.5008688919281,0.8525369420668935,0.7851984805198233,0.8877728706154291,-0.1729696986216182,-0.2735633407466251,-0.1264142362300077,-4.208814942498688,-6.656527041611864,-3.075996146315294,-144.53348016822417,-228.5895275278799,-130.42068313977546,-0.41096464946842737,-0.6738181811875608,-0.2950108441823476,-14.112797028448744,-23.139360617704696,-10.130866901866332,0.9137654844637076,0.886155638559753,0.9419391052339884,-0.09437269956295606,-0.12846993968833223,-0.06163975403865279,-0.5938254943470405,-0.808377060288141,-0.38785853941811776,-30.31268475482596,-41.264781025428334,-19.798802420526684,0.9055620718510166,0.8755097879600829,0.936321746152101,-0.10428653218210358,-0.14219168506382585,-0.06800894469191877,-0.6562067400166296,-0.8947190031237485,-0.4279356783129643,-33.49702603453954,-45.67223088942055,-21.84459817830344,-0.06238124566958913,-0.08634194283560748,-0.0400771388948466,-3.1843412797135855,-4.407449863992214,-2.045795757776754,0.886155638559753,0.8591039825452588,0.9419391052339884,-0.12846993968833223,-0.16400345047558737,-0.06163975403865279,-0.7403437318596068,-0.9451154632555334,-0.3552162135873491,-121.96766587472928,-155.70271223320154,-58.51996928951386,0.8755097879600829,-0.14219168506382585,-0.8194191031376309,0.8461557412606016,-0.18181553493946812,-1.0477625503187,0.936321746152101,-0.06800894469191877,-0.3919204448542415,-134.9949099073527,-172.61327023372326,-64.56679486890305,-0.07907537127802411,-0.1026470870631666,-0.03670423126689237,-13.027244032623411,-16.910558000521682,-6.046825579389188,0.9847
06001432100,06001432100,Census Tract 4321; Alameda County; California,2759,1868,741,Oakland city,California,53952,0.5300891902487272,0.2142952491375832,06001,2759,1868,741,0.008356,0.009493868073,0.003212018401,0.8389778396509082,0.7663476026486454,0.877216231517951,-0.19192659536286652,-0.30489088312380275,-0.1399697863200521,-4.424714882520979,-7.029016617276306,-3.2268920076588907,-160.37386308521127,-254.7668219382496,-116.95875344903556,0.8243763777522621,0.74622257520425594,0.8657994885412493,-0.21303815464313983,-0.34008274907292924,-0.15500183730168252,-4.911425076926493,-7.840337074008122,-3.5734439775277984,-178.01468201980765,-284.17314512533966,-160.37386308521127,-0.48671019440551433,-0.8113204567318162,-0.3465519698689077,-17.640818934596386,-29.406323187090113,-12.56078180025037,0.8965796607743691,0.8638905860359573,0.9301512698970904,-0.11534986097755943,-0.15755399603159645,-0.07509394693471456,-0.6921049763917475,-0.9453319126677344,-0.4505674643207827,-37.05058760127128,-50.60663344045688,-24.120313935802077,0.8868450999357976,0.8513430903972877,0.9234405507315558,-0.12759263153440675,-0.17461457229110774,-0.0829067439238977,-0.7655622164387451,-1.0476962296183705,-0.4974446398104356,-40.98298803205274,-56.086521928178286,-26.62979870505544,-0.07345724004699761,-0.10236431695063576,-0.04687717548965281,-3.9324004307814566,-5.4798884877214,-2.5094847692533624,0.8638905860359573,0.8320696768922229,0.9301512698970904,-0.15755399603159645,-0.2018224287838445,-0.07509394693471456,-1.1083854678491751,-1.4198119551672763,-0.5282826307317706,-149.57968526979425,-191.6075513046257,-71.29320252790427,0.8513430903972877,-0.17461457229110774,-1.2284058752997278,0.816912732050423,-0.22412096270067208,-1.576681165534985,0.9234405507315558,-0.0829067439238977,-0.5832453156790299,-165.77677129550983,-212.77748522739336,-78.7105689175479,-0.12002040745055265,-0.15686921036770873,-0.05496268494725931,-16.197086025715606,-21.16993392276771,-7.417366389643632,0.2104
06001409200,06001409200,Census Tract 4092; Alameda County; California,2528,1642,635,Oakland city,California,43443,0.40678217974732434,0.20158729930818,06001,2528,1642,635,0.008356,0.009493868073,0.003212018401,0.882289889030962,0.8271057566612353,0.9107895478441388,-0.1334143260990122,-0.20903523152430245,-0.09794848037839768,-2.818239955257099,-4.415653541591957,-2.0690605651619007,-111.4810108883346,-174.66983946170714,-81.84575020418912,0.8713094664460342,0.8115534865495403,0.9023184587752254,-0.14769784847957507,-0.2322046748288552,-0.10825617083946612,-3.1199646249513924,-4.905084120535142,-2.2867998886154157,-123.41632218953292,-194.0302262869914,-111.4810108883346,-0.30172466969429346,-0.4894305789431854,-0.217739323453515,-11.935311301198318,-19.36038682528423,-8.61310614926879,0.9250851263544364,0.9008989592990286,0.9496625308030656,-0.08098159997533097,-0.11000239225282256,-0.05300563891298023,-0.4271078271701485,-0.580167380651081,-0.27955885374930733,-26.011438926318423,-35.332970807008586,-17.025508754525415,0.91790950749499,0.8915458725315535,0.9447703026112168,-0.08943201027412612,-0.12164727672451664,-0.05845833345537626,-0.47167642525309705,-0.6415840642664671,-0.3083170965962594,-28.725726263891417,-39.07332912706865,-18.776924275046248,-0.04456859808294855,-0.0614166836153861,-0.02875824284695205,-2.7142873375729932,-3.740358320060055,-1.7514155205208315,0.9008989592990286,0.8771017798156268,0.9496625308030656,-0.11000239225282256,-0.14011853927625975,-0.05300563891298023,-0.663161106849311,-0.8447194983086271,-0.3195501247827175,-104.43481997626944,-133.02669264702791,-50.322854296490945,0.8915458725315535,-0.12164727672451664,-0.7333635298805505,0.8656752309946544,-0.15516762429601627,-0.935444505959677,0.9447703026112168,-0.05845833345537626,-0.35242227305141816,-115.49031966622842,-147.3140954267208,-55.499570559278446,-0.07020242303123958,-0.09072500765104984,-0.03287214826870066,-11.055499689958989,-14.28740277969289,-5.176716262787506,0.8537
06001422700,06001422700,Census Tract 4227; Alameda County; California,3415,389,126,Oakland city,California,30336,0.6595077488366573,0.24994260645066324,06001,3415,389,126,0.008356,0.009493868073,0.003212018401,0.7958041050802733,0.7073726409739418,0.8433091804586325,-0.25659065292095884,-0.4136820426404334,-0.18580471216517705,-7.322004158182722,-11.804723211456322,-5.30207495712033,-214.4071495807532,-345.6727148303462,-155.25841748522197,0.7778337669232849,0.6833026176767998,0.8290591389275638,-0.28562173889093534,-0.4634804172124468,-0.2061865710732749,-8.15042767933962,-13.225756680665908,-5.883686383638493,-238.66552501726557,-387.2842366227206,-214.4071495807532,-0.828423521156898,-1.4210334692095865,-0.5816114265181636,-24.258375436512384,-41.61152179237442,-17.031081303606545,0.8676056205653457,0.8266819957018504,0.910103975296875,-0.15259742018312877,-0.20965498849530784,-0.09877555437970809,-0.19066668569202863,-0.2619586998733568,-0.1234176014140368,-49.01457215733384,-67.34156809083723,-31.72688982365985,0.8553711386528452,0.8110961261006524,0.9015713711232314,-0.16908316730786124,-0.2328994897405116,-0.10917452797346522,-0.21126521718527044,-0.2910021267390832,-0.13641086058801996,-54.30982446922119,-74.80774466300339,-35.06705927712595,-0.02059853149324181,-0.02904342686572642,-0.01299325917398315,-5.295252311887356,-7.466176572166175,-3.340169453466107,0.8266819957018504,0.7872902466062499,0.910103975296875,-0.20965498849530784,-0.27017958663996167,-0.09877555437970809,-0.25079503700421896,-0.3231962182987611,-0.1181580223469166,-199.04368016207857,-256.5049351577469,-93.77620821183856,0.8110961261006524,-0.2328994897405116,-0.27860074576304467,0.768684914889241,-0.30092314891347777,-0.35997250916293266,0.9015713711232314,-0.10917452797346522,-0.13059755925452796,-221.11170298654335,-285.6924675896291,-103.64885655121266,-0.02780570875882571,-0.03677629086417156,-0.01243953690761136,-22.068022824464848,-29.18753243188219,-9.872648339374097,0.5972
06001407800,06001407800,Census Tract 4078; Alameda County; California,1610,903,327,Oakland city,California,61709,0.5583709610189667,0.22535689260847044,06001,1610,903,327,0.008356,0.009493868073,0.003212018401,0.829347386672906,0.7530535918065383,0.8696919921175692,-0.2057673492065868,-0.3279267383892951,-0.14983236486419796,-2.7682210716520856,-4.411650879829329,-2.0157187776964336,-171.93919699702397,-274.01558259809497,-125.19992408052384,0.8139732422500598,0.7319956036930594,0.8576340563088307,-0.22854161303350445,-0.3661284233877999,-0.16599847294299128,-3.0746068867978207,-4.925584260383814,-2.2332040162577327,-190.9693718507963,-305.9369105828456,-171.93919699702397,-0.30638581514573504,-0.5139333805544846,-0.2174852385612991,-19.03017485377236,-31.921327984750594,-13.508399910639696,0.8901664584997965,0.8556189614034537,0.925732972021374,-0.1233853965754975,-0.1687445523176825,-0.080225108344646065,-0.3578734962863079,-0.4894355782229518,-0.2326891253753753,-39.63161642151804,-54.201060711290346,-25.76845242252218,0.8798696725134522,0.842380762854744,0.9186166348154916,-0.13653195608320184,-0.18711162943833173,-0.08859339369665861,-0.3960044692031827,-0.5427084151077044,-0.25696094051691654,-43.85431552637682,-60.10059967970149,-28.456361076070493,-0.03813097291687484,-0.05327283688475259,-0.02427181514154122,-4.222699104858786,-5.89953896841114,-2.6879086535483085,0.8556189614034537,0.8220714446923743,0.925732972021374,-0.1687445523176825,-0.2164392845128054,-0.080225108344646065,-0.5238665953014783,-0.6719346462441612,-0.24905843648854775,-160.20385177415238,-205.48460129790865,-76.1646594766201,0.842380762854744,-0.18711162943833173,-0.580887091813388,0.8061215275683926,-0.24050774703465344,-0.7466550644282363,0.9186166348154916,-0.08859339369665861,-0.27503773534980447,-177.64131248115842,-228.33488208814563,-84.10939918954264,-0.05702049651190977,-0.07472041818407504,-0.02597929886125671,-17.437460707006046,-22.850280790237015,-7.944739712922543,0.7488
06001405401,06001405401,Census Tract 4054.01; Alameda County; California,2900,1855,644,Oakland city,California,29291,0.3378442772703238,0.19419101233532723,06001,2900,1855,644,0.008356,0.009493868073,0.003212018401,0.907471808958637,0.8631497271912995,0.9301164534558932,-0.10196260658228393,-0.15854754800654705,-0.07513419022365538,-2.470798667744537,-3.8419876023138513,-1.8206817511757067,-85.19995406015644,-132.48233111427072,-62.78212935088644,0.8987035487040326,0.8505400166999195,0.9234025290248166,-0.112713977197532,-0.17572363482671,-0.08295133332164056,-2.731330181041475,-4.258205408574768,-2.010109889583323,-94.18379934625776,-146.83466926119888,-85.19995406015644,-0.26053151329693813,-0.4162178062609168,-0.1894281384076162,-8.983845286101316,-14.352338146928163,-6.532004772676419,0.9414149825895324,0.9222760947968628,0.9607486199126208,-0.0622308105287627,-0.0842740103984331,-0.04085499502559685,-0.3707894733185688,-0.5021293417934193,-0.24342607719968892,-19.988650852753032,-27.06896721258325,-13.122699579498054,0.9357486654205912,0.9148440064320346,0.9569092356503,-0.06866302561118785,-0.0930825287909801,-0.04503119287004923,-0.4091145027118762,-0.5546130852596859,-0.26830909231810746,-22.05469017314697,-29.898279528824037,-14.464102011757811,-0.03832502939330745,-0.05248374346626661,-0.02488301511841853,-2.0660393203939327,-2.8293123162407876,-1.341402432259759,0.9222760947968628,0.9033319927933756,0.9607486199126208,-0.0842740103984331,-0.1070127129093454,-0.04085499502559685,-0.515255600838248,-0.6542811885508761,-0.24978952478508049,-80.0086336705354,-101.59645784951492,-38.78719328960877,0.9148440064320346,-0.0930825287909801,-0.5691113318683563,0.8941947811377047,-0.1183245765846194,-0.7234425004078472,0.9569092356503,-0.04503119287004923,-0.27532301155507427,-88.37132482427893,-112.33579198879616,-42.75202042780656,-0.05385573103010832,-0.06916131185697105,-0.02553348676999378,-8.362691153743528,-10.73933413928122,-3.964827138197793,0.8444
06001402801,06001402801,Census Tract 4028.01; Alameda County; California,2124,1287,571,Oakland city,California,29992,0.29655341077103303,0.19611138986469065,06001,2124,1287,571,0.008356,0.009493868073,0.003212018401,0.9228975729019644,0.885486368118447,0.9418882790206746,-0.08354386159624863,-0.12932286255843867,-0.06169704228589282,-1.4827484859262905,-2.295240787179378,-1.0950079908641148,-69.80925074982535,-108.06218395383137,-51.55404853409203,0.9155221462456452,0.8747824622725734,0.9362661708859796,-0.09227286756609848,-0.14314134442307794,-0.06807233999890175,-1.6376721408560453,-2.540493193174384,-1.208157692717468,-77.10320813823189,-119.60890739992392,-69.80925074982535,-0.1549236549297548,-0.2452524059950063,-0.11314970185335316,-7.293957388406535,-11.546723446092576,-5.327198768990262,0.9513335809425508,0.9353222230509588,0.9674505899024672,-0.05115599830842948,-0.06915026218244523,-0.03364451935557176,-0.2114721281521139,-0.28585803404385324,-0.13908199124334863,-16.43140078882004,-22.21119145639885,-10.806681526289715,0.9465991492329552,0.9290891289510386,0.9642544973864456,-0.05641337287310714,-0.0763230015714653,-0.0370706102076169,-0.23320541895766111,-0.31550918959615576,-0.15324499749251197,-18.120079173089444,-24.515088546709848,-11.907148212316391,-0.02173329080554723,-0.02965115555230252,-0.01416300624916333,-1.688678384269404,-2.303897090310996,-1.1004666860266772,0.9353222230509588,0.9194169133739578,0.9674505899024672,-0.06915026218244523,-0.08764586060346524,-0.03364451935557176,-0.3748634792992662,-0.47512809373460674,-0.18238689466867844,-65.6503466373496,-83.20982377138472,-31.941662814129327,0.9290891289510386,-0.0763230015714653,-0.4137468899851269,0.911724735434562,-0.09682227665279115,-0.5248734329304603,0.9642544973864456,-0.0370706102076169,-0.20095972861982825,-72.46005078548632,-91.92179210691071,-35.1943482696722,-0.03888341068586065,-0.04974533919585355,-0.01857283395114981,-6.809704148136716,-8.711968335526016,-3.2526854555428737,0.9406
06001403301,06001403301,Census Tract 4033.01; Alameda County; California,1264,825,616,Oakland city,California,24357,0.2769624227293044,0.19641840656979268,06001,1264,825,616,0.008356,0.009493868073,0.003212018401,0.9303079761455876,0.8962855581471647,0.9475255738594792,-0.07491285213221253,-0.11571584626136085,-0.05538048532746281,-0.7912283456147947,-1.222188916758953,-0.5849277999408969,-62.5971792416768,-96.69216113599312,-46.27593353962793,0.9236116854069824,0.8865251048169729,0.942432022754005,-0.08270609369711225,-0.127999641032675,-0.06108448764057069,-0.8735404383314005,-1.3519301605928569,-0.6451733811079053,-69.109211893307,-106.95650004690324,-62.5971792416768,-0.08231209271660578,-0.12974124383390384,-0.0602455811670084,-6.512032651630204,-10.264338910910114,-4.766264332832943,0.9560760748209226,0.9415765208170712,0.9706467598518772,-0.04594187255162153,-0.06204857267705728,-0.03024090880662102,-0.12174206551006928,-0.1644234546854574,-0.0801358433286095,-14.75661400122052,-19.930115719449383,-9.71343555498297,0.9517912226155552,0.9359252894689476,0.9677592477588806,-0.05065057991600874,-0.06846135183226962,-0.0333148480014859,-0.13421974063702144,-0.18141677552013272,-0.08828152146601492,-16.269059471154115,-21.98991218425851,-10.70079048072908,-0.01247767512695216,-0.0169933208346753,-0.00814567813740542,-1.512445469933596,-2.059796464809128,-0.98735492574611206,0.9415765208170712,0.927148486123373,0.9706467598518772,-0.06204857267705728,-0.07857588613581891,-0.03024090880662102,-0.3628738732781835,-0.45952928356260125,-0.17685557034849325,-58.90809631139343,-74.59890966925344,-28.710319861768387,0.9359252894689476,-0.06846135183226962,-0.4003772341151996,0.9201618488560036,-0.08676533508018792,-0.5074230050495409,0.9677592477588806,-0.0333148480014859,-0.1948326514276634,-64.99630423948045,-82.3738644560943,-31.62867717981549,-0.03750336083701611,-0.0478937214869396,-0.01797708107917015,-6.08820792808703,-7.774954786840844,-2.918357318047102,0.8826
06001410400,06001410400,Census Tract 4104; Alameda County; California,3248,2219,945,Oakland city,California,40950,0.4201322006439291,0.1796499587579388,06001,3248,2219,945,0.008356,0.009493868073,0.003212018401,0.8774947124094944,0.8203016901424502,0.9070935143867586,-0.13960800658743674,-0.2190636835410446,-0.10242216942323852,-3.7890015058889306,-5.945451461644811,-2.779767175731488,-116.65645030446215,-183.04961396689689,-85.58396477005813,0.8661018355278978,0.8042127738380732,0.8982914539787379,-0.15459863838123605,-0.2434520223143685,-0.11322443909576536,-4.1958515700746,-6.607357999794388,-3.0729438856975313,-129.18262223136085,-203.4285098458863,-116.65645030446215,-0.4068500641856696,-0.6619065381495775,-0.29317670996604317,-12.526171926898694,-20.378895878989457,-9.026376538363396,0.9219556953465512,0.8968168445019271,0.9475305091269336,-0.0846508189573175,-0.1150548811952552,-0.05537498831717021,-0.6033460737062335,-0.8200500796678196,-0.394683503292972,-27.18999881506235,-36.955839552402864,-17.786548142991077,0.9144944132146412,0.8871031727201796,0.942437422366398,-0.09350039273043612,-0.12726459644331772,-0.06107840825024355,-0.6664211349490193,-0.9070744445437704,-0.4353344511007274,-30.03249819508875,-40.87762255717757,-19.61849712035725,-0.06307506124278583,-0.08702436487595067,-0.04065094780775541,-2.842499380026401,-3.9217830047747033,-1.8319489773661743,0.8968168445019271,0.8721109501515497,0.9475305091269336,-0.1150548811952552,-0.1466430960719236,-0.05537498831717021,-1.0322384907452071,-1.3156386464873362,-0.496808077777638,-109.23158632224414,-139.22102079231072,-52.572283362713016,0.8871031727201796,-0.12726459644331772,-1.141780458101639,0.8602583830690332,-0.1624414474549246,-1.4573767997793836,0.942437422366398,-0.06107840825024355,-0.5479774807846314,-120.82332889964437,-154.21976717242154,-57.987035003664694,-0.10954196735643196,-0.14173815329204742,-0.05116940300699335,-11.591742577400208,-14.99874638011084,-5.414751640951677,0.8695
