geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
37081011102,37081011102,Census Tract 111.02; Guilford County; North Carolina,1678,1183,824,Greensboro city,North Carolina,9086,0.7865733940981701,0.17862565935624836,37081,1678,1183,824,0.012669,0.009162065641,0.004054771124,0.7555774759288114,0.6538874354293949,0.8112939679565834,-0.3234910143009841,-0.5293152090364298,-0.23259883531331185,-6.876960253780644,-11.252490775148086,-4.944721413612536,-409.8307660179168,-670.589438328253,-294.6794644584348,0.7346946938012231,0.6266907602479566,0.7945039700452863,-0.361109598908519,-0.5956833312882096,-0.25864695168609486,-7.676678019383864,-12.663382944223573,-5.498467431468887,-457.48975085720286,-754.6712124090329,-409.8307660179168,-0.7997177656032202,-1.4108921690754863,-0.5537460178563514,-47.65898483928606,-84.0817740807799,-33.00035863267887,0.840069477824552,0.7917094627514518,0.8908415708862016,-0.1903777323151948,-0.26308961437023853,-0.12253405395665189,-0.9132028097351518,-1.2619867467339498,-0.5877706441853765,-77.19381316442535,-106.67681713727389,-49.684754369009006,0.8255563578723719,0.7734325035416454,0.8806037338473188,-0.21130434096250575,-0.29293764539358425,-0.13558455587173604,-1.013583445550862,-1.4051616100128823,-0.6503712165967416,-85.67907401106187,-118.7795105674457,-54.97643420090799,-0.1003806358157101,-0.1431748632789327,-0.06260057241136507,-8.485260846636526,-12.102693430171826,-5.291679831898992,0.7917094627514518,0.7456702801579246,0.8908415708862016,-0.26308961437023853,-0.3410753071561485,-0.12253405395665189,-1.986206116652214,-2.5749623866156286,-0.9250759975815528,-241.04443163255024,-312.495435268887,-112.26650456086804,0.7734325035416454,-0.29293764539358425,-2.211545083112384,0.7241049516911019,-0.3810152763968296,-2.876490865398925,0.8806037338473188,-0.13558455587173604,-1.0236013110614064,-268.3913935816,-349.0886972571511,-124.22346008026776,-0.22533896646017015,-0.30152847878329636,-0.09852531347985372,-27.346961949049778,-36.593261988264125,-11.956955519399722,0.7548
37081012706,37081012706,Census Tract 127.06; Guilford County; North Carolina,1994,1411,879,Greensboro city,North Carolina,20722,0.6549953235475633,0.27359527030837855,37081,1994,1411,879,0.012669,0.009162065641,0.004054771124,0.7972713765727021,0.7093504427498655,0.8444690628196864,-0.2542780656428236,-0.40974043256165943,-0.18417600363119885,-6.4235689343760924,-10.350857071006589,-4.652651625267295,-322.1448813628933,-519.1001540123665,-233.33257900036585,0.7794114646332683,0.6854044638697752,0.8303135363844574,-0.2830193618854759,-0.4589925404833621,-0.20436432284896924,-7.149631157679827,-11.595063131795127,-5.162648662710142,-358.55722957270945,-581.4976495383714,-322.1448813628933,-0.7260622233037344,-1.2442060607885406,-0.5099970374428464,-36.412348209816166,-62.397495526005045,-25.5765816169933,0.8685999229319604,0.8279519697686073,0.9107956379682464,-0.15127802063865997,-0.20779953006147928,-0.09794113883850596,-0.865504224941717,-1.1888797225784933,-0.560348880177423,-61.33977497815145,-84.25795340740562,-39.71289016140489,0.8564495098274063,0.81246686496958,0.902325095606504,-0.16761115340181854,-0.2308194255250539,-0.10824801933259227,-0.9589506843372536,-1.32058303742441,-0.6193174506012044,-67.96248648740281,-93.59199414772571,-43.89209430199889,-0.09344645939553677,-0.1317033148459168,-0.05896857042378134,-6.622711509251364,-9.334040740320114,-4.179204140594,0.8279519697686073,0.7888102450588185,0.9107956379682464,-0.20779953006147928,-0.26773201319847706,-0.09794113883850596,-1.6735043095065667,-2.156167907347821,-0.7887646226905712,-190.3872934592226,-245.29782791215257,-89.73431429926863,0.81246686496958,-0.2308194255250539,-1.858894017805162,0.7703175578335328,-0.2981659184978645,-2.4012660154069256,0.902325095606504,-0.10824801933259227,-0.8717706281388004,-211.4782727878455,-273.1815717186491,-99.17754586334476,-0.18538970829859536,-0.2450981080591048,-0.08300600544822911,-21.090979328622907,-27.883743806496565,-9.443231564076122,0.9738
37081012707,37081012707,Census Tract 127.07; Guilford County; North Carolina,1659,1192,399,Greensboro city,North Carolina,16493,0.6569612791110908,0.2510195068562856,37081,1659,1192,399,0.012669,0.009162065641,0.004054771124,0.796631789272668,0.708488083022524,0.843963533887581,-0.255285080843948,-0.4114563448037677,-0.18488531772654,-5.365548897402672,-8.64793637721711,-3.885895757770432,-323.42066892119783,-521.2740432318934,-234.2312090277536,0.7787237065403831,0.6844879462321755,0.8297667923240982,-0.2841525069818096,-0.4609461065086516,-0.2051578940621312,-5.9722807360702745,-9.6881058045511,-4.3119821520295405,-359.99281109525464,-583.9726223358108,-323.42066892119783,-0.6067318386676028,-1.040169427333991,-0.42608639425910866,-36.57214217405683,-62.698579103917474,-25.6833269595605,0.8681665892146762,0.8273984328418423,0.9104942325217572,-0.1518526656324996,-0.20860755871307113,-0.0983045957692038,-0.7339475420212312,-1.0082602391389313,-0.4751343424475004,-61.57278037090867,-84.58559053178953,-39.86026362814601,0.8559795223232539,0.8118693823492781,0.9019966384804826,-0.16825224660264465,-0.23172522790098937,-0.10865158176710651,-0.8132114264784565,-1.1199945732519387,-0.5251442972208166,-68.22243510725306,-93.95927627952506,-44.05572963261884,-0.07926388445722521,-0.11173433411300748,-0.05000995477331615,-6.649654736344397,-9.373685747735529,-4.195466004472832,0.8273984328418423,0.7881476577349006,0.9104942325217572,-0.20860755871307113,-0.2687977819714051,-0.0983045957692038,-0.7625991823090298,-0.9826344261083106,-0.359368590540517,-191.12761461379193,-246.27429225772195,-90.0673159249416,0.8118693823492781,-0.23172522790098937,-0.847109617733115,0.7696058285785242,-0.29936645860260436,-1.0943832426278772,0.9019966384804826,-0.10865158176710651,-0.3971936967353348,-212.3081748704549,-274.281514443077,-99.54729241487088,-0.0845104354240852,-0.1117488165195666,-0.03782510619481777,-21.180560256662957,-28.00722218535503,-9.479976489929266,0.9698
37081015500,37081015500,Census Tract 155; Guilford County; North Carolina,5238,2638,953,Greensboro city,North Carolina,0,NA,NA,37081,5238,2638,953,0.012669,0.009162065641,0.004054771124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7973
37081017200,37081017200,Census Tract 172; Guilford County; North Carolina,5468,4408,1769,Greensboro city,North Carolina,1616977,0.8357356355710914,0.13530097442442215,37081,5468,4408,1769,0.012669,0.009162065641,0.004054771124,0.740564933173029,0.63429610257772,0.799235811252215,-0.3503204853562185,-0.5765507559262837,-0.25119518660360657,-24.268133532051337,-39.94003010870693,-17.40131846673541,-443.8210228977933,-730.4321526830089,-318.23918190810923,0.7186533561499493,0.6060678507246904,0.7815241963689623,-0.3914914491700318,-0.6499802766377974,-0.2795509142853127,-27.12021466701811,-45.02679348199224,-19.36563575488487,-495.9805169535135,-823.4600124724257,-443.8210228977933,-2.8520811349667774,-5.086763373285308,-1.9643172881494593,-52.159494055720145,-93.02785978941677,-35.92387139995353,0.8296516460759543,0.7785788818842342,0.8834987245079796,-0.2053251563228386,-0.2843913741661036,-0.1318635468963466,-3.6698650376290898,-5.083049635742011,-2.3568540219776226,-83.25465148886319,-115.31419318833964,-53.4676502263526,0.8143017293413117,0.7593340619467359,0.8726227265503255,-0.2280460227057353,-0.3169434246585211,-0.14597061201147676,-4.075964877787642,-5.664866467856956,-2.6089956785419655,-92.46744278102636,-128.5133046247041,-59.18774225367435,-0.4060998401585522,-0.5818168321149448,-0.25214165656434284,-9.212791292163164,-13.199111436364449,-5.720092027321752,0.7785788818842342,0.7301641761989495,0.8834987245079796,-0.2843913741661036,-0.36955500228147015,-0.1318635468963466,-4.609328402546095,-5.989634437098178,-2.1372040335330356,-260.56124378440336,-338.58871888627345,-120.81424723194095,0.7593340619467359,-0.3169434246585211,-5.1369220798711295,0.7075588601652969,-0.41330998210719067,-6.698801766293365,0.8726227265503255,-0.14597061201147676,-2.365847029834879,-290.3856461204709,-378.6773186146617,-133.73923289060934,-0.5275936773250347,-0.7091673291951874,-0.22864299630184348,-29.824402336067536,-40.08859972838821,-12.92498565866837,0.3343
37081012705,37081012705,Census Tract 127.05; Guilford County; North Carolina,2515,1695,779,Greensboro city,North Carolina,4271,0.8639557369592401,0.11284221271422117,37081,2515,1695,779,0.012669,0.009162065641,0.004054771124,0.732082571286419,0.623316604120566,0.7923953257618702,-0.36596613445228626,-0.6043211321329945,-0.2619963388079335,-11.660608767800678,-19.255203223827166,-8.34786751513964,-463.6424957376016,-765.6144422992909,-331.923161635771,0.7096040319588136,0.5945379283677144,0.774169567977292,-0.4092366375647107,-0.6819784782200008,-0.2917066768883017,-13.039316687687911,-21.729563131531517,-9.294514202087203,-518.461896130732,-863.9985340569192,-463.6424957376016,-1.3787079198872334,-2.4743599077043505,-0.9466466869475648,-54.81940039313055,-98.38409175762824,-37.64002731401849,0.8237300715228035,0.7711402817052729,0.8793111595186984,-0.2139899155937477,-0.2967809148662739,-0.13725384828205986,-1.4707178213275496,-2.039726868963148,-0.9433233344389949,-86.76801305767255,-120.33786837540696,-55.65329406719732,0.8079107985193419,0.7513576779758956,0.8680741892898647,-0.23776040849150673,-0.3309240449820507,-0.1519752716274842,-1.6340885457351608,-2.274387038802691,-1.044501278312419,-96.40640387818058,-134.18212618304963,-61.62249429571793,-0.16337072440761125,-0.2346601698395432,-0.10117794387342428,-9.638390820508038,-13.844257807642666,-5.969200228520606,0.7711402817052729,0.7214094669138524,0.8793111595186984,-0.2967809148662739,-0.386175321870867,-0.13725384828205986,-2.1181993277176496,-2.75622948172593,-0.9796149098358282,-271.9126223000834,-353.81636479151865,-125.75287674400876,0.7513576779758956,-0.3309240449820507,-2.3618873535801015,0.698232437676402,-0.4321878303560757,-3.084632218080752,0.8680741892898647,-0.1519752716274842,-1.0846853758641961,-303.19478223107853,-395.97332709637385,-139.2407414459815,-0.24368802586245183,-0.3284027363548221,-0.10507046602836768,-31.282159930995103,-42.15696230485521,-13.487864701972743,0.9392
37081015302,37081015302,Census Tract 153.02; Guilford County; North Carolina,2815,2013,474,Greensboro city,North Carolina,444040,0.8036290245110356,0.17587019877225157,37081,2815,2013,474,0.012669,0.009162065641,0.004054771124,0.7503350777963538,0.6470230885340962,0.8070902165168765,-0.3327379054926805,-0.5455399006944448,-0.2390188600174782,-11.866510116993258,-19.45571768034265,-8.52418577423543,-421.545652468677,-691.1445001897922,-302.81299375614316,0.729089384496515,0.6194578434432687,0.7899767163356209,-0.37157394040316055,-0.6143148570715969,-0.2658600934956554,-13.251528756473911,-21.90845511173578,-9.481430991457533,-470.74702509676416,-778.2754924240064,-421.545652468677,-1.3850186394806538,-2.4527374313931283,-0.957245217222102,-49.20137262808717,-87.13099223421415,-34.005158693502736,0.8364405309846866,0.7871292326311424,0.8882872632200447,-0.1955422566895049,-0.2704394126708939,-0.12576194819567288,-1.5960656201401038,-2.2073952515556834,-1.02650099899214,-79.28790959464003,-109.65699212894604,-50.99359160417983,0.8216343281873767,0.7685119868955022,0.8778266843611912,-0.21708644063852495,-0.30121587828398344,-0.1391770355303295,-1.7719147276279317,-2.45860058950202,-1.135998352906904,-88.02358309130311,-122.13614453561948,-56.43310247923021,-0.1758491074878279,-0.25120533794633637,-0.10949735391476412,-8.735673496663084,-12.479152406673442,-5.439510875050378,0.7871292326311424,0.7402538662506115,0.8882872632200447,-0.2704394126708939,-0.350887912365799,-0.12576194819567288,-1.174469450481199,-1.5238427326355015,-0.5461613924171695,-247.77836508042176,-321.4858085728907,-115.22392245087966,0.7685119868955022,-0.30121587828398344,-1.308126073601979,0.718321313623475,-0.3921346631852463,-1.7029699104777456,0.8778266843611912,-0.1391770355303295,-0.6044206901078688,-275.97596489493225,-359.27635242146533,-127.51491352486684,-0.13365662312078008,-0.17912717784224386,-0.05825929769069926,-28.197599814510564,-37.79054384857465,-12.290991073987188,0.7231
37081017102,37081017102,Census Tract 171.02; Guilford County; North Carolina,1701,1165,432,Greensboro city,North Carolina,75443,0.8414085319484546,0.11038979663389696,37081,1701,1165,432,0.012669,0.009162065641,0.004054771124,0.7388519249637235,0.6320735453737134,0.7978559887405764,-0.35345116688854594,-0.5820943738576341,-0.2533590198132246,-7.616861689461992,-12.544115711706423,-5.459879022845376,-447.7872833310989,-737.4553622402367,-320.98054220137425,0.7168250110278491,0.6037322496713613,0.7800401553847902,-0.3950406090966451,-0.6563633970925773,-0.281985283830298,-8.513112879773821,-14.144610860079732,-6.0767741249991225,-500.47694766453975,-831.5467877765861,-447.7872833310989,-0.8962511903118298,-1.600495148373307,-0.6168951021537463,-52.68966433344091,-94.09142553634962,-36.266613883230235,0.8284578632046886,0.7770778101198733,0.8826553281324756,-0.2070619936320505,-0.2868724173783039,-0.1329450671484673,-0.9781211764455332,-1.35513032331013,-0.6280070195449008,-83.95889926571101,-116.3201994257622,-53.90618193518462,0.8130129565862293,0.7577238519762086,0.8717064548514004,-0.22999269802404265,-0.31974201074958175,-0.1471751693871187,-1.086441429540732,-1.5103999832494233,-0.6952272954558127,-93.25677506787396,-129.64806723171014,-59.67616270006977,-0.10832025309519856,-0.15526965993929331,-0.06722027591091195,-9.297875802162965,-13.327867805947925,-5.769980764885146,0.7770778101198733,0.7283957852759375,0.8826553281324756,-0.2868724173783039,-0.37287999218882206,-0.1329450671484673,-1.1354445728405436,-1.475863616728608,-0.5261982185641292,-262.83439186123695,-341.63509646495555,-121.805143186141,0.7577238519762086,-0.31974201074958175,-1.265542829570734,0.7056740813928865,-0.41708477945819095,-1.650826710975436,0.8717064548514004,-0.1471751693871187,-0.5825211390648325,-292.94972906729953,-382.13581272579535,-134.84285626500753,-0.1300982567301905,-0.1749630942468281,-0.05632292050070331,-30.115337206062616,-40.50071626083984,-13.037713078866506,0.3273
37081015301,37081015301,Census Tract 153.01; Guilford County; North Carolina,3436,2726,1302,Greensboro city,North Carolina,815443,0.8402724113563239,0.124517739340892,37081,3436,2726,1302,0.012669,0.009162065641,0.004054771124,0.7391946744201288,0.6325180361465239,0.7981321372393885,-0.3528235992561276,-0.5809825852433846,-0.2529253657907326,-15.35865260696113,-25.290569327732843,-11.010014173820792,-446.99221789758815,-736.0468372448441,-320.43114592027916,0.7171908039286604,0.604199282558352,0.7803371409475585,-0.3943290886081563,-0.6550830642593863,-0.2814973778970796,-17.165414948209655,-28.516213864027044,-12.25377340406636,-499.57552235767326,-829.9247341102166,-446.99221789758815,-1.8067623412485256,-3.225644536294201,-1.2437592302455671,-52.58330446008514,-93.87789686537256,-36.19788213753107,0.8286968064901898,0.777378200375805,0.8828241720576152,-0.20671395396747924,-0.28637515113824114,-0.1327283865248964,-2.2848726050413952,-3.165392200389613,-1.4670874822983264,-83.81777714751999,-116.11856934664758,-53.81832290162606,0.813270897848602,0.7580460577881127,0.8718898810616135,-0.2296025870904327,-0.31918105730657026,-0.14693382928403712,-2.53786767279433,-3.528005922631926,-1.6241045891741912,-93.09859401299816,-129.42061344944702,-59.57830481196593,-0.2529950677529347,-0.3626137222423127,-0.1570171068758648,-9.280816865478162,-13.30204410279944,-5.759981910339867,0.777378200375805,0.7287496006172367,0.8828241720576152,-0.28637515113824114,-0.3722134449926552,-0.1327283865248964,-3.4161718883491794,-4.440137708162056,-1.5833181790741873,-262.3787932679861,-341.02440154854503,-121.60661897651208,0.7580460577881127,-0.31918105730657026,-3.8075138535253665,0.7060511467501317,-0.4163279878559499,-4.966380507504006,0.8718898810616135,-0.14693382928403712,-1.7527750401965545,-292.4357798406579,-381.4424352921663,-134.6217388783836,-0.39134196517618713,-0.5262427993419498,-0.16945686112236724,-30.05698657267182,-40.418033743621336,-13.015119901871524,0.1286
37081015401,37081015401,Census Tract 154.01; Guilford County; North Carolina,4224,2632,1059,Greensboro city,North Carolina,82017,0.8634174414167913,0.08239623224694956,37081,4224,2632,1059,0.012669,0.009162065641,0.004054771124,0.7322434589662484,0.6235242483435535,0.7925252579917663,-0.3656660059644089,-0.6037868657980618,-0.26178943814859357,-19.568197987274516,-32.31096339100881,-14.009362295404744,-463.26226295630954,-764.9375802795647,-331.6610391904532,0.7097755762431841,0.5947557949600131,0.7743092071695558,-0.40889604189110457,-0.6813623481671709,-0.29147373005603844,-21.88160390473054,-36.46232658363985,-15.597883218001714,-518.0303954718404,-863.2179588929889,-463.26226295630954,-2.3134059174560235,-4.151363192631038,-1.5885209225969703,-54.76813251553086,-98.2803786134242,-37.60702941754191,0.8238426285793847,0.7712815051861267,0.8793908509035026,-0.21382405487365588,-0.2965434711917261,-0.1371507890633401,-2.2819640119337428,-3.1647586593252015,-1.463694835624492,-86.70076033182913,-120.24159039989368,-55.61150591278464,0.8080322343567067,0.751509039994985,0.8681607299662517,-0.23757439057629096,-0.3306559825370474,-0.15186043952814282,-2.5354313375664104,-3.528812756478587,-1.6206785436017734,-96.33097787106422,-134.0734329969068,-61.57593250766617,-0.2534673256326676,-0.36405409715338566,-0.15698370797728156,-9.63021753923509,-13.831842597013134,-5.964426594881518,0.7712815051861267,0.7215754760281259,0.8793908509035026,-0.2965434711917261,-0.38585641172902274,-0.1371507890633401,-2.8772508426282335,-3.743821036825488,-1.3307230195079496,-271.6950748468587,-353.5241772262028,-125.65845321132667,0.751509039994985,-0.3306559825370474,-3.208231833772811,0.698409182945469,-0.43182538892544714,-4.189840899753634,0.8681607299662517,-0.15186043952814282,-1.473445278826405,-302.9491816593778,-395.6412558785301,-139.13553152279556,-0.33098099114457735,-0.4460198629281455,-0.1427222593184554,-31.254106812519108,-42.11707865232725,-13.477078311468874,0.2302
37081012803,37081012803,Census Tract 128.03; Guilford County; North Carolina,5996,3616,1434,Greensboro city,North Carolina,417185,0.8112510952796537,0.1643099378679018,37081,5996,3616,1434,0.012669,0.009162065641,0.004054771124,0.7480040525757521,0.643978790997619,0.8052186312294679,-0.33689115260338476,-0.5528461713014665,-0.24189873559324548,-25.591371777944364,-41.99603283273281,-18.375432027060043,-426.80740123322823,-700.400814421828,-306.46150812308275,0.7265982472544986,0.6162525379114658,0.787961859824688,-0.3762763725051205,-0.622711369902164,-0.26909695885850093,-28.583203998151166,-47.303225550361944,-20.44149947318298,-476.7045363267373,-788.9130345290517,-426.80740123322823,-2.9918322202068026,-5.307192717629135,-2.066067446122936,-49.89713509350905,-88.51222010722374,-34.457429054752104,0.8348238461844296,0.7850909280866134,0.8871481257963649,-0.19785749361438293,-0.2737378107745467,-0.12720747631894222,-2.900996936017006,-4.0135581211629985,-1.865122681473618,-80.22668517746143,-110.9944170675608,-51.57972017349607,0.8198876232401281,0.7663231667183533,0.8765884687079852,-0.21967934586947743,-0.30493249249181303,-0.14078616785127526,-3.220950076905489,-4.470936178615744,-2.0642141680320765,-89.07494681707658,-123.64314653251502,-57.0855688061968,-0.3199531408884835,-0.457378057452745,-0.19909148655845857,-8.84826163961514,-12.648729464954236,-5.505848632700734,0.7850909280866134,0.7378460367420576,0.8871481257963649,-0.2737378107745467,-0.3552962951667766,-0.12720747631894222,-3.5964774359212086,-4.668025600913918,-1.6713029777181858,-250.8003790740034,-325.52479783221185,-116.54832480601016,0.7663231667183533,-0.30493249249181303,-4.00632570861487,0.7157515937709943,-0.39713276044754625,-5.217689905436733,0.8765884687079852,-0.14078616785127526,-1.849705287458259,-279.3811512283731,-363.8556419411948,-128.98921111982278,-0.4098482726936616,-0.5496643045228149,-0.1784023097400731,-28.580772154369708,-38.33084410898291,-12.44088631381263,0.7069
