geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
12086002404,12086002404,Census Tract 24.04; Miami-Dade County; Florida,3083,2326,744,Miami city,Florida,41024,0.49425357111958335,0.24164100504087435,12086,3083,2326,744,0.0101,0.008241179256,0.003436880739,0.8513413017309406,0.7835299525104711,0.8868437096727289,-0.17461704015394025,-0.27627539546630925,-0.12759439920820898,-5.437277781425437,-8.602746146648576,-3.973072680864973,-176.36321055547964,-279.0381494209723,-128.87034320029105,0.8377492996802782,0.764647307293179,0.8762576024356644,-0.19367452814540548,-0.3077924821836621,-0.14121691751418597,-6.030695559750079,-9.584134647979525,-4.397254742631977,-195.6112734268595,-310.8704070054987,-176.36321055547964,-0.5934177783246417,-0.9813885013309492,-0.4241820617670036,-19.24806287137988,-31.83225758452641,-13.75874348903677,0.904772186704401,0.8744864528099217,0.9357799628632554,-0.10525059754816604,-0.1435282922757409,-0.06862728385447278,-0.8413927059460444,-1.1473916636191552,-0.5486191756547257,-36.17337514815324,-49.32896232240564,-23.58637900493232,0.8957630950567442,0.8628362736239543,0.9295892995080416,-0.11636659906897888,-0.15896842839018735,-0.0757438801513971,-0.9302560741052311,-1.2708229619503988,-0.6055105601682865,-39.993812300310886,-54.63555296433357,-26.03226827894611,-0.08886336815918672,-0.12343129833124356,-0.05689138451356079,-3.82043715215764,-5.306590641927926,-2.445889274013792,0.8744864528099217,0.8449132068197537,0.9357799628632554,-0.1435282922757409,-0.18355351996921876,-0.06862728385447278,-0.8800347344042442,-1.125446911085264,-0.420783892584246,-118.28423849519412,-151.26974611361075,-56.55697480971049,0.8628362736239543,-0.15896842839018735,-0.9747049619196514,0.8307939178889097,-0.20366793553454476,-1.248777190287089,0.9295892995080416,-0.0757438801513971,-0.46441885704124714,-131.00873144081336,-167.84639654396358,-62.42188938726441,-0.0946702275154072,-0.12333027920182492,-0.0436349644570011,-12.72449294561925,-16.576650430352814,-5.864914577553911,0.9954
12086005410,12086005410,Census Tract 54.10; Miami-Dade County; Florida,1772,1331,626,Miami city,Florida,26196,0.4206117889654744,0.22511844813134133,12086,1772,1331,626,0.0101,0.008241179256,0.003436880739,0.8773229354879198,0.8200583040182893,0.9069610169307072,-0.13983113805619793,-0.2194254909681368,-0.10258322169584616,-2.5025858440193853,-3.927101896954938,-1.8359524353348975,-141.2294494367599,-221.61974587781816,-103.6090539128046,0.8659153360156558,0.803950303991665,0.8981471221018326,-0.15484731405879604,-0.2438579785777002,-0.11340333380995823,-2.771333349173084,-4.3643750142008155,-2.0296021458635845,-156.39578719938396,-246.29655836347715,-141.2294494367599,-0.2687475051536987,-0.4372731172458777,-0.1936497105286867,-15.166337762624082,-24.676812485659013,-10.9283132352532,0.9218434703578862,0.896670542623157,0.9474540071611296,-0.08478286407102414,-0.11523681493378682,-0.05546020433890478,-0.3878382166480571,-0.5271494574502902,-0.2537020538456769,-29.1388592522958,-39.60551896696395,-19.061010807338608,0.9143719655188038,0.8869439850518713,0.942353722869577,-0.09364682832616354,-0.12746691657367382,-0.06117265282815819,-0.428386317102242,-0.5830959138646984,-0.27983358241623757,-32.18529805426311,-43.80885904317794,-21.02431122586308,-0.04054810045418489,-0.05594645641440821,-0.02613152857056067,-3.046438801967309,-4.20334007621399,-1.963300418524468,0.896670542623157,0.871932188165169,0.9474540071611296,-0.11523681493378682,-0.14687817880003673,-0.05546020433890478,-0.5945042177236567,-0.7577413245789869,-0.28611798594259585,-94.9687248759835,-121.04494002859217,-45.70574855313033,0.8869439850518713,-0.12746691657367382,-0.6575990456419702,0.8600644193155993,-0.16270360398789102,-0.8393843483544654,0.942353722869577,-0.06117265282815819,-0.3155883832487138,-105.04777086932432,-134.08695660614464,-50.41347975219071,-0.06309482791831356,-0.0816430237754785,-0.02947039730611794,-10.079045993340824,-13.042016577552475,-4.707731199060374,0.9949
12086002800,12086002800,Census Tract 28; Miami-Dade County; Florida,1040,659,281,Miami city,Florida,32240,0.4004795899634118,0.27459602518896586,12086,1040,659,281,0.0101,0.008241179256,0.003436880739,0.8845628049430057,0.830337562238205,0.9125396871025416,-0.1305019772614475,-0.20432947451451405,-0.09584274978237808,-1.3707927691542443,-2.146276800300455,-1.0067322437140993,-131.80699703406196,-206.37276925965915,-96.80117728020186,0.8737788757388495,0.8150423080927921,0.904225889596707,-0.14445430962658662,-0.22693017291336803,-0.10591834574213432,-1.517348068317666,-2.3836745362820175,-1.1125663036753788,-145.8988527228525,-229.19947464250168,-131.80699703406196,-0.14655529916342136,-0.23739773598156244,-0.10583405996127948,-14.091855688790517,-22.826705382842544,-10.176351919353795,0.926566230248554,0.9028325909890138,0.9506707317498558,-0.07925366515003163,-0.10762505693834504,-0.05188891022167691,-0.1795019754692882,-0.24376046576339128,-0.11752342143555528,-27.238539524929926,-36.98944852251765,-17.833599610858162,0.9195262137812042,0.8936510107862036,0.94587366902935055,-0.08751657648548995,-0.11900505670578744,-0.05722363645685743,-0.19821667976762627,-0.2695350773883419,-0.1296060663957595,-30.07840360662007,-40.90061872357237,-19.667081395411152,-0.01871470429833807,-0.02577461162495065,-0.01208264496020422,-2.839864081690148,-3.911170201054727,-1.8334817845529932,0.9028325909890138,0.8794678820607263,0.9506707317498558,-0.10762505693834504,-0.13705118788061785,-0.05188891022167691,-0.24923502565317637,-0.3173792172467057,-0.12016285276042776,-88.69573866661081,-112.94634065719065,-42.76258105353301,0.8936510107862036,-0.11900505670578744,-0.2755885033158778,0.868244382520018,-0.15174946147946344,-0.35141705844909676,0.94587366902935055,-0.05722363645685743,-0.13251685904764002,-98.07420046828392,-125.05945140537251,-47.159024572113886,-0.02635347766270143,-0.03403784120239106,-0.01235400628721225,-9.378461801673108,-12.113110748181873,-4.396443518580874,0.9951
12086007103,12086007103,Census Tract 71.03; Miami-Dade County; Florida,1570,1079,194,Miami city,Florida,17574,0.5863386934945632,0.238067212704963,12086,1570,1079,194,0.0101,0.008241179256,0.003436880739,0.8199325855821106,0.7401339985634052,0.8623147707166601,-0.21961246276125335,-0.35110669411348866,-0.15966933880642134,-3.4823948220051943,-5.567498848557589,-2.5318767054534232,-221.80858738886587,-354.61776105462354,-161.26603219448558,0.8038147311187478,0.7181933668427435,0.8496350259845507,-0.24406776995515111,-0.3923826732013821,-0.17697595957888806,-3.8701826281788314,-6.222012048954315,-2.806307791042428,-246.50844765470265,-396.3064999333958,-221.80858738886587,-0.38778780617363706,-0.6545132003967256,-0.27443108558900464,-24.699860265836755,-41.68873887877233,-17.479686980191378,0.883869581228937,0.8475170722577215,0.9213843739239568,-0.13138863610352405,-0.17991723439396382,-0.08532337675886326,-0.4872408714947487,-0.6672040496254807,-0.3164127255123266,-45.15670727476819,-61.835407750276254,-29.324627016897736,0.8730256555685297,0.8336107391230357,0.9138710649708472,-0.14544171024250407,-0.19960066859504105,-0.09424626550781567,-0.5393552117734761,-0.7401979851632984,-0.34950231544356464,-49.98658125796813,-68.60036933858187,-32.39131746464918,-0.05211434027872741,-0.07299393553781763,-0.03308958993123806,-4.8298739831999455,-6.76496158830562,-3.0666904477514425,0.8475170722577215,0.8123023833834465,0.9213843739239568,-0.17991723439396382,-0.2310686518421195,-0.08532337675886326,-0.2876496548975783,-0.3694299669729933,-0.13641405706382118,-148.27301798844243,-190.42781802731616,-70.31652425970164,0.8336107391230357,-0.19960066859504105,-0.31911930856478143,0.7955903380606013,-0.2569282860293214,-0.41077405985426874,0.9138710649708472,-0.09424626550781567,-0.15067987144214492,-164.49448895091825,-211.73920611044775,-77.6700368258479,-0.03146965366720311,-0.04134409288127544,-0.01426581437832374,-16.22147096247583,-21.31138808313167,-7.353512566146262,0.3146
12086003006,12086003006,Census Tract 30.06; Miami-Dade County; Florida,3256,2587,1310,Miami city,Florida,36075,0.4293978082415488,0.27650907653827517,12086,3256,2587,1310,0.0101,0.008241179256,0.003436880739,0.874181940370864,0.8156122476259001,0.9045370963719483,-0.14392662879281026,-0.2260728096112084,-0.1055378535727814,-4.733113543828841,-7.434539987750354,-3.4706756374530596,-145.36589508073837,-228.3335377073205,-106.5932321085092,0.862505778185784,0.7991570086646876,0.8955070739699742,-0.15941252254961671,-0.25131856338330955,-0.11668576281233194,-5.242376451557675,-8.264761747998163,-3.837281321541223,-161.00664777511287,-253.8317490171426,-145.36589508073837,-0.509262907728834,-0.8302217602478086,-0.3666056840881633,-15.640752694374507,-25.498211309822132,-11.259388331946049,0.9197899334490082,0.8939945237751782,0.9460535899006576,-0.08720476669082676,-0.1185750845286834,-0.05702257321914191,-0.7753559347917444,-1.05427603325517,-0.5069997001346177,-29.971238298869125,-40.75284241419288,-19.59797835850861,0.9121316328656264,0.8840327298662147,0.9408216696842204,-0.09633298963475194,-0.13117983782267337,-0.06290068800779451,-0.856516886219633,-1.1663475477370608,-0.559263255897887,-33.10849966059656,-45.084945795788975,-21.61821630838373,-0.0811609514278886,-0.1120715144818909,-0.05226355576326924,-3.1372613617274294,-4.332103381596092,-2.0202379498751157,0.8939945237751782,0.8686637598747552,0.9460535899006576,-0.1185750845286834,-0.15119341475023776,-0.05702257321914191,-1.280130070234064,-1.6322757636013376,-0.6156125542739068,-97.71985268962322,-124.60120332834636,-46.99332475373335,0.8840327298662147,-0.13117983782267337,-1.4162102913332544,0.8565187484372744,-0.1675167669411888,-1.8085017732197644,0.9408216696842204,-0.06290068800779451,-0.6790723572093329,-108.107655826966,-138.05357047479117,-51.83758451979641,-0.13608022109919027,-0.17622600961842672,-0.06345980293542608,-10.387803137342768,-13.452367146444788,-4.844259766063059,0.9767
12086009101,12086009101,Census Tract 91.01; Miami-Dade County; Florida,1857,1433,452,Miami city,Florida,45884,0.4809410814557392,0.28222589176649293,12086,1857,1433,452,0.0101,0.008241179256,0.003436880739,0.8559804452826816,0.7900106662114077,0.8904470540979955,-0.16825098693668986,-0.26580569449222974,-0.12303139799028182,-3.155665035688474,-4.985371864187914,-2.307539991286329,-169.93349680605675,-268.4637514371521,-124.26171197018463,0.8427722511952767,0.7716071625367066,0.8801747621852559,-0.18656018702767244,-0.29599626409951635,-0.13613800686269134,-3.499066899834916,-5.551617130571299,-2.55336361531458,-188.42578889794916,-298.9562267405115,-169.93349680605675,-0.343401864146442,-0.566245266383385,-0.24582362402825145,-18.49229209189241,-30.49247530335945,-13.237674961133624,0.907834642578772,0.8784557087781584,0.9378796187337456,-0.10152218597808248,-0.13836131976522442,-0.06623491973322204,-0.5000018521007317,-0.6814364316056905,-0.3262102979885012,-34.891964556924755,-47.55313549237198,-22.764151988032182,0.8990988172010761,0.8671452639327748,0.9318838988610328,-0.11222479761794436,-0.15320931981417674,-0.07309505102751548,-0.5527127506170528,-0.754563575716542,-0.35999678829852494,-38.5703245371286,-52.6562160304635,-25.12189729926901,-0.05271089851632116,-0.07312714411085153,-0.03378649031002373,-3.678359980203849,-5.103080538091523,-2.357745311236827,0.8784557087781584,0.8497347599645122,0.9378796187337456,-0.13836131976522442,-0.17683781706395463,-0.06623491973322204,-0.5153977181034416,-0.6587231716480312,-0.24672593863077105,-114.02604382819504,-145.73521496637858,-54.585384652825454,0.8671452639327748,-0.15320931981417674,-0.5707067116618654,0.8360104818945234,-0.19615725120318117,-0.7306883154273962,0.9318838988610328,-0.07309505102751548,-0.2722800170463884,-126.26254682784632,-161.65670695296376,-60.238941824422206,-0.05530899355842378,-0.07196514377936503,-0.02555407841561732,-12.23650299965128,-15.921491986585185,-5.653557171596754,0.9174
12086003606,12086003606,Census Tract 36.06; Miami-Dade County; Florida,1280,884,216,Miami city,Florida,27162,0.44621884299313386,0.28972839984769017,12086,1280,884,216,0.0101,0.008241179256,0.003436880739,0.8681997734014756,0.8071673115582776,0.8999145039885795,-0.15180863971220707,-0.23890051750169253,-0.1112166717702892,-1.9625820941994128,-3.0885058902618807,-1.4378091326462987,-153.32672610932912,-241.28952267670945,-112.3288384879921,0.8560155125846907,0.7900597230862986,0.8904742728828392,-0.1682031286799421,-0.2657270973054901,-0.12299707072117876,-2.1745300475742915,-3.4353199139653756,-1.5901061302833988,-169.88515996674153,-268.38436827854497,-153.32672610932912,-0.2119479533748787,-0.3468140237034949,-0.15229699763710003,-16.5584338574124,-27.094845601835537,-11.89820294039844,0.9158711442231938,0.8888934856955246,0.9433782314772592,-0.09185665069529075,-0.12499418219668788,-0.06002021949783123,-0.27907911251494705,-0.37975764599450634,-0.1823535853269012,-31.570035352369576,-42.95900972788533,-20.62823363426484,0.9078577677538856,0.8784856987218985,0.9378954645453216,-0.10149412773553912,-0.13832245812867713,-0.06621690561728627,-0.308359720058518,-0.42025164822840866,-0.2011803730408132,-34.88232127358801,-47.53977921135844,-22.757960751223212,-0.02928060754357098,-0.04049400223390231,-0.01882678771391199,-3.3122859212184363,-4.580769483473112,-2.1297271169583705,0.8888934856955246,0.8624404218014698,0.9433782314772592,-0.12499418219668788,-0.1595003837032534,-0.06002021949783123,-0.22250148367104625,-0.2839257907558472,-0.1068416757790762,-103.00994614400288,-131.44712534992925,-49.46373878660934,0.8784856987218985,-0.13832245812867713,-0.24622707727490023,0.849771210796073,-0.1767873367505489,-0.31469820458805575,0.9378954645453216,-0.06621690561728627,-0.11787236401745294,-113.99401725689826,-145.693613235211,-54.570538896968955,-0.02372559360385404,-0.03077241383220858,-0.01103068823837674,-10.98407111289539,-14.24648788528175,-5.106800110359604,0.9754
12086005004,12086005004,Census Tract 50.04; Miami-Dade County; Florida,2386,1709,610,Miami city,Florida,44374,0.48174694135952,0.2551202373818473,12086,2386,1709,610,0.0101,0.008241179256,0.003436880739,0.8556989013461709,0.7896168421227491,0.8902285130865107,-0.16863536744854657,-0.2664370193924334,-0.12330708947178136,-4.063876265995544,-6.4207591555304955,-2.97152822634467,-170.32172112303203,-269.1013895863577,-124.54016036649917,0.8424673366759038,0.7711840582448833,0.8799371432123805,-0.18698963920152417,-0.29670730263262,-0.1364448105342012,-4.506188519261849,-7.150230603222456,-3.288128911139501,-188.85953559353936,-299.6743756589462,-170.32172112303203,-0.4423122532663051,-0.7294714476919602,-0.3166006847948313,-18.53781447050734,-30.572986072588435,-13.26909827304406,0.907648965097766,0.8782149218735495,0.9377523840508898,-0.1017475240466854,-0.13867343299819923,-0.06637958698672013,-0.59762722653362,-0.8145163229582231,-0.3898890792774337,-34.969410563699235,-47.660405088251785,-22.813872397743346,0.8988965394323724,0.8668838121645885,0.9317448363841038,-0.1124750804263543,-0.1535571272268004,-0.0732552099572448,-0.6606369147469954,-0.9019376237294544,-0.4302739390080757,-38.6563437534813,-52.77575329019627,-25.176942013345563,-0.06300968821337538,-0.08742130077123123,-0.04038485973064198,-3.6869331897820583,-5.115348201944483,-2.363069615602223,0.8782149218735495,0.8494421106692769,0.9377523840508898,-0.13867343299819923,-0.17724326053496253,-0.06637958698672013,-0.6971278978236699,-0.8910230240117873,-0.3336981059310513,-114.28326193830654,-146.06934819865367,-54.70460752968054,0.8668838121645885,-0.1535571272268004,-0.7719500050226008,0.8356937724411146,-0.1966105683412435,-0.988384791767778,0.9317448363841038,-0.0732552099572448,-0.368262683183078,-126.54918115124605,-162.03029373242265,-60.37093166935705,-0.0748221071989309,-0.0973617677559907,-0.03456457725202666,-12.265919212939492,-15.960945533768967,-5.666324139676502,0.9441
12086006902,12086006902,Census Tract 69.02; Miami-Dade County; Florida,1919,1483,879,Miami city,Florida,41750,0.5947966011098759,0.222863538246795,12086,1919,1483,879,0.0101,0.008241179256,0.003436880739,0.8171064969513435,0.736270725358302,0.8600961244543479,-0.2238306802491956,-0.35819606234290474,-0.16266074403533473,-4.338263861521884,-6.942520260723945,-3.152674274818454,-226.06898705168751,-361.77802296633376,-164.28735147568807,0.8007676687134418,0.7140708199386848,0.8472307107091275,-0.2488016675381712,-0.4004213196750808,-0.1803160430327242,-4.82224904005808,-7.760925975810448,-3.4948675144559567,-251.2896842135529,-404.4255328718316,-226.06898705168751,-0.48398517853619616,-0.8184057150865032,-0.3421932396375027,-25.220697161865353,-42.64750990549782,-17.83185198736335,0.8819740873757939,0.8450820679616298,0.9200733128047396,-0.1338201590200658,-0.18331702672621863,-0.08686991143304963,-0.6820671837795302,-0.9343474785382704,-0.4427667421724773,-45.99239270259813,-63.00387582860892,-29.85615254028842,0.870966414060313,0.8309765629598254,0.9124407595162924,-0.14814989861451944,-0.20340337450449408,-0.09596156196499268,-0.7551043494880052,-1.0367254667417534,-0.4891059224547262,-50.91735330330446,-69.90731400820994,-32.980844400183834,-0.07303716570847496,-0.1023779882034831,-0.04633918028224898,-4.924960600706336,-6.903438179601017,-3.124691859895414,0.8450820679616298,0.8093709826004011,0.9200733128047396,-0.18331702672621863,-0.23552736816327824,-0.08686991143304963,-1.327947912098458,-1.706159446179458,-0.6292853401118206,-151.07484779277107,-194.10232607274835,-71.59105120726059,0.8309765629598254,-0.20340337450449408,-1.4734533464282489,0.7924327083319352,-0.26193680483607534,-1.8974693147478283,0.9124407595162924,-0.09596156196499268,-0.6951452253447062,-167.62836705668357,-215.86681623979848,-79.08364338392562,-0.1455054343297908,-0.1913098685683705,-0.06585988523288566,-16.55351926391249,-21.764490167050113,-7.492592176665036,0.7228
12086007005,12086007005,Census Tract 70.05; Miami-Dade County; Florida,1348,848,523,Miami city,Florida,29775,0.5090481322627642,0.2340777826127037,12086,1348,848,523,0.0101,0.008241179256,0.003436880739,0.8462151763596268,0.7763900966528992,0.8828563114422465,-0.18173252848282323,-0.28801230761585844,-0.13268715083022503,-2.4742520287879417,-3.921229965728389,-1.8065090211233477,-183.54985376765148,-290.892430692017,-134.01402233852727,0.8322022599936568,0.7569862408793553,0.8719247965767875,-0.20163095929062025,-0.321027973822017,-0.14688790125712797,-2.7451651845499363,-4.370731657991996,-1.9998493980355456,-203.6472688835264,-324.23825356023707,-183.54985376765148,-0.2709131557619946,-0.44950169226360703,-0.1933403769121982,-20.09741511587497,-33.345822868220104,-14.342757931171972,0.9013809079135536,0.870096339464138,0.9334520677571874,-0.1094088983032956,-0.14929801982142016,-0.07129228649383988,-0.3188694842952278,-0.4351253264134271,-0.207779577173876,-37.60253352538064,-51.31194886950791,-24.502308628994808,0.892070526116082,0.8580726818571438,0.9270458717645524,-0.12098760212807835,-0.16540244334044066,-0.07869527329492942,-0.3526153255811961,-0.4820612640018538,-0.229355396143956,-41.58199594117879,-56.84684717002993,-27.0466269037684,-0.0337458412859683,-0.04693593758842668,-0.02157581897008001,-3.979462415798149,-5.5348983005220145,-2.544318274773586,0.870096339464138,0.8395869629144929,0.9334520677571874,-0.14929801982142016,-0.19106184846970317,-0.07129228649383988,-0.643494882067108,-0.8235026947818618,-0.30727950407193544,-123.03917439141648,-157.45749422215331,-58.75325125658422,0.8580726818571438,-0.16540244334044066,-0.7129071497283034,0.8250347760241686,-0.21207012002449932,-0.9140512180828236,0.9270458717645524,-0.07869527329492942,-0.3391873895496503,-136.31111849489548,-174.7707873963334,-64.85418538234231,-0.06941226766119535,-0.09054852330096186,-0.03190788547771484,-13.271944103479036,-17.313293174180085,-6.100934125758095,0.8563
12086006716,12086006716,Census Tract 67.16; Miami-Dade County; Florida,702,367,11,Miami city,Florida,4575,0.4725349518563344,0.29220952342530443,12086,702,367,11,0.0101,0.008241179256,0.003436880739,0.8589228303611177,0.7941304746716337,0.8927299120731212,-0.16424894606605006,-0.25923891840757235,-0.12015962104123216,-1.164557877397508,-1.8380557792933696,-0.8519557451065443,-165.89143552671055,-261.83130759164806,-121.36121725164448,0.845959479245353,0.7760345349425019,0.8826572550720848,-0.182089715327808,-0.2886024461193499,-0.13294259380254236,-1.2910524996172243,-2.0462490634754142,-0.9425895785787858,-183.9106124810861,-291.4884705805434,-165.89143552671055,-0.1264946222197163,-0.20819328418204489,-0.09063383347224152,-18.019176954375546,-29.657162988895276,-12.910802488923292,0.9097737577103736,0.8809713577036606,0.9392078657632558,-0.09917437332628584,-0.13511068351484132,-0.06472702843831163,-0.12509213110991513,-0.17041986523053884,-0.08164248138096822,-34.085049348750715,-46.4359305805283,-22.24590773323385,0.9012115438270945,0.869877239629768,0.9333357329422084,-0.10961738878020742,-0.14958749860568146,-0.0714258167826083,-0.13826427442204825,-0.18867998214037152,-0.09009189912606862,-37.67418921581696,-51.4114392753056,-24.548201396748944,-0.01317214331213312,-0.0182601169098327,-0.00844941774510039,-3.589139867066246,-4.975508694777303,-2.302293663515095,0.8809713577036606,0.8527934769097628,0.9392078657632558,-0.13511068351484132,-0.17261684930291,-0.06472702843831163,-0.0122481849847114,-0.01564823037482341,-0.00586769748475169,-111.34713622464916,-142.25663977112197,-53.34270440683358,0.869877239629768,-0.14958749860568146,-0.01356055129512678,0.8393213233620372,-0.1914388115320821,-0.01735449718630637,0.9333357329422084,-0.0714258167826083,-0.00647496255572857,-123.2777390466071,-157.76815623914882,-58.86329596116882,-0.00131236631041537,-0.00170626681148295,-6.072650709768755e-4,-11.930602821957953,-15.511516468026834,-5.5205915543352315,0.382
