geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
55079000700,55079000700,Census Tract 7; Milwaukee County; Wisconsin,2291,1552,811,Milwaukee city,Wisconsin,120582,0.6669223112786378,0.2464198756442159,55079,2291,1552,811,0.012681,0.007731232826,0.0031699323,0.7933990289247241,0.7041347964858257,0.841406785713272,-0.2603998285141305,-0.42018261984888305,-0.18848577998130403,-7.565180346363195,-12.207217323077744,-5.4759211110852215,-330.2130225387689,-532.8335802303686,-239.01881759429165,0.7752483151299829,0.6798629700448414,0.8270020977560023,-0.2899092851718534,-0.4708846400827559,-0.20918677559998017,-8.422494127300448,-13.680221084957678,-6.07732997566925,-367.6339645264272,-597.1288120889427,-330.2130225387689,-0.8573137809372531,-1.4730037618799336,-0.6014088645840285,-37.42094198765836,-64.29523185857414,-26.250932544043152,0.8659743100827177,0.8245994747347332,0.9089686146657776,-0.15476866733434638,-0.21270996482467047,-0.1001479961634254,-0.7614208186924264,-1.0464766438219186,-0.4927015948546507,-49.06061976110995,-67.42761880295868,-31.746236781871826,0.8536021677321162,0.8088488254960718,0.9003342605550616,-0.17150592840788978,-0.236324970103893,-0.11069859696719068,-0.8437637066217722,-1.162656210156798,-0.5446077541572005,-54.36621821016574,-74.91341560288647,-35.090705809097976,-0.08234288792934585,-0.11617956633487948,-0.05190615930254982,-5.30559844905579,-7.4857967999278,-3.344469027226148,0.8245994747347332,0.7847990286826283,0.9089686146657776,-0.21270996482467047,-0.2742115668499364,-0.1001479961634254,-1.333697822863006,-1.719314701655188,-0.627930922546802,-164.45102624697978,-211.9993466899122,-77.42674753967967,0.8088488254960718,-0.236324970103893,-1.4817646102077269,0.7660097589083634,-0.30546639696222,-1.9152834185371863,0.9003342605550616,-0.11069859696719068,-0.6940835042252247,-182.70833664706865,-236.1631835434262,-85.58366266648886,-0.14806678734472078,-0.19596871688199857,-0.06615258167842264,-18.257310400088876,-24.163836853514,-8.156915126809205,0.8709
55079001600,55079001600,Census Tract 16; Milwaukee County; Wisconsin,1647,1003,421,Milwaukee city,Wisconsin,53761,0.639553730324701,0.1945402236624508,55079,1647,1003,421,0.012681,0.007731232826,0.0031699323,0.802312902688776,0.7161604471591436,0.848450282832735,-0.2463965077075528,-0.3963351424485778,-0.17861944327637372,-5.146140626152419,-8.277700025470015,-3.730575494829134,-312.45541142394774,-502.5925941390416,-226.50731601876953,0.7848346238491531,0.6926460547269825,0.8346204826644302,-0.2741537766205917,-0.4437388232784578,-0.19814936341798683,-5.725868036063466,-9.267754673636322,-4.13846973164825,-347.6544041325723,-562.7052017994124,-312.45541142394774,-0.5797274099110474,-0.9900546481663072,-0.4078942368191161,-35.198992708624615,-60.1126076603708,-24.7658917315796,0.8720110714740223,0.8323126214044021,0.9131664985282518,-0.14677443063839643,-0.2014716277072078,-0.09509054658892711,-0.46666080352024675,-0.640567374463261,-0.30233488684206555,-46.52650084947625,-63.8651420202653,-30.14305950568949,0.8601500103036741,0.817175106830519,0.9049091239234376,-0.16258790678494808,-0.22372792763913532,-0.105083343246971,-0.516938835278917,-0.7113299913880639,-0.33410640520241197,-51.53926573069961,-70.92023842353578,-33.310708395056025,-0.05027803175867029,-0.0707626169248029,-0.03177151836034642,-5.012764881223359,-7.055096403270479,-3.167648889366542,0.8323126214044021,0.7940339429071532,0.9131664985282518,-0.2014716277072078,-0.2593920057608047,-0.09509054658892711,-0.6557597299494364,-0.8442818156805039,-0.30950537235208075,-155.76240616376165,-200.5419989739914,-73.51671552305956,0.817175106830519,-0.22372792763913532,-0.7282006259660436,0.7759307702803601,-0.2887747699948528,-0.9399182770451232,0.9049091239234376,-0.105083343246971,-0.34203041675903606,-172.9692698256636,-223.25849811048056,-81.24237927768078,-0.07244089601660719,-0.09563646136461934,-0.0325250444069553,-17.206863661901945,-22.716499136489155,-7.725663754621213,0.8315
55079001000,55079001000,Census Tract 10; Milwaukee County; Wisconsin,2389,1665,682,Milwaukee city,Wisconsin,0,NA,NA,55079,2389,1665,682,0.012681,0.007731232826,0.0031699323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7737
55079000502,55079000502,Census Tract 5.02; Milwaukee County; Wisconsin,2943,1847,709,Milwaukee city,Wisconsin,78178,0.63830897855084,0.22856485288170855,55079,2943,1847,709,0.012681,0.007731232826,0.0031699323,0.8027206875461322,0.7167122429554498,0.8487720265566027,-0.24576333401464773,-0.3952601058918414,-0.17817266440426485,-9.171932600116778,-14.7511794844829,-6.649436441164751,-311.6524838639748,-501.2293402814441,-225.94075573104823,0.7852734264493978,0.69323312330059494,0.8349686384708462,-0.27344179277972674,-0.44251618451068575,-0.1976497726086942,-10.20489774638748,-16.514784986400556,-7.376325683664855,-346.75153742397146,-561.1547735780006,-311.6524838639748,-1.032965146270703,-1.7636055019176575,-0.7268892425001043,-35.099053559996705,-59.9254332965565,-24.698920914036847,0.8722866280095034,0.8326651336118959,0.913357882937734,-0.1464121630316969,-0.2009629797542342,-0.09486108203674716,-0.8572234427739067,-1.1766111080384256,-0.5553988251044004,-46.41166447070421,-63.70390406271931,-30.070320796123465,0.8604490042959266,0.8175558259523523,0.9051177452916692,-0.16218392375067334,-0.2231580624297094,-0.1048286316359376,-0.9495649719349796,-1.3065603198371978,-0.6137574819708241,-51.41120584379966,-70.73959501013523,-33.229966538756045,-0.09234152916107297,-0.12994921179877217,-0.05835865686642372,-4.99954137309545,-7.035690947415928,-3.159645742632578,0.8326651336118959,0.7944565304684791,0.913357882937734,-0.2009629797542342,-0.2587221095788778,-0.09486108203674716,-1.1015673343936765,-1.4181707742692262,-0.5199757159488365,-155.36915858867087,-200.02408663881897,-73.33931113523788,0.8175558259523523,-0.2231580624297094,-1.2232284387889767,0.7763850306565586,-0.2880207120355462,-1.5787694250710895,0.9051177452916692,-0.1048286316359376,-0.5746122816279718,-172.52869376431264,-222.6755183457108,-81.04545580084229,-0.1216611043953002,-0.1605986508018633,-0.05463656567913533,-17.15953517564178,-22.651431706891863,-7.706144665604418,0.8632
55079001500,55079001500,Census Tract 15; Milwaukee County; Wisconsin,1924,1202,339,Milwaukee city,Wisconsin,66715,0.592107500294816,0.21842766805233368,55079,1924,1202,339,0.012681,0.007731232826,0.0031699323,0.8180039636901786,0.7374968200792507,0.8608008995468049,-0.2224879638587582,-0.35593804986513844,-0.16170882317441895,-5.428315629289164,-8.684263389493815,-3.945411324762328,-282.1369869692913,-451.3650410339821,-205.06295866748064,0.801735194960541,0.7153789670980412,0.847994398275817,-0.24729462581372263,-0.3978604991093513,-0.1792530729368591,-6.033554620491904,-9.707097535231735,-4.373460211263285,-313.5943149943817,-504.5268989205684,-282.1369869692913,-0.6052389912027394,-1.0228341457379209,-0.428048886500957,-31.457328025090405,-53.16185788658632,-22.247863123750367,0.8825762981051269,0.8458554918884867,0.9204899481938724,-0.13304651637142229,-0.18223503847845784,-0.08637796856134859,-0.5069416364771968,-0.6943626270668567,-0.32912239968630613,-42.17484496482503,-57.76727346646063,-27.381231255100342,0.8716206005640197,0.8318131671678971,0.9128952668722432,-0.14728816569147962,-0.20219303982014905,-0.0954159105525813,-0.5612060036274741,-0.770407773808814,-0.3635592961070351,-46.68935138331731,-64.09382477610765,-30.246197679453832,-0.05426436715027727,-0.07604514674195728,-0.03443689642072894,-4.514506418492285,-6.326551309647028,-2.8649664243534896,0.8458554918884867,0.81030184113139,0.9204899481938724,-0.18223503847845784,-0.23410801906082612,-0.08637796856134859,-0.4776176124093569,-0.6135708810077906,-0.22638697504881136,-140.89015115320262,-180.9943601792893,-66.78081859846944,0.8318131671678971,-0.20219303982014905,-0.5299252971930826,0.7934352815435121,-0.2603422399551562,-0.6823278338505929,0.9128952668722432,-0.0954159105525813,-0.25007440810772397,-156.32014666462612,-201.27664715356724,-73.76826197867963,-0.05230768478372566,-0.06875695284280237,-0.0236874330589126,-15.4299955114235,-20.282286974277984,-6.987443380210208,0.877
55131470204,55131470204,Census Tract 4702.04; Washington County; Wisconsin,2476,2047,1022,Milwaukee city,Wisconsin,242336,0.7779619346415395,0.1785743837942928,55131,2476,2047,1022,0.012235,0.007731232826,0.0031699323,0.7582382840699985,0.6573808920510646,0.8134247709850045,-0.31884662250539003,-0.521188114975391,-0.2293699868385677,-9.659094943651134,-15.788799788728396,-6.9485022694894125,-390.1088426353447,-637.6736586723908,-280.6341788969876,0.7375411894768188,0.6303747138472576,0.796799647127602,-0.355856478618311,-0.5863580471000683,-0.25502063612216547,-10.780266343356104,-17.763048588722874,-7.725559447795823,-435.3904015895035,-717.4090706269336,-390.1088426353447,-1.1211713997049717,-1.974248799994477,-0.7770571783064106,-45.28155895415879,-79.7354119545427,-31.38356939848185,0.8419077256090097,0.7940321559792318,0.8921340407284959,-0.18777862416766783,-0.2593948399567779,-0.12090779450969416,-1.2184675917192385,-1.6831745751013611,-0.7845527138635724,-59.52455259986509,-82.2264081632321,-38.32695231380422,0.8275437141891748,0.7759288494740314,0.8820092137527933,-0.2083953788227337,-0.28877796034759723,-0.13377500416937457,-1.3522466493993823,-1.873837277517532,-0.8680461255107796,-66.05992425009197,-91.54065840339678,-42.40577066491351,-0.1337790576801441,-0.1906627024161709,-0.08349341164720725,-6.535371650226873,-9.314250240164675,-4.078818351109295,0.7940321559792318,0.7484200889018836,0.8921340407284959,-0.2593948399567779,-0.3361479933913132,-0.12090779450969416,-2.0495616234033727,-2.656012845720773,-0.9553311686489276,-200.5441901568858,-259.8838400900952,-93.47663098326102,0.7759288494740314,-0.28877796034759723,-2.2817270586868927,0.7270428031850763,-0.3754348377002497,-2.9664307723597005,0.8820092137527933,-0.13377500416937457,-1.056999109010272,-223.260964646467,-290.2574141252153,-103.4245703532556,-0.23216543528352007,-0.310417926638928,-0.1016679403613444,-22.71677448958122,-30.373574035120154,-9.94793936999456,0.0173
55079002100,55079002100,Census Tract 21; Milwaukee County; Wisconsin,1298,835,351,Milwaukee city,Wisconsin,0,NA,NA,55079,1298,835,351,0.012681,0.007731232826,0.0031699323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.864
55079001200,55079001200,Census Tract 12; Milwaukee County; Wisconsin,1526,773,231,Milwaukee city,Wisconsin,39018,0.6118744270242756,0.23810938537441828,55079,1526,773,231,0.012681,0.007731232826,0.0031699323,0.8114298419415539,0.7285315338748751,0.8556337181366851,-0.2323924365503291,-0.3726241809757399,-0.1687243955015022,-4.497073912527347,-7.210727286642823,-3.265020534575042,-294.6968487894723,-472.52472389533574,-213.9594059354549,0.7946503395014335,0.7058187481779268,0.8423967441261098,-0.25841511705312253,-0.4167943293961842,-0.18708910851428512,-5.000644163609087,-8.065472927777416,-3.620399879216285,-327.69620993506464,-528.5368891073011,-294.6968487894723,-0.5035702510817393,-0.8547456411345928,-0.3553793446412432,-32.999361145592346,-56.01216521196545,-23.28829257151004,0.8781591728726117,0.8401867205659524,0.9174317608291656,-0.13874572046981612,-0.19021162263359365,-0.08999932495928632,-0.33997664004152395,-0.46608650804392743,-0.2205305360198111,-43.981454080404134,-60.29579664216397,-28.52917671666379,0.8668232796832517,0.825683097725891,0.9095595709200353,-0.15363768306431824,-0.2111184094166579,-0.09943321138216674,-0.3764672747750422,-0.5173156133489593,-0.24364693195421383,-48.70210540427454,-66.9231065134488,-31.5196548453058,-0.03649063473351827,-0.05122910530503183,-0.02311639593440273,-4.72065132387041,-6.627309871284842,-2.9904781286420095,0.8401867205659524,0.8034842353623429,0.9174317608291656,-0.19021162263359365,-0.24457949016141609,-0.08999932495928632,-0.33970174872285125,-0.4367981270504277,-0.16073112488735045,-147.05703407915638,-189.0900982902284,-69.58057354430755,0.825683097725891,-0.2111184094166579,-0.3770394882996988,0.786095112697821,-0.2721106948090201,-0.485966512419041,0.9095595709200353,-0.09943321138216674,-0.17757924210928538,-163.2205577054973,-210.37511360131643,-76.87413078324043,-0.03733773957684755,-0.04916838536861329,-0.01684811722193494,-16.163523626340933,-21.285015311088003,-7.293557238932874,0.8271
55079002000,55079002000,Census Tract 20; Milwaukee County; Wisconsin,1501,1041,348,Milwaukee city,Wisconsin,0,NA,NA,55079,1501,1041,348,0.012681,0.007731232826,0.0031699323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9457
55079002500,55079002500,Census Tract 25; Milwaukee County; Wisconsin,1041,556,224,Milwaukee city,Wisconsin,0,NA,NA,55079,1041,556,224,0.012681,0.007731232826,0.0031699323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8674
55079001900,55079001900,Census Tract 19; Milwaukee County; Wisconsin,1747,1107,561,Milwaukee city,Wisconsin,6002,0.6100964281349252,0.20968791927550964,55079,1747,1107,561,0.012681,0.007731232826,0.0031699323,0.8120190033602783,0.7293334645027386,0.8560972243707711,-0.2314982726535008,-0.37111492708181504,-0.1680916273674372,-5.128544903371769,-8.221571357896895,-3.7238526618513856,-293.5629595519044,-470.6108390324496,-213.15699266464716,0.7952850385464908,0.7066734176962779,0.842898726901007,-0.2574108043421239,-0.41508082086906983,-0.1863821454287753,-5.702603538029741,-9.19557888685286,-4.129055439860477,-326.4226409862473,-526.3639889440675,-293.5629595519044,-0.5740586346579715,-0.9740075289559638,-0.40520277800909144,-32.85968143434295,-55.753149911617854,-23.194205953582795,0.8785555787488449,0.8406950574466164,0.9177064228330006,-0.13823191632805362,-0.18949194614897483,-0.08967309710327125,-0.4850716988203284,-0.6649490412410581,-0.3146732151722064,-43.81858164591946,-60.06766406874961,-28.425764694869596,0.8672537070675124,0.8262326323001975,0.9098591111416736,-0.15306512021879873,-0.2103128839344451,-0.09907126032427094,-0.5371231179235432,-0.7380121075061732,-0.3476524512307017,-48.52060685849531,-66.66776038899486,-31.404918810361497,-0.05205141910321476,-0.07306306626511505,-0.03297923605849529,-4.702025212575859,-6.600096320245262,-2.979154115491896,0.8406950574466164,0.804095111602832,0.9177064228330006,-0.18949194614897483,-0.24363397509862195,-0.08967309710327125,-0.8218685647788937,-1.0566945430401578,-0.3889320950749158,-146.50063543295786,-188.35909858113328,-69.32835919338963,0.8262326323001975,-0.2103128839344451,-0.9121735861946424,0.7867525588083268,-0.27104766143331444,-1.1755937759683976,0.9098591111416736,-0.09907126032427094,-0.42969401174196137,-162.59778720047103,-209.5532577483775,-76.5942979932195,-0.0903050214157487,-0.1188992329282399,-0.04076191666704559,-16.097151767513136,-21.194159167244187,-7.265938799829875,0.8676
