geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
44007014100,44007014100,Census Tract 141; Providence County; Rhode Island,2806,1866,697,Providence city,Rhode Island,84294,0.5751204947098292,0.2300108475738508,44007,2806,1866,697,0.011552,0.007725629737,0.002953224727,0.8236960715533317,0.7452893667655354,0.8652663180599233,-0.21404002584860352,-0.3417607235426927,-0.15571354059195663,-6.938088602360209,-11.078143778692713,-5.047440715496703,-247.25903786030685,-394.80198783651866,-179.88028209182832,0.8078741168739593,0.7236980752761399,0.8528345344565059,-0.2378166091884032,-0.3817917086741347,-0.17256039665100997,-7.708804458980481,-12.375744639001717,-5.5935300721275825,-274.7257469344434,-441.0457818603605,-247.25903786030685,-0.7707158566202716,-1.297600860309002,-0.5460893566308798,-27.466709074136553,-46.24379402384184,-19.46148811941838,0.8863899677083718,0.8507575833401742,0.9231261907427932,-0.12817161343257297,-0.17542296370005026,-0.0832755153391869,-0.7063175327132527,-0.9667063679981538,-0.4589078264255596,-37.85195780885599,-51.80634340826119,-24.59313110533546,0.8757644567600794,0.8371174823413423,0.9157716192360918,-0.1418595402918431,-0.19457545815802332,-0.09197531239739536,-0.7817478286132508,-1.0722503513231063,-0.5068499489337733,-41.89431021507239,-57.46250542996283,-27.162376684553767,-0.07543029589999806,-0.10554398332495274,-0.04794212250821372,-4.042352406216401,-5.656162021701648,-2.569245579218313,0.8507575833401742,0.8162068514601022,0.9231261907427932,-0.17542296370005026,-0.2251796198612062,-0.0832755153391869,-0.9446112468449046,-1.2125390940541652,-0.4484189909748902,-135.52528649137798,-173.96543673660906,-64.3355797668422,0.8371174823413423,-0.19457545815802332,-1.047742908108309,0.7997979002821466,-0.25031586060331945,-1.347891816454867,0.9157716192360918,-0.09197531239739536,-0.4952653443434462,-150.32179456360245,-193.38476563197517,-71.05672085271826,-0.10313166126340434,-0.13535272240070184,-0.04684635336855608,-14.79650807222444,-19.419328895366117,-6.721141085876052,0.8567
44007001500,44007001500,Census Tract 15; Providence County; Rhode Island,2114,1583,728,Providence city,Rhode Island,71751,0.563736189754003,0.25210264548804334,44007,2114,1583,728,0.011552,0.007725629737,0.002953224727,0.8275329432330369,0.7505577819519856,0.8682718967936316,-0.20841110698646295,-0.3323424578974941,-0.15171296421410857,-5.089592638116709,-8.116111235657735,-3.704971375739322,-240.75651079076204,-383.9220073631852,-175.25881626013822,0.8120145679414491,0.7293274261594778,0.8560937352483136,-0.23150499939319527,-0.3711262789963089,-0.1680963880782819,-5.653566921821265,-9.063248138276771,-4.105069790319781,-267.4345752990192,-428.725077496536,-240.75651079076204,-0.5639742837045558,-0.947136902619036,-0.4000984145804587,-26.678064508257133,-44.8030701333508,-18.926131247893032,0.8889550206590376,0.8540587431737107,0.9248971646963344,-0.12491630820492786,-0.17087964732257968,-0.0812012817969052,-0.5839780875008156,-0.7988546177056912,-0.3796123174612105,-36.89059301963459,-50.46459998140816,-23.98056332667154,0.8785525948694504,0.840691230733644,0.9177043555162812,-0.1382357821714661,-0.18949736055570884,-0.08967555181474653,-0.6462460254928307,-0.8858915844857621,-0.4192291462732331,-40.82413300649594,-55.96282908943538,-26.483205702667917,-0.06226793799201513,-0.08703696678007089,-0.03961682881202261,-3.933539986861348,-5.49822910802722,-2.5026423759963743,0.8540587431737107,0.8201883192300853,0.9248971646963344,-0.17087964732257968,-0.21923218918638687,-0.0812012817969052,-0.9610713001368708,-1.233018492222579,-0.4566969951781966,-132.01528848033942,-169.37067200859605,-62.73310373326877,0.840691230733644,-0.18949736055570884,-1.065782131080718,0.8040905126290271,-0.24364108802929896,-1.3703004477592882,0.9177043555162812,-0.08967555181474653,-0.5043584799212161,-146.39864437921952,-188.22808348341871,-69.28001097818903,-0.10471083094384714,-0.13728195553670908,-0.04766148474301945,-14.383355898880104,-18.857411474822676,-6.546907244920256,0.6553
44007003200,44007003200,Census Tract 32; Providence County; Rhode Island,2579,1471,356,Providence city,Rhode Island,44896,0.6773436024115591,0.19176750492596437,44007,2579,1471,356,0.011552,0.007725629737,0.002953224727,0.7900309368331836,0.6996089906208586,0.838740190824122,-0.2657732164369048,-0.4293698528839137,-0.19226431610178207,-7.918077254203862,-12.79204771398811,-5.728055402008481,-307.02121962791244,-496.0080540514971,-222.10373796077863,0.7716289408182605,0.6750577384549916,0.8241195172914887,-0.2959596861926503,-0.48135476868794297,-0.2134162327407942,-8.817410914540641,-14.340813932450558,-6.358226162883247,-341.8926294897496,-556.0610287883118,-307.02121962791244,-0.8993336603367794,-1.5487662184624489,-0.6301707608747655,-34.87140986183712,-60.052974736814605,-24.4346941013868,0.8636866598799843,0.8216813223649352,0.9073752403341254,-0.15782730757814123,-0.21701683217264095,-0.10207988442771164,-0.6856323752906693,-0.9427631276477024,-0.44345477790601495,-46.60995073356012,-64.08994749474523,-30.14648388212202,0.8511220323314316,0.805700729108705,0.8985983501588095,-0.17491964960741907,-0.2411556349294058,-0.1128442421725677,-0.7598848176889034,-1.0476267594536208,-0.49021723164318015,-51.657703445880585,-71.21867841289061,-33.32544062836031,-0.07425244239823403,-0.1048636318059184,-0.0467624537371652,-5.047752712320464,-7.128730918145371,-3.1789567462382866,0.8216813223649352,0.781310900749342,0.9073752403341254,-0.21701683217264095,-0.2799002279898016,-0.10207988442771164,-0.5968666423742476,-0.7698163668113883,-0.28075277508359375,-167.65916920624932,-216.24055247510907,-78.86313906842521,0.805700729108705,-0.2411556349294058,-0.6632561754262412,0.7622655137002032,-0.3118788427745887,-0.8577679245006616,0.8985983501588095,-0.1128442421725677,-0.3103582485400322,-186.30791444557337,-240.946046208051,-87.17928329776186,-0.06638953305199358,-0.08795155768927332,-0.02960547345643843,-18.648745239324036,-24.705493732941942,-8.316144229336638,0.051
44007000200,44007000200,Census Tract 2; Providence County; Rhode Island,4553,3392,1122,Providence city,Rhode Island,57202,0.5732759903759637,0.23583254874861495,44007,4553,3392,1122,0.011552,0.007725629737,0.002953224727,0.824316518153284,0.7461404469973147,0.8657525797792699,-0.21312624213851697,-0.3402302529293106,-0.15506441835259388,-11.209642391835423,-17.89483748201477,-8.155807844164125,-246.20343491841473,-393.0339881839395,-179.13041608091643,0.8085435237147028,0.7246071937200708,0.8533617521142299,-0.23679179990915764,-0.3800580627223507,-0.1718359740432112,-12.454362126722833,-19.989631161808816,-9.037928880786092,-273.5418872550589,-439.0430740568596,-246.20343491841473,-1.2447197348874075,-2.094793679794048,-0.8821210366219674,-27.33845233664414,-46.00908587292001,-19.37450113380117,0.8868050589158246,0.8512915753311386,0.9234128965648228,-0.1276435445943028,-0.17468565292804197,-0.08293917457736191,-1.278648564691493,-1.74988527699196,-0.8308297679064482,-37.696007213782224,-51.58859896792335,-24.4938021198835,0.8762155941991003,0.8376954740895931,0.9160844878859522,-0.1412716306584843,-0.19375122694413427,-0.0916023720778196,-1.4151657128233663,-1.9408715812988364,-0.9176119478028656,-41.72068728842471,-57.2190914298006,-27.05223902720712,-0.13651714813187343,-0.1909863043068765,-0.08678217989641723,-4.024680074642495,-5.630492461877254,-2.5584369073236215,0.8512915753311386,0.8168506210801564,0.9234128965648228,-0.17468565292804197,-0.22421404133555947,-0.08293917457736191,-1.5142025892244952,-1.9435224143487289,-0.7189297506013079,-134.9556674888142,-173.21946651949457,-64.07573534771016,0.8376954740895931,-0.19375122694413427,-1.6794659697959398,0.8004918377062663,-0.24923197576305772,-2.1603817868970356,0.9160844878859522,-0.0916023720778196,-0.7940237028880467,-149.68502404598394,-192.5473963366342,-70.76860097041414,-0.16526338057144452,-0.2168593725483068,-0.07509395228673876,-14.729356557169744,-19.327929817139644,-6.692865622703989,0.8609
44007003300,44007003300,Census Tract 33; Providence County; Rhode Island,3202,2166,753,Providence city,Rhode Island,74949,0.6264047743123218,0.2356399948147228,44007,3202,2166,753,0.011552,0.007725629737,0.002953224727,0.8066310292233677,0.7220108739739071,0.8518551976411439,-0.2397241908271367,-0.385020691580525,-0.1739084327583855,-8.867278915497135,-14.241724411300591,-6.432786669150031,-276.92938524350825,-444.7759029138223,-200.89902152248692,0.7894823346218752,0.6988727582981468,0.8383055769596945,-0.26665278771431006,-0.4308756324043025,-0.19288243748386713,-9.86335435776962,-15.937875928321477,-7.134625692839252,-308.03730036757094,-497.7475305534502,-276.92938524350825,-0.9960754422724865,-1.6961515170208834,-0.7018390236892218,-31.107915124062664,-52.97162763962784,-21.918770258876386,0.8749263198862364,0.8360439405851695,0.915190218217856,-0.14295338621202586,-0.1961093806864664,-0.09266902125253654,-0.9144277467844474,-1.2544498864716858,-0.5927745158480788,-42.21734749697357,-57.91550722399288,-27.367244498987944,0.8633136933630374,0.8212058111522198,0.9071153302614592,-0.1583275090940597,-0.2177215338952815,-0.10239565647266556,-1.0127711643020576,-1.392696017504814,-0.6549927351139377,-46.75767148208946,-64.2980617499914,-30.23973846324736,-0.09834341751761022,-0.13824613103312822,-0.06221821926585891,-4.540323985115892,-6.382554525998533,-2.872493964259414,0.8360439405851695,0.7985093312152909,0.915190218217856,-0.1961093806864664,-0.2523335181043539,-0.09266902125253654,-1.1408465527414218,-1.4679248043249449,-0.5390926893543228,-151.50684631360184,-194.9435331108824,-71.59265462872813,0.8212058111522198,-0.2177215338952815,-1.2665730753549205,0.7807428130788939,-0.2808315148703779,-1.63370902768412,0.9071153302614592,-0.10239565647266556,-0.5956764092244008,-168.20359566466405,-216.9600302369349,-79.10709285848615,-0.12572652261349848,-0.1657842233591753,-0.05658371987007804,-16.696749351062213,-22.0164971260525,-7.51443822975804,0.3022
44007001300,44007001300,Census Tract 13; Providence County; Rhode Island,2822,1557,485,Providence city,Rhode Island,39093,0.5369807124371155,0.2213391087327979,44007,2822,1557,485,0.011552,0.007725629737,0.002953224727,0.8366208964277543,0.7630867333897707,0.8753767955159598,-0.1952845121008213,-0.31046702326722053,-0.1423652136113403,-6.3662251016516755,-10.121145478953434,-4.6410695182350095,-225.59266837886872,-358.6515052782932,-164.46029476382031,0.8218292202747708,0.7427305599984824,0.8638026522149177,-0.21679781556764252,-0.3463832698657819,-0.15767183330110432,-7.067553287264361,-11.292005923507404,-5.140061401626676,-250.44483654374065,-400.1419533489512,-225.59266837886872,-0.7013281856126854,-1.17086044455397,-0.4989918833916666,-24.852168164871916,-41.49044807065804,-17.682207065615405,0.895012687445366,0.8618676698100334,0.9290727078051104,-0.11730259696574716,-0.1602709267658372,-0.07634202533238951,-0.5393773878551714,-0.7369531115609272,-0.35103367932579943,-34.642092990055964,-47.33160639440766,-22.54551569208731,0.8851402929943093,0.8491504592936223,0.9222627603407916,-0.12976440900361222,-0.17764759949828443,-0.08428968728010126,-0.5966789293281921,-0.8168540224570296,-0.38757838721632015,-38.322346135400906,-52.463328353052646,-24.892638870669245,-0.05730154147302069,-0.0799009108961024,-0.03654470789052072,-3.6802531453449383,-5.1317219586449845,-2.347123178581935,0.8618676698100334,0.8296222219860305,0.9290727078051104,-0.1602709267658372,-0.2053679054137467,-0.07634202533238951,-0.6005240113323701,-0.7694992525885748,-0.2860482572289971,-123.81938377987012,-158.65963970898449,-58.97902210907157,0.8491504592936223,-0.17764759949828443,-0.6656331950344471,0.8142699617320656,-0.22809393321210175,-0.8546520975275622,0.9222627603407916,-0.08428968728010126,-0.3158275935681868,-137.24395773906124,-176.21692732527058,-65.1190914573581,-0.06510918370207697,-0.08515284493898745,-0.02977933633918966,-13.424573959191129,-17.55728761628607,-6.140069348286529,0.6086
44007002102,44007002102,Census Tract 21.02; Providence County; Rhode Island,4862,3248,935,Providence city,Rhode Island,46364,0.6245524586510123,0.21307612661717165,44007,4862,3248,935,0.011552,0.007725629737,0.002953224727,0.8072411957091864,0.7228388651050134,0.8523359505226608,-0.23878712498247692,-0.38343419021156383,-0.1732462996389982,-13.411675635231802,-21.535897243005216,-9.730521174175236,-275.84688677975737,-442.94317653239847,-200.13412534297075,0.7901392734768248,0.6997544111908522,0.838826008263731,-0.26559966523336037,-0.4290728061266316,-0.19214233958944577,-14.917624051955835,-24.09922771209451,-10.791832828329042,-306.8207332775779,-495.6649056374848,-275.84688677975737,-1.505948416724035,-2.563330469089294,-1.0613116541538048,-30.973846497820546,-52.72172910508626,-21.828705350756987,0.8753377782860853,0.8365709203190137,0.9154756632001572,-0.14241613329885502,-0.19535591748594977,-0.0923283274449673,-1.366066077048433,-1.8738683999249848,-0.8856201411431219,-42.05868463819067,-57.692992608527845,-27.266629961303018,0.8637603008264877,0.8217752186661843,0.90742655420927,-0.1577285955874003,-0.21687777543729136,-0.10201756314195394,-1.5129443471147168,-2.0803076521457102,-0.978560006111964,-46.58079886436936,-64.04888091581621,-30.12807900591022,-0.14687827006628384,-0.20643925222072568,-0.092939864968842,-4.52211422617869,-6.355888307288352,-2.861449044607204,0.8365709203190137,0.7991418104646245,0.9154756632001572,-0.19535591748594977,-0.25134236114938807,-0.0923283274449673,-1.4111463988755275,-1.815562448198378,-0.6669303313913523,-150.9247485428372,-194.1778019463506,-71.32944720763126,0.8217752186661843,-0.21687777543729136,-1.5666087607839176,0.7814230875314893,-0.27971647620368356,-2.0205218412663086,0.90742655420927,-0.10201756314195394,-0.7369201747378805,-167.5517391212746,-216.09859264880308,-78.81499195057546,-0.1554623619083899,-0.20495939306793057,-0.06998984334652825,-16.626990578437425,-21.920790702452464,-7.485544742944198,0.7297
44007002600,44007002600,Census Tract 26; Providence County; Rhode Island,2072,1388,648,Providence city,Rhode Island,45930,0.5412019063276375,0.24635674500206137,44007,2072,1388,648,0.011552,0.007725629737,0.002953224727,0.8351804931541461,0.7610962424255949,0.8742520098714363,-0.19734597275302235,-0.31389428071938014,-0.1438349454261543,-4.723622683247318,-7.513293146363218,-3.4427964319744,-227.97406772429144,-362.6106730870279,-166.15812895629344,0.8202729241047748,0.7405997064819767,0.8625818254562456,-0.2191064347166826,-0.3502570838844048,-0.1593103059771399,-5.244475530131227,-8.38366389404364,-3.8132107004304903,-253.11175338471173,-404.6169833032644,-227.97406772429144,-0.5208528468839093,-0.870370747680421,-0.3704142684560905,-25.137685660420335,-42.006310216236535,-17.877136508498573,0.8940542380143788,0.8606309335813949,0.9284126848804868,-0.1185003744525814,-0.161938248999069,-0.07710721351112133,-0.4857420315570661,-0.6637971771732935,-0.3160683222447035,-34.99582359921225,-47.82400411911336,-22.771492957111203,0.8840976838099657,0.8478102190539004,0.9215420823722678,-0.1310967309523539,-0.17950925516789973,-0.08513763953759221,-0.5373754531785727,-0.7358220654690254,-0.3489856482057923,-38.71581074773579,-53.013117108719406,-25.143058228083017,-0.05163342162150664,-0.07202488829573195,-0.03291732596108882,-3.7199871485235327,-5.189112989606048,-2.371565270971817,0.8606309335813949,0.8281266639207576,0.9284126848804868,-0.161938248999069,-0.20754474353658625,-0.07710721351112133,-0.8106965689121468,-1.0390121698909394,-0.3860147545018952,-125.1074952024918,-160.34138424242892,-59.57017816387272,0.8478102190539004,-0.17950925516789973,-0.8986606817851169,0.81265543650976,-0.23053382168321956,-1.1541002784207284,0.9215420823722678,-0.08513763953759221,-0.4262167380777469,-138.68220397918472,-178.10189481801362,-65.77418797496092,-0.08796411287297012,-0.115088108529789,-0.04020198357585164,-13.57470877669292,-17.760510575584725,-6.204009811088216,0.8368
44007003500,44007003500,Census Tract 35; Providence County; Rhode Island,3594,1601,763,Providence city,Rhode Island,74887,0.6837637633312488,0.25105554498056876,44007,3594,1601,763,0.011552,0.007725629737,0.002953224727,0.7879631048487665,0.6968353064423682,0.8371016117727417,-0.2690949536170601,-0.4350593185431614,-0.19459810605583017,-11.172254145638297,-18.062744060631296,-8.079302372238077,-310.8584904184278,-502.58052478106,-224.79973211569495,0.7694075986610001,0.6721143401814093,0.8223486729846534,-0.29970122694433987,-0.487842083134384,-0.21602920130043415,-12.442961973737685,-20.254172969260047,-8.96907618432088,-346.2148573661014,-563.5551744368405,-310.8584904184278,-1.2707078280993898,-2.191428908628751,-0.8897738120828027,-35.356366947673614,-60.974649655780496,-24.757201226566576,0.8622803349948942,0.819888702797137,0.906395013749042,-0.15971565095001417,-0.21967773990347017,-0.10327173564623644,-0.7551536116888471,-1.0386611312604987,-0.4882804139403872,-47.167620967448286,-64.87577334544027,-30.49846433106728,0.8495977037540565,0.8037674090720894,0.8975305883376132,-0.17702766330625852,-0.24414101481727357,-0.11416815537415656,-0.8370067586951563,-1.1543262542150263,-0.5397999153985863,-52.28024726390732,-72.10032818332458,-33.71642194869371,-0.08185314700630919,-0.1156651229545278,-0.05151950145819911,-5.112626296459037,-7.224554837884309,-3.2179576176264275,0.819888702797137,0.7791697197927829,0.906395013749042,-0.21967773990347017,-0.2834174308852069,-0.10327173564623644,-1.2949245954058182,-1.670648114739574,-0.6087513034198275,-169.7148879955201,-218.95781320308964,-79.78391919001672,0.8037674090720894,-0.24414101481727357,-1.4391271731634827,0.7599679430042817,-0.3158449763641753,-1.861797323702706,0.8975305883376132,-0.11416815537415656,-0.6729819437830664,-188.61430840936865,-244.0101341681135,-88.20208961770203,-0.14420257775766454,-0.19114920896313192,-0.06423064036323889,-18.899420413848564,-25.05232096502384,-8.418170427685306,0.3652
44007001601,44007001601,Census Tract 16.01; Providence County; Rhode Island,2227,1504,499,Providence city,Rhode Island,47679,0.5371916223454977,0.22059618485630753,44007,2227,1504,499,0.011552,0.007725629737,0.002953224727,0.8365488684510874,0.7629871560329625,0.8753205618155684,-0.19538742769630493,-0.31063805215195267,-0.1424386032082059,-5.0265963626931605,-7.991568963628988,-3.66441880746968,-225.71155647477147,-358.8490778459357,-164.54507442611944,0.8217513906562826,0.7426239475700511,0.8637416132084652,-0.2169130607754265,-0.346576559067496,-0.15775364380718873,-5.580371343079097,-8.916133917844359,-4.058418197691455,-250.57796780777264,-400.36524103477143,-225.71155647477147,-0.5537749803859366,-0.9245649542153708,-0.3939993902217749,-24.8664113330012,-41.5161631888357,-17.69193489994499,0.8949647746065681,0.86180583472432,0.929039718945612,-0.11736241288335178,-0.16035417690097956,-0.0763802446841805,-0.5212827599402368,-0.7122371281337644,-0.3392543129924708,-34.65975797474979,-47.356192030170504,-22.556802725563216,0.8850881703614418,0.8490834445819649,0.922226738642397,-0.12983094056226266,-0.17774054644574638,-0.08433203907326783,-0.5766635957732046,-0.7894612962381216,-0.3745734004565351,-38.34199439981413,-52.49077767540702,-24.90514630695047,-0.05538083583296782,-0.07722416810435717,-0.03531908746406431,-3.6822364250643496,-5.134585645236514,-2.348343581387254,0.86180583472432,0.8295474330886545,0.929039718945612,-0.16035417690097956,-0.20547657688084128,-0.0763802446841805,-0.6181796617616647,-0.7921305403511895,-0.2944526593360691,-123.88369975183662,-158.7435952607594,-59.00854896514411,0.8490834445819649,-0.17774054644574638,-0.685205667894852,0.8141892166843337,-0.22821572615804644,-0.8797919900283685,0.922226738642397,-0.08433203907326783,-0.3251075363142957,-137.3157651091888,-176.31102004576522,-65.15181088462839,-0.06702600613318732,-0.08766144967717904,-0.03065487697822655,-13.432065357352167,-17.56742478500582,-6.14326191948428,0.9177
44007000900,44007000900,Census Tract 9; Providence County; Rhode Island,1651,791,491,Providence city,Rhode Island,38619,0.4312625201178081,0.2202164647502754,44007,1651,791,491,0.011552,0.007725629737,0.002953224727,0.8735167552864399,0.8146717385275937,0.9040234864675464,-0.14479773163834075,-0.22748826638734457,-0.10616595140407226,-2.7616333066079712,-4.3387362924092034,-2.02483439559336,-167.27033958861122,-262.79444533066044,-122.64290706198426,0.8617838751913719,0.7981433797029093,0.8949477590799506,-0.16038374444861267,-0.25290771737307055,-0.11738365715117063,-3.0588952292019864,-4.823545009255716,-2.2387824282344435,-185.27530158703732,-292.15899510937106,-167.27033958861122,-0.2972619225940152,-0.48480871684651294,-0.21394803264108345,-18.004961998426115,-29.364549778710657,-12.958693679048055,0.9193546872696476,0.8934276037070585,0.9457566369584918,-0.08771947741938159,-0.1192848708174512,-0.05735446194271742,-0.2049127658357588,-0.2786495487735822,-0.13398006663349374,-25.905532975443588,-35.22750300550976,-16.938061521301357,0.9116568596164828,0.8834160862659957,0.9404968329954292,-0.0969039386383616,-0.13196942589847863,-0.06326780156723812,-0.22636767421482565,-0.3082806790711627,-0.1477936324849359,-28.61791077305002,-38.97353717713814,-18.6844036011297,-0.02145490837906685,-0.02963113029758046,-0.01381356585144216,-2.7123777976064294,-3.746034171628377,-1.7463420798283398,0.8934276037070585,0.8679716584880068,0.9457566369584918,-0.1192848708174512,-0.1521113508959319,-0.05735446194271742,-0.45248141587429874,-0.5770015841260748,-0.2175617743365376,-92.15507451615046,-117.51559758168533,-44.30993367342925,0.8834160862659957,-0.13196942589847863,-0.5005975382581874,0.8557681109156742,-0.16854085498698626,-0.6393233624227511,0.9404968329954292,-0.06326780156723812,-0.2399927521085928,-101.95469210961046,-130.2084241186866,-48.878360918247,-0.04811612238388868,-0.06232177829667629,-0.02243097777205516,-9.799617593460017,-12.69282653700128,-4.568427244817752,0.7833
