geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
42091210300,42091210300,Census Tract 2103; Montgomery County; Pennsylvania,2680,1942,951,Philadelphia city,Pennsylvania,181051,0.8114186493036133,0.1552774765821389,42091,2680,1942,951,0.011842,0.007970327637,0.003463550263,0.7479528916751843,0.6439120301318952,0.8051775374397339,-0.33698259760759497,-0.5530071705527317,-0.2419621182922633,-10.694668427929294,-17.550545248677004,-7.679045284909512,-399.0547920869139,-654.871091368545,-286.53154048169824,0.7265435809425107,0.6161822631224931,0.7879176255253141,-0.3763799257612973,-0.6228964380320151,-0.2691682069344344,-11.945004096718955,-19.76859017938933,-8.542472949467093,-445.7091080865282,-737.6339619175124,-399.0547920869139,-1.2503356687896634,-2.2180449307123276,-0.8634276645575811,-46.654315999614305,-82.76287054896744,-32.217450170058996,0.8347883421401745,0.7850461799023057,0.8871231008472937,-0.19790843920540013,-0.27381041472546747,-0.1272392738334705,-1.3311746353732992,-1.841707612100861,-0.8558386627194006,-68.54658266597833,-94.83561339345322,-44.069962034984584,0.8198492676143729,0.7662751205386265,0.8765612689594554,-0.21973640704691508,-0.30501431300168635,-0.14082156651419897,-1.4779942315917909,-2.0515917285985967,-0.9471960781959448,-76.10680904180178,-105.64324040157553,-48.774257373632594,-0.1468195962184915,-0.20988411649773545,-0.0913574154765443,-7.560226375823456,-10.80762700812232,-4.7042953386480075,0.7850461799023057,0.7377931941142778,0.8871231008472937,-0.27381041472546747,-0.3553933649394828,-0.1272392738334705,-2.075423138711369,-2.693804082212991,-0.9644459044101316,-218.23587157848252,-283.2601558583587,-101.41387007467208,0.7662751205386265,-0.30501431300168635,-2.311941872176612,0.7156952076639981,-0.39724283366932406,-3.0110139145408623,0.8765612689594554,-0.14082156651419897,-1.06739671632354,-243.10640085979097,-316.6155535794808,-112.2394023473754,-0.236518733465243,-0.31720983232787114,-0.10295081191340848,-24.87052928130841,-33.355397721122095,-10.825532272703311,0.1794
42091201501,42091201501,Census Tract 2015.01; Montgomery County; Pennsylvania,2343,1753,839,Philadelphia city,Pennsylvania,134275,0.8149836295947441,0.14390448790565064,42091,2343,1753,839,0.011842,0.007970327637,0.003463550263,0.7468651904351747,0.642493224797908,0.8043036980609861,-0.33892971958879436,-0.5564366461833793,-0.2433114536347379,-9.403878247345087,-15.438783236294682,-6.750872390127435,-401.36057393705033,-658.9322764103578,-288.1294233942567,0.7253814417706801,0.6146889520999881,0.7869770582005174,-0.37858503459775167,-0.6268390648370323,-0.2706850721755163,-10.504146924452506,-17.39215508618972,-7.510375499677873,-448.3203979706575,-742.3028205800138,-401.36057393705033,-1.100268677107417,-1.9533718498950383,-0.7595031095504385,-46.95982403360722,-83.37054416965593,-32.415839075989695,0.8340332944505959,0.7840946947976252,0.886590822223055,-0.1989929019065499,-0.27535616123266843,-0.1279160295079309,-1.208206021786938,-1.671853462862107,-0.7766554266701248,-68.92219177335642,-95.37099046560792,-44.304359764411,0.8190336153251596,0.76525357467263,0.8759827507035746,-0.2209511078528761,-0.3067563917330185,-0.1415749901431471,-1.3415275443025902,-1.8625032157554893,-0.8595872213859428,-76.52752677139705,-106.24661812638271,-49.03520943445197,-0.13332152251565232,-0.19064975289338237,-0.08293179471581802,-7.605334998040635,-10.875627660774809,-4.73084967004096,0.7840946947976252,0.7366697789765296,0.886590822223055,-0.27535616123266843,-0.3574603282753372,-0.1279160295079309,-1.84133553156652,-2.390374708276987,-0.855387906104788,-219.4678821890965,-284.9075933584013,-101.95326652023694,0.76525357467263,-0.3067563917330185,-2.051312166412248,0.7144965550398559,-0.399586874067179,-2.6720793385327037,0.8759827507035746,-0.1415749901431471,-0.9467268085259336,-244.4948946856076,-318.48383057600756,-112.8399056645928,-0.20997663484572793,-0.2817046302557169,-0.091338902421145493,-25.027012496511077,-33.576237217606305,-10.88663914435584,0.5827
42045402900,42045402900,Census Tract 4029; Delaware County; Pennsylvania,1871,1199,736,Philadelphia city,Pennsylvania,85561,0.6260044724165073,0.26154331838768324,42045,1871,1199,736,0.01258099999999999,0.007970327637,0.003463550263,0.8067628525527207,0.7221897298516137,0.8519590696427627,-0.23952162253857803,-0.384677680483586,-0.17376530825514042,-5.638111688538337,-9.054947539464834,-4.090270453048471,-301.34215331578497,-483.96298981639944,-218.61413431579217,0.7896242586739397,0.699063197193895,0.8384180194385258,-0.26642512437416255,-0.4304858330607211,-0.19272245683565212,-6.271394590324754,-10.133227979193798,-4.536503740299713,-335.18944897513387,-541.594226573693,-301.34215331578497,-0.6332829017864174,-1.0782804397289638,-0.4462332872512418,-33.84729565934887,-57.631236757293635,-23.84998862914173,0.8750152233220784,0.8361577974694575,0.9152518978786915,-0.1428372596803574,-0.19594651036729369,-0.09259538528981116,-0.5931741099701894,-0.8137260344323701,-0.384529816516661,-49.47240283321012,-67.86705875165723,-32.070877107311176,0.8634101896461103,0.8213288317541639,0.9071825794831682,-0.15819805231841705,-0.2175391406438719,-0.10231393615352594,-0.6569643599505359,-0.903395839600062,-0.42488898310725887,-54.792690571354115,-75.34577477898766,-35.436946047311,-0.06379024998034655,-0.08966980516769185,-0.04035916659059785,-5.320287738143999,-7.47871602733043,-3.366068939999821,0.8361577974694575,0.7986459731949715,0.9152518978786915,-0.19594651036729369,-0.2521192537909064,-0.09259538528981116,-1.1494538047982528,-1.478972169443776,-0.5431794510074572,-156.17578869541478,-200.94730563094785,-73.80155584340451,0.8213288317541639,-0.2175391406438719,-1.2761196534550685,0.7808897762606376,-0.28059046282894345,-1.6459888695352138,0.9071825794831682,-0.10231393615352594,-0.6001900364293802,-173.3858224803082,-223.63979205641493,-81.54755929747013,-0.12666584865681574,-0.16701670009143776,-0.05701058542192294,-17.210033784893444,-22.692486425467088,-7.746003454065618,0.6804
42101001500,42101001500,Census Tract 15; Philadelphia County; Pennsylvania,2320,1303,434,Philadelphia city,Pennsylvania,31549,0.3309059440008022,0.19220872913641485,42101,2320,1303,434,0.012048,0.007970327637,0.003463550263,0.9100457447242348,0.8668632997400738,0.9320842041495376,-0.09884586109792032,-0.15358442363386107,-0.07286444244855615,-2.7628762480579656,-4.292893515382558,-2.0366602620788745,-119.08949345077438,-185.0385135940758,-87.78708026202045,0.901507918225808,0.854566134758852,0.925551657606872,-0.10925259754570649,-0.17018444720160555,-0.08043672309509273,-3.053758684935158,-4.756886750133069,-2.248315804451251,-131.62752952306715,-205.0382219884943,-119.08949345077438,-0.2908824368771925,-0.4639932347505109,-0.21165554237237627,-12.53803607229278,-19.999708394418573,-9.123083722947252,0.943074401737762,0.9244555187364368,0.9618715350291434,-0.06036172560441007,-0.08171781089783411,-0.03963987245937307,-0.27241282938175176,-0.3687929702913519,-0.17889498195857836,-20.90658705922884,-28.303374542697767,-13.72946906819481,0.9375631995751238,0.9172223345584916,0.9581395779648187,-0.06659476444166189,-0.090248200815295,-0.0436892734606547,-0.3005425710069325,-0.4072906711088267,-0.1971699529441632,-23.065431389634114,-31.25791796690919,-15.131999458492954,-0.02812974162518072,-0.03849770081747483,-0.01827497098558483,-2.1588443304052745,-2.9545434242114226,-1.4025303902981456,0.9244555187364368,0.9060150260683932,0.9618715350291434,-0.08171781089783411,-0.10373445387484352,-0.03963987245937307,-0.28267189335921983,-0.3588301517284509,-0.13711916260970183,-65.13177266341471,-82.6797584627767,-31.59427709900964,0.9172223345584916,-0.090248200815295,-0.3121795544500895,0.8971166984190533,-0.11468218322349048,-0.3966996852972749,0.9581395779648187,-0.0436892734606547,-0.15112653548749555,-71.93077291476718,-91.4054574417684,-34.82178237039068,-0.02950766109086966,-0.03786953356882394,-0.01400737287779371,-6.7990002513524574,-8.725698978991693,-3.2275052713810406,0.2824
42101001800,42101001800,Census Tract 18; Philadelphia County; Pennsylvania,2544,1448,342,Philadelphia city,Pennsylvania,31816,0.31370194782431526,0.18218319215612735,42101,2544,1448,342,0.012048,0.007970327637,0.003463550263,0.9164595046748212,0.8761403859343826,0.9369813323884068,-0.0911556865295656,-0.14136959790242304,-0.06725712181581651,-2.7939320015680766,-4.332994009104231,-2.0614383164524197,-109.82437113082062,-170.32209155283928,-81.03138036369575,0.9084993222341224,0.8646315320890463,0.9309021477790108,-0.10071628621677454,-0.15656203005214067,-0.07422676205640533,-3.086965452768196,-4.798643756045477,-2.2750585704261734,-121.34298163396996,-188.6259338068191,-109.82437113082062,-0.29303345120011937,-0.4656497469412457,-0.21362025397375373,-11.518610503149349,-18.303842253979788,-8.39702256186139,0.9472016561302908,0.9298817688437604,0.964661532643776,-0.05574139733392376,-0.07540553380611666,-0.03663302221596254,-0.27955541426126196,-0.37817540013356293,-0.1837226942818826,-19.30631313958991,-26.11708564458308,-12.688031373058193,0.9420776346997446,0.9231462426293566,0.9611971109478696,-0.06148364335038715,-0.08325198524531087,-0.04036933591473825,-0.308354045811633,-0.41752708644713615,-0.20246113238765992,-21.295168909643163,-28.834743539166865,-13.982122402462702,-0.02879863155037104,-0.03935168631357322,-0.01873843810577732,-1.988855770053249,-2.717657894583786,-1.2940910294045116,0.9298817688437604,0.9127021890692414,0.964661532643776,-0.07540553380611666,-0.0956476405735188,-0.03663302221596254,-0.2055443290465493,-0.2607213173123202,-0.09985619877299468,-60.10068100776295,-76.23430330769595,-29.19771893947213,0.9231462426293566,-0.08325198524531087,-0.2269325948018496,0.9044030147949804,-0.10570175424137712,-0.28812734368342513,0.9611971109478696,-0.04036933591473825,-0.11004083713517264,-66.35455988358174,-84.24776131094302,-32.175683372857506,-0.02138826575530031,-0.02740602637110495,-0.01018463836217797,-6.253878875818805,-8.013458003247063,-2.9779644333853734,0.0442
42101002802,42101002802,Census Tract 28.02; Philadelphia County; Pennsylvania,4422,2895,901,Philadelphia city,Pennsylvania,32904,0.23169166212840336,0.12983214573154644,42101,4422,2895,901,0.012048,0.007970327637,0.003463550263,0.9476603105943578,0.9217467685924682,0.960681609456242,-0.05523043312093076,-0.08489667018526854,-0.04092759781881615,-2.942470693941586,-4.522976734337934,-2.1804691788602906,-66.54162582409738,-102.28350823921154,-49.30956985210969,0.9425794374854516,0.9142664562706418,0.9568358189733448,-0.06091853930925006,-0.0937730386380699,-0.04511137665495126,-3.2455116953856695,-4.995876412379704,-2.403365251181607,-73.39465615978447,-112.97775695114662,-66.54162582409738,-0.3030410014440834,-0.47289967804176936,-0.22289607232131647,-6.853030335687096,-10.694248711935083,-5.040616741775588,0.9671256405007216,0.9561893673147004,0.9780729042026124,-0.03399181876954268,-0.04581794588276421,-0.02241867216970291,-0.3408352193691884,-0.4594155358933047,-0.22479153289006,-11.77323728390979,-15.86927585123678,-7.7648197889485315,0.9638982398897884,0.9519152865756866,0.975906814273313,-0.03745391226602868,-0.05051364769788284,-0.02468799825383676,-0.3755495547318125,-0.5064992347415198,-0.24754601563633252,-12.972350767938254,-17.495655776909146,-8.550812284501987,-0.03471433536262408,-0.04708369884821506,-0.02275448274627253,-1.1991134840284656,-1.626379925672368,-0.7859924955534555,0.9561893673147004,0.9452641879260986,0.9780729042026124,-0.04581794588276421,-0.05790530602242674,-0.02241867216970291,-0.32903082034630937,-0.4158333590884608,-0.16099443030350233,-36.5184040339966,-46.15242609194903,-17.86841623790259,0.9519152865756866,-0.05051364769788284,-0.3627519003851975,0.939958165704839,-0.06387713462772875,-0.45871864403767626,0.975906814273313,-0.02468799825383676,-0.17729106274107137,-40.261032229211715,-50.91216914957561,-19.67714347847629,-0.03372108003888813,-0.04288528494921545,-0.01629663243756904,-3.742628195215109,-4.759743057626576,-1.8087272405737007,0.7165
42101004001,42101004001,Census Tract 40.01; Philadelphia County; Pennsylvania,3224,1797,571,Philadelphia city,Pennsylvania,29196,0.1963302161634389,0.09578256161696357,42101,3224,1797,571,0.012048,0.007970327637,0.003463550263,0.961439233571998,0.942136877129005,0.9710848596689284,-0.04010733604529407,-0.06141689628721746,-0.02977612104973964,-1.5578793073880184,-2.3856012710941084,-1.1565864854570167,-48.3213184673703,-73.99507664683959,-35.87427064072632,0.9576659020189884,0.936538000128445,0.968239734798064,-0.04420549785865939,-0.06776233304238723,-0.03280206756703701,-1.7170631903604376,-2.6320754973068525,-1.274122575593662,-53.25878382011283,-81.64005884946813,-48.3213184673703,-0.15918388297241923,-0.24647422621274415,-0.11753609013664534,-4.937465352742533,-7.644982202628542,-3.645660364039868,0.9758453249368476,0.9677611871463264,0.9839130401252584,-0.02475256523334327,-0.03331277724490818,-0.01634998136897724,-0.15405996162149577,-0.20733871966298828,-0.10176228114020756,-8.573175382387076,-11.538047838786214,-5.662898227056625,0.9734621823290716,0.9645950311144522,0.9823186468248758,-0.02726127234592193,-0.03670449021973748,-0.01799961064800633,-0.16967415424516827,-0.2284487406166733,-0.11202957348025848,-9.442078700343254,-12.71278467538527,-6.234255619379993,-0.0156141926236725,-0.02111002095368502,-0.01026729234005091,-0.868903317956177,-1.1747368365990554,-0.5713573923233676,0.9677611871463264,0.9596604217239758,0.9839130401252584,-0.03331277724490818,-0.04203526306061098,-0.01634998136897724,-0.15160835075912066,-0.1913048815922157,-0.07440969847903843,-26.55137491403164,-33.50348189005529,-13.031470836959445,0.9645950311144522,-0.03670449021973748,-0.1670442301090112,0.9557170687593312,-0.04633477070588993,-0.21087218630490231,0.9823186468248758,-0.01799961064800633,-0.0819172554899383,-29.25468128003699,-36.93033035112125,-14.346279420304432,-0.01543587934989054,-0.01956730471268664,-0.00750755701089987,-2.7033063660053496,-3.4268484610659615,-1.314808583344987,0.6352
42101006300,42101006300,Census Tract 63; Philadelphia County; Pennsylvania,2918,1701,418,Philadelphia city,Pennsylvania,41031,0.46924776086278536,0.26258865463282627,42101,2918,1701,418,0.012048,0.007970327637,0.003463550263,0.8600761899396974,0.7957473502095014,0.8936242076063395,-0.16268769173823208,-0.2566802763926562,-0.11903861991227666,-5.719458902761558,-9.023868224397912,-4.184929340107672,-196.006131006222,-309.24839699787225,-143.4177292703109,0.8472091107690058,0.7777727465453531,0.883629929506498,-0.1803461356692764,-0.2857226027033187,-0.13169548315152022,-6.340260287741764,-10.044882106884444,-4.629894834185767,-217.28102425434423,-344.2385917369583,-196.006131006222,-0.6208013849802061,-1.0210138824865318,-0.4449654940780947,-21.27489324812221,-34.99019473908608,-15.248988830640668,0.91053316872572,0.8819570526913127,0.9397277841354704,-0.09825763008665324,-0.133842058350207,-0.0641379523751962,-0.5788847291387822,-0.7885303525752447,-0.3778686821113843,-34.03202405283846,-46.356869639932086,-22.21450218173923,0.9020390686671008,0.8709479097909295,0.9339040831721036,-0.10859943292439778,-0.14817429235239724,-0.07077377432958079,-0.63981345018828,-0.8729686948291204,-0.4169636205023205,-37.61395944669488,-51.32091092469843,-24.51285246927222,-0.06092872104949776,-0.0844383422538757,-0.03909493839093619,-3.581935393856423,-4.964041284766355,-2.298350287532992,0.8819570526913127,0.853992571110148,0.9397277841354704,-0.133842058350207,-0.17097037354792155,-0.0641379523751962,-0.44590779368455774,-0.569604375440035,-0.21368180665778555,-106.67650566616214,-136.2689893397213,-51.120049439661614,0.8709479097909295,-0.14817429235239724,-0.4936570208054179,0.8406195810206302,-0.1895987466600048,-0.6316666065259254,0.9339040831721036,-0.07077377432958079,-0.23578969085679305,-118.09976574292294,-151.11641304447977,-56.409016951385894,-0.04774922712086016,-0.06206223108589048,-0.02210788419900747,-11.423260076760805,-14.84742370475849,-5.288967511724276,0.9767
42101007700,42101007700,Census Tract 77; Philadelphia County; Pennsylvania,1304,425,120,Philadelphia city,Pennsylvania,33023,0.5459609379576695,0.2554369334453983,42101,1304,425,120,0.012048,0.007970327637,0.003463550263,0.8335595366438716,0.7588583616547107,0.8729856442871351,-0.19967435562702715,-0.3177689678736275,-0.14549420891861586,-3.137002334119128,-4.9923386045236695,-2.2858001546831352,-240.56766365944233,-382.8480524941464,-175.2914229051484,0.818521868606675,0.7382046835405055,0.8612075177570607,-0.2217144566977121,-0.354637842723914,-0.16116032359356558,-3.483265369679422,-5.571570454795582,-2.531924090566483,-267.12157742940354,-427.2676729137716,-240.56766365944233,-0.34626303556029425,-0.5792318502719125,-0.2461239358833476,-26.553913769961216,-44.41962041962519,-18.874534960379417,0.8929748998592626,0.8592387483718344,0.9276691283131924,-0.11985230509570326,-0.16382088435244926,-0.07797054949788922,-0.17642365520503622,-0.2411457935106228,-0.11477333981835922,-41.51144828353793,-56.74018670838183,-27.005491721966873,0.8829237046800128,0.8463017505354024,0.9207302555241688,-0.1326006932415726,-0.18161164072668212,-0.08609442776560368,-0.1951893955291032,-0.26733394455117365,-0.12673176062041625,-45.92691659508311,-62.902104600276154,-29.819237793039115,-0.018765740324067,-0.02618815104055086,-0.01195842080205703,-4.415468311545176,-6.16191789189432,-2.8137460710722424,0.8592387483718344,0.8264437842808171,0.9276691283131924,-0.16382088435244926,-0.21000365544549884,-0.07797054949788922,-0.15668473464865287,-0.2008557526641942,-0.07457409906421235,-130.57061220721073,-167.3797938868285,-62.14508255351029,0.8463017505354024,-0.18161164072668212,-0.1737005135141747,0.8108390374793976,-0.2332903989287871,-0.22312810968346408,0.9207302555241688,-0.08609442776560368,-0.08234409564142695,-144.75042792847893,-185.9400914028867,-68.62007970118913,-0.01701577886552183,-0.02227235701926988,-0.00776999657721459,-14.179815721268191,-18.56029751605824,-6.474997147678831,0.6071
42101008701,42101008701,Census Tract 87.01; Philadelphia County; Pennsylvania,3311,952,266,Philadelphia city,Pennsylvania,30584,0.4800050314228369,0.240742091104942,42101,3311,952,266,0.012048,0.007970327637,0.003463550263,0.8563075901448541,0.7904683608633187,0.8907009686999268,-0.16780466681468825,-0.26507277142356334,-0.12271125230682846,-6.693883881968719,-10.573998839617824,-4.895065730561528,-202.17106257833643,-319.3596750111091,-147.84251677926693,0.8431265645089061,0.7720989125683689,0.8804508500789308,-0.18606155006213995,-0.2951708436857182,-0.1357817417182934,-7.4221678970972205,-11.77463887316624,-5.416459682599039,-224.16695551486623,-355.6218324725533,-202.17106257833643,-0.7282840151285015,-1.2006400335484173,-0.5213939520375108,-21.995892936529792,-36.2621574614442,-15.747325642932974,0.908050364739348,0.8787354787210111,0.9380274303983024,-0.10126050143380072,-0.13799889069630825,-0.06606690550124199,-0.33388623622666996,-0.4550237216449912,-0.21784239762405055,-35.07208363725525,-47.796609416490675,-22.882604792442287,0.8993338309558131,0.8674490533503243,0.9320454535341292,-0.11193415123414048,-0.15280545426584752,-0.07290904773817708,-0.369080460116296,-0.5038454014874159,-0.24040299219814795,-38.768955894568904,-52.92493713103108,-25.25241514686428,-0.03519422388962601,-0.04882167984242464,-0.02256059457409737,-3.696872257313656,-5.1283277145404025,-2.369810354421993,0.8787354787210111,0.8500748145846183,0.9380274303983024,-0.13799889069630825,-0.17636704775054574,-0.06606690550124199,-0.29257243505630603,-0.3739170392146447,-0.14006891882682596,-109.9896372392128,-140.57031549422734,-52.65748828076164,0.8674490533503243,-0.15280545426584752,-0.32396393636836684,0.8363785078019139,-0.19563091431904395,-0.4147585004909423,0.9320454535341292,-0.07290904773817708,-0.1545749935145354,-121.79095352194244,-155.92424830486553,-58.11089981749451,-0.03139150131206081,-0.04084146127629756,-0.01450607468770945,-11.801316282729628,-15.35393281063818,-5.453411536732877,0.3147
42101011000,42101011000,Census Tract 110; Philadelphia County; Pennsylvania,1758,1164,424,Philadelphia city,Pennsylvania,39842,0.5427688852681491,0.2754090097528723,42101,1758,1164,424,0.012048,0.007970327637,0.003463550263,0.8346464223632243,0.7603586605102799,0.87383483824699,-0.19811212653208568,-0.31516881694869603,-0.14438101598937314,-4.196090915006163,-6.6753965677990905,-3.058045360965063,-238.6854900458568,-379.71539065978897,-173.95024806399678,0.8196959508833496,0.7398102542585514,0.8621290730717406,-0.21996454773546809,-0.35169794449823427,-0.15991912491366211,-4.658933587423544,-7.449097516483289,-3.3871484746153304,-265.0132871116919,-423.7256835314726,-238.6854900458568,-0.46284267241738064,-0.7737009486841986,-0.32910311365026734,-26.327797065835075,-44.01029287168365,-18.720313631983352,0.8936987065729011,0.8601722878686089,0.9281677925032428,-0.11894533654942432,-0.16255779697095957,-0.0773914028012411,-0.4795367485652768,-0.6553635449255083,-0.3120090517444707,-41.19731516883821,-56.30271004514676,-26.804901352617755,0.8837109621927721,0.8473132376432719,0.9212746978092072,-0.13159171129741024,-0.1802010821658033,-0.08545258257716365,-0.5305215253014988,-0.726493728434886,-0.34450828249606735,-45.57745062727653,-62.41355055282526,-29.59693148591644,-0.05098477673622198,-0.07113018350937772,-0.03249923075159666,-4.380135458438315,-6.110840507678498,-2.7920301332986828,0.8601722878686089,0.82757217376668,0.9281677925032428,-0.16255779697095957,-0.2083538230249065,-0.0773914028012411,-0.549350894366369,-0.704114851186328,-0.2615379707238828,-129.5638901807474,-166.0648233930019,-61.68348366129311,0.8473132376432719,-0.1802010821658033,-0.6089749461310457,0.8120569123878592,-0.23144078296124945,-0.7821353603563452,0.9212746978092072,-0.08545258257716365,-0.28878007416074386,-143.626166540341,-184.4658868764965,-68.10850805677921,-0.05962405176467678,-0.07802050917001724,-0.02724210343686106,-14.06227635959358,-18.40106348349463,-6.425024395486101,0.966
