geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
34031183200,34031183200,Census Tract 1832; Passaic County; New Jersey,2008,1275,652,Paterson city,New Jersey,49020,0.45472769250113687,0.24659106043641033,34031,2008,1275,652,0.009872,0.007584416469,0.003080367673,0.8651893284368867,0.8029288358335267,0.8975851900355006,-0.15581638276407314,-0.24544038695769615,-0.11410037855064067,-3.088744415939036,-4.865358900093125,-2.2618090656002647,-153.821933064693,-242.2987500046377,-112.63989370519246,0.8527510630126127,0.7854974159197906,0.8879392342313033,-0.17267517259630713,-0.2730786629374639,-0.12620319212013276,-3.422935802172454,-5.413231781521437,-2.5017228485207808,-170.4649303870744,-269.58325605186434,-153.821933064693,-0.33419138623341826,-0.5478728814283116,-0.239913782920516,-16.642997322381387,-27.28450604722667,-11.94789755580259,0.9138952046118372,0.8863242429192911,0.9420277955305084,-0.0942173620713269,-0.12825527225374586,-0.06153980248198974,-0.3700357483588109,-0.5037185780413721,-0.2416956531646161,-29.022411635985172,-39.50733945422526,-18.956521816832637,0.9057034839858178,0.8756930264131796,0.936418724128876,-0.1041141142564698,-0.1419526818615642,-0.06789833888709541,-0.408904933619789,-0.5575147266850702,-0.2666686064017146,-32.070975185865805,-43.726645230201584,-20.91518481582075,-0.0388691852609781,-0.05379614864369808,-0.02497295323709847,-3.0485635498806354,-4.21930577597632,-1.9586629989881152,0.8863242429192911,0.8593093735868123,0.9420277955305084,-0.12825527225374586,-0.1637252318404675,-0.06153980248198974,-0.6342273922245376,-0.8096277447846186,-0.30431675642110334,-97.2741399117389,-124.17603447616852,-46.674349144341,0.8756930264131796,-0.1419526818615642,-0.7019616243004765,0.8463782688927245,-0.18150481499040771,-0.8975484864264622,0.936418724128876,-0.06789833888709541,-0.3357599703468153,-107.66282581295653,-137.66081080160464,-51.496927967302966,-0.06773423207593887,-0.0879207416418436,-0.03144321392571198,-10.388685901217618,-13.484776325436137,-4.82257882296196,0.9991
34031182400,34031182400,Census Tract 1824; Passaic County; New Jersey,3396,2332,765,Paterson city,New Jersey,43558,0.4249767571580963,0.1993634993536343,34031,3396,2332,765,0.009872,0.007584416469,0.003080367673,0.8757610545791392,0.8178464446470032,0.9057559820158192,-0.1418639762195931,-0.2227234177579845,-0.10405011929861556,-4.756034064322439,-7.46687207004277,-3.488312713123308,-140.0481173239823,-219.87255801068227,-102.71827777159328,0.8642197576398839,0.8015653717256599,0.8968345525852885,-0.15711309670924586,-0.2475588832475855,-0.11503286433079356,-5.26726558646364,-8.299488799246877,-3.8565126669435257,-155.1020490713675,-244.3901295420164,-140.0481173239823,-0.5112315221412018,-0.8326167292041067,-0.3681999538202176,-15.053931747385214,-24.51757153133412,-10.842165895766126,0.9208226835347744,0.8953400742348091,0.9467580091772686,-0.0859854105258209,-0.11689404816894536,-0.05623611345944526,-0.6176690952726249,-0.8396987411438287,-0.4039674766885417,-26.486667893337263,-36.007664714572414,-17.32279059556354,0.9132582624797224,0.8854964526291684,0.9415922743879382,-0.09498051217708373,-0.12931000122118366,-0.06203080377866146,-0.6822846651099331,-0.9288877145036812,-0.4455931560330683,-29.257489927527143,-39.832234755732465,-19.1077682689995,-0.0646155698373082,-0.08918897335985243,-0.0416256793445266,-2.7708220341898886,-3.8245700411600527,-1.7849776734359606,0.8953400742348091,0.8703068712514402,0.9467580091772686,-0.11689404816894536,-0.14901999861505189,-0.05623611345944526,-0.6782284552063809,-0.8646257447553629,-0.32628635038189246,-88.65731440606285,-113.02297317063568,-42.65181050743693,0.8854964526291684,-0.12931000122118366,-0.7502667906942919,0.8583010693675909,-0.1650923384457799,-0.9578787237196296,0.9415922743879382,-0.06203080377866146,-0.35990759906960335,-98.07409028683556,-125.21290506138948,-47.046744976418736,-0.07203833548791105,-0.09325297896426664,-0.03362124868771088,-9.416775880772686,-12.18993189075381,-4.394934468981814,0.9246
34031182302,34031182302,Census Tract 1823.02; Passaic County; New Jersey,3844,2341,955,Paterson city,New Jersey,34420,0.4219972602280592,0.206248339828404,34031,3844,2341,955,0.009872,0.007584416469,0.003080367673,0.8768268821029145,0.8193555972141388,0.9065783568945044,-0.14047598267251632,-0.22047131111334775,-0.10304861393946438,-5.330778095225204,-8.366438259047367,-3.9104855042191486,-138.6778900943081,-217.64927833109695,-101.72959168103924,0.8653767875773105,0.8031925421978469,0.8977302954379467,-0.15556600818884642,-0.2450314805757676,-0.11392029998515568,-5.903413900638082,-9.298446783881852,-4.3230438983870885,-153.5747632840292,-241.8950776243978,-138.6778900943081,-0.5726358054128777,-0.9320085248344848,-0.4125583941679398,-14.896873189721063,-24.245799293300855,-10.732528464306448,0.9215193429938892,0.8962480286676533,0.9472330371507908,-0.08516441635520954,-0.11576256573370942,-0.05570642152424126,-0.6141325908864004,-0.8347801519026248,-0.4017068447578167,-26.233771503049994,-35.6591265229656,-17.159626004178417,0.914018321379776,0.8864842720361946,0.9421119671430864,-0.09406997278832292,-0.12805159836966695,-0.06144496076454322,-0.6783518115376838,-0.9233980955838236,-0.44308825876118224,-28.97701031771396,-39.444600409390155,-18.92730708078523,-0.06421922065128338,-0.0886179436811988,-0.04138141400336553,-2.7432388146639632,-3.785473886424554,-1.7676810766068147,0.8962480286676533,0.8714159727267945,0.9472330371507908,-0.11576256573370942,-0.1475575744507486,-0.05570642152424126,-0.838481892092441,-1.0687768833894036,-0.4034881692998235,-87.79915100444407,-111.91380977899514,-42.250070083751154,0.8864842720361946,-0.12805159836966695,-0.9274928022366252,0.859504327680485,-0.16346127389336812,-1.1839692507613548,0.9421119671430864,-0.06144496076454322,-0.4450530846034757,-97.11966515566756,-123.9758377760581,-46.60241723596604,-0.08901091014418427,-0.11519236737195128,-0.04156491530365219,-9.320514151223485,-12.06202799706296,-4.3523471522148895,0.9795
34031182301,34031182301,Census Tract 1823.01; Passaic County; New Jersey,1207,649,177,Paterson city,New Jersey,27014,0.3836846524550148,0.20460376115598417,34031,1207,649,177,0.009872,0.007584416469,0.003080367673,0.8906482298025109,0.8390113672870777,0.9172198402639422,-0.12277773259790384,-0.19187896492210232,-0.09025116564447264,-1.4629585638812537,-2.28633457404517,-1.0753881252413764,-121.20617762065068,-189.42291417109945,-89.0959507242234,0.8803935050682656,0.8244126163627451,0.9093284612329487,-0.13585572160991816,-0.21298483326460363,-0.0997126369981983,-1.6187893942658662,-2.5378216327037175,-1.1881263250025798,-134.1167683733112,-210.25862739881669,-121.20617762065068,-0.15583083038461254,-0.25148705865854737,-0.11273819976120336,-12.910590752660529,-20.835713227717264,-9.34036452039796,0.9305246171577164,0.9080055593809652,0.953362582496284,-0.0746625952298777,-0.10131484291985186,-0.04891886713405574,-0.14926237082873112,-0.2025444415345746,-0.09779657490077331,-22.998824472839924,-31.20869669253846,-15.068809691952746,0.923848277971587,0.8992850182859132,0.948820180275158,-0.08242881850211672,-0.11199450637580403,-0.05394048397031322,-0.1647882830265405,-0.22389478278885885,-0.10783558348419477,-25.39110678375046,-34.49842569936192,-16.615652308812756,-0.01552591219780938,-0.02135034125428425,-0.01003900858342145,-2.3922823109105367,-3.2897290068234604,-1.5468426168600078,0.9080055593809652,0.8858042083539662,0.953362582496284,-0.10131484291985186,-0.12891764406745884,-0.04891886713405574,-0.13600927148559866,-0.17306442319735496,-0.06567072789193487,-76.84139631954726,-97.77651028099152,-37.10210615363552,0.8992850182859132,-0.11199450637580403,-0.15034609721116876,0.8751278664139692,-0.14269015806538315,-0.19155322050876905,0.948820180275158,-0.05394048397031322,-0.07241195580973853,-84.94129785941738,-108.22215847953052,-40.91070949702742,-0.0143368257255701,-0.01848879731141406,-0.00674122791780365,-8.099901539870114,-10.445648198539018,-3.808603343391895,0.7993
34031180204,34031180204,Census Tract 1802.04; Passaic County; New Jersey,2208,1329,410,Paterson city,New Jersey,29666,0.5336233464733388,0.2579581576689158,34031,2208,1329,410,0.009872,0.007584416469,0.003080367673,0.8377683080775954,0.7646736050652968,0.8762724373948244,-0.19364744447623392,-0.30774750609393436,-0.14119759714572344,-4.221006158687595,-6.708088103391779,-3.0777371152818604,-191.16875718693817,-303.808338015932,-139.39026790225816,0.8230691428837617,0.7444297306963384,0.8647748817059053,-0.2149647555688107,-0.34331013226003415,-0.15637031226825382,-4.685667603881461,-7.483260037481694,-3.4084624917485415,-212.2132066975299,-338.9157625671057,-191.16875718693817,-0.4646614451938662,-0.775171934089915,-0.3307253764666811,-21.044449510591768,-35.107424551173686,-14.978504368962003,0.8957757326933512,0.8628525882737186,0.9295979981960512,-0.11635084932840846,-0.158946514839421,-0.07573381390726827,-0.4763181119514425,-0.650696615336951,-0.3100397415181066,-35.840339499732316,-48.96137060473672,-23.3287992112947,0.8859704197355223,0.8502179444109889,0.9228363606633518,-0.1287058548732559,-0.17616901239690566,-0.08361573365096008,-0.5268971403662739,-0.721202224595675,-0.34230681264425966,-39.6461354677407,-54.26653307717645,-25.75672028925957,-0.05057902841483136,-0.07050560925872396,-0.03226707112615307,-3.805795968008379,-5.305162472439726,-2.427921077964866,0.8628525882737186,0.8308136562048037,0.9295979981960512,-0.158946514839421,-0.20363933901622117,-0.07573381390726827,-0.4942617915836855,-0.6332390781940699,-0.23550268203797137,-120.55165648382574,-154.44855565709022,-57.439678545846675,0.8502179444109889,-0.17616901239690566,-0.5478170551697281,0.8155563792997487,-0.22615679967903377,-0.7032596159854191,0.9228363606633518,-0.08361573365096008,-0.2600123844216422,-133.61391589505564,-171.52673560619976,-63.4176547369859,-0.05355526358604257,-0.0700205377913492,-0.02450970238367084,-13.062259411229894,-17.07817994910956,-5.977976191139229,0.9479
34031182702,34031182702,Census Tract 1827.02; Passaic County; New Jersey,2211,1423,356,Paterson city,New Jersey,30970,0.41811984691493426,0.21396474901356388,34031,2211,1423,356,0.009872,0.007584416469,0.003080367673,0.8782158554988219,0.8213237265909685,0.9076496850671428,-0.13867222248225683,-0.2175467085927921,-0.10174665011427356,-3.02679749074244,-4.748390268081205,-2.220823318071048,-136.89721803448396,-214.7621107228044,-100.44429299281086,0.8668848259018002,0.8053150323823227,0.8988973237618159,-0.1535557782543064,-0.2417500726911189,-0.11247410974045095,-3.35166074351052,-5.276676902628471,-2.454971493511945,-151.5902642926513,-238.6556717606726,-136.89721803448396,-0.3248632527680799,-0.5282866345472659,-0.23414817544089717,-14.69304625816734,-23.8935610378682,-10.590148142962333,0.9224267406182374,0.8974309877965222,0.9478515789000752,-0.0840969325431424,-0.114291810287627,-0.05501749668491349,-0.3686273992314007,-0.500982515125186,-0.24116167025209367,-25.904947240435753,-35.20607976986549,-16.947411823759218,0.9150083828138704,0.8877714360683585,0.9427887067016286,-0.09288616233739856,-0.1264160563992283,-0.06068304901373565,-0.4071537856562762,-0.5541274893425061,-0.26599584383044284,-28.612353173315263,-38.94079334803275,-18.692610248098585,-0.03852638642487543,-0.05314497421732012,-0.02483417357834916,-2.7074059328795106,-3.734713578167261,-1.7451984243393648,0.8974309877965222,0.8728614354793801,0.9478515789000752,-0.114291810287627,-0.14565721356539796,-0.05501749668491349,-0.30859386100535946,-0.3932820891042834,-0.14855011642671506,-86.6836688217302,-110.47249693940545,-41.72756079402109,0.8877714360683585,-0.1264160563992283,-0.341329959155721,0.8610727324045602,-0.16134208222745955,-0.435632054229576,0.9427887067016286,-0.06068304901373565,-0.1638474038130923,-95.879202010034,-122.36855455886966,-46.02455163289109,-0.03273609815036155,-0.04234996512529254,-0.01529728738637722,-9.195533188303806,-11.896057619464198,-4.296990838870007,0.8213
34003017200,34003017200,Census Tract 172; Bergen County; New Jersey,3904,2934,1322,Paterson city,New Jersey,106178,0.6172380391496061,0.2297660084569855,34003,3904,2934,1322,0.009179,0.007584416469,0.003080367673,0.809655132763564,0.7261177226389741,0.8542369988003301,-0.2350937572479029,-0.3771871541237676,-0.1706353171360828,-8.424541533727266,-13.516432265588852,-6.114685192673173,-215.79255977785004,-346.22008877020625,-156.6261575992104,0.7927387376119678,0.7032467609885239,0.8408842449236232,-0.2614496460869093,-0.4219759769591299,-0.1892243266977003,-9.368999960789514,-15.12143149075066,-6.780818929935979,-239.98463014317403,-387.3317492507853,-215.79255977785004,-0.9444584270622478,-1.6049992251618068,-0.6661337372628058,-24.192070365323968,-41.11166048057907,-17.062851876608754,0.8769644357383171,0.8386551041871189,0.9166036978042662,-0.14029709672103088,-0.1923852785338587,-0.09098403420748848,-1.2679769257362092,-1.738739430348449,-0.8222953908653176,-43.21666413552179,-59.26173927567992,-28.026427773187375,0.8655261218702327,0.8240275539831556,0.9086565582377092,-0.15536663161499453,-0.21355165269199425,-0.10052581575974828,-1.4041723494028648,-1.93003686031153,-0.908532092275741,-47.8586349489729,-65.78176074681426,-30.965647316828257,-0.1361954236666556,-0.1912974299630812,-0.0862367014104235,-4.641970813451111,-6.520021471134328,-2.9392195436408826,0.8386551041871189,0.8016442417095074,0.9166036978042662,-0.1923852785338587,-0.24743614183206583,-0.09098403420748848,-1.928969959024873,-2.480942866359035,-0.912260387461241,-145.91300749053502,-187.665874913694,-69.00608074593352,0.8240275539831556,-0.21355165269199425,-2.1411966959336333,0.7841151501203784,-0.27532289083622313,-2.760552104102343,0.9086565582377092,-0.10052581575974828,-1.007932000747637,-161.96646716593293,-208.81634675509403,-76.24296526078946,-0.21222673690876023,-0.2796092377433079,-0.09567161328639562,-16.053459675397903,-21.150471841399995,-7.236884514855946,0.3804
34031180600,34031180600,Census Tract 1806; Passaic County; New Jersey,3042,1869,762,Paterson city,New Jersey,32842,0.5325553952911676,0.2105497765203571,34031,3042,1869,762,0.009872,0.007584416469,0.003080367673,0.8381336203136389,0.7651790676857395,0.8765575259540557,-0.193127176578108,-0.3068836331663765,-0.14082643795863606,-5.799729623998769,-9.215906999373384,-4.229105807595127,-190.65514871790825,-302.9555226618469,-139.02385955276551,0.8234639443568025,0.744971037755027,0.8650843694486309,-0.21438225298508687,-0.3423340630979476,-0.15595661569675429,-6.438032831668022,-10.28050553128674,-4.683474486301726,-211.63816014687777,-337.95218709029393,-190.65514871790825,-0.638303207669253,-1.064598531913358,-0.454368678706599,-20.98301142896953,-34.996664428447005,-14.936511463070318,0.896018587616187,0.8631661188298699,0.929765151109048,-0.11604827603013278,-0.15852554703563385,-0.07554041878981367,-0.6681139680844347,-0.9126644177396648,-0.4349018415001495,-35.74713579906018,-48.831697043320744,-23.26922640450238,0.8862346395677005,0.8505577841081413,0.9230188931023948,-0.12836934526480873,-0.17569907498825307,-0.08340144223793823,-0.7390489163579009,-1.011535976188789,-0.4801593821444202,-39.54247813578924,-54.12177507698175,-25.690710655132172,-0.07093494827346625,-0.0988715584491242,-0.04525754064427073,-3.795342336729066,-5.290078033661007,-2.4214842506297876,0.8631661188298699,0.8311930004531354,0.929765151109048,-0.15852554703563385,-0.20309001574223717,-0.07554041878981367,-0.9161707125070532,-1.1737232761846883,-0.4365726572146004,-120.23237696942954,-154.0319260084893,-57.29299963446199,0.8505577841081413,-0.17569907498825307,-1.0154221179418772,0.815966004309529,-0.2255412538249074,-1.303476285560785,0.9230188931023948,-0.08340144223793823,-0.48200406930040146,-133.25749579289726,-171.0598799948537,-63.2551272047771,-0.09925140543482402,-0.12975300937609657,-0.04543141208580109,-13.02511882346772,-17.02795398636438,-5.962127570315104,0.9358
34031181300,34031181300,Census Tract 1813; Passaic County; New Jersey,3443,2186,1126,Paterson city,New Jersey,35161,0.4387226440060133,0.1950672515782851,34031,3443,2186,1126,0.009872,0.007584416469,0.003080367673,0.8708606188868563,0.8109198945145949,0.901971610884358,-0.1482893798530138,-0.23316742721990533,-0.10868234424753992,-5.040251625480523,-7.92519670133582,-3.694036368603532,-146.39127579089524,-230.18288415149055,-107.2912102411714,0.8589018080872896,0.7941010142818193,0.8927136089293971,-0.16427744194289873,-0.25928563496974577,-0.12018007790792842,-5.58367460032,-8.812936195534641,-4.0848362413156405,-162.17469068602963,-255.96677884213307,-146.39127579089524,-0.5434229748394772,-0.8877394941988213,-0.39079987271210825,-15.783414895134394,-25.783894690642494,-11.350562669535528,0.9176154638809864,0.8911631292906483,0.9445695540155152,-0.08978111132802227,-0.12212900997821136,-0.05868328674033705,-0.6045576088961466,-0.8223781278394156,-0.3951546933328278,-27.65588329808539,-37.62022542723767,-18.07660994203238,0.909759912355524,0.8809533894044574,0.9391983854106132,-0.09919110132125844,-0.13513383571407847,-0.06473777588832272,-0.6679215054429689,-0.9099485113498385,-0.43592370842132167,-30.554506195927218,-41.626189906214016,-19.941615206830814,-0.06336389654682228,-0.0875703835104229,-0.04076901508849384,-2.8986228978418245,-4.005964478976345,-1.8650052647984376,0.8911631292906483,0.8652082907729975,0.9445695540155152,-0.12212900997821136,-0.15579105131618232,-0.05868328674033705,-1.0429882112237097,-1.3304638264562625,-0.5011583756959278,-92.62772746214118,-118.15842153252774,-44.50784864084616,0.8809533894044574,-0.13513383571407847,-1.1540501115367308,0.8527716217347451,-0.17264690160040336,-1.474413680301232,0.9391983854106132,-0.06473777588832272,-0.552864033569168,-102.4911289108997,-130.94260038199218,-49.0998253613826,-0.1110619003130211,-0.14394985384496972,-0.05170565787324022,-9.863401448758534,-12.784178849464451,-4.591976720536431,0.9717
34031180900,34031180900,Census Tract 1809; Passaic County; New Jersey,2223,1396,474,Paterson city,New Jersey,39467,0.44931399770622654,0.2456812371302775,34031,2223,1396,474,0.009872,0.007584416469,0.003080367673,0.8671034923363068,0.8056229528806076,0.8990665007487388,-0.1532648741912219,-0.24127545823312568,-0.11226477592837034,-3.363467552908996,-5.294899952534897,-2.4637017004859105,-151.30308380157425,-238.18713236774167,-110.8277867964872,0.854826602161611,0.78839709297478,0.88955129806205,-0.16982788962262893,-0.2683963562407364,-0.12416226268071356,-3.72695047928626,-5.890080426441406,-2.7247974725200415,-167.65409263545928,-264.96088288085497,-151.30308380157425,-0.3634829263772641,-0.5951804739065087,-0.2610957720341309,-16.351008833885025,-26.773750513113303,-11.745198921913222,0.9151518882041972,0.8879580446086875,0.9428867768921076,-0.09271478635344373,-0.12617933479130536,-0.06057272676592833,-0.39869150044638046,-0.5425955264729266,-0.26047443207573756,-28.55956306922496,-38.86787438917813,-18.658626939522748,0.9070735393458176,0.8774688151315185,0.9373580203863486,-0.10244644631702184,-0.13964164054094164,-0.06682823238428404,-0.4405395191423628,-0.600486043076496,-0.28737431524567125,-31.557272144868396,-43.01475953270029,-20.585552668028026,-0.04184801869598237,-0.05789051660356936,-0.02689988316993369,-2.9977090756434364,-4.1468851435221605,-1.9269257285052788,0.8879580446086875,0.8613001626737711,0.9428867768921076,-0.12617933479130536,-0.16103542450944985,-0.06057272676592833,-0.4536164001735159,-0.57892451000165,-0.21775976478002265,-95.69966248386412,-122.13597257418776,-45.940878645574394,0.8774688151315185,-0.13964164054094164,-0.5020135698232486,0.8485354328772701,-0.17850116949051126,-0.6417140973596875,0.9373580203863486,-0.06682823238428404,-0.2402483913412339,-105.91003582768958,-135.3827209619594,-50.685314628952305,-0.04839716964973273,-0.06278958735803752,-0.02248862656121125,-10.21037334382547,-13.246748387771628,-4.744435983377902,0.9582
34031181800,34031181800,Census Tract 1818; Passaic County; New Jersey,2191,1422,573,Paterson city,New Jersey,37887,0.4946374416933017,0.27458663422362894,34031,2191,1422,573,0.009872,0.007584416469,0.003080367673,0.8512079039154483,0.7833438694267602,0.8867400224787637,-0.17480112132432857,-0.27657857427515925,-0.12772624968999718,-3.7808699433428736,-5.98227065437042,-2.762661559434778,-172.56366697137716,-273.03836852443726,-126.09135369396525,0.8376049059385849,0.7644475512244233,0.8761449086477661,-0.1938803043177522,-0.30813421849319805,-0.14136370608303908,-4.193544124016646,-6.664805101877989,-3.0576336316358104,-191.39863642248497,-304.1901004964851,-172.56366697137716,-0.4126741806737724,-0.6825344475075692,-0.2949720722010323,-18.83496945110782,-31.151731972047887,-13.462896951210968,0.9046840330625708,0.8743722642684907,0.9357194882839108,-0.10535829466865014,-0.14367763121650576,-0.06869634812670006,-0.4614991292411592,-0.629348661217272,-0.30090943425219546,-32.45422849797181,-44.257993053254005,-21.161001002264097,0.8956670920682989,0.8627123404181641,0.9295232177616138,-0.11648625795860462,-0.15913492035513407,-0.07582035703002814,-0.5102427557842119,-0.697055959445101,-0.3321146081393773,-35.88205033644247,-49.01940643073847,-23.355457675061697,-0.04874362654305264,-0.06770729822782906,-0.03120517388718186,-3.4278218384706496,-4.7614133774844625,-2.194456672797599,0.8743722642684907,0.8447745821138544,0.9357194882839108,-0.14367763121650576,-0.18374773717472617,-0.06869634812670006,-0.6244043986597398,-0.7985438955545101,-0.29854544217488865,-108.97109924253748,-139.36193639694764,-52.10217140923013,0.8627123404181641,-0.15913492035513407,-0.6915797776508584,0.8306439801456629,-0.20388520702291563,-0.8860587344659336,0.9295232177616138,-0.07582035703002814,-0.3295054632837151,-120.69455107344824,-154.63503219300762,-57.50531645440054,-0.06717537899111858,-0.08751483891142353,-0.03096002110882645,-11.723451830910747,-15.273095796059954,-5.403145045170411,0.9931
