geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
01097005300,01097005300,Census Tract 53; Mobile County; Alabama,1326,905,308,Mobile city,Alabama,125901,0.8601259142706629,0.1876811058356738,01097,1326,905,308,0.015683,0.007489313545,0.004155210934,0.7332280116682655,0.624795440373618,0.7933202209205403,-0.36383223783931246,-0.6005238440953018,-0.26052503595538745,-7.566130787481001,-12.488288482651216,-5.41778954816594,-570.5980986033937,-941.801544694662,-408.5814138888341,0.7108254241528774,0.5960897261341958,0.7751636099394363,-0.40681518418076407,-0.6775997910335956,-0.2900502386562369,-8.45998943943018,-14.09113351520612,-6.0317855659134825,-638.0082533506923,-1062.679752277988,-570.5980986033937,-0.8938586519491789,-1.6028450325549048,-0.6139960177475423,-67.41015474729856,-120.87820758332616,-46.304375395742255,0.8245312182265344,0.7721456101500005,0.8798782986281475,-0.21281035562349893,-0.295092514746973,-0.1365208137979297,-0.800266084482448,-1.1096853376554514,-0.5133818642816207,-88.42719165551911,-122.61716438181784,-56.72727782117356,0.8087751777838861,0.7524352400364197,0.8686900897707958,-0.2364375508408733,-0.32901802944742137,-0.15115852221112644,-0.8891153462982707,-1.2372610786659686,-0.5684264675543538,-98.24478964621775,-136.7139313443059,-62.80955442589545,-0.08884926181582276,-0.12757574101051716,-0.05504460327273308,-9.817597990698648,-14.096766962488084,-6.082276604721888,0.7721456101500005,0.7225914067711047,0.8798782986281475,-0.295092514746973,-0.3839079604731171,-0.1365208137979297,-0.6806924332585662,-0.8855637832286294,-0.31491373142498746,-221.00403677226177,-287.52070884046407,-102.2447179951258,0.7524352400364197,-0.32901802944742137,-0.7589487088228528,0.6994909045986203,-0.42961115494963714,-0.9909877336890028,0.8686900897707958,-0.15115852221112644,-0.3486786588940956,-246.41191844897816,-321.74926418474115,-113.20735678379728,-0.0782562755642866,-0.10542395046037334,-0.03376492746910814,-25.40788167671643,-34.228555344277055,-10.962638788671477,0.738
01097000702,01097000702,Census Tract 7.02; Mobile County; Alabama,1595,1229,671,Mobile city,Alabama,15327,0.8321020726709751,0.1794430010224363,01097,1595,1229,671,0.015683,0.007489313545,0.004155210934,0.7416642229246283,0.635723783219035,0.8001208587279551,-0.3483190493626185,-0.5730102072576632,-0.24981118676222977,-8.712986803590542,-14.333497933272978,-6.248873202977318,-546.2687651153944,-898.651908042193,-391.7788841992049,0.7198268839882862,0.6075685780843352,0.7824762266978326,-0.3892229121249007,-0.6459047358127075,-0.27799409858130836,-9.736171774713432,-16.15690973494235,-6.953851409640801,-610.4182930854817,-1012.9723971750687,-546.2687651153944,-1.0231849711228893,-1.823411801669371,-0.7049782066634824,-64.1495279700871,-114.32048913287592,-44.19926060586096,0.8304171829321537,0.7795418606589976,0.8840393540558462,-0.2042140029774666,-0.28280474784847964,-0.13117136178626315,-1.042870725140842,-1.444214344569505,-0.6698599076912771,-84.85522580478779,-117.51133804471156,-54.50446767219505,0.8151282779477868,0.760367219389996,0.8732101162695644,-0.226800771183717,-0.31515401308626806,-0.14519974215609635,-1.1582157993982598,-1.6094140919150794,-0.7414993985955995,-94.2405044262213,-130.95314010700403,-60.33355562209923,-0.1153450742574178,-0.1651997473455744,-0.07163949090432242,-9.385278621433509,-13.441802062292467,-5.829087949904184,0.7795418606589976,0.731299108237354,0.8840393540558462,-0.28280474784847964,-0.36742953565237374,-0.13117136178626315,-1.4211870106254438,-1.846454443788431,-0.6591792993396525,-211.80134286519285,-275.17949981943826,-98.2383456541956,0.760367219389996,-0.31515401308626806,-1.5837527239275917,0.7087687291082422,-0.4108974605273272,-2.0648950841281213,0.8732101162695644,-0.14519974215609635,-0.7296765314879673,-236.02872189680943,-307.73399167334145,-108.744639566016,-0.16256571330214764,-0.21844064033969035,-0.07049723214831483,-24.227379031616636,-32.55449185390318,-10.506293911820393,0.7015
01097007600,01097007600,Census Tract 76; Mobile County; Alabama,1024,779,321,Mobile city,Alabama,93202,0.6628651000378945,0.2677463754932454,01097,1024,779,321,0.015683,0.007489313545,0.004155210934,0.794714172601226,0.7059046882815109,0.8424472342565125,-0.25831403852638085,-0.4166218422977884,-0.18701796306866988,-4.148366403798252,-6.690693481222365,-3.003394779961293,-405.11390662092305,-653.3880352756215,-293.300271480595,0.7766619948499195,0.6817429772722277,0.8281270672179256,-0.28756139302688277,-0.466828457846642,-0.20754415546333688,-4.618061134684777,-7.496981201314699,-3.3330329498946685,-450.9825326840603,-732.1270704408886,-405.11390662092305,-0.46969473088652514,-0.8062877200923344,-0.3296381699333759,-45.86862606313722,-78.73903516526703,-32.19122753255624,0.8668665746054879,0.8257383689524811,0.909589702705492,-0.15358006560017765,-0.21103734257690424,-0.09939679069100156,-0.49712474533668416,-0.68310874054577,-0.32173839792584835,-63.81575678262954,-87.69046733578563,-41.30146314837591,0.8545696860091692,0.8100777645801401,0.9010109907804807,-0.17017958438239106,-0.2344493871132184,-0.10986437483273342,-0.5508558823502745,-0.7588914056491036,-0.35562101856683564,-70.71320697692869,-97.41866568024436,-45.65096515620483,-0.05373113701359033,-0.07578266510333365,-0.03388262064098729,-6.897450194299145,-9.728198344458749,-4.349502007828921,0.8257383689524811,0.7861612324026385,0.909589702705492,-0.21103734257690424,-0.2720037045630385,-0.09939679069100156,-0.5073484698721066,-0.6539158502685998,-0.23895680760337895,-158.05248282620144,-203.71210288741423,-74.4413730851648,0.8100777645801401,-0.2344493871132184,-0.563632655538196,0.7674724353366015,-0.3029783923919242,-0.7283811571325953,0.9010109907804807,-0.10986437483273342,-0.264121608925827,-175.5864970523975,-226.9100177983163,-82.28087505477477,-0.05628418566608939,-0.07446530686399555,-0.025164801322448,-17.53401422619607,-23.19791491090204,-7.839501969609969,0.8626
01097003901,01097003901,Census Tract 39.01; Mobile County; Alabama,1281,961,402,Mobile city,Alabama,37410,0.7255984814508463,0.23201039906356927,01097,1281,961,402,0.015683,0.007489313545,0.004155210934,0.7746207084989127,0.6790289025023704,0.8265024978808028,-0.29095438455013056,-0.4726913630845178,-0.2099176984510685,-5.845251182124512,-9.4963330871330065,-4.217230398219185,-456.3037612899697,-741.3218647254494,-329.2139264808107,0.7550887736904031,0.6532464920074587,0.810902403184122,-0.32434759308183536,-0.5308157215310115,-0.2331940268931992,-6.516118170249404,-10.664046972747464,-4.684850044344301,-508.6743302302423,-832.4782960770855,-456.3037612899697,-0.6708669881248923,-1.167713885614457,-0.4676196461251152,-52.370568940272626,-91.15643135163602,-36.50426589579354,0.8531724217337936,0.808303115244144,0.9000335920761617,-0.17209602013134395,-0.23715965105238385,-0.11106964095999988,-0.6872065492302863,-0.9470158885253868,-0.4435185928769003,-71.50952645476444,-98.544837515649,-46.15177865524457,0.8397315866906485,0.7912827129492322,0.8906038964607426,-0.1908567164193066,-0.26377081621415227,-0.12283362331334644,-0.7621209682120194,-1.053278467798627,-0.49049402968293065,-79.304991489284,-109.602337960315,-51.03996146544544,-0.07491441898173301,-0.10626257927324025,-0.04697543680603033,-7.795465034519564,-11.057500444665996,-4.888182810200867,0.808303115244144,0.7653604403117612,0.9000335920761617,-0.23715965105238385,-0.3065739321366818,-0.11106964095999988,-0.7140175207555449,-0.9230033776030552,-0.3343978173249656,-177.61629869540917,-229.60283024951624,-83.1835366480014,0.7912827129492322,-0.26377081621415227,-0.7941358633526393,0.7451652809804645,-0.3419841550913807,-1.0296130790903055,0.8906038964607426,-0.12283362331334644,-0.3698156865825535,-197.54623466483565,-256.1226564901258,-91.99395188620734,-0.08011834259709438,-0.10660970148725056,-0.03541786925758788,-19.929935969426463,-26.519826240609596,-8.810415238205941,0.8105
01097004900,01097004900,Census Tract 49; Mobile County; Alabama,1558,1187,624,Mobile city,Alabama,124777,0.7941292988627938,0.22348801757368297,01097,1558,1187,624,0.015683,0.007489313545,0.004155210934,0.7532505096690618,0.6508374856238843,0.8094289472416637,-0.3275795862910823,-0.5364818746440412,-0.2354388898590246,-8.004116955509142,-13.10845928398621,-5.752740674848851,-513.7430651803044,-841.3645240042497,-369.2388109659082,0.7322061589380795,0.6234761062328629,0.7924951352874835,-0.3657355756885501,-0.6039107032379342,-0.2618373987081228,-8.93642475022966,-14.75602296873585,-6.397764849497724,-573.5831033523531,-947.113155888052,-513.7430651803044,-0.9323077947205184,-1.64756368474964,-0.6450241746488734,-59.840038172048686,-105.7486318838023,-41.40078142804065,0.838459860505308,0.789677071807334,0.8897090686273079,-0.19266293725419115,-0.2663404266142612,-0.1239629169373928,-0.9502589552812882,-1.313653674913724,-0.6114142845602518,-80.05551434551712,-110.67006528338028,-51.509206786878835,0.8238165343043338,0.7712487645454265,0.8793723762540133,-0.21386250258310627,-0.29659851136280185,-0.13717467935465655,-1.054820201408735,-1.4628936710009082,-0.6765778065691043,-88.86438091059264,-123.24293774228374,-56.9989727522413,-0.10456124612744644,-0.1492399960871842,-0.06516352200885245,-8.808866565075522,-12.572872458903472,-5.489765965362464,0.789677071807334,0.7432658535855289,0.8897090686273079,-0.2663404266142612,-0.3454136163742497,-0.1239629169373928,-1.2446971459249174,-1.6142323864611998,-0.5793198234076816,-199.47069646232652,-258.69108757391024,-92.83971528969256,0.7712487645454265,-0.29659851136280185,-1.3861032111115914,0.7215369884990873,-0.38593033474300525,-1.803580448852316,0.8793723762540133,-0.13717467935465655,-0.6410627708920413,-222.13192485762684,-289.03532834171733,-102.73441841218612,-0.14140606518667398,-0.18934806239111637,-0.06174294748435971,-22.661228395300316,-30.344240767807104,-9.894703122493544,0.9484
01097006103,01097006103,Census Tract 61.03; Mobile County; Alabama,2839,2064,822,Mobile city,Alabama,210648,0.9236782913912832,0.1410808869613808,01097,2839,2064,822,0.015683,0.007489313545,0.004155210934,0.7144502544091723,0.60070322516060215,0.7781111647085465,-0.3996775756304661,-0.6647155502330507,-0.28516341283261937,-17.79525916544117,-29.59581975305171,-12.69662634400582,-626.81434186126,-1042.4733974304936,-447.22178034539695,0.6908268277635898,0.570855198132127,0.7588323052028113,-0.4475407726090993,-0.7517577194217744,-0.31781421684825656,-19.926321918656125,-33.4712885145707,-14.150371950077798,-701.8781936828505,-1178.9816313691688,-626.81434186126,-2.1310627532149553,-3.875468761518992,-1.453745606071978,-75.06385182159053,-136.5082339386753,-51.206255937723775,0.8113371690167113,0.7556313990118514,0.8705142975583002,-0.23253320344233216,-0.32339656783414833,-0.14874620991854282,-1.9942873875287936,-2.7735638904647333,-1.2757003558712303,-96.62245094616247,-134.37809546825258,-61.80718778445883,0.7945505078690266,0.7347523700292338,0.8585260934173393,-0.258573231149252,-0.3610027552006573,-0.16478696182608463,-2.217615918930072,-3.096087917347082,-1.4132715445966395,-107.44263173110814,-150.00425956138963,-68.47245855603875,-0.22332853140127829,-0.3225240268823488,-0.1375711887254094,-10.820180784945654,-15.626164093137056,-6.665270771579913,0.7556313990118514,0.7032263636518906,0.8705142975583002,-0.32339656783414833,-0.4220172218899027,-0.14874620991854282,-1.9908990392189485,-2.5980290614133685,-0.9157137578719128,-242.20182958867983,-316.06192961233194,-111.4007004710356,0.7347523700292338,-0.3610027552006573,-2.2224108415800266,0.6788982016634915,-0.47297488423112455,-2.9117354240857476,0.8585260934173393,-0.16478696182608463,-1.0144640871501518,-270.36628243066014,-354.2257206916968,-123.41412252434937,-0.23151180236107827,-0.31370636267237906,-0.09875032927823912,-28.164452841980324,-38.16379107936485,-12.013422053313764,0.6694
01097005500,01097005500,Census Tract 55; Mobile County; Alabama,1681,1187,467,Mobile city,Alabama,122830,0.8521092460207265,0.194292046492736,01097,1681,1187,467,0.015683,0.007489313545,0.004155210934,0.7356314777735792,0.6279023411205258,0.7952597280312722,-0.35937630486740957,-0.5926043502488711,-0.25745082361403915,-9.474281728505016,-15.62290137594607,-6.787207729388218,-563.6098589235582,-929.3814024953044,-403.7601266738976,0.7133888791371646,0.5993511080283599,0.7772484942431407,-0.40176000670137735,-0.6684710958316645,-0.2865898196094513,-10.591648473149236,-17.622985721354958,-7.555402664911775,-630.08021850977,-1048.3632195927994,-563.6098589235582,-1.1173667446442188,-2.0000843454088884,-0.7681949355235576,-66.47035958621171,-118.98181709749484,-45.69868741960485,0.8262107193716418,0.7742542306152924,0.881066631061835,-0.2103449840986452,-0.2915654322034632,-0.13498793932852737,-1.0374709722945925,-1.438069339907632,-0.6657922900483023,-87.40277778387467,-121.15158718682662,-56.09033614560256,0.8105875103799797,0.7546958220634146,0.8699807211227093,-0.2336730916705456,-0.3250371484314025,-0.1494507587587699,-1.152530689777859,-1.6031597228714751,-0.7371263197172869,-97.09609854910354,-135.0597913118345,-62.0999426889037,-0.11505971748326682,-0.16509038296384348,-0.07133402966898461,-9.69332076522888,-13.908204125007874,-6.009606543301147,0.7742542306152924,0.7250717418616638,0.881066631061835,-0.2915654322034632,-0.3791738696538386,-0.13498793932852737,-1.0197528472859674,-1.3261641830232966,-0.47212159013237137,-218.36249406551764,-283.9751997908558,-101.0967002424778,0.7546958220634146,-0.3250371484314025,-1.1368204902813484,0.7021325028953598,-0.4242325997960986,-1.4837575163975878,0.8699807211227093,-0.1494507587587699,-0.5227054374091662,-243.4305118375478,-317.7210955883486,-111.92835918825828,-0.11706764299538096,-0.15759333337429116,-0.05058384727679482,-25.06801777203019,-33.74589579749275,-10.831658945780475,0.629
01097005400,01097005400,Census Tract 54; Mobile County; Alabama,2651,1703,721,Mobile city,Alabama,211739,0.8066247134410383,0.23592504949835416,01097,2651,1703,721,0.015683,0.007489313545,0.004155210934,0.7494180538801324,0.6458248808571668,0.8063541123554746,-0.334368707589139,-0.5484073618730151,-0.24014993496946188,-13.901590673410356,-22.800383211730665,-9.984385561264212,-524.3904441120467,-860.0672656254495,-376.627143012607,0.7281092801318366,0.618196084116835,0.7891842070569036,-0.3734202094209442,-0.6176097288429386,-0.2671312870404357,-15.52518158166832,-25.67751542360353,-11.10615235281081,-585.6349144348668,-968.5973377443806,-524.3904441120467,-1.6235909082579614,-2.8771322118728655,-1.121766791546598,-61.24447032282012,-108.5300721189312,-42.314854452908264,0.8358047551282053,0.7863274909582741,0.8878393756975459,-0.1964516759019977,-0.2717347561908709,-0.12632986030196422,-1.3901557523631605,-1.922883236812839,-0.8939510502400565,-81.6298151710605,-112.9115230072131,-52.49272168174143,0.8209473804233063,0.7676509740672496,0.8773398221785016,-0.2181048674329999,-0.3026753482793023,-0.13980919903638234,-1.5433807560473254,-2.1418288980079727,-0.989335221404118,-90.62717299162216,-125.7679916622415,-58.09367125097581,-0.15322500368416492,-0.2189456611951337,-0.09538417116406162,-8.997357820561652,-12.856468655028404,-5.600949569234388,0.7863274909582741,0.7393065854810987,0.8878393756975459,-0.2717347561908709,-0.3526188182799113,-0.12632986030196422,-1.467311995725232,-1.9040693551072216,-0.6821553563400675,-203.51067901875615,-264.0872891965633,-94.61239338974583,0.7676509740672496,-0.3026753482793023,-1.634384852221761,0.7173102425738633,-0.3940969201998079,-2.128042605199043,0.8773398221785016,-0.13980919903638234,-0.7549410231303798,-226.6830585605771,-295.15154024952056,-104.70749280587792,-0.16707285649652892,-0.22397325009182145,-0.07278566679031229,-23.172379541820938,-31.064251052957204,-10.09509941613208,0.5428
01097003800,01097003800,Census Tract 38; Mobile County; Alabama,894,749,471,Mobile city,Alabama,1397057,0.8583283675932115,0.18404503380083528,01097,894,749,471,0.015683,0.007489313545,0.004155210934,0.7337662477348297,0.6254907489972753,0.7937546973268754,-0.36283183246305784,-0.5987446682514502,-0.2598350641170327,-5.087120715895213,-8.394760693175618,-3.643044019629397,-569.0291628518136,-939.01126321874915,-407.4993310547424,0.7113994154691086,0.5968194662861763,0.7756306085899255,-0.4056800979244317,-0.6755485644975555,-0.28927351360974746,-5.687879192319483,-9.471597554491554,-4.055788803463852,-636.2280975748862,-1059.462813701516,-569.0291628518136,-0.6007584764242697,-1.076836861315936,-0.4127447838344547,-67.19893472307267,-120.4515504827669,-46.16832033942446,0.8249075091249457,0.772617917983532,0.8801446143622033,-0.2122571184505167,-0.2943008137967033,-0.13617692329419062,-0.6605978514542852,-0.9159385875704966,-0.4238170366322446,-88.19730994049202,-122.28819593731598,-56.58438406305001,0.8091811974015078,0.7529415320006412,0.8689793164446282,-0.2358171485092105,-0.3281243728751417,-0.15077537643983782,-0.7339226254387198,-1.0212060604301283,-0.4692511160778243,-97.98699939101732,-136.34259818826817,-62.65034927607801,-0.0733247739844346,-0.1052674728596319,-0.0454340794455797,-9.789689450525314,-14.054402250952188,-6.065965213027997,0.772617917983532,0.723146823776085,0.8801446143622033,-0.2943008137967033,-0.3828450421427002,-0.13617692329419062,-1.038136314474993,-1.350473129644803,-0.4803595594636393,-220.41110710721728,-286.724655975542,-101.98716761436076,0.7529415320006412,-0.3281243728751417,-1.15744779211288,0.7000823543089365,-0.4284033783241365,-1.5111786425071627,0.8689793164446282,-0.15077537643983782,-0.5318551165099984,-245.7426310218429,-320.84472240067146,-112.92040690233512,-0.11931147763788674,-0.1607055128623598,-0.05149555704635911,-25.331523914625635,-34.120066425129465,-10.933239287974333,0.6538
01097003408,01097003408,Census Tract 34.08; Mobile County; Alabama,2920,2285,1030,Mobile city,Alabama,0,NA,NA,01097,2920,2285,1030,0.015683,0.007489313545,0.004155210934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.669
01097007700,01097007700,Census Tract 77; Mobile County; Alabama,648,437,334,Mobile city,Alabama,55786,0.7362378717434558,0.2336084356937627,01097,648,437,334,0.015683,0.007489313545,0.004155210934,0.7712636625244936,0.6745734243906596,0.8238284080214231,-0.29657346584540045,-0.4824183162912138,-0.2138450073622561,-3.013952758825013,-4.902616662448028,-2.1732178502995456,-465.11616648534147,-756.5766454395105,-335.37312504622616,0.751489916242495,0.6485331056689274,0.808016891954167,-0.3306898447820482,-0.5419413307645308,-0.23759788929848608,-3.360663325544526,-5.507524296966327,-2.4146085082185658,-518.6208835716861,-849.9265890380135,-465.11616648534147,-0.3467105667195134,-0.6049076345182991,-0.24139065791902015,-53.50471708634466,-93.34994359850296,-37.25164474058953,0.8508714853306499,0.8053828770685043,0.8984228912226195,-0.17526561559575415,-0.2416454688481562,-0.11306157686960666,-0.318252068195363,-0.4387864098132144,-0.20530028408523163,-72.82656022777185,-100.4087894309415,-46.979470042387106,0.8372407665604756,0.7881386600734471,0.8888508454133628,-0.19439955618521343,-0.2688122670023691,-0.12504815083451595,-0.35299599754296374,-0.4881166202451667,-0.22706583086371507,-80.77711614255463,-111.69716710415716,-51.96014436240619,-0.03474392934760073,-0.04933021043195235,-0.02176554677848341,-7.950555914782776,-11.28837767321564,-4.980674320019088,0.8053828770685043,0.7618876789355865,0.8984228912226195,-0.2416454688481562,-0.3125294287434521,-0.11306157686960666,-0.6044594000994122,-0.7817707152224156,-0.2828157020889137,-180.9758682932372,-234.06308838994477,-84.6753599068604,0.7881386600734471,-0.2688122670023691,-0.6724152636758818,0.7414468857058252,-0.34871427647584424,-0.8722846050845686,0.8888508454133628,-0.12504815083451595,-0.3127992864805959,-201.32193523229995,-261.16305541454153,-93.65248098221434,-0.06795586357646954,-0.09051388986215304,-0.02998358439168219,-20.346066939062737,-27.099967024596715,-8.977121075353951,0.7033
