geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06001436800,06001436800,Census Tract 4368; Alameda County; California,3151,2277,804,Hayward city,California,50456,0.4235101641353678,0.2112169581108243,06001,3151,2277,804,0.008356,0.009493868073,0.003212018401,0.8762855231568193,0.8185889447146806,0.9061606850223916,-0.1411805553942044,-0.2216143480273244,-0.10355703632771228,-3.717249575473886,-5.835051709658533,-2.7266314985918005,-117.9704720873972,-185.18094921163228,-86.53225955543638,0.8647890871868408,0.8023658988801752,0.8972753509128352,-0.1563513171205714,-0.2463141833366218,-0.11448508975829864,-4.116692030063268,-6.485392346592519,-3.014364478974102,-130.64716058594948,-205.8201315960812,-117.9704720873972,-0.39944245458938177,-0.6503406369339864,-0.28773298038230166,-12.67668849855226,-20.639182384448947,-9.131481446597958,0.9211655332671228,0.8957868801905519,0.946991801661228,-0.08558121628071855,-0.11633695705308825,-0.05597535083807915,-0.6259209812354527,-0.8508612692972624,-0.4093906121484145,-27.488844147362876,-37.36764467708662,-17.979385689434103,0.9136323060423994,0.8859825477653568,0.941848046088464,-0.09453222416326472,-0.1286904042548246,-0.06174239480884804,-0.6913865574491883,-0.94121149017737,-0.4515694216803016,-30.36392434998631,-41.335594649862536,-19.83177082478268,-0.06546557621373561,-0.09035022088010758,-0.04217880953188713,-2.8750802026234346,-3.967949972775915,-1.8523851353485783,0.8957868801905519,0.8708526259807313,0.946991801661228,-0.11633695705308825,-0.1482999191439841,-0.05597535083807915,-0.8880081287101345,-1.1319836535419998,-0.4272637673420771,-110.44877222762868,-140.7939867589552,-53.14225961966134,0.8859825477653568,-0.1286904042548246,-0.9823028550860996,0.8588931366305196,-0.16428919658509514,-1.2540309263912364,0.941848046088464,-0.06174239480884804,-0.47128401726433183,-122.17697202563429,-155.97399581980554,-58.61741508262834,-0.09429472637596514,-0.12204727284923655,-0.04402024992225467,-11.728199798005614,-15.18000906085032,-5.475155462966999,0.7504
06001438400,06001438400,Census Tract 4384; Alameda County; California,1905,1360,672,Hayward city,California,68681,0.3855558394996157,0.22722401064918185,06001,1905,1360,672,0.008356,0.009493868073,0.003212018401,0.8899681626912631,0.83804051825362,0.9166972209149664,-0.12363570060304258,-0.19325972696867316,-0.09087273004044684,-1.9680553366253404,-3.076343120638194,-1.44652847387524,-103.3099914239024,-161.4878278550233,-75.93325322179737,0.8796540726385077,0.8233633251499444,0.9087585422290162,-0.1368105157525352,-0.21453065670357369,-0.1004023109892155,-2.1777744156416907,-3.4149376089256926,-1.5982220587423104,-114.31886696281842,-179.26181674150618,-103.3099914239024,-0.2097190790163503,-0.3385944882874985,-0.1516935848670704,-11.008875538916028,-17.77398888648286,-7.962917840791097,0.930082762649425,0.9074277554841188,0.9530622963989432,-0.07517313529326078,-0.10201610426440316,-0.04924935523984788,-0.32838219159903,-0.4456415415700126,-0.21513817596417695,-24.145749382281615,-32.76776040955975,-15.818983526777718,0.9233657367163036,0.8986555582219796,0.9484914445670592,-0.08299448445664115,-0.11277339894111796,-0.0543057670451124,-0.3625485433084862,-0.4926331162573714,-0.2372263273198758,-26.657981125623984,-36.22302325421848,-17.443112302932043,-0.0341663517094562,-0.04699157468735876,-0.02208815135569883,-2.5122317433423675,-3.455262844658732,-1.6241287761543255,0.9074277554841188,0.88509600069456,0.9530622963989432,-0.10201610426440316,-0.12982094508987907,-0.04924935523984788,-0.650850436459545,-0.8282419661345686,-0.314204944252031,-96.85274352076564,-123.2502925795489,-46.75668813274271,0.8986555582219796,-0.11277339894111796,-0.7194806785761987,0.8743582581669449,-0.14369595147011902,-0.9167628327523816,0.9484914445670592,-0.0543057670451124,-0.34646424148853544,-107.0655771690772,-136.42304058815202,-51.55717879293682,-0.0686302421166537,-0.088520866617813,-0.03225929723650445,-10.212833648311562,-13.172748008603126,-4.800490660194114,0.5821
06001438000,06001438000,Census Tract 4380; Alameda County; California,2618,1547,863,Hayward city,California,91300,0.6692246140209552,0.22450178216705943,06001,2618,1547,863,0.008356,0.009493868073,0.003212018401,0.7926537063998957,0.7031324289775618,0.8408169449650974,-0.26158496696096634,-0.4222071956688429,-0.18931951358510063,-5.722434829917836,-9.236207990109174,-4.141555193743771,-218.5803983925835,-352.79633270088516,-158.1953855517101,0.7744472539371607,0.6787984488318077,0.8263644030199149,-0.2912435222878856,-0.473191345267466,-0.21011988941626836,-6.3712456235179635,-10.351537654601849,-4.596584381829403,-243.3630872237572,-395.39868810549456,-218.5803983925835,-0.6488107936001279,-1.1153296644926751,-0.4550291880856321,-24.78268883117372,-42.60235540460944,-17.38079404452376,0.8654683946810965,0.8239538972150591,0.908616361033612,-0.1554436951663325,-0.2136601372722088,-0.10057450304156214,-0.7723985502226458,-1.0616756124642714,-0.49975394792011574,-49.92880091936948,-68.62802924785206,-32.30471544409281,0.8530536276106014,0.8081522817700606,0.8999504696863163,-0.17225924330337186,-0.23739055442588583,-0.11117226301193732,-0.8559548822330897,-1.1795918765241642,-0.5524141373730639,-55.329985923276645,-76.25028290395373,-35.708735447515444,-0.08355633201044388,-0.11791626405989276,-0.05266018945294815,-5.401185003907167,-7.622253656101665,-3.4040200034226338,0.8239538972150591,0.7840270833309001,0.908616361033612,-0.2136601372722088,-0.27546614302091416,-0.10057450304156214,-1.7505619773875858,-2.2569514472213457,-0.8240278377005026,-202.84611557214205,-261.52392204187083,-95.4841063384128,0.8081522817700606,-0.23739055442588583,-1.9449902245427773,0.7651809894820263,-0.30688035085258675,-2.5143345907593253,0.8999504696863163,-0.11117226301193732,-0.9108574910297206,-225.37546054956863,-291.3481565190412,-105.54547984121906,-0.19442824715519147,-0.25738314353797964,-0.08682965332921799,-22.52934497742659,-29.824234477170293,-10.061373502806257,0.5701
06001436700,06001436700,Census Tract 4367; Alameda County; California,2282,1616,552,Hayward city,California,44430,0.4273809186256438,0.21903156647723415,06001,2282,1616,552,0.008356,0.009493868073,0.003212018401,0.8749019809579941,0.816630733320187,0.9050929500944755,-0.14298518207151267,-0.22454367585981735,-0.10485889863092816,-2.726497501930976,-4.281686832415935,-1.999490583782802,-119.478418138956,-187.6286955484634,-87.62009569600359,0.8632872759260917,0.8002548083381803,0.8961124276449762,-0.15836295505137582,-0.2496019887423272,-0.11593140453151062,-3.0197269051980147,-4.759508565318282,-2.210625466717421,-132.32808524092965,-208.5674217930886,-119.478418138956,-0.2932294032670386,-0.4778217329023473,-0.21113488293461913,-12.849667101973646,-20.93872624462521,-9.252185930526691,0.9202609317132048,0.8946081147434303,0.9463748819137436,-0.0866483249901186,-0.11780787980756878,-0.05666371657901217,-0.449758679083088,-0.6114961416031269,-0.2941199189184708,-27.831601428408906,-37.840107772470724,-18.20049003208359,0.9126454303512376,0.8847001818526565,0.9411731423557216,-0.0957157804593878,-0.13032643206412975,-0.06250375727577297,-0.4968244105322338,-0.6764752110494845,-0.3244333610982954,-30.744084810162985,-41.861089792666114,-20.076321850142044,-0.04706573144914583,-0.06497906944635756,-0.03031344217982462,-2.9124833817540736,-4.020982020195394,-1.8758318180584543,0.8946081147434303,0.8694129644109555,0.9463748819137436,-0.11780787980756878,-0.1502013898280431,-0.05666371657901217,-0.6173857628067999,-0.7871476830335942,-0.29695273304930636,-111.84524688528984,-142.5992179408685,-53.79578497270043,0.8847001818526565,-0.13032643206412975,-0.6829906777477879,0.8573313861572439,-0.1664101141592746,-0.8720913697522441,0.9411731423557216,-0.06250375727577297,-0.3275581389549373,-123.73019524416448,-157.9875669841022,-59.34024256430023,-0.06560491494098797,-0.08494368671864994,-0.03060540590563093,-11.884948358874633,-15.388349043233683,-5.544457591599807,0.7795
06001437900,06001437900,Census Tract 4379; Alameda County; California,1532,817,376,Hayward city,California,50236,0.5336552647917437,0.2488142309708541,06001,1532,817,376,0.008356,0.009493868073,0.003212018401,0.8377573922838538,0.7646585032254851,0.8762639182570399,-0.19366299743873128,-0.30777333382391825,-0.1412086919989599,-2.4791559461081953,-3.939927093426837,-1.8076678200859495,-161.82480065980388,-257.1753977432661,-117.99398303433092,0.8230573461951487,0.7444135584731768,0.8647656336162455,-0.2149821693747422,-0.34333931538141466,-0.15638267887477947,-2.7520710231764705,-4.395221165209119,-2.001915974286171,-179.63910072953462,-286.8943319327101,-161.82480065980388,-0.2729150770682751,-0.45529407178228176,-0.19424815420022143,-17.814300069730752,-29.718934189443974,-12.67938343343482,0.8957684753964689,0.8628432194034522,0.9295930028872372,-0.1163598937296806,-0.15895909883996595,-0.07573959452586747,-0.3053538478750793,-0.41714349274244467,-0.19875728555321537,-37.37501197981387,-51.05795504803484,-24.32769713013652,0.8859625240957117,0.8502077895651399,0.9228309057930592,-0.12871591382568304,-0.1761830605098021,-0.08362213892329878,-0.33777875099076304,-0.4623429407907184,-0.2194428085942857,-41.34378837096243,-56.59032323019809,-26.859584895261403,-0.03242490311568374,-0.04519944804827369,-0.02068552304107032,-3.968776391148561,-5.532368182163243,-2.531887765124887,0.8628432194034522,0.8308023212442324,0.9295930028872372,-0.15895909883996595,-0.20365576073785224,-0.07573959452586747,-0.5674354042344911,-0.72698882770661,-0.2703672060924931,-150.9136713389604,-193.34809247516225,-71.90617183310987,0.8502077895651399,-0.1761830605098021,-0.6289196836747164,0.8155441398254325,-0.22617520152134296,-0.8073763492600599,0.9228309057930592,-0.08362213892329878,-0.2985054806498737,-167.2658733177437,-214.7277524627819,-79.38975549198769,-0.06148427944022527,-0.08038752155344986,-0.0281382745573806,-16.352201978783317,-21.379659987619643,-7.48358365887782,0.8793
06001438204,06001438204,Census Tract 4382.04; Alameda County; California,3976,2808,1394,Hayward city,California,63437,0.39701192874057334,0.2120598910599207,06001,3976,2808,1394,0.008356,0.009493868073,0.003212018401,0.8858158508401748,0.8321210715988737,0.91350404090784,-0.12890280643716676,-0.2017482000288208,-0.09468590747141124,-4.282596717941726,-6.702772446736726,-3.1457930806965027,-107.71118505889652,-168.58079594408267,-79.11954428311124,0.8751405188012422,0.8169682365750522,0.9052770698637518,-0.14267363756598644,-0.22403779636802712,-0.10463418691307894,-4.740111320033497,-7.443309869970109,-3.4763093050024536,-119.21809155013824,-187.20598264512347,-107.71118505889652,-0.45751460209177086,-0.7405374232333823,-0.33051622430595096,-11.506906491241722,-18.625186701040803,-8.312782301457519,0.9273821390664984,0.9038982371996274,0.9512258965070473,-0.0783041400890021,-0.10631922803401642,-0.05127499542648479,-0.7062522634637213,-0.9589300816456552,-0.46246701052953654,-25.151433884035654,-34.149931682537584,-16.469622882106002,0.9204169335160032,0.8948113689811512,0.9464812865167026,-0.08646414856796308,-0.11755397245189064,-0.05654492513027932,-0.7798502169256835,-1.0602601475341444,-0.5099983387245616,-27.772443622709527,-37.75855226261198,-18.16233400016245,-0.07359795346196218,-0.10133006588848914,-0.04753132819502503,-2.621009738673867,-3.6086205800743993,-1.6927111180564471,0.9038982371996274,0.8807724235476998,0.9512258965070473,-0.10631922803401642,-0.13536706334657764,-0.05127499542648479,-1.407076730061948,-1.7915089149335277,-0.6785964705796785,-100.9380724578155,-128.51570408418416,-48.67980420227249,0.8948113689811512,-0.11755397245189064,-1.5557624168459645,0.869661170204937,-0.1498731164050344,-1.9834885792052432,0.9464812865167026,-0.05654492513027932,-0.7483411027820406,-111.6041905915326,-142.28755948387683,-53.68300593845341,-0.14868568678401628,-0.19197966427171576,-0.06974463220236204,-10.666118133717092,-13.771855399692663,-5.003201736180921,0.7121
06001436301,06001436301,Census Tract 4363.01; Alameda County; California,3663,2648,842,Hayward city,California,55005,0.42412968249201255,0.20958611529615617,06001,3663,2648,842,0.008356,0.009493868073,0.003212018401,0.8760639387879302,0.8182752155713215,0.9059897082874808,-0.14146919616796502,-0.22208271858973244,-0.10376529761052058,-4.330093117446566,-6.797514068910651,-3.1760511346911473,-118.21166031795156,-185.5723196535804,-86.706282683351,0.864548545208577,0.8020276426433156,0.8970891224199823,-0.15667304692386538,-0.24683981801949972,-0.11471644790698826,-4.795453007090986,-7.555280061455752,-3.511244249597638,-130.91599800958193,-206.25935193709395,-118.21166031795156,-0.46535988964441977,-0.7577659925451012,-0.33519311490649084,-12.70433769163035,-20.68703228351355,-9.150781187728388,0.921020691082581,0.8955981131844737,0.9468930359770836,-0.08575193769489108,-0.1165722496269058,-0.05608549435376948,-0.7293566511595037,-0.99149649432441,-0.4770309504379594,-27.54368017973956,-37.44322108475868,-18.01476398934892,0.9134742838419928,0.8857771788703006,0.9417399945092348,-0.09472156763306748,-0.12895209298051288,-0.06186421499612104,-0.8056471634173756,-1.0967923200863046,-0.5261814238731846,-30.424741820897875,-41.41964955008703,-19.870899693096092,-0.07629051225787198,-0.10529582576189456,-0.04915047343522516,-2.881061641158307,-3.976428465328344,-1.856135703747174,0.8955981131844737,0.8706220464819732,0.9468930359770836,-0.1165722496269058,-0.14860404011226208,-0.05608549435376948,-0.9318595526196216,-1.1879164619339988,-0.4483382952994934,-110.67215589306672,-141.08271519406162,-53.246828420367386,0.8857771788703006,-0.12895209298051288,-1.030822001452132,0.8586429857174096,-0.16462839228167037,-1.3160125198842911,0.9417399945092348,-0.06186421499612104,-0.4945324457060461,-122.42541584942184,-156.296023739227,-58.733069561288126,-0.09896244883251036,-0.12809605795029233,-0.04619415040655267,-11.753259956355151,-15.21330854516536,-5.486241140920745,0.6446
06001436900,06001436900,Census Tract 4369; Alameda County; California,4235,3053,808,Hayward city,California,54415,0.4023869573592373,0.22430083805240017,06001,4235,3053,808,0.008356,0.009493868073,0.003212018401,0.8838743299298242,0.8293581831316726,0.9120096838124732,-0.1313825576079302,-0.20575165271050988,-0.09647958541372158,-4.649321278559848,-7.281069530557603,-3.414186765561739,-109.78326513718648,-171.92608100490207,-80.61834157170576,0.8730308150544963,0.8139848982073213,0.9036482142780956,-0.14543494084750952,-0.22852402078017517,-0.10662532631559248,-5.146602238831779,-8.086930349201774,-3.77322079504524,-121.52543657217898,-190.9546717639144,-109.78326513718648,-0.4972809602719313,-0.8058608186441711,-0.35903402948350127,-11.742171434992471,-19.028590759012307,-8.477781097603335,0.926117750279916,0.9022469739998764,0.9503655046596298,-0.07977630241700194,-0.1083439776658504,-0.05222674339189811,-0.7823097304017921,-1.0624527007454465,-0.512150705219597,-25.6242951327151,-34.80028499002445,-16.77532607990819,0.9190366459537428,0.893013403916958,0.9455396187790874,-0.08809589302310833,-0.11980402042542096,-0.05759714361967576,-0.8638940666887203,-1.1748332284210683,-0.5648144189673412,-28.29656294427515,-38.48127181202321,-18.500308515143832,-0.08158433628692818,-0.112380527675622,-0.05266371374774414,-2.672267811560045,-3.680986821998755,-1.7249824352356418,0.9022469739998764,0.8787511502851504,0.9503655046596298,-0.1083439776658504,-0.1379785957327111,-0.05222674339189811,-0.8311115718146228,-1.0584400725056011,-0.40063371980924495,-102.8603430463642,-130.99505847841598,-49.58338116451052,0.893013403916958,-0.11980402042542096,-0.9190220801434268,0.8674660706729672,-0.1527828393613308,-1.1720040975375794,0.9455396187790874,-0.05759714361967576,-0.44183030378872296,-113.74035645339438,-145.0500120714826,-54.68196829068354,-0.08791050832880387,-0.11356402503197828,-0.04119658397947801,-10.880013407030182,-14.054953593066616,-5.098587126173021,0.7217
06001437200,06001437200,Census Tract 4372; Alameda County; California,6201,3793,1722,Hayward city,California,84499,0.38894792844673776,0.22728898419616533,06001,6201,3793,1722,0.008356,0.009493868073,0.003212018401,0.8887366602716916,0.8362834258131843,0.9157505753428784,-0.12519269734444685,-0.1957668526404445,-0.09200040592448074,-6.486929220042237,-10.1437683159347,-4.7670521852026635,-104.61101790101978,-163.58278206635543,-76.8755391904961,0.8783152121036918,0.8214645731797827,0.9077263032545456,-0.13854341382162283,-0.21733795059369368,-0.10165365530845344,-7.1787040173054715,-11.261486749912768,-5.267240669239866,-115.76687658934804,-181.60759151609045,-104.61101790101978,-0.6917747972632347,-1.1177184339780677,-0.5001884840372028,-11.155858688328248,-18.02480944973501,-8.066255185247586,0.9292823033957308,0.9063812495009914,0.9525181787101124,-0.07609926105969786,-0.10328848986069653,-0.04984872976827255,-0.927131436351975,-1.2583828624571165,-0.6073163364112629,-24.443222682625233,-33.176453004405914,-16.01150372821679,0.9224916281411968,0.8975155957499535,0.9478958026411288,-0.08402067779734895,-0.1141867670437656,-0.05496827521937829,-1.0236395282263455,-1.3911585982237802,-0.6696887098279953,-26.987596314957703,-36.676999689527555,-17.65591114758754,-0.09650809187437048,-0.1327757357666639,-0.06237237341673241,-2.5443736323324675,-3.5005466851216425,-1.6444074193707463,0.9063812495009914,0.8838136047162739,0.9525181787101124,-0.10328848986069653,-0.13146029283066402,-0.04984872976827255,-1.688605764050977,-2.1491708177462523,-0.814949008653818,-98.06072961968508,-124.8066676972272,-47.32572640266075,0.8975155957499535,-0.1141867670437656,-1.866775603636931,0.8729648370317818,-0.14552151195477442,-2.3790498264778117,0.9478958026411288,-0.05496827521937829,-0.8986455944952544,-108.40741019958948,-138.15620362821207,-52.18615531331326,-0.1781698395859539,-0.22987900873155945,-0.08369658584143636,-10.346680579904406,-13.34953593098487,-4.860428910652518,0.8237
06001438300,06001438300,Census Tract 4383; Alameda County; California,2507,1745,575,Hayward city,California,46459,0.4562391741272445,0.20327201769507935,06001,2507,1745,575,0.008356,0.009493868073,0.003212018401,0.8646556566184465,0.8021782594335763,0.8971720500955195,-0.15652976112001316,-0.24660571168571305,-0.11461341210254232,-3.279062448584507,-5.166017778402467,-2.400978146522811,-130.79626839188302,-206.06373268458185,-95.77096715288435,0.8521724813391008,0.7846897439879399,0.8874896744629832,-0.17347135925887153,-0.2743890278440663,-0.1267736727248082,-3.633963381663596,-5.7480363546792015,-2.6557172688862627,-144.95266779671306,-229.27947166650185,-130.79626839188302,-0.3549009330790893,-0.5820185762767345,-0.25473912236345164,-14.156399404830047,-23.215738981920005,-10.161113775965363,0.91354465191134,0.8858686291648742,0.941788111190491,-0.09463724395712472,-0.12883554861031676,-0.06180996353407435,-0.5304391129228176,-0.7221196567045217,-0.34644312171284225,-30.397656901021072,-41.38221528392675,-19.85347402365858,0.9053213397513032,0.8751978754705917,0.9361566445444592,-0.10458017069906428,-0.14259875169635497,-0.06819729991513056,-0.5861689400006267,-0.7992620261425222,-0.3822439639842219,-33.59134326651156,-45.80298144083222,-21.905098222591512,-0.05572982707780905,-0.07714236943800046,-0.03580084227137964,-3.19368636549049,-4.42076615690547,-2.0516241989329305,0.8858686291648742,0.8587543755040046,0.941788111190491,-0.12883554861031676,-0.16447732730688924,-0.06180996353407435,-0.7033099284308822,-0.8978774767094668,-0.3374189926489295,-122.31477016189255,-156.15260464512463,-58.681563938944265,0.8751978754705917,-0.14259875169635497,-0.7784428981883154,0.8457769773502971,-0.18234478684068983,-0.9954154762872688,0.9361566445444592,-0.06819729991513056,-0.3722872967892115,-135.3813735979679,-173.11573500648154,-64.74561683290635,-0.07513296975743311,-0.09753799957780208,-0.03486830414028202,-13.066603436075324,-16.963130361356882,-6.064052893962091,0.4493
06001437400,06001437400,Census Tract 4374; Alameda County; California,2431,1619,727,Hayward city,California,45660,0.4558495678247878,0.1961226405951879,06001,2431,1619,727,0.008356,0.009493868073,0.003212018401,0.8647931867686623,0.8023716642368093,0.8972785247103329,-0.15634583539741315,-0.24630522807802369,-0.11448114767131928,-3.175921121211887,-5.003305487028337,-2.325505466427894,-130.64258005807844,-205.81264858199657,-95.6604469941544,0.8523215815902245,0.7848978536598562,0.887605533232912,-0.1732660789067942,-0.2740511333253825,-0.12662659544011104,-3.5196294048441144,-5.566920157532626,-2.572221242370588,-144.78113553451726,-228.99712700668968,-130.64258005807844,-0.3437082836322274,-0.5636146705042888,-0.24671577594269412,-14.138555476438809,-23.18447842469308,-10.148736155602393,0.9136349990870234,0.8859860478061625,0.9418498874696452,-0.09452899790318822,-0.1286859454233546,-0.06174031902958511,-0.4915751578421791,-0.6692000903081828,-0.3210655750659467,-30.3628880693131,-41.334162464989674,-19.831104080663785,0.9054198275410864,0.8753254810154127,0.9362241923394548,-0.10446001907841113,-0.14243218287208984,-0.0681202303704425,-0.5432190280833928,-0.7406840687009146,-0.3542427587235268,-33.55275034486676,-45.749479227974966,-21.880343343022037,-0.05164387024121375,-0.0714839783927318,-0.0331771836575801,-3.1898622755536596,-4.415316762985287,-2.049239262358252,0.8859860478061625,0.8588974000068129,0.9418498874696452,-0.1286859454233546,-0.16428341731162285,-0.06174031902958511,-0.8881958115838869,-1.133891060821236,-0.4261342805348676,-122.17273886986064,-155.96850905381513,-58.61544436518124,0.8753254810154127,-0.14243218287208984,-0.9830729210214216,0.8459319280866872,-0.182128214810122,-1.2570566042268263,0.9362241923394548,-0.0681202303704425,-0.47016869713400666,-135.2232353537031,-172.9101243778303,-64.67244802393489,-0.09487710943753458,-0.12316554340559029,-0.04403441659913904,-13.050496483842444,-16.94161532401517,-6.05700365875365,0.6902
