geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
17201000507,17201000507,Census Tract 5.07; Winnebago County; Illinois,1963,1407,560,Rockford city,Illinois,130068,0.7201337485469388,0.215517081453888,17201,1963,1407,560,0.01470799999999999,0.007676560355,0.00345826479,0.7763506713139191,0.6813288064478309,0.827879368728086,-0.2880777166168609,-0.4677201235826063,-0.20790544827364385,-8.31732337092955,-13.503923734932783,-6.002605353088783,-423.70470560007897,-687.9227577652972,-305.78733332087535,0.756943956981284,0.6556807391979984,0.8123884978037926,-0.32110176820491576,-0.5251324924126316,-0.2309381566866043,-9.27078731566576,-15.161522394968983,-6.667601195976928,-472.2764806757901,-772.3648698404985,-423.70470560007897,-0.9534639447362084,-1.6575986600362,-0.6649958428881453,-48.57177507571108,-84.44211207520122,-33.87650753378223,0.8543566743170664,0.8098071570513201,0.900862022004854,-0.1704713383310948,-0.2348618943319943,-0.11004790475517665,-0.8294757830658258,-1.1427859698912186,-0.535468735478938,-58.95350270546026,-81.22146196810367,-38.0574794228101,0.8410138311598924,0.7929024719419209,0.8915056634195943,-0.18904108701855749,-0.2611891567835202,-0.12169786579285254,-0.9198320680851422,-1.270888599058973,-0.5921548661154213,-65.37541350996035,-90.3261264434238,-42.08634442895674,-0.09035628501931636,-0.12810262916775406,-0.05668613063648331,-6.421910804500097,-9.10466447532012,-4.0288650061466456,0.8098071570513201,0.76715031086866,0.900862022004854,-0.2348618943319943,-0.3035255097109711,-0.11004790475517665,-1.0096416438803448,-1.3048178609639087,-0.4730820543648668,-180.29315069291872,-233.00318945784085,-84.47893827944051,0.7929024719419209,-0.2611891567835202,-1.1228192226273406,0.7470824113798252,-0.3385404137048926,-1.4553425143108754,0.8915056634195943,-0.12169786579285254,-0.5231637666267727,-200.5034326120251,-259.88259184122774,-93.42210118335224,-0.11317757874699574,-0.15052465334696663,-0.05008171226190583,-20.210281919106382,-26.8794023833869,-8.943162903911755,0.8959
17201000401,17201000401,Census Tract 4.01; Winnebago County; Illinois,1439,772,379,Rockford city,Illinois,62745,0.7821426257178815,0.1472830466898596,17201,1439,772,379,0.01470799999999999,0.007676560355,0.00345826479,0.7569453467651328,0.6556825639337936,0.8123896107433475,-0.3210993426058842,-0.5251282480358486,-0.23093647035316772,-6.796007219577128,-11.114240645568104,-4.8877269789683675,-472.2729131047344,-772.358627211126,-339.661360595439,0.7361578980858507,0.6285835313124705,0.7956843146149478,-0.35840422632181007,-0.5908784595613236,-0.25677983294659495,-7.585558070106561,-12.505831511465017,-5.434696889706088,-527.1409360741183,-869.0640383227947,-472.2729131047344,-0.7895508505294329,-1.3915908658969125,-0.5469699107377206,-54.8680229693838,-96.70541111166868,-38.01041770241283,0.8410147912890409,0.7929036851128459,0.8915063384782531,-0.18903972957155624,-0.26118722711911746,-0.12169701643057182,-0.5046945682114717,-0.697312544362996,-0.32490431138076126,-65.37494406884349,-90.32545911437772,-42.0860506969898,0.8265782957014426,0.7747159188238582,0.8813266014679959,-0.20980674813314573,-0.2907957300247023,-0.13465314485496505,-0.5601379477049537,-0.7763607456230694,-0.3594943293397448,-72.55672897732562,-100.56486342267738,-46.566622971469535,-0.05544337949348199,-0.0790482012600735,-0.03459001795898353,-7.181784908482123,-10.239404308299676,-4.480572274479732,0.7929036851128459,0.7470838476534715,0.8915063384782531,-0.26118722711911746,-0.33853784035207996,-0.12169701643057182,-0.7599023954023643,-0.9849475361234424,-0.35406729233637757,-200.5019512934998,-259.8806163914096,-93.42144916527111,0.7747159188238582,-0.2907957300247023,-0.8460458585816361,0.7256150494324919,-0.37814120694176107,-1.1001702193665692,0.8813266014679959,-0.13465314485496505,-0.3917620645250152,-223.23109725109128,-290.2823797800974,-103.36729934696967,-0.0861434631792718,-0.11522268324312668,-0.03769477218863759,-22.729145957591506,-30.40176338868778,-9.945850181698573,0.3644
17201000511,17201000511,Census Tract 5.11; Winnebago County; Illinois,1413,1038,417,Rockford city,Illinois,146615,0.6924840864060753,0.22912116455693476,17201,1413,1038,417,0.01470799999999999,0.007676560355,0.00345826479,0.7851630927720732,0.693085493311687,0.8348811019099711,-0.27362074097170064,-0.4428234462415601,-0.19777534515068515,-5.6864967816532355,-9.202935760464385,-4.1102471241609795,-402.44138582117733,-651.3047247320866,-290.8879776476277,0.7664006506055188,0.6681369493425724,0.8199494779225412,-0.30480056248636894,-0.49669914376681507,-0.21958733669011216,-6.334488429018964,-10.322602272216033,-4.563552744377933,-448.3006673049514,-730.5451006522316,-402.44138582117733,-0.6479916473657283,-1.1196665117516496,-0.4533056202169536,-45.859281483774126,-79.24037592014506,-32.08107715618922,0.8603738304099051,0.8174601002748588,0.9050652954350206,-0.16228546784549833,-0.22330129588436773,-0.10489265806987878,-0.5825527119151571,-0.8015799394647756,-0.3765309564056089,-56.12261193787641,-77.2235009118281,-36.27465861325712,0.8475316227652654,0.8011488629147377,0.8960823094004653,-0.1798969774570437,-0.24820747590129824,-0.11596891212935796,-0.6457723755198685,-0.8909851271561542,-0.4162911513625219,-62.21313829671181,-85.83671745242333,-40.105120555156255,-0.06321966360471143,-0.08940518769137862,-0.03976019495691302,-6.0905263588353975,-8.613216540595243,-3.8304619418991352,0.8174601002748588,0.7762708091102494,0.9050652954350206,-0.22330129588436773,-0.2882102331610097,-0.10489265806987878,-0.7148155099609279,-0.9225971751620604,-0.3357745801359076,-171.41858752060622,-221.2463249789114,-80.52148204698024,0.8011488629147377,-0.24820747590129824,-0.7945433221058246,0.7568583049761635,-0.32125127441323914,-1.0283657004131754,0.8960823094004653,-0.11596891212935796,-0.3712310613113832,-190.5379669318524,-246.61047971538977,-89.02423532647079,-0.07972781214489666,-0.10576852525111502,-0.03545648117547562,-19.119379411246204,-25.364154736478422,-8.502753279490557,0.2795
17201003708,17201003708,Census Tract 37.08; Winnebago County; Illinois,2300,1373,615,Rockford city,Illinois,134027,0.6914220705448394,0.2332139815655011,17201,2300,1373,615,0.01470799999999999,0.007676560355,0.00345826479,0.7855035630809074,0.6935410879018554,0.8351512142827325,-0.2730687001314077,-0.4418756400219395,-0.1973879495090568,-9.237477215525312,-14.947945900918176,-6.677318511172175,-401.6294441532745,-649.9106913442686,-290.31819613792067,0.7667662263157177,0.6686200795535622,0.8202412922767752,-0.30417846493443207,-0.49561766177842026,-0.21915344840085,-10.28987078318794,-16.76595250970511,-7.413610513883313,-447.3856862255626,-728.9544569437004,-401.6294441532745,-1.0523935676626284,-1.8180066087869324,-0.7362920027111377,-45.75624207228819,-79.04376559943185,-32.01269577004947,0.860605790936321,0.817755485653705,0.9052271325273904,-0.1619721950883239,-0.22285942135944295,-0.10469512464568329,-0.769075980966856,-1.058180559979797,-0.4971131350378945,-56.014273923296145,-77.07068900071354,-36.20634632468278,0.8477829741857404,0.8014673091960415,0.8962585648794613,-0.17954716059314302,-0.24771152675348457,-0.11574944908280008,-0.8525253892353978,-1.1761832660898908,-0.54960125132085,-62.09216236237421,-85.66520510487187,-40.029224422494536,-0.08344940826854175,-0.11800270611009368,-0.05248811628295552,-6.077888439078059,-8.594516104158314,-3.822878097811764,0.817755485653705,0.7766232791306181,0.9052271325273904,-0.22285942135944295,-0.2876255797011884,-0.10469512464568329,-1.052138186228876,-1.357904700164092,-0.494274542578354,-171.079379874614,-220.79751222180357,-80.36984432168357,0.8014673091960415,-0.24771152675348457,-1.1694670787376775,0.7572363347901081,-0.3205916753548039,-1.5135404272806068,0.8962585648794613,-0.11574944908280008,-0.5464629436444003,-190.15724857523216,-246.1041345171718,-88.85576319421143,-0.11732889250880164,-0.15563572711651474,-0.05218840106604627,-19.07786870061815,-25.30662229536825,-8.485918872527849,0.5593
17201000200,17201000200,Census Tract 2; Winnebago County; Illinois,2283,1241,656,Rockford city,Illinois,50279,0.5934689774842262,0.25352278012950447,17201,2283,1241,656,0.01470799999999999,0.007676560355,0.00345826479,0.8175494580084907,0.7368757999877599,0.8604440035849644,-0.2231675896843595,-0.35708079979911245,-0.16219067810756746,-7.493602559424069,-11.990189073065723,-5.4460976269027315,-328.234890907756,-525.1944403445347,-238.55004936061025,0.8012451956430527,0.7147163600348355,0.8476076613985891,-0.2480574054455743,-0.3991564429157039,-0.17979112924717666,-8.329361852947077,-13.403020333168728,-6.037091981832744,-364.8428319293507,-587.0792962404173,-328.234890907756,-0.835759293523008,-1.4128312601030029,-0.5909943549300127,-36.60794102159475,-61.88485589588273,-25.88674353613722,0.8822713506991661,0.8454638231144472,0.920278984377212,-0.13343814146015112,-0.18278271956839695,-0.08662700873989655,-0.5726773529820578,-0.7844498047400547,-0.37177770552756434,-46.14644262546799,-63.21110433038313,-29.957913418820656,0.8712893280902186,0.831389493771122,0.9126651239692044,-0.147724375543429,-0.2028056735045725,-0.09569213694829704,-0.6339896781491229,-0.8703824483873359,-0.4106825761291988,-51.08700065665776,-70.13557198930991,-33.09287478881537,-0.06131232516706508,-0.08593264364728126,-0.03890487060163444,-4.940558031189773,-6.924467658926773,-3.1349613699947176,0.8454638231144472,0.8098304187706326,0.920278984377212,-0.18278271956839695,-0.234826423929661,-0.08662700873989655,-0.9204615315733022,-1.1825444458566274,-0.43623833439299303,-140.3142578617839,-180.26592162448588,-66.49974609649284,0.831389493771122,-0.2028056735045725,-1.0212935954042444,0.7929275257231596,-0.2611493075460935,-1.3151018442048927,0.9126651239692044,-0.09569213694829704,-0.48188872089733814,-155.68499929942752,-200.4728421044044,-73.45864647825276,-0.10083206383094212,-0.1325573983482653,-0.04565038650434511,-15.370741437643616,-20.20692047991849,-6.958900381759925,0.6245
17201001600,17201001600,Census Tract 16; Winnebago County; Illinois,3123,1933,598,Rockford city,Illinois,80443,0.6792153604442092,0.19558219687940168,17201,3123,1933,598,0.01470799999999999,0.007676560355,0.00345826479,0.7894275134790096,0.698799202005939,0.8382621423192436,-0.26674074937291803,-0.4310262477825513,-0.192944246811948,-12.25222524716919,-19.798364845600737,-8.862524296129939,-392.32229417768775,-633.9534052385764,-283.78239821101306,0.7709806608237216,0.6741982802817857,0.8236028451849762,-0.29704939541750935,-0.48324317822650514,-0.21417744711093864,-13.644394831861671,-22.196849497905028,-9.8378306690523,-436.9002507800727,-710.7540665355436,-392.32229417768775,-1.392169584692482,-2.3984846523042904,-0.9753063729223612,-44.577956602384944,-76.80066129696735,-31.229790999755405,0.8632764178925274,0.8211582908767621,0.9070893519367312,-0.15837752459548113,-0.21779200321083791,-0.1024272282161563,-1.0587261687438168,-1.4559016106066258,-0.6847081818036814,-54.77114168359114,-75.31824162476079,-35.42204768772278,0.8506773415792104,0.8051366019126913,0.8982869197145114,-0.1755338377105293,-0.2420252633210179,-0.11323005829564405,-1.1734131339584664,-1.6178967339560613,-0.7569232194541238,-60.70424904078978,-83.69874464335547,-39.15795237734732,-0.1146869652146496,-0.16199512334943544,-0.07221503765044235,-5.933107357198635,-8.380503018594695,-3.73590468962454,0.8211582908767621,0.7806860457995575,0.9070893519367312,-0.21779200321083791,-0.28092465003114936,-0.1024272282161563,-0.999792287575642,-1.2896079486404797,-0.4702007020392163,-167.18934574843513,-215.6535031171371,-78.62887993966828,0.8051366019126913,-0.2420252633210179,-1.1110370817084998,0.7615949548218575,-0.31303390820637356,-1.4370081663256384,0.8982869197145114,-0.11323005829564405,-0.5197919911509946,-185.79215413185617,-240.30236895077567,-86.92173765066799,-0.11124479413285782,-0.14740021768515876,-0.04959128911177829,-18.60280838342104,-24.648865833638588,-8.292857710999716,0.7918
17201000600,17201000600,Census Tract 6; Winnebago County; Illinois,2493,1837,753,Rockford city,Illinois,98913,0.7300063711791005,0.17467382116944816,17201,2493,1837,753,0.01470799999999999,0.007676560355,0.00345826479,0.7732281181828471,0.6771794426236951,0.8253935733775263,-0.2932794042075014,-0.47671346331122233,-0.21154323495393948,-10.75368881837024,-17.479673534624972,-7.7566651039584364,-431.3553477083931,-701.1501618381457,-311.1377899702542,0.7535956839703196,0.6512895983344759,0.809705690388612,-0.3269715064336608,-0.535415278483291,-0.2350166386011907,-11.989078613149324,-19.632095574419083,-8.617365428321959,-480.90969166262823,-787.4887915932244,-431.3553477083931,-1.235389794779083,-2.1524220397941107,-0.8607003243635223,-49.55434395423518,-86.33862975507864,-34.52468208437715,0.8522183919067886,0.8070919807360619,0.8993659301168474,-0.17340814220467446,-0.2390161516510267,-0.11189446532634166,-1.101632867556302,-1.5184295569282364,-0.7108467868575905,-59.969127248573855,-82.6581141496046,-38.69606896339633,0.8386987443617603,0.7899786158276766,0.8898771899061501,-0.19232323491909845,-0.26585704975353003,-0.12375057068882048,-1.2217972817652358,-1.6889452845550688,-0.7861666373701526,-66.51046716196167,-91.9404074335911,-42.79622413555539,-0.12016441420893398,-0.17051572762683231,-0.07531985051256207,-6.541339913387805,-9.282293283986515,-4.100155172159067,0.8070919807360619,0.7639197620255932,0.8993659301168474,-0.2390161516510267,-0.3090380033479191,-0.11189446532634166,-1.3816209012186114,-1.786378710170812,-0.6468003562004918,-183.4821913968939,-237.23488846889933,-85.89646164681166,0.7899786158276766,-0.26585704975353003,-1.536773369241114,0.7436224960185194,-0.34476835404276923,-1.9929162139624048,0.8898771899061501,-0.12375057068882048,-0.7153339798183936,-204.0867688235211,-264.66350783033266,-94.99787248584244,-0.1551524680225027,-0.20653750379159289,-0.06853362361790183,-20.604577426627188,-27.428619361433316,-9.101410839030788,0.4255
17201000510,17201000510,Census Tract 5.10; Winnebago County; Illinois,2406,1866,979,Rockford city,Illinois,116583,0.70345628053533,0.20184927398897323,17201,2406,1866,979,0.01470799999999999,0.007676560355,0.00345826479,0.7816541577532135,0.6883960105968175,0.832095550363797,-0.27933817031614055,-0.4526522301211939,-0.20178505889473172,-9.885064976477569,-16.01820725549778,-7.140658278814256,-410.8505809009795,-665.760900062252,-296.7854646223714,0.7626339004657596,0.6631658887431345,0.8169406744715688,-0.3112451457891853,-0.5079183308044545,-0.22407909319344585,-11.014171411867212,-17.97393351958943,-7.929587258270219,-457.77936042673366,-747.0462809471917,-410.8505809009795,-1.1291064353896465,-1.9557262640916484,-0.7889289794559629,-46.92877952575421,-81.28538088493967,-32.79006564654875,0.8579809918106102,0.8144145711381513,0.9033949716656674,-0.16552698666398774,-0.22787586990553407,-0.10693553912107076,-1.0681658554799045,-1.470510811720278,-0.6900680905786963,-57.24361497748684,-78.80550973849292,-36.98114097420666,0.8449391490411164,0.7978662392061318,0.8942633574011931,-0.18351718124891617,-0.253342917473221,-0.11823881826723476,-1.1842587777057447,-1.634852779153701,-0.7630095310182523,-63.46510062731751,-87.61268912935162,-40.890114202478685,-0.11609292222584022,-0.16434196743342322,-0.07294144043955597,-6.221485649830665,-8.807179390858693,-3.908973228272024,0.8144145711381513,0.772638623255346,0.9033949716656674,-0.22787586990553407,-0.29426612895264787,-0.10693553912107076,-1.7125675085336234,-2.211513713651133,-0.8036582806340589,-174.93028687779605,-225.89516993372143,-82.08971201573634,0.7978662392061318,-0.253342917473221,-1.903961350368571,0.7529637277944059,-0.32808522255011796,-2.465676126227306,0.8942633574011931,-0.11823881826723476,-0.8886064088129259,-194.48021964949652,-251.85660124895873,-90.76674247323042,-0.19139384183494768,-0.2541624125761732,-0.08494812817886699,-19.54993277170048,-25.961431315237306,-8.677030457494075,0.1772
17201000514,17201000514,Census Tract 5.14; Winnebago County; Illinois,2287,1662,1011,Rockford city,Illinois,259991,0.7515495357723344,0.21313936127539385,17201,2287,1662,1011,0.01470799999999999,0.007676560355,0.00345826479,0.7664578933875088,0.6682125912631579,0.8199951732951812,-0.3047031136704806,-0.4965297168520077,-0.2195193734878495,-10.249358356344231,-16.70186740557548,-7.384016191807996,-448.1573395865428,-730.2959075459327,-322.869094525929,0.7463407098917082,0.6418094692227886,0.8038822245084593,-0.33987063380891686,-0.5580948053181095,-0.24396331889470332,-11.43229512407476,-18.77274435306709,-8.206241974471638,-499.8817282061549,-820.8458396618754,-448.1573395865428,-1.1829367677305278,-2.070876947491609,-0.8222257826636419,-51.724388619612064,-90.54993211594268,-35.95215490440061,0.8475709830089087,0.8011987277213412,0.8961099111968199,-0.17984218436780677,-0.248129790275706,-0.11593453828049652,-1.0336674277546634,-1.4261597353546482,-0.6663495352527389,-62.19418939558745,-85.80985170605585,-40.09323316803483,0.8336690680913843,0.783635814032291,0.8863339990983291,-0.19951673664637273,-0.27610298316303516,-0.12824285316517672,-1.1467495943080763,-1.5869394680940745,-0.73709324997999,-68.99817053598535,-95.48372250866872,-44.349774367027074,-0.1130821665534132,-0.16077973273942625,-0.07074371472725116,-6.803981140397906,-9.673870802612893,-4.256541198992248,0.8011987277213412,0.756917497293019,0.8961099111968199,-0.248129790275706,-0.32114795017465225,-0.11593453828049652,-1.925735927345124,-2.4924300502466536,-0.8997682436230218,-190.47833109249493,-246.53116224002505,-88.99784803392896,0.783635814032291,-0.27610298316303516,-2.142835947805501,0.7361281050124813,-0.35845920457424285,-2.7820027896253814,0.8863339990983291,-0.12824285316517672,-0.9952931064465006,-211.9521214446588,-275.17337187194676,-98.4464002419882,-0.2171000204603768,-0.28957273937872774,-0.09552486282347884,-21.47379035216388,-28.64220963192164,-9.448552208059231,0.1673
17201001900,17201001900,Census Tract 19; Winnebago County; Illinois,1932,1219,513,Rockford city,Illinois,1617,0.8001294820560816,0.18123385568213177,17201,1932,1219,513,0.01470799999999999,0.007676560355,0.00345826479,0.7514077597799105,0.6484256418410178,0.80795097920594,-0.33083533804987975,-0.542196877286944,-0.23769885269872093,-9.400969325736703,-15.40698838863547,-6.7544163696520645,-486.5926152037631,-797.4631671136372,-349.6074725492787,0.7302360063786696,0.62093508350676,0.7909035279720031,-0.3694202850378788,-0.6104743097337215,-0.26437670921022693,-10.497393623115318,-17.347150077092827,-7.512490498671681,-543.3433552337121,-897.8856147563574,-486.5926152037631,-1.096424297378615,-1.9401616884573567,-0.7580741290196169,-56.750740029949014,-100.42244764272031,-39.23779135712303,0.8371838523058067,0.7880668568541936,0.8888107683842965,-0.1944807550286096,-0.2689278724292522,-0.12509887995374558,-0.8198578899391804,-1.133699002779196,-0.5273699381594072,-67.25659474480561,-93.00237922716948,-43.26250518124752,0.8224375436748237,0.7695190390533589,0.87839577546134,-0.2158978000101867,-0.2995130065010118,-0.13843899064153925,-0.9101441154566888,-1.2626344518414487,-0.5836068393296064,-74.66317600136907,-103.57952845294903,-47.87586868987748,-0.09028622551750842,-0.12893544906225274,-0.05623690117019919,-7.406581256563448,-10.577149225779552,-4.613363508629958,0.7880668568541936,0.7413620101505596,0.8888107683842965,-0.2689278724292522,-0.34886868534970505,-0.12509887995374558,-1.0590582554924313,-1.3738712092759924,-0.4926488294839156,-206.44410438448955,-267.8111519056515,-96.03291023078278,0.7695190390533589,-0.2995130065010118,-1.1795048214859252,0.7195042445996973,-0.3898458661023731,-1.5352424393047257,0.87839577546134,-0.13843899064153925,-0.5451831920454139,-229.9229671512525,-299.26753202821163,-106.27352671450562,-0.1204465659934939,-0.1613712300287331,-0.05253436256149829,-23.478862766762944,-31.45638012256006,-10.240616483722864,0.8803
17201000502,17201000502,Census Tract 5.02; Winnebago County; Illinois,2714,2005,1068,Rockford city,Illinois,106987,0.6901299248349563,0.2216719717141575,17201,2714,2005,1068,0.01470799999999999,0.007676560355,0.00345826479,0.7859180095225509,0.69409580985847,0.8354799755707211,-0.27239735937277354,-0.4407232917944075,-0.1969167774690164,-10.873424861531,-17.59257728888276,-7.860427827620791,-400.6420361654753,-648.2158175712145,-289.6251963014293,0.7672112543515122,0.6692083711228746,0.8205964803849991,-0.303421964065495,-0.4943028855453277,-0.21862574834689785,-12.111849891647964,-19.731341365390243,-8.726995933146274,-446.27302474753,-727.0206840600679,-400.6420361654753,-1.2384250301169644,-2.1387640765074813,-0.8665681055254826,-45.63098858205469,-78.8048664888534,-31.929554367188008,0.8608880996800725,0.8181150224831327,0.9054240773724728,-0.1615911526383335,-0.22232201159784623,-0.10445483502270564,-1.1204441120570523,-1.5415410114253607,-0.724271118599085,-55.88249935446645,-76.88483847508033,-36.12324781042818,0.848088891856173,0.8018549307888806,0.8964730601808999,-0.17912168123243094,-0.2471083753468728,-0.11548248845114134,-1.2419976576800982,-1.7134052185212696,-0.8007348924626884,-61.945020333171975,-85.45661937761943,-39.936902367216376,-0.12155354562304588,-0.17186420709590888,-0.07646377386360337,-6.06252097870553,-8.571780902539096,-3.813654556788198,0.8181150224831327,0.7770523422459151,0.9054240773724728,-0.22232201159784623,-0.2869145945943603,-0.10445483502270564,-1.822721787414636,-2.352288371879073,-0.8563799069121567,-170.66683402758767,-220.2517202133963,-80.18538454233678,0.8018549307888806,-0.2471083753468728,-2.0259344378914492,0.7576965350948731,-0.3197895907954594,-2.621816213077759,0.8964730601808999,-0.11548248845114134,-0.94679085643355,-189.69423575762633,-245.48840946420964,-88.6508292540777,-0.20321265047681303,-0.2695278411986859,-0.09041094952139316,-19.027401730038672,-25.236689250813285,-8.465444711740933,0.9378
