geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
45019001000,45019001000,Census Tract 10; Charleston County; South Carolina,2003,656,365,Charleston city,South Carolina,34180,0.4490839853334568,0.21022171764236788,45019,2003,656,365,0.010634,0.00754640164899999,0.003902330009,0.8671849133945934,0.8057376181722113,0.8991294915056468,-0.15315659273349477,-0.2410988111346549,-0.1121868534480383,-3.2622204158773505,-5.135381049484659,-2.389568984131578,-162.86672071279833,-256.38447576059207,-119.29949995664391,0.8549148976596455,0.7885205287186612,0.8896198548110738,-0.16970706995225987,-0.2681978002842755,-0.12407563139692672,-3.61474395869028,-5.712586862670641,-2.6427987893426628,-180.46649818723316,-285.20154082229857,-162.86672071279833,-0.35252354281292986,-0.5772058131859819,-0.2532298052110846,-17.59977747443484,-28.817065061706536,-12.64252647084796,0.9152053193403776,0.8880275268164343,0.9429232898888352,-0.0926509919334134,-0.12609121879924762,-0.06053165800782548,-0.2371799134976067,-0.3227845028265479,-0.1549567156332314,-36.1554746185376,-49.20495469916889,-23.621450553846252,0.9071317949459036,0.8775443430017223,0.937397949250749,-0.102375647696964,-0.1395435546646072,-0.06678279038191627,-0.2620743368023304,-0.35722152061022994,-0.17095916746682313,-39.95035621986744,-54.45450009302286,-26.060848699210844,-0.02489442330472369,-0.03443701778368202,-0.01600245183359172,-3.7948816013298305,-5.249545393853967,-2.439398145364592,0.8880275268164343,0.8613848476605388,0.9429232898888352,-0.12609121879924762,-0.1609212800944088,-0.06053165800782548,-0.3473102682369376,-0.4432474639142276,-0.16673061438953973,-95.1534981471062,-121.43766134636373,-45.679620380695816,0.8775443430017223,-0.1395435546646072,-0.3843638745253343,0.8486272062509429,-0.17837372244732805,-0.4913191099233964,0.937397949250749,-0.06678279038191627,-0.1839489622039637,-105.30517110283132,-134.60797532147845,-50.39697594629143,-0.03705360628839671,-0.0480716460091688,-0.01721834781442396,-10.151672955725129,-13.17031397511474,-4.717355565595608,0.3475
45019003400,45019003400,Census Tract 34; Charleston County; South Carolina,3048,1964,651,Charleston city,South Carolina,24442,0.16571719102188032,0.12473031659648516,45019,3048,1964,651,0.010634,0.00754640164899999,0.003902330009,0.973529581271112,0.9601528607414602,0.9801820732275294,-0.02719015347671937,-0.04150082855324574,-0.02021861786067403,-0.8812990006337305,-1.345142783425736,-0.6553345765430826,-28.914009207143387,-44.13198108352153,-21.500478233040766,0.9709213869066052,0.9562565396810118,0.9782220114631712,-0.02994950310657014,-0.0457444822637032,-0.02226282815314536,-0.9707362328754936,-1.4826899207474862,-0.7215924036415097,-31.848301603526693,-48.64468243922199,-28.914009207143387,-0.08943723224176314,-0.13754713732175006,-0.06625782709842709,-2.934292396383305,-4.512701355700461,-2.173813225014012,0.9834575742144056,0.9778921509814236,0.9889971031176374,-0.01682068064685834,-0.02260765565649417,-0.01112530749349809,-0.12891665923312023,-0.17326905501129844,-0.08526631621597605,-6.563984686004084,-8.822253310147579,-4.341462129123017,0.98181845777353,0.9757084278990588,0.987903494029554,-0.01851823224804751,-0.0248963434222323,-0.01224462312721025,-0.14192699370742795,-0.19080996117205964,-0.09384494838640048,-7.226425341518735,-9.715374805094688,-4.778256027820799,-0.01301033447430771,-0.0175409061607612,-0.00857863217042444,-0.6624406555146495,-0.8931214949471082,-0.4367938986977821,0.9778921509814236,0.9723004407321428,0.9889971031176374,-0.02260765565649417,-0.02848868323766199,-0.01112530749349809,-0.11106479890195084,-0.13995656705180773,-0.05465538126828249,-17.060644992619174,-21.498704616253107,-8.395603881456603,0.9757084278990588,-0.0248963434222323,-0.12230845239319828,0.969573039775008,-0.03138181341351323,-0.1541696692885176,0.987903494029554,-0.01224462312721025,-0.06015425154722449,-18.78778070556041,-23.68197684923466,-9.240284415856298,-0.01124365349124745,-0.01421310223670988,-0.005498870278942,-1.7271357129412368,-2.1832722329815484,-0.8446805343996935,0.9913
45019000200,45019000200,Census Tract 2; Charleston County; South Carolina,879,726,414,Charleston city,South Carolina,3316,0.1059326162319649,0.07769495173149049,45019,879,726,414,0.010634,0.00754640164899999,0.003902330009,0.9975811179482632,0.9963358990162596,0.9981946038045416,-0.0024247472292896,-0.00367757599355613,-0.00180866154613264,-0.02266480582987755,-0.03437535459850339,-0.01690607674890404,-2.57847620362657,-3.910734311547599,-1.923330688157456,0.9973395517813514,0.9959702281409648,0.9980142435522232,-0.0026675450842161,-0.00404607662475702,-0.00198970752231828,-0.02493430682006201,-0.03781983538951861,-0.01859836526746041,-2.8366674425554055,-4.302597882766622,-2.57847620362657,-0.00226950099018446,-0.00344448079101521,-0.00169228851855637,-0.2581912389288354,-0.39186357121902293,-0.192524291075811,0.998495276660304,0.9979838582553936,0.9990017077142748,-0.00150699094414234,-0.00202021478396542,-9.99289869092863e-4,-0.00426944336483259,-0.00572345350744405,-0.00283107972063565,-0.5880775984617899,-0.7883544776093738,-0.3899558843850761,0.998344928913168,0.997782467781799,0.9989019333144372,-0.00165781488832102,-0.00222246059617668,-0.00109927376145844,-0.00469674141213311,-0.0062964344164315,-0.00311434324488549,-0.6469340788062137,-0.8672774678280303,-0.4289728987445583,-4.272980473005173e-4,-5.729809089874459e-4,-2.832635242498412e-4,-0.05885648034442386,-0.07892299021865647,-0.03901701435948226,0.9979838582553936,0.997467350657766,0.9990017077142748,-0.00202021478396542,-0.00253907994137748,-9.99289869092863e-4,-0.00631157580129906,-0.00793261966141329,-0.00312199168440386,-1.5245352177050877,-1.916091705655385,-0.7541042715951375,0.997782467781799,-0.00222246059617668,-0.00694343424743965,0.9972144387791092,-0.00279334224672985,-0.00872698857029461,0.9989019333144372,-0.00109927376145844,-0.00343436238903537,-1.6771580307825242,-2.1079682536943523,-0.8295561326172414,-6.318584461405888e-4,-7.943689088813245e-4,-3.1237070463151044e-4,-0.15262281307743691,-0.19187654803896728,-0.07545186102210397,0.0101
45019004400,45019004400,Census Tract 44; Charleston County; South Carolina,1666,1285,636,Charleston city,South Carolina,90427,0.4508845452306652,0.2470448323679776,45019,1666,1285,636,0.010634,0.00754640164899999,0.003902330009,0.8665477454653685,0.8048404427720962,0.8986365114730263,-0.15400450261740933,-0.24248229444797725,-0.11279698435669036,-2.7283813454686627,-4.29587549412021,-1.9983388973273095,-163.7683880833531,-257.855671915979,-119.94831316490456,0.8542239553205052,0.7875547776030531,0.8890833268863529,-0.1706531920248005,-0.26975294727248095,-0.12475396822712544,-3.02333358929022,-4.779009033598408,-2.210171741080002,-181.4726043991729,-286.8552841295563,-163.7683880833531,-0.2949522438215575,-0.4831335394781977,-0.2118328437526924,-17.704216315819778,-28.999612213577297,-12.71505664782067,0.9147871384115044,0.8874837584050139,0.9426375002768644,-0.09315048059865036,-0.126781183913946,-0.06085319086741998,-0.4671025317938581,-0.6357434938546623,-0.305147964231959,-36.35039157928857,-49.47420185639396,-23.746923286533775,0.9066758642439462,0.876953276966907,0.9370854275507232,-0.1029299879222818,-0.1403116064047006,-0.06713856666592057,-0.5161418131932393,-0.7035917170850169,-0.33666594384824455,-40.166678069512784,-54.75421922840598,-26.19968434616689,-0.04903928139938118,-0.06784822323035455,-0.03151797961628555,-3.816286490224217,-5.280017372012027,-2.452761059633117,0.8874837584050139,0.8607221475637744,0.9426375002768644,-0.126781183913946,-0.16181511400681825,-0.06085319086741998,-0.608487743682838,-0.776633492258776,-0.292065586262003,-95.67417353503744,-122.1121843174176,-45.922261990880976,0.876953276966907,-0.1403116064047006,-0.6734271613338286,0.8479090602742996,-0.17937175913239897,-0.8608968115408873,0.9370854275507232,-0.06713856666592057,-0.3222323193666908,-105.88477379462716,-135.36113389007662,-50.665459019919936,-0.06493941765099065,-0.08426331928211128,-0.03016673310468776,-10.210600259589723,-13.248949572659008,-4.743197029038956,0.96
45019001500,45019001500,Census Tract 15; Charleston County; South Carolina,1160,641,301,Charleston city,South Carolina,35426,0.5584940559146672,0.22923404226139305,45019,1160,641,301,0.010634,0.00754640164899999,0.003902330009,0.829305713186631,0.7529962373147927,0.869659384732398,-0.2058279402869073,-0.328027884396913,-0.14987547717628433,-2.538978207732728,-4.046368286305057,-1.8487799561794251,-218.8774317010973,-348.8248522676774,-159.3775824292608,0.8139282513091531,0.7319342781990653,0.8575986855488126,-0.22860952226632017,-0.3662428851679337,-0.1660465633293957,-2.8199990453448565,-4.517767135415936,-2.0482574191559615,-243.1033659780049,-389.4626840875807,-218.8774317010973,-0.28102083761212837,-0.4713988491108791,-0.19947746297653637,-24.22593427690762,-40.637831819903376,-17.196333015218652,0.8901386458838239,0.8555831332582073,0.9257137875603249,-0.12342049704750677,-0.16879349431752874,-0.0802474948930523,-0.30872323349603037,-0.42221895556572786,-0.20073056498713687,-48.16275093541815,-65.86879181992634,-31.315220746823226,0.87983943257043,0.8423419617454363,0.9185956941532768,-0.13657101850791548,-0.18716631180034868,-0.08861820969208677,-0.34161786286908824,-0.4681766024511173,-0.2216690168752076,-53.29451838831329,-73.03847152123515,-34.581749902528486,-0.03289462937305787,-0.04595764688538945,-0.02093845188807072,-5.131767452895144,-7.169679701308805,-3.266529155705262,0.8555831332582073,0.8220281915634932,0.9257137875603249,-0.16879349431752874,-0.2165032905964033,-0.0802474948930523,-0.3834088346613395,-0.49178005754035775,-0.1822795281645037,-127.37835038582708,-163.3820789170624,-60.557982778904886,0.8423419617454363,-0.18716631180034868,-0.4251420813662272,0.8060748723713231,-0.240579546982013,-0.5464684769082814,0.9185956941532768,-0.08861820969208677,-0.2012933297292892,-141.24321640073993,-181.5509890060735,-66.87486037517914,-0.04173324670488765,-0.05468841936792362,-0.01901380156478546,-13.86486601491284,-18.16891008901117,-6.316877596274241,0.1026
45019000400,45019000400,Census Tract 4; Charleston County; South Carolina,1717,640,386,Charleston city,South Carolina,11389,0.4658444330676185,0.23200759792384987,45019,1717,640,386,0.010634,0.00754640164899999,0.003902330009,0.8612719296288633,0.7974248187388996,0.8945510426048797,-0.16107348399351287,-0.2540367148108912,-0.11787919567793376,-2.940972771227307,-4.638349172238413,-2.1523064888628167,-171.28554287870162,-270.1426425299017,-125.35273668391476,0.8485048368425413,0.7795764715701448,0.8846380979900048,-0.17854366478475592,-0.28274779507634484,-0.1304057583232173,-3.25995342987832,-5.1625726707294595,-2.3810237099936127,-189.8633331321095,-300.67400528418517,-171.28554287870162,-0.3189806586510131,-0.5242234984910468,-0.22871722113079596,-18.57779025340787,-30.53136275428345,-13.320746716994524,0.9113200777069106,0.882978734403643,0.9402663745241974,-0.09730930379173512,-0.132530106373844,-0.06352840758134057,-0.24302913045848665,-0.3309927751671127,-0.15866163925033497,-37.97330163413854,-51.71762111986136,-24.79088113286484,0.9028966306612716,0.8720577953330141,0.9344928779290844,-0.10754649651047082,-0.146712987776376,-0.07009911323892047,-0.2685964292451994,-0.36641439674227344,-0.17507191884577825,-41.968192069562406,-57.252249490980226,-27.354987319652853,-0.02556729878671274,-0.03542162157516077,-0.01641027959544327,-3.9948904354238657,-5.5346283711188695,-2.5641061867880124,0.882978734403643,0.8552358058866618,0.9402663745241974,-0.132530106373844,-0.16926816337308817,-0.06352840758134057,-0.3860484095267445,-0.4930631012199233,-0.18505259957584655,-100.01254132817216,-127.7365547201874,-47.94108797301725,0.8720577953330141,-0.146712987776376,-0.4273618812937492,0.8419658221093805,-0.18769666623129164,-0.546743690582014,0.9344928779290844,-0.07009911323892047,-0.20419248060349607,-110.71551328853606,-141.6434431559622,-52.899606373962705,-0.04131347176700467,-0.05368058936209069,-0.01913988102764949,-10.702971960363906,-13.906888435774787,-4.958518400945464,0.364
45019003900,45019003900,Census Tract 39; Charleston County; South Carolina,2673,1706,651,Charleston city,South Carolina,25549,0.47792682181365864,0.2254476955690441,45019,2673,1706,651,0.010634,0.00754640164899999,0.003902330009,0.8570343611551421,0.7914854784074683,0.8912649664030017,-0.1668143604559374,-0.2634470590819676,-0.12200079403528558,-4.741645148993396,-7.488398878240141,-3.4678337742004897,-177.39039090884387,-280.14960262776435,-129.7356443771227,0.8439137402196975,0.7731918120225272,0.8810641274779036,-0.18495522983150903,-0.2933401317121872,-0.1349911644485596,-5.257293592197558,-8.338099961757038,-3.8370809222600126,-196.6813914028267,-311.9378960627399,-177.39039090884387,-0.5156484432041619,-0.849701083516897,-0.36924714805952297,-19.291000493982864,-31.788293434975568,-13.813959897475607,0.908529492340834,0.8793569399076863,0.9383556837661317,-0.10067973404307608,-0.1371946414671825,-0.0656939764956251,-0.6702627439572656,-0.9133561756001776,-0.4373494364673479,-39.28855474544347,-53.53787664713819,-25.63595758894185,0.8998558259339601,0.8681239043023321,0.9324042358489628,-0.11128913230305568,-0.15190930124617422,-0.07249620020171908,-0.740893486649006,-1.0113171836779784,-0.48263439048110224,-43.42869206617854,-59.28002248991667,-28.290409758564024,-0.07063074269174041,-0.09796100807780084,-0.04528495401375432,-4.140137320735077,-5.742145842778478,-2.654452169622176,0.8793569399076863,0.8508302872500328,0.9383556837661317,-0.1371946414671825,-0.17532252316980668,-0.0656939764956251,-0.673997140459843,-0.8613082698490108,-0.32273528929392503,-103.53258686019096,-132.305417795547,-49.57531325559525,0.8681239043023321,-0.15190930124617422,-0.7462859595260909,0.8371961747594174,-0.19446317380435596,-0.9553406872689943,0.9324042358489628,-0.07249620020171908,-0.356152624531265,-114.63686014225668,-146.74972154669652,-54.708544474848694,-0.07228881906624784,-0.09403241741998358,-0.033417335237339973,-11.10427328206572,-14.444303751149551,-5.133231219253452,0.8071
45019003000,45019003000,Census Tract 30; Charleston County; South Carolina,2541,1865,633,Charleston city,South Carolina,103625,0.5762555402265603,0.24858720621383976,45019,2541,1865,633,0.010634,0.00754640164899999,0.003902330009,0.823314501852522,0.7447661233743749,0.8649672248153218,-0.21460267947415215,-0.3427033918637645,-0.15611316973716413,-5.798777714454989,-9.26018629533043,-4.218333022788894,-228.20848935281344,-364.4307869079272,-166.01074469850036,0.8074624620533761,0.7231392015658428,0.8525102644635231,-0.2384476641267027,-0.38285961794722134,-0.1730064043619356,-6.443092901681649,-10.34524743939416,-4.674805014225436,-253.5652460323357,-407.1329177250752,-228.20848935281344,-0.6443151872266606,-1.0850611440637312,-0.4564719914365422,-25.35675667952226,-42.702130817148024,-17.964265699981986,0.8861346312071126,0.850429149243371,0.9229498059325472,-0.12849669201820663,-0.1758769097810236,-0.08348253997366784,-0.9351790675015734,-1.2800049705619772,-0.607573025103056,-50.14364973198785,-68.6329742928674,-32.57764209667861,0.8754869575087711,0.8367620040191656,0.9155791435726393,-0.14222147048944633,-0.1950829449673429,-0.09220487056743792,-1.0350658842811136,-1.4197835266776442,-0.6710527992747258,-55.49951122150743,-76.12780303901577,-35.98138333912739,-0.09988681677954014,-0.13977855611566703,-0.06347977417166983,-5.355861489519579,-7.494828746148367,-3.4037412424487843,0.850429149243371,0.8158109496275402,0.9229498059325472,-0.1758769097810236,-0.22577418267866056,-0.08348253997366784,-0.8401415286612782,-1.0784944266081624,-0.39878542804355704,-132.7237801992541,-170.3782664467871,-62.99927773199954,0.8367620040191656,-0.1950829449673429,-0.9318863050565795,0.7993711737106998,-0.2509833139941443,-1.1989152262798346,0.9155791435726393,-0.09220487056743792,-0.4404508869583332,-147.21742575933325,-189.4020894596895,-69.58149872959451,-0.09174477639530132,-0.1204207996716722,-0.04166545891477619,-14.493645560079198,-19.0238230129024,-6.582220997594975,0.0672
45019000900,45019000900,Census Tract 9; Charleston County; South Carolina,1177,345,140,Charleston city,South Carolina,30359,0.3939825882842158,0.24449275158557912,45019,1177,345,140,0.010634,0.00754640164899999,0.003902330009,0.886911961275107,0.8336822758963373,0.9143473320467964,-0.12750762608084254,-0.19949773302406543,-0.09367629231384891,-1.595913244690311,-2.4969571170350027,-1.1724728960318578,-135.59160957436796,-212.14588929779123,-99.61536924654696,0.8763317833047762,0.8186544470815609,0.906196378434444,-0.14112031430476332,-0.22151660394067588,-0.10351356924159452,-1.7662926180669365,-2.7725501055411588,-1.2955983985858917,-150.06734223168536,-235.5607566305148,-135.59160957436796,-0.17037937337662545,-0.2755929885061561,-0.12312550255403389,-14.475732657317373,-23.414867332723546,-10.460960284964646,0.928095502997121,0.9048302124824404,0.9517111524103772,-0.07747532098870874,-0.1051797190286752,-0.05073897418068774,-0.10430532316764524,-0.1416038609968067,-0.06831007644205501,-30.233427005114564,-41.044597390378755,-19.800022157117397,0.9211957702085084,0.8958262880568828,0.9470124191121853,-0.0855455836207916,-0.11628784880724824,-0.05595236115012113,-0.1151703488447877,-0.15655877891849,-0.07532887940673058,-33.38270981008339,-45.37935620825797,-21.83445779905234,-0.01086502567714245,-0.01495491792168329,-0.00701880296467556,-3.1492828049688266,-4.334758817879217,-2.0344356419349467,0.9048302124824404,0.8819136513656162,0.9517111524103772,-0.1051797190286752,-0.13389785774551824,-0.05073897418068774,-0.11112197671670916,-0.14146258202836845,-0.05360553497959944,-79.37284051193511,-101.04470144883462,-38.289667842571035,0.8958262880568828,-0.11628784880724824,-0.1228576739596753,0.8709007643875903,-0.14823644770043473,-0.1566112482715848,0.9470124191121853,-0.05595236115012113,-0.05911345866282046,-87.75548139976807,-111.86517733684629,-42.22389904487176,-0.01173569724296615,-0.01514866624321634,-0.00550792368322101,-8.382640887832965,-10.820475888011671,-3.934231202300723,0.3947
45019005900,45019005900,Census Tract 59; Charleston County; South Carolina,3987,1770,519,Charleston city,South Carolina,86120,0.4311322984000277,0.2636863070569966,45019,3987,1770,519,0.010634,0.00754640164899999,0.003902330009,0.8735631918874197,0.814737383521588,0.9040593448211736,-0.14473687683589445,-0.22738936524262623,-0.10612207675128216,-6.136519077764059,-9.64079927933048,-4.499338128558287,-153.91319482729017,-241.8058509990088,-112.85021641731343,0.8618342694878474,0.7982141244686519,0.8949868073558891,-0.1603158929781927,-0.25279667365654684,-0.11733490570029452,-6.797034434043314,-10.71801219289525,-4.974736936833908,-170.47992059301015,-268.82398276637196,-153.91319482729017,-0.6605153562792552,-1.07721291356477,-0.47539880827562087,-16.56672576571997,-27.01813176736318,-11.923722304379757,0.9193850758943264,0.8934671827583455,0.94577737157008,-0.087683524802984,-0.11923528843304844,-0.0573312811871415,-0.605640988736437,-0.8235729362057783,-0.39599427488486894,-34.21700501335802,-46.52954441840556,-22.37255790309994,0.9116900072674866,0.88345913545395,0.940519514246463,-0.09686405689275428,-0.13191426730356628,-0.0632421601599541,-0.6690520633307585,-0.9111482169276988,-0.4368214495843264,-37.79955160060783,-51.47730039139542,-24.67917794261731,-0.06341107459432149,-0.08757528072192056,-0.04082717469945746,-3.582546587249802,-4.947755972989862,-2.3066200395173704,0.8934671827583455,0.8680199733116486,0.94577737157008,-0.11923528843304844,-0.15204722327393508,-0.0573312811871415,-0.4669948387928265,-0.595505487132513,-0.22454269006787225,-89.97973772501474,-114.74094164402946,-43.26448748899273,0.88345913545395,-0.13191426730356628,-0.5166531049949485,0.855820510138654,-0.16846930887177153,-0.6598239394731541,0.940519514246463,-0.0632421601599541,-0.2476931349513304,-99.54780443062592,-127.13370702758267,-47.72507417173997,-0.04965826620212205,-0.06431845234064115,-0.02315044488345816,-9.568066705611184,-12.39276538355321,-4.460586682747237,0.1294
45019004621,45019004621,Census Tract 46.21; Charleston County; South Carolina,3449,2202,1068,Charleston city,South Carolina,0,NA,NA,45019,3449,2202,1068,0.010634,0.00754640164899999,0.003902330009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2843
