geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
01089003100,01089003100,Census Tract 31; Madison County; Alabama,3854,2251,760,Huntsville city,Alabama,72700,0.512326851081426,0.23569058526417935,01089,3854,2251,760,0.01223799999999999,0.007489313545,0.004155210934,0.8450833270832159,0.7748166147604539,0.8819750678787465,-0.18331526365746104,-0.29062797692995374,-0.13381889853770737,-8.646110605850591,-13.707541770151453,-6.311602071893399,-224.3412196640008,-355.67051816687734,-163.76756803044628,0.8309779248756796,0.7552988395153377,0.8709674791524968,-0.2034014022088582,-0.3239792618265941,-0.1481484945603933,-9.593478392334152,-15.280563526825288,-6.98746107936158,-248.92263602320065,-396.4858206233858,-224.3412196640008,-0.9473677864835608,-1.5730217566738354,-0.6758590074681807,-24.581416359199817,-40.81530245650844,-17.53655961256307,0.9006310669216092,0.8691264051745846,0.9329369522032758,-0.11033256205344716,-0.15058062215832269,-0.07188379411743141,-1.0319823585648342,-1.408437751439407,-0.6723564287391449,-45.84550682207171,-62.569424764078505,-29.86923272941559,0.8912542546220433,0.8570205564283818,0.926483148894801,-0.122014279106104,-0.16683315528332543,-0.07935044603120633,-1.1412458950197206,-1.5604538666717227,-0.742194860015919,-50.6995066645811,-69.32269509869936,-32.97178409666455,-0.1092635364548864,-0.15201611523231562,-0.06983843127677403,-4.853999842509391,-6.753270334620863,-3.102551367248957,0.8691264051745846,0.8384111318840115,0.9329369522032758,-0.15058062215832269,-0.1927322550606869,-0.07188379411743141,-0.8570865747900885,-1.0970085391721418,-0.4091538074417495,-112.77454931448534,-144.3432288384397,-53.836027294967046,0.8570205564283818,-0.16683315528332543,-0.9495940153100582,0.8237638690998657,-0.2139401077310045,-1.217721055452914,0.926483148894801,-0.07935044603120633,-0.4516530814001119,-124.94658096184976,-160.22645466485713,-59.428037026330514,-0.09250744051996962,-0.12071251628077229,-0.04249927395836239,-12.172031647364424,-15.883225826417409,-5.592009731363473,0.5475
01089000501,01089000501,Census Tract 5.01; Madison County; Alabama,1276,834,329,Huntsville city,Alabama,97396,0.7451846668556167,0.2421740061686763,01089,1276,834,329,0.01223799999999999,0.007489313545,0.004155210934,0.7684519446262693,0.6708493939554205,0.821586430591688,-0.301317547561601,-0.49064754177366415,-0.2171573954548185,-4.705280811647122,-7.6617989303045055,-3.3910621343150633,-368.7524147058873,-600.4544616226102,-265.75722055760684,0.7484768723347035,0.6445958942477359,0.8055983788178294,-0.336046626104461,-0.5513595555352274,-0.2413133222381159,-5.247599266699918,-8.609858795056784,-3.76827355031388,-411.25386102663936,-674.7538240640113,-368.7524147058873,-0.5423184550527962,-0.9480598647522784,-0.37721141599881625,-42.50144632075205,-74.29936244140113,-29.56202319739939,0.8489414032412428,0.8029353803006873,0.8970706642614917,-0.17793760109003784,-0.245430235775032,-0.11473938435300886,-0.6166331335262923,-0.8505252089549935,-0.3976231312496585,-73.93682656190555,-101.9814399226611,-47.67663444240509,0.8351519246642921,0.7855044585495975,0.8873793542522255,-0.19738693100895652,-0.27306724884345013,-0.12691375476351643,-0.6840337345202379,-0.9462997831050768,-0.43981275350461063,-82.01843339571197,-113.46520181116028,-52.73534214683581,-0.06740060099394551,-0.09577457415008328,-0.04218962225495215,-8.081606833806417,-11.483761888499194,-5.058707704430714,0.8029353803006873,0.7589795903787276,0.8970706642614917,-0.245430235775032,-0.31755848599433906,-0.11473938435300886,-0.6047362124278794,-0.7824590781902547,-0.28271602515000366,-183.81039891424908,-237.82950704870964,-85.93192253799504,0.7855044585495975,-0.27306724884345013,-0.672833374756056,0.738334406772499,-0.3543998367505679,-0.8732355827504779,0.8873793542522255,-0.12691375476351643,-0.3127134809544827,-204.50862454591368,-265.42114977218176,-95.0496902597212,-0.06809716232817653,-0.09077650456022313,-0.02999745580447904,-20.6982256316646,-27.591642723472077,-9.117767721726157,0.7819
01089011021,01089011021,Census Tract 110.21; Madison County; Alabama,3433,1760,795,Huntsville city,Alabama,40793,0.699675889083711,0.21109240629862427,01089,3433,1760,795,0.01223799999999999,0.007489313545,0.004155210934,0.7828613620883142,0.6900081448220466,0.8330542413309917,-0.27736537837614017,-0.4492582551440757,-0.2004020271264388,-11.65296661944721,-18.87471133331383,-8.419501187372537,-339.43975005672036,-549.8022526453198,-245.25200079733577,0.7639296123902395,0.6648744420451264,0.8179760875579196,-0.3090211241728489,-0.5040433753537604,-0.22252962551205577,-12.982921177014603,-21.17640154707981,-9.349149173237777,-378.1800517627324,-616.848282757932,-339.43975005672036,-1.3299545575673957,-2.3016902137659763,-0.9296479858652392,-38.74030170601211,-67.04603011261219,-27.07975490431807,0.8588046749486613,0.8154626031992519,0.903970121472696,-0.16440912488020543,-0.2262978045550641,-0.10623125283262427,-1.2023520842988178,-1.6549545968162194,-0.7768873434126445,-68.3154593351601,-94.03151118273972,-44.141326330263894,0.8458314707675909,0.7989957223118588,0.8948896470767382,-0.18226861326465113,-0.2515711562341588,-0.11745621738570453,-1.3329615811816409,-1.8397829455512305,-0.8589774313953542,-75.73645347622958,-104.5331219063199,-48.80553587473604,-0.13060949688282286,-0.1848283487350109,-0.08209008798270967,-7.420994141069481,-10.501610723580162,-4.664209544472141,0.8154626031992519,0.7738881439995688,0.903970121472696,-0.2262978045550641,-0.29217640527719096,-0.10623125283262427,-1.3473780942221134,-1.7396195641096412,-0.6325013327896457,-169.48152128580043,-218.82007095718757,-79.55991607416928,0.7989957223118588,-0.2515711562341588,-1.4978557379930584,0.7543033085382231,-0.3257266522374356,-1.939377877712618,0.8948896470767382,-0.11745621738570453,-0.699334819649921,-188.40952679157968,-243.9469028569331,-87.96664398112213,-0.15047764377094497,-0.1997583136029768,-0.06683348686027524,-18.928005505779243,-25.12683189974551,-8.40672790695286,0.3442
01089003000,01089003000,Census Tract 30; Madison County; Alabama,1655,1180,514,Huntsville city,Alabama,101401,0.5763501938922874,0.25332054969229734,01089,1655,1180,514,0.01223799999999999,0.007489313545,0.004155210934,0.823282689994708,0.7447225056825418,0.8649422875154207,-0.21464961203839708,-0.34278203272975494,-0.15614650183486542,-4.3474896307683695,-6.942669584884856,-3.1625740720481623,-262.6881952125903,-419.49665165467405,-191.0920889455083,0.8074281428296967,0.723092615494805,0.8524832285248589,-0.23850030356313792,-0.3829487102640512,-0.1730436054799633,-4.830558913334404,-7.7562010533299635,-3.5048061505945736,-291.8766715005682,-468.6526316211458,-262.6881952125903,-0.4830692825660341,-0.8135314684451078,-0.34223207854641124,-29.18847628797789,-49.15597996647177,-20.678675440870773,0.8861133415197614,0.8504017662098854,0.9229350983807536,-0.12852380518829917,-0.17591477315110923,-0.08349980595000996,-0.6301713543052937,-0.8625363268425501,-0.40941198187102434,-53.40435205977065,-73.09629888496188,-34.69593066703596,0.8754638202758784,0.836732366806451,0.915563094478154,-0.14225165773826884,-0.1951252750227544,-0.09222401605208078,-0.6974810594641428,-0.9567282780036812,-0.4521880830548571,-59.10856436136803,-81.0786676274306,-38.32102398769975,-0.06730970515884915,-0.0941919511611311,-0.04277610118383274,-5.704212301597386,-7.982368742468737,-3.625093320663792,0.8504017662098854,0.8157779432753484,0.9229350983807536,-0.17591477315110923,-0.22582377746694168,-0.08349980595000996,-0.6771851791696692,-0.8693102487382434,-0.3214331010410285,-131.74808933262048,-169.12650753662322,-62.53562277062811,0.836732366806451,-0.1951252750227544,-0.7511361437126791,0.7993355984338019,-0.2510389903306883,-0.9663763912518686,0.915563094478154,-0.09222401605208078,-0.355017010312877,-146.13543651997648,-188.0109710606748,-69.06945725931459,-0.07395096454300987,-0.09706614251362522,-0.03358390927184851,-14.387347187356006,-18.8844635240516,-6.533834488686481,0.9969
01089011028,01089011028,Census Tract 110.28; Madison County; Alabama,3256,1776,1013,Huntsville city,Alabama,106063,0.7062187908781585,0.24066203196191613,01089,3256,1776,1013,0.01223799999999999,0.007489313545,0.004155210934,0.7807731739610434,0.6872203304539236,0.8313956874053052,-0.28078170888834214,-0.455137392893308,-0.20279671298379032,-11.18828853779073,-18.13582692472735,-8.080826020901759,-343.6206553375531,-556.9971414228303,-248.18261734956263,0.7616884526020764,0.6619201453385777,0.8161848782011428,-0.3128727323931521,-0.5107562551801346,-0.225212604041357,-12.4670172408332,-20.35206772571245,-8.97403041792846,-382.8936499027395,-625.0635050894487,-343.6206553375531,-1.2787287030424697,-2.2162408009850942,-0.8932043970267021,-39.272994565186416,-68.06636366661837,-27.432567476250068,0.8573795873045501,0.8136495765343251,0.9029749139950402,-0.16634453957998144,-0.22903032071794285,-0.10745047786066488,-1.227565249820908,-1.690164664127748,-0.7929474152350037,-69.11966496739348,-95.1669292864723,-44.64794004701597,0.8442876828157233,0.797041882439539,0.8938059751861359,-0.18443040251987536,-0.25463921285950336,-0.11881104821630788,-1.3610326717999903,-1.8791494433021565,-0.8767845007320451,-76.63472251126073,-105.80796414989618,-49.36849666284037,-0.13346742197908257,-0.18898477917440837,-0.08383708549704139,-7.515057543867262,-10.641034863423894,-4.720556615824402,0.8136495765343251,0.7717268154875294,0.9029749139950402,-0.22903032071794285,-0.29579532540703757,-0.10745047786066488,-1.737578521649775,-2.244102888301151,-0.815191813408962,-171.52798831685834,-221.53039371186097,-80.47303192586001,0.797041882439539,-0.25463921285950336,-1.931864853734255,0.7519863375983535,-0.3298113941720495,-2.502171733909749,0.8938059751861359,-0.11881104821630788,-0.9013807642071692,-190.70729059568168,-247.00609416680643,-88.98131927020427,-0.19428633208448032,-0.258068845608598,-0.08618895079820732,-19.17930227882333,-25.47570045494551,-8.508287344344257,0.4803
01089001404,01089001404,Census Tract 14.04; Madison County; Alabama,2838,1539,439,Huntsville city,Alabama,160615,0.5986326724550619,0.25728872296839655,01089,2838,1539,439,0.01223799999999999,0.007489313545,0.004155210934,0.8158279415247829,0.7345251968790836,0.8590917432712367,-0.2257486525050851,-0.3614236846453866,-0.16402003375357202,-7.840576682555823,-12.552766463534905,-5.696652617190296,-276.2712009357232,-442.31030526902407,-200.7277173076214,0.799389488164181,0.7122088534640909,0.8461424809832689,-0.2509546532773734,-0.4040825175594638,-0.18183405569938915,-8.716017486842508,-14.034369329995531,-6.315359322816215,-307.1183046808495,-494.5161849892717,-276.2712009357232,-0.8754408042866855,-1.4816028664606282,-0.618706705625919,-30.84710374512634,-52.20587972024765,-21.800800057291017,0.8811157294213742,0.8439799826938322,0.919479298088762,-0.13492469446289052,-0.18486222482218115,-0.08757206614505514,-0.8628258306104716,-1.182169826773763,-0.5600119460019538,-56.064056569881195,-76.81415378646933,-36.38804067589044,0.8700340499154706,0.8297845816651639,0.9117927847250488,-0.1493803031009607,-0.2051320572783573,-0.0967404181658994,-0.9552675632360236,-1.3117927627007773,-0.6186423618736006,-62.0706668769346,-85.23669673169444,-40.19768433226774,-0.092441732625552,-0.12962293592701424,-0.05863041587164674,-6.006610307053411,-8.422542945225096,-3.809643656377306,0.8439799826938322,0.8080449394883119,0.919479298088762,-0.18486222482218115,-0.2375549318250073,-0.08757206614505514,-0.6077916211363028,-0.781035158814776,-0.28792019624212706,-138.44911643195965,-177.91233685985787,-65.58546611437974,0.8297845816651639,-0.2051320572783573,-0.6744349515438589,0.7910047040929687,-0.26421498484851935,-0.8686883116550957,0.9117927847250488,-0.0967404181658994,-0.3180639832881683,-153.62982950885169,-197.8788864817986,-72.45193241188343,-0.0666433304075561,-0.08765315284031971,-0.03014378704604126,-15.180713076892047,-19.966549621940707,-6.866466297503704,0.3231
01089000901,01089000901,Census Tract 9.01; Madison County; Alabama,2794,1828,756,Huntsville city,Alabama,20382,0.6113860360238441,0.24821441392990504,01089,2794,1828,756,0.01223799999999999,0.007489313545,0.004155210934,0.8115916336056604,0.7287517249312517,0.8557610117005505,-0.232146757794061,-0.37220944498530967,-0.16855054895854715,-7.937787589143109,-12.726947130518234,-5.763244201124231,-284.1012021883718,-455.5099187730219,-206.27216181547,0.7948246318227601,0.70605341071298,0.8425346018647628,-0.2581391667577213,-0.4163234463950676,-0.1868948738564833,-8.826545301050094,-14.235335945530048,-6.390491188718264,-315.91071227809925,-509.49663369828374,-284.1012021883718,-0.8887577119069858,-1.5083888150118143,-0.6272469875940327,-31.80951008972748,-53.98671492526179,-22.449784810094226,0.8782680421066215,0.8403263228479813,0.91750719838423,-0.1386045626815604,-0.19001389437720187,-0.08990970508029068,-1.0528022232840626,-1.4432933994733126,-0.682929447429636,-57.593119435670815,-78.95478115280703,-37.35937896223392,0.86694149067709525,0.8258340106353278,0.9096418405326232,-0.15348037988005847,-0.2108970896350992,-0.09933377670322346,-1.165794848611465,-1.6019164200393912,-0.7545121093929844,-63.77433526320925,-87.63218928005422,-41.27527950727486,-0.11299262532740252,-0.15862302056607858,-0.07158266196334839,-6.181215827538431,-8.677408127247187,-3.915900545040941,0.8403263228479813,0.8036519881293227,0.91750719838423,-0.19001389437720187,-0.24431969903754064,-0.08990970508029068,-1.0758436664704172,-1.3833188444720057,-0.5090616508960909,-142.30736328973774,-182.97868313121765,-67.33619720847763,0.8258340106353278,-0.2108970896350992,-1.194082669083952,0.7862756490432395,-0.2718186061298296,-1.5390154851153917,0.9096418405326232,-0.09933377670322346,-0.5624200003006294,-157.94744300052275,-203.57347686711532,-74.3941799339457,-0.11823900261353491,-0.15569664064338615,-0.05335834940453854,-15.640079710785043,-20.594793735897643,-7.057982725468062,0.1415
01089002100,01089002100,Census Tract 21; Madison County; Alabama,1657,1287,664,Huntsville city,Alabama,92092,0.587531715788155,0.23870255097124185,01089,1657,1287,664,0.01223799999999999,0.007489313545,0.004155210934,0.8195333629295177,0.739587842608023,0.8620014752735503,-0.22020657758871853,-0.3521044322114335,-0.16009082198224406,-4.465429575951432,-7.140102546605638,-3.24638028139679,-269.4888096530737,-430.90540414035235,-195.91914794187025,0.8033842291902947,0.7176104261580064,0.849295474639248,-0.2447344168155604,-0.39351375558166135,-0.1774465187451589,-4.962814076982488,-7.979815961719472,-3.598325452540193,-299.5059792988828,-481.58213408083714,-269.4888096530737,-0.497384501031056,-0.8397134151138337,-0.35194517114340274,-30.017169645809055,-50.67672994048483,-21.239901698455206,0.8836019675273702,0.8471731804237684,0.9211993303047064,-0.13173129616081836,-0.18039619656017125,-0.08554138838684201,-0.7044668916166056,-0.964714927689303,-0.45745451337456144,-54.73713221574247,-74.95842483988369,-35.54425123345466,0.8727348964967568,0.8332386726121069,0.9136691788225952,-0.14582332391439567,-0.200136326924332,-0.09448805232617737,-0.7798276242402197,-1.0702803376035124,-0.50529909335947,-60.59266699613207,-83.16086539265831,-39.261778815809635,-0.07536073262361409,-0.10556540991420936,-0.04784457998490854,-5.855534780389595,-8.202440552774622,-3.717527582354976,0.8471731804237684,0.8118882550885296,0.9211993303047064,-0.18039619656017125,-0.23169659584613456,-0.08554138838684201,-0.8970930024340764,-1.1522049731909618,-0.4253891290592446,-135.1043678364573,-173.5248453600846,-64.06462787036814,0.8332386726121069,-0.200136326924332,-0.9952587795097494,0.7951441804663244,-0.25763355195976506,-1.2811869710249166,0.9136691788225952,-0.09448805232617737,-0.4698800316844003,-149.8883704080948,-192.94984503387295,-70.76506501271088,-0.09816577707567298,-0.1289819978339548,-0.04449090262515576,-14.784002571637496,-19.424999673788378,-6.700437142342734,0.9826
01089000302,01089000302,Census Tract 3.02; Madison County; Alabama,2574,1669,702,Huntsville city,Alabama,106006,0.7882386685505588,0.1826164773750688,01089,2574,1669,702,0.01223799999999999,0.007489313545,0.004155210934,0.7550640102324971,0.653214019897135,0.8108825601513594,-0.3243910270495913,-0.5308918203523482,-0.23322420427113383,-10.218515879370678,-16.72341724689302,-7.346705167753729,-396.9897389032897,-649.7054097472036,-285.41978118701354,0.7341455105800292,0.6259808495140223,0.7940607983413401,-0.3621277874599085,-0.5974929596909329,-0.25934941265055816,-11.40724692719304,-18.821393895955715,-8.169665220333123,-443.1719862934359,-731.2118840697636,-396.9897389032897,-1.1887310478223636,-2.0979766490626943,-0.8229600525793934,-46.182247390146216,-81.50647432256,-31.972030014739445,0.8397144629125587,0.7912610875121654,0.8905918506466486,-0.1908810008243626,-0.26380535550426054,-0.12284881034326936,-1.3237687214477667,-1.829502552159592,-0.8519622796253322,-79.31508217182545,-109.61668976390604,-51.046271996724514,0.8251725961777083,0.7729506904569414,0.880332202241554,-0.2118676803278632,-0.2937435884931223,-0.1359348180763362,-1.4693123312035956,-2.037125606496662,-0.9427143589357132,-88.0354901859554,-122.05665706990185,-56.4837842382093,-0.14554360975582892,-0.20762305433706985,-0.0907520793103811,-8.720408014129953,-12.439967305995795,-5.437512241484787,0.7912610875121654,0.7451396921357687,0.8905918506466486,-0.26380535550426054,-0.34203024017380396,-0.12284881034326936,-1.3869561575995624,-1.7982233407943575,-0.6458773880222703,-197.57210222215988,-256.1571710533273,-92.00532592909836,0.7729506904569414,-0.2937435884931223,-1.54435636091303,0.7235382045273716,-0.3820970250675544,-2.008874386590533,0.880332202241554,-0.1359348180763362,-0.7146770489278633,-219.99378360584473,-286.16444253426397,-101.80584742562156,-0.1574002033134676,-0.2106510457961752,-0.06879966090559297,-22.42168138368484,-30.00727148093664,-9.800521496523215,0.9237
01089000502,01089000502,Census Tract 5.02; Madison County; Alabama,1289,940,533,Huntsville city,Alabama,76067,0.7756444589442697,0.18788403518242217,01089,1289,940,533,0.01223799999999999,0.007489313545,0.004155210934,0.7589559470816024,0.6583242178789847,0.8139991578122873,-0.3175995310996367,-0.5190083743566962,-0.2285024995450985,-5.010063366398988,-8.187243961651273,-3.604577116779028,-388.6783061597353,-635.1624485377248,-279.6413589432915,0.7383091066246861,0.6313698150789979,0.79741858096434,-0.35444624890471865,-0.5838577900257689,-0.2540465244623128,-5.591312307189675,-9.210229356658278,-4.007528541250651,-433.7713194095947,-714.5251634335359,-388.6783061597353,-0.5812489407906867,-1.0229853950070051,-0.40295142447162346,-45.093013249859325,-79.3627148958111,-31.260777693686848,0.842403112804375,0.7946583911513309,0.8924821842761241,-0.187080133964584,-0.25840236652023835,-0.1204705456513752,-0.7307159730927948,-1.0092933584121877,-0.4705456968046079,-77.73574181838242,-107.37163387363698,-50.05805285155404,0.8280793587339382,0.77660202926763,0.8823878328534639,-0.20761372621207896,-0.2876608125052727,-0.13328851868480793,-0.8109180956926182,-1.123573872200919,-0.5206113956028305,-86.2678825204913,-119.52913534052333,-55.38419102157772,-0.0802021225998234,-0.11428051378873127,-0.05006569879822259,-8.532140702108872,-12.157501466886306,-5.32613817002368,0.7946583911513309,0.749161834698285,0.8924821842761241,-0.25840236652023835,-0.33482507207903445,-0.1204705456513752,-1.0314916311601603,-1.3365561020319516,-0.48089482040776527,-193.52563436400757,-250.76099475271135,-90.22416893203852,0.77660202926763,-0.2876608125052727,-1.1482856163729498,0.7278354575156837,-0.37393691070409496,-1.4926829005761009,0.8823878328534639,-0.13328851868480793,-0.5320616579660696,-215.43820194614443,-280.05307703116335,-99.82395083791177,-0.1167939852127895,-0.15612679854414924,-0.05116683755830437,-21.912567582136862,-29.292082278452018,-9.59978190587324,0.7658
01089001000,01089001000,Census Tract 10; Madison County; Alabama,2265,1533,678,Huntsville city,Alabama,28713,0.5749319897484485,0.22972035472293803,01089,2265,1533,678,0.01223799999999999,0.007489313545,0.004155210934,0.8237594586280642,0.7453763010499694,0.8653160005839082,-0.21394660726015433,-0.34160423210579216,-0.155647184757023,-5.9304009829067255,-9.4689516220367,-4.3143952095828535,-261.82785796497683,-418.0552592510684,-190.48102470564473,0.807942503592561,0.7237909331625514,0.8528884001880945,-0.23771183661392328,-0.38161443337038414,-0.17248634144802735,-6.589151038929901,-10.577997191604014,-4.781160972641771,-290.9117456481193,-467.0197435586761,-261.82785796497683,-0.6587500560231758,-1.1090455695673145,-0.4667657630589179,-29.08388768314242,-48.9644843076077,-20.607759958451123,0.8864323803536642,0.8508121409722912,0.9231554874678608,-0.12811763442240812,-0.17534759066463235,-0.08324113713814042,-0.8161014343331843,-1.116953344427703,-0.5302409127379266,-53.2355795390205,-72.86062259802368,-34.58844831949945,0.8758105515211074,0.8371765337379679,0.9158035889358084,-0.14179944311381085,-0.19449119713739504,-0.09193719273586848,-0.9032537123756602,-1.2388969376821777,-0.5856342508864316,-58.92065964616178,-80.81519489120534,-38.20184284973461,-0.08715227804247594,-0.12194359325447456,-0.055393338148505,-5.685080107141288,-7.954572293181642,-3.61339453023516,0.8508121409722912,0.8162726202521119,0.9231554874678608,-0.17534759066463235,-0.22508090457712832,-0.08324113713814042,-0.8903720322047723,-1.1429055948770903,-0.422678065639777,-131.32330858477468,-168.57014673703395,-62.34189758698776,0.8371765337379679,-0.19449119713739504,-0.9875785677167546,0.7998687918079176,-0.250205046429843,-1.2704798213264676,0.9158035889358084,-0.09193719273586848,-0.4668345018095985,-145.66055571043577,-187.38640432543772,-68.85464628460154,-0.09720653551198222,-0.12757422644937733,-0.04415643616982151,-14.337247125661095,-18.816257588403737,-6.512748697613793,0.1115
