geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
51810046016,51810046016,Census Tract 460.16; Virginia Beach city; Virginia,2503,1964,857,Chesapeake city,Virginia,178226,0.8144418744403638,0.13768979889983823,51810,2503,1964,857,0.010756,0.00741752448699999,0.003469242894,0.7470303818659315,0.6427086331024978,0.8044364306451365,-0.3386336409801718,-0.5559149955288093,-0.2431063063591324,-9.116785636283968,-14.966492494845404,-6.544973132290667,-364.2343442382728,-597.9421691907872,-261.4851431198828,0.7255579273497405,0.6149156509214799,0.7871199199041309,-0.37824970592316376,-0.6262393037182468,-0.2704544437419362,-10.183339953784602,-16.859782366836036,-7.28124701621133,-406.8453836909549,-673.5829950793462,-364.2343442382728,-1.0665543175006338,-1.893289871990632,-0.7362738839206626,-42.61103945268213,-75.64082588855901,-29.415656568943778,0.8341479918718716,0.7842392136690522,0.8866716897971245,-0.198828037403708,-0.27512113978783836,-0.12781315960229386,-1.3547333325694924,-1.874563484265145,-0.8708668551743337,-68.97827558907802,-95.4462059198139,-44.34148957099459,0.819157514285999,0.7654087269305401,0.8760706410960571,-0.22076643693078787,-0.3064915055387771,-0.14146046344949317,-1.50421265897966,-2.088308390127705,-0.9638540297344544,-76.58923925558351,-106.32934776617644,-49.0760707604101,-0.1494793264101677,-0.2137449058625598,-0.09298717456012062,-7.610963666505484,-10.883141846362514,-4.73458118941551,0.7842392136690522,0.7368403893912536,0.8866716897971245,-0.27512113978783836,-0.35714601750612196,-0.12781315960229386,-1.7488951471163685,-2.270312406055265,-0.8124850556320018,-204.07177912676408,-264.91393302861906,-94.8057241110854,0.7654087269305401,-0.3064915055387771,-1.9483108680144083,0.7146785798295225,-0.39923040681943656,-2.537835229987188,0.8760706410960571,-0.14146046344949317,-0.8992384890031894,-227.3408247391375,-296.1301318538142,-104.9286451578984,-0.19941572089804005,-0.2675228239319227,-0.08675343337118757,-23.269045612373404,-31.216198825195185,-10.12292104681302,0.0493
51550020002,51550020002,Census Tract 200.02; Chesapeake city; Virginia,3700,1610,673,Chesapeake city,Virginia,86201,0.5892730699211535,0.26906558130742064,51550,3700,1610,673,0.010717,0.00741752448699999,0.003469242894,0.8189510001526761,0.7387913881241602,0.8615443886215947,-0.2210742764995356,-0.35356206917769517,-0.16070630046111004,-8.766236178608436,-14.01976137289623,-6.37247086155435,-236.9253021245523,-378.91246953773594,-172.22894220417163,0.8027562756358322,0.716760405989155,0.8488001037190099,-0.24570810637131263,-0.3951663507695632,-0.17813369204187074,-9.743038971131025,-15.669491790430412,-7.063517477167097,-263.3253775981358,-423.4997781197409,-236.9253021245523,-0.9768027925225872,-1.6497304175341831,-0.6910466156127466,-26.40007547358344,-44.58730858200495,-18.67693555710126,0.8832114997930374,0.8466714809490111,0.9209293044298776,-0.13223163447750583,-0.1810956463056097,-0.08585968020539102,-0.738577289819679,-1.0115063023689188,-0.47956761754820104,-45.87436582730925,-62.826478408007375,-29.78680854336653,0.8723106737927457,0.8326958965456357,0.9133745826755048,-0.14638056147137352,-0.20091861164251004,-0.09484106407991728,-0.8176058535539114,-1.1222270997981292,-0.5297329670660291,-50.78297227042928,-69.70354657131237,-32.902668761865165,-0.0790285637342324,-0.11072079742921036,-0.05016534951782808,-4.908606443120025,-6.877068163304992,-3.115860218498639,0.8466714809490111,0.8112841658661675,0.9209293044298776,-0.1810956463056097,-0.23261372780812267,-0.08585968020539102,-0.90402837611672,-1.161206328825586,-0.428611006688658,-134.3281390960951,-172.54180220291025,-63.68662803694769,0.8326958965456357,-0.20091861164251004,-1.0029844997393391,0.7944934108954733,-0.25866367963064696,-1.291247531496431,0.9133745826755048,-0.09484106407991728,-0.4734460209201258,-149.03187217523612,-191.86441775578467,-70.34859151859224,-0.0989561236226192,-0.13004120267084485,-0.04483501423146779,-14.703733079141038,-19.322615552874417,-6.661963481644546,0.6878
51740212802,51740212802,Census Tract 2128.02; Portsmouth city; Virginia,1729,1401,580,Chesapeake city,Virginia,108854,0.6600855338015861,0.22266074937701655,51740,1729,1401,580,0.01635099999999999,0.00741752448699999,0.003469242894,0.7956164261948689,0.7071197956586893,0.8431607806130498,-0.25688707155358775,-0.41418753390787166,-0.18601341878462935,-7.262423316555821,-11.709445654417836,-5.258762854836583,-420.0360506972713,-677.2380366927608,-304.1505410547474,0.7776319843776194,0.6830339566565112,0.8288986588980355,-0.28595533631548564,-0.46405605498012864,-0.20642009643185108,-8.0842087123794,-13.119272579560564,-5.8356775693931935,-467.5655704094506,-758.7780554980084,-420.0360506972713,-0.8217853958235795,-1.4098269251427276,-0.5769147145566107,-47.52951971217926,-81.5400188052474,-33.36695862097228,0.8674783892254897,0.8265195250175889,0.9100154505993704,-0.15276646936741503,-0.2098927729247768,-0.09888244132708134,-0.742507567600417,-1.0201647843707038,-0.4806091368884038,-52.998398829437335,-72.81690109712376,-34.30472069153489,0.8552331587493055,0.8109207795307595,0.9014749073766752,-0.16927178251881836,-0.233166081375608,-0.10929321694603374,-0.8227301450500318,-1.1332825890787497,-0.5312097674696515,-58.7244928658124,-80.89097709341537,-37.91647162524279,-0.08022257744961481,-0.11311780470804568,-0.05060063058124775,-5.726094036375075,-8.074075996291626,-3.611750933707905,0.8265195250175889,0.7870958329236127,0.9100154505993704,-0.2098927729247768,-0.27049332263082826,-0.09888244132708134,-0.90299317403204,-1.1637066896268125,-0.42540849932922054,-155.6884782813862,-200.63908441841593,-73.34629298779664,0.8109207795307595,-0.233166081375608,-1.0031187685220158,0.7684761162632348,-0.30127661593774085,-1.2961414721256383,0.9014749073766752,-0.10929321694603374,-0.470197365516921,-172.95151181414064,-223.4726676078687,-81.06851129602084,-0.10012559448997572,-0.1324347824988259,-0.04478886618770039,-17.263033532754434,-22.833583189452742,-7.722218308224206,0.4037
51810046221,51810046221,Census Tract 462.21; Virginia Beach city; Virginia,2611,1215,464,Chesapeake city,Virginia,59503,0.7051776280063538,0.21114523992648665,51810,2611,1215,464,0.010756,0.00741752448699999,0.003469242894,0.7811050914008298,0.6876631967359086,0.8316593896976167,-0.28023746229410074,-0.4542002607477651,-0.20241533058815145,-7.870165351120692,-12.755721970018334,-5.684615141349876,-301.42341444353474,-488.53780046029624,-217.7179295806157,0.7620446448598659,0.6623893787108455,0.816469648213256,-0.3122590739862653,-0.5096860428925032,-0.22478527179592991,-8.769457604068059,-14.313980014965455,-6.312850691154066,-335.8658599796269,-548.2183077351764,-301.42341444353474,-0.899292252947367,-1.558258044947122,-0.6282355498041898,-34.44244553609219,-59.68050727488019,-24.06110876308655,0.8576062012088324,0.8139378110344011,0.9031332066441332,-0.16603634464216507,-0.2285950922087523,-0.1072563744121478,-0.6998647966866129,-0.9635580575869136,-0.4520995739401398,-57.60204087955662,-79.30518992484885,-37.209841476554715,0.8445331550023534,0.7973524743064495,0.8939783305514731,-0.18408613572691937,-0.25415049457244954,-0.11859534602267675,-0.7759470146792594,-1.0712774037219983,-0.4998948146625307,-63.863951825453455,-88.17097973020563,-41.14360614506426,-0.07608221799264647,-0.10771934613508471,-0.04779524072239094,-6.261910945896829,-8.865789805356767,-3.933764668509543,0.8139378110344011,0.7720703404124956,0.9031332066441332,-0.2285950922087523,-0.295218774322723,-0.1072563744121478,-0.7867628980468294,-1.016063714228269,-0.36914762758527114,-169.56096940664426,-218.97924875609243,-79.55767835889465,0.7973524743064495,-0.25415049457244954,-0.8747177278296775,0.7523545572496114,-0.32916055384273607,-1.132882201283301,0.8939783305514731,-0.11859534602267675,-0.4081733217896935,-188.51675168743049,-244.1556468282976,-87.9683883167443,-0.08795482978284808,-0.11681848705503216,-0.03902569420442237,-18.955782280786224,-25.17639807220521,-8.410709957849647,0.57
51800075504,51800075504,Census Tract 755.04; Suffolk city; Virginia,2036,1053,490,Chesapeake city,Virginia,369144,0.8495581917161942,0.12500153120465812,51800,2036,1053,490,0.012136,0.00741752448699999,0.003469242894,0.7363979569896874,0.6288942520100022,0.795877909574282,-0.3579613991433224,-0.5900924468683102,-0.2564741249507776,-8.844830983446842,-14.5805329000546,-6.337192480099769,-434.421954000336,-716.1361935193812,-311.2569980402637,0.7142065560135848,0.6003926789314248,0.7779131189682968,-0.4001551674092713,-0.6655766052640647,-0.285490597364195,-9.887392415378274,-16.445663119502825,-7.054157479249769,-485.6283111678917,-807.7437681484688,-434.421954000336,-1.042561431931432,-1.865130219448224,-0.71696499915,-51.206357167555595,-91.6075746290876,-35.21439092092338,0.8267458853518371,0.7749264402367809,0.8814451172605817,-0.20956150821897512,-0.29044506430113187,-0.13450058366409884,-0.7655518212265661,-1.061028572621551,-0.4913457994036504,-72.70197732446022,-100.7624475424075,-46.66151941155274,0.8111650799824652,0.7554166051971961,0.8703918262896457,-0.232794685912289,-0.32377286006171013,-0.14890784793195397,-0.8504252392848656,-1.182778768823219,-0.5439771604435985,-80.76213098621706,-112.32466940391444,-51.6597493298764,-0.08487341805829951,-0.12175019620166803,-0.05263136103994809,-8.06015366175684,-11.562221861506938,-4.998229918323656,0.7749264402367809,0.7258628153618288,0.8814451172605817,-0.29044506430113187,-0.3776707923817794,-0.13450058366409884,-1.0556478545251482,-1.3726773517531057,-0.48885407269368014,-215.43833765819352,-280.1382350516542,-99.76613728442452,0.7554166051971961,-0.32377286006171013,-1.1767806276895418,0.7029751996135793,-0.4225252904365519,-1.535704927213056,0.8703918262896457,-0.14890784793195397,-0.541218528087453,-240.1593117733759,-313.409168818991,-110.45276083417409,-0.12113277316439364,-0.1630275754599506,-0.05236445539377282,-24.720974115182376,-33.27093376733686,-10.686623549749555,0.7894
51550021605,51550021605,Census Tract 216.05; Chesapeake city; Virginia,2632,1928,781,Chesapeake city,Virginia,111064,0.7023547391991256,0.19188568375523027,51550,2632,1928,781,0.010717,0.00741752448699999,0.003469242894,0.7820057241111666,0.6888653696528505,0.8323747825376595,-0.2787630181820053,-0.4516624641821433,-0.2013819026944831,-7.863108595734442,-12.740108166580558,-5.680408328297274,-298.75032658565505,-484.04666286400294,-215.82098511767757,0.7630112216810633,0.6636632781407236,0.8172422407306845,-0.3105967141568429,-0.5067882056116406,-0.22362740220808264,-8.761046242148907,-14.295047893189157,-6.307890336429305,-332.8664985618886,-543.1249199539953,-298.75032658565505,-0.8979376464144657,-1.5549397266085982,-0.6274820081320316,-34.1161719762335,-59.078257089992334,-23.8405018287246,0.8582209173802199,0.8147198106016669,0.9035625226813496,-0.16520115013343045,-0.22741583914782257,-0.10673027587783213,-1.1049809823970274,-1.5211163914491037,-0.7138868282438617,-57.31229161810308,-78.89607839466305,-37.02732511638287,0.8451990590823153,0.7981951863029926,0.8944458022240147,-0.1831532338497414,-0.2528263978034101,-0.11801072520383872,-1.2250570901293354,-1.6910800027425483,-0.7893383730307059,-63.54030550463357,-87.71161839950977,-40.94078698292043,-0.12007610773230804,-0.16996361129344506,-0.07545154478684413,-6.2280138865305,-8.815540004846737,-3.9134618665375585,0.8147198106016669,0.7730025037761054,0.9035625226813496,-0.22741583914782257,-0.2936568705987566,-0.10673027587783213,-1.3174396559318995,-1.701179689213255,-0.6182977336007345,-168.6862555610627,-217.82070284420675,-79.16744348280851,0.7981951863029926,-0.2528263978034101,-1.4646452233967686,0.7533538128920159,-0.32739754267804827,-1.8966423253322775,0.8944458022240147,-0.11801072520383872,-0.6836463537078475,-187.5345996666797,-242.84792897980503,-87.53474439281018,-0.14720556746486912,-0.1954626361190228,-0.06534862010711306,-18.848344105617045,-25.027226135598315,-8.367300910001672,0.0786
51550021406,51550021406,Census Tract 214.06; Chesapeake city; Virginia,1883,1431,565,Chesapeake city,Virginia,51525,0.6733642498367276,0.22138908754364403,51550,1883,1431,565,0.010717,0.00741752448699999,0.003469242894,0.7913153463974995,0.7013337186677048,0.8397574267724554,-0.2637186989391111,-0.4258547298989979,-0.19082007270054752,-5.321872617366844,-8.593795719236796,-3.8507702481251194,-282.62732965304536,-456.38851403275606,-204.5018719131768,0.7730089942786128,0.6768885866617761,0.8252190381068174,-0.293646008521828,-0.47734800040242725,-0.2117994784683563,-5.9258090466774345,-9.632935633749026,-4.274136985233541,-314.70042733284305,-511.57385203128126,-282.62732965304536,-0.6039364293105907,-1.03913991451223,-0.423366737108422,-32.0730976797977,-55.18533799852523,-22.4836291613607,0.864559481180409,0.8227943931819004,0.9079833377469492,-0.15665841595383345,-0.2153704598457608,-0.10134179607456142,-0.7777286038527133,-1.0692037579157052,-0.50310998673842,-54.34860963331329,-74.7172437397418,-35.157930589686934,0.8520682162877509,0.8069013757917729,0.899260809277849,-0.17361495345613415,-0.2393088300521843,-0.11202444238957722,-0.8619091067484329,-1.1880454755840215,-0.5561438410222395,-60.23124435698343,-83.02204581299942,-38.86400007143532,-0.08418050289571966,-0.11884171766831653,-0.05303385428381946,-5.882634723670137,-8.304802073257619,-3.70606948174839,0.8227943931819004,0.7826410030958734,0.9079833377469492,-0.2153704598457608,-0.27772503107341057,-0.10134179607456142,-0.9025963477205452,-1.16391820353152,-0.4247134684758852,-159.7515659682381,-206.00322186398583,-75.17052539396198,0.8069013757917729,-0.2393088300521843,-1.0029196953800803,0.7636930826056728,-0.30942655207516456,-1.2967761502242152,0.899260809277849,-0.11202444238957722,-0.4694833851804736,-177.50791068673988,-229.51790269455137,-83.09440445672098,-0.100323347659535,-0.13285794669269513,-0.04476991670458835,-17.75634471850177,-23.51468083056551,-7.923879062759001,0.4256
51740213002,51740213002,Census Tract 2130.02; Portsmouth city; Virginia,2737,1929,851,Chesapeake city,Virginia,128346,0.6309189287457407,0.2762670502901028,51740,2737,1929,851,0.01635099999999999,0.00741752448699999,0.003469242894,0.8051459642106739,0.7199970022105425,0.8506847223461643,-0.24201082095760315,-0.38889467168583935,-0.17552363846623267,-10.830634520928651,-17.40408151792413,-7.85515445338047,-395.7118933477769,-635.8816776735158,-286.998701256137,0.7878836395295397,0.6967287905457512,0.8370386205750051,-0.2692229535279081,-0.4352787104099644,-0.19468800533128125,-12.048450572450015,-19.479891884740777,-8.71281136524516,-440.2064513134824,-711.7242193913328,-395.7118933477769,-1.2178160515213623,-2.075810366816647,-0.8576569118646908,-44.4945579657056,-75.84254171781684,-31.335656261040953,0.8739243920080758,0.8347610634258059,0.9144949520605417,-0.14426374769358669,-0.19794758502039383,-0.0934997484095438,-0.9654374584056764,-1.3246987994900556,-0.625716168540193,-50.04859815477845,-68.67282527164622,-32.437333776059766,0.8622262630927745,0.8198197980638782,0.9063573141933908,-0.15978837899582887,-0.21978025215009833,-0.10331762577537756,-1.0693309231654873,-1.4708067094875727,-0.6914190684200809,-55.43446983750582,-76.2471078013257,-35.84339390461798,-0.10389346475981089,-0.1461079099975171,-0.06570289987988798,-5.385871682727365,-7.5742825296794765,-3.4060601285582153,0.8347610634258059,0.796970054051074,0.9144949520605417,-0.19794758502039383,-0.25475228952067347,-0.0934997484095438,-1.249507181235624,-1.6080762751387114,-0.590199709026067,-146.82810590312857,-188.9631345638909,-69.35366733561304,0.8198197980638782,-0.21978025215009833,-1.387321817172113,0.7790874409998303,-0.28355297155947584,-1.7898752045283266,0.9063573141933908,-0.10331762577537756,-0.6521732272775581,-163.0225402082389,-210.32611099040264,-76.63610191275653,-0.1378146359364889,-0.18179892938961517,-0.06197351825149111,-16.19443430511033,-21.36297642651177,-7.2824345771434915,0.2585
51810046217,51810046217,Census Tract 462.17; Virginia Beach city; Virginia,3564,2599,839,Chesapeake city,Virginia,152323,0.739182405513186,0.19589027935768108,51810,3564,2599,839,0.010756,0.00741752448699999,0.003469242894,0.7703371471266336,0.6733455095649041,0.8230898626825954,-0.298132906779858,-0.4851216586358024,-0.2149341710282072,-11.42874133153528,-18.596839948861767,-8.23936904691697,-320.67175453241526,-521.7968560286691,-231.18319435793967,0.7504969384918118,0.6472346584497608,0.8072201199784343,-0.332450472095977,-0.545034690192848,-0.2388194685071972,-12.744284058308468,-20.89356910717367,-9.154997212430803,-357.58372778643286,-586.2393127714273,-320.67175453241526,-1.315542726773188,-2.2967291583119014,-0.9156281655138354,-36.911973254017624,-64.44245674275818,-25.691025968401664,0.8502357804052567,0.8045765441108023,0.8979776267621338,-0.1761443390718744,-0.2428898248645501,-0.11361349124669344,-1.5882164037762665,-2.1900312334353007,-1.0244031198451482,-61.10874966434269,-84.2643798936245,-39.41527971701225,0.8365527190450056,0.7872707282982909,0.8883662848841832,-0.19538192541120783,-0.270211077403487,-0.1256618097909586,-1.7616732991507154,-2.436375008561379,-1.1330375343869388,-67.78273563488709,-93.74278601621312,-43.59513406644628,-0.17345689537444886,-0.2463437751260784,-0.10863441454179056,-6.673985970544396,-9.478406122588629,-4.179854349434035,0.8045765441108023,0.7609293523002968,0.8979776267621338,-0.2428898248645501,-0.3141824493653587,-0.11361349124669344,-1.5115769865802149,-1.9552525936931229,-0.7070511859823873,-180.16412235759415,-233.04560115531856,-84.27308533759086,0.7872707282982909,-0.270211077403487,-1.6816054206878752,0.7404210731406309,-0.35058284572900905,-2.18178329120742,0.8883662848841832,-0.1256618097909586,-0.7820315234611389,-200.4297283299017,-260.0456842917068,-93.20995512051717,-0.17002843410766033,-0.2265306975142971,-0.07498033747875166,-20.265605972307547,-27.000083136388213,-8.936869782926301,0.2967
51550020001,51550020001,Census Tract 200.01; Chesapeake city; Virginia,1139,706,314,Chesapeake city,Virginia,78540,0.5678269620727416,0.27855947357482347,51550,1139,706,314,0.010717,0.00741752448699999,0.003469242894,0.8261521703513832,0.7486603860289854,0.867190689140046,-0.21043076068501393,-0.33571913067841097,-0.15314891237088232,-2.5686573805156145,-4.098010290844324,-1.8694371621278916,-225.51864622612945,-359.79019234805304,-164.1296893878746,0.8105243245257887,0.7272995841216962,0.8549211610870193,-0.2337692648336832,-0.3749492256449221,-0.16969850030208064,-2.853542635582522,-4.576878839558522,-2.071452404792897,-250.5305211222583,-401.833085123663,-225.51864622612945,-0.28488525506690765,-0.47886854871419793,-0.20201524266500528,-25.01187489612885,-42.04289277561,-17.736193385865256,0.8880324556173008,0.8528710510516585,0.9242604021060076,-0.12608496871307123,-0.17251019221126063,-0.08194616768327742,-0.3088180835141125,-0.42252670948087206,-0.2007095589075743,-43.74193817480347,-59.84797584714902,-28.42911599257426,0.8775497006811036,0.8394053072599631,0.9170093878208878,-0.13953659744155517,-0.19131960609620124,-0.09050137684666984,-0.34176496248370003,-0.46859633385608046,-0.22166370851690304,-48.40863491270539,-66.37341839321253,-31.397125852252557,-0.03294687896958753,-0.04606962437520839,-0.02095414960932873,-4.666696737901917,-6.525442546063512,-2.9680098596782907,0.8528710510516585,0.8187554102898363,0.9242604021060076,-0.17251019221126063,-0.22136597503032532,-0.08194616768327742,-0.40179395254500816,-0.5155840876780855,-0.1908610394976467,-127.95985749841024,-164.19875403760685,-60.78377054065183,0.8394053072599631,-0.19131960609620124,-0.4456030090013949,0.8025453838654936,-0.2460354518313444,-0.5730418324295392,0.9170093878208878,-0.09050137684666984,-0.21078700016435997,-141.9117863061767,-182.4973988629106,-67.12961788673884,-0.04380905645638672,-0.05745774475145371,-0.01992596066671323,-13.95192880776647,-18.29864482530373,-6.345847346087018,0.1666
51550020905,51550020905,Census Tract 209.05; Chesapeake city; Virginia,2314,1758,825,Chesapeake city,Virginia,78217,0.6387102163074825,0.2368858960907917,51550,2314,1758,825,0.010717,0.00741752448699999,0.003469242894,0.8025892180790392,0.716534328697798,0.8486683012057371,-0.2459673983578481,-0.3956065466079785,-0.17831666220979372,-6.099779455377249,-9.810701343034692,-4.42209951384006,-263.6032608201058,-423.9715359997706,-191.10196689023593,0.7851319544548006,0.6930438311830657,0.8348563968189481,-0.27367125274426624,-0.4429101811539719,-0.19781078974815108,-6.786811163437938,-10.98379070404235,-4.9055370728533845,-293.29348156603015,-474.6668411427118,-263.6032608201058,-0.6870317080606894,-1.1730893610076585,-0.48343755901332486,-29.690220745924343,-50.69530514294116,-20.8918564828576,0.8721977946172844,0.8325514872576298,0.913296187019448,-0.1465289251720643,-0.20112691563849655,-0.09493504321255372,-0.8936695121919724,-1.2266587800072035,-0.5790020888917401,-50.834443241864186,-69.77581228709917,-32.935272405673494,0.8603526141491297,0.8174330842146299,0.9050504922781698,-0.16231412975827195,-0.22334172583774975,-0.104910729878535,-0.9899423543345158,-1.3621453303309126,-0.6398430936701405,-56.310714125967905,-77.48266952963097,-36.3960804135461,-0.0962728421425434,-0.13548655032370904,-0.06084100477840037,-5.4762708841037195,-7.7068572425318,-3.4608080078726036,0.8325514872576298,0.7943202875185734,0.913296187019448,-0.20112691563849655,-0.25893800739241124,-0.09493504321255372,-1.2307876529382484,-1.5845601836197627,-0.5809509813554042,-149.18638217433315,-192.0679010448197,-70.41830077035203,0.8174330842146299,-0.22334172583774975,-1.3667302443055382,0.7762385736972228,-0.2882637295863847,-1.7640177001597876,0.9050504922781698,-0.104910729878535,-0.6419967739540375,-165.66427203703495,-213.8203272920955,-77.81779078230758,-0.1359425913672898,-0.17945751654002495,-0.0610457925986333,-16.477889862701797,-21.752426247275753,-7.3994900119555505,0.6209
