geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
51810046010,51810046010,Census Tract 460.10; Virginia Beach city; Virginia,1796,1109,595,Norfolk city,Virginia,57937,0.653466258617188,0.20868259532686856,51810,1796,1109,595,0.010756,0.00741752448699999,0.003469242894,0.7977691845702323,0.7100218874959985,0.8448624583390159,-0.2534953960884211,-0.4084072866072538,-0.1836246126570492,-4.896967278667394,-7.889520479446727,-3.5472191353956406,-272.65964803270566,-439.2828774747621,-197.50663337392209,0.7799468034412763,0.686118153846676,0.8307390275849166,-0.2821387248307274,-0.45747491797668705,-0.20374746676721153,-5.450292687205629,-8.837397991092013,-3.935947923576436,-303.46841242793033,-492.0600217757245,-272.65964803270566,-0.5533254085382353,-0.9478775116452862,-0.3887287881807957,-30.808764395224685,-52.77714430096249,-21.64414188089063,0.8689371072351156,0.8283827512269629,0.9110301316236036,-0.15083127613448966,-0.20717144160576184,-0.09765853541840357,-0.5803067992110859,-0.7970694092582525,-0.375730508662967,-52.327033292253006,-71.87280516305252,-33.880118003874394,0.8568152312842325,0.8129318741188464,0.9025806430061925,-0.16711277237818917,-0.2301153784675015,-0.10793424138738056,-0.6429480710592665,-0.8853436909772867,-0.41526516084726794,-57.97547980696722,-79.83261415485002,-37.44500999524508,-0.06264127184818069,-0.08827428171903418,-0.03953465218430097,-5.6484465147142195,-7.959808991797491,-3.564891991370691,0.8283827512269629,0.7893259719182689,0.9110301316236036,-0.20717144160576184,-0.26690370718416623,-0.09765853541840357,-0.9143360484651082,-1.1779600463072302,-0.4310088238091862,-153.6699241117829,-197.97647837096304,-72.4384577830565,0.8129318741188464,-0.2301153784675015,-1.015597440497689,0.7708715758447555,-0.29723293909774184,-1.3118158994397853,0.9025806430061925,-0.10793424138738056,-0.4763599026936152,-170.68864546179648,-220.4732604100479,-80.06048784766641,-0.10126139203258087,-0.1338558531325551,-0.04535107888442896,-17.018721350013596,-22.49678203908489,-7.622030064609909,0.3646
51550020002,51550020002,Census Tract 200.02; Chesapeake city; Virginia,3700,1610,673,Norfolk city,Virginia,86201,0.5892730699211535,0.26906558130742064,51550,3700,1610,673,0.010717,0.00741752448699999,0.003469242894,0.8189510001526761,0.7387913881241602,0.8615443886215947,-0.2210742764995356,-0.35356206917769517,-0.16070630046111004,-8.766236178608436,-14.01976137289623,-6.37247086155435,-236.9253021245523,-378.91246953773594,-172.22894220417163,0.8027562756358322,0.716760405989155,0.8488001037190099,-0.24570810637131263,-0.3951663507695632,-0.17813369204187074,-9.743038971131025,-15.669491790430412,-7.063517477167097,-263.3253775981358,-423.4997781197409,-236.9253021245523,-0.9768027925225872,-1.6497304175341831,-0.6910466156127466,-26.40007547358344,-44.58730858200495,-18.67693555710126,0.8832114997930374,0.8466714809490111,0.9209293044298776,-0.13223163447750583,-0.1810956463056097,-0.08585968020539102,-0.738577289819679,-1.0115063023689188,-0.47956761754820104,-45.87436582730925,-62.826478408007375,-29.78680854336653,0.8723106737927457,0.8326958965456357,0.9133745826755048,-0.14638056147137352,-0.20091861164251004,-0.09484106407991728,-0.8176058535539114,-1.1222270997981292,-0.5297329670660291,-50.78297227042928,-69.70354657131237,-32.902668761865165,-0.0790285637342324,-0.11072079742921036,-0.05016534951782808,-4.908606443120025,-6.877068163304992,-3.115860218498639,0.8466714809490111,0.8112841658661675,0.9209293044298776,-0.1810956463056097,-0.23261372780812267,-0.08585968020539102,-0.90402837611672,-1.161206328825586,-0.428611006688658,-134.3281390960951,-172.54180220291025,-63.68662803694769,0.8326958965456357,-0.20091861164251004,-1.0029844997393391,0.7944934108954733,-0.25866367963064696,-1.291247531496431,0.9133745826755048,-0.09484106407991728,-0.4734460209201258,-149.03187217523612,-191.86441775578467,-70.34859151859224,-0.0989561236226192,-0.13004120267084485,-0.04483501423146779,-14.703733079141038,-19.322615552874417,-6.661963481644546,0.6878
51710005702,51710005702,Census Tract 57.02; Norfolk city; Virginia,1800,1007,408,Norfolk city,Virginia,71460,0.6663184091163106,0.20288865432598344,51710,1800,1007,408,0.01193599999999999,0.00741752448699999,0.003469242894,0.7935946456582379,0.7043979575173378,0.8415615715209165,-0.2600891468598072,-0.4196520437460047,-0.18826718548084945,-5.587963302453585,-9.01614022947416,-4.044882826618953,-310.4424056918658,-500.8966794152312,-224.71571258994183,0.7754585734585386,0.6801424740016989,0.8271694487969887,-0.28955953835162146,-0.470280181321983,-0.208942135682563,-6.221128769576915,-10.10387563966654,-4.489079996712729,-345.6182649764953,-561.3264244259188,-310.4424056918658,-0.6331654671233302,-1.0877354101923782,-0.44419717009377546,-35.17585928462945,-60.429745010687675,-24.677620560765305,0.8661070624372258,0.8247688957279489,0.90906103464708,-0.15459167044083372,-0.21246085440381512,-0.10003614926496632,-0.5400702665274915,-0.7422378575593596,-0.349479047880472,-53.63160541484523,-73.70783093936043,-34.704969998060776,0.8537461101346443,0.8090316307507128,0.9004349573524048,-0.17130841139913364,-0.23604561551207176,-0.11057438611707332,-0.5984706623513751,-0.824631871295037,-0.3862946691181344,-59.4310488928873,-81.88995742751112,-38.36094032950689,-0.05840039582388368,-0.08239401373567745,-0.03681562123766235,-5.799443478042074,-8.18212648815069,-3.6559703314461127,0.8247688957279489,0.7850016384803685,0.90906103464708,-0.21246085440381512,-0.2738826914244819,-0.10003614926496632,-0.64298090474825,-0.8288648806442761,-0.3027443993972945,-157.593359006924,-203.1531570206559,-74.20205867580746,0.8090316307507128,-0.23604561551207176,-0.7143566463087899,0.766227296631878,-0.30509576518054327,-0.923326566115526,0.9004349573524048,-0.11057438611707332,-0.3346367923966207,-175.08741331097792,-226.30553091066812,-82.0188216658384,-0.07137574156053994,-0.09446168547124988,-0.03189239299932622,-17.494054304053908,-23.15237389001223,-7.816762990030937,0.3671
51710006000,51710006000,Census Tract 60; Norfolk city; Virginia,2516,1704,739,Norfolk city,Virginia,68236,0.6894422970935803,0.18489606023410027,51710,2516,1704,739,0.01193599999999999,0.00741752448699999,0.003469242894,0.7861386503135039,0.6943911913308978,0.8356549818031909,-0.2720402432843244,-0.4401104341248342,-0.19666611433606557,-8.169634017105706,-13.216945884552477,-5.90607535963964,-324.7072343841695,-525.3158141714019,-234.74067407152785,0.7674481855823897,0.6695216471179815,0.8207855598450139,-0.30301956377828276,-0.4936036860116376,-0.21834502082227977,-9.099973247356075,-14.823400448127025,-6.557114080033383,-361.68415132575825,-589.1653596234905,-324.7072343841695,-0.9303392302503716,-1.6064545635745482,-0.6510387203937427,-36.976916941588705,-63.84954545208856,-25.875942781945255,0.8610383707394629,0.8183064178968007,0.9055289009296212,-0.1613884281849093,-0.2220361201250083,-0.10432698390232968,-0.9540622006429716,-1.3125864832513463,-0.6167383434347589,-55.9895657654326,-77.02972319550156,-36.19356475556096,0.8482517338810072,0.8020612837609536,0.8965872268410189,-0.1788953208792145,-0.24678752141094495,-0.11534044882988063,-1.0575557705240304,-1.4589066168906806,-0.6818454313694933,-62.06313207300648,-85.61658549827938,-40.014403249383406,-0.10349356988105884,-0.14632013363933405,-0.06510708793473441,-6.073566307573876,-8.58686230277782,-3.8208384938224422,0.8183064178968007,0.7772807689304788,0.9055289009296212,-0.2220361201250083,-0.28653639710651524,-0.10432698390232968,-1.217102226581009,-1.5706637583042518,-0.5718736407775347,-164.69583580257225,-212.53907419543327,-77.38479577503853,0.8020612837609536,-0.24678752141094495,-1.3527782850491217,0.7579415491124716,-0.31936295242155827,-1.7506041821525402,0.8965872268410189,-0.11534044882988063,-0.6322445060139982,-183.0552483151721,-236.8882519827524,-85.554060353721,-0.1356760584681127,-0.17994042384828846,-0.06037086523646351,-18.359412512599825,-24.349177787319142,-8.169264578682478,0.4168
51710007002,51710007002,Census Tract 70.02; Norfolk city; Virginia,2396,1362,431,Norfolk city,Virginia,100844,0.536079568205954,0.27422725111886365,51710,2396,1362,431,0.01193599999999999,0.00741752448699999,0.003469242894,0.8369287166292076,0.76351233899566,0.875617103135011,-0.19484488957144885,-0.3097365280506414,-0.1420516986473373,-5.572301970211852,-8.858048416354643,-4.062487663830865,-232.5668601924813,-369.70151988124553,-169.5529075054618,0.8221618420389101,0.7431862500257157,0.864063499120611,-0.2163055360487935,-0.3455577252208286,-0.15732235075053694,-6.186047616355044,-9.882486511733,-4.499207790225947,-258.1822878278399,-412.45770082358104,-232.5668601924813,-0.613745646143192,-1.0244380953783576,-0.4367201263950822,-25.6154276353586,-42.75618094233546,-18.227050350379056,0.895217431133368,0.8621319194716341,0.9292136708525076,-0.117047060549273,-0.15991529534466098,-0.07617874270247169,-0.5530600983469965,-0.7556171727463048,-0.35995284916397863,-40.60646830741531,-55.47850020163765,-26.428256179440424,0.8853630293416175,0.8494368492880857,0.9224166843014666,-0.12948018706363876,-0.17725055233723552,-0.08410875152077953,-0.6118079741204433,-0.8375281484871072,-0.3974230037869529,-44.91982188843196,-61.49252191535295,-29.17936885366761,-0.05874787577344675,-0.08191097574080242,-0.03747015462297426,-4.313353581016648,-6.0140217137153025,-2.751112674227185,0.8621319194716341,0.8299418447300831,0.9292136708525076,-0.15991529534466098,-0.20490370060232813,-0.07617874270247169,-0.5112416918169546,-0.6550675113954094,-0.24353986412470063,-118.61756190648596,-151.98782166946856,-56.505768938445634,0.8494368492880857,-0.17725055233723552,-0.5666616945994551,0.8146150472734772,-0.22757369060025057,-0.7275424051510819,0.9224166843014666,-0.08410875152077953,-0.26889173003382005,-131.47603122957196,-168.803342262432,-62.38787239763806,-0.05542000278250059,-0.07247489375567251,-0.02535186590911939,-12.858469323085984,-16.81552059296346,-5.882103459192434,0.474
51710001600,51710001600,Census Tract 16; Norfolk city; Virginia,1145,832,448,Norfolk city,Virginia,39842,0.6710716648451056,0.2107556710403853,51710,1145,832,448,0.01193599999999999,0.00741752448699999,0.003469242894,0.7920562684015532,0.7023292989340437,0.840344036879079,-0.26253656450203666,-0.4238335229894927,-0.1899888094807706,-3.588013716811274,-5.792414085310958,-2.596523862307037,-313.3636433896309,-505.88769304025834,-226.77064299624777,0.77380519114211,0.6779456286718503,0.8258531600428896,-0.29231492815915877,-0.4750445429659013,-0.21086901205060032,-3.9949862749713376,-6.492300756242942,-2.88188774437218,-348.9070982507718,-567.0131664840998,-313.3636433896309,-0.4069725581600636,-0.699886670931984,-0.2853638820651434,-35.54345486114092,-61.12547344384139,-24.92260978734877,0.8650627314826167,0.8234363400827562,0.9083338598954852,-0.1559855298425775,-0.21442296304229047,-0.10091679298959756,-0.4502382068896915,-0.6189126035829492,-0.2912872493144061,-54.11516909731869,-74.38853408448908,-35.01048669644304,0.8526138093696025,0.8075939046279264,0.8996426869969324,-0.17286394966951155,-0.238246096546158,-0.11155241347880795,-0.4989562481444126,-0.6876759364517092,-0.3219860115845604,-59.970702901972665,-82.65335774659967,-38.70024177699043,-0.04871804125472101,-0.06876333286876002,-0.03069876227015433,-5.855533804653968,-8.26482366211058,-3.689755080547396,0.8234363400827562,0.7834083296019714,0.9083338598954852,-0.21442296304229047,-0.27647353521001367,-0.10091679298959756,-0.7125384353656959,-0.9187356494076244,-0.3353516468511327,-159.04875789412856,-205.07492174277328,-74.85527831498499,0.8075939046279264,-0.238246096546158,-0.7917039222683553,0.7645167472576463,-0.30801581991112953,-1.023552269185235,0.8996426869969324,-0.11155241347880795,-0.37069435583622706,-176.71962550632932,-228.47148865741855,-82.74427585630069,-0.07916548690265934,-0.1048166197776107,-0.03534270898509434,-17.670867612200745,-23.396566914645245,-7.8889975413157005,0.9447
51710003300,51710003300,Census Tract 33; Norfolk city; Virginia,1777,1309,641,Norfolk city,Virginia,58636,0.6173225154457787,0.23047651333605612,51710,1777,1309,641,0.01193599999999999,0.00741752448699999,0.003469242894,0.8096272123614129,0.726079769421729,0.8542150188729218,-0.2351363500781219,-0.37725914164559216,-0.17066543891891697,-4.987305942244186,-8.001769008789536,-3.619860380469614,-280.65874745324624,-450.29651146817866,-203.70626789361924,0.7927086669067681,0.7032063275337815,0.8408604449641265,-0.2614974980683689,-0.4220577387395035,-0.18925798685019943,-5.546433061349578,-8.951959438369805,-4.014213379265153,-312.1234136944051,-503.7681169594713,-280.65874745324624,-0.5591271191053924,-0.9501904295802692,-0.3943529987955392,-31.464666241158827,-53.471605491292586,-22.192065210778797,0.8769456317686192,0.8386310037459581,0.916590661883656,-0.14032154762343185,-0.19241954510773668,-0.09099955038264548,-0.6372336773456848,-0.873823132647032,-0.41325070247054385,-48.68095319676736,-66.7550139531728,-31.569954352218783,0.8655057073132201,0.8240015059225885,0.9086423430616232,-0.1553938830793954,-0.2135900150817757,-0.10054303284012932,-0.7056807541593355,-0.9699632954458104,-0.45658993670837195,-53.909912464425936,-74.09956420518031,-34.880820222182734,-0.0684470768136507,-0.09614016279877836,-0.04333923423782809,-5.228959267658571,-7.344550252007513,-3.310865869963949,0.8386310037459581,0.8016152957435053,0.916590661883656,-0.19241954510773668,-0.24748118618731085,-0.09099955038264548,-0.914884356760598,-1.176682263272974,-0.4326694830855975,-142.72766876140378,-183.5697758616184,-67.49913932692628,0.8240015059225885,-0.2135900150817757,-1.0155421760776209,0.7840840058531957,-0.27537354739414277,-1.3093002097864577,0.9086423430616232,-0.10054303284012932,-0.4780452415849876,-158.430916704777,-204.25900308681088,-74.57804080889044,-0.10065781931702256,-0.1326179465134838,-0.04537575849939013,-15.703247943373253,-20.68922722519248,-7.078901481964138,0.4636
51710004900,51710004900,Census Tract 49; Norfolk city; Virginia,4870,2094,798,Norfolk city,Virginia,59441,0.37577164349069136,0.26360920217201717,51710,4870,2094,798,0.01193599999999999,0.00741752448699999,0.003469242894,0.8935298962850449,0.8431294131556513,0.9194332263696252,-0.1191567334877289,-0.18605754276465816,-0.08762656310398098,-6.926380734329421,-10.815212384237734,-5.093584900608399,-142.2254770909532,-222.078283043896,-104.59106572091169,0.8835273478482605,0.8288647383989272,0.9117425296170496,-0.13182687829120018,-0.20646946802399327,-0.09680087032906148,-7.662874965911937,-12.001723307528447,-5.626871966766191,-157.3485619283765,-246.4419570334383,-142.2254770909532,-0.7364942315825154,-1.1865109232907134,-0.5332870661577918,-15.123084837423317,-24.36367398954237,-10.950453103856091,0.9323954849492632,0.9104530881385547,0.9546335001215996,-0.07250626600193755,-0.09835422937004493,-0.04752242601230906,-0.5267286299165748,-0.7145036055394152,-0.34523116034007933,-25.154184809769568,-34.12147113368745,-16.486683874884402,0.925891672378239,0.9019518021584312,0.950211621394081,-0.08003995481610378,-0.10870669320348704,-0.05239714762999124,-0.5814578251449921,-0.7897100586079561,-0.38064403677806646,-27.767804448184915,-37.712992292643555,-18.177843208121608,-0.05472919522841735,-0.0752064530685409,-0.03541287643798713,-2.6136196384153463,-3.591521158956108,-1.6911593332372077,0.9104530881385547,0.8888053978876563,0.9546335001215996,-0.09835422937004493,-0.12510567822451332,-0.04752242601230906,-0.5821768339923535,-0.74052359649107,-0.2812940093851027,-72.95449047523228,-92.79744316930702,-35.24987586279482,0.9019518021584312,-0.10870669320348704,-0.6434549778726539,0.8783899371408179,-0.1384465574082349,-0.8194907223137139,0.950211621394081,-0.05239714762999124,-0.3101483862243424,-80.63345587376615,-102.69307297164336,-38.8657125594414,-0.06127814388030039,-0.07896712582264387,-0.02885437683923969,-7.678965398533884,-9.895629802336323,-3.615836696646578,0.3383
51710006501,51710006501,Census Tract 65.01; Norfolk city; Virginia,1622,1102,342,Norfolk city,Virginia,51866,0.3860702178347218,0.31734510227253904,51710,1622,1102,342,0.01193599999999999,0.00741752448699999,0.003469242894,0.8897813072438023,0.8377738344624879,0.9165536081111472,-0.12387166583394796,-0.1936395705669129,-0.09104365653070844,-2.3981792339050725,-3.748899264972982,-1.762622670816569,-147.85322033940025,-231.1281914286672,-108.66970843505358,0.8794509158512412,0.8230751152488731,0.9086019374410786,-0.13707312366839308,-0.21495593958958428,-0.10059197410070278,-2.653761992259834,-4.161588261994752,-1.947479932248633,-163.61048041059396,-256.57140949412775,-147.85322033940025,-0.25558275835476163,-0.4126889970217702,-0.1848572614320636,-15.757260071193688,-25.443218065460556,-11.396871851545228,0.9299613362083902,0.9072689850234622,0.9529797660884534,-0.07531352225584918,-0.10220895512496744,-0.04934022272533993,-0.2879315539028537,-0.3907556357800449,-0.1886328852202457,-26.128090190821567,-35.45876912704581,-17.11732170782629,0.9232331331281736,0.898482600563825,0.9484010970102916,-0.08315003450073202,-0.11298760752013425,-0.05440620340103681,-0.3178913682929264,-0.431963562858214,-0.20800066466149933,-28.84676663275194,-39.198145449928674,-18.874833453856564,-0.02995981439007272,-0.04120792707816906,-0.01936777944125362,-2.7186764419303744,-3.7393763228828543,-1.7575117460302738,0.9072689850234622,0.884901417803791,0.9529797660884534,-0.10220895512496744,-0.13006938386636177,-0.04934022272533993,-0.25928300018110445,-0.3299591512245074,-0.12516595010866102,-75.813742743013,-96.47928398377412,-36.59823102592428,0.898482600563825,-0.11298760752013425,-0.2866262141637842,0.8741468160005251,-0.14397259327133358,-0.36522872072807683,0.9484010970102916,-0.05440620340103681,-0.1380172963223875,-83.8088345508141,-106.79202360470082,-40.355934597189325,-0.02734321398267974,-0.03526956950356935,-0.01285134621372646,-7.995091807801096,-10.312739620926711,-3.757703571265048,0.653
51710005701,51710005701,Census Tract 57.01; Norfolk city; Virginia,2673,1672,660,Norfolk city,Virginia,77250,0.6131931837162781,0.2442336947158001,51710,2673,1672,660,0.01193599999999999,0.00741752448699999,0.003469242894,0.8109931321013232,0.7279373047971162,0.8552900937759451,-0.23305606473996976,-0.3737446802217543,-0.16919394633134102,-7.4356369654920735,-11.924297112858094,-5.3981206757372995,-278.1757188736279,-446.1016503126859,-201.94989434108865,0.7941799051012544,0.7051855003572957,0.8420246124000751,-0.25916054231125946,-0.4180665931068222,-0.1876137410635039,-8.268498442881686,-13.338384552278455,-5.985802900441735,-309.33402330271923,-499.00428553230296,-278.1757188736279,-0.8328614773896126,-1.4140874394203635,-0.5876822247044355,-31.15830442909138,-52.90263521961704,-21.985866992309596,0.8778652708418331,0.8398098813853059,0.9172280948153796,-0.13912696311706835,-0.19074569395450908,-0.09024135397998324,-0.8070162614796569,-1.106434535618967,-0.5234516623388724,-48.26652281576895,-66.17431433127796,-31.306917603999548,0.8665041660724758,0.8252757394194439,0.9093374631229704,-0.15406254136389042,-0.21171622069427276,-0.09970175050928166,-0.8936511901070073,-1.2280756302825728,-0.5783273936000036,-53.448037685825796,-73.44949941881417,-34.58895894736864,-0.08663492862735045,-0.12164109466360552,-0.05487573126113121,-5.181514870056845,-7.275185087536215,-3.2820413433690914,0.8398098813853059,0.8030314431124599,0.9172280948153796,-0.19074569395450908,-0.2452812509110628,-0.09024135397998324,-0.93380816476027,-1.2007905919909674,-0.44178251890512993,-141.4860855697379,-181.9379684834799,-66.93674528865606,0.8252757394194439,-0.21171622069427276,-1.0364707658546104,0.7856078342908922,-0.2728997298030042,-1.3359986826842485,0.9093374631229704,-0.09970175050928166,-0.4880965160275786,-157.04102512948643,-202.4240428309467,-73.954017579936135,-0.10266260109434032,-0.13520809069328088,-0.0463139971224486,-15.554939559748536,-20.4860743474668,-7.017272291280092,0.9348
51710005903,51710005903,Census Tract 59.03; Norfolk city; Virginia,1036,603,258,Norfolk city,Virginia,65207,0.6166588867587566,0.22977180143032833,51710,1036,603,258,0.01193599999999999,0.00741752448699999,0.003469242894,0.8098465753205748,0.7263779756445091,0.8543877039653941,-0.2348017889736135,-0.37669372355722697,-0.17042882915892682,-2.903487542703856,-4.658080070616706,-2.107471091015225,-280.25941531890504,-449.621628437906,-203.42385048409503,0.7929449270015229,0.7035240271848121,0.8410474307708663,-0.26112163146240736,-0.42141556131572633,-0.18899358515778936,-3.2289507136881643,-5.211096720899631,-2.3370372200113354,-311.67477931352937,-503.0016139864509,-280.25941531890504,-0.3254631709843081,-0.5530166502829248,-0.22956612899611084,-31.415363994624336,-53.37998554854486,-22.15889276024236,0.8770933628074794,0.8388203505862831,0.9166930744305866,-0.1401294804000226,-0.1921503803538652,-0.09087766439291624,-0.2931443520829675,-0.40196965399809265,-0.19011184492532024,-48.61432041176908,-66.66163416220442,-31.52766914184415,0.8656660929090204,0.8242061563901991,0.908754020597033,-0.1551798183980596,-0.21328868056473943,-0.1004077861939144,-0.3246289588086163,-0.4461899943701746,-0.21004841624957185,-53.83564822696787,-73.99502394198583,-34.833899875550884,-0.03148460672564879,-0.04422034037208194,-0.01993657132425161,-5.221327815198804,-7.333389779781417,-3.306230733706735,0.8388203505862831,0.8018427175432818,0.9166930744305866,-0.1921503803538652,-0.24712737064425855,-0.09087766439291624,-0.36772227907697896,-0.47293291737572185,-0.17391452364660262,-142.52801514611588,-183.30733231617128,-67.40873009558241,0.8242061563901991,-0.21328868056473943,-0.4081750948093299,0.7843287022288707,-0.274975653904089,-0.5262267707099036,0.908754020597033,-0.1004077861939144,-0.19215252089693569,-158.2074010888876,-203.96386461624172,-74.47772127788204,-0.04045281573235099,-0.05329385333418179,-0.01823799725033306,-15.679385942771702,-20.656532300070463,-7.068991182299638,0.6354
