geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
47065002600,47065002600,Census Tract 26; Hamilton County; Tennessee,1560,1041,187,Chattanooga city,Tennessee,101641,0.575557102142768,0.27357530550232295,47065,1560,1041,187,0.013668,0.007511132516,0.003803074181,0.8235492757507221,0.7450880520906282,0.8651512563973044,-0.21425642574748285,-0.34212325267345145,-0.1558672458781807,-4.568392650301889,-7.294779363363546,-3.3234138859942393,-292.84568271165955,-467.6140617540734,-213.03935166629745,0.8077157446000748,0.7234830474097045,0.8527097859305948,-0.23805931317474952,-0.3822023937952833,-0.17273193822756683,-5.075919720257064,-8.149350016694534,-3.683004205443238,-325.3794692472477,-522.3942318393931,-292.84568271165955,-0.5075270699551746,-0.8545706533309883,-0.35959031944899866,-32.53378653558811,-54.78017008531976,-23.05066150314094,0.8862917410780825,0.8506312326332184,0.9230583384445212,-0.12829664731344909,-0.17559755818557815,-0.08335514490355607,-0.5079264552498136,-0.6951907719132885,-0.3300030372131132,-48.79216669066413,-66.78105397822175,-31.700579943622785,0.8756577032883668,0.8369807259226648,0.9156975766193356,-0.1419987470500051,-0.1947706428933918,-0.09206360869917384,-0.5621730711544736,-0.7710970185360194,-0.3644798473169092,-54.00317686402243,-74.07272032046296,-35.01247332535151,-0.05424661590465995,-0.07590624662273093,-0.03447681010379599,-5.211010173358305,-7.291666342241204,-3.311893381728722,0.8506312326332184,0.8160545408409299,0.9230583384445212,-0.17559755818557815,-0.22540829068792087,-0.08335514490355607,-0.24664113092634693,-0.3166043782720982,-0.11707911784180544,-131.8936529017898,-169.30715415620224,-62.60915392609917,0.8369807259226648,-0.1947706428933918,-0.2735712963827718,0.7996337283762535,-0.2505725615534163,-0.3519496546491387,0.9156975766193356,-0.09206360869917384,-0.1293108674252044,-146.29481089987794,-188.20837147012764,-69.15019648406653,-0.02693016545642485,-0.03534527637704049,-0.01223174958339895,-14.401157998088154,-18.901217313925397,-6.541042557967355,0.9537
47065001100,47065001100,Census Tract 11; Hamilton County; Tennessee,1231,758,304,Chattanooga city,Tennessee,65115,0.5302448455080108,0.2502511695766739,47065,1231,758,304,0.013668,0.007511132516,0.003803074181,0.8389245313658689,0.7662737974872691,0.8771746424907204,-0.1920023346699388,-0.3050165662445401,-0.1400238351173939,-3.230498417540799,-5.131997672166791,-2.3559441531913685,-262.4287910268724,-416.89664274303743,-191.38457783845396,0.8243187593693293,0.746143521921649,0.8657543361158395,-0.2131229438052351,-0.340224729720307,-0.1550620750990939,-3.5858591713897727,-5.724385866760919,-2.6089671726613854,-291.29643959299534,-465.0191605817156,-262.4287910268724,-0.3553607538489736,-0.5923881945941281,-0.25302301947001693,-28.86764856612296,-48.12251783867816,-20.55426640698757,0.8965442380911238,0.8638448431020368,0.930126895155613,-0.11539392872475417,-0.1576152916639923,-0.07512212065720027,-0.3326495666007683,-0.45436236586365014,-0.21655680809997072,-43.885167097726686,-59.94226462581136,-28.56949974933651,0.8868065581200315,0.8512935041289806,0.9234139319916552,-0.1276416382394947,-0.17468299141219412,-0.08293796027439296,-0.3679564090573468,-0.5035639398706666,-0.23908776523101544,-48.54306188091646,-66.43323744995601,-31.541921534434756,-0.0353068424565785,-0.04920157400701647,-0.02253095713104469,-4.657894783189776,-6.490972824144653,-2.9724217850982444,0.8638448431020368,0.8320143178721333,0.930126895155613,-0.1576152916639923,-0.20190239340770968,-0.07512212065720027,-0.3598962800398158,-0.4610207521835931,-0.17153266975430834,-118.3869342236236,-151.6515632182872,-56.425220313917215,0.8512935041289806,-0.17468299141219412,-0.3988683974236371,0.8168529465864481,-0.224210556109158,-0.5119588603202694,0.9234139319916552,-0.08293796027439296,-0.1893792351092236,-131.206709678828,-168.40751984219386,-62.29580102277092,-0.03897211738382133,-0.05093810813667626,-0.01784656535491524,-12.819775455204388,-16.755956623906666,-5.870580708853699,0.6866
47065012300,47065012300,Census Tract 123; Hamilton County; Tennessee,2809,1960,1074,Chattanooga city,Tennessee,310055,0.6373345826533593,0.30254113343108174,47065,2809,1960,1074,0.013668,0.007511132516,0.003803074181,0.8030400475313956,0.7171444872233388,0.8490239737665354,-0.24526790796308837,-0.3944191412135503,-0.17782304257403692,-9.416671840804932,-15.143096589298016,-6.82723333663854,-335.2321766039492,-539.0920822106806,-243.04853459019364,0.7856170937948198,0.6936930297539619,0.8352412773510892,-0.2728847270489391,-0.441559821286771,-0.19725883659800897,-10.476975754097465,-16.952988141309373,-7.573439784148035,-372.97884493049,-603.5239637347587,-335.2321766039492,-1.0603039132925307,-1.809891552011356,-0.7462064475094952,-37.746668326540785,-64.43188152407818,-26.56484327196494,0.8725023953569255,0.8329411855375559,0.9135077272893064,-0.14612865858198293,-0.200564958682682,-0.09468148996106043,-1.0892467319723147,-1.495016295319702,-0.7057582305834585,-55.573812855730345,-76.27634159794398,-36.008072988951966,0.8606831303254163,0.8178539779355088,0.9052810883648748,-0.1618677824229101,-0.22271215519948737,-0.10462928349271852,-1.2065665607738585,-1.6601020605787091,-0.7799093361902671,-61.55951840682951,-84.69908472340353,-39.79129266276873,-0.1173198288015438,-0.16508576525900742,-0.0741511056068086,-5.985705551099173,-8.422743125459563,-3.7832196738167654,0.8329411855375559,0.7947874903695903,0.9135077272893064,-0.200564958682682,-0.2581979612373897,-0.09468148996106043,-1.6179487614538344,-2.08287167577898,-0.7637914440351774,-150.64699827316892,-193.93591022150656,-71.11652179098486,0.8178539779355088,-0.22271215519948737,-1.7966092284137287,0.7767408127793679,-0.2874307407921007,-2.318691231622867,0.9052810883648748,-0.10462928349271852,-0.8440398599571677,-167.2820510627308,-215.8930383261515,-78.588441336794,-0.17866046695989435,-0.2358195558438867,-0.08024841592199028,-16.635052789561858,-21.957128104644944,-7.471919545809151,0.8749
47065003100,47065003100,Census Tract 31; Hamilton County; Tennessee,1946,945,340,Chattanooga city,Tennessee,77953,0.38810240935330376,0.26507164957750534,47065,1946,945,340,0.013668,0.007511132516,0.003803074181,0.8890434675702077,0.8367210573028443,0.91598644666624,-0.12480439537229948,-0.1951414288813079,-0.09171921008168844,-3.319538322195955,-5.190357675202147,-2.439540945969623,-170.58264759485894,-266.7193049949716,-125.36181633965175,0.8786487484575076,0.8219374499277089,0.9079834915152724,-0.1381112210715919,-0.21663759217681597,-0.10134160956072837,-3.673472314054284,-5.762111078812314,-2.695476834500365,-188.7704169606518,-296.10026098727207,-170.58264759485894,-0.3539339918583293,-0.5717534036101668,-0.25593588853074145,-18.18776936579287,-29.380955992300457,-13.15189560795177,0.9294817630414296,0.906641990764524,0.9526537775359928,-0.07586833842529875,-0.10297119501022894,-0.04969929640804738,-0.27266360847448956,-0.3700687030079613,-0.17861455487922892,-28.853291902062384,-39.16070931301178,-18.901011098331104,0.922709432795282,0.8977996097760618,0.9480442385693676,-0.08376479578253777,-0.11383430011673772,-0.05480309812233591,-0.30104272685085526,-0.4091096718634312,-0.19695713389493272,-31.856373211730716,-43.29202876861706,-20.842024750786532,-0.02837911837636569,-0.03904096885546992,-0.01834257901570379,-3.003081309668328,-4.131319455605283,-1.941013652455428,0.906641990764524,0.8841330834326583,0.9526537775359928,-0.10297119501022894,-0.13105144320296996,-0.04969929640804738,-0.26296629895792056,-0.3346772171455887,-0.12692132043275428,-77.34302910527074,-98.4344756310555,-37.32980012728067,0.8977996097760618,-0.11383430011673772,-0.29070833443459665,0.8733119561490504,-0.14506619651652564,-0.3704678847134254,0.9480442385693676,-0.05480309812233591,-0.1399553329766334,-85.50245130429313,-108.96114256277218,-41.163333228421585,-0.02774203547667608,-0.03579066756783672,-0.01303401254387912,-8.159422199022378,-10.526666931716685,-3.833533101140918,0.3869
47065000800,47065000800,Census Tract 8; Hamilton County; Tennessee,1412,714,238,Chattanooga city,Tennessee,70937,0.6022955316062997,0.3025919262880214,47065,1412,714,238,0.013668,0.007511132516,0.003803074181,0.814608984582507,0.7328623475049024,0.8581338080989452,-0.22758282676259367,-0.3645127265776341,-0.1653194298629675,-4.392170131581875,-7.034809844970701,-3.190535385922259,-311.060207619113,-498.21599468631024,-225.9585967367039,0.7980757511163339,0.7104354927980582,0.8451046932399477,-0.2530138882195307,-0.4075873321890053,-0.18328534677309305,-4.8829696797485775,-7.866115962779364,-3.5372634970088255,-345.8193824184545,-557.0903656359324,-311.060207619113,-0.49079954816670224,-0.8313061178086638,-0.3467281110865663,-34.759174799341515,-58.87437094962208,-24.555815232759656,0.880296909022671,0.8429290018688682,0.9189124631642402,-0.13598036043342077,-0.18633953486342,-0.0882429394379285,-0.3692403860916154,-0.5059854347921762,-0.23961443346719985,-51.714339788741654,-70.8663073938622,-33.55944446319325,0.8691447168322174,0.8286480183332033,0.9111744977578412,-0.15055638104171248,-0.20678500144303152,-0.09748462282552343,-0.40882003906451775,-0.5615029518043133,-0.26470925400816187,-57.25770855245346,-78.64187000060411,-37.07412521122715,-0.03957965297290233,-0.05551751701213714,-0.02509482054096201,-5.543368763711811,-7.775562606741897,-3.514680748033896,0.8429290018688682,0.8067807995718895,0.9189124631642402,-0.18633953486342,-0.23949404910310257,-0.0882429394379285,-0.33310978356029003,-0.4281314264264218,-0.15774744998927517,-139.962093932895,-179.88715396068145,-66.28044117196437,0.8286480183332033,-0.20678500144303152,-0.3696591124620469,0.7896435810301521,-0.26639413530775674,-0.4762193531240673,0.9111744977578412,-0.09748462282552343,-0.17426834103491884,-155.3189548159861,-200.09216517817953,-73.221992031478507,-0.03654932890175688,-0.0480879266976455,-0.01652089104564366,-15.356860883091128,-20.205011217498107,-6.941550859514145,0.4373
47065010600,47065010600,Census Tract 106; Hamilton County; Tennessee,2011,1438,765,Chattanooga city,Tennessee,115107,0.782769442335128,0.17423730417919978,47065,2011,1438,765,0.013668,0.007511132516,0.003803074181,0.7567516850906147,0.6554283098337059,0.8122345213834283,-0.3214374274967862,-0.525719876600567,-0.2311715073335746,-8.835140992401435,-14.45011947876024,-6.354060498255183,-439.34067590260736,-718.5539273376548,-315.96521622352975,0.735950723125629,0.6283154160157877,0.795517225953804,-0.3587866260297117,-0.5915573205908304,-0.25704380417536093,-9.861734060798511,-16.25975037570713,-7.065195452807823,-490.3895604574099,-808.5405457835471,-439.34067590260736,-1.0265930683970783,-1.809630896946892,-0.71113495455264,-51.048884554802505,-89.9866184458922,-35.36225532335355,0.8408809941151321,0.7927346302726176,0.891412264318557,-0.18922892418600867,-0.2614561819459115,-0.12181539342456008,-1.0348590523813708,-1.4298569727206791,-0.6661865417619118,-71.96516358702162,-99.43372550213348,-46.32729775813017,0.8264336463355819,0.7745342260278036,0.8812243020448115,-0.21001849868288117,-0.2910985291489272,-0.13478486428435854,-1.1485535071577304,-1.5919656538793732,-0.7371142521084847,-79.87159298732479,-110.7069300333361,-51.2596837349433,-0.11369445477635964,-0.16210868115869403,-0.07092771034657286,-7.906429400303175,-11.273204531202644,-4.9323859768131335,0.7927346302726176,0.7468837089801897,0.891412264318557,-0.2614561819459115,-0.33889652160899375,-0.12181539342456008,-1.5023315027382085,-1.9473049625077063,-0.6999532453129176,-196.3832029723148,-254.54966830166097,-91.4971562500546,0.7745342260278036,-0.2910985291489272,-1.6726569151524648,0.7254012262355055,-0.378547435313191,-2.175139761925427,0.8812243020448115,-0.13478486428435854,-0.7744760372450328,-218.6479627650281,-284.3319950229316,-101.23869767908924,-0.17032541241425658,-0.22783479941772056,-0.0745227919321152,-22.26475979271328,-29.78232672127066,-9.741541429034664,0.2563
47065002800,47065002800,Census Tract 28; Hamilton County; Tennessee,2412,1377,802,Chattanooga city,Tennessee,99926,0.7142602888435513,0.1886079194357395,47065,2412,1377,802,0.013668,0.007511132516,0.003803074181,0.7782143322257093,0.6838094147429439,0.8293617782262572,-0.28499303930830855,-0.46239577642539154,-0.20574642605146817,-9.395427085373498,-15.24390143890359,-6.782886868866778,-389.5284861265961,-632.0025472182251,-281.2142151271467,0.7589429784640771,0.6583071673107361,0.8139887795082267,-0.31762204589304704,-0.5190477176256795,-0.228518162872162,-10.471114593317996,-17.111558221272784,-7.533607635329745,-434.1258123266167,-709.4344204507787,-389.5284861265961,-1.0756875079444974,-1.8676567823691936,-0.7507207664629671,-44.59732620002062,-77.43187323255363,-31.124409886524344,0.8556313342525987,0.8114268120740683,0.901753263375562,-0.16872765169768883,-0.23239703830333677,-0.10895079686949816,-0.8835985592659161,-1.2170245135066209,-0.5705571444640732,-64.16837757922411,-88.38231761122883,-41.43479625737641,0.8423941624215118,0.7946470755676743,0.8924758948219746,-0.1870927466133442,-0.25842028586794596,-0.12047844182892307,-0.979773497072374,-1.3533039189517209,-0.6309254976971691,-71.15275940975846,-98.27915170310246,-45.818845148668785,-0.0961749378064578,-0.13627940544509998,-0.06036835323309586,-6.9843818305343355,-9.896834091873636,-4.384048891292365,0.8114268120740683,0.7690787195798086,0.901753263375562,-0.23239703830333677,-0.3002570147128201,-0.10895079686949816,-1.3999430907198769,-1.808726721545976,-0.6563117861545001,-174.55649510222904,-225.52702263665532,-81.83438730105988,0.7946470755676743,-0.25842028586794596,-1.5567052676053488,0.7491484305966992,-0.33484895537122955,-2.017106091063255,0.8924758948219746,-0.12047844182892307,-0.7257534926023874,-194.1029011976744,-251.50948766374748,-90.49295418982386,-0.1567621768854719,-0.20837936951727887,-0.06944170644788727,-19.546406095445377,-25.98246502709213,-8.658566888764,0.5237
47065001400,47065001400,Census Tract 14; Hamilton County; Tennessee,1380,725,336,Chattanooga city,Tennessee,66329,0.5375916102595879,0.2553897431366219,47065,1380,725,336,0.013668,0.007511132516,0.003803074181,0.8364122853562364,0.7627983445513233,0.8752139252514959,-0.19558263013089297,-0.3109624675289486,-0.14257779857952602,-3.689048276308082,-5.865324308536224,-2.689279624359247,-267.3223388629045,-425.02350061856697,-194.87533509849615,0.8216038080347748,0.7424218005078674,0.8636258653682879,-0.21713165180178232,-0.34694320575706616,-0.1579088122535054,-4.095502475220931,-6.543987236076861,-2.978450751315658,-296.77554168267613,-474.201973628758,-267.3223388629045,-0.40645419891284895,-0.6786629275406364,-0.28917112695641123,-29.453202819771665,-49.17847301019105,-20.954429489595015,0.8948739155719672,0.8616885774684258,0.9289771592172864,-0.11747586179315608,-0.16051207611214074,-0.07645273091811436,-0.3239078272353003,-0.4425685159905723,-0.21079767009067535,-44.67694168762763,-61.043933240078935,-29.07554070216212,0.8849893288921156,0.8489563665735302,0.922158427821372,-0.1299571275643085,-0.1779168392789095,-0.08441236324492647,-0.3583215324456402,-0.4905574299243919,-0.2327441974301306,-49.423659647674505,-67.66309378267475,-32.10264792139733,-0.03441370521033987,-0.0479889139338196,-0.02194652733945526,-4.74671796004688,-6.619160542595806,-3.0271072192352086,0.8616885774684258,0.8294056154289635,0.9289771592172864,-0.16051207611214074,-0.2056826978230743,-0.07645273091811436,-0.40509083129644663,-0.5190897598647586,-0.1929468552937119,-120.56274740965672,-154.4909999597496,-57.42465931360473,0.8489563665735302,-0.1779168392789095,-0.44901593743499246,0.8140361067362277,-0.22844673808066132,-0.5765402907841217,0.922158427821372,-0.08441236324492647,-0.2130349019639805,-133.63569566517634,-171.5893722571791,-63.40324463213706,-0.04392510613854583,-0.05745053091936314,-0.02008804667026861,-13.072948255519597,-17.098372297429506,-5.9785853185323266,0.6327
47065002000,47065002000,Census Tract 20; Hamilton County; Tennessee,1513,728,345,Chattanooga city,Tennessee,112835,0.4643425716898477,0.3050837530431401,47065,1513,728,345,0.013668,0.007511132516,0.003803074181,0.8618001285376632,0.7981661963212578,0.8949603531309953,-0.1603618598860502,-0.2528719013771727,-0.1173679331174015,-3.3162325880957937,-5.229311012959096,-2.4271317686009977,-219.18259009225335,-345.6253148023196,-160.41849098486435,0.8490772604398936,0.7803737707037605,0.8850833604132111,-0.177749124363448,-0.2814372260335905,-0.12983708058090568,-3.6757957231128056,-5.820032900211224,-2.684989797895666,-242.9475031799607,-384.6684005427114,-219.18259009225335,-0.35956313501701187,-0.590721887252128,-0.25785802929466817,-23.764913087707328,-39.04308574039181,-17.042830753117524,0.9116675505939212,0.8834299706878095,0.940504148317673,-0.09689107542385704,-0.13195163530781384,-0.06325953137872935,-0.26825631364444236,-0.3653263121725489,-0.1751427426757044,-36.84839473137944,-50.18218573798748,-24.058069048860492,0.9032753251459964,0.8725480286452879,0.9347528263915764,-0.10708216217283484,-0.14606871733191942,-0.06980152588604324,-0.29647174371735874,-0.4044114019667977,-0.19325515728909515,-40.72414062051631,-55.551016753681,-26.54603808916142,-0.02821543007291638,-0.03908508979424879,-0.01811241461339074,-3.8757458891368657,-5.368831015693516,-2.4879690403009267,0.8834299706878095,0.8557850108821707,0.940504148317673,-0.13195163530781384,-0.1685177787458182,-0.06325953137872935,-0.3419316453824635,-0.436686981774324,-0.16392699946456524,-99.11062184998944,-126.57593674618089,-47.51507230856963,0.8725480286452879,-0.14606871733191942,-0.37851381485115654,0.8425605929836716,-0.18685826079143428,-0.48421341968724374,0.9347528263915764,-0.06980152588604324,-0.18087953620843092,-109.71414923221928,-140.351715851375,-52.42885107490751,-0.03658216946869303,-0.04752643791291972,-0.01695253674386568,-10.603527382229863,-13.77577910519412,-4.913778766337879,0.6169
47065010432,47065010432,Census Tract 104.32; Hamilton County; Tennessee,4693,3144,1627,Chattanooga city,Tennessee,302621,0.7114807888487796,0.2614739241155363,47065,4693,3144,1627,0.013668,0.007511132516,0.003803074181,0.7790978321799087,0.684986460397223,0.8300642245538231,-0.28353585223310024,-0.45988287041484144,-0.2047260566343778,-18.187102156915213,-29.49869188879144,-13.131932617575224,-387.53680283220143,-628.5679072830053,-279.8195742078675,0.7598908157357912,0.6595537378470484,0.814747180024302,-0.3159785317732977,-0.5161766852603322,-0.2273746071390788,-20.268102927697992,-33.10959806991067,-14.584699519858928,-431.8794572277433,-705.5102934138221,-387.53680283220143,-2.0810007707827793,-3.61090618111923,-1.4527669022837042,-44.34265439554186,-76.94238613081674,-30.95603882982536,0.8562352049000609,0.8121944109729972,0.9021753332384644,-0.16790339182178246,-0.23123230902563643,-0.10843199005495116,-2.007598226844166,-2.764813554699885,-1.2965066911725311,-63.85490543397474,-87.93936242684111,-41.23749017724335,0.8430481667087907,0.7954740127104718,0.8929354058755609,-0.1861718457961184,-0.25711209168560156,-0.1199018354742668,-2.226031668885586,-3.074254628019036,-1.4336500870036055,-70.80253399763315,-97.7816357512416,-45.59955747466939,-0.21843344204142,-0.30944107331915127,-0.1371433958310746,-6.947628563658397,-9.842273324400486,-4.362067297426037,0.8121944109729972,0.7699929903457406,0.9021753332384644,-0.23123230902563643,-0.29871312146748513,-0.10843199005495116,-2.825800470022499,-3.650457337045934,-1.3251053442915928,-173.6816515072218,-224.3673839610285,-81.44470462763324,0.7954740127104718,-0.25711209168560156,-3.1420672681735375,0.7501281244925925,-0.33310559536269596,-4.070754436996393,0.8929354058755609,-0.1199018354742668,-1.465273881783445,-193.12029921164952,-250.20002685902844,-90.05985751588476,-0.31626679815103875,-0.4202970999504587,-0.1401685374918522,-19.438647704427705,-25.83264289799992,-8.615152888251519,0.4026
47065010901,47065010901,Census Tract 109.01; Hamilton County; Tennessee,1987,769,379,Chattanooga city,Tennessee,288612,0.6274531059108442,0.3269483708156678,47065,1987,769,379,0.013668,0.007511132516,0.003803074181,0.8062859054342336,0.7215426866906424,0.8515832322027129,-0.24025484416900436,-0.3859193897266188,-0.17428333741775412,-6.524916978472578,-10.480920736722668,-4.73324195112599,-328.38032101019513,-527.4746218783426,-238.21046558258632,0.789110777336356,0.6983742727310244,0.8380111781521429,-0.2672491983641393,-0.4318969627696256,-0.1933015048857113,-7.258038179919978,-11.729594194337729,-5.2497433529616915,-365.2762043241055,-590.3167687135243,-328.38032101019513,-0.7331212014473998,-1.2486734576150609,-0.5165014018357015,-36.8958833139104,-62.842146835181715,-25.994031295203897,0.8746935377065009,0.8357458396652934,0.9150287079833436,-0.14325756038173112,-0.19653601913290833,-0.09286188649089144,-0.41896591029390307,-0.5747821751406811,-0.27158053439968327,-54.48191291208103,-74.74410600008858,-35.3160642912462,0.863061034937233,0.8208837256563348,0.9069392380946484,-0.15866660585913958,-0.21819932439329745,-0.10260969863963466,-0.4640306506678139,-0.6381378988051688,-0.3000886353291542,-60.34208721297971,-82.9828216911793,-39.02322956165854,-0.04506474037391089,-0.06335572366448772,-0.02850810092947092,-5.860174300898686,-8.23871569109073,-3.707165270412344,0.8357458396652934,0.7981515968036673,0.9150287079833436,-0.19653601913290833,-0.25289481848394296,-0.09286188649089144,-0.5594828637883923,-0.7199205413179688,-0.26435171741003877,-147.6208083874386,-189.95264942426616,-69.74979351188358,0.8208837256563348,-0.21819932439329745,-0.621152211319077,0.7803580692405215,-0.28146300963254417,-0.8012461602431428,0.9069392380946484,-0.10260969863963466,-0.29210100164155683,-163.89240404197284,-211.4105963702224,-77.0715043909121,-0.06166934753068476,-0.08132561892517398,-0.02774928423151806,-16.271595654534238,-21.457946945956195,-7.321710879028514,0.2166
