geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
36119010200,36119010200,Census Tract 102; Westchester County; New York,3070,2457,1269,Yonkers city,New York,100992,0.8392468475888947,0.13941534343150713,36119,3070,2457,1269,0.009461,0.00825263846,0.002817342485,0.739504207188224,0.6329195415841157,0.7983814955807661,-0.3522573506407013,-0.5799796566513485,-0.25253403984841943,-10.231409858843843,-16.845665721945714,-7.334919371588102,-333.27067944116754,-548.7187531578409,-238.92245510058964,0.7175211615202367,0.6046211783456834,0.7806053237033054,-0.39368711841371434,-0.6539281715802956,-0.28105710995648137,-11.434748649848306,-18.993520304156014,-8.16337964410569,-372.4673827312152,-618.6814431321177,-333.27067944116754,-1.2033387910044624,-2.1478545822103,-0.8284602725175887,-39.19670329004764,-69.96268997427687,-26.985676629237418,0.8289125571912327,0.7776494591290496,0.8829766133787997,-0.20639986850783937,-0.28592643929821304,-0.13253282685868473,-1.4287433340207147,-1.9792429962332287,-0.9174201237733608,-58.149911844554936,-80.55527050196291,-37.33903637661216,0.8135038089130338,0.7583370271479424,0.872055491062764,-0.2292505444272644,-0.3186748954629537,-0.1467160177861061,-1.5869205224742344,-2.2059347028854823,-1.0155991567310618,-64.5877298524312,-89.78163218907132,-41.33492701388123,-0.1581771884535197,-0.2266917066522536,-0.09817903295770114,-6.43781800787626,-9.226361687108408,-3.9958906372690737,0.7776494591290496,0.7290691334874789,0.8829766133787997,-0.28592643929821304,-0.3716120379648113,-0.13253282685868473,-2.9943927151680927,-3.891743562021667,-1.3879630447619116,-235.9647529683288,-306.6779796707381,-109.37455041465024,0.7583370271479424,-0.3186748954629537,-3.3373541384397103,0.7063916925893874,-0.4156451873525666,-4.352885043292956,0.872055491062764,-0.1467160177861061,-1.5364979046200926,-262.99086985340506,-343.0169458859697,-121.07942510796632,-0.3429614232716176,-0.4611414812712886,-0.14853485985818105,-27.026116885076252,-36.33896621523157,-11.70487469331608,0.0595
36119004500,36119004500,Census Tract 45; Westchester County; New York,1222,943,461,Yonkers city,New York,32776,0.716527625204382,0.21275030976651177,36119,1222,943,461,0.009461,0.00825263846,0.002817342485,0.7774943721270142,0.6828507550474341,0.8287892081953188,-0.2861829433752306,-0.4644488456786362,-0.20657941743412808,-3.3086588829276757,-5.369651946395936,-2.3883352951167174,-270.75768272730573,-439.4150528965577,-195.4447868344286,0.7581706697409155,0.6572920407176871,0.8133706482514661,-0.31896423841049293,-0.5213937459338703,-0.22945179070542823,-3.6876546460332458,-6.028011413402585,-2.6527706248578777,-301.7720659601674,-493.2906230280347,-270.75768272730573,-0.3789957631055701,-0.6583594670066493,-0.26443532974116035,-31.014383232861704,-53.875570131477026,-21.639552351977116,0.8551390510445981,0.8108011918149567,0.9014091123129396,-0.16940046040283918,-0.23334796506838731,-0.10937418575022442,-0.4500553445694047,-0.6199481310362621,-0.2905803014806347,-47.7259114071479,-65.74211357754635,-30.814454027638885,0.8418610437668135,0.7939731503961608,0.8921012305472447,-0.18784448740567847,-0.25948843421347445,-0.1209490198624282,-0.49905658640942463,-0.6893969260414314,-0.3213317878834087,-52.922225494106534,-73.10677900757491,-34.07548121775278,-0.04900124184001991,-0.06944879500516932,-0.03075148640277403,-5.196314086958634,-7.36466543002856,-3.2610271901138947,0.8108011918149567,0.7683337206289682,0.9014091123129396,-0.23334796506838731,-0.3015177821186693,-0.10937418575022442,-0.8877644762906965,-1.1471142499848446,-0.41611040706445707,-192.57363910861096,-248.83172450864305,-90.2625611853486,0.7939731503961608,-0.25948843421347445,-0.9872150110051529,0.7483502073266877,-0.3362727640208379,-1.2793384084334896,0.8921012305472447,-0.1209490198624282,-0.46014647372036627,-214.1464232115299,-277.5137545408871,-99.81485330159788,-0.0994505347144563,-0.132224158448645,-0.0440360666559092,-21.572784102918934,-28.682030032244032,-9.552292116249284,0.3996
36119001302,36119001302,Census Tract 13.02; Westchester County; New York,2737,1974,637,Yonkers city,New York,35883,0.6933068528269338,0.25952056941089746,36119,2737,1974,637,0.009461,0.00825263846,0.002817342485,0.7848994245900678,0.6927327401861818,0.8346719001321389,-0.2740485833866849,-0.44355816029604106,-0.1980755550075277,-7.096421472992444,-11.485830776233032,-5.129118364560063,-259.27736474214265,-419.6503754560844,-187.39928259262197,0.7661175511039666,0.6677628980302907,0.8197234744680252,-0.30528271876686736,-0.49753752858943445,-0.2199235853883148,-7.90522181876737,-12.88361340120396,-5.6948678021991626,-288.82798022533325,-470.720255798464,-259.27736474214265,-0.8088003457749267,-1.3977826249709278,-0.5657494376390995,-29.550615483190597,-51.069880342379534,-20.670421543262677,0.8601941686060117,0.8172313322509608,0.9049399366660345,-0.16252822501755704,-0.22364373530029244,-0.10504571572361404,-0.9038900072000128,-1.2437798880101103,-0.584204821848581,-45.78976733536033,-63.008099696560805,-29.594975777537034,0.8473369466705469,0.8009022427492345,0.8959457843369263,-0.18016805938807953,-0.24859183383895675,-0.1161389645246028,-1.001992782976074,-1.3825270930897444,-0.6458991936262467,-50.759512815403944,-70.03683348985534,-32.72032389190713,-0.09810277577606108,-0.13874720507963412,-0.06169437177766568,-4.969745480043621,-7.028733793294535,-3.125348114370095,0.8172313322509608,0.7759978530157509,0.9049399366660345,-0.22364373530029244,-0.2886633592009467,-0.10504571572361404,-1.1756796177436102,-1.517483274665694,-0.5522180477879945,-184.56508912772532,-238.2234340134528,-86.69043136389239,0.8009022427492345,-0.24859183383895675,-1.3068300428336903,0.7565655669299479,-0.3217625063983281,-1.69148319767899,0.8959457843369263,-0.1161389645246028,-0.6105344879617791,-205.1538528781304,-265.53896352888387,-95.84528853403124,-0.13115042509008035,-0.17399992301329603,-0.05831644017378457,-20.58876375040508,-27.31552951543109,-9.154857170138865,0.9131
36119001502,36119001502,Census Tract 15.02; Westchester County; New York,2400,1510,548,Yonkers city,New York,34943,0.5645764177565487,0.25403571726288987,36119,2400,1510,548,0.009461,0.00825263846,0.002817342485,0.8272491499029826,0.7501676725293408,0.8680497111865196,-0.2088256604642956,-0.3330353154626077,-0.1520077561377449,-4.741678976766482,-7.562033087020156,-3.451548913966091,-197.56995736527008,-315.08471195917315,-143.81453808192046,0.8117082545732816,0.7289104547762287,0.8558527621148554,-0.23196973095426288,-0.37191062831852806,-0.16842527624605605,-5.267197498939875,-8.444751490851827,-3.8243316925534474,-219.46656245582813,-351.8646454521595,-197.56995736527008,-0.5255185221733925,-0.8827184038316709,-0.3727827785873563,-21.89660509055802,-36.77993349298629,-15.53261577447318,0.8887654513701472,0.8538146611461406,0.9247663404598492,-0.1251562473072849,-0.17121436947173488,-0.0813542364687929,-0.5324380993309906,-0.7283779709043606,-0.34609614757478263,-35.26080128019805,-48.23695171552057,-22.920274673826665,0.8783465109934764,0.8404269466216846,0.9175615690100724,-0.13850284310792596,-0.189871414784784,-0.08984512186889847,-0.5892170157136863,-0.807748533375946,-0.3822179631559879,-39.02099441812492,-53.49328035602291,-25.312447891125025,-0.05677891638269572,-0.07937056247158536,-0.03612181558120525,-3.7601931379268687,-5.256328640502342,-2.392173217298361,0.8538146611461406,0.8198938010608491,0.9247663404598492,-0.17121436947173488,-0.21967015570323137,-0.0813542364687929,-0.7743077191430848,-0.9934463897579302,-0.3679201312199296,-141.2970290407089,-181.28583754706756,-67.1387100766295,0.8404269466216846,-0.189871414784784,-0.8586831967789216,0.8037729068932232,-0.2441325048703644,-1.10407603986806,0.9175615690100724,-0.08984512186889847,-0.4063197008819049,-156.6940140107521,-201.47372990293064,-74.14593081786586,-0.08437547763583675,-0.11062965011012982,-0.03839956966197527,-15.396984970043205,-20.187892355863102,-7.007220741236364,0.4001
36119001900,36119001900,Census Tract 19; Westchester County; New York,924,676,320,Yonkers city,New York,49712,0.6554872590393825,0.2414563940752654,36119,924,676,320,0.009461,0.00825263846,0.002817342485,0.7971112863004943,0.7091345585037153,0.8443425373485701,-0.2545299723971301,-0.410169604637539,-0.18435345344583745,-2.2250918556167054,-3.5856879176355996,-1.6116112532991869,-240.81080688492483,-388.0614629475757,-174.41680230510678,0.7792393119148515,0.6851750112018753,0.8301766923817203,-0.28330281174170446,-0.4594811305886443,-0.20456284689355492,-2.4766229813447582,-4.016767502285228,-1.7882810432809693,-268.03279018882665,-434.71509764991646,-240.81080688492483,-0.2515311257280528,-0.4310795846496287,-0.1766697899817824,-27.221983303901816,-46.653634702340774,-19.12010714088554,0.8684914707778614,0.8278134250624464,0.9107202087787948,-0.151421785529285,-0.2080016700919832,-0.098032074352366,-0.2883863519597199,-0.3961440728603423,-0.1867043913047453,-42.660702952621286,-58.60119421010981,-27.61899279655996,0.8563318819839484,0.8123173173510119,0.9022428954921234,-0.16777153932795488,-0.2310460193819655,-0.1083489878349837,-0.319524842613207,-0.44003257808298274,-0.20635319568475147,-47.26698855224956,-65.09357663949449,-30.525620663424775,-0.03113849065348711,-0.04388850522264043,-0.01964880438000615,-4.606285599628271,-6.492382429384679,-2.906627866864816,0.8278134250624464,0.788644395474732,0.9107202087787948,-0.2080016700919832,-0.26799861349175064,-0.098032074352366,-0.5493000263505063,-0.7077426127771828,-0.25888744547645287,-171.65625823453323,-221.1695664928696,-80.90232671139152,0.8123173173510119,-0.2310460193819655,-0.6101565649860845,0.77013940211781,-0.29846622215419094,-0.7882028236673857,0.9022428954921234,-0.1083489878349837,-0.28613280771489874,-190.6739265581514,-246.31338239605805,-89.41650241090585,-0.06085653863557816,-0.08046021089020294,-0.02724536223844587,-19.017668323618174,-25.143815903188425,-8.514175699514334,0.2281
36119002107,36119002107,Census Tract 21.07; Westchester County; New York,1227,856,343,Yonkers city,New York,40857,0.7291721402247516,0.16511963064503882,36119,1227,856,343,0.009461,0.00825263846,0.002817342485,0.7734914856400257,0.6775290818932898,0.8256033326466381,-0.2928390532606184,-0.4759514044852456,-0.2112354207610793,-3.3994651971167182,-5.5251518438234335,-2.4521574335118412,-277.05502828987113,-450.29762378349096,-199.84983158205716,0.7538780373269656,0.6516595069749277,0.8099320429808604,-0.3264745097837205,-0.5345437138515875,-0.23467148715294267,-3.7899273385772583,-6.205329280172091,-2.724218455323547,-308.877533706378,-505.731807674987,-277.05502828987113,-0.39046214146054,-0.6801774363486572,-0.27206102181170566,-31.822505416506928,-55.43418389149611,-22.172862413341942,0.8523988683560535,0.807321059026078,0.899492252862398,-0.17315969920116364,-0.23866457937609445,-0.1117383132736969,-0.4175997517253656,-0.5755742794246324,-0.2694731631931212,-48.785017724925886,-67.23998591409257,-31.48050971882257,0.8388941211255332,0.7902252623996274,0.8900146798499392,-0.19204554522126485,-0.265461948107509,-0.12357697309959524,-0.46314571100747054,-0.6402000242183528,-0.2980238099479001,-54.10580736068581,-74.78972245541505,-34.81586564811917,-0.04554595928210497,-0.06462574479372041,-0.02855064675477892,-5.320789635759927,-7.549736541322477,-3.335355929296603,0.807321059026078,0.7641922145440861,0.899492252862398,-0.23866457937609445,-0.3085713004765375,-0.1117383132736969,-0.6755770829720158,-0.8734588920139572,-0.3162926142412676,-196.96124867988797,-254.65273819648897,-92.21359015780396,0.7902252623996274,-0.265461948107509,-0.7514311885381637,0.7439142360531161,-0.34424097770404694,-0.974427441913188,0.8900146798499392,-0.12357697309959524,-0.349803775773432,-219.0761482618553,-284.089633210842,-101.98360809721048,-0.07585410556614791,-0.10096854989923087,-0.03351116153216443,-22.11489958196732,-29.436895014353023,-9.77001793940654,0.7522
36119001701,36119001701,Census Tract 17.01; Westchester County; New York,2279,1585,937,Yonkers city,New York,47496,0.6628377136005867,0.24210410858993264,36119,2279,1585,937,0.009461,0.00825263846,0.002817342485,0.7947230573089282,0.7059166502686252,0.842454261720977,-0.25829997104422203,-0.4165978371801631,-0.1870080613720042,-5.5693655633665475,-8.982523841502712,-4.032196569231772,-244.3776026049385,-394.1432137561523,-176.92832686405316,0.7766715460329652,0.6817556850903366,0.8281346660315966,-0.2875455591333789,-0.466801116396256,-0.20753307525692455,-6.1999477911758865,-10.064987820510725,-4.474749098588135,-272.0468534960898,-441.6405362224978,-244.3776026049385,-0.6305822278093389,-1.082463979008013,-0.4425525293563632,-27.669250891151336,-47.49732246634546,-19.418715636523174,0.8668726005712359,0.8257460619040947,0.9095938965314272,-0.15357204662027407,-0.2110260601111335,-0.09939172174892566,-0.6857741065509426,-0.9423343050803176,-0.44383252473976664,-43.26650514516988,-59.45326845932604,-28.00205203405468,0.8545762205446533,0.810086066339392,0.9010155604810096,-0.17017063657898493,-0.23443673648009905,-0.1098587459090575,-0.7598949081515488,-1.0468743957022597,-0.49057289383447616,-47.94289641334693,-66.04885777301322,-30.95097121984077,-0.07412080160060619,-0.10454009062194204,-0.04674036909470952,-4.6763912681770465,-6.595589313687194,-2.9489191857860897,0.8257460619040947,0.7861704353947898,0.9095938965314272,-0.2110260601111335,-0.27198881435656097,-0.09939172174892566,-1.6318059076120814,-2.1032139529956835,-0.7685685769436218,-174.15217797354126,-224.4625350048755,-82.02439455108023,0.810086066339392,-0.23443673648009905,-1.8128341653540596,0.767482317980652,-0.30296161432244184,-2.3427180120346227,0.9010155604810096,-0.1098587459090575,-0.8495071674220989,-193.47216279125504,-250.023267026107,-90.66245116564556,-0.18102825774197817,-0.23950405903893923,-0.08093859047847707,-19.319984817713788,-25.56073202123151,-8.638056614565322,0.7202
36119000502,36119000502,Census Tract 5.02; Westchester County; New York,1299,813,537,Yonkers city,New York,21407,0.527398789225728,0.25610623885202566,36119,1299,813,537,0.009461,0.00825263846,0.002817342485,0.8398997745147582,0.767624401262664,0.8779353827628694,-0.1906182503474748,-0.30272044290814865,-0.13903599243601766,-2.3426676072321597,-3.7203855053498383,-1.708729962243875,-180.3439266537459,-286.40381103539943,-131.54195244371633,0.8253729110761616,0.7475902845892971,0.8665802913822621,-0.211573564603848,-0.3376310803040585,-0.15396116198872145,-2.600205045637391,-4.14943161833295,-1.8921578930943064,-200.16974947170064,-319.43276507566975,-180.3439266537459,-0.25753743840523136,-0.42904611298311135,-0.18342793085043163,-19.825822817954684,-33.028954040270314,-14.12070291381306,0.8971921402677744,0.8646816060821749,0.9305726725722666,-0.11458845337359036,-0.1564950531686979,-0.07460709891235473,-0.2624647883176243,-0.3584518316934037,-0.17088751830152826,-32.28349179798577,-44.09001619845064,-21.019374944837423,0.8875115351801499,0.8522006136910943,0.9239007597956852,-0.12674591862855825,-0.17343262130350914,-0.08236733155316775,-0.2903114556796557,-0.39724732202631663,-0.18866232682194703,-35.708666135259,-48.861909228329225,-23.205698256082048,-0.02784666736203139,-0.03879549033291291,-0.01777480852041879,-3.4251743372732344,-4.771893029878586,-2.186323311244624,0.8646816060821749,0.8330271041867607,0.9305726725722666,-0.1564950531686979,-0.20044113207606357,-0.07460709891235473,-0.693533939789321,-0.8882883210032947,-0.3306338072498669,-129.14970945797413,-165.41681955368617,-61.570541387312275,0.8522006136910943,-0.17343262130350914,-0.7685955990631317,0.8179467770429615,-0.2225734339527527,-0.9863713096112502,0.9239007597956852,-0.08236733155316775,-0.3650245730158818,-143.12767207879548,-183.68180812127565,-67.97478082232436,-0.0750616592738107,-0.0980829886079555,-0.03439076576601491,-13.97796262082136,-18.26498856758948,-6.404239435012087,0.9856
36119000204,36119000204,Census Tract 2.04; Westchester County; New York,1809,1311,592,Yonkers city,New York,19322,0.5402290553580239,0.2580787783702078,36119,1809,1311,592,0.009461,0.00825263846,0.002817342485,0.8355122402414134,0.7615545263875616,0.8745111089699936,-0.19687055657145067,-0.31310361287392763,-0.14349605138556584,-3.3694295353219936,-5.358752366053015,-2.4559276011653393,-186.2592335722495,-296.22732814002296,-135.76161421588387,0.8206313393401129,0.741090257718335,0.8628630341130633,-0.21857398329939637,-0.34936330573120067,-0.15893248460678322,-3.740882576896021,-5.979335160060908,-2.7201213684883805,-206.79284559955897,-330.532623552289,-186.2592335722495,-0.3714530415740276,-0.620582794007893,-0.26419376732304123,-20.53361202730943,-34.305295412266055,-14.604409470593763,0.8942750390764084,0.8609158044949331,0.92856475758643,-0.11822421101318284,-0.1615537719006824,-0.07693081374232617,-0.43666537919283177,-0.5967046721011949,-0.2841467299000212,-33.30780924430448,-45.51523051877917,-21.674044996187735,0.8843378631195739,0.8481189141109873,0.9217081257739672,-0.13078953384673425,-0.17907994193033305,-0.08494215471984716,-0.4830758514029721,-0.6614382120098865,-0.31373690619142564,-36.84789102997499,-50.45295286116602,-23.931114125966868,-0.04641047221014027,-0.06473353990869157,-0.02959017629140442,-3.540081785670502,-4.937722342386848,-2.2570691297791323,0.8609158044949331,0.8284711032485119,0.92856475758643,-0.1615537719006824,-0.20704270321427917,-0.07693081374232617,-0.7892809638366182,-1.0115199566418471,-0.3758502578114183,-133.32448713456387,-170.86485754085257,-63.48821922490174,0.8481189141109873,-0.17907994193033305,-0.8749061535837891,0.8130272491288909,-0.22997107547310253,-1.1235379401450378,0.9217081257739672,-0.08494215471984716,-0.4149901606064384,-147.78820161888328,-189.7868142136888,-70.09968929162811,-0.08562518974717093,-0.1120179835031907,-0.03913990279502011,-14.463714484319414,-18.921956672836263,-6.611470066726369,0.7716
36119010300,36119010300,Census Tract 103; Westchester County; New York,2068,1577,683,Yonkers city,New York,42939,0.8364616304534669,0.13996909142262468,36119,2068,1577,683,0.009461,0.00825263846,0.002817342485,0.7403454877285064,0.6340112329774036,0.7990590939486509,-0.35072073319195,-0.5772591209525785,-0.25147189685105054,-6.861973195715653,-11.29427558761129,-4.920135174110908,-331.81688567290394,-546.1448543332345,-237.91756161077893,0.7184191117947445,0.6057684462808712,0.781334117231197,-0.3919451523245451,-0.6507957886210847,-0.2798621971656458,-7.668543302142734,-12.73304608130596,-5.475601279590474,-370.81930861425207,-615.7178956144081,-331.81688567290394,-0.8065701064270803,-1.4387704936946708,-0.5554661054795655,-39.00242294134817,-69.57304128117364,-26.86006312763857,0.829498774523096,0.778386618968135,0.8833907450180583,-0.20554729038018216,-0.2847086211806234,-0.13200189795916192,-0.9132361485646616,-1.264945911907853,-0.586477713583488,-57.9097113864719,-80.2121694297941,-37.18945552209816,0.814136683365847,0.7591278028509475,0.8725054119959104,-0.22829497851115987,-0.317301245250725,-0.14612469590582575,-1.0143029690469962,-1.4097532816491047,-0.6492245859937882,-64.31851420716526,-89.39462787882718,-41.16833138831885,-0.10106682048233452,-0.14480736974125177,-0.06274687241030019,-6.408802820693373,-9.182458449033083,-3.978875866220684,0.778386618968135,0.7299376251673646,0.8833907450180583,-0.2847086211806234,-0.3699800716132613,-0.13200189795916192,-1.6047749675443188,-2.085411937837112,-0.7440355709453994,-234.95973170487832,-305.3311768429154,-108.93639398907752,0.7591278028509475,-0.317301245250725,-1.7884849901540631,0.707317373005782,-0.41379250413495133,-2.332362994979241,0.8725054119959104,-0.14612469590582575,-0.8236394569201557,-261.8572459962025,-341.4879934083808,-120.5914285388222,-0.1837100226097443,-0.24695105714212895,-0.07960388597475632,-26.897514291324207,-36.15681656546544,-11.655034549744702,0.4223
36119003500,36119003500,Census Tract 35; Westchester County; New York,1423,949,441,Yonkers city,New York,32252,0.49290835435911007,0.23561785192763268,36119,1423,949,441,0.009461,0.00825263846,0.002817342485,0.8518089393530847,0.7841824016689267,0.8872071615667328,-0.17397218296330702,-0.2752135190381244,-0.12713247065553948,-2.3421880211515513,-3.7052004324508263,-1.71158483383294,-164.59508230158477,-260.3795103619695,-120.28003048720588,0.8382555023422662,0.7653477344850383,0.8766526353007412,-0.1929536963441157,-0.30659562306386995,-0.14070266800366563,-2.5977361927419187,-4.12769779309575,-1.8942804414413548,-182.55349211116783,-290.07011898072733,-164.59508230158477,-0.25554817159036736,-0.4224973606449241,-0.18269560760841477,-17.958409809583088,-29.69060861875784,-12.838763711062173,0.9050811756995454,0.8748867271078311,0.9359919177904912,-0.10487327197705884,-0.1430051102795488,-0.06838529371130346,-0.2803952645231495,-0.38234675975178617,-0.18283888886263355,-29.54639246819278,-40.2894372762683,-19.266479332205854,0.8960996043297169,0.863270719457004,0.9298209101414464,-0.1159473736717032,-0.15838517102606997,-0.07547592132325545,-0.3100036253141174,-0.42346778248812533,-0.20179680223186025,-32.66634618694599,-44.6225271325738,-21.2641519738525,-0.0296083607909679,-0.04112102273633916,-0.01895791336922667,-3.119953718753204,-4.333089856305496,-1.997672641646646,0.8748867271078311,0.8453991758372994,0.9359919177904912,-0.1430051102795488,-0.18287316640636775,-0.06838529371130346,-0.5204547376236697,-0.6655510817367422,-0.24888236529631189,-118.01694730695458,-150.91861263871706,-56.435910498029905,0.863270719457004,-0.15838517102606997,-0.5764291392714094,0.831319565826166,-0.20290684967362616,-0.7384619402935766,0.9298209101414464,-0.07547592132325545,-0.2746880915822583,-130.70955539034225,-167.45168714140058,-62.28754911162321,-0.0559744016477397,-0.07291085855683443,-0.02580572628594643,-12.69260808338769,-16.533074502683547,-5.851638613593296,0.9107
