geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
34017004800,34017004800,Census Tract 48; Hudson County; New Jersey,3644,1993,606,Jersey City city,New Jersey,61952,0.3409115165384856,0.2634925495266277,34017,3644,1993,606,0.006521,0.007584416469,0.003080367673,0.906336267082682,0.8615131375897337,0.9292478916528628,-0.103343247224127,-0.16074840460090112,-0.07613911097639357,-2.455696392401251,-3.819787822290623,-1.8092574519152156,-67.39013151485321,-104.82403464024762,-49.65031426770625,0.8974665992002264,0.848766236149958,0.9224540519015606,-0.1142475952766886,-0.17818070206944744,-0.08406483546642245,-2.7148112247045995,-4.234023209262094,-1.9975926703269145,-74.50085687992863,-116.19163581948668,-67.39013151485321,-0.2591148323033483,-0.41423538697147144,-0.18833521841169887,-7.11072536507542,-11.367601179239063,-5.168364939947828,0.9406823317253488,0.92131427209222,0.9602526291095876,-0.0630581294812394,-0.08540595787047997,-0.04139261865626846,-0.3871247515826992,-0.524321931149712,-0.25411643742830503,-19.424222357385812,-26.30817517058264,-12.750448440958603,0.9349476314055668,0.9137945820467864,0.9563658401053816,-0.06957862281188511,-0.09433785190553892,-0.04562496699987761,-0.42715518670009134,-0.5791563718147166,-0.2800995551422328,-21.432774044159125,-29.059526935008357,-14.054167342811478,-0.04003043511739213,-0.05483444066500453,-0.02598311771392775,-2.0085516867733126,-2.751351764425717,-1.3037189018528728,0.92131427209222,0.9021484342913134,0.9602526291095876,-0.08540595787047997,-0.10846503966451408,-0.04139261865626846,-0.39253913817469466,-0.498522284084221,-0.19024694833077335,-64.77543534235885,-82.26440331422788,-31.39388586316392,0.9137945820467864,-0.09433785190553892,-0.4335915199313262,0.8929061201212738,-0.1199385662897918,-0.5512564066865465,0.9563658401053816,-0.04562496699987761,-0.20969948317354073,-71.54975576424526,-90.96640374365454,-34.603875111145335,-0.04105238175663156,-0.05273412260232552,-0.01945253484276737,-6.774320421886396,-8.702000429426652,-3.209989247981415,0.7811
34017017700,34017017700,Census Tract 177; Hudson County; New Jersey,1232,915,356,Jersey City city,New Jersey,24194,0.3637695149629027,0.21565637422039335,34017,1232,915,356,0.006521,0.007584416469,0.003080367673,0.8979184955936198,0.8494141076611195,0.9228005987484345,-0.11368682670791122,-0.17728207123086537,-0.08365772774342439,-0.9133454138575402,-1.424261468163655,-0.6720954765015205,-74.13517969622892,-115.60563864964732,-54.55320426148705,0.8883019370004851,0.8356634677379167,0.9154163277090572,-0.12574335183449442,-0.19665396251786735,-0.09239913002494056,-1.0102059934892935,-1.5798927631613444,-0.7423227835317292,-81.99723973127382,-128.23804895790133,-74.13517969622892,-0.09686057963175332,-0.15563129499768946,-0.07022730703020874,-7.862060035044912,-12.632410308254014,-5.700268427776684,0.9352403225979996,0.91417799757125,0.9565644105044044,-0.06924388933756051,-0.09387887551085058,-0.04540790878127224,-0.19516642401541287,-0.2646010297706122,-0.1279838446921529,-21.32966382682108,-28.918145330121547,-13.98730543083638,0.9289996392179672,0.9060117727071568,0.9523259980874864,-0.07642668283682116,-0.10373841723050369,-0.05006059060474592,-0.2154113890961286,-0.2923905071998022,-0.1410975978659844,-23.542228316516784,-31.955246688502974,-15.420502499014686,-0.02024496508071571,-0.02778947742919002,-0.01311375317383148,-2.212564489695706,-3.0371013583814235,-1.433197068178304,0.91417799757125,0.8933768986590416,0.9565644105044044,-0.09387887551085058,-0.11934839763709994,-0.04540790878127224,-0.2534778702675878,-0.32224691112117904,-0.122603726861337,-71.2016489515696,-90.51879525875816,-34.43924911835309,0.9060117727071568,-0.10373841723050369,-0.2800991481995251,0.8833609358760222,-0.13204009752628215,-0.3565151641278254,0.9523259980874864,-0.05006059060474592,-0.1351662109476586,-78.67953601110256,-100.14470902467006,-37.968036783050174,-0.0266212779319373,-0.03426825300664637,-0.01256248408632158,-7.47788705953295,-9.625913765911903,-3.528787664697075,0.8551
34017018900,34017018900,Census Tract 189; Hudson County; New Jersey,3496,1767,510,Jersey City city,New Jersey,26709,0.393464720613713,0.23015876381514636,34017,3496,1767,510,0.006521,0.007584416469,0.003080367673,0.8870994777535467,0.8339494577734439,0.914491571096977,-0.12726929175108728,-0.19911343628652672,-0.09350379118360982,-2.901410988074905,-4.539271838213445,-2.1316448251898854,-82.99230515088401,-129.84187180244408,-60.97382223083196,0.8765355929652383,0.8189430539730719,0.9063536282282244,-0.14085498412801822,-0.2210861245461904,-0.10332211275508332,-3.2111296688398285,-5.040192353107314,-2.3554771864765405,-91.85153514988068,-144.17026181657076,-82.99230515088401,-0.3097186807649237,-0.5009205148938696,-0.22383236128665507,-8.859229998996675,-14.328390014126704,-6.402527496757868,0.9282175079229614,0.9049896303965844,0.9517941319873816,-0.07733369761324978,-0.10498503674763655,-0.05064736836731987,-0.4209280645592148,-0.5714345710826236,-0.2756741161982268,-23.821622216141183,-32.33925133461367,-15.601251624121495,0.9213289787802128,0.8959999042952993,0.9471032463926696,-0.08538863210830853,-0.11607154778269356,-0.05585109523043407,-0.46477115097301414,-0.6317785579438102,-0.3039980518768199,-26.302838198812346,-35.75430435448841,-17.20419082494736,-0.04384308641379936,-0.06034398686118658,-0.02832393567859309,-2.4812159826711575,-3.4150530198747355,-1.6029392008258685,0.9049896303965844,0.882108892930761,0.9517941319873816,-0.10498503674763655,-0.13364688647175058,-0.05064736836731987,-0.40608762327074593,-0.5169531598613284,-0.19590667472587137,-79.62502417073449,-101.36336467869184,-38.41307347566105,0.8959999042952993,-0.11607154778269356,-0.4489708288785446,0.8711128505721156,-0.14795689139844043,-0.5723050087504318,0.9471032463926696,-0.05585109523043407,-0.21603496290346969,-88.03349585853816,-112.2166683824376,-42.35979664773915,-0.04288320560779868,-0.05535184888910338,-0.02012828817759832,-8.408471687803663,-10.85330370374576,-3.946723172078102,0.2529
34017000800,34017000800,Census Tract 8; Hudson County; New Jersey,3292,1853,701,Jersey City city,New Jersey,34881,0.42087209842667006,0.23710399462955248,34017,3292,1853,701,0.006521,0.007584416469,0.003080367673,0.8772297130230563,0.8199262298894918,0.9068891084759968,-0.13995226695395452,-0.2196219166384983,-0.1026706469994701,-3.0043737883997794,-4.7146526745716395,-2.2040443316630283,-91.26287328067372,-143.21545183996477,-66.95152890835445,0.8658141252039697,0.803807877290507,0.8980687918033371,-0.15498231189566072,-0.2440783777472071,-0.1135004457642753,-3.3270257471293188,-5.239662753445157,-2.436529051280538,-101.06396558716035,-159.16351012895373,-91.26287328067372,-0.32265195872953933,-0.5250100788735175,-0.2324847196175104,-9.801092306486614,-15.948058288988989,-7.062111774529477,0.9217825629464068,0.8965911433364402,0.9474124862476244,-0.08485454183856243,-0.11533557679228187,-0.05550646050766827,-0.4843430465982176,-0.6583263951977385,-0.31682650811214563,-26.13831875867337,-35.52759822977542,-17.098030659047254,0.914305510603095,0.8868575936237111,0.9423082958287656,-0.09372631839479913,-0.12757674646950662,-0.06122381011247948,-0.5349824489552701,-0.7281980283116459,-0.34946068968995386,-28.871152129264445,-39.29832856511851,-18.85918454883723,-0.05063940235705255,-0.06987163311390743,-0.03263418157780823,-2.7328333705910715,-3.7707303353430888,-1.7611538897899746,0.8965911433364402,0.8718351756309942,0.9474124862476244,-0.11533557679228187,-0.147005796452576,-0.05550646050766827,-0.6132018867075828,-0.7815821817410188,-0.2951098633603904,-87.47530480849969,-111.49531836533792,-42.098411321025736,0.8868575936237111,-0.12757674646950662,-0.6782842190663193,0.8599591585827077,-0.16284592125060057,-0.865798992216815,0.9423082958287656,-0.06122381011247948,-0.3255071584721247,-96.75951769847636,-123.5091287042532,-46.43468737120181,-0.0650823323587365,-0.08421681047579621,-0.03039729511173428,-9.284212889976676,-12.013810338915295,-4.336276050176075,0.5864
34017006400,34017006400,Census Tract 64; Hudson County; New Jersey,2793,1508,399,Jersey City city,New Jersey,28499,0.4000403755765521,0.22935727245945065,34017,2793,1508,399,0.006521,0.007584416469,0.003080367673,0.8847214177991034,0.8305632501520573,0.9126617759428698,-0.1302993008665619,-0.20400222357168177,-0.09569615640679284,-2.3731611024757244,-3.7155237102512464,-1.7429287381488483,-84.96817409508502,-133.02984999109367,-62.40346359286962,0.8739512243672165,0.8152859950905113,0.9043589646764087,-0.14422861610388954,-0.2265634464737521,-0.10575561149859636,-2.626857852078404,-4.126434714833757,-1.926143132832495,-94.05148056134637,-147.74202344553373,-84.96817409508502,-0.2536967496026796,-0.4109110045825109,-0.18321439468364664,-9.083306466261355,-14.71217345444006,-6.559770665365079,0.9266695336417924,0.9029674963488326,0.950741031060102,-0.07913335196207487,-0.10745957528207864,-0.05181113187570428,-0.3675898074140807,-0.4991706227946632,-0.24067278228304068,-24.375981924010656,-33.10150018532249,-15.959733573145932,0.919638984757426,0.8937978986304711,0.945950608353507,-0.08738321947472792,-0.1188211580406017,-0.0571376466902112,-0.40591204620438487,-0.5519473839778138,-0.26541547934193965,-26.917244443261595,-36.60128540966935,-17.600495977582206,-0.03832223879030416,-0.05277676118315067,-0.02474269705889897,-2.5412625192509393,-3.4997852243468612,-1.640762404436272,0.9029674963488326,0.879633008515209,0.950741031060102,-0.10745957528207864,-0.13683773837451424,-0.05181113187570428,-0.3251922508359359,-0.41409592420684327,-0.15678992354837334,-81.50181725211426,-103.78343965083792,-39.295720187562246,0.8937978986304711,-0.1188211580406017,-0.3595744700156077,0.8684237052807773,-0.15151163414716057,-0.4585018059750602,0.945950608353507,-0.0571376466902112,-0.17290892771429933,-90.11891479087912,-114.91273332708272,-43.33557085571412,-0.03438221917967182,-0.04440588176821686,-0.01611900416592598,-8.617097538764869,-11.129293676244828,-4.039850668151876,0.1403
34017006102,34017006102,Census Tract 61.02; Hudson County; New Jersey,1992,1512,659,Jersey City city,New Jersey,34485,0.4255636143963311,0.23326927991557284,34017,1992,1512,659,0.006521,0.007584416469,0.003080367673,0.8755512764087258,0.8175495219251985,0.9055940907343364,-0.1421375617219464,-0.2231674940560907,-0.1042474881755368,-1.8463430476577145,-2.898908255649617,-1.3541573578222097,-92.68790399888124,-145.52752287397675,-67.97978703926756,0.8639920454187746,0.8012452645492826,0.8966582277910777,-0.1574180633981447,-0.2480572981139816,-0.11525213175537938,-2.044834197307249,-3.2222226288745377,-1.4971058291442432,-102.65231914193018,-161.75816410012737,-92.68790399888124,-0.19849114964953452,-0.3233143732249206,-0.14294847132203348,-9.96441514304892,-16.230641226150635,-7.176128078415335,0.9206855279544576,0.895161347256652,0.9466644732781716,-0.08614719101945717,-0.11711704606621012,-0.05634047566730232,-0.4012319137721707,-0.5454745067413235,-0.2624066624496258,-26.536502233609173,-36.07635626596055,-17.35493799270012,0.9131086318397058,0.885302016366345,0.9414899467937234,-0.09515994606822178,-0.12955802823586035,-0.06214623258117048,-0.4432089639090564,-0.6034185792765125,-0.2894470677127666,-29.31276216329738,-39.908636195536545,-19.143324584177687,-0.04197705013688568,-0.05794407253518907,-0.02704040526314083,-2.776259929688207,-3.832279929575997,-1.7883865914775685,0.895161347256652,0.8700885833050982,0.9466644732781716,-0.11711704606621012,-0.14930826491415777,-0.05634047566730232,-0.585366274517244,-0.7462621857626441,-0.2815970471732494,-88.82644529851957,-113.24160633727529,-42.73096315223815,0.885302016366345,-0.12955802823586035,-0.6475479263654861,0.8580642679845507,-0.16541387086171594,-0.8267601053142962,0.9414899467937234,-0.06214623258117048,-0.3106149776075814,-98.2622043043226,-125.45676863646376,-47.13429098749339,-0.06218165184824209,-0.08049791955165209,-0.02901793043433198,-9.43575900580305,-12.21516229918848,-4.403327835255233,0.8691
34017014802,34017014802,Census Tract 148.02; Hudson County; New Jersey,497,439,93,Jersey City city,New Jersey,89693,0.4823962801807875,0.29023349238466906,34017,497,439,93,0.006521,0.007584416469,0.003080367673,0.8554721086812739,0.7892996527893498,0.8900524580229905,-0.1689451822590903,-0.2669459519791306,-0.12352928300566472,-0.5475406921552293,-0.8651550127693876,-0.40035062387653,-110.16915335115276,-174.07545528559106,-80.55344544799395,0.8422217255527836,0.7708433017237848,0.8797457233230345,-0.18733579253570096,-0.29728052090972,-0.1366920844158617,-0.6071435014532771,-0.9634674395955852,-0.4430104339904895,-122.1616703125306,-193.85662768522843,-110.16915335115276,-0.05960280929804784,-0.09831242682619767,-0.04265981011395953,-11.992516961377836,-19.78117239963736,-8.583462799589443,0.9074993791323358,0.8780209507020984,0.93764987454669,-0.10192912854232963,-0.13892498715476276,-0.06649616999464056,-0.13783686550699684,-0.187865677298124,-0.08992153441668368,-31.397919249885387,-42.794003940347146,-20.483265242980337,0.8987335829104602,0.866673199172249,0.9316327989221254,-0.1126767921163004,-0.1538374567888912,-0.0733842788242038,-0.15237073114232053,-0.2080315327383863,-0.09923619592626168,-34.7085947932393,-47.38759287890348,-22.605056019649584,-0.01453386563532369,-0.02016585544026231,-0.00931466150957799,-3.3106755433539155,-4.593588938556334,-2.1217907766692465,0.8780209507020984,0.8492063755793813,0.93764987454669,-0.13892498715476276,-0.17757005688721772,-0.06649616999464056,-0.09799084132949425,-0.12524916953867132,-0.04690312215544812,-105.36649605321962,-134.6765263856681,-50.43346468327755,0.866673199172249,-0.1538374567888912,-0.10850936269614304,0.8354386643280154,-0.1969759632855267,-0.13893713981440958,0.9316327989221254,-0.0733842788242038,-0.05176165475783807,-116.67673408187424,-149.3947739939888,-55.65769328799792,-0.01051852136664878,-0.01368797027573826,-0.00485853260238994,-11.310238028654606,-14.718247608320707,-5.224228604720375,0.6123
34017000102,34017000102,Census Tract 1.02; Hudson County; New Jersey,2293,1344,455,Jersey City city,New Jersey,29177,0.35185027299001015,0.2125950736073344,34017,2293,1344,455,0.006521,0.007584416469,0.003080367673,0.9022981190154554,0.8557017613579669,0.9261569213416868,-0.10828115334115092,-0.16863146151883235,-0.07973063414711598,-1.6190905123500203,-2.5214877289739532,-1.1921845058717762,-70.61014009376451,-109.96457605643056,-51.992346527334334,0.8930690878336062,0.8424704340429934,0.9190794047596108,-0.1197341993168583,-0.1869852751995419,-0.08804527097585677,-1.7903439346178192,-2.795925936168256,-1.3165103851929576,-78.0786713745233,-121.93309795762129,-70.61014009376451,-0.17125342226779883,-0.27443820719430256,-0.12432587932118144,-7.468531280758779,-11.968521901190693,-5.421974676021868,0.9380741039657856,0.9178922647893032,0.9584858512587406,-0.06601386369415559,-0.08945247537252551,-0.04331221862768293,-0.2732983299558022,-0.3703345140194868,-0.17931319809530122,-20.33469716933052,-27.554651340735624,-13.341755810662294,0.9320964671745694,0.9100617912967364,0.9544304291069003,-0.0728503274250831,-0.0988264858093994,-0.04774530390417335,-0.30160138655497715,-0.40914304989393985,-0.19766623387926413,-22.44057935676913,-30.442191212346717,-14.70730906839763,-0.02830305659917492,-0.03880853587445304,-0.01835303578396291,-2.10588218743861,-2.8875398716110894,-1.3655532577353358,0.9178922647893032,0.8979400985696524,0.9584858512587406,-0.08945247537252551,-0.11366003321704972,-0.04331221862768293,-0.30869239647073077,-0.392230487648308,-0.1494665464422708,-67.84448274081996,-86.20450277984791,-32.8497904268727,0.9100617912967364,-0.0988264858093994,-0.34104125807852265,0.8883254458016698,-0.12571355996399428,-0.4338261175282294,0.9544304291069003,-0.04774530390417335,-0.1647647225079412,-74.95412265462036,-95.34639945675372,-36.21202692482224,-0.03234886160779188,-0.04159562987992149,-0.01529817606567038,-7.109639913800413,-9.141896676905825,-3.3622364979495347,0.8028
34017003500,34017003500,Census Tract 35; Hudson County; New Jersey,1839,905,249,Jersey City city,New Jersey,19729,0.39664899689117583,0.2296239147284748,34017,1839,905,249,0.006521,0.007584416469,0.003080367673,0.8859470995131992,0.8323079583058901,0.9136050308582304,-0.12873556507997985,-0.2014783590865049,-0.09456490083095452,-1.543812215971363,-2.416152458090098,-1.1340335439880056,-83.94846198865487,-131.38403796030985,-61.66577183186545,0.8752831534931425,0.8171700707136259,0.9053871589562812,-0.14248742936400485,-0.22373546932122793,-0.10449987069927873,-1.7087262089372406,-2.6830623726210145,-1.2531748849103637,-92.91605268826756,-145.8978995443727,-83.94846198865487,-0.1649139929658776,-0.2669099145309164,-0.11914134092235806,-8.967590699612703,-14.513861584062882,-6.478593851134207,0.9274675751175304,0.9040098423932388,0.9512840198174024,-0.07820480934147833,-0.10618264658783004,-0.05121076268257776,-0.21801410774459953,-0.29600884074437556,-0.142761919978764,-24.089956656861823,-32.70815919827354,-15.77479778770873,0.9205102077572302,0.894932901283484,0.9465449034485136,-0.08635405840467758,-0.11740220810502344,-0.05647391513781895,-0.2407320361976211,-0.32728597975990714,-0.15743418241524595,-26.600224994212276,-36.16419665855327,-17.39604225582828,-0.02271792845302156,-0.03127713901553158,-0.01467226243648195,-2.510268337350449,-3.4560374602797332,-1.6212444681195528,0.9040098423932388,0.8809090710899052,0.9512840198174024,-0.10618264658783004,-0.1351909440128133,-0.05121076268257776,-0.2005280199621835,-0.25531076113537915,-0.09671253421806857,-80.5333413502745,-102.53444222304384,-38.84037518797935,0.894932901283484,-0.11740220810502344,-0.22171638292152757,0.8698095874102201,-0.1496769114461134,-0.2826677960180383,0.9465449034485136,-0.05647391513781895,-0.10665210131800544,-89.04272406487051,-113.52120322009571,-42.83216920401825,-0.02118836295934406,-0.02735703488265917,-0.00993956709993687,-8.50938271459601,-10.986760997051876,-3.9917940160389054,0.4909
34017004300,34017004300,Census Tract 43; Hudson County; New Jersey,1957,1246,560,Jersey City city,New Jersey,27882,0.4379301212931644,0.22624727765949,34017,1957,1246,560,0.006521,0.007584416469,0.003080367673,0.8711424084108955,0.8113176481947364,0.9021893696293356,-0.14791794125160493,-0.23256285898020448,-0.1084147449119798,-1.8876691553226577,-2.9678734834732,-1.3835452834244868,-96.45728949017158,-151.65424034099132,-70.69725515710203,0.8592075249678052,0.7945294792670566,0.8929506877832286,-0.16386317733596475,-0.2586065414746943,-0.1198826695374678,-2.0911558323011157,-3.3002324638638343,-1.5298943159213405,-106.8551779407826,-168.63732569564814,-96.45728949017158,-0.203486676978458,-0.33235898039063416,-0.14634903249685371,-10.397888450611038,-16.98308535465683,-7.478233648280721,0.9178000731392344,0.8914034219181107,0.9446955924383216,-0.0895619092506822,-0.12182652142866192,-0.05854204042482534,-0.34375097804499954,-0.4675870159903234,-0.22469243700976957,-27.588360998796112,-37.5270478322892,-18.033100883609112,0.9099612461150444,0.8812146865749892,0.939336240224666,-0.0989478994510634,-0.13479724661273268,-0.06458151743493322,-0.3797757048322664,-0.517370450770587,-0.24787278395049828,-30.479591078031007,-41.52250808752704,-19.893481857985417,-0.03602472678726681,-0.04978343478026359,-0.0231803469407287,-2.891230079234897,-3.9954602552378486,-1.860380974376301,0.8914034219181107,0.8655014376687744,0.9446955924383216,-0.12182652142866192,-0.1553995828054279,-0.05854204042482534,-0.517430522271334,-0.6600244868589213,-0.2486440406950691,-92.39830754845252,-117.86151551052168,-44.40072155269091,0.8812146865749892,-0.13479724661273268,-0.57252073602386,0.853089453579448,-0.17221001362065283,-0.7314229795214685,0.939336240224666,-0.06458151743493322,-0.2742953496788502,-102.23584571854644,-130.61124634311938,-48.98131244265182,-0.05509021375252598,-0.07139849266254716,-0.02565130898378112,-9.837538170093923,-12.749730832597708,-4.580590889960915,0.8567
34017005500,34017005500,Census Tract 55; Hudson County; New Jersey,1973,1011,258,Jersey City city,New Jersey,26778,0.449125022396965,0.23420145885990357,34017,1973,1011,258,0.006521,0.007584416469,0.003080367673,0.8671703863064202,0.8057171592642487,0.8991182528489753,-0.1531759107450005,-0.24113032532801368,-0.1122007553860324,-1.9707510048591568,-3.102366609938427,-1.4435674013460822,-99.88601139681484,-157.2410851463977,-73.16611258723174,0.8548991439779855,0.7884985048328621,0.8896076230485097,-0.16972862476717018,-0.2682332228543285,-0.12409108700440022,-2.1837171144365524,-3.4510706736178594,-1.596547611295784,-110.68003621067167,-174.91488462330764,-99.88601139681484,-0.2129661095773958,-0.3487040636794325,-0.15298020994970174,-10.794024813856858,-17.67379947690991,-7.753685248337645,0.9151957863335648,0.8880151299293034,0.9429167754131864,-0.09266237337715004,-0.12610693928110425,-0.06053898506769031,-0.2885739554284275,-0.3927287522326148,-0.18853363821688912,-28.54341794544288,-38.84557391024874,-18.648233255874295,0.9071214011492502,0.8775308674153519,0.9373908253208636,-0.1023882787166966,-0.13956105378419828,-0.06679089765755468,-0.31886287283540943,-0.43462825143001194,-0.2080036677369277,-31.539354385302616,-42.989935848665866,-20.574052199498286,-0.03028891740698192,-0.04189949919739716,-0.01947002952003854,-2.995936439859735,-4.144361938417127,-1.9258189436239903,0.8880151299293034,0.8613697381970877,0.9429167754131864,-0.12610693928110425,-0.16094164405296607,-0.06053898506769031,-0.24676346716180783,-0.31492730157143894,-0.11846144184389536,-95.644754713879,-122.06484557032518,-45.91528753639355,0.8775308674153519,-0.13956105378419828,-0.273090201925982,0.8486108320140383,-0.17839645957224515,-0.34908252586568544,0.9373908253208636,-0.06679089765755468,-0.13069505591669883,-105.8489154751868,-135.3033045991029,-50.65699841732513,-0.02632673476417413,-0.0341552242942465,-0.01223361407280347,-10.204160761307802,-13.238459028777712,-4.7417108809315796,0.9191
