geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06077003406,06077003406,Census Tract 34.06; San Joaquin County; California,1876,1254,495,Stockton city,California,45534,0.4639486723574778,0.19449118214409228,06077,1876,1254,495,0.010813,0.009493868073,0.003212018401,0.861938715040767,0.7983607545244301,0.8950677356762546,-0.16017529152603746,-0.2525665801241482,-0.11723388090228212,-3.2491859015604763,-5.123360560335408,-2.378111314072402,-173.19754272710426,-273.10024308824137,-126.76499541963764,0.8492274562331397,0.7805830165558336,0.885200178304894,-0.17754082567658827,-0.2810937194256415,-0.1296879785032815,-3.60144902652482,-5.702038944168389,-2.630745025279024,-191.97489480409487,-303.94663881494614,-173.19754272710426,-0.35226312496434353,-0.5786783838329805,-0.2526337112066219,-18.777352076990592,-30.846395726704717,-13.466615735960657,0.9117587056591152,0.8835483564419754,0.9405665201763956,-0.09678141134621214,-0.13179996624856183,-0.06318902336908395,-0.38982304734495465,-0.5308732717193158,-0.25451723947660676,-31.08636741187836,-42.33439168415596,-20.29643058027167,0.9033746731879398,0.8726766497552102,0.9348210161078224,-0.10696041153232334,-0.14589980181147805,-0.06972349013242521,-0.4308227477655255,-0.5876655915433837,-0.28083722914226383,-34.355881002035524,-46.86328481207207,-22.395313328729173,-0.04099970042057083,-0.05679231982406796,-0.02631998966565707,-3.269513590157163,-4.528893127916105,-2.098882748457502,0.8835483564419754,0.8559291114953848,0.9405665201763956,-0.13179996624856183,-0.16832105202370148,-0.06318902336908395,-0.6193892883369008,-0.7910188416016877,-0.2969545845062595,-125.12914915896984,-159.80178618215913,-59.9908251527797,0.8726766497552102,-0.14589980181147805,-0.6856509677861343,0.8427166555117617,-0.1866384667486178,-0.8771008854258954,0.9348210161078224,-0.06972349013242521,-0.3276630803686493,-138.5153470275019,-177.19209806583746,-66.19456169063622,-0.06626167944923356,-0.0860820438242077,-0.03070849586238977,-13.386197868532031,-17.390311883678322,-6.20373653785652,0.9821
06077001700,06077001700,Census Tract 17; San Joaquin County; California,2159,1237,438,Stockton city,California,64243,0.4738178367495439,0.2618242849899972,06077,2159,1237,438,0.010813,0.009493868073,0.003212018401,0.8584731309251981,0.7935003518035969,0.8923811401403822,-0.1648588219904738,-0.26023888675920187,-0.12059741630430255,-3.8486732166730824,-6.075346295176332,-2.8153788831340965,-178.26184421829933,-281.39630825272496,-130.40198624984237,0.8454722884530961,0.7753572212148184,0.8822779420634058,-0.1827708768901615,-0.28972810549596034,-0.13342967371628334,-4.26683492082495,-6.763779980207362,-3.1149513586295168,-197.63014918133163,-313.2830004727819,-178.26184421829933,-0.4181617041518675,-0.68843368503103,-0.2995724754954203,-19.36830496303231,-31.886692220056972,-13.87551993957482,0.909477555877226,0.8805869715892507,0.9390050363943556,-0.09953235628279096,-0.13560617209136888,-0.0649570143306751,-0.3954686029656379,-0.5387994962977055,-0.2580915460012325,-31.969975987521256,-43.55695200466496,-20.864312530414917,0.9008887934955164,0.8694597486670458,0.9331140179775468,-0.11001491773465692,-0.15013949930756806,-0.07168039567921569,-0.4371186159633473,-0.5965442822676374,-0.2848053336418883,-35.336994014821926,-48.225083449283545,-23.023874991260172,-0.04165001299770932,-0.05774478596993193,-0.02671378764065579,-3.367018027300672,-4.668131444618588,-2.1595624608452546,0.8805869715892507,0.8523259659050506,0.9390050363943556,-0.13560617209136888,-0.1732600436948325,-0.0649570143306751,-0.5638930731813558,-0.7204697027564982,-0.2701116761184731,-128.74271077199904,-164.4907997160955,-61.66933244713997,0.8694597486670458,-0.15013949930756806,-0.6243272143498787,0.8388151992778781,-0.19215770155438677,-0.7990521020824954,0.9331140179775468,-0.07168039567921569,-0.29806960835952384,-142.54045989723258,-182.43198677682545,-68.0524219998913,-0.06043414116852286,-0.0785823993259972,-0.02795793224105075,-13.79774912523353,-17.941187060729952,-6.383089552751314,0.941
06077000401,06077000401,Census Tract 4.01; San Joaquin County; California,2114,1208,634,Stockton city,California,50454,0.5164778476053622,0.2173755888288857,06077,2114,1208,634,0.010813,0.009493868073,0.003212018401,0.8436525294438718,0.7728290937486231,0.8808606379831233,-0.18532211437710147,-0.293947145738885,-0.13525336117829723,-4.23621928011379,-6.7192443292528266,-3.0917135726058413,-200.38880227595985,-317.8450486874563,-146.2494594420928,0.8294304483550468,0.7531679125834662,0.8697569824220132,-0.2056466000051388,-0.3277251769394516,-0.1497464466629506,-4.700810233898666,-7.491365603052656,-3.4230064048983486,-222.3656685855566,-354.3692338246289,-200.38880227595985,-0.46459095378487625,-0.7721212737998293,-0.3312928322925073,-21.976866309596797,-36.52418513717262,-15.671373334555687,0.8996826312649022,0.8678999782090476,0.9322852018915307,-0.11150306257891998,-0.15220650432961985,-0.07263313626675756,-0.4326450656357854,-0.5905792319316192,-0.28182515601508823,-35.81498887713456,-48.88900926586252,-23.329897021116576,0.8902218917541496,0.8556903715248549,0.925771207920012,-0.12331544445569262,-0.1686470168151861,-0.08018049324169667,-0.4784785038767672,-0.6543703641112342,-0.31110979338985173,-39.60914767191782,-54.16973212841342,-25.75412196935859,-0.04583343824098179,-0.06379113217961496,-0.0292846373747635,-3.794158794783262,-5.280722862550907,-2.4242249482420117,0.8678999782090476,0.8369248420022183,0.9322852018915307,-0.15220650432961985,-0.1948504212249796,-0.07263313626675756,-0.9161480512213176,-1.1728265784117278,-0.43718700812402095,-144.50284719579142,-184.9884193078435,-68.9569413444828,0.8556903715248549,-0.1686470168151861,-1.0151053430996788,0.8221576551510327,-0.2163117301587336,-1.3020046082397945,0.925771207920012,-0.08018049324169667,-0.4826153977642427,-160.11125285483894,-205.3635028769392,-76.12230248647361,-0.09895729187836132,-0.1291780298280667,-0.04542838964022178,-15.60840565904753,-20.375083569095693,-7.165361141990816,0.8622
06077003404,06077003404,Census Tract 34.04; San Joaquin County; California,3361,2274,1104,Stockton city,California,57045,0.5728747896681695,0.24665949425544456,06077,3361,2274,1104,0.010813,0.009493868073,0.003212018401,0.8244515342279775,0.7463256952950269,0.8658583834220035,-0.21292757485909397,-0.3398975893556689,-0.15492327515251225,-7.738318898823598,-12.35272576187527,-5.63029804276725,-230.2385866951383,-367.5312633702847,-167.5185374224115,0.8086892007584187,0.7248050885098251,0.8534764711105294,-0.2365690045844102,-0.3796812630771763,-0.17167846314359042,-8.597507393125895,-13.798563645613438,-6.2392233450466925,-255.8020646571227,-410.5493497653507,-230.2385866951383,-0.8591884943022965,-1.445837883738168,-0.6089253022794425,-25.563477961984425,-43.01808639506599,-18.11738477475283,0.8868953717183433,0.8514077690460389,0.9234752701373432,-0.12752871633834165,-0.17452534068423114,-0.08286603045826618,-0.9314863029578232,-1.27475574940397,-0.605264246113594,-40.962458353466275,-56.05786057185445,-26.616721464977747,0.876313752499926,0.8378212467129407,0.9161525545341126,-0.1411437937008576,-0.1935720225804037,-0.09152127017593269,-1.030932595848029,-1.4138751870685786,-0.6684832408412853,-45.33564625541026,-62.17568984470443,-29.396800388798827,-0.09944629289020623,-0.13911943766460855,-0.06321899472769132,-4.373187901943986,-6.1178292728499795,-2.7800789238210784,0.8514077690460389,0.8169907155269248,0.9234752701373432,-0.17452534068423114,-0.22400411778858692,-0.08286603045826618,-1.8292402980760227,-2.3478387584713305,-0.8685379536379926,-165.692055985147,-212.66655420935965,-78.67191609039789,0.8378212467129407,-0.1935720225804037,-2.028872958482351,0.800642856707611,-0.24899634290397815,-2.6097880269295812,0.9161525545341126,-0.09152127017593269,-0.9592555148757584,-183.77472450021295,-236.3938430189838,-86.88908649236942,-0.19963266040632832,-0.26194926845825073,-0.09071756123776575,-18.082668515065972,-23.72728880962416,-8.217170401971535,0.9887
06077002401,06077002401,Census Tract 24.01; San Joaquin County; California,2947,2112,434,Stockton city,California,74199,0.5138558286887368,0.2356044979253982,06077,2947,2112,434,0.010813,0.009493868073,0.003212018401,0.8445560251650963,0.7740839375602796,0.8815644149656058,-0.18405407125538775,-0.29184956756983194,-0.13434705737188243,-5.865050653811845,-9.300052345568751,-4.2810913733242995,-199.0176672484508,-315.5769374132593,-145.26947313621648,0.8304075919588431,0.7545132336545013,0.870521409054081,-0.2042279113093204,-0.325357800759144,-0.14873682553839995,-6.507908445498698,-10.367822722146617,-4.73963444502918,-220.83164049876817,-351.8093899608624,-199.0176672484508,-0.6428577916868532,-1.0677703765778634,-0.4585430717048808,-21.813973250317375,-36.2324525476031,-15.559656318455406,0.9002816039779593,0.8686744617177888,0.93269683357647315,-0.11076356062528409,-0.1511792323473136,-0.07215974580448553,-0.7513959444049165,-1.0255670856258974,-0.48951604698055506,-35.57745948886915,-48.55904761486256,-23.177843133549008,0.8908738549958276,0.8565303558840197,0.9262208489638156,-0.12249337478276706,-0.16750094509832772,-0.07965611130296062,-0.8309684566715921,-1.1362900408795993,-0.5403697627832351,-39.34509738028372,-53.80161178407194,-25.585689525721357,-0.07957251226667561,-0.1107229552537019,-0.05085371580268005,-3.767637891414565,-5.242564169209371,-2.407846392172351,0.8686744617177888,0.8378633652196854,0.93269683357647315,-0.1511792323473136,-0.19351202297501433,-0.07215974580448553,-0.6229096482807392,-0.7973350856322328,-0.2973225963724664,-143.52756872828095,-183.71776166641308,-68.50751068490008,0.8565303558840197,-0.16750094509832772,-0.6901606336919912,0.8231718717025982,-0.2148131324405696,-0.8851028722465716,0.9262208489638156,-0.07965611130296062,-0.3282101615726343,-159.02318748663393,-203.9407539738644,-75.62446119185121,-0.06725098541125196,-0.08776778661433882,-0.03088756520016788,-15.495618758352986,-20.22299230745134,-7.1169505069511265,0.9211
06077001501,06077001501,Census Tract 15.01; San Joaquin County; California,3559,1957,776,Stockton city,California,101282,0.5229048733190154,0.2617277945893508,06077,3559,1957,776,0.010813,0.009493868073,0.003212018401,0.8414419899481456,0.7697618499828932,0.8791379333661079,-0.18843605613457165,-0.29910309275813485,-0.1374779338335755,-7.251672747864935,-11.51052399975562,-5.2906275299125864,-203.7559074983123,-323.4201741993712,-148.6548898542452,0.8270401595368662,0.7498804332602261,0.8678860774525773,-0.20913112678831647,-0.3335459303189693,-0.15222495898909225,-8.048090816430992,-12.836003802414352,-5.858144185833084,-226.13348739620656,-360.66321445390145,-203.7559074983123,-0.7964180685660569,-1.325479802658732,-0.5675166559204978,-22.377579897894265,-37.243040254530264,-15.945958300660235,0.898216129696337,0.8660045034220477,0.931276989069852,-0.11331779394573264,-0.15472840620165865,-0.07379438312846943,-0.7123065885383193,-0.9726103847755436,-0.4638655895887148,-36.39788393144197,-49.69904878771301,-23.70289164990878,0.8886258335077489,0.8536349059542395,0.9246699823451032,-0.12533302802217022,-0.17146099933922643,-0.08146692235412296,-0.7878333888533277,-1.0777901268108363,-0.5120945574405683,-40.25719922602594,-55.07358849314442,-26.16732536742812,-0.07552680031500836,-0.10517974203529268,-0.04822896785185349,-3.8593152945839737,-5.374539705431409,-2.46443371751934,0.8660045034220477,0.8346288020831055,0.931276989069852,-0.15472840620165865,-0.1981374204965768,-0.07379438312846943,-1.1399215546843031,-1.4597262516827645,-0.5436610510492821,-146.89710756241018,-188.1090530519026,-70.05941379501058,0.8536349059542395,-0.17146099933922643,-1.263194611335692,0.8196769157778278,-0.21999287859785055,-1.6207406923322187,0.9246699823451032,-0.08146692235412296,-0.6001865013992612,-162.78281073913556,-208.85833664074983,-77.3436213143378,-0.12327305665138888,-0.16101444064945447,-0.05652545034997913,-15.885703176725372,-20.749283588847224,-7.284207519327208,0.873
06077003808,06077003808,Census Tract 38.08; San Joaquin County; California,3223,2008,768,Stockton city,California,53637,0.5998227209570086,0.22357412318243283,06077,3223,2008,768,0.010813,0.009493868073,0.003212018401,0.8154317073124905,0.7339845303061658,0.8587803966928551,-0.2263442677447654,-0.3624265344977659,-0.16444204345019817,-7.88816540784113,-12.630673092780958,-5.7308543824103975,-244.74605671241483,-391.8918117524343,-177.81118158269928,0.7989624231784002,0.7116322106461019,0.8458051681485818,-0.251623319181696,-0.40522025990375626,-0.1823053791323382,-8.76914790885454,-14.122047218503615,-6.353396972070346,-272.08029503116785,-438.16466703393166,-244.74605671241483,-0.8809825010134107,-1.4913741257226594,-0.6225425896599486,-27.334238318753048,-46.27285528149734,-19.315624873098,0.8808496144070971,0.8436383795361624,0.9192950973199124,-0.13526756854301794,-0.18534199516836372,-0.08778998486489517,-0.8724396937911544,-1.1954063731093454,-0.566221957993586,-43.44819192187023,-59.53218989588374,-28.19830468095548,0.8697450093488753,0.8294151458585234,0.9115918597288006,-0.14976227428845906,-0.20566884387540943,-0.09698215196601344,-0.9659266750266006,-1.3265091189687443,-0.6255089810202944,-48.10391807901397,-66.06121110402113,-31.15084566834135,-0.0934869812354462,-0.13110274585939896,-0.05928702302670841,-4.655726157143734,-6.529021208137398,-2.952540987385877,0.8436383795361624,0.8076340083319461,0.9192950973199124,-0.18534199516836372,-0.2381846104590849,-0.08778998486489517,-1.3513823619955574,-1.736673230375,-0.6401022984483697,-175.96124505150487,-226.1293268717448,-83.34665344379815,0.8294151458585234,-0.20566884387540943,-1.4995913245283108,0.79056222346476,-0.26492257069575986,-1.93162747065259,0.9115918597288006,-0.09698215196601344,-0.7071250607623444,-195.25928704795712,-251.513993574556,-92.07357562009692,-0.1482089625327534,-0.1949542402775899,-0.06702276231397464,-19.298041996452262,-25.384666702811185,-8.72692217629878,0.6355
06077001300,06077001300,Census Tract 13; San Joaquin County; California,3308,2087,762,Stockton city,California,79049,0.531884315653971,0.2170656593665249,06077,3308,2087,762,0.010813,0.009493868073,0.003212018401,0.8383632568731835,0.7654968614399028,0.8767367174809305,-0.19280036643026063,-0.3063410842978452,-0.140593270546754,-6.896354198192031,-10.95763800604768,-5.028937493868145,-208.47503622104085,-331.24661445126,-152.02350344220508,0.8237121267636087,0.7453113858844412,0.865278902158348,-0.21401636264483803,-0.3417210832131949,-0.1556967325859954,-7.65523773805372,-12.223159480770386,-5.569179329348434,-231.41589292786335,-369.5030072784276,-208.47503622104085,-0.7588835398616887,-1.2655214747227053,-0.5402418354802894,-22.940856706822508,-38.25639282716763,-16.33137350303172,0.8961712265846129,0.8633631935840833,0.9298702021076029,-0.11585818684570766,-0.15826109733575244,-0.07541891086889765,-0.7766533167505955,-1.0609004810518032,-0.5055693418545586,-37.21386280549092,-50.8337556804889,-24.22469294942782,0.8864007104558597,0.8507714022212929,0.9231336113884678,-0.12815794053878668,-0.17540387157946746,-0.08326680738654818,-0.859104499191995,-1.1758167665312114,-0.558177578060307,-41.164566324484674,-56.34004631198904,-26.745451751811547,-0.0824511824413996,-0.11491628547940812,-0.05260823620574839,-3.950703518993752,-5.50629063150015,-2.5207588023837277,0.8633631935840833,0.8314314615709814,0.9298702021076029,-0.15826109733575244,-0.2027449600121098,-0.07541891086889765,-1.14491260414571,-1.4667234339493207,-0.5456050987789789,-150.2509979193845,-192.48339028206308,-71.601718999866,0.8507714022212929,-0.17540387157946746,-1.2689290467969003,0.8162235099091814,-0.22515461495499792,-1.6288422163323155,0.9231336113884678,-0.08326680738654818,-0.6023793521510962,-166.52612162688982,-213.75882104098628,-79.05240841877902,-0.12401644265119029,-0.16211878238299482,-0.05677425337211728,-16.275123707505287,-21.275430758923207,-7.450689418913028,0.7087
06077003210,06077003210,Census Tract 32.10; San Joaquin County; California,1464,1017,578,Stockton city,California,67929,0.556364719852759,0.18230964453388113,06077,1464,1017,578,0.010813,0.009493868073,0.003212018401,0.830026890162064,0.7539889902767103,0.8702236104027313,-0.20478024489634125,-0.3262793129552261,-0.14912993401455676,-3.2417187857258978,-5.165077220881835,-2.3607614535951247,-221.4288788064138,-352.805821098486,-161.2541976499402,0.8147068701022432,0.7329958314233277,0.8582107462992608,-0.2274353349622584,-0.3642642387995644,-0.16521495950983686,-3.6003541174502613,-5.766387409500506,-2.6153911389113236,-245.92582769468996,-393.878921413969,-221.4288788064138,-0.35863533172436357,-0.6013101886186716,-0.2546296853161989,-24.4969488882762,-41.07310031548303,-17.392738068046373,0.8906198801998922,0.8562031118609008,0.9260457027395538,-0.12281347209042572,-0.16794716831449744,-0.07986031039468636,-0.4011852774933149,-0.5486200347373841,-0.2608735038677583,-39.447913224514735,-53.94493950220099,-25.651278649730415,0.8803626796065349,0.84301340812883,0.9189579999289952,-0.1358954930335475,-0.1862207532613517,-0.08818901416307007,-0.4439193042487462,-0.6083129423876427,-0.2880802367742138,-43.64988242367219,-59.81444861235425,-28.326473625783063,-0.04273402675543136,-0.05969290765025858,-0.02720673290645547,-4.2019691991574595,-5.8695091101532535,-2.6751949760526528,0.8562031118609008,0.8227767193466708,0.9260457027395538,-0.16794716831449744,-0.2153965668766783,-0.07986031039468636,-0.9216026538243998,-1.1819791286178885,-0.43822991916815807,-159.44682592117644,-204.49465893043052,-75.81832511559828,0.84301340812883,-0.1862207532613517,-1.0218781425445795,0.8068823101182095,-0.23933811345237996,-1.313357305947494,0.9189579999289952,-0.08818901416307007,-0.4839333125203229,-176.79552639179576,-227.2244473957602,-83.72548659521156,-0.10027548872017976,-0.13137817732960544,-0.04570339335216478,-17.348700470619338,-22.729788465329666,-7.907161479613283,0.9725
06077003900,06077003900,Census Tract 39; San Joaquin County; California,994,634,309,Stockton city,California,3944270,0.8141709371856152,0.19676220149010193,06077,994,634,309,0.010813,0.009493868073,0.003212018401,0.7471130094830228,0.6428163880721719,0.8045028197749033,-0.33848559362119324,-0.5556541783245973,-0.24300372282075527,-3.638084455483007,-5.972238898442527,-2.611833659331662,-366.00447238259625,-600.828863022387,-262.7599254860827,0.7256462056864141,0.6150290566643944,0.7871913762208198,-0.3780820352447995,-0.6259394400379921,-0.2703391198222222,-4.063671840819405,-6.727673466140024,-2.9056378412218624,-408.8201047102016,-676.8283165130808,-366.00447238259625,-0.4255873853363976,-0.7554345676974963,-0.2938041818902004,-42.81563232760539,-75.9994534906938,-29.55776477768616,0.8342053591337218,0.784311499015775,0.8867121352590048,-0.19874559549515136,-0.2750036194227554,-0.12776171683711565,-0.4047294392437137,-0.5600227788780295,-0.26017647275892186,-63.83745098481288,-88.33166859274914,-41.03729854241669,0.819219484445051,0.7654863319497067,0.8761145992817457,-0.2206740916049035,-0.3063590534046284,-0.1414031917968468,-0.44938505997254874,-0.6238756012820175,-0.287956240643357,-70.88092428589097,-98.4030916848608,-45.41896540116041,-0.04465562072883505,-0.06385282240398793,-0.02777976788443514,-7.043473301078084,-10.07142309211166,-4.3816668587437135,0.784311499015775,0.7369257282134645,0.8867121352590048,-0.2750036194227554,-0.35698885479858167,-0.12776171683711565,-0.8067520574607163,-1.047264373115628,-0.3748024412893517,-261.084808239714,-338.9205090989087,-121.29528844315588,0.7654863319497067,-0.3063590534046284,-0.8987365227217452,0.7147696296695458,-0.39905216798637994,-1.1706615288661633,0.8761145992817457,-0.1414031917968468,-0.41482114363829714,-290.8532435992703,-378.8548637107325,-134.24632480203792,-0.09198446526102888,-0.12339715575053534,-0.0400187023489455,-29.76843535955627,-39.934354611823736,-12.95103635888204,0.9694
06077001600,06077001600,Census Tract 16; San Joaquin County; California,1432,872,310,Stockton city,California,64269,0.417636773377934,0.21784504983361355,06077,1432,872,310,0.010813,0.009493868073,0.003212018401,0.8783890569646671,0.8215692599863831,0.9077832468044068,-0.13844769817097652,-0.21718283375959596,-0.10158455062947704,-2.143754063182205,-3.362905909425676,-1.5729571242097584,-149.7034960322769,-234.83979814425115,-109.84337459565351,0.8670728911961515,0.8055798587248605,0.8990428260308095,-0.15330557575208217,-0.24134185974173197,-0.1122940654728396,-2.373816648949602,-3.7369894860826816,-1.7387855652995905,-165.76931906072645,-260.96295293873476,-149.7034960322769,-0.2300625857673975,-0.3740835766570054,-0.16582844108983186,-16.065823028449543,-26.12315479448362,-11.580198400127925,0.9225398527301434,0.8975784779297007,0.9479286691709284,-0.083964012005143,-0.11410870981057666,-0.05493169741834464,-0.23517312577976932,-0.319604808345821,-0.15385709517393362,-26.969395158230427,-36.651927562594146,-17.644162290588717,0.9151318062540656,0.887931930262929,0.9428730533939996,-0.09273876524227442,-0.12621245606505674,-0.06058816338038726,-0.2597501570273465,-0.3535059497078714,-0.1697001778160417,-29.78786204442047,-40.539673131636626,-19.461029566059825,-0.02457703124757718,-0.03390114136205041,-0.01584308264210807,-2.8184668861900435,-3.8877455690424783,-1.816867275471109,0.8975784779297007,0.873041688578055,0.9479286691709284,-0.11410870981057666,-0.1454206747317247,-0.05493169741834464,-0.33583324144577525,-0.42798745730678805,-0.1616694293778728,-108.33330369218557,-138.0604700989639,-52.15142883157187,0.887931930262929,-0.12621245606505674,-0.37145576618579673,0.861268334921582,-0.16107833000855593,-0.4740694885013199,0.9428730533939996,-0.06058816338038726,-0.17831696927481758,-119.82444070509572,-152.9256414520387,-57.52160299187664,-0.03562252474002148,-0.04608203119453186,-0.016647539896944782,-11.491137012910151,-14.865171353074794,-5.37017416030477,0.8521
