geoid,GEOID,NAME,over20,over35,over55,city,state,totalCells,meanNDVI,standardDevNDVI,countyGEOID,popOver20_2023,popOver35_2023,popOver55_2023,mortalityRate,DementiaRate,StrokeRate,rr_Mortality,rr_Mortality_low,rr_Mortality_high,paf_Mortality,paf_Mortality_low,paf_Mortality_high,ls_Mortality,ls_Mortality_low,ls_Mortality_high,ls_Mortality_Rate,ls_Mortality_low_Rate,ls_Mortality_high_Rate,rr_Mortality10,rr_Mortality_low10,rr_Mortality_high10,paf_Mortality10,paf_Mortality_low10,paf_Mortality_high10,ls_Mortality10,ls_Mortality_low10,ls_Mortality_high10,ls_Mortality10_Rate,ls_Mortality_low10_Rate,ls_Mortality_high10_Rate,ls_Mortality_Change,ls_Mortality_Change_low,ls_Mortality_Change_high,ls_Mortality_Change_Rate,ls_Mortality_Change_low_Rate,ls_Mortality_Change_high_Rate,rr_Stroke,rr_Stroke_low,rr_Stroke_high,paf_Stroke,paf_Stroke_low,paf_Stroke_high,ls_Stroke,ls_Stroke_low,ls_Stroke_high,ls_Stroke_Rate,ls_Stroke_low_Rate,ls_Stroke_high_Rate,rr_Stroke10,rr_Stroke_low10,rr_Stroke_high10,paf_Stroke10,paf_Stroke_low10,paf_Stroke_high10,ls_Stroke10,ls_Stroke_low10,ls_Stroke_high10,ls_Stroke10_Rate,ls_Stroke_low10_Rate,ls_Stroke_high10_Rate,ls_Stroke_Change,ls_Stroke_Change_low,ls_Stroke_Change_high,ls_Stroke_Change_Rate,ls_Stroke_Change_low_Rate,ls_Stroke_Change_high_Rate,rr_Dementia,rr_Dementia_low,rr_Dementia_high,paf_Dementia,paf_Dementia_low,paf_Dementia_high,ls_Dementia,ls_Dementia_low,ls_Dementia_high,ls_Dementia_Rate,ls_Dementia_low_Rate,ls_Dementia_high_Rate,rr_Dementia10,paf_Dementia10,ls_Dementia10,rr_Dementia_low10,paf_Dementia_low10,ls_Dementia_low10,rr_Dementia_high10,paf_Dementia_high10,ls_Dementia_high10,ls_Dementia_10_Rate,ls_Dementia_low10_Rate,ls_Dementia_high10_Rate,ls_Dementia_Change,ls_Dementia_Change_low,ls_Dementia_Change_high,ls_Dementia_Change_Rate,ls_Dementia_Change_low_Rate,ls_Dementia_Change_high_Rate,RPL_THEMES
06073020705,06073020705,Census Tract 207.05; San Diego County; California,3250,2024,762,Escondido city,California,104531,0.5817211562876909,0.2103539828325583,06073,3250,2024,762,0.009244,0.009493868073,0.003212018401,0.8214795921250733,0.7422516738423061,0.8635284397579307,-0.21731569425007255,-0.34725192982515724,-0.15803945065240213,-6.5288154023549305,-10.4324897277372,-4.747979215950117,-200.8866277647671,-320.9996839303754,-146.09166818308054,0.8054831442351699,0.7204540784284911,0.8509505236755618,-0.24149090785696037,-0.3880135180597154,-0.17515645407989155,-7.255111344746661,-11.65709012306803,-5.262225349922183,-223.23419522297417,-358.6796960944009,-200.8866277647671,-0.7262959423917303,-1.22460039533083,-0.5142461339720654,-22.347567458207088,-37.680012164025534,-15.822957968371243,0.88490613175822,0.8488494058391071,0.9221009270437496,-0.13006336391081394,-0.1780652647232251,-0.08447998551090746,-0.8455582183912472,-1.1576245875047488,-0.5492149663859502,-41.77659181774937,-57.19489068699352,-27.135126797724816,0.8741519383318906,0.8350523718212651,0.914652876451702,-0.14396588985235245,-0.19752968046660468,-0.09331094423426844,-0.9359402807399207,-1.2841651920464263,-0.606626135067794,-46.24210873220952,-63.44689684023845,-29.971646989515513,-0.09038206234867352,-0.12654060454167748,-0.0574111686818437,-4.465516914460154,-6.252006153244935,-2.836520191790697,0.8488494058391071,0.813907239643677,0.9221009270437496,-0.1780652647232251,-0.22864123980245368,-0.08447998551090746,-1.2881824363295833,-1.6540656022495184,-0.6111558799841242,-169.05281316661197,-217.0689766731651,-80.2041837249507,0.8350523718212651,-0.19752968046660468,-1.428994393861064,0.79731953107575,-0.2542023129055823,-1.8389827756037225,0.914652876451702,-0.09331094423426844,-0.6750419272773298,-187.532072685179,-241.3363222577063,-88.58817943272045,-0.14081195753148057,-0.1849171733542041,-0.06388604729320557,-18.479259518567005,-24.26734558454122,-8.38399570776976,0.3897
06073020208,06073020208,Census Tract 202.08; San Diego County; California,2234,1299,572,Escondido city,California,37593,0.40923029488469914,0.18020981708397504,06073,2234,1299,572,0.009244,0.009493868073,0.003212018401,0.8814085959319498,0.8258538209165905,0.9101106466617328,-0.13454759190617904,-0.2108680430758676,-0.09876750004846072,-2.778555237023326,-4.354656200891878,-2.0396571251807676,-124.37579395807192,-194.92641901933203,-91.30067704479713,0.8703521566841377,0.810202354037213,0.90157864082573,-0.14896021377116347,-0.23425955875964977,-0.10916558436225685,-3.076191674768819,-4.837716636863168,-2.254388962561065,-137.69882161006353,-216.54953611742025,-124.37579395807192,-0.29763643774549253,-0.4830604359712902,-0.21473183738029755,-13.323027651991609,-21.62311709808819,-9.611989139673122,0.9245104597454228,0.9001489958992921,0.9492712036590693,-0.08165352750618335,-0.1109271960037593,-0.053439729494997,-0.3406921500804903,-0.46283395296129576,-0.22297256343262828,-26.227263285642056,-35.63001947354086,-17.164939448239284,0.917282296986289,0.8907295114708782,0.9443420691100416,-0.09017693166594204,-0.12267527585190414,-0.05893831558559184,-0.3762553030498864,-0.5118517811559031,-0.24591492948614105,-28.96499638567255,-39.403524338406704,-18.93109541848661,-0.0355631529693961,-0.04901782819460737,-0.02294236605351277,-2.737733100030493,-3.773504864865848,-1.7661559702473264,0.9001489958992921,0.8761844321322129,0.9492712036590693,-0.1109271960037593,-0.14131222072330069,-0.053439729494997,-0.6023893101326121,-0.7673949601316131,-0.2902040522422804,-105.31281645675035,-134.15995806496733,-50.734974168230835,0.8907295114708782,-0.12267527585190414,-0.6661871700809243,0.8646793465838887,-0.1564980752121884,-0.8498616296129663,0.9443420691100416,-0.05893831558559184,-0.3200640829754646,-116.46628847568608,-148.57720797429482,-55.955259261444866,-0.06379785994831222,-0.08246666948135317,-0.02986003073318421,-11.153472018935702,-14.417249909327476,-5.220285093214024,0.7044
06073020308,06073020308,Census Tract 203.08; San Diego County; California,4067,2816,1076,Escondido city,California,54014,0.45869452560196144,0.23218706109232984,06073,4067,2816,1076,0.009244,0.009493868073,0.003212018401,0.8637894261764929,0.8009604684879167,0.8965013233672615,-0.15768955916308705,-0.24850106758431864,-0.1154473216436504,-5.928393852702847,-9.34248411420398,-4.340282232860969,-145.76822849035767,-229.71438687494415,-106.71950412739044,0.8512334314092485,0.7833794778025626,0.8867598647585161,-0.17476589041441076,-0.27652054762153594,-0.12770101550809548,-6.570384468659637,-10.395886216982216,-4.8009641179802465,-161.55358909908134,-255.61559422134783,-145.76822849035767,-0.6419906159567903,-1.0534021027782376,-0.46068188511927755,-15.785360608723638,-25.90120734640368,-11.327314608293031,0.9129754773587264,0.8851289990233678,0.9413988819679668,-0.09531967155682967,-0.12977882444635566,-0.06224897772294923,-0.8621706058741622,-1.17385515366407,-0.5630447310809785,-30.61685390178133,-41.68519721818431,-19.994486188955204,0.9047009028700898,0.874394116036109,0.9357310613514066,-0.1053376832360636,-0.1436490498509988,-0.06868313055224924,-0.9527839604742144,-1.2993119502037298,-0.6212419253486614,-33.83465768729455,-46.140339140757455,-22.061147917210988,-0.09061335460005238,-0.1254567965396598,-0.05819719426768288,-3.2178037855132233,-4.455141922573146,-2.066661728255784,0.8851289990233678,0.8578535636408335,0.9413988819679668,-0.12977882444635566,-0.16570011757703718,-0.06224897772294923,-1.325742868847895,-1.6926933202097096,-0.6358983344265363,-123.21030379627275,-157.31350559569793,-59.09835821807959,0.874394116036109,-0.1436490498509988,-1.4674327978325683,0.844801109765365,-0.18371056623936,-1.87667729433405,0.9357310613514066,-0.06868313055224924,-0.7016257924067703,-136.37851280971825,-174.41238794926116,-65.20685803036899,-0.1416899289846736,-0.1839839741243403,-0.06572745798023394,-13.168209013445502,-17.098882353563226,-6.1084998122894,0.9602
06073020708,06073020708,Census Tract 207.08; San Diego County; California,2770,2018,1058,Escondido city,California,26951,0.5549860366362231,0.20193010742446416,06073,2770,2018,1058,0.009244,0.009493868073,0.003212018401,0.83049416574572,0.7546324669275268,0.8705891253497419,-0.204102378132996,-0.32514839186747807,-0.14864747431604994,-5.226221002188121,-8.32571070435162,-3.806249389639857,-188.6722383461415,-300.56717344229673,-137.40972525775658,0.8152114003547376,0.7336839772892539,0.8586072708046807,-0.2266756813813595,-0.36298465136816166,-0.16467683655043713,-5.804230296369326,-9.294541424774984,-4.2166953154901075,-209.53899986892876,-335.5430117247287,-188.6722383461415,-0.5780092941812054,-0.9688307204233642,-0.4104459258502504,-20.866761522787197,-34.97583828243192,-14.817542449467524,0.8909316041846922,0.8566047695745524,0.9262606716416802,-0.12242061601924908,-0.16739952369943872,-0.07960969370277386,-0.7935124535148473,-1.0850591271904078,-0.5160183425618501,-39.32172713155834,-53.76903504412327,-25.57078010712835,0.8807016328096556,0.8434484355795692,0.9191926585996716,-0.13545832407480968,-0.18560893329875897,-0.08791121278474184,-0.8780209623247643,-1.2030898458558117,-0.5698275700337733,-43.509462949691,-59.61793091455954,-28.237243311881727,-0.084508508809917,-0.11803071866540372,-0.05380922747192318,-4.187735818132657,-5.84889587043626,-2.666463204753379,0.8566047695745524,0.8232617328208292,0.9262606716416802,-0.16739952369943872,-0.21468053248824495,-0.07960969370277386,-1.6814465951076676,-2.1563612751753056,-0.7996405572481462,-158.92689934855082,-203.8148653284788,-75.58039293460739,0.8434484355795692,-0.18560893329875897,-1.8643512360113772,0.8074055339133216,-0.23853498396674877,-2.395967609352861,0.9191926585996716,-0.08791121278474184,-0.8830252687820846,-176.21467259086742,-226.4619668575483,-83.46174563157699,-0.1829046409037096,-0.23960633417755517,-0.08338471153393845,-17.2877732423166,-22.647101529069488,-7.881352696969608,0.5492
06073020209,06073020209,Census Tract 202.09; San Diego County; California,3032,1922,927,Escondido city,California,43355,0.400609100621231,0.19684218033841783,06073,3032,1922,927,0.009244,0.009493868073,0.003212018401,0.8845160403754336,0.8302710256023952,0.912503690019996,-0.13056174716237945,-0.20442598761586264,-0.0958859793521348,-3.659359581611716,-5.729612331107776,-2.6874738191735985,-120.69127907690356,-188.97138295210345,-88.6369993131134,0.8737280619793995,0.8149704662850189,0.9041866536344004,-0.14452086812289858,-0.22703833006173119,-0.10596633557957928,-4.050603143741922,-6.36338672361083,-2.970004108088017,-133.59509049280746,-209.8742323090643,-120.69127907690356,-0.39124356213020617,-0.6337743925030539,-0.28253028891441856,-12.9038114159039,-20.90284935696088,-9.318281296649689,0.9265357714904404,0.9027928154435096,0.9506500036627876,-0.07928914432670402,-0.1076738570507298,-0.05191184573404558,-0.4894914822888366,-0.6647244883151957,-0.3204777467645006,-25.467819057691813,-34.585041015358776,-16.674180372762777,0.919492963768919,0.893607702739565,0.9458509832111048,-0.08755590244115617,-0.11905928847106433,-0.05724899349902113,-0.5405263082732509,-0.7350124419784876,-0.3534266251116789,-28.123116975715448,-38.242062537902584,-18.388482055758526,-0.05103482598441428,-0.07028795366329188,-0.0329488783471783,-2.655297918023636,-3.6570215225438023,-1.7143016829957494,0.9027928154435096,0.8794191973247343,0.9506500036627876,-0.1076738570507298,-0.1371141351497471,-0.05191184573404558,-0.9476177720068892,-1.206716233821162,-0.4568665871427347,-102.22413937506894,-130.17435100551907,-49.28442148249565,0.893607702739565,-0.11905928847106433,-1.0478188556440384,0.8681915128864108,-0.15181959873735165,-1.3361363086927145,0.9458509832111048,-0.05724899349902113,-0.5038378410055441,-113.03331776095344,-144.13552413082138,-54.35143915917412,-0.1002010836371492,-0.12942007487155238,-0.04697125386280937,-10.809178385884486,-13.961173125302308,-5.067017676678465,0.9832
06073020109,06073020109,Census Tract 201.09; San Diego County; California,3400,2336,928,Escondido city,California,66110,0.4592923922254912,0.1821180162023971,06073,3400,2336,928,0.009244,0.009493868073,0.003212018401,0.8635786345200582,0.8006642220688635,0.8963380804676452,-0.1579721406097074,-0.24896301400363072,-0.11565046916033228,-4.96500119050686,-7.824807944928512,-3.634847985521579,-146.02944677961355,-230.14141014495627,-106.90729369181116,0.8510049338367323,0.783060765468899,0.8865822503782713,-0.17508131884914885,-0.27704010224697845,-0.1279269346677509,-5.5027358189012086,-8.707259597581634,-4.020692385833544,-161.8451711441532,-256.0958705171069,-146.02944677961355,-0.5377346283943485,-0.8824516526531223,-0.385844400311965,-15.81572436453966,-25.954460372150656,-11.348364715057794,0.9128369397068824,0.8849489960457866,0.9413041308251427,-0.09548590389112233,-0.1300086270149978,-0.06235590310583756,-0.716456994061164,-0.975490478881506,-0.4678734879246529,-30.67024803344024,-41.75901022609187,-20.02883081869233,0.9045498937686226,0.8741985161421385,0.9356274631240972,-0.10552221263738588,-0.14390493867803256,-0.06880146149297553,-0.7917621784160904,-1.07975832656285,-0.5162362849335205,-33.89392887055182,-46.22253110286172,-22.099156033113033,-0.07530518435492639,-0.1042678476813439,-0.04836279700886758,-3.2236808371115746,-4.463520876769858,-2.0703252144207016,0.8849489960457866,0.8576343632499537,0.9413041308251427,-0.1300086270149978,-0.16599805564058828,-0.06235590310583756,-1.1454162509995307,-1.462494258501168,-0.5493748099881021,-123.42847532322529,-157.59636406262587,-59.19987176595927,0.8741985161421385,-0.14390493867803256,-1.2678470586563035,0.8445636610762386,-0.18404336592659792,-1.6214790284390892,0.9356274631240972,-0.06880146149297553,-0.6061621747415386,-136.6214502862396,-174.7283435817984,-65.31919986438993,-0.12243080765677283,-0.1589847699379212,-0.05678736475343649,-13.192974963014317,-17.131979519172546,-6.119328098430656,0.5927
06073020213,06073020213,Census Tract 202.13; San Diego County; California,2406,1467,296,Escondido city,California,31547,0.37816351754019034,0.18407249999945471,06073,2406,1467,296,0.009244,0.009493868073,0.003212018401,0.8926578699366303,0.841882519949918,0.9187636210297926,-0.12025002375321003,-0.1878141858314009,-0.08841923766980885,-2.6744884742966653,-4.177187327184081,-1.9665379238454297,-111.1591219574674,-173.615433382547,-81.7347433019713,0.8825789031733713,0.8275164610494629,0.911012151429411,-0.1330431720092485,-0.2084351756964353,-0.0976801993595407,-2.9590217034207047,-4.635820082515663,-2.172511565488304,-122.98510820534932,-192.6774764137848,-111.1591219574674,-0.28453322912403944,-0.4586327553315819,-0.20597364164287435,-11.825986247881938,-19.062043031237817,-8.560832985988128,0.9318295793461994,0.9097125760051348,0.9542491598750088,-0.07315760538706136,-0.09924829707350938,-0.04794433366960882,-0.3447209040501876,-0.46766105193859503,-0.2259151862506757,-23.498357467633785,-31.87873564680266,-15.399808197046738,0.9252735371244456,0.9011448775592684,0.9497908138926532,-0.08076148282354272,-0.1096994777448868,-0.05286341515724709,-0.38055061020749525,-0.5169073391888096,-0.24909405068375223,-25.940736892126463,-35.23567410966664,-16.979826222477996,-0.03582970615730763,-0.04924628725021457,-0.02317886443307656,-2.442379424492681,-3.3569384628639787,-1.580018025431259,0.9097125760051348,0.8878971542865189,0.9542491598750088,-0.09924829707350938,-0.12625656605867008,-0.04794433366960882,-0.27890607071019974,-0.3548043017272629,-0.13473244489731878,-94.225023888581,-119.86631815110236,-45.517717870715806,0.9011448775592684,-0.1096994777448868,-0.3082758213385386,0.8774026272146764,-0.1397276107714769,-0.39266042883468905,0.9497908138926532,-0.05286341515724709,-0.1485559736597752,-104.14723693869549,-132.65555028198955,-50.18782893911324,-0.02936975062833885,-0.03785612710742614,-0.0138235287624564,-9.922213050114475,-12.789232130887209,-4.670111068397434,0.9532
06073020712,06073020712,Census Tract 207.12; San Diego County; California,2987,2316,1282,Escondido city,California,149399,0.639850604718839,0.2214891073314972,06073,2987,2316,1282,0.009244,0.009493868073,0.003212018401,0.8022156762404183,0.7160289061315348,0.8483735646859871,-0.24654756771457945,-0.39659166192418993,-0.17872602545098767,-6.8076290335533205,-10.950620755284882,-4.934952273876295,-227.9085715953572,-366.6093322827212,-165.21433792689302,0.7847300052615175,0.6925061117978313,0.8345374686407265,-0.2743236441771359,-0.4440305767177659,-0.198268547041722,-7.574577279352279,-12.260495911071756,-5.474557018725936,-253.58477667734445,-410.4618651179029,-227.9085715953572,-0.7669482457989583,-1.3098751557868749,-0.5396047448496413,-25.67620508198722,-43.85253283518161,-18.065106958474768,0.8719453638550735,0.8322285689760277,0.9131208591011996,-0.14686084868754523,-0.20159297250561575,-0.09514528118908262,-1.0925029372269397,-1.4996571009559525,-0.7077890403827634,-47.17197483708719,-64.75203372003249,-30.560839394765257,0.8600787153192135,0.8170843311725539,0.9048593746456336,-0.1626842778324719,-0.2238638802006565,-0.10514410086277336,-1.210213974391202,-1.6653311542450475,-0.7821706060616497,-52.25448939512961,-71.90549025237684,-33.7724786727828,-0.11771103716426246,-0.165674053289095,-0.07438156567888632,-5.08251455804242,-7.153456532344344,-3.211639278017544,0.8322285689760277,0.7939331886047353,0.9131208591011996,-0.20159297250561575,-0.2595518292381859,-0.09514528118908262,-2.4536160634984814,-3.1590413575130323,-1.1580264301381331,-191.3897085412232,-246.4150824893161,-90.3296747377639,0.8170843311725539,-0.2238638802006565,-2.724678373806554,0.7758224680409146,-0.28895467867174857,-3.5169075211304515,0.9048593746456336,-0.10514410086277336,-1.2797234529185717,-212.53341449349097,-274.32975983856875,-99.82242222453756,-0.2710623103080727,-0.3578661636174192,-0.12169702278043835,-21.14370595226776,-27.914677349252667,-9.492747486773665,0.4019
06073020108,06073020108,Census Tract 201.08; San Diego County; California,3019,1699,535,Escondido city,California,46225,0.43096911419181,0.19951467461481248,06073,3019,1699,535,0.009244,0.009493868073,0.003212018401,0.8736213862801366,0.8148196524317073,0.9041042818610384,-0.14466062267314805,-0.2272654409054196,-0.10606709874392672,-4.037136001095563,-6.342441200167961,-2.960081983321564,-133.72427959905806,-210.0841735729699,-98.04842607888588,0.861897424046555,0.7983027854197978,0.8950357421673321,-0.1602308721437662,-0.2526575357921833,-0.11727381699695771,-4.471664855750767,-7.051074541545224,-3.272834997081709,-148.11741820969746,-233.55662608629427,-133.72427959905806,-0.43452885465520374,-0.7086333413772623,-0.3127530137601453,-14.39313861063941,-23.472452513324356,-10.359490353101863,0.9194231580852392,0.8935167827681652,0.9458033552907814,-0.08763847332556587,-0.11917315856333877,-0.05730223349922053,-0.47826236483839374,-0.6503540565800385,-0.3127108524820036,-28.149638895726525,-38.27863782107348,-18.4055828417895,0.911731547149194,0.8835130844681883,0.940547937481935,-0.09681408209116396,-0.13184515043365597,-0.06321002912114397,-0.5283356737465107,-0.7195078947191019,-0.3449509885535977,-31.09686131527432,-42.348904927551615,-20.303177666486032,-0.05007330890811695,-0.0691538381390634,-0.03224013607159409,-2.9472224195477903,-4.070267106478128,-1.8975948246965328,0.8935167827681652,0.8680805216655614,0.9458033552907814,-0.11917315856333877,-0.15196686832844547,-0.05730223349922053,-0.6053066212050309,-0.7718730686668145,-0.29105061714446484,-113.14142452430484,-144.27533993772232,-54.401984512984086,0.8835130844681883,-0.13184515043365597,-0.6696704483908531,0.8558861774919376,-0.16837965876533847,-0.8552372325747616,0.940547937481935,-0.06321002912114397,-0.32105760739114647,-125.17204642819684,-159.85742664948813,-60.01076773666289,-0.06436382718582223,-0.0833641639079471,-0.03000699024668163,-12.030621903892005,-15.582086711765813,-5.6087832236788095,0.8803
06073020214,06073020214,Census Tract 202.14; San Diego County; California,3050,1941,559,Escondido city,California,62446,0.35459086961120284,0.19363735206968608,06073,3050,1941,559,0.009244,0.009493868073,0.003212018401,0.9012892228400012,0.8542519302530209,0.9253841214726916,-0.10952175468043096,-0.17061485562439402,-0.08063233072182152,-3.087878255811007,-4.81034936244529,-2.2733640588371804,-101.2419100265904,-157.71637253918985,-74.53652651925181,0.8919707147615098,0.840900412799451,0.918235856257495,-0.121113040429107,-0.18920146164619983,-0.08904481695558658,-3.414685284466329,-5.334383849945287,-2.5105473782091994,-111.95689457266651,-174.89783114574715,-101.2419100265904,-0.3268070286553222,-0.5240344874999971,-0.23718331937201895,-10.714984546076138,-17.181458606557285,-7.776502274492426,0.9374217721335656,0.9170369078752568,0.9580437121173634,-0.06675568002224526,-0.09046865116581372,-0.04379370935999299,-0.4161901373218793,-0.5640293131532511,-0.27303309480625865,-21.44204726027199,-29.058697225824375,-14.066620031234349,0.9313834994540076,0.9091289688567228,0.9539461450174832,-0.07367158703822493,-0.09995394961129914,-0.04827720644719691,-0.45930755129664175,-0.6231656692093963,-0.30098558166256556,-23.66344931976516,-32.10539254041197,-15.50672754572723,-0.04311741397476243,-0.0591363560561452,-0.02795248685630691,-2.22140205949317,-3.046695314587594,-1.440107514492886,0.9170369078752568,0.8968888208063508,0.9580437121173634,-0.09046865116581372,-0.1149653968269409,-0.04379370935999299,-0.4801236683509655,-0.6101296675332039,-0.232416379791913,-85.88974389104928,-109.14663104350694,-41.57716990910787,0.9091289688567228,-0.09995394961129914,-0.5304628325405946,0.8871814894144816,-0.1271650862102363,-0.674874300552155,0.9539461450174832,-0.04827720644719691,-0.2562106227789539,-94.89496109849634,-120.72885519716549,-45.833742894267246,-0.05033916418962908,-0.06474463301895117,-0.02379424298704091,-9.005217207447062,-11.582224153658528,-4.2565729851593765,0.9615
06073020601,06073020601,Census Tract 206.01; San Diego County; California,3921,2459,955,Escondido city,California,52814,0.4017773290251281,0.19448810863290575,06073,3921,2459,955,0.009244,0.009493868073,0.003212018401,0.8840943204293219,0.8296710843370722,0.912179048753434,-0.1311010340100291,-0.20529691690897592,-0.09627600125938046,-4.751851894842128,-7.441135388333675,-3.489593369471157,-121.1897958388709,-189.77646999065735,-88.99753556417132,0.8732698388108763,0.814322715849429,0.90383280938184285,-0.14512142244794696,-0.2280143738307595,-0.10639931370042738,-5.2600310245356905,-8.264546061902532,-3.8565201581751096,-134.15024291088218,-210.77648716915408,-121.1897958388709,-0.5081791296935627,-0.8234106735688576,-0.3669267887039527,-12.960447072011291,-21.00001717849675,-9.357990020503768,0.9262610687973498,0.9024341062268432,0.9504630499759172,-0.07960923079536554,-0.10811414717146312,-0.05211875414340204,-0.628781826628054,-0.8539237254728546,-0.41165233107332794,-25.570631420417,-34.72646301231617,-16.74063973458023,0.9191930921372862,0.8932171448628062,0.9456463743141448,-0.08791069967119042,-0.11954859549140771,-0.05747774978281562,-0.6943497602870861,-0.9442370375004516,-0.4539795716882243,-28.237078498864825,-38.39922885321073,-18.461958995047755,-0.06556793365903202,-0.09031331202759718,-0.04232724061489634,-2.666447078447825,-3.672765840894558,-1.7213192604675214,0.9024341062268432,0.878980166895977,0.9504630499759172,-0.10811414717146312,-0.13768209757381827,-0.05211875414340204,-0.980232484817592,-1.2483145652126555,-0.4725421900480848,-102.64214500707769,-130.7135670379744,-49.4808575966581,0.8932171448628062,-0.11954859549140771,-1.0839045571820134,0.8677147570056091,-0.15245245275174665,-1.3822321175079824,0.9456463743141448,-0.05747774978281562,-0.5211302957602628,-113.49785939078672,-144.73634738303485,-54.56861735709559,-0.10367207236442144,-0.13391755229532687,-0.04858810571217797,-10.855714383709053,-14.022780345060404,-5.087759760437484,0.8714
